faith,handicap,Nationality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Muslim,None,India,Other,D,E,104.60675392367848,A,B,-26.30934003360965,-20.75724269616699,A,E,67.53498220404394,A,-105.6306046034253,A,-56.107543283448834,-58.999145003385664,D,A,1
Jewish,Yes,Other,Other,A,A,121.99308212549118,C,D,94.61909136804518,106.26862716964922,C,E,16.21787550254617,C,120.74997876122336,B,183.89446047812234,97.78466568537402,B,E,0
Hindu,Mental,Mexico,Non-binary,E,B,178.48016799818515,E,E,53.79144272569061,-5.6740004514677205,C,D,19.803834776702747,D,112.77734010126177,D,2.499458017581191,-38.804257188595706,B,D,1
Jewish,No,UK,Female,C,E,-8.448192268907583,D,B,-121.3292585177649,32.502905618139,D,D,41.034993930891524,C,79.81341955241878,C,134.02286023885173,185.3812133051645,E,A,1
None,Physical,Germany,M,D,B,-229.15653939502732,A,A,-35.96534927723776,118.01647591317939,E,C,168.58949487307694,B,-190.36295333499785,E,-271.757961763185,22.281356061336552,E,C,1
Other,Mental,Germany,F,C,A,-52.48414354592019,E,A,207.22334197444837,263.4224738167516,A,C,73.7010555331864,E,-199.29926450547987,A,-105.30388364245104,-40.21113500564872,B,B,1
Jewish,Both,US,F,C,B,27.429225828892434,A,A,159.12141801352658,58.132101137829714,C,C,159.0570168475794,D,-77.64254238073077,B,104.27941008751628,9.221843003186232,B,E,1
None,Yes,India,Non-binary,D,A,-29.152654112405695,C,C,39.747373944145025,228.83067254786852,E,C,35.839858938482244,A,44.780404458443655,A,-167.12165795236123,87.7681051688962,A,C,1
Other,Mental,US,Non-binary,B,D,28.6773174827878,B,E,-175.42287415416527,36.885580484060725,E,A,-6.217008150989105,B,26.91706713470569,E,143.68833632593365,-31.074667209307798,C,C,1
None,Physical,India,M,D,E,28.160455111498166,E,C,28.44494281954015,3.1287672629018672,D,A,76.99616578546697,C,85.66907997654583,A,-88.24525920088057,-31.735621885276228,C,E,1
Other,Physical,India,Non-binary,B,E,-177.22944000892497,B,A,-17.65938943941316,-204.03345864378917,D,B,123.0192741518632,E,-71.46070519091475,E,-1.5239570136741034,64.91162908532492,D,A,0
Hindu,None,Brazil,M,E,C,146.6273803790785,D,C,-43.60027557958489,-37.00491409213292,C,C,-156.00702430280398,D,213.16723417355723,C,170.62004296127307,-11.71245414034468,B,D,1
Muslim,Yes,UK,Non-binary,A,A,159.82481949432633,B,C,-98.53808888186502,-110.81701051888587,D,A,-172.57700375896883,E,29.989413503616213,D,7.348407490721827,100.97468678482116,B,A,0
Buddhist,Physical,UK,M,C,E,-29.459850903219902,E,C,-241.59342660092963,-61.91576768664019,D,D,-32.882349738982334,B,101.54012787408246,C,-54.1661038709778,-11.945665363273639,E,C,1
Christian,Physical,Brazil,Male,D,B,172.52263376400387,C,D,-3.795848696077759,-62.517116332185694,D,E,25.6677603734714,B,-131.91106530227287,B,42.38673240183228,-93.93107575097685,D,C,1
Other,Both,Germany,F,D,E,34.659973013479735,E,D,72.32443144262464,-12.218685630060854,B,B,103.40017576368221,A,-0.3849589665058563,E,-94.49556877578028,143.5682221509049,B,B,0
Muslim,Physical,US,Non-binary,E,C,-9.012495109570544,C,D,15.79936499204955,-164.03535332022025,A,D,-161.1264515864382,E,-198.61892319872106,D,126.03931647210136,-2.82602429759306,E,E,1
Hindu,Both,Germany,Non-binary,E,B,155.49421691835198,C,A,-134.32038542915626,-131.58039756511374,B,B,147.2445566880149,C,25.285854421530264,D,-26.676260335801892,0.8519258341736025,D,C,1
None,Both,Mexico,Male,A,D,-45.546489788932725,E,E,53.6652550914144,133.54680962581185,B,E,-16.31039800231661,C,-120.47753403009543,E,28.320912153083512,61.81827429544759,C,E,0
Hindu,Both,China,Other,B,D,-31.14255976464707,E,A,-196.41202813190043,-149.9615648056908,A,E,100.26407586269204,E,-120.28213381230081,A,27.709052106562144,18.717964700626336,A,D,0
Muslim,None,China,M,E,C,-28.631841301634946,C,B,23.595334411904098,92.06237273439022,A,A,-16.29090681744156,E,251.93029583446923,B,-44.6816779414292,96.89196474951109,E,E,1
Jewish,None,China,Male,A,C,-176.38184715841382,B,C,-20.759744068083087,43.93615655246384,C,E,52.244730061897485,C,3.7174661950054246,A,5.64227298121526,67.15875372112157,E,C,0
Christian,Both,India,Other,B,C,-4.617195636975056,E,B,-71.64543182707884,-38.39217399598196,B,A,110.95985587362493,E,-60.48889441362877,C,-8.723676596018674,-60.74790734676386,D,C,0
Other,Physical,UK,Male,E,E,-29.122311594208945,D,E,-106.97914185540105,16.138342923971265,E,E,-65.50627402156226,C,95.05062610055201,E,3.694214753337581,99.55968468516939,C,E,0
Muslim,Mental,Germany,Male,E,B,-161.91733445717028,D,B,-11.716061747599774,-80.04058380324743,E,C,20.518578950004734,C,-30.268281645695666,C,27.70777492149331,86.68422764802885,A,C,1
Hindu,None,UK,Other,D,A,-66.24294433884951,A,B,74.61517685321665,-266.90720262109335,D,A,-16.595382045443547,B,8.709434531930645,E,-39.90935489442876,-195.68201150758688,D,C,1
Hindu,Mental,Other,Other,C,D,-81.93429024682702,D,A,-143.89644675395272,114.9753404330563,C,A,189.22726562145323,E,-101.26930765013687,D,32.36863965371762,140.41036356819404,A,E,1
Christian,Physical,China,F,D,C,124.89227711979483,C,A,-48.546540629158066,152.80146121975838,C,A,3.7600470647514666,B,-9.22259505043144,E,-121.56678174066384,-81.27759244839937,D,E,1
Christian,Yes,India,M,D,A,36.7941063175161,B,B,-74.59759618731691,-106.1637060430557,D,C,118.68902436460012,A,-65.1163596916138,E,124.40650605481014,37.07529045400977,A,D,1
Jewish,No,UK,M,E,E,67.82863533645896,C,D,-88.73409515115236,102.47725725433405,A,C,-121.10511411830589,A,57.743691843230316,D,27.59874377249269,32.293297898379194,E,D,1
Hindu,Both,Brazil,Male,D,E,70.99251507495065,B,D,-5.8950989605134465,12.406958926267512,C,D,-73.71614992238119,E,-12.337027744276364,D,-96.9295130729511,-49.6886712696361,C,C,0
None,Yes,US,Other,E,B,91.8512322431825,B,B,11.147145349998542,-90.85734077526665,B,E,95.54478896185486,C,83.3023878565117,E,-192.86074701196878,-89.52403256727514,A,E,0
Christian,No,UK,Male,A,D,84.4209556521697,E,E,123.97698975337474,11.639777077719586,C,A,17.082725145504245,E,114.57786707624035,A,-12.742400227965579,-45.86025594841567,B,D,1
Hindu,None,Other,Female,D,D,-118.42435118577738,B,B,-48.05330550671713,-257.0561050293797,E,C,74.33455096039818,D,-85.2734019860417,A,41.93808445269299,75.07692594459688,A,E,0
Jewish,Mental,US,F,A,A,90.71492479215138,C,C,177.536830566346,-19.376552679102062,D,D,-184.70282948287021,D,-21.74445894354044,D,-167.04302571908173,-75.7508136653974,A,D,0
Jewish,Mental,UK,Male,A,E,22.438729957171518,C,B,108.85771447277786,-11.687547118915774,A,B,-158.88572672782414,B,-2.667606897310966,C,32.1319794880139,-56.61401747716579,E,A,1
Hindu,None,UK,Male,E,B,8.154221604969553,D,B,-50.917197843401254,-119.04585515783539,C,E,-26.423197832943135,E,-99.28595573037397,E,42.55618354577847,61.532762354353196,C,D,1
Jewish,Physical,Germany,Female,D,B,-69.64340697712807,C,D,-32.22291393241167,-63.531046797059865,D,E,-265.33155691730906,A,-142.16498581295275,A,-250.79365751502743,-67.77407857786565,B,E,1
Other,Physical,Brazil,M,B,E,108.87731296450936,D,E,-66.18579756332073,-61.09132751962424,A,C,-84.0960951580169,E,63.49697806632637,D,-32.167401257237145,154.7996630301617,E,D,0
Hindu,Physical,Mexico,Female,E,D,1.9100504489868422,A,B,-267.07524759700175,144.9884658804102,A,E,-13.500499797980293,A,164.7150809680094,B,41.733268415478555,-135.7110380599616,A,E,0
None,No,Other,Non-binary,D,C,197.35020105226877,C,A,-73.59304698562701,115.29101773507556,A,E,-174.22868497809165,A,19.16629429892251,E,-158.94402881397173,55.566841497776394,D,E,1
None,Yes,Brazil,F,B,B,33.74699000544179,C,A,47.29132478356918,-45.60066677785317,C,D,-159.35739339407698,A,-237.7442431150228,E,-111.48486447221184,-210.13880624237808,A,D,1
Christian,Physical,Other,M,E,A,62.07616578342504,C,B,-168.09292719237843,-236.22261642364526,D,E,-49.176023728708834,B,-139.28491377709526,A,-80.77462802475154,1.6172717384658772,C,B,0
None,Yes,Other,Female,D,A,58.98504074655519,C,E,125.42765646292547,-141.63933095976125,B,D,-0.5148018721523726,C,-125.6487076448828,D,158.12932083076439,-70.61118204846301,C,D,1
Muslim,None,UK,M,E,A,138.48556964148452,B,A,61.17102007983518,-49.4502682964599,E,C,44.75787134688142,A,-153.7362600501298,C,140.59743444521055,-49.769872328539186,E,D,1
Other,Physical,UK,M,E,D,-83.55230066401899,B,A,-140.0611411032614,-114.69602903660174,B,C,16.768544144232447,B,-3.063594648609411,B,199.3959382424903,-55.354777561302726,B,B,0
Buddhist,Yes,UK,Other,D,B,88.70933233706086,B,A,70.4409329681327,-89.23093672035739,C,D,55.40264080278692,A,44.33106319046286,C,-56.00284859731735,-180.13357526627826,A,E,0
Christian,None,Brazil,Female,E,E,-77.77153218489569,E,E,-189.6226054688688,15.268077319876383,C,A,59.42148049646009,B,200.89257611605785,D,125.6197495638524,38.97748354319665,A,E,0
Other,None,Brazil,Non-binary,B,D,-59.00223647583612,A,C,-5.227930521256718,-234.51872783402132,E,D,98.254968743319,B,-85.64008888579312,A,7.163091067317697,-1.4037249758507409,B,D,0
None,Both,China,F,D,D,12.850765508476389,A,D,-19.863552173636343,22.59583492700704,E,E,79.42148664046519,B,-77.29744715983291,E,-119.72172474559014,-135.16353778283968,A,C,0
Other,Both,India,Female,C,E,33.585062349780785,A,D,-126.15853580668761,-88.39007863885932,E,A,-125.98645553955524,B,145.97208590126556,A,262.37723755182134,16.909415466669603,A,B,0
Hindu,Mental,China,Non-binary,A,E,111.95108906625002,D,E,-54.47401102220505,165.918470949327,C,B,35.619825762958094,E,-28.77650327828935,B,-42.78598221640571,-87.2916127405896,D,D,1
Other,Both,Brazil,M,A,E,13.031365896620564,D,C,-50.521559380597914,135.05798958247783,D,C,-21.553409769633976,D,-43.81188561317014,A,-129.0548725816375,-88.96070656063958,C,C,1
Hindu,Physical,Germany,Non-binary,E,E,-125.43422615691684,D,A,80.80362055835184,-7.392970389822564,E,A,-90.3407999331631,B,153.668140744135,E,-136.7954858973224,-63.77259082945549,C,B,0
None,None,Brazil,Male,B,D,-115.40613942954252,A,D,-51.150420284574224,1.3438152482562387,A,B,-44.198742414015555,E,-67.44130484030099,D,137.84426898002727,5.13613816925164,E,D,0
Christian,No,Germany,Female,D,C,5.84398072595009,E,E,4.0787052095573335,-81.23075920555794,B,D,105.06561507276095,C,126.7445190491846,B,51.922603150687564,-28.692266906695075,C,A,1
None,None,Mexico,Male,B,E,-13.14663471641834,B,C,-42.4406448230662,70.04281300969495,C,C,-27.62989475618897,D,-185.55422851377534,D,-13.302986098083394,78.49861726157734,E,A,1
Christian,Physical,Germany,Non-binary,A,E,226.91975759797631,C,B,-86.34345905672912,-19.437390459942037,D,E,-79.93948023115892,D,-120.72523143497673,D,73.93819555277196,86.90784177884736,E,D,0
None,Mental,China,Non-binary,D,A,-98.28002140299711,B,C,95.21330977818495,-120.21574289128114,E,E,-12.675901317491153,A,55.19745320257007,A,33.90589993273011,-112.66441471033288,D,E,0
None,Mental,Other,Non-binary,B,D,178.36652205706295,D,A,130.52912474241006,254.0672121986043,A,C,-81.26329309983115,C,109.43043022879874,B,36.70016484919666,-60.071147997616734,D,B,0
Christian,No,UK,Male,A,D,-97.2986318654939,A,D,-26.60066300081646,99.64749090884078,B,B,-191.3816859839763,E,71.39428034762706,A,49.92700563480028,-107.05131876604861,E,B,1
Buddhist,Yes,US,Male,E,A,-4.655350499609797,B,C,2.229012496189033,-120.43281998545439,C,B,37.50103808631261,A,-6.921884483568321,B,33.862276203336414,63.466973409841884,B,A,0
Muslim,Yes,Brazil,M,A,A,-87.578760530218,D,E,-266.6971375017786,3.954063619398438,D,B,-82.29953934006319,B,15.652309794211483,B,165.7060827960156,-33.552175033683696,A,A,1
None,Physical,Brazil,F,A,C,-21.37261391737739,D,B,-78.13533072084017,0.13218678273773224,D,D,109.62042965617935,D,14.730727302485555,B,-134.81120419228603,130.90056154497486,B,C,1
Other,Mental,UK,Non-binary,A,C,-30.37533656764061,D,E,-33.57400107756458,31.783193521128574,C,C,7.235132833762425,A,-134.65374507009383,B,9.878522654752324,36.399550933535735,B,A,1
Buddhist,Yes,Mexico,Male,E,E,-36.089793623332525,E,B,121.94520564826081,43.9607165906508,D,D,-213.7096391692585,B,50.10457672136609,C,-44.557028411894414,138.14097856598772,D,D,0
Hindu,No,UK,M,A,B,-199.80889197617145,D,E,-123.24945763093939,154.17957564704787,D,B,208.99597147023292,E,-30.661621134185847,E,1.8436566751464216,134.3815291758005,A,A,1
Christian,Both,India,Male,C,C,68.11972756378317,D,E,-27.857737554801094,-60.30633064881001,C,D,74.2127596779721,A,14.6548925985286,E,168.51560342806266,-30.817697885503005,A,B,1
Buddhist,Yes,China,M,D,D,26.489208008189287,C,E,113.52319873955203,-109.28043967968844,D,A,-87.12127295006626,D,-8.075422117147316,B,-176.68678807298653,-61.91995285226406,A,C,1
Muslim,Both,UK,F,B,C,23.517399614883598,B,A,-94.00933651981815,-6.2527407941981625,A,C,-30.113502807574722,C,91.03037899651355,B,-41.15249120769069,-57.478903127302125,D,A,1
Other,Yes,US,Male,C,B,-34.738574924896085,A,E,10.97735275200668,-162.19801677269206,A,B,-20.067011089292077,D,-108.02883046163119,E,-63.28425480839597,52.95031684553343,C,D,0
Other,Mental,Brazil,M,B,E,9.466788177273147,E,D,-30.864758475967413,-42.5964324904795,C,E,101.41689746810184,A,163.76003196398074,C,-64.53142787805383,-45.0628255797558,E,E,1
Muslim,Mental,Germany,Non-binary,D,C,111.09919604456447,A,A,-65.23605120525251,-71.92883079356305,B,B,-17.503198979159134,C,-22.068361619427932,E,-30.56557526716805,29.04577879132676,B,A,0
Buddhist,No,Germany,M,A,A,159.78182117287832,D,A,115.77823155862876,-26.54909301026941,C,A,-88.63903475780732,E,128.40075236387983,E,-6.833981112843425,-87.54728718064457,C,E,1
Muslim,Physical,Brazil,Female,E,D,195.89826862261134,E,D,-24.814811729152783,-144.5506550420592,E,A,155.79657968383387,C,46.87251800862868,C,144.8395444537365,-82.39488000644451,C,C,0
Hindu,Mental,China,M,E,E,72.7016903169046,B,B,183.43542027367175,-204.4598423255641,D,D,110.31587884040097,B,65.48135111415755,E,-9.837747585678304,-145.14051522674058,E,B,1
Buddhist,Yes,China,Female,A,C,-91.69565802275432,A,C,92.78476930357404,-109.605420556908,C,B,-128.70752109100172,D,91.49589081627629,B,94.65442395911742,-157.05972213506365,C,A,1
Jewish,Physical,Brazil,F,C,D,-93.53198654962112,A,A,167.84511104011423,-100.1024212880979,C,D,260.8903230186195,C,42.51798595317025,C,-105.95794423385034,33.046372301649804,C,E,1
Jewish,No,China,Male,E,B,39.04190390649578,E,B,198.85088060551485,64.64893083723167,E,E,-27.735537128955585,D,144.1300603829734,E,144.4179929757527,-45.86481116046525,A,E,0
Other,Yes,Brazil,Female,D,D,-84.67611046890795,D,B,14.908007094114485,34.154907110004515,E,B,60.9650719207464,D,54.18073609483001,E,-72.9702172267862,28.882590712064175,E,B,1
Buddhist,None,Mexico,M,A,E,98.8871301175143,A,B,-18.149645025151397,21.01553095223954,D,E,-27.83892258894298,B,46.156332445366445,B,104.90567609332149,72.88840246984691,C,A,0
None,Both,Brazil,F,B,C,3.334491324794011,D,A,-63.964218566985274,-116.94614166822663,C,A,44.97284436987082,B,38.09037292603621,E,147.58105038719498,62.42791486229539,C,A,0
Jewish,No,Mexico,M,C,B,-50.86348290719956,A,D,127.0392845702699,53.02589276485007,E,A,-139.564180579457,C,-27.559367524900182,E,73.38318255902577,54.802488576091356,C,A,1
None,No,Germany,Male,C,E,17.734168096888368,C,E,7.455287336178277,-47.9154726253325,A,B,-70.51598743196276,D,52.969411787134305,C,42.40166494072859,-26.84516055663646,C,A,0
Hindu,None,India,Male,A,A,11.048220546634102,E,A,-70.82556858923013,53.878226550811625,E,E,-27.18698165265702,A,-14.439856195777534,A,-104.3584446620073,-168.00481379949167,C,A,1
Muslim,Yes,Mexico,Other,D,D,1.4341010941249475,D,A,-92.8497162446115,-89.93060163387712,D,B,-303.8475818156303,C,59.333428523996155,A,96.5761331023018,-83.94238277390774,E,A,0
Other,Mental,China,Non-binary,D,D,-62.75001496215978,B,C,-129.6010241210741,-49.01617876813084,C,D,-208.1365720469268,B,-108.51412410160177,A,-14.36317550325548,-16.386167105889992,A,A,0
Jewish,Yes,US,M,E,C,2.778362057058112,D,C,21.03237794349041,-43.96396645688694,B,D,-184.30937200125484,C,-41.98912302464638,A,-7.224240857686552,-54.554599010469865,A,A,0
Christian,None,India,M,B,C,-81.79120818853072,D,D,39.74296836274721,-56.87573750391872,C,C,-34.583448474770066,C,-33.6394753351159,E,-87.47859686092976,88.95620736032478,B,C,1
Buddhist,Physical,Germany,F,B,B,-101.24376816862839,A,A,-93.99615910399743,201.74296326277968,C,B,22.211771789265676,D,-126.4154854561631,A,-84.10446707341774,114.98491093528791,A,D,1
Hindu,Physical,Germany,Other,D,E,-100.07198141418216,C,D,-109.131850475554,-33.91353178669823,A,A,37.83466660912638,A,42.169551829393555,B,-71.36542224422917,102.17548303285642,A,A,1
Other,Physical,UK,Non-binary,D,B,1.9320712841784784,B,A,-115.31920245293281,15.53945702569712,D,A,-1.4273769821431925,A,-43.74340074818569,D,-190.64450321904346,9.584912791714595,A,A,1
Muslim,Yes,China,Female,A,A,51.009056808435496,A,C,-52.05176523280029,-168.66489932248783,D,B,-16.54868774248627,C,110.11253109316321,E,-152.5818852128396,98.61555457294891,B,D,1
Christian,None,Germany,M,D,A,55.184988905828824,B,B,-180.98796249297718,-39.32743006545428,D,B,-20.773340673431722,C,-199.3980150041948,C,138.95371137277726,299.47702411139323,C,A,1
Jewish,None,Brazil,Non-binary,E,B,-212.5154271342665,C,D,87.7639581525078,42.675590568078405,E,A,121.39010223027775,C,113.82238152109669,A,-35.178675445846345,-85.54012988996952,E,D,0
Jewish,Mental,UK,Other,E,D,89.7834464372052,C,C,-246.80120441851753,60.71684171217445,E,A,-72.36022795368517,C,-135.7312310513182,E,-40.01087911186648,171.89929198704158,A,B,1
Other,No,Other,Female,A,D,36.819843442730225,A,B,4.661453525190536,-75.5285702768211,B,D,-145.50779529934044,B,-116.81358276906369,B,99.060840220498,-32.44695107475282,A,D,1
Hindu,Physical,UK,Non-binary,B,E,80.42163462342884,E,D,-68.0792017215557,-81.44919911923691,E,E,149.35092796443735,C,-45.05610960378853,E,-60.578868385633314,43.75104202521195,B,A,1
Other,None,India,Non-binary,E,C,93.77831471667707,C,D,-40.22757003516384,141.08056818883,B,A,-73.35304900440354,C,-77.77647063559004,E,-150.46506995027,40.05925187660224,C,C,0
Hindu,Yes,Other,Other,D,A,-23.32875003439291,E,D,-5.432221546579095,38.658382405051434,D,D,-23.817865556223893,D,-103.4250198102266,A,-149.45052772065543,-73.6203010137991,E,E,1
Buddhist,No,Mexico,Other,A,B,210.90067848811523,E,B,-62.62836013987491,97.756216760638,B,C,120.41974546675908,E,-58.41738566135025,C,26.035843656822273,0.09449759924116095,E,B,0
Other,Yes,US,Non-binary,E,C,-43.42259688612229,B,C,139.19801297691487,-150.34295606023628,D,A,92.30602149609588,E,93.62522644523749,A,145.3087469718383,-7.3907923515757785,A,E,0
Buddhist,None,Mexico,Female,B,A,-206.22708448084364,C,C,14.363480600572395,-108.49513757047052,C,A,55.42666075594996,D,-158.86084476570963,C,-2.235298132437298,25.64295107781782,E,B,0
Muslim,Yes,Germany,M,E,B,-116.74490060861274,B,A,-26.69318630781648,-95.77589305162688,C,C,12.012828149544104,E,-52.19950579262653,C,25.136796606170446,26.473034215781865,E,A,1
Other,Mental,UK,Other,B,D,-21.90342960328175,E,B,-120.34663411684623,60.74968044706698,D,D,-74.04751842545923,C,56.742436715087564,D,122.77925479259879,4.74579587086947,C,B,0
Hindu,Yes,Germany,Female,E,E,-26.167037175385254,A,E,-254.48962426221078,-76.78049041569514,E,C,17.82733877556842,B,28.095676125678615,E,250.79917990691638,-24.690539446833853,D,E,0
Hindu,No,US,F,A,B,-74.32866172196019,E,D,72.7970729691437,-19.264341952632744,B,C,204.49996637947422,B,20.631938109902457,C,44.96547113828775,6.66140823301678,B,A,0
Other,None,US,Male,E,A,-137.43840282180514,C,E,-82.2764436118339,-16.071719652205317,B,D,125.07537445422128,B,117.72465432671737,C,-21.95901882950707,-81.00112192033727,E,B,1
