sex,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Female,58,C,B,C,D,A,-47.394110274671014,D,73.57260040883897,E,-185.278088665735,-15.104631724667438,C,C,E,A,117.17617205373712,6.502477526210472,0
Non-binary,21,B,C,D,C,D,-131.4749995449999,E,-42.67742278549926,B,-35.48889242521117,161.19311186008952,E,A,A,E,-16.35944826433451,-92.6915550342739,1
Male,22,D,D,D,D,E,-84.20313214682047,C,12.454242485851056,C,-25.618136473195975,52.89924456174238,A,D,B,E,-235.72081995777242,174.141981778683,0
Male,36,C,C,B,C,E,-265.1014746377605,E,-113.37755383498947,D,-64.65796136201449,73.98176999105198,D,A,A,A,-123.30821479239602,-114.14313718874749,1
Male,21,C,D,C,C,D,72.14085633783185,E,173.58580524950344,E,-51.4113140099419,-31.058511956592362,A,D,B,B,-2.709355810136137,19.5376182081681,0
M,72,C,E,E,E,A,-47.339623625586995,E,91.61265704476962,C,-105.29311526502603,67.07570949216026,E,C,D,D,109.17744507369483,-138.2663644792642,0
Other,50,A,C,C,B,E,-18.13037380210554,A,116.67436127246498,B,7.962752664642527,88.85877443857267,D,A,A,B,-60.48269896389926,-145.30555499601087,1
Male,53,D,B,D,D,D,-69.68133239974031,C,-111.95935217718174,D,41.21296662863723,-115.54942134075714,D,E,C,E,18.309349797004852,36.58555902906258,0
Male,38,E,C,D,B,C,-13.632299422709679,B,60.50155609350374,D,-30.654820606072263,-72.70834400271343,C,E,D,B,-4.4323912297647095,-43.174753563751054,0
Non-binary,21,B,D,A,A,E,191.7019614645455,E,101.22357037058438,E,180.13720790909696,-54.4308826367982,A,C,A,B,-121.1100590015803,0.3063578751404464,1
Female,42,D,E,C,B,E,19.208982592920666,D,-15.489862580467687,B,89.5426553653033,124.02098677368572,B,B,B,D,-72.95362139185346,172.59545383048643,0
Non-binary,40,C,C,C,C,D,-110.30102172248861,D,53.321834716820916,B,-67.75259556005365,-107.09111522769159,B,C,B,A,39.64185027160332,-49.83380909406876,0
Non-binary,63,D,A,E,B,C,-49.15189486988633,A,23.84006073522982,B,-1.4978022760754968,-80.71042049516902,E,C,E,D,95.87935967696963,34.8575836499706,0
Other,40,B,E,B,E,B,14.116274009264046,D,-122.7934403476339,B,3.631430437067682,-3.9480738826947923,D,D,B,A,-65.92218093315013,-135.51527692991505,0
Female,26,C,A,E,E,C,-102.14700114484158,E,-24.040081923808156,D,-9.11909606617538,0.428727445206011,B,D,C,E,88.19077715440213,144.38152613167875,1
M,36,E,C,C,C,B,103.3868126349784,C,-77.44861701264733,D,12.656715635276573,202.5006931157982,A,E,A,B,4.554986917552563,23.899384943982078,0
Female,65,C,A,E,A,E,-128.29736191457764,E,-170.0910358722337,E,148.57243169729776,259.4100454248455,C,E,D,A,-7.139753282464803,28.884982585124835,0
Male,46,E,B,C,A,A,-31.029979237683097,D,-89.58921377965105,E,18.066386159266777,-105.07924439204604,B,C,A,D,-90.40131136834705,-17.708418243346305,1
F,57,C,D,C,C,A,-106.395623264977,C,-47.9593395612412,B,192.8837654731981,149.81763795290792,E,D,E,B,89.02649431943155,95.41444918938977,0
Other,79,D,A,E,B,D,139.27869590593232,A,43.34442378321574,A,92.41081626466989,172.45892136348576,B,B,B,E,-10.868020467081077,-11.086635089002682,1
Non-binary,27,C,B,A,D,B,1.861356760876056,C,-60.26240975245404,E,-42.07747773091031,-31.056291182943923,B,C,B,D,110.23918298643858,40.84795763603538,1
F,22,E,D,D,B,B,-82.25123104822308,B,67.15317277335984,E,-120.51456354941708,-86.16896823605897,A,C,D,D,-1.2890440597906356,14.602002967420546,0
M,51,E,D,E,D,B,80.07489855033432,C,-50.72471692888541,E,130.73243487601013,56.41598744085792,A,C,E,E,-93.79044828942445,43.0585179721452,1
M,29,B,E,D,B,C,-164.60100283282748,E,-79.43261436764647,A,131.25166482741892,25.921242732164657,A,A,C,E,-3.8364695491361323,-11.673398996376283,1
F,55,A,A,C,A,C,-54.83374788292701,A,169.96285415539606,B,98.10596766243137,-194.89169048888908,D,A,C,A,-137.67802818029,-22.360418999312014,0
Female,41,A,C,A,E,E,65.93297912525613,C,37.80703044871885,B,-96.17429235909444,72.13080900030971,A,D,C,C,-140.22113799857917,-69.0782091832011,0
Non-binary,24,A,C,E,D,E,0.9890672119240544,B,-20.009628393923855,E,-6.084220681533195,-119.21691700962089,D,D,B,A,-241.80840706299773,16.010859887243424,1
Non-binary,40,E,D,C,B,C,100.70860086970495,D,172.67199607222634,C,73.20678245133777,196.36193074761175,B,C,A,D,104.79879954320899,161.91921552647636,1
Male,58,A,D,B,A,C,133.80915921235317,C,234.47716648499335,A,174.79848726760642,-88.82016209557489,B,A,C,D,1.2895457776270416,-63.69907192663803,0
F,71,C,D,B,B,B,-136.57728148917562,D,27.302697460229485,D,55.195261415910444,49.93812742413057,C,C,B,E,33.14103291233839,124.6552340300954,0
F,23,B,E,C,E,D,-190.86385230282107,E,-41.28603513971483,A,17.987892076662384,21.063746162976695,D,D,D,A,57.283230290527776,-80.4112136162705,0
F,75,E,E,A,B,C,37.547786722148025,B,-42.64265600437987,C,58.82452478956752,88.32297286485627,C,B,B,C,-97.90906751667046,-83.53541802502642,1
Other,63,A,C,B,A,E,-33.98756699960943,B,25.557255273121104,A,30.193550282887593,190.84131143160366,E,D,C,E,-86.43803680125983,33.513659757886266,0
Female,78,E,D,B,B,D,-133.43705483947406,D,83.32055200977602,A,-54.137730343425616,67.10107208962344,A,B,E,B,-56.8542488712667,-41.695831972841916,0
Female,68,D,B,E,D,B,127.82159760613368,A,107.85651039442479,B,117.8198378722288,-81.25376721512761,D,A,C,B,121.55636068377498,-137.4049126970534,1
Other,76,E,A,A,D,A,-45.1242076822367,A,144.35979013295372,D,-39.511399730403824,-7.547444647880856,B,D,C,D,162.02507681989417,58.60114830624408,1
Female,38,A,D,C,B,E,-67.65468582009221,A,55.27425800889845,E,76.83110143014942,74.74179531857285,E,C,E,E,122.47509863223245,62.1779055654749,1
Female,19,C,A,C,D,C,-74.1214792028801,B,237.62415425974424,E,164.76139496731065,-143.25236219042952,A,D,C,B,76.2994655631281,95.36047399678785,0
Other,55,C,E,D,D,B,-80.59642273072211,D,86.93575793837404,D,-200.23837705322495,98.93182726294533,B,E,D,B,-224.2983744726331,-123.94467902972491,1
Non-binary,72,E,C,E,B,E,-6.931060366241206,C,32.858859550119504,C,-96.56124576578932,171.30772558416442,C,D,A,C,-68.33232002675295,38.13733311765901,0
Male,66,E,E,E,E,C,9.334767795720854,D,-81.33800815361516,D,76.85216507829226,62.71484811020004,A,A,D,B,119.87114348142771,-34.38049710135746,1
M,59,C,D,B,A,C,-160.09003081535303,A,148.40323620412096,C,-92.44006830685483,82.71954084381329,E,C,E,E,-117.4463104056948,26.49623203644409,1
M,49,B,A,E,C,E,13.710789753912847,C,76.66987424059637,E,13.010225184693013,-62.42002925048704,C,D,E,B,90.12323807459943,-13.332898051092421,0
Non-binary,26,A,A,B,D,C,7.133991023708506,C,-27.174296369472806,C,-104.56676335766937,66.28705320937378,E,C,B,A,114.52330395591311,242.11371256686772,0
F,46,D,E,E,E,A,107.33053852184067,B,38.24794859427959,B,-125.74384952530455,-73.24393394739505,C,A,C,B,-44.97882337431907,120.82298426026254,1
M,29,C,C,D,D,A,-7.545736973313627,A,26.576255581437202,D,13.467625425248212,99.29737787143686,E,A,C,D,-38.61465795688957,119.03042473276216,0
Female,51,C,A,E,A,D,6.651813302380625,C,9.886675873271033,E,101.6201450551753,-150.89340308509784,A,E,B,E,-88.42573125223515,-36.635774668189484,1
F,66,B,E,A,E,D,108.05037032576787,A,-82.33792978210512,E,-116.04457926142904,-34.210272128931294,B,D,D,A,90.49574910304214,-130.81174526658353,1
Non-binary,69,B,A,B,C,E,38.39888590776781,D,25.8148936534565,C,55.78373826756954,80.17484246278559,A,C,E,C,-71.68564490790952,24.210167059252154,0
F,52,B,C,E,A,D,-52.3241664015344,E,107.83744199102973,A,-26.33127279319637,-60.93408276951483,C,B,A,D,27.179607321135542,34.88223996595827,1
Male,64,B,B,E,E,B,-138.58006984087072,C,-107.46012491647498,E,-91.72910997316431,119.5506160245928,E,A,D,A,133.4840808078362,124.43588776412882,1
Female,66,E,B,C,E,B,105.21090305584528,D,113.80680558697283,D,-96.65179343772162,76.93767177449448,D,A,A,B,-84.66937786508804,51.4191976621201,0
F,56,D,D,C,A,B,-82.9694342936328,A,-233.64057685792633,B,-185.3781270092279,-163.4497050076144,E,D,B,B,-43.066486314290714,5.30205621151863,0
Other,19,C,D,A,B,D,-140.9710785757946,C,-30.77353869996266,C,8.181092781260505,121.74633917483008,C,D,C,A,-117.26153939339173,-46.386448053605214,1
F,21,C,D,D,C,C,21.27932924460734,B,28.640317903136147,C,-42.76356308952744,77.14819920110124,E,D,B,E,24.135751074720314,-80.83998179639931,1
F,53,D,B,A,D,D,19.372998273442104,A,-93.92952262224179,A,121.99572391818361,-147.2395851436084,A,C,A,A,-243.83599625333795,37.99706939921735,1
F,39,B,E,D,C,E,136.75598040388317,D,-143.0183381982749,A,-168.44213518199948,-46.538448177131784,E,D,D,D,110.94628807244673,-207.11975318999583,0
Female,47,E,E,E,A,E,63.782538382226676,E,113.57266231176939,D,57.52695140137518,95.81450474048158,D,B,D,A,134.82419990628733,-69.97025077528087,1
M,69,C,C,B,E,B,-44.66524386979076,A,-33.4618371491179,E,-167.05148775409558,10.12516306188741,A,D,B,E,-158.12003671924722,-123.92885364046056,1
Male,45,B,B,B,E,E,-175.30737375040349,A,71.91158434881517,B,-161.90037594440247,-5.699870909533534,B,E,C,D,-154.48923489917325,-22.26924782271679,1
Female,48,E,A,E,D,E,-0.45966812859229006,B,34.43524533118254,A,124.31780826689727,142.64829424302394,C,E,D,A,-56.990967002553425,10.072320977758912,1
Male,27,A,D,E,D,B,-55.42684513888062,D,110.34479489263957,A,-43.188725694702626,-189.713359903044,C,D,A,D,-56.78720193724885,-7.798422224188448,1
Other,71,B,A,D,C,C,45.95207285464103,C,-95.04335201247204,D,-69.12656793386678,-124.51192999416374,A,D,E,D,-16.83960214598904,-80.38329678463623,0
F,19,C,A,D,D,A,-2.644350127385671,D,-80.35268257629549,D,80.37475262825095,-210.7847778797063,C,C,D,A,-69.31861488588453,-8.164078853515823,1
M,19,A,D,E,C,E,-74.55301217343843,D,-106.63341210639858,E,36.123270700685055,-124.64935256559137,C,D,A,A,-26.084517800369127,86.04233272456251,1
Male,39,E,E,A,A,C,74.14420013395278,C,-241.86432699185798,D,-162.59957835997653,183.8483215986799,E,D,E,A,120.78231010705987,133.72386410148184,0
Female,31,A,C,A,E,C,-46.24901205688576,A,7.865066972116495,E,-59.82102189189874,-53.444285176095995,B,D,C,D,156.20625646140653,-50.186898080427575,0
Male,33,A,D,A,D,A,-21.15278263701509,C,22.05510906635731,D,43.93379138751467,147.13514260398904,E,B,D,A,-111.09044763233959,-4.903046485244773,0
Male,33,A,B,C,E,B,-54.80594984170107,D,1.5691031362861758,D,-224.56277700180704,-40.003451884062166,D,E,C,E,-39.39230026414853,31.716638514906485,0
M,34,D,B,B,E,B,90.36137474374573,B,64.68129482774,D,42.12534001313616,-180.88887687214682,B,B,A,B,58.23714832242436,151.18421739085747,1
M,23,D,A,A,E,A,119.8876729259948,B,-65.51429567080682,D,211.08126010665123,27.753042205908706,E,D,A,D,-90.31091771822094,-139.95723049402972,1
Other,58,E,E,C,B,A,-4.362467062679736,E,-13.354521303632518,A,29.64519969031409,117.18321034249001,B,B,A,C,93.09934517108766,-115.51419403062285,0
Other,73,D,E,A,E,E,56.059192642898836,C,98.35516555093491,C,-54.15945035947206,-116.62224377249817,C,C,D,D,47.81277724595361,29.047563661738955,1
M,45,E,E,C,D,A,64.92641654619592,E,91.34229333837102,B,-38.0421368399042,-89.2391931770222,A,C,E,B,116.1887900730753,46.820936406915216,1
F,63,B,D,B,E,E,57.79458093478092,B,-105.3140377570797,C,33.13658985790552,37.83172321480836,E,E,E,A,253.53398391327318,-59.53954586035116,0
Non-binary,39,A,B,C,E,E,44.005033572123445,B,9.055703900306762,C,-43.196770647813956,-70.87230810217552,A,E,B,E,20.267242631260956,-105.04889826155919,0
Non-binary,79,C,E,D,D,A,-10.539596778082517,A,80.88728478901541,A,7.316312705990457,-185.9041495141909,B,E,D,B,19.237016901137363,-126.82986297613748,0
M,65,B,E,D,A,B,156.57025109870068,E,77.79238210812736,E,25.97004579678654,-36.90792821506675,A,C,A,E,47.63777685702655,107.52812764681437,1
Other,70,A,E,E,C,C,-118.22315902084992,D,152.45394496738405,B,78.00539486152455,-16.00461727643664,C,C,C,B,-140.7099653989443,-121.41835217480327,1
Non-binary,56,B,D,B,B,D,-42.1468618466893,D,-261.2944246366454,B,-1.6920436298789212,-34.03065381921681,E,E,A,E,9.51160358239012,-7.234976761852084,1
F,25,A,D,C,A,C,-34.73155172245701,B,108.20996477552471,A,-18.303594987373156,70.40999800156939,B,A,E,B,-178.93525007130597,23.80502122773343,1
Male,43,C,A,E,D,E,-32.49638670531162,E,-12.665100379649324,C,-63.78804520917699,-46.34789416845845,C,A,B,D,217.07200298448313,-15.227662947561516,0
Female,30,E,C,E,C,E,-134.58622702612843,C,-34.91781263103249,E,-19.638125794263015,-31.82604415333937,B,E,C,E,114.68816420641916,159.94627703162826,1
Female,31,E,D,B,A,B,-61.86647128958148,A,26.41901294923496,B,-154.23667831775413,73.59638167364014,A,A,A,D,-81.88882282118497,102.56424528235814,0
Non-binary,68,C,B,C,B,D,-50.155237399603934,E,4.509678725376676,C,-5.246631183085155,55.10890689659666,A,B,D,D,12.247602674294855,-98.15040659937199,0
Non-binary,42,E,A,C,E,A,147.65891539381371,E,-28.764447039518938,C,-250.03215011494297,-32.47730586661341,A,B,B,E,-191.98665167088205,-58.70577701441905,0
Male,39,B,B,D,E,B,26.103758389159065,B,-169.23366075121695,A,-70.96605238342572,-122.93967088613698,C,E,B,C,79.27652376028857,-33.6108797214362,1
Male,61,C,A,D,C,D,67.37211801236609,D,190.75853568870411,A,-172.72768206737774,2.8310113293332426,E,D,A,E,32.870370046936145,-69.97983574061358,1
Female,38,A,E,C,D,D,35.76026109517751,D,-16.786159073729777,A,-44.26232160294933,117.33104538425445,B,E,E,D,-143.3510676632349,40.59205623319034,1
Male,31,C,E,E,E,C,-38.220447051241536,B,-40.991625867181206,B,10.590062936700086,44.07267823037838,D,E,A,D,-45.62384157749028,231.6530566522179,0
Male,78,E,A,E,B,E,54.348318252713135,C,69.35001799215247,E,69.96213935009553,-43.741715789519,D,D,C,A,132.73748413014542,-154.53199903965717,1
Male,68,E,B,A,C,A,74.53285699400438,D,23.78133208700009,B,44.86186805078743,68.97681159998739,C,C,C,E,22.569233843148766,-91.82503159253878,0
F,44,E,E,C,E,A,-28.757194125337126,B,23.446442094679657,D,-6.498591205008564,54.12922979991804,E,D,C,A,159.09988172297383,125.52031019807347,0
Non-binary,47,D,A,D,C,A,-29.559504785382195,C,108.74387805060447,A,-0.11920500159284789,11.052298493576947,A,B,A,C,-28.4846060282936,-114.95067445383673,0
F,73,A,B,D,C,A,-20.618577454961766,C,-213.70732947141317,E,-11.33392175154025,58.16821772597008,B,A,A,E,87.60117067349353,-109.57789409663343,1
Non-binary,76,B,A,E,A,C,-62.92521675107267,A,-3.9103995429905862,E,129.1928450241549,31.108999152643875,C,D,B,A,177.99923160774568,6.603424650251571,1
Female,56,A,E,C,E,C,-134.30456430214898,D,-7.81576578514713,E,23.24474101731439,95.41597972121845,E,C,D,E,-192.49547894620525,-80.9890188705348,1
Other,60,B,B,E,E,E,17.663966674497857,B,78.11772328574789,D,18.795760105252775,56.15671875492927,A,E,E,A,-13.572164575788978,25.035945363621032,0
Female,77,D,D,E,B,A,120.25371508182836,E,-24.92251772365713,E,-30.459746167991486,43.362464970430516,A,B,A,A,117.34426963247824,118.39557810986715,1
F,37,B,A,D,A,B,83.33479741856118,A,-112.52120171502816,C,-219.0839226405778,-108.71610176290321,C,E,A,B,-51.02544987061734,-119.34585225789822,1
Non-binary,66,A,B,C,E,A,-24.202042237130215,B,174.32884709345794,E,-85.00595981396692,-169.15408874751506,B,B,B,B,-169.7546301231971,171.43731377680803,0
Other,53,D,D,E,A,C,119.50520863021816,D,-38.97041093571342,D,-7.69917707629585,29.453268414560753,C,D,B,C,121.48645617867508,17.275695256285744,1
Female,32,A,C,E,D,E,114.99769574767562,B,-14.645277618351757,D,52.17340538175905,155.4635709345527,C,A,C,D,147.90063500224954,-20.421743037184832,1
Non-binary,20,A,A,B,B,C,85.5040601772392,A,-55.77859765325665,C,-38.212652271705515,-146.71402479618664,E,A,C,E,-73.46799160518255,39.258159635820526,1
Non-binary,42,E,B,D,D,A,151.24996573755308,A,178.6135674349932,D,260.94870431969184,-70.31897848602794,D,E,C,A,23.851363929760446,-102.85158701101909,0
Male,58,B,E,B,A,D,-161.02417131900233,D,46.790590791671185,C,91.64628441200485,174.31907072867804,B,B,B,C,37.433975735756476,-33.55089751615521,1
F,77,D,C,A,D,C,-76.45372584889431,C,20.04751587436507,D,17.045431247949537,62.21453414420629,B,D,C,D,-91.09429825504311,132.13749612353035,1
Other,71,D,E,B,E,E,348.4769424435223,B,-51.71769999885283,C,-16.399680197031216,-35.67902021605233,E,A,E,B,-168.92467564443587,60.43943781499437,1
Male,25,C,D,B,B,C,-182.29176892739113,D,56.33524477708831,B,-43.47180606535426,20.58841335888951,A,A,E,B,14.512378112604265,-24.79572163133172,0
Female,39,C,E,D,D,A,17.66077623805656,C,47.90548173330421,E,255.5321144168931,-43.515759290837025,C,A,E,A,-18.67727838125021,-65.93714730692504,0
Male,27,A,C,B,A,D,-82.29991798355853,B,185.75166327928753,E,-64.73957592200907,-92.61848323054322,A,E,D,B,20.43974892485769,-106.37464961653613,0
Male,18,D,A,E,E,C,2.917677368000233,A,24.217796819185384,E,15.890842297884019,17.516457493135206,C,B,D,C,171.12865105823857,82.60212327976039,1
Non-binary,21,E,B,D,C,D,-105.13973202397204,A,-129.5722354476891,D,40.50530283914719,73.01663156072665,E,A,E,A,117.12673302347274,-117.5571074998771,0
F,52,C,E,D,D,D,15.393816901219118,C,128.60124903790862,D,21.63699984591519,100.6313145700806,A,D,B,D,29.986001928234433,-222.65019128701854,0
Female,63,C,D,D,B,A,186.9634040577972,B,124.54451852048469,E,200.5887221891354,21.073792001490858,D,B,B,B,-174.77385616889373,-98.83726380723644,0
Male,76,B,D,C,C,D,75.71260792052543,B,-210.4633284735716,D,-53.74272834114522,-58.750562278707896,D,D,E,A,23.760893162320976,30.4583841859529,1
M,60,E,A,B,E,C,82.74187361921142,A,19.850387020821923,A,-90.00004963198495,78.84203303682455,D,B,B,A,89.23783153603753,-31.467495183058467,0
Non-binary,28,C,C,E,E,C,22.754398979544842,C,-48.24192875540342,B,-80.07863838925616,-184.51811043670335,D,A,C,A,-16.372758886846018,78.7208119156865,1
F,33,A,D,B,B,A,12.069711110750639,D,69.74531068791275,A,131.63399839690194,76.13451363129413,D,A,D,B,105.73876683731214,-120.73051951351712,0
Non-binary,76,B,A,B,B,B,-10.702330362254429,E,-147.82451945144396,C,11.339969954128213,-25.08398204882541,B,B,C,A,157.71348358341953,-10.731080963031472,1
F,40,E,D,C,D,C,127.0142765244977,D,7.259942234501759,C,13.750353851261076,-9.489101601754626,D,E,E,E,126.7426941545931,-100.03546463605859,1
Female,74,E,A,B,A,A,46.53114388161729,D,-21.96586556129833,E,81.20462289934005,-45.50467833516586,D,D,E,D,26.354225620456184,-165.038404388153,0
Male,66,B,E,C,E,E,112.72148319266722,B,-81.15548515111605,A,77.63998267327617,124.87156049665357,D,D,E,E,-15.740484662342016,-22.44616212746726,1
M,59,D,D,D,E,A,143.17930648438403,A,-108.58977891287292,B,135.16127164475827,61.97541470669277,A,E,D,A,-175.64769737048428,21.02805241025982,1
Female,70,A,B,A,E,C,157.2464252515525,E,148.10897664413295,C,-11.876710392554132,-141.16272145050596,B,C,B,E,-3.5308369539570887,-17.61902640158042,1
Non-binary,65,B,D,D,C,E,132.33461436790105,C,48.92550002369401,D,-215.84129303853027,-86.4449972366743,C,B,C,C,29.885152812424998,29.515848740850338,0
F,53,B,D,E,B,D,145.92672943484038,E,38.28308898267564,B,108.14274591567641,-25.086484023141214,C,B,C,D,-1.9860237975430364,17.210360171875617,1
Other,48,B,B,E,E,A,-1.704810990339873,A,122.63921174074821,C,92.62635490634065,236.56570004714328,E,A,B,A,-1.177378921747212,108.2770289123369,1
Female,71,D,E,D,D,C,144.57178602738344,C,100.2609758606661,A,107.83954697196172,17.936243547035392,E,A,D,B,57.60233294017404,202.55257337527505,1
Male,55,D,E,D,E,A,51.03148780012554,B,0.2328320991443976,A,-47.436307931113134,86.0726717512425,A,C,E,D,-14.79704110005341,22.64636578717453,1
Other,52,C,D,E,B,D,37.786739499829594,A,-63.906284524744414,C,-7.806779032876826,-101.75809622946224,B,D,A,E,99.08365492348264,-87.33172321621326,1
Non-binary,24,E,C,A,B,C,7.4444634581022395,C,95.38769017814302,D,-220.2138886942561,-24.50356761539449,E,A,A,A,-33.21330430779057,-141.27843714051764,1
Male,77,C,A,C,D,D,45.719887208146694,D,-102.79038034605964,E,6.909883504509826,-6.453913580227284,C,E,B,C,-28.599294876641046,-185.37203193924913,0
Female,76,E,E,C,A,E,84.6960219865109,E,59.64027008585619,D,209.58607867307055,114.95111766150907,E,C,A,D,-153.61199152243975,-186.25326255924244,0
Male,23,C,C,E,E,D,-25.085431897815763,B,-95.84825337954186,A,-49.42346222224763,20.077480256694987,B,A,C,D,-6.548436219333924,46.42723518746687,1
