handicap,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
None,18-25,E,-2.4733497467837107,-51.21893645422798,22.998784385408168,C,A,54.92518528865998,E,0.373861301379285,C,1
Physical,36-50,B,90.15188346926638,-36.89543444486706,-106.47383945217832,A,C,8.312365150266643,A,-69.65819458165015,A,0
Both,26-35,E,99.59317833116994,31.58099739324146,58.820482515503556,B,D,74.93979461544502,D,-307.4591710993401,A,1
Mental,36-50,A,78.55573669579525,-1.2327531208419802,148.75020391651378,A,E,84.07650929019596,E,-49.84533853147806,D,0
None,65+,D,55.192285815730976,180.38786172817817,-38.43902612550404,D,C,-51.75110528174747,C,159.8847661997221,E,1
Yes,65+,C,13.952308318528608,-75.41597802840937,239.1309631643777,D,A,121.20018276024621,D,117.04164551345733,B,0
Mental,65+,D,-23.908971985407092,-44.46432917451112,140.6999128473056,C,C,8.346743310001193,D,134.53327467541664,E,0
Yes,26-35,D,-158.06160502864947,-79.4071954541859,243.2809850187335,B,B,-71.76227639654414,C,-18.231612090674517,E,0
Physical,36-50,D,0.04394281922084915,-110.6264413295473,56.94031210343997,B,B,82.31551141976223,E,52.4424043948015,D,1
Yes,26-35,E,-199.30943287104995,118.76076464203148,59.025189399102665,E,A,-97.6007142155044,C,-77.95435486752916,B,1
Mental,26-35,E,-103.43785697301638,-172.1903152323223,-7.005649314709742,A,C,60.10001555469289,C,122.05573622615236,B,1
None,51-65,A,45.29230630665099,31.506250077088517,-14.758401121229694,A,C,-28.981333219424222,C,-72.7511487981954,A,1
No,36-50,A,-101.34796211007186,-42.45028592558533,121.79252585341011,B,D,59.45330805222727,B,-201.4608977384957,B,0
None,65+,D,88.2692987024772,168.01272268429622,-15.51063102493708,D,E,-40.658538481943566,A,99.99525096804302,C,0
Both,65+,A,174.45733076533546,-68.79630052082707,-100.32651708248919,E,E,-86.42884040459165,B,-1.2325622695441822,E,0
Yes,18-25,B,0.08004372065707646,-96.77015181421224,-53.90372473350079,E,B,-3.289348470742158,D,-45.349990433653126,B,0
Physical,18-25,B,-9.610485922325854,-18.0881469244226,-177.96555103131365,E,B,-192.291794559071,E,112.77272163525369,B,1
Both,65+,D,-119.17041920302532,-152.35343696566318,-98.02031810758866,C,B,-180.11817275425906,E,112.83226815126768,D,1
None,51-65,A,-6.602210895482882,-101.3044838052936,-59.59200917266529,D,E,139.45263341876074,B,90.18549141566173,A,1
Physical,65+,B,-155.66153917486272,23.82231087991053,-28.28038773796874,A,D,101.62726074763064,E,239.75169914885913,D,0
Yes,65+,E,36.84741918914633,-41.392858449047544,6.684229141335455,E,A,-118.49144679197421,B,110.22088207092237,E,0
Mental,18-25,C,-109.51260482024713,-93.99739674754235,-44.891899549411825,C,A,-64.79383231631658,C,115.04030757882813,D,0
Both,26-35,A,-73.04619226055507,26.01465424713482,-136.60073029759837,B,A,-79.57528551397286,E,66.65432407031228,C,1
No,65+,C,116.00895204453923,-123.10614461731555,73.31484937735742,D,E,-65.31494988159024,A,-70.91631329162747,E,0
No,51-65,D,-71.86692122830777,-43.92689331675016,84.4474192375315,C,C,-34.732060444203974,C,-164.06688971850915,D,0
Physical,26-35,A,-39.44695354997026,90.19855382070114,241.51961170172865,A,C,-113.41924591742887,B,-47.54433819263113,E,0
Yes,65+,C,-62.26700528312489,-34.72560897596035,-51.52479596220609,A,D,-113.22187608349734,A,-51.58291827110436,D,1
Physical,51-65,B,17.974493046263397,152.2767778734511,-84.01380969429863,A,C,40.432583191054775,D,49.46308773872835,C,0
None,18-25,E,-87.57491142460219,-0.12100677762928305,-58.65569493352483,D,A,102.81073557445157,D,223.88815039814682,B,1
Yes,26-35,E,173.1825375293374,196.8409857795378,35.750062264223374,C,E,-36.20189829606229,A,-169.63702432681924,C,1
None,36-50,A,32.26464345904293,169.54266001344521,162.4654145835491,E,D,-27.595842795968995,C,96.18592253946798,B,0
Mental,26-35,E,-149.2694105159109,-42.14905879584478,-208.92560639514136,D,C,40.60793002284315,D,-31.725349803707935,C,0
Yes,36-50,C,-2.348610062019185,-202.6488152811198,-164.55260128411703,B,B,56.28411339827595,E,63.069630943232966,D,1
None,36-50,C,135.39878965342774,95.52692364758853,-44.64514131554472,E,B,-123.18271919605961,A,135.69201875673292,C,1
Both,51-65,E,-152.0169097891337,6.766872919984804,26.207792391948402,A,D,-48.09360310846348,D,41.923072093239234,B,0
No,36-50,C,-23.978002186110945,25.099361850381342,122.15468753154141,B,C,55.08710846392578,D,81.39857507264875,D,1
Both,51-65,C,-110.06331913148625,28.36780680449873,-84.61411704618793,D,B,-161.71931230062245,A,33.88117920585807,B,0
No,18-25,B,-92.48116783157644,93.5019357866587,-78.58605436714093,C,A,75.89391690215136,B,144.89805396730833,D,1
Mental,51-65,B,-200.17684281917406,-20.54928382723056,-24.587747534459776,B,D,-115.45069735892304,A,-7.286084005278217,D,1
Both,26-35,D,-74.43334904340246,-91.54536027043213,13.585510702200935,D,E,287.43438762049345,E,83.25500257277145,A,0
Physical,36-50,C,55.12703890631894,-114.3470843446963,49.16197835799371,C,E,-59.699301123488056,B,65.07095858383205,D,1
None,51-65,C,134.67578489625723,65.38067456692418,-76.23418581144259,C,C,-75.35723562969771,C,-144.8777882954267,E,1
Yes,51-65,A,76.75771916128224,-107.00475165850827,-207.73145338534968,E,C,105.23097273061967,B,8.194290060424324,A,1
Physical,36-50,B,190.70745849491033,97.71940744343586,172.57242473181373,E,E,125.69011606541068,B,-74.52036549626257,B,1
Mental,36-50,C,124.56907870204184,-76.50458987548267,115.65631275529293,C,B,30.16780590913039,E,-142.01219501052657,B,0
Yes,51-65,E,-151.7260745329555,66.12876624456845,32.211208272665715,C,D,-37.42552820061317,C,239.69224738695036,E,1
No,65+,A,-32.91991218873711,-99.15909259979173,-31.631976110704592,E,B,91.38285497871449,E,13.591243251550933,C,1
None,65+,D,-139.47226679088496,-77.77907708793519,42.566872732424464,B,E,-158.11129811673678,D,-218.90850288859372,C,1
Physical,18-25,E,-47.018570457524085,-62.084432252570956,29.201300049274064,B,A,64.30772447303409,D,48.6000522799397,A,0
Mental,51-65,C,104.2239473583124,-48.47421530901808,53.32740371005349,D,C,200.677995416986,B,57.8283362247568,A,0
None,51-65,E,-14.563700189940338,25.220299833446013,-42.38072508888062,A,C,-25.133194066993713,E,46.25199354874617,D,1
Physical,26-35,B,-45.08837584210537,-102.61970974891472,90.29191555076899,A,A,106.15818979512841,B,41.09197564777283,C,1
Mental,26-35,C,-188.4467704356876,-31.026114113660142,82.59664216310118,A,E,-101.90816146612747,E,54.85060596047886,C,0
Yes,51-65,B,91.58303045274214,-36.899335049407924,4.407633330947357,B,E,-20.502916510990573,E,-21.579027863462436,E,1
No,51-65,D,1.7526936652860152,126.7821152252587,9.198653995641068,E,A,-226.2938560811723,D,-62.68015939775533,B,1
Both,65+,E,75.78544747544711,-72.5728850867831,-179.33276272977832,D,A,-102.02640250848222,C,15.961845171363187,B,1
No,26-35,C,-98.5095407265754,-72.38141987043115,71.35566394206388,E,C,128.60942412684187,C,-163.75623640263058,E,1
Physical,65+,E,4.971415121914355,16.644385209727005,28.05919044390201,E,C,26.23000426843537,A,-178.51785246017738,A,0
Both,26-35,E,-14.837553723725652,112.94636406159992,15.998009903706162,E,D,-86.60087422139515,E,-39.083473542087695,B,1
Both,26-35,B,7.8427896232332195,39.89490622285357,145.4919483933781,E,D,58.86295879061558,E,-80.38413119653704,A,1
Mental,51-65,C,34.99889463556152,-80.57908699614023,43.292824036280855,E,A,-10.649966068908903,E,13.054927340140566,E,0
Mental,18-25,E,-9.081061604300709,9.907625717981812,-43.77345889596136,E,D,-43.52147985226302,C,23.68249367051394,B,1
Both,18-25,E,-34.04024473028968,112.84090443343364,-10.15982008168477,D,D,33.855117642325354,E,-57.635667713250726,B,1
Physical,26-35,C,168.85064981106262,-160.59106793358552,43.88527202009268,A,D,-77.766759049479,B,-133.1758919756875,B,1
None,26-35,B,18.641669349818734,0.4174520809467953,-50.13515499061789,C,D,109.82972102583328,D,12.08673550907153,C,1
None,65+,B,28.84488113034665,189.69059805763956,81.93036112491238,A,B,197.74544997460495,C,29.27133401065159,D,1
Physical,36-50,A,-63.72742025372803,-20.798664504750192,78.80378969764212,B,D,71.80064319228087,D,-265.64047394990104,B,0
Physical,18-25,E,-101.52505596160559,199.6117871403759,103.73584693996574,D,E,-282.74028131415554,C,25.86579086796051,C,1
Mental,26-35,D,-62.236664644620596,25.37822689764414,31.636794064315005,C,B,-47.57705560245248,E,46.94087746884219,C,0
Physical,51-65,E,22.602029629924374,17.536611651085707,68.62645714688091,B,C,-12.348195802769105,B,115.42095935566452,C,1
No,36-50,E,-64.37765916352176,-67.89041692734276,79.82097322819907,D,D,-59.0156349901432,D,88.31315919090974,D,0
No,51-65,A,193.15546229852433,-69.25271060701029,-110.48060001810376,C,A,-169.9107384729666,D,-29.11260585383118,B,0
Yes,36-50,C,55.56691225405102,-163.05335884773692,15.704325368531668,B,A,57.713610516713864,A,-140.00419021246552,A,1
Physical,65+,A,103.348880920089,87.56034476840412,73.01078815093936,A,E,-143.76478480106107,D,60.68335078832501,D,1
No,26-35,E,-125.00794947245603,56.81542524737285,-104.71279772376761,D,B,-195.3963407660684,E,52.8265645970174,D,1
Mental,18-25,C,14.247935112480958,68.8756060346352,-31.04548461480341,C,D,-20.884967481111232,B,-88.80730253956476,C,1
Yes,65+,C,-122.2872435915406,-136.48610559347995,134.48661152870602,B,A,66.41913467266892,D,39.48529244608283,B,0
No,51-65,E,91.17981141503904,61.85776746064088,-47.68120370386432,E,D,-184.7994757366049,A,397.50993232921934,C,1
Mental,36-50,C,269.3697230402877,-74.6779919967943,-100.04123384809593,D,B,-67.29138185860263,C,90.85713809841236,D,1
No,18-25,E,125.68820685117676,-5.1865028386647145,-231.54072936539828,B,E,-0.8782149144114543,C,-62.458816127964724,C,1
Physical,26-35,B,-82.60794633971942,-168.50311596661234,4.175718690671665,D,A,-25.31747713264642,A,-129.60687170031636,D,1
Yes,26-35,B,63.53641481698183,85.5290133679288,-50.0613291657123,E,E,-80.80715655429755,E,-0.28340373076447317,E,0
Physical,26-35,B,-93.90700919831393,23.57604038555053,-22.899424427748784,C,D,120.57106238972881,E,-66.72299248617117,B,0
Mental,51-65,C,-39.897452428823506,60.984517205036106,49.75755530079939,C,E,-61.20656836680607,C,-11.992194811559562,D,1
Physical,36-50,E,89.63538477448002,-37.989737237012356,-293.0343027939434,D,B,-193.00233144033052,A,-217.14489815783824,C,1
Mental,18-25,B,-135.75792697588994,-113.99360653442643,297.93181626695986,B,B,-1.0826512144903127,A,7.813786413530356,A,0
Physical,26-35,D,23.15758488451728,7.752698802383697,-115.33148441955188,B,D,-69.51040913776289,E,15.126550955980061,B,0
None,26-35,D,-3.820571263877971,-63.757663903133576,4.5258599575550456,D,A,-52.75659315087896,D,14.909427865153255,E,1
Mental,18-25,D,12.423144739782927,20.535359892172387,106.02966932804692,C,A,32.639757275721564,A,-204.8586275529344,C,1
None,65+,E,-117.33095863907633,-12.700733069970378,-11.939126681804366,D,A,31.639183847163178,D,24.616699601310064,D,1
No,51-65,C,27.99418055002719,-143.7612804841708,-203.51185400150538,B,B,36.73171420686692,E,-82.74966337813794,C,0
Mental,36-50,E,-70.43490740712858,186.06134010955802,-61.92712679438175,E,B,-97.96195818919567,B,-186.5822215524204,E,0
Both,36-50,B,-101.78495185794768,178.94412332094356,-158.91613552960487,B,C,36.80006316992751,C,107.35102501071776,C,0
None,65+,A,-85.37761303685375,-168.3545118989261,85.86477668899497,D,B,-189.95490621692625,E,176.35679380441235,E,1
None,26-35,B,-125.94258706662318,-42.50550895048548,-97.74893004377758,B,B,-95.76600336770613,D,25.084344790915157,E,0
Mental,26-35,E,115.58652611253034,-81.18205950756602,40.5365531038593,C,B,-62.27639184017154,E,77.22570779467122,C,0
No,26-35,D,52.315376165855,-77.62464753208194,-61.06119122977465,E,E,180.58256844442423,D,-36.83344968094755,E,1
Yes,26-35,B,-52.27695997205808,21.60797134913425,-25.322898401439602,E,E,-46.74095468792221,E,66.7474466514622,A,1
Mental,18-25,C,2.320988295206194,214.20777542022492,-14.070721861695448,B,E,21.210714705497406,E,0.4911110114822891,E,0
Both,36-50,B,-89.08766618444908,27.72658091199547,-118.11213910832194,A,C,167.81115304612385,A,-6.075936782675243,D,1
Physical,36-50,C,133.15455585302823,53.66808645623924,-34.35134585654538,B,D,105.91577953192642,D,79.16167506667387,C,1
Physical,65+,E,-169.88915955644575,120.24727337472018,76.89457321192774,D,C,-5.077755638100544,B,48.497395922913796,E,1
Mental,36-50,B,-291.5273440251701,-16.934091872429246,-52.811752572623135,A,C,91.30124800327005,D,127.31063629813184,C,0
Physical,18-25,C,136.0059784996795,197.07665506284732,-50.758096876314575,D,D,-39.35183602702105,C,131.70181874870005,B,1
No,65+,A,-15.753637155241568,-18.537306689065318,122.91160050284662,C,B,-137.1230904632834,C,18.818330518096023,D,0
Mental,36-50,C,33.14414764386168,21.418977915652697,64.98722876242252,A,B,9.55820307389119,B,-66.62088325172071,D,0
Yes,26-35,E,132.627319925369,88.34170761356351,-7.601939662724452,E,A,77.81901437807612,B,-135.02559391300625,D,0
No,26-35,B,2.99972773904803,-97.44672692622946,-67.82823508091593,A,A,24.244877473846195,C,159.5099756831305,D,0
Mental,18-25,C,-50.808187673264186,87.18411254485004,36.66077995940519,D,A,-95.46267346948156,C,32.06346530164342,C,0
No,65+,C,0.5833308633182708,175.72794848686615,5.914094451512166,B,D,-154.67001455218357,B,-181.43646565031744,A,1
Mental,51-65,B,27.223982777775053,-58.635995665771205,-45.924215897131084,E,E,-1.6011123713084023,A,81.95203155314869,A,0
No,65+,B,118.36218190044568,-99.26826992979629,-159.4560632583355,E,D,-66.07452398342215,E,-9.174817155662327,C,0
None,26-35,E,-181.43504050995395,4.4908990049530875,42.546355888558615,E,B,-8.335471372494203,C,147.49874487400646,B,1
Mental,18-25,D,5.389782503306361,44.29175366486655,-53.936931066020655,D,E,-187.47259099313973,E,302.88461752120907,D,0
Mental,26-35,A,-39.70179458018212,-15.051009784928155,69.0581227444432,A,B,62.04812894210326,D,159.23303611410375,E,0
Mental,26-35,A,-146.66679301651376,-51.37677228557853,-17.44542113021524,E,D,-0.8875207245346222,E,11.186267140478012,B,1
None,65+,B,93.04983141824194,21.143578831905803,-121.87200793766411,B,E,-166.84213678075145,C,38.514049354577665,C,1
Yes,51-65,C,-16.98917056724908,152.55222314692455,23.748752755524293,C,E,-0.5383340158100344,A,179.0969568018413,C,1
No,18-25,A,97.10543678278442,-62.952401442073004,-64.71423636798198,B,E,207.12973641983217,B,38.417646790140566,E,0
Physical,51-65,D,18.8595314220565,94.18063641353302,29.270933602702275,A,E,36.42578444265801,B,-86.96932867404905,B,0
Mental,65+,B,-86.86538609570012,47.081607162321504,-24.443059836158056,D,C,-131.32759567508364,E,-31.324259319648213,E,1
Both,18-25,E,-198.64406359482552,110.62115091055142,-39.926612756262095,B,E,-85.20577340947423,A,222.4438860951455,A,0
No,36-50,D,-79.14865967543462,-123.59135235083426,11.932663657978551,C,A,172.01459598412453,A,-79.79127819751875,D,0
No,65+,A,-124.62444238185857,127.49792917682059,59.26775599796561,B,A,-125.14398983945247,E,-168.34413307316078,E,1
Physical,26-35,D,161.94568997391605,171.65325123053407,99.79459399144635,A,C,60.18451873965979,E,-93.71769004360159,B,0
None,26-35,E,130.38021935727693,-158.03144753473887,-210.08902525213867,E,A,128.94347708619455,A,-17.42850066890412,B,1
Mental,26-35,E,101.22912800085867,-106.17529537987569,-47.68588625183499,C,B,2.40518272542476,E,94.05077709608001,C,0
No,65+,A,23.780689929348632,88.27072733059751,70.81902957284058,A,E,9.588679680353582,E,-66.92902446540894,B,0
No,65+,C,10.858391512398875,73.0135020026238,-63.62386670535134,C,B,-142.62790075164293,E,-176.04128269505935,D,0
Physical,36-50,D,-148.0497245051141,-88.4212533113654,-26.884762261323353,C,C,128.66343652900758,B,110.81906209756627,C,1
No,36-50,D,-127.09785177034381,-36.896301411778914,56.50491049481508,D,C,-95.03302296663666,E,-36.40225330275778,C,0
No,65+,B,-92.50110501237106,-71.0007082392169,78.1848585981188,E,D,127.56744878994543,D,-90.86805175469344,C,0
Yes,65+,D,45.44337878292911,13.752652412565796,-26.75072386981966,D,D,118.3641152742521,D,48.36423377686137,E,0
Physical,51-65,A,31.20618096650432,141.1865800160552,-6.236073015672544,C,B,140.1731744235283,C,-5.775966433295959,D,1
No,18-25,E,-81.47498268224683,109.27367385318112,-22.11790397509982,C,A,-80.1126635613016,D,-91.85601633192606,B,0
Physical,51-65,C,-15.378458530729159,163.3557338441218,-110.49622755527612,D,D,43.50718173431824,B,59.01130666409846,C,0
None,18-25,B,148.62504619100068,40.84364065818038,51.66401198273625,C,E,-15.376123184035006,C,29.703172517228975,E,0
Physical,26-35,C,64.57459392868591,153.57363273636744,158.67780000970544,C,E,95.73688637337618,E,359.2169009122469,E,1
None,18-25,C,110.28411042543149,-58.80835674902644,-19.733043388057638,E,B,46.76003781994819,E,19.610988846896984,B,1
None,26-35,D,-52.57263859745929,41.085353877370586,26.115910619899342,D,C,-157.05171862129848,E,-34.8251994229579,E,0
Yes,65+,B,22.63883018091147,152.57804992297713,71.09927830238044,C,D,77.085199881347,E,-44.416753078300324,E,0
None,36-50,C,44.73105476248851,19.99915619561442,-34.667325680226696,B,E,119.45225459356783,B,-152.76294619069714,E,1
Yes,36-50,A,93.53201413115801,18.550270131995273,2.996156024310236,E,D,-55.19898496625635,E,-62.91435258590479,D,1
Yes,36-50,C,-32.871161909307176,-84.39476436277047,54.71101221638796,D,D,-13.383000883227753,E,11.057852960995982,E,0
Mental,36-50,B,24.076046268227675,69.85602188438699,-45.25208376157073,B,D,69.64672374161765,B,11.74761960892871,C,1
None,65+,A,105.55412666163815,-27.949910186371813,67.44401278491524,D,D,11.321413965083334,E,42.82262230536428,B,0
Yes,51-65,D,-3.9687071469566475,54.578763743325396,-153.45287286283283,B,A,-117.86652376343089,D,70.70980608681438,E,1
Both,65+,A,-109.33188917458739,80.02473282550669,-6.2516681362719515,D,B,3.090956690953088,B,-39.82073500000124,B,0
No,36-50,A,88.07180153097231,-74.92775982560583,-21.236822546479576,C,D,-0.0601142193894594,A,-192.97482291025096,E,1
None,26-35,B,162.20126990622282,-33.41220361216892,-154.60512034851536,C,B,-9.066009247846807,E,13.809382380614348,D,0
No,36-50,E,66.4887948932894,227.78381617709164,55.69407830190506,B,E,13.417645005030861,D,-122.4769859256296,E,1
None,65+,C,-116.35967966946355,-97.01268378104577,-13.770684106866419,B,A,81.45164626183534,C,49.54834606314683,D,1
Both,26-35,B,-37.26656834234382,-30.585352965400777,169.19298900555634,E,B,-76.35371112788178,B,-114.5938538984127,E,0
None,65+,B,97.29515446186734,149.72357443270204,202.6817704660489,A,B,-100.14885677079708,A,-89.10520326674461,E,0
Mental,26-35,D,-158.701622801197,158.78592789795425,-18.356682956189175,B,A,-76.19221291501883,C,38.70911087360503,A,0
Yes,36-50,B,68.29974898466133,9.684554607661717,39.1173752954412,A,A,-95.18814604144299,B,-212.61593207889072,E,1
Mental,51-65,B,65.82040729541488,-60.431653086285884,-111.548551152158,E,B,43.221502206903224,A,1.0422526111001804,A,1
No,36-50,B,84.6144945606854,87.7877874253654,71.65320606781329,A,B,25.647025792559063,A,157.71491438076174,C,0
