Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Yes,B,B,-20.42730591727159,C,A,A,D,-91.70849581706713,1
Mental,C,A,-139.23461371060282,D,A,A,D,12.225228828693789,1
No,A,A,-13.15543553430003,B,B,E,B,-160.99170198336316,1
None,C,D,-70.94639901494715,E,E,B,B,-129.04282570800575,0
Both,D,C,-6.631271179404175,E,C,B,C,29.270565731279003,1
No,C,A,-74.35206923714561,A,B,B,A,96.47781459932895,1
No,A,C,-43.51520233392498,A,C,A,D,172.818014264946,1
No,E,A,178.64580392085534,A,A,B,E,87.25996176343283,0
Physical,A,B,-98.72607047327588,A,D,B,D,-61.66512919994527,0
None,B,C,22.13894895130576,E,D,E,A,68.1064008769766,0
No,B,B,-113.85381177752858,D,C,B,C,75.27538495249361,1
Physical,A,C,54.534169769451665,A,A,D,C,15.726998523273414,1
Both,D,D,17.80503827008036,A,D,C,B,131.57612073942326,0
Physical,B,E,-169.08840030705002,E,C,D,E,-18.166824650583095,1
Mental,A,E,45.86919221135833,E,B,B,A,74.25715458582887,0
Both,E,A,50.606566122508525,E,E,D,D,-173.7035287294874,1
Yes,C,D,232.18437946436134,A,E,E,B,27.757368453468246,1
No,B,B,78.90456160761283,D,B,D,D,119.60779837150292,0
None,C,D,29.964096680883085,B,B,A,E,-83.85508840210456,1
None,D,B,286.293642714514,C,D,D,E,57.40592860408594,0
Physical,B,B,-94.14147001886121,C,A,A,D,-71.36551536491038,1
None,C,C,-69.5754365012924,A,D,E,B,34.406074314064654,0
None,B,D,-136.48117763875806,C,A,B,B,-62.728544259210665,1
Physical,C,D,-97.64151904331253,A,A,E,D,32.07248278846026,1
No,E,D,-6.692498383385247,B,C,A,A,140.01203357229733,0
No,D,A,-86.3632085027142,C,E,C,E,11.5789410163828,0
Yes,D,D,-16.87460393712426,C,E,C,B,-50.14884966113733,0
Both,E,C,-11.22109871037676,A,B,B,B,43.05982892110583,1
Yes,B,D,130.6112087889436,D,A,B,B,50.03141057626523,1
No,B,B,-91.04468030071834,D,E,E,B,-120.75365125335675,0
Physical,B,D,11.008240932885387,A,B,D,C,88.39849604045533,1
Physical,D,C,-75.91517597492864,A,D,E,C,-290.5802505038548,1
None,B,B,-87.3863486275077,C,D,B,C,48.30347613735355,1
Both,A,D,87.91571703058875,A,B,A,A,57.59925451521526,0
Both,D,A,31.492082553350727,A,B,B,B,-84.84876826553102,0
Both,D,D,-64.25052274162984,A,A,A,D,-17.899449916799657,1
No,C,C,-173.09864815908185,C,A,E,A,-128.11226243137372,0
Mental,A,D,74.11725439868792,E,C,A,C,-179.357154773837,0
Yes,E,A,18.207780558333724,E,D,D,B,219.74841210379304,0
Yes,B,D,65.65498674546912,C,A,C,D,51.27372411316975,1
Yes,A,B,-12.864260906704041,C,E,B,C,47.294958395679714,1
None,B,C,-25.06109300963555,A,A,A,E,-150.43891116868076,0
Physical,E,E,-2.9341247549949028,A,D,E,C,-2.060774824064804,1
None,A,D,6.288471190073381,D,B,B,D,-36.41735051718805,1
Yes,B,E,-2.4428462836286386,D,D,B,A,3.0232070963357813,0
None,C,E,157.75912519237033,B,B,E,C,-53.35574103570565,1
Mental,A,B,-31.777093023010117,A,C,C,C,80.6862106251805,1
Physical,C,A,121.74589597497439,C,B,E,D,100.2256758157988,0
Mental,A,A,-88.70218745504326,A,E,A,A,88.39110032089552,1
No,D,B,-145.7855259493136,B,C,B,E,61.30257486421631,0
Yes,A,E,24.234596732644434,E,C,E,E,9.852043502201347,0
None,B,E,192.56275131767438,E,D,D,B,-18.757031878104616,0
Yes,A,D,-8.880236473123533,A,E,E,E,-33.76511750638616,1
None,B,E,86.69890322931532,D,E,C,B,-109.72888264865335,0
Yes,E,D,-181.3709371200839,C,D,C,C,-156.73979870141602,1
No,E,B,184.53492183425826,C,B,A,B,-149.90044876829992,0
Both,E,C,-2.5463841900832738,B,B,B,A,74.97460576064753,0
Physical,A,B,90.68831299518195,C,C,E,B,125.64463731654828,0
Yes,B,D,-13.43511010045546,D,E,C,C,-67.47089865538398,0
Both,C,C,49.842770119445575,D,D,E,E,-190.43792484724543,1
No,A,E,-32.289954000497275,A,B,E,D,-53.00986864551655,0
None,D,D,-39.56618849404778,A,B,A,E,-204.52634963990116,1
Mental,C,A,-64.76907595347635,B,A,D,D,-37.16595919228139,1
No,A,D,22.386089108875872,E,C,B,A,133.53631393044583,1
No,A,C,94.19146075891022,E,C,A,C,-48.705539031304376,1
None,C,E,49.73245009096228,C,D,D,B,72.94275210811097,0
None,D,A,11.770130477740508,C,C,B,C,212.149100805944,1
No,E,A,-60.964023104942875,A,D,B,C,81.1805492973262,1
Physical,A,E,30.941727306026362,C,E,E,E,-149.34773576696514,0
None,A,D,45.297341328854934,A,E,D,C,-65.11058810173972,0
None,A,C,30.36554044427846,A,C,C,C,-288.4426442129636,0
Physical,B,A,140.398802709668,E,B,B,E,-89.61235110667286,0
No,E,B,-58.40121113753982,C,C,A,D,-135.42514520120028,1
Both,A,D,36.720546454578205,E,C,C,A,-36.080600718046824,1
Physical,D,E,-41.999095063204734,C,E,E,D,-8.704115975077144,1
Mental,C,E,-87.12904600255419,D,E,B,D,106.55428223763008,0
No,D,D,-125.49628352565875,A,B,C,B,-126.54296947020995,1
Physical,D,B,-80.6386363700033,D,A,D,B,-95.27324281631925,0
No,B,E,-59.27449112467745,C,B,A,E,-108.10352840418098,1
Mental,D,A,-83.9657808407826,C,E,B,C,-152.16751800890677,1
Mental,B,A,-69.75580622947413,B,C,E,E,42.13864394449981,0
Physical,A,B,-92.82007392584894,A,C,D,B,87.28050463317356,0
Both,C,C,149.7458424791589,E,C,D,C,-113.15916426357995,1
Yes,E,E,88.17004953656391,A,C,E,A,-1.4060216602340387,1
Physical,B,C,-27.95594234659291,A,E,B,A,122.94311193845637,1
Yes,D,A,-65.48020449545986,A,A,A,D,-69.15556089566725,0
Mental,C,C,-119.66184286995107,C,C,A,A,14.006804588264727,0
No,A,D,-38.6454288958283,C,B,E,B,50.74479100326786,1
No,B,E,-0.197634569286678,D,D,E,D,-231.50694897543534,1
Both,D,A,-190.65092570022279,E,D,A,C,72.62535857889128,1
Both,C,D,-94.39667145869225,A,E,B,A,-36.04593878994182,0
None,A,A,-61.75415600553422,D,C,D,C,-163.96492540601614,1
Both,A,C,-36.713329276925776,A,C,D,A,-109.13856973949234,0
Yes,C,E,-99.52473872379174,D,A,C,C,-29.60606425593204,0
None,E,B,94.47093755831486,A,D,C,D,-97.808244868734,0
No,A,C,132.16747313710195,E,C,A,A,-167.47195996355433,0
Physical,C,D,76.98798836627005,B,B,D,C,47.69589445772684,1
Yes,B,B,-4.661501742247877,B,B,C,A,87.52936128803283,0
Physical,E,D,178.40764033213563,A,C,A,E,82.80030756087878,1
Both,A,B,36.62334485056778,B,A,B,B,178.66257481185224,1
Yes,D,C,40.47561876583846,E,A,A,A,-88.49737297510767,1
Mental,E,B,-161.87946272456668,E,E,D,D,27.559120091821327,1
Mental,E,D,-105.33308257113336,C,B,D,D,-62.414060601007634,1
None,B,C,-60.62646899229453,C,A,B,C,-89.40928297269622,0
Mental,C,A,-154.91819898048752,D,D,E,D,79.7376943752554,0
Both,B,D,24.36847127660512,D,E,E,A,69.20031875045464,1
Physical,C,C,-106.98636750312693,C,D,E,B,-142.3790116219185,0
Physical,B,B,74.4821624628104,B,B,B,A,50.745422589683045,1
Both,E,A,147.3196360927413,B,D,E,A,193.15344846956413,0
Both,B,E,-74.21266211115577,B,D,C,E,-77.84550296055204,1
Mental,E,A,-84.94095472873683,A,D,A,C,-39.04508117369525,0
Yes,B,C,18.571219790422784,C,C,E,C,-20.15482983792214,0
None,B,B,25.95395907449001,D,C,B,D,-121.46895555608432,0
None,A,D,133.30943487295895,E,A,C,B,60.34004980240797,0
None,B,B,-75.38287251591159,D,E,B,B,22.695005990379787,0
Both,C,D,76.97210300614542,A,B,E,A,73.98076896277833,0
Both,B,D,124.92725321889446,E,E,E,B,-120.23669594775983,1
None,D,A,115.85940043836764,D,E,C,D,180.06105187702886,0
Both,D,B,92.92854146955996,E,E,B,A,163.52901239920206,1
Physical,C,D,-48.489215668600075,E,C,E,E,-40.490290911533826,1
Mental,A,A,161.45911064253784,B,B,E,D,145.01105893098517,1
Both,C,B,-83.45388365407767,E,E,D,A,32.576246433492635,1
No,E,A,65.63871318945445,C,E,C,E,-68.53615524342624,1
None,A,C,63.498039791586855,B,A,E,D,-165.1122211713745,0
Yes,A,A,172.89803372773414,B,B,B,B,85.81215055382116,1
Yes,C,E,111.7307190069715,E,C,B,D,8.07362471485381,1
Both,D,E,106.67816833977591,A,C,A,A,-111.33637317679583,0
Mental,D,C,-15.997009571895301,D,D,C,C,6.326630183499144,1
Physical,B,A,43.97365545048834,D,E,D,D,-107.24065023282475,1
No,A,D,-51.11090485664093,B,B,A,E,20.376324525675944,1
Physical,D,D,4.917234753837018,E,B,E,C,-111.1980547925282,0
Yes,D,B,-49.43438324477729,E,A,B,A,-0.8051898174567385,1
Both,A,A,294.6085570054556,E,A,D,E,-148.34174022460212,0
Yes,D,C,-46.210803811766574,B,D,B,D,-171.63663628414648,0
Mental,B,E,-65.8974477749077,E,E,A,E,70.2758591688338,0
Both,A,A,-61.32128138534403,D,A,D,C,60.8125605954153,0
Yes,A,C,-27.345407090370287,D,C,B,C,-32.99007814861133,1
None,A,E,121.18638693945711,C,A,E,C,24.965864997481617,0
None,D,E,-70.4558632071577,E,B,C,A,28.189731532216644,1
Mental,B,B,67.1669574524283,E,E,A,D,-24.801616168508232,0
Physical,A,C,96.52412097155957,B,A,E,C,-261.9788238034316,0
Physical,A,A,-175.924453455715,C,D,D,C,-82.4352843990074,0
Physical,E,B,131.29263601177863,E,B,D,D,-54.54322279415194,1
None,A,A,41.68262798059728,E,B,E,E,152.7492812597741,1
Physical,D,B,172.38212388474906,A,B,B,A,-151.13321977665518,1
Mental,D,E,-91.707402952396,E,C,C,C,-78.89464287883868,1
Mental,D,C,10.350333686661472,B,E,E,B,-28.020065939260924,1
Both,E,E,74.81174085333694,E,D,B,B,74.74942008757355,1
Both,A,B,46.1446335230418,D,D,D,E,-30.911562280477895,0
Yes,D,C,-114.06729982958691,A,C,C,D,-221.72931939198938,1
Both,E,B,47.436597686780225,A,A,D,D,-40.33485550939066,1
No,C,A,174.2523890675743,E,B,C,E,-72.55126723294372,0
Both,C,A,-12.463841369254128,D,A,A,B,186.19022383370614,0
Yes,A,D,-27.34685406918175,B,B,C,E,-76.82376500537967,0
Physical,E,D,88.94010483109017,B,E,D,C,-75.31032209890661,0
Mental,D,E,99.27011081805792,A,E,D,C,-44.10200149600569,1
None,A,E,-72.83189646216456,D,A,E,C,-16.697282268416185,0
None,C,B,-130.73700368246568,E,E,A,E,-60.85865987299067,1
Both,C,E,168.49597204210215,E,A,C,C,37.986032001786235,0
Yes,E,A,72.03316238717669,D,C,E,B,144.06109874163946,0
Yes,A,B,45.34520906206803,B,C,A,C,204.5967907712678,1
None,B,D,30.673033309943477,D,C,C,B,-34.00208463725046,1
Physical,C,D,-8.979380936959503,D,C,D,E,30.040210741216413,0
None,C,B,80.56657146914503,A,A,C,D,-53.179004596680215,1
Mental,C,A,153.10477315027788,C,E,E,C,-6.883659853333232,0
No,B,A,-43.74348914055733,E,D,D,B,111.2928174430763,0
None,B,B,-26.70571130533767,B,E,E,C,76.14305496499189,0
Both,B,C,26.741082912618786,B,C,D,A,-226.72297002876553,0
Yes,B,D,-131.3788555688032,D,B,D,A,21.331092258446237,0
Yes,B,D,222.78119603045695,B,E,B,C,116.18592422494267,0
Both,C,E,-87.95458128254405,A,C,C,E,45.084810603179534,1
None,C,B,64.07612531258803,C,C,A,E,-146.12508209932068,0
None,A,B,-10.603129654338234,C,A,B,B,93.92619082996448,1
No,B,D,-21.108634939379954,A,D,B,D,105.86849110183122,1
No,D,E,-141.34704723304608,E,B,D,D,102.15761815476219,0
Both,C,B,-85.62789888318702,D,B,D,D,-33.58456999176699,1
Mental,A,E,-116.29882493409569,A,B,C,B,-127.63466635046099,0
Mental,A,C,25.580185425178335,B,C,A,A,-95.73231761081938,1
Physical,B,E,5.1134529112668785,B,E,A,E,-90.73202622679486,0
None,A,B,28.059811228207742,A,A,B,A,-41.687413887879735,0
Both,A,C,297.9649999281378,A,C,A,C,95.28516586045039,0
No,E,E,160.74063310493386,E,A,B,D,-24.339393623147025,1
None,D,B,61.00715799685155,A,E,A,D,-6.569560126404922,0
None,C,E,-47.53836940248923,C,B,B,E,111.03352263106355,1
No,A,D,89.3795019611521,E,E,A,D,51.70063250319829,1
None,C,A,-105.9735613891451,E,A,C,A,84.20809520470381,0
No,E,A,37.80420836456255,E,E,E,D,-22.286002877804684,1
Mental,D,C,67.13419077376325,E,A,B,A,102.7291032505363,0
None,C,A,-14.52880841881986,A,C,A,E,107.2984040645111,1
Mental,E,E,-62.327632748534526,D,A,E,A,-94.81423786818308,1
None,B,B,-51.223044409674564,A,E,B,D,9.089464744491048,0
Mental,B,A,9.175552930302954,E,E,E,D,57.2969413149385,0
No,C,D,33.43471438597031,A,D,A,D,-33.18934509992809,0
Physical,D,B,-230.81370075886224,E,A,A,C,28.284832780652646,1
Yes,E,E,23.676902149157574,E,E,E,E,-144.8571955341374,1
Mental,B,D,-119.02098939203871,C,B,B,E,117.02571783212663,1
Both,D,D,153.11136779217514,E,D,B,D,125.4041942197631,0
Both,A,B,-89.62957377294813,C,E,A,E,-80.32912174724635,1
None,B,D,177.83209603281654,D,D,E,C,60.22760197981049,1
Both,B,A,-114.646457201352,B,E,D,E,-87.21561452324787,1
Yes,A,E,51.499878223805,B,C,C,B,-185.03653633625294,0
Mental,D,B,-94.7657576239136,C,A,B,E,18.041237105396213,1
Physical,D,C,-130.64685706809232,A,B,A,A,-124.2125200868825,0
Yes,B,B,-102.09301153208877,A,C,D,A,-30.93464179388969,1
None,D,B,43.78241586503609,C,C,C,B,22.123959384440344,1
Physical,A,E,-99.1832246478499,D,A,A,B,69.43402548511702,1
Yes,E,B,-43.564344233556426,D,D,B,C,175.6188720141337,0
Mental,A,D,-96.05395935361884,C,A,C,E,-37.90645321451706,1
No,C,D,-122.01189881867987,B,D,B,B,-157.04684973401214,0
Yes,E,C,185.3512223327441,B,C,D,E,-54.0001885403355,0
Both,E,B,32.00104287406054,B,B,A,C,222.9150081445443,0
None,B,A,36.67424383542671,D,C,A,B,-131.49858721543825,1
Physical,E,B,-105.81979999253102,B,B,A,E,203.0025609313237,0
None,D,A,8.23479087473713,D,D,D,D,11.938102094591823,0
Both,A,A,71.88207550257306,B,E,A,D,-56.936994578145416,1
Yes,D,B,-34.552866159536,B,E,C,C,250.25454303796977,1
None,D,B,-268.13385781997124,D,A,B,C,-132.91370768469307,1
Mental,B,B,75.87975649666203,A,D,D,C,25.25014705661134,0
None,B,A,-135.50909073842342,A,D,E,A,-222.84249242572488,1
Both,B,E,-4.4507354849835385,D,C,E,B,173.44166027597043,1
Physical,B,B,-244.12501215875847,B,C,A,A,-88.24307766681481,1
None,B,A,-140.50472483338265,A,A,D,A,119.97289345022023,1
None,D,A,178.50396019669776,B,C,C,A,-94.2312216444924,0
None,C,D,-73.73584434486105,D,A,D,B,114.52816242447179,0
Yes,E,A,-73.90132538661557,C,B,C,A,2.807771479523969,0
Both,B,B,-181.5152644804103,D,A,D,B,-42.107942871006514,1
Both,D,C,228.12650916325907,C,B,E,C,-60.023568678452754,1
Yes,D,A,-106.90611104707686,A,E,E,A,126.34016556900511,1
No,B,D,29.967966503630063,D,A,D,D,-64.62837324472142,1
Mental,C,C,143.87716130730803,B,B,E,E,146.97349768866738,0
Both,E,B,54.07949789627323,E,E,D,B,-127.59799914954732,0
None,C,D,-61.91083466124665,C,A,C,A,9.948364195131186,0
No,E,C,-147.66096836436392,C,A,D,B,67.93939243123481,0
None,D,A,147.37747339333447,E,E,C,A,162.0228147484734,1
None,E,B,-61.29064230279647,A,B,C,B,-30.75499250220109,1
Yes,C,B,34.973231161386785,C,E,C,E,-18.634478501247305,0
None,A,C,233.60732184018667,D,E,C,C,-92.62546226303803,0
Mental,A,D,40.74389069721442,D,E,C,E,41.91875499866004,1
None,D,E,54.22073385954569,B,A,D,E,-42.424731630409056,1
None,D,D,14.440923576204609,A,E,A,E,147.58260436904277,1
None,E,C,-100.091734323903,C,A,E,B,195.0100907311929,1
Mental,E,B,152.21180133328997,A,D,B,D,-62.179913076586836,0
None,C,A,229.76629100698145,B,D,E,C,-152.17810859943685,0
No,D,A,-17.315484955966884,B,B,C,D,11.892570772955022,1
Physical,B,E,-17.841168160379006,E,B,B,A,128.1335576954875,0
Both,A,E,-8.246228274440028,B,C,B,B,-170.1293979562735,0
None,B,D,19.670038232873917,C,B,E,E,-13.824128991602027,1
No,B,C,-121.13741888026004,E,B,C,E,86.59689749522848,1
Both,E,A,-50.81009189049699,D,D,D,E,-161.60026036826585,1
Mental,E,B,-55.63299224592979,C,E,A,C,37.17240390098339,0
Both,E,B,118.03923644423915,D,C,D,D,56.769966368876624,0
Both,A,E,-112.09800151156738,A,D,E,E,-65.53128363488648,0
Mental,A,C,134.1672703866234,A,B,D,B,-106.92251481926478,0
No,B,B,132.50251077992158,A,E,E,D,-72.3536298636352,0
Physical,B,E,-89.25580315839127,A,C,B,D,137.35562815775612,0
Yes,B,E,121.610401529256,A,E,E,E,84.83186459376019,1
Mental,C,D,153.75020010720246,A,C,D,B,57.915639201781644,0
No,C,C,-20.77707335172906,E,A,D,D,21.26431061154373,1
No,A,D,-99.498836071675,A,A,C,B,13.503166996623078,0
Physical,D,D,-43.320117751602375,C,C,A,A,-70.79641731061194,0
No,D,B,110.35634239498225,B,E,D,B,-88.01494237730327,0
None,D,C,-141.85793009372313,E,C,C,E,91.55835520878685,0
None,C,B,-97.45133479824419,D,C,D,D,136.29280907147364,1
None,A,D,-166.4438802372577,B,C,D,D,-233.767518521939,1
Physical,D,E,130.0708543223557,C,E,A,A,11.58164095913477,1
Physical,A,D,-167.34740006194426,C,D,A,B,104.90741808071573,1
Physical,C,C,41.51144706206569,E,A,D,C,61.492229824435526,0
Both,A,A,-107.56379153037703,C,C,C,A,-31.138715089697573,1
No,D,B,82.87348009502607,E,C,E,C,-90.50387199391609,0
Physical,D,C,61.567539364219485,B,A,A,D,38.36594239318305,0
Physical,D,E,-17.996252499417366,D,E,C,B,130.8821475837419,0
No,E,C,-45.261848783011885,C,C,E,C,45.73825946852572,0
Yes,C,E,-44.261547729839826,D,E,E,E,206.17998043792562,0
Yes,C,A,111.6119369926668,C,E,E,B,-39.55417235566417,1
Mental,D,B,-23.40188900029528,A,D,A,B,80.18189438000026,0
Both,D,E,13.318758188684262,A,E,E,B,-95.79258793740392,1
Both,C,E,189.90095631883804,D,C,B,D,-145.25721987636823,1
Mental,A,B,75.67241185294145,B,E,E,A,-33.57795561825077,1
No,D,B,8.134810442313066,A,B,A,C,164.08795158220306,1
Yes,E,B,7.671137995011515,E,A,D,B,173.50930201841965,1
Yes,B,D,-7.176712148977457,A,A,C,B,1.7908187240577387,1
None,B,D,-220.9415994809774,B,E,C,A,218.89715934225634,1
Mental,E,D,31.43231209788709,E,B,D,C,107.11156310906604,1
Yes,A,E,65.07134383946051,D,C,C,A,-80.34234559084396,1
No,D,D,76.69549802276518,D,B,D,B,-109.36501686116564,1
None,D,C,35.0734115692034,D,E,C,E,-88.21536576408721,1
Physical,A,B,-105.18412990300656,C,D,A,C,-4.6735396244610765,1
None,C,E,67.84916021651584,C,C,C,D,90.90553281652703,1
Mental,E,E,-50.73402887712067,C,E,E,D,-180.2719071953123,1
No,A,C,83.10174878496456,E,D,B,A,58.21957992716451,0
Both,D,A,20.95812475310201,B,D,B,C,42.10455588574949,1
No,D,A,-155.087063803945,D,C,B,A,175.2231689743804,0
Yes,A,E,57.17917827141642,E,A,D,B,-93.79723428674937,1
Both,C,C,-143.43973620723463,C,C,D,A,302.98526274002074,0
Mental,E,C,40.7154486405518,C,D,D,E,77.68038977869568,1
Physical,A,E,90.52165481503862,A,C,C,C,22.796745012452483,1
Both,A,C,-76.48047269708688,B,E,D,B,128.70423347333423,1
Yes,C,B,-61.12795396155949,B,E,E,A,-188.6516297180307,0
Physical,A,B,75.92426379434467,D,C,A,E,-53.97019624523624,0
Yes,B,C,-65.25177561742606,C,A,D,C,57.61319280190328,1
No,A,A,-116.80201331808837,E,D,B,C,-61.406087382146666,0
Physical,E,B,-60.13180136263618,D,D,B,A,28.463315980099956,0
Both,D,C,-77.5281118238544,D,A,A,D,-282.7937931464234,0
Both,E,E,82.64665861649098,B,D,C,C,1.2010618985431978,1
No,B,A,30.19740213228868,E,B,B,D,57.58187320511817,0
Mental,C,A,-72.64045652276542,C,C,C,E,118.50249084110918,1
Physical,A,D,51.52960139542036,E,A,C,E,34.150685474787444,1
Mental,D,D,-16.08063822217965,C,D,B,D,-13.412922271858738,0
No,B,C,127.89195104738043,E,D,A,B,-4.383121866626855,0
Yes,E,D,-4.435889147354071,A,E,E,A,134.3691290296039,0
None,D,A,175.5048406602875,B,D,B,E,-0.015020528088885498,1
None,E,A,-14.211578648188821,A,D,B,E,-24.595894277743273,1
None,E,B,217.6816436638652,B,B,E,A,-59.54138752557271,1
Mental,D,A,-105.08858804008305,A,B,E,B,56.53650008110057,1
Both,D,D,-100.17237792771019,C,D,D,B,-31.857678976233583,0
No,C,A,-146.57042232961282,B,E,C,A,127.24847334125195,0
Physical,E,A,11.768896753337712,B,A,A,E,56.5929070378167,1
Yes,D,D,30.843536705873852,E,A,C,B,78.68791223424422,0
None,D,C,-38.49407553227207,D,B,B,B,80.35467128093312,0
Physical,D,B,-23.14699853240407,D,D,A,D,-26.80694385354654,1
Physical,C,B,134.87083298000428,E,A,D,B,-3.72115836300556,0
Mental,E,A,-101.14318359690371,A,E,D,E,63.56101970407477,1
No,A,C,-171.09783984652108,A,A,E,C,102.11508706065591,0
None,C,E,27.014918130302707,A,A,E,C,-62.86176304003093,0
Mental,C,D,-184.34798199912822,B,A,A,A,-15.387664318501546,0
No,D,D,-92.91506632267765,E,A,B,E,-51.81067209024709,1
Mental,D,D,-72.99354850934292,D,A,C,E,3.619291573403994,1
Mental,C,C,94.5684387308002,E,B,A,A,210.288114264578,1
None,A,E,84.03399784181201,E,A,E,D,74.4811594433344,0
None,C,A,28.918859949384572,D,B,A,D,-39.12399706812811,1
No,C,B,23.742437979744164,C,E,D,C,-104.42767024753181,1
Yes,E,D,113.78057333550744,A,B,C,D,30.128812217461714,1
None,E,B,-11.969656085816753,E,A,B,E,21.724459377669124,0
Yes,E,A,82.356202814041,B,C,B,E,142.76121527177585,0
Mental,A,B,203.75489342833987,B,B,B,D,-153.64948808504616,0
Both,E,D,-83.64096833157086,D,D,A,E,-145.09582045611964,0
Mental,C,A,-56.66134150035332,D,B,C,C,-50.208634158177524,0
Both,A,A,99.48101382244997,E,D,B,A,214.06159879349534,0
Both,D,B,62.75173370066065,A,D,D,C,84.89094566159949,1
Physical,A,E,76.84834818480668,D,C,D,D,-35.95487641076963,0
No,A,B,-92.13264001914925,B,D,C,E,32.56756627653438,0
Mental,E,C,-109.9488659116179,E,A,C,A,-26.883396928916838,0
Physical,E,A,154.49987835184646,E,E,B,D,-214.69935389988254,0
Both,D,B,-124.1945846434158,B,A,D,A,89.69746925626222,0
Both,B,D,-136.12393736262962,E,D,C,B,-158.74536919613504,0
Yes,B,C,-103.99142450636869,C,E,E,C,-29.316901794531212,0
None,D,A,-142.3887046998118,E,B,D,D,-8.99845677114003,1
Physical,C,D,-100.75761753348986,E,B,B,A,-68.66244239669949,0
Both,E,E,-34.82029388214073,E,E,D,B,313.54444773179114,1
Both,B,C,-244.59119742920907,B,A,A,D,47.89429013439134,0
No,C,A,26.78654202226367,E,B,D,A,-23.209638393693822,1
Physical,B,B,112.7856136923904,E,D,D,E,-180.15719854259265,0
Physical,D,D,-173.4088396057333,B,D,A,B,-119.40538151628937,0
None,E,B,-34.6994459750315,D,E,B,C,35.00640946011509,0
Both,D,B,-113.15396283465746,C,D,E,B,59.86757764730943,1
No,C,C,-141.09374137839475,C,B,E,A,37.715786818428,1
No,D,E,32.0689009869944,C,D,D,D,-11.62633267185194,0
Mental,A,E,-107.8886420553121,D,E,A,A,-29.64280388791044,1
Both,C,E,-79.27219197593777,C,D,E,C,88.017231963678,0
Yes,C,E,158.75088132432987,C,E,C,D,-179.5920327839081,0
Both,A,D,-102.25597159329295,E,C,C,E,13.6412586574406,0
Yes,A,A,115.10960345134222,C,C,A,B,-70.22079284226238,1
Physical,D,C,-34.357951918412176,B,B,A,A,-79.86938327852457,0
No,D,B,104.27856212950834,E,B,C,A,42.1621113967254,0
No,C,E,-64.74238012757041,C,B,A,E,-10.019817317359339,1
Both,E,D,63.81235342405349,B,D,D,E,-89.5650104428914,0
Mental,E,C,-90.55566299114791,A,C,C,D,72.8941550808965,1
No,C,C,44.154692540393405,E,D,D,A,-6.533264798903642,0
No,B,C,28.02754076038365,B,C,D,D,-54.57923673362177,1
No,B,C,-125.59413058113232,C,E,A,A,91.42298798599712,0
No,D,E,17.49783478735133,B,E,D,B,-231.27078933150705,0
Physical,E,A,45.321056566796734,B,B,D,A,-0.43077420670299016,1
No,C,C,71.4970216814062,C,A,E,D,-80.07575572746146,1
Both,C,B,89.60059767516708,A,C,E,A,-164.37450000576007,1
Yes,B,B,-122.65416883147357,D,B,B,B,-279.325105605349,0
Physical,E,E,67.78793817169013,D,C,C,E,-40.16847202026157,0
Mental,A,C,-169.78083916601133,B,A,C,C,14.892309486724391,0
Both,E,B,-105.1209643785026,A,A,B,C,171.05345585314947,1
None,A,A,-57.79959536088124,D,B,D,A,83.86860174746118,0
