genero,AGE,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Female,86,Veteran,9.00269726716687,B,D,-157.11797094592046,B,A,-179.394355888507,D,-143.91097715564158,198.6239034358616,0
Female,69,Veteran,52.049700623210185,B,B,64.11202226249877,C,B,-63.00332121483911,C,-47.03085402394415,67.4887738816388,1
Female,54,Non-Veteran,-76.95969783345885,C,C,320.68393425982504,D,A,81.88217199363544,C,23.487823178255784,-111.4954806338582,1
M,84,Yes,63.787591970072796,D,A,90.83171386983334,B,B,-4.744299178820218,B,-26.36620547470356,199.60563016931727,1
Male,84,No,44.57789927160866,B,D,-74.72352691668537,A,B,-16.38323007356563,E,-139.95809945980218,24.806719384494873,0
F,67,Non-Veteran,17.562337096791957,E,C,-31.510819905556716,E,E,-36.143868688809626,C,-6.219396467144536,-165.30302753975013,0
Other,89,Yes,-254.30105327108987,C,E,57.63988360661132,E,B,176.54105675520688,C,150.8205460421337,-114.33615067102944,0
Other,69,Veteran,-96.84775813510804,D,A,-27.691206905245398,D,E,15.548687918936274,B,167.26986498008444,24.358993456796547,1
Female,31,Veteran,-45.4938042466414,A,E,-6.980733052597504,B,D,-57.310362163774066,C,-3.6125802700757603,-97.43319384536431,0
M,50,Non-Veteran,52.640875803037126,A,D,-17.378969371693216,A,D,-72.86126069946096,D,-109.9688621046283,-130.01649266573077,1
Female,61,Veteran,38.30131628775085,A,C,-68.46928983797459,A,D,-41.029703959374324,B,-135.5578044012492,-22.19373258358269,1
Male,78,No,42.46234844705526,E,A,-177.9998868208616,B,E,-73.6758921404,A,8.873814638616945,-84.17076580933642,1
Female,45,No,153.17359529767967,D,A,89.57806609639273,A,E,247.72433538217294,B,137.35077894640233,49.686025823813814,0
F,41,Veteran,-69.27867524024573,E,D,-50.10759519906737,A,C,-82.42595066609294,D,0.9041578442337855,85.57696640767996,0
Non-binary,77,No,-32.944590967423295,C,A,118.19384717956372,E,D,76.76835650608503,E,-44.18567729947716,32.437501585114816,0
Other,27,No,90.43275633748387,D,B,-29.248007640892325,B,B,-41.54853068393904,D,44.767512194591816,-57.29560061044323,1
M,91,Veteran,130.631108214888,A,B,-75.68358923987975,B,B,-64.6669336603494,E,51.17444789937529,63.573347620826596,1
M,18,Yes,-9.375487756897474,D,C,-86.12451255972259,E,D,-62.50967015653418,C,-134.29270849199744,-21.24923857210007,1
Male,78,Yes,-162.5482041952268,A,E,-182.80172786568428,E,A,-12.017667483109157,B,32.426803082056274,7.3108595841021415,0
M,98,Non-Veteran,53.765032083414376,E,C,18.16279850585659,C,C,-41.0394392315939,A,4.8430265596082185,-53.83835876397812,0
Other,71,Yes,-39.18680037431256,C,C,112.46657935414561,D,E,-5.581198544313333,C,65.56731424110603,-19.063168099356577,0
Male,22,Veteran,-72.6390148487847,C,D,16.768447602792456,A,D,-77.8081911267816,E,64.1679344307011,-8.085447126947052,1
F,96,Veteran,177.2079134227563,A,C,-73.63966416231872,C,C,114.89630112072035,D,13.594620543098667,10.92439422913989,0
Female,53,No,59.59778373449095,B,C,-68.39113815274709,D,A,70.29668776898006,E,-2.225137122991514,-42.975397411389395,1
M,82,Veteran,-153.68308073444035,B,B,43.16343655692506,D,C,-40.99740696895276,B,66.51827476670613,58.08787555133787,1
Female,99,No,-9.654079651809168,A,B,-208.76289977138816,D,C,-61.5979841353832,B,-48.62473203191065,-55.70131330119044,0
M,33,Yes,58.85518141676796,B,B,21.67387910009761,A,E,6.343805983984287,D,-95.48997747927343,-121.11518050816352,0
M,77,No,-164.045042327271,B,D,122.1558765398859,B,B,-108.15785129778956,C,-1.7184132651061723,-124.62031660704218,1
F,35,No,-106.4786315483936,E,A,-55.85087368851603,B,E,-11.404147420456372,D,96.68408528434274,-87.56613088235665,1
M,82,Veteran,-118.96797138257686,D,A,56.178325967946506,E,D,-82.3276575982406,A,73.55379628528806,13.662551064775673,1
Other,86,Veteran,-17.445371555034882,B,B,63.86076235941722,B,C,52.42522151056988,D,66.3483901463626,-109.84012312885851,1
Other,34,No,-48.17842694768483,E,D,-11.105639048664658,C,E,39.293661887665706,A,-84.47019121685008,66.15077195355302,0
F,69,Non-Veteran,-22.23130787751564,C,D,86.26948616437464,B,D,133.56149972441213,B,-72.24430385501452,109.95523711344389,1
M,65,No,48.74612584225722,E,C,-100.41447434982499,E,A,13.946026548888529,D,-66.39276474543311,-121.26852329688722,1
Male,18,Non-Veteran,30.743475896916735,C,E,15.794355533600863,D,D,-54.23434109698535,C,-26.712415392978233,40.576682552454066,1
Female,30,Non-Veteran,124.57305486487746,D,A,20.407227866366767,B,B,-32.99976838151768,B,-38.58716048640743,46.29903529084926,0
M,28,Yes,-113.01421746412007,A,B,60.04230309758908,E,E,-142.73750222061804,D,-26.33584723366057,-128.68383905585384,1
Other,54,No,41.1087742741442,B,A,-1.444691147421267,D,C,-1.271275349900302,B,-24.368753959552244,-160.2654487002735,0
Other,30,Non-Veteran,94.85076634310985,C,C,-167.98125164935036,C,E,73.79275421776957,A,-52.01326948921133,-2.707137079866467,0
Female,23,Veteran,61.706529602553495,A,E,-47.55540392798386,A,A,-26.656227893342244,B,-56.82207202819881,-22.662051517387326,1
M,28,Veteran,-46.684003855340514,D,A,48.9327439271589,B,A,-138.05129366215542,C,-71.8929725778208,146.84848921792906,0
Female,21,No,-19.22282633021962,A,B,-167.0886349551958,B,E,131.30935314796105,E,12.409408350932573,43.54770783469946,1
Male,51,Non-Veteran,97.30465706240892,B,A,26.80230058807377,C,D,-12.191028822048944,D,10.09653763082766,76.90018629704912,0
Non-binary,90,Non-Veteran,18.656466526224186,B,E,-16.550067820658214,A,B,-171.42508689189418,D,43.504798078696275,-18.914974262186806,0
Non-binary,98,Veteran,90.71153917649369,B,D,143.410613946235,C,E,76.51753617022122,D,-49.77935034568457,82.9564323274278,0
Female,41,Non-Veteran,-103.95079736720774,C,E,-26.568178463551384,E,E,-74.62772633682623,A,171.8665334535189,-16.63666108061866,1
F,82,No,-52.6836663645871,A,A,127.9601380931202,A,E,-28.163840490535385,D,-22.4676921906903,-108.6597239653172,1
F,92,Veteran,41.651814491214076,E,B,-12.302955712711443,D,C,-74.67932916230488,A,149.78726698082014,196.244006330292,1
M,25,Veteran,-86.79555121456332,B,D,101.20568662468605,D,E,-29.719689979868747,A,123.71633386476321,67.4251713510718,0
Male,84,Non-Veteran,137.0191788093288,E,A,129.89260643409634,D,E,-109.14557532881133,C,-77.2232113591594,55.62692580598676,0
Female,71,Yes,-75.49613193860765,B,B,11.769552026211041,C,B,-51.7216062142541,C,28.062937526341962,17.340260367202013,1
Non-binary,70,Yes,55.1112581062042,A,E,57.73760977399631,E,D,51.866161110984166,E,6.39875854003771,-79.53630201909584,1
Other,45,No,-59.85841659379931,D,B,34.4576415740118,E,C,-13.36005497809141,A,-157.21572521981858,-102.20879113987975,1
Other,37,Yes,75.18257279706091,A,B,13.555023120388377,B,E,67.12054888609387,C,-161.08078528443855,-75.33947510824794,1
Non-binary,76,No,-34.75707868592111,E,E,81.89520832052433,C,E,18.380401078025802,A,-14.367565050919643,-7.573441644190789,0
Female,52,Yes,-96.02631821654765,E,D,128.58405042172504,D,C,-61.55559866136051,E,-73.49968669965655,-24.121073061668376,1
Other,84,Non-Veteran,3.392459970459131,B,C,12.42694720531537,C,C,-241.90946452944343,B,113.05395677796304,-83.56927817378703,1
Non-binary,39,Veteran,-0.3179093852190735,B,E,60.98526018777834,A,D,-53.40392048617682,D,-23.109034854317752,164.34577431815768,0
Female,83,Veteran,-51.508379052569886,D,A,57.37865821808414,E,D,-111.87894243958164,C,75.46858490427697,-84.11667498960973,0
Male,50,No,-77.64863164168383,D,D,-59.70117110096646,B,A,-16.327211736784797,A,-210.56045824960532,72.92524563954382,0
Non-binary,20,Veteran,106.80105184360633,C,B,39.13069740332382,C,E,49.332284025562636,B,120.28965553382191,48.55769932812228,0
Other,42,Non-Veteran,70.43154090113802,C,A,21.018712873206365,B,A,43.159634051473766,C,-38.534747502111635,11.302785458026365,1
F,39,Yes,97.80388133233451,E,B,-27.48825691793287,D,A,70.99764811819888,B,54.763365816326605,1.9991699198810269,0
F,72,Yes,111.82439638273291,C,A,3.195747788204234,E,B,-172.68482058261048,E,-13.783506351217703,100.14351981600097,0
Male,32,Veteran,106.5206586092479,A,E,-56.41461216753378,A,A,-150.41961601822612,A,35.721445582858976,-95.93063400230659,1
F,46,Veteran,94.24515300716241,D,C,73.82861527568167,B,C,-165.07643022781474,C,37.84079828645,-75.30259113258317,0
Non-binary,89,Yes,-290.1251288759254,A,E,-139.0208862025459,E,A,-20.707087803980897,C,40.31162572036817,-37.8504622295114,1
Non-binary,27,Yes,-176.69995982763754,D,A,-197.12599679147516,A,D,31.64868462462902,A,10.670739859276097,118.39733375954309,1
Female,25,Veteran,-158.87893138905173,C,D,56.40717041423615,A,B,-180.71219582366754,A,61.979774400849784,-142.23097060309811,0
Other,64,Veteran,45.01684045015371,C,B,111.5170887812123,B,A,158.01322629976798,A,34.04274411059003,-216.62887282469381,1
Male,44,Veteran,-74.93925160424334,D,B,-164.5298786265038,D,A,22.101299626471807,E,-59.63283560681152,71.32112529295176,1
Other,53,Yes,28.747463179216385,A,A,-46.86543220311821,A,A,-85.77917367418073,C,-95.35404005853049,122.40788498317686,1
Other,48,Yes,-1.7885474574402864,A,A,-19.190735595819078,A,A,48.83869979412378,E,-125.4349412908377,-24.70195325261506,0
M,45,Veteran,-17.85898498365569,A,D,106.60394603812242,B,D,-129.08615880395726,D,40.98498331934549,75.28696524108689,0
Non-binary,93,Veteran,-244.92818406413397,B,B,-6.669540762922649,C,D,-35.89640487080433,E,32.445681070136175,-110.33309065937958,1
F,23,Veteran,-129.4445746723139,D,B,-81.16606954195757,C,E,121.51614323857916,A,-104.1891987133535,-62.83347943205986,1
Male,88,Veteran,208.84985767295655,E,B,-90.76312419863673,D,C,-102.10317000890734,E,-72.50835627643286,35.32178758189469,1
Non-binary,18,Veteran,84.40052067194074,A,A,96.3695779432349,D,D,-80.07464032482102,D,-23.021244602134843,-87.5894065787156,0
Non-binary,18,Yes,7.1543346471892395,D,C,223.09108246240405,E,E,-22.29392891948944,A,-148.53677655971538,-97.56175769110065,1
Other,35,No,72.95616762650074,B,E,-94.34523606524505,C,E,-83.72015126011533,C,-3.193525514042332,-152.90377558299127,0
F,42,Veteran,-52.11727521449554,B,B,66.64309262720568,C,C,1.4624276571315362,A,-106.32548222339831,53.55183304646432,0
Female,19,No,-26.964235392121665,C,D,-54.224253740978845,D,C,-7.30752022484001,C,-196.9112402856767,-94.51646660187718,1
M,62,Yes,67.51562487933899,A,A,75.12088424228057,C,A,-82.62868735739252,D,-60.35443449608393,-58.0881450704052,0
F,46,Veteran,-46.70218400399714,E,B,9.601535146791973,A,D,15.180363518342336,A,4.181481814179784,129.36014269349124,1
Other,41,Non-Veteran,43.66814912025341,B,D,-88.05898515733676,E,C,56.04235769586071,E,-117.56154213362584,71.45757756110044,0
Non-binary,82,No,57.38742691529457,B,D,-29.815541530667588,C,C,2.9901448761226175,C,-14.30066590754498,70.94115647876976,1
F,50,Non-Veteran,147.94403937481266,C,C,-166.20422201328256,E,D,-50.28923138958598,B,-281.34004847433374,-111.55787605238277,0
Male,79,No,161.3010596957873,D,D,142.53557438547705,A,E,164.47296072567897,E,-57.28742335770397,12.601037558150777,1
M,96,No,61.670785620522665,A,D,51.96552047806614,C,D,83.23624219369214,C,93.70761289444208,-79.55278345438573,0
M,42,Veteran,-6.163676778532761,D,A,107.63923970504675,C,A,21.464438129419545,D,56.235966663759015,1.9505336836379061,1
M,29,No,72.62091220827071,C,B,-47.55598111671993,D,C,7.987677648015448,E,-143.9882765329293,68.72522968576924,0
Non-binary,31,Yes,-22.652567444681235,B,D,-36.88697221229495,C,D,-130.8674664708407,D,33.515069058305805,-159.82234320660388,1
M,25,Yes,9.336127529664385,D,C,93.52344754470496,B,E,205.9026268633239,E,-91.27188364288624,-124.66312875571887,0
M,30,Non-Veteran,-104.81789215841822,B,B,-99.54282033286145,C,E,9.126254775184817,E,-56.773359859951576,81.00620465698441,1
Male,23,Yes,-51.28028689539869,C,E,-19.54419304579725,C,B,198.94098979915717,B,-98.03554205369812,-133.14060808824104,1
Female,69,No,-133.56842131515543,C,D,-159.14549976121734,D,B,-25.815074658060745,A,-46.43715157827874,7.631568144305067,1
Non-binary,26,Yes,86.76326626278261,E,A,89.64080404158368,E,B,12.26798797915811,C,-99.46087730617944,-93.76433689441089,1
Female,61,No,163.32972747767812,B,E,-3.197555101391271,C,C,5.605215693237161,C,142.08539910797649,-56.286519409373966,0
Male,71,Non-Veteran,-49.800602193671345,A,D,96.3906350765271,D,B,-102.31771485479251,D,-4.48838919772144,-50.89866613730607,0
F,38,Veteran,31.76977525122901,E,E,-21.194731481287953,C,C,140.57770914112155,D,-83.53679184434218,-126.60697438659395,1
Other,59,Yes,30.235708897951813,D,C,80.75935185838631,E,D,-198.73372241635087,C,-126.72973616263089,23.026156389669456,0
M,26,Veteran,-62.90917220721457,C,C,-117.84617026200783,D,C,-91.51520165544275,A,-32.29303134170762,-59.30079779058103,1
Non-binary,93,Non-Veteran,-30.60725417612452,E,E,-188.0354488844332,C,B,11.574567943256033,C,-16.85412871228689,-107.79778026766587,0
Female,20,Non-Veteran,-84.28571163311706,C,B,99.71832648593484,E,D,57.58198991649436,A,-95.1361690766037,116.0689760488543,0
M,39,No,34.09685465061799,B,D,-106.1234663501569,E,D,-15.372754814824221,E,87.44557083722916,86.70179324250441,0
Other,42,Veteran,-132.7866574090761,B,C,-95.49398821434276,D,B,90.87432565972561,A,-11.602612579328206,-82.47482560336081,1
Male,37,Yes,-156.43232050560104,B,D,18.44314307857746,B,D,1.800450458530528,B,38.98786996974651,-44.53726074871294,1
F,23,No,141.68697211210838,C,D,-39.39994710389799,B,A,108.73991232530177,E,-30.43647348506972,31.982678548510606,1
Other,80,Veteran,-118.20788807948033,C,E,43.29005366470444,E,C,-43.93067970652842,B,-136.2713717290591,-109.37110612509962,0
Male,18,No,-72.4336112954672,E,B,-10.93699958363178,C,D,-22.730603310779557,A,-65.68483838822262,-95.9980104206134,1
Other,43,Non-Veteran,122.28031175711793,E,A,-1.8153633137151282,A,B,-105.84576732013409,E,-0.47459811867773366,3.036632262158495,1
F,99,Yes,-12.024643009113404,B,C,93.76318169990672,E,E,-3.795488945195276,C,-53.59618186447654,67.44537613025507,0
Male,30,Veteran,-51.00348117661429,C,D,-23.35068711088582,A,D,51.21972894581951,E,10.189912019237081,-72.20623762712584,1
Female,95,Yes,-60.680478596251284,E,E,-2.800430294914012,B,E,0.9246030265569501,B,-86.52598874905406,-74.34083801863365,1
Other,58,No,53.848238756564534,B,E,182.4063340215068,E,D,18.886010893467017,C,-10.134707559905692,-81.17249441059593,0
Other,58,No,-34.509993359635324,E,B,-29.073986144515864,D,B,49.063172049061556,C,51.84468720602187,-97.75687423559793,1
Other,24,Yes,-78.30239008242482,A,D,123.1047981569557,D,B,30.991799906568158,B,47.78911531753808,-2.38001501301703,1
Female,35,No,158.9432848855795,D,B,79.47369676508843,E,B,22.808373944312663,A,110.35049590158448,38.810373692971204,1
F,22,Non-Veteran,68.34827392528675,D,B,86.92892255431696,A,B,-67.08430284057995,C,-154.52972930528725,-29.735003190473268,0
M,59,Veteran,31.76778520990921,C,D,-1.0893863140187836,D,A,-13.448001950755087,E,37.87824226742245,154.16319391332374,1
F,63,Non-Veteran,55.808045719357565,E,C,-183.57778007955758,E,A,-66.81232299745731,A,51.21670175258686,-43.12280486299676,0
Female,82,No,-106.01373648659327,D,B,-166.52213007202752,E,A,26.04206333638831,A,64.89610899073259,-350.03733239227284,0
Male,28,Veteran,74.2317460459778,B,C,72.01596975010777,C,C,-18.974648095126298,B,-73.96503068685249,5.0872812647863555,1
M,87,Yes,75.20874168385572,C,E,24.49975383275092,B,B,191.08967613970637,A,-69.8323409399911,28.284345106299323,1
Other,98,Non-Veteran,9.144600594956987,A,A,-61.00082921376435,B,A,-29.369997267347987,E,-123.78004874939083,120.98080900418728,0
F,30,Veteran,-68.63260413352108,D,D,105.36605699017187,C,B,56.487884264980494,E,-38.177082371110224,220.84388145577515,1
F,99,No,-85.5670583729603,B,D,-70.67103992771122,E,E,-69.18759850578063,C,17.91392257537559,-83.04617255688811,0
F,46,No,-275.8039725559787,B,C,169.7484180623469,E,E,-135.60207024232014,B,4.1656831574444775,43.359843903560076,0
Female,27,Yes,36.34161052324955,C,D,110.23202823736311,D,A,153.10871619057696,E,-116.92005131540361,-30.59758751824722,0
Male,27,Yes,-26.656419789437003,C,A,81.52017125088652,C,D,146.09277631081278,A,-36.23455904552757,85.4577005657424,1
Other,49,No,86.58948221278425,D,B,-9.39459658368043,C,D,169.8285766980617,D,-199.85394832711555,26.729238512828175,0
F,67,No,-55.138653613978114,C,E,-8.145908722813559,B,E,-26.742540092845807,A,53.953645291323696,14.707162490279948,1
Female,81,Yes,63.18069272356968,E,B,-28.979734112892658,B,E,-5.9854628743720495,B,24.05500401925934,126.70055460996556,0
Other,91,Yes,-35.031757841032984,E,D,61.0266284935843,D,C,-11.331031799149136,A,-15.741526048219317,3.2278391781818168,1
Non-binary,96,Yes,49.736836313304266,C,A,251.70773648580166,D,E,25.04715178846962,E,31.449412145135025,213.43542633248637,0
Other,30,Yes,11.087577497268358,A,E,57.45153288043517,E,B,-92.55390227069597,B,126.70111975730929,-89.83199607841397,1
Non-binary,73,Non-Veteran,-157.21177620378813,E,A,-27.16224459275498,E,E,69.57736746784458,D,52.92605776767832,133.9252305534171,1
Female,24,Non-Veteran,253.44021428559213,D,E,-120.7511545925868,D,A,132.03290974176085,B,-96.03888173949632,-85.26273959741711,1
Other,99,Yes,-75.16660738623494,A,C,66.22281819335956,C,D,-72.22672077765971,A,-5.205181931678629,30.88129959990636,1
Other,23,Non-Veteran,-24.33479755860418,E,D,134.31501172849403,D,C,26.1707506740399,C,-0.36702157254794426,35.459506182601196,1
Other,38,Yes,79.75262037641872,C,C,39.18274927668826,B,B,75.14758344465862,A,128.28315847489128,-48.821838315443095,1
F,82,Yes,69.8004662126842,C,D,83.5087618767077,D,D,55.33418716869186,B,136.43600312913685,-43.15271332357219,0
Female,58,No,116.69928846426292,B,B,37.602357122320214,C,A,-42.29562860341196,D,-176.29491429792444,139.33495772867045,1
Non-binary,69,Yes,-64.79040094557656,E,B,177.2112868817163,E,D,-65.56908758270059,B,89.2723325025976,139.1805762832896,0
F,64,Veteran,103.68107388474981,B,D,21.01483964454642,E,E,-46.976794147461966,D,255.7218576056027,-45.155153999152084,0
Non-binary,73,No,-157.98108083488893,B,E,-69.20485800143126,A,B,3.9489761064049453,B,-61.44802666064045,-85.09209450246492,1
F,34,Veteran,77.00509963999484,C,D,-117.70175257544354,B,C,42.433624422912565,B,74.59612388540546,-1.213924311826659,1
M,61,Yes,104.91045667840875,E,D,-44.71184916129998,B,A,25.22750710116591,C,-76.22365580613592,5.363576326237139,1
F,89,Yes,-25.96739374769862,E,D,-183.03569154561396,E,B,-36.09393674040151,B,41.56857316237962,118.75377592590992,0
Other,33,Veteran,-116.88025054410922,A,A,-46.62746040886707,B,A,-43.3749497426772,E,-15.452858209380441,12.142931360820747,0
Other,86,Yes,31.641207531250643,A,B,28.464453737705142,C,E,44.22190410782544,A,16.540778319503772,74.5578024658529,0
F,80,No,42.51681385961768,E,A,25.304300132792495,E,A,170.0809053572227,A,-33.21562406141181,109.16868372535376,1
Male,36,Veteran,-70.70335210117035,E,B,-1.5718648034922327,C,A,-43.385954379201955,E,-78.50454734603926,199.63536053483045,0
Male,20,Non-Veteran,-26.411350791978,E,A,83.2148697192167,C,E,190.3740291822186,D,70.8012868456905,55.77772406797749,1
Non-binary,27,Non-Veteran,-195.92336559357227,E,C,171.92171852795218,E,A,20.63836618581104,B,-67.71741647315697,79.05778442597332,1
