ethnicity,SEX,age_range,religion,feature_0,feature_1,feature_2,feature_3,feature_4,target
White,F,18-25,None,-29.59498066348834,-253.49191299877182,E,B,A,0
African American,F,65+,Hindu,49.12455206210179,141.99932266803071,C,C,E,0
White,Male,18-25,Christian,73.92132085880479,-125.69880351566675,C,A,B,0
Other,Male,18-25,Muslim,168.11311865200787,-60.24642511707206,B,C,A,0
Other,F,65+,None,-33.2467744073535,-86.66979307468353,E,A,C,1
White,Non-binary,65+,None,44.9601108845031,-36.50151438242112,E,B,D,0
African American,Non-binary,51-65,Muslim,-45.13976317379112,-136.44764659394053,E,D,A,1
White,Male,65+,Hindu,20.154885783536972,-65.01235442011331,D,A,D,0
Asian,F,65+,Jewish,60.591673588003545,30.909750481968835,B,D,B,0
Black,F,18-25,Christian,-12.131119236497243,-33.854906509146446,C,D,D,0
Other,M,65+,Other,-121.94902199292541,-18.242447347809367,D,B,E,1
African American,Non-binary,65+,Other,-23.010056709129493,-213.93052659644508,D,B,B,0
African American,M,26-35,Muslim,-62.272173684565914,96.07754990559688,D,A,D,1
Other,Other,51-65,Jewish,104.11723818965753,-31.935051748395615,D,C,B,0
African American,F,26-35,None,57.768190020321356,47.86417488149554,C,B,E,0
Black,F,18-25,Hindu,-29.07051707318707,-87.7427899462808,D,D,D,1
African American,F,18-25,Hindu,2.3625263865093187,-60.440592354290466,D,A,A,1
White,Female,51-65,Hindu,28.72217703035694,-36.766962402986806,E,B,A,1
Black,Female,26-35,Christian,-157.66483926380673,46.30954936926626,C,A,B,0
African American,Male,26-35,Hindu,-79.74366405368471,43.36728667477877,B,C,B,0
Black,Non-binary,51-65,Jewish,-4.396642698713038,105.2601271172131,A,E,D,0
Hispanic,M,65+,Buddhist,29.00879903013222,-65.87844948177907,A,A,E,0
Hispanic,F,65+,Jewish,-14.154799817456329,84.19518708928858,A,C,A,1
Black,F,18-25,None,-5.835423944694551,-110.71164770851843,E,E,B,0
Black,M,36-50,Muslim,23.84629002968907,58.08384305946808,A,D,D,1
Hispanic,M,51-65,Christian,-25.609381489628124,-145.49647036369277,D,A,C,0
Black,Female,51-65,Muslim,-9.746812536696199,131.07496867759914,E,B,E,0
Black,Male,18-25,Buddhist,-15.787098929860404,-44.31471164271046,C,E,A,0
Hispanic,Male,65+,Hindu,25.37697622901337,80.57805628563243,E,A,E,1
White,Female,18-25,Hindu,36.635801784074864,73.40262142175979,D,B,A,1
African American,Non-binary,18-25,Other,-76.00899755130723,-57.61387277561795,D,A,B,1
White,F,18-25,Other,-23.05587075579978,-3.2666591969211916,C,D,A,1
Other,Female,26-35,Buddhist,27.00687167479484,-22.28643959373873,C,B,C,1
Hispanic,Other,51-65,Other,83.01001397619153,209.84422778836228,A,B,A,1
African American,Female,26-35,Buddhist,-135.92668556200786,145.3695240608149,C,E,E,1
Hispanic,Non-binary,36-50,Other,-17.675486823138222,26.780736839631725,D,B,B,0
White,Female,36-50,Hindu,-38.12396093903319,101.72715878258762,D,E,D,1
Black,M,18-25,None,-101.74495452882209,-39.94627827012833,B,A,E,0
Hispanic,Male,51-65,None,-4.048699535180726,55.493237094067204,E,E,D,0
Hispanic,Other,26-35,Other,-235.75014936801665,-70.34658651151872,C,C,D,0
White,Non-binary,65+,None,-2.0554291093160435,70.04443756015213,D,B,B,0
Hispanic,Female,18-25,None,90.95221202633456,112.64438885780244,A,E,E,0
Hispanic,Other,18-25,Hindu,8.786155041377269,-52.842792412881,D,E,A,0
Other,M,26-35,Christian,286.9991128467331,-42.58035380044333,C,E,D,0
Black,Other,18-25,Muslim,152.10908152757,179.7242028921207,B,E,B,0
Hispanic,M,26-35,Hindu,1.6883697729086293,-87.29942049364863,E,B,E,0
White,Non-binary,18-25,Christian,0.01635293896734488,-33.455825522665535,C,A,D,0
White,Female,51-65,Buddhist,62.82104102869419,14.170193961702978,D,C,B,0
Other,Other,36-50,Buddhist,-103.94533421161766,38.70164803269451,A,E,E,1
Other,Female,65+,Buddhist,151.0803111726269,-40.2148485397481,E,A,E,0
African American,Non-binary,51-65,Jewish,111.5445120091962,99.83641556012863,B,E,D,1
Asian,M,18-25,None,102.31886610110006,-23.728078987487155,B,B,B,1
African American,M,36-50,Other,29.480079307946305,-55.640091353390076,B,B,A,1
Asian,M,51-65,Buddhist,137.11394107359166,-27.103377755376556,C,B,D,1
Hispanic,Male,36-50,Hindu,-58.21906561008272,84.38004810515251,C,B,D,1
Hispanic,M,51-65,Muslim,27.39133876085822,-97.72080187492054,C,B,D,1
African American,Non-binary,18-25,Muslim,193.78880012191354,131.23667255978614,A,A,A,0
Black,Male,65+,None,113.19976842808781,-205.40334723225993,A,E,B,0
Hispanic,Other,18-25,Other,-206.5887807142248,-75.95004376164351,E,B,C,0
Other,Male,18-25,Christian,7.516581474659232,167.48145159977554,A,B,C,1
Black,Male,65+,Jewish,63.435622592853136,-137.5011930339829,D,B,B,1
Asian,Male,51-65,Buddhist,-95.73010450294642,38.81827978600584,C,E,B,0
Other,Non-binary,51-65,Christian,-85.06443365035207,65.5096070283591,C,E,E,0
Black,Female,51-65,None,63.81037542672349,-136.02806746085912,A,C,E,0
Black,Non-binary,26-35,Other,176.57311863823114,20.335537570683464,B,B,B,1
White,Other,36-50,None,-114.56361865134804,-160.61529561614373,E,E,E,1
Black,Female,65+,Hindu,10.07988591668203,106.14039777593662,A,C,B,0
Asian,F,26-35,Other,-74.75379722128868,161.21027000176,E,A,A,0
Asian,Other,26-35,Muslim,-123.82079689577452,-49.32347274677124,B,B,A,0
White,Female,26-35,None,-107.38440929417786,-44.75495458154147,D,E,C,0
Other,Female,26-35,Christian,-14.474289654387887,62.068499279539935,A,B,B,0
Black,Non-binary,18-25,Muslim,154.75098421239198,-39.8778648669872,C,D,D,0
Asian,Other,26-35,Jewish,-85.8746253447318,-85.19316011356109,A,A,B,0
Other,Other,36-50,Muslim,5.656498906965062,-161.85856649533216,B,E,D,0
Other,Female,51-65,Buddhist,42.387532963193834,-48.447499509338954,B,E,B,1
Hispanic,Non-binary,18-25,Hindu,254.00607531148856,-92.57313613581016,A,D,A,0
African American,F,65+,Hindu,-220.0090583188123,-15.3028439840245,C,C,B,1
White,F,51-65,Jewish,-36.53458745350274,-33.807046001731486,C,D,A,0
White,Female,26-35,Jewish,-80.51735061120333,13.358750249769216,C,E,E,0
African American,Non-binary,26-35,Buddhist,84.7991349817511,3.0736238424520805,D,D,C,1
Black,Non-binary,26-35,Christian,13.757393691674535,29.5566490785651,B,A,E,0
Hispanic,Male,26-35,Jewish,210.85462671699452,128.90039393253926,A,B,A,0
Other,F,36-50,Other,-111.42132690236042,100.04903138222167,E,C,B,1
Hispanic,Other,51-65,Christian,60.651411978170756,-114.98521225612049,E,A,D,1
Black,Other,36-50,Hindu,-208.9045255455408,31.135519047275018,A,B,B,0
Black,Other,51-65,Christian,-61.85105547253862,201.5993420329881,A,D,B,0
Other,Non-binary,26-35,Other,83.88908522517809,-37.11439194905468,D,B,D,1
Black,Non-binary,36-50,Other,-2.9178248287285653,83.98995913768701,C,A,E,0
White,Non-binary,26-35,Hindu,129.0994643748402,-88.5390886586547,E,E,A,0
Hispanic,Other,51-65,Christian,74.55553539464081,293.3127973070824,B,C,B,1
Asian,Male,36-50,Buddhist,-120.24517255432477,-18.925583607906944,D,B,D,1
White,Female,26-35,Christian,-85.497442134215,46.3248132715259,A,A,D,0
Asian,M,26-35,None,35.636408749203454,-142.44770251319986,D,E,D,0
Black,Non-binary,65+,Hindu,-172.55018305041642,195.75563486217138,B,C,B,1
Asian,Non-binary,36-50,Jewish,-140.18150794606697,51.968276516432745,C,E,C,1
Other,F,36-50,None,78.2307784197974,-85.33156828043519,A,A,D,1
Asian,Other,51-65,Hindu,-17.686246697454987,210.9417229216163,D,B,C,0
Hispanic,M,26-35,Jewish,82.22640314598176,-141.31791261396538,A,E,C,0
White,Non-binary,65+,Buddhist,12.736507412141323,90.12785900543457,E,E,B,1
Black,Other,65+,Muslim,-38.61105142453004,-112.19610025209967,C,C,C,1
Black,M,65+,Muslim,41.33340249647804,-58.905879758307854,D,B,D,0
Asian,Female,36-50,Other,3.272326025555588,-94.19384172267688,B,A,D,1
Other,Male,65+,Buddhist,122.51169120578001,-134.00821633388978,B,C,E,1
Other,Male,26-35,Other,152.21714257509896,-119.58468077359605,B,B,D,1
African American,M,18-25,None,-201.80759205597542,-46.52926608805327,D,C,A,0
Other,Other,51-65,None,144.9614398304046,-75.68894833345801,A,B,A,0
Asian,Other,26-35,Buddhist,-22.638708492773382,50.7518475612992,B,D,D,1
White,Non-binary,36-50,None,-57.42904518984231,113.31879522588666,E,D,A,0
Asian,Other,26-35,Muslim,-55.453356607665995,29.44798989553224,B,D,C,0
Other,F,18-25,Other,24.465388243712027,-132.84457219533004,B,E,D,1
White,Other,26-35,Muslim,39.297606391765385,87.09788610223715,A,D,E,1
African American,Female,18-25,Christian,98.67807746498815,165.8182321584584,E,B,E,0
Hispanic,Female,65+,None,-9.825453573831565,-42.69379389649525,C,B,E,1
Asian,Male,51-65,None,-143.326738410725,-12.874805909507009,A,C,D,0
Other,F,51-65,Jewish,118.07955888560629,-50.1767293392905,E,A,C,1
White,F,18-25,Jewish,149.09672178635094,124.3326539157112,A,C,E,1
African American,M,65+,Christian,29.325028315225442,92.07423879802718,C,E,C,0
African American,Female,65+,Muslim,-65.15001895250464,-141.2810609661076,C,C,B,1
White,Non-binary,18-25,Jewish,-52.71689595385433,-6.379498824828767,C,D,C,0
Black,Non-binary,18-25,Muslim,-44.82956875735703,6.62604385126278,A,E,D,0
Asian,M,36-50,Hindu,-84.6930162547384,171.8410185128799,C,C,A,0
African American,Non-binary,26-35,Other,22.73284063573198,78.15091458524073,D,A,E,0
Black,M,36-50,Christian,-10.194338010482697,-161.68853786549505,D,D,E,0
Hispanic,Other,51-65,None,121.54186152549255,-64.33533585606406,C,D,C,0
Asian,Other,26-35,Muslim,6.451270473982354,-85.15351243093164,D,C,B,1
White,M,26-35,Hindu,2.815408601184077,76.21889328698671,D,E,E,1
Other,Other,26-35,Hindu,-71.54151818072822,67.66820237740477,A,D,C,0
Black,M,36-50,Hindu,53.88626808571131,-30.132731454533506,B,B,A,0
Hispanic,Female,51-65,Hindu,117.09399635933669,-45.94722116057936,E,E,D,0
Other,Non-binary,65+,Jewish,-79.73896203000787,-13.61409217170382,A,A,E,0
Other,Male,36-50,Muslim,136.1333671972536,60.92616000218981,D,A,D,0
Asian,Female,36-50,Other,-11.398994269269092,111.65330917192068,B,E,B,1
Black,Male,36-50,Other,81.00506673335019,36.85377298829475,B,A,C,1
African American,F,36-50,Jewish,-158.3703292482709,-92.58471693696339,E,B,E,1
