SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Female,A,104.92918607353998,B,-20.91086797287908,D,D,37.804160957769085,B,C,1
M,E,29.10874492797823,A,-93.64944035249438,C,C,-2.330859007677684,C,D,0
Non-binary,E,-100.13364351655287,E,131.94362876061513,E,E,72.95870815320265,B,B,1
M,A,90.78473345755236,B,-75.17344371305204,C,A,-67.46531348049713,A,B,0
Other,D,-119.15821586079001,C,95.95205538662162,E,A,-27.927439888469745,E,B,1
F,B,33.41995271728511,C,-22.195318387759908,E,D,50.19824943246937,B,B,1
F,E,116.24485039118116,C,-9.341986810290427,B,D,-167.42320298660937,C,A,1
Female,D,57.39520665025866,A,-95.29152320983987,B,E,-93.29031870398438,D,A,1
Other,D,-9.98190616669047,E,1.9617084535640876,D,E,-43.70058724543405,B,C,0
Non-binary,D,94.43903441424949,B,-138.23903687546883,B,B,5.803443402704675,C,A,1
F,A,73.71637578437247,E,65.48008904186469,A,D,168.00050509583818,B,D,0
Other,A,-85.73009366666697,B,188.455931088547,D,C,-63.1195662831264,C,A,0
F,C,-151.67250529528795,B,61.738297147068124,B,E,181.98582309670624,C,E,1
M,D,-84.27433643373986,A,-50.90990573389729,A,C,-79.84640705332004,D,A,0
Female,A,-155.61661824941984,A,61.918709553052466,E,B,142.81290438446982,A,D,1
Male,B,-17.08207192722361,D,6.4276643812976095,B,C,123.67160183616707,D,A,1
Female,D,-2.7860665381636616,A,71.60135540247803,C,A,-52.571109652643514,A,E,0
F,D,105.09970593334688,A,-64.97846549820696,A,A,163.1091704184777,C,C,0
F,A,4.742038061395261,B,102.21896752205988,E,B,-90.18416636699035,A,D,0
Non-binary,A,116.34103416736434,D,215.85719655994197,A,C,98.6785356187761,B,D,1
F,C,-110.23106009068928,C,-37.96778464466317,C,A,-235.9495159128404,B,E,0
Female,E,52.941053576843885,D,28.53904463931928,B,E,99.11907582330282,D,A,0
Non-binary,E,-129.80185721455646,A,-42.855225797501475,D,A,105.70744962469215,E,D,1
Male,A,-255.07667115994616,B,-65.31113883791853,B,B,239.0186711844975,C,E,0
M,A,59.44573390862571,E,45.785892556571554,B,D,44.19702817945284,E,B,1
Other,D,160.06148955171818,C,0.8366626326592839,B,E,100.9293233702314,B,A,1
M,E,-95.17762624331951,E,67.75423406528901,C,D,-45.58790984822953,B,B,1
M,A,-1.3614272656532413,A,-129.54734804967313,D,E,-7.875849558771376,C,B,0
Other,A,1.52751897529173,A,73.6312190329478,C,B,-7.212104436678095,D,D,0
Female,A,-40.996810146626686,A,6.386456661301337,D,D,100.205971901086,B,A,1
Male,E,-154.54192956379796,E,122.23215484276129,E,D,11.771506175445861,C,C,1
Female,E,-29.508879905015274,C,5.578642262324175,C,D,-43.22765566089302,B,E,0
Other,A,89.98035047654704,E,-109.77483067638134,D,A,40.691917490659876,B,E,1
Male,D,-73.75441282259231,C,-32.62460532160782,A,B,-122.02374138883958,A,C,1
Non-binary,A,-19.261094242961104,B,-93.31605394979462,B,D,-16.359281024306945,E,B,0
Other,B,-76.3583130424114,B,69.38856820069141,C,A,-37.37471444981414,D,D,0
F,E,97.62593886392082,A,-31.226375101084635,A,D,-62.020244250893164,A,E,1
M,C,173.38082554721302,E,-79.9838925046282,B,D,-91.90218504229225,D,E,0
F,B,-136.87769387902503,E,-1.4239659270663827,D,D,57.37216823695576,C,A,0
Male,E,15.048596009565529,E,-57.42883043926452,C,D,-22.622592134732663,E,A,1
M,D,41.60494323729171,C,-14.453502047926714,B,C,-49.10096078865126,B,D,1
Male,C,-14.905191147278696,B,12.805574461296713,A,D,-7.941850701709987,B,B,1
M,B,-100.7817760658759,A,26.98531594692013,E,C,-199.0759198368338,A,A,0
F,D,66.51054068539113,E,-26.570472841154686,A,D,-151.7379975817069,C,D,1
Non-binary,B,-44.86711461345719,D,44.25241859912767,B,C,-137.64528971535455,E,C,0
Non-binary,E,15.590650716814217,C,87.7773398371873,E,E,-117.49308854643472,E,B,0
M,B,57.09895519714456,B,186.876667067495,C,B,-46.081356541842375,B,C,0
Female,A,-147.18239944161976,E,-58.8382500659694,C,C,28.441027789732274,C,E,0
Female,C,127.08345649026494,C,-74.45710054303007,C,A,-79.33545620605804,C,C,1
Female,E,-25.959654275012046,E,-2.4702791020812507,C,D,6.888946941543166,A,D,0
Female,C,-58.69754033063522,E,111.41098890817729,E,C,-190.5089337910328,C,E,0
Male,B,-37.03682783656948,D,87.24582946084925,B,A,159.6259912585296,B,D,1
Other,E,-132.4473534854091,A,-52.343055369344924,D,C,-78.60140173537047,A,A,0
Female,B,115.62256482777691,B,-62.918232642098495,B,E,-104.17989039258684,C,D,0
Female,B,-14.637789952927424,B,109.06784328499808,B,C,102.6066966000399,B,A,1
Non-binary,B,-216.66607528498184,D,91.46811020350239,C,A,53.7340055956836,D,E,0
Other,E,-123.03365739210585,B,118.58837936376472,B,C,176.10278851949337,E,A,0
Other,C,58.20398546858176,A,-37.9740018628405,A,A,142.59132852788707,A,C,0
M,B,-15.503168581491703,C,-114.16371862112283,A,D,-59.70975004975647,C,E,0
Non-binary,A,17.4143378926867,C,-17.13398790249921,A,A,94.56756149520406,C,B,0
Female,D,-57.4112425830945,C,15.489691968070336,E,A,-22.378702011020852,C,D,0
Other,D,44.038897762153994,A,-55.459162670229865,A,E,-145.49115028934847,D,B,1
F,E,123.59452494376684,D,-96.86488533911385,E,D,-167.73715041691761,D,B,1
M,A,32.27986151903387,C,140.77665159741625,B,B,58.33423375946685,A,D,1
M,B,86.08939919290498,A,119.95866424199566,A,A,-124.85813492490054,A,C,0
F,C,100.69851343276126,A,79.15630499084887,E,E,52.78026689189775,D,C,0
Female,A,-79.95406746746394,E,173.5267508838888,E,C,-145.98338903944844,B,A,1
M,A,25.86210576806776,A,20.475754512148793,E,B,110.37485382400595,D,E,1
Male,E,49.86711286347336,D,-46.38511694265765,C,B,-35.473651070791355,B,A,1
F,B,245.31686019491366,C,71.55498378360394,E,E,-67.31569983089511,D,E,0
M,B,-76.88404705923818,E,-102.01345842171978,E,C,-71.59605045832653,E,D,0
Female,B,-36.684921732714756,A,30.147377795070874,C,A,-62.110461344849746,A,A,1
Male,E,38.47215201698913,D,-74.01942136399067,E,C,23.194213294586614,A,E,0
M,D,-73.18107632221314,E,100.532966416656,E,E,197.07863958217848,E,B,0
Non-binary,B,147.63965248548413,E,-127.88377178295347,B,A,-4.062139903047688,C,C,1
Non-binary,E,111.14484732571593,B,8.422275812696853,E,C,-52.38790450102459,E,A,0
M,D,-180.8105585926575,B,-102.12724680295426,E,A,-103.85351050132677,C,B,0
Male,E,13.107340473832588,D,-94.31519100115389,B,E,132.25172928531117,C,A,0
Non-binary,B,-105.03320899535977,E,44.081358449796134,C,B,-100.43241151741415,D,A,1
M,D,-176.6537105000195,D,4.315371492588108,D,B,195.32059472641527,A,B,0
Male,C,59.984529927032995,E,107.41923690859923,B,E,-235.5433480279468,E,D,0
Non-binary,B,52.130571863039435,A,11.628680685219441,A,B,-81.27305365504891,B,A,0
M,B,-128.82431754885445,E,96.51666748462462,C,D,32.36043263290739,B,D,1
Female,D,76.18002202820915,A,-207.27476915679713,A,C,-322.91641561524926,E,B,1
Non-binary,E,14.4032142343468,A,40.29937744332746,A,B,-39.945287135852226,A,E,0
Female,E,-63.11331741921163,C,53.86466209831996,C,D,55.004828866262756,E,C,0
Female,C,-74.77908002227058,A,239.9153975054477,D,A,23.87668669293189,E,C,0
M,A,2.505367156420533,A,85.51578655570322,C,B,-13.877750614550704,D,C,1
Male,C,0.37649188541703765,E,-58.72181079094325,B,B,-186.1549418413784,E,C,0
Non-binary,C,-150.7082180418633,A,-43.20875332818059,E,A,81.64284724310329,D,B,1
M,C,62.91600515928395,A,-123.20902121256445,E,C,-169.02493493848345,C,C,1
Other,E,11.239821555191755,E,-65.78105384915742,D,E,-106.39702555045996,B,E,0
F,D,-108.04629120392076,D,151.27207436754927,C,D,-125.05954908572805,B,C,1
Other,D,-47.39428148720897,D,-42.76213333900649,B,E,-49.75092913417119,D,A,1
Non-binary,C,152.99196797145427,D,-125.86254647230062,C,A,21.349992867480474,A,C,1
F,E,116.86375660037723,C,-1.5841924708204276,A,B,-120.52909480477693,D,C,1
Female,D,131.0742078728289,C,-163.88565454644535,E,A,4.241467729622506,B,D,1
Other,E,-186.0000992741893,E,-112.23988770855875,B,E,-78.29864301920948,A,D,0
Male,A,153.1539784263153,C,-7.495661658528155,E,A,-127.57413701476364,A,D,1
Male,C,-61.140535034086504,B,23.395877597994343,A,C,-48.006399461843515,A,E,1
Female,E,-91.60919473568482,A,170.98978657439957,A,C,92.26079154234571,A,C,1
Non-binary,B,-96.11908518106847,A,152.65213873001514,D,E,27.07867034166387,D,C,1
Other,D,-165.8919428157678,E,193.18681588302294,C,E,84.43250289120566,A,E,1
F,D,144.45711804173484,B,92.45579616978443,A,E,150.93978336379138,D,C,1
Other,E,-97.45092447148386,E,73.42138135315089,A,C,215.91920633152898,A,B,0
M,C,-60.008339874731476,B,-153.27072680218578,D,B,-23.026914930542095,A,E,1
Male,C,-1.1716803781200278,E,-43.80625039744745,B,E,33.54968213715867,B,D,0
Non-binary,C,-14.503540266472495,D,-24.102423164409498,C,A,-125.9640951238162,B,A,0
F,D,-9.20470640139415,B,-16.808053094239412,E,B,194.11780096121723,D,B,1
Non-binary,E,-211.6232258304738,C,25.15713895528307,D,D,-86.90877030883927,C,B,0
Other,C,14.189541726437458,A,-37.57640039958691,A,E,53.839984356203544,A,B,1
Non-binary,D,-6.457094721278386,A,-77.37055302844311,A,C,142.2284851475959,D,D,1
Male,D,195.34292392846814,E,-47.648916595081545,E,B,-60.22041359728505,C,B,0
Non-binary,E,-1.7057741318168136,E,118.20257954145046,C,A,-18.611077734225407,B,B,0
Male,A,-5.461864490775366,C,-79.96631034432316,C,A,-53.89491809810798,C,D,0
Male,E,21.96697530551116,A,-49.44558428687491,D,D,171.8046192622122,A,B,0
Female,D,-43.9574493981242,A,-91.04119814074689,A,E,11.21193771411055,A,C,0
M,C,-18.475276381448836,C,-81.98811239544132,E,E,113.1408846709663,C,A,1
Male,D,19.81040729551737,C,-15.346017688506643,E,E,-67.17247086196359,D,C,0
Other,C,56.1008958766433,E,18.333046777237982,E,C,158.3438409151539,E,E,1
Other,A,-54.2648679414254,A,-140.72331940824628,C,E,43.258124877325464,E,E,0
Other,B,-105.8774208279055,A,-41.51092776748111,B,E,-142.24211953694783,D,C,0
Female,E,-37.49731398665537,A,-103.51896330647452,D,A,-93.95107296048441,C,D,1
Male,E,182.64931401992203,C,50.278158623616044,A,B,47.574130036499376,C,B,1
F,E,-34.95232316393607,C,210.33848423847155,C,D,136.106231787147,D,B,0
Non-binary,B,85.42951342858258,E,10.558090520028726,C,A,68.44072253974107,E,E,0
Other,C,21.750342234454653,D,45.889185710007354,D,D,9.015525758777375,B,A,0
Male,A,7.635674858318972,C,102.14392245626449,D,E,-1.8931723364896285,C,B,0
Non-binary,E,61.72911263698651,B,-131.58519215236765,B,C,-10.115740832257865,B,C,1
Female,E,-8.536598282259625,E,23.175670008106906,C,C,-152.84991705211544,B,B,0
Non-binary,E,54.64758035095638,C,-112.39089357027594,D,E,29.49354918170793,D,B,1
Non-binary,D,-91.48081364815252,D,-47.068246902299705,E,C,26.539974074464045,B,E,0
Male,B,133.47223719643765,B,14.062674626878358,C,D,21.425553179312477,D,B,1
M,C,-139.36941371030497,A,130.72053535031358,B,E,15.095765385305107,E,B,0
F,B,-1.3412563666904571,B,-68.73851802642382,E,A,65.08601398779204,D,E,1
F,D,-91.67952932599738,A,-21.77890201116608,B,E,-115.93950484895525,C,D,0
Non-binary,C,-175.1851067553848,C,0.4729532619043241,E,D,-138.3665261166164,D,E,1
Other,B,-128.37367259230373,D,166.27514116628734,D,E,-93.81315425932625,D,B,0
Non-binary,E,14.827267306609937,E,-46.52383609636605,B,B,-110.0532850260961,A,D,0
Female,A,150.9957545889781,C,127.63703634817554,C,B,-1.0107936930075447,D,B,1
Female,A,219.35494942568164,E,69.19979471483299,C,C,-37.060886235034765,D,C,1
F,E,-21.47971908276109,C,20.532644039468885,D,C,136.69831658027155,B,B,1
F,D,120.64731508942839,E,-43.50375424431429,E,D,-124.11605173347566,A,E,1
Female,E,-3.457341943213942,B,-143.2391442453579,B,A,-24.651697663295167,C,D,0
M,A,147.30390603243853,D,56.6729664220468,D,B,14.14585458974193,D,C,0
Female,C,87.76901139375909,E,79.7829156072346,C,E,-32.8348256333159,D,C,0
Non-binary,D,-69.52195750902436,D,-57.124641018808745,A,C,37.04818905647947,E,C,0
M,D,112.22379079923357,A,-88.68538596410015,B,D,-57.521966415488635,A,C,0
F,A,36.79565701502497,E,-17.74174298219672,A,D,20.871134610404237,B,B,1
Female,C,-108.53921640902271,B,-204.12052355840018,A,C,-49.380147853113684,B,C,0
F,A,180.93753579121318,B,10.817649419086992,C,E,-162.65703132274817,E,A,1
Male,D,102.90423530932773,D,-13.767160633076585,D,D,20.28646156363005,B,B,0
F,E,62.07496063339285,E,-35.64654151715496,C,B,-118.94761752609352,C,B,0
Female,C,-142.32421776010162,A,110.85120377095386,B,B,56.22255097292377,B,C,1
F,D,5.9692562550649555,E,-119.64372494601663,D,C,-29.826235705112435,C,E,0
M,D,-139.13798754559795,E,59.96213973704013,B,E,-5.004879661564984,A,E,1
Female,C,-42.2085057954077,B,12.9396437360027,D,E,18.561449345896854,A,B,0
Other,E,115.53968594316682,D,114.0585300791543,D,B,-70.9361193206213,C,C,0
Other,B,-26.483116505786043,C,-130.9923479540892,B,C,79.94740272747303,C,B,0
M,A,-61.326443190228076,C,121.76884395519761,A,B,130.9787066037206,E,E,1
Other,C,149.92001866564982,B,-131.76337315778918,C,C,76.16169786149402,C,A,0
Male,D,11.584209256105092,A,-49.34363419569864,E,E,-95.9006300964163,D,A,1
M,E,121.29351858726427,A,-70.36028852382569,E,B,59.40470442481263,E,A,0
M,C,-116.5378933522003,D,43.18757420354475,E,C,-32.63315998272653,E,E,0
F,D,50.18942816294592,A,-73.30162861305438,D,A,-149.3141711364798,B,A,1
Female,A,-10.577752186650587,B,105.44911246432072,D,B,-152.1313111897888,E,D,1
Male,D,74.78331488132689,C,38.42423795403231,B,D,91.38754382689581,D,A,0
Male,A,-5.63056985429519,D,121.17761585887298,D,C,-54.20531215790961,B,B,0
F,D,78.24934073530152,B,-16.61274102401062,A,E,-32.84157534230188,B,D,0
Female,B,-127.9793193895111,C,-10.678411351413068,A,A,-69.06064164298441,D,E,0
Non-binary,E,85.36534346818257,E,59.04313433057755,C,B,36.58922463882702,B,C,1
Male,E,-98.21111158824827,A,95.9046817406057,B,B,100.18438141242585,D,D,1
Female,D,283.79247145524766,A,-30.639249141955936,A,E,24.520839089662484,C,D,1
Non-binary,C,-250.59442864199627,A,81.71696299589146,A,E,78.54122062343201,C,C,0
M,C,37.59320130553897,D,-64.16407887136782,C,A,27.06882319606793,C,D,0
Male,D,34.744235539123565,E,192.52688076827303,C,B,191.05892787165394,B,E,0
M,E,80.71559703864986,A,19.53173502953655,B,B,15.156739698254764,D,A,1
M,D,-51.43043493553397,E,20.40062215816158,D,C,14.736427921821926,D,D,0
Other,C,53.89096112928703,C,-29.463307553222766,D,C,30.41471695665816,A,A,1
M,A,-129.15787611060944,B,-34.342426240849534,B,D,113.2536639958424,B,C,0
Other,B,-77.34944574941593,D,35.351544565623506,B,D,-205.32584514405895,A,C,1
Non-binary,B,16.65017235237701,C,84.32109813066879,D,E,-131.83700924455667,D,D,1
Other,E,148.29657746052078,C,23.32384090703562,C,A,95.96961729279803,C,B,0
Male,D,-74.06017758632537,D,-177.34686805134515,E,E,-23.25691957682858,E,A,0
Other,A,52.68792439484944,D,99.3584918617183,B,A,60.132786444946476,D,E,1
Female,D,41.37500461597302,A,-94.89326970229985,A,D,98.05342008484729,D,B,0
F,C,65.11847651869398,A,147.88019760088042,A,A,15.683726470956524,E,C,0
Male,E,74.87787019269479,B,29.370458329409594,D,E,7.765021427529407,B,D,1
M,A,-160.4103780784282,A,-93.53654594343081,B,A,52.27625375380441,E,E,0
Male,D,116.39867547441031,A,25.07017225950956,B,D,-22.524963163164347,A,B,1
Female,C,-20.5984437538881,C,-74.30167834824066,A,A,-41.62589793594144,C,E,0
Male,E,-37.38548995375031,E,-106.4890142587978,A,E,44.14049970840937,B,E,0
M,E,-63.84539758199173,E,238.860493401939,B,A,105.2256149156966,C,D,1
F,C,-98.59243949216783,E,-185.01682035062606,C,E,-47.76454004693288,C,D,1
M,B,32.242762942277814,B,-17.545029201218682,B,C,-82.88387497669547,E,C,0
Non-binary,D,134.8511499349273,A,-17.334559892442048,A,A,178.11524252746702,E,E,0
M,E,-72.45342885727553,C,69.11654474101246,B,D,81.18340317509248,A,C,0
M,C,-98.7266024014563,E,54.149045597548685,E,A,-18.114543867775367,B,E,0
Other,A,-141.38493952307144,C,162.95996692031915,B,A,11.127873723829355,D,A,1
Male,E,49.808339959065776,A,-134.33819547389848,C,C,-125.1820412835229,E,E,1
Female,E,13.335387382242844,E,47.25420307719842,D,A,-196.1172939473842,D,A,1
Female,D,15.34348592392439,A,-221.6303143127022,E,A,24.81459458016134,A,E,0
Male,D,-83.0602187921245,D,77.49187016569277,D,C,-65.88243232071893,E,C,0
M,B,13.303483842261155,E,-19.362910064292343,A,B,-279.76364854087814,E,B,1
F,B,-39.35134678367929,D,-20.75544476829428,B,D,-57.41148799227373,B,C,0
F,D,-43.61156258187658,C,-6.110202254782184,B,B,11.633161528984989,D,A,1
Non-binary,B,6.977939726904671,A,-70.56221017770213,E,C,19.591733134724752,A,B,1
Other,E,25.527249012379645,A,-17.089951646852715,E,B,66.47556139149638,B,C,0
M,A,-113.5381403019893,E,155.69290033170077,B,C,-69.21139432786369,E,C,1
Other,B,70.78434451066117,C,76.41935300973346,A,D,107.55574419865093,A,E,0
M,E,3.4433527142898046,B,-63.32487128315704,D,C,-119.97203049501701,E,D,0
F,E,-24.11399601314168,C,-35.48667913995494,B,A,123.95625055425612,A,B,0
Female,E,69.33186288105826,A,-190.59463792477936,B,D,97.77480748246876,B,D,0
Male,B,-63.4911666349641,E,-68.7021485840763,C,C,72.21123043363163,C,E,1
M,D,-79.51572083076394,C,-73.24055933458055,C,A,-88.1026561601815,D,C,1
Other,B,-116.57005365764674,E,94.19570815447302,B,B,42.16747895825121,E,D,0
Non-binary,E,-159.7503400010089,A,67.4623430417172,E,A,-28.974807315283048,A,C,0
Other,D,-20.167321692650482,C,119.19085761224137,B,D,174.81442667550863,B,A,1
Female,B,26.504755334980334,E,158.4537337859783,C,E,-28.929482210611884,E,B,1
Other,B,9.115936187344722,C,156.66502803999944,E,C,2.9169248689326457,C,E,1
Female,B,-0.034343857305474686,A,15.12108897819838,C,A,-84.95978316762093,D,A,0
F,C,183.27129083299835,E,-72.07607036043495,C,D,29.58444102852118,E,A,0
M,B,30.66062109457195,C,248.08414080008544,E,E,35.47684878020959,A,A,0
Female,C,-131.87835776686487,E,-60.81876563046564,D,D,-56.07468383907941,E,B,0
Female,C,72.71703093763658,B,-26.424140952217908,C,A,-86.00371613313091,D,E,1
Other,C,-84.47198576605226,D,-45.26667868727175,B,A,1.9773701155026326,C,D,1
F,E,47.04644912724953,E,112.98167093301643,B,C,-56.71243155838498,C,D,0
Non-binary,B,-13.794944763523825,E,130.1231892512039,D,B,63.77106708690257,C,C,0
Non-binary,A,-38.97151806676228,A,71.6752435418412,C,C,-45.57438790631598,A,E,0
Non-binary,A,-93.01259671046148,E,55.32245817942479,A,E,-52.13716910801885,A,D,0
Male,A,20.194299801761602,B,-119.33922637522707,E,D,15.248156352757583,D,E,0
F,C,-41.55467007669836,C,69.32192228111302,A,D,9.114537903705958,C,A,0
Male,D,-111.34709008936153,B,151.0530598119705,E,D,6.139662833352685,B,E,1
F,D,43.272864947186015,B,-46.91054934275458,D,C,-99.92664016597685,A,A,0
Female,D,-81.90482302658417,D,50.89842625607079,A,E,142.125977347944,E,B,0
Other,D,51.07875020938584,C,-41.10121759161277,D,E,0.2990926726959914,E,A,0
F,C,-0.31695495872584456,D,-54.75607917233485,A,E,39.466336912875896,E,B,1
M,B,-68.7830857510711,B,-71.7536476789198,C,B,141.7534534145813,A,C,0
F,B,-44.50629298612569,D,-53.90372923569486,B,C,5.701781827860599,D,E,1
Non-binary,B,161.24085018261724,E,-149.1915036109908,C,E,185.33327208214294,D,C,1
Female,C,-126.96586915313857,E,-50.018079617425414,B,E,-37.25979407972873,A,A,1
F,D,73.34863849175917,D,-136.87546995736727,B,C,115.53433600343577,A,D,1
Female,A,-114.44243277467795,E,-36.76811755135932,A,A,207.8230258303361,C,D,0
M,D,-99.22072123002363,B,74.28926012992054,C,E,-104.4121227482373,A,C,1
Other,C,39.9294999705129,C,75.84833132561451,D,D,31.299248255462825,D,D,1
Male,A,-12.250454864843476,D,200.3108687914479,A,B,45.300504378661486,D,D,0
M,C,-10.566112055367595,A,-111.06183142558399,E,C,236.2779927933368,C,E,0
Other,C,-91.80954918772647,A,87.03112072975713,A,B,75.10056225558381,E,D,0
Other,E,-96.74001294531838,C,-179.07211793360776,A,A,7.393901897903313,D,C,0
Female,A,57.90134067066746,C,30.997844940207465,D,E,-1.198472867201347,B,B,0
Female,D,-290.1077297643245,A,-16.485847739360857,D,E,-53.609423885521664,C,A,0
Female,E,-81.04179691414384,C,94.07907747360316,C,C,-61.91212545364858,B,B,1
Female,C,-84.79407138898274,C,59.541529222120836,A,A,74.42751002807084,A,C,1
F,E,-84.1259312435584,C,-54.55608487425321,B,B,16.95826080392401,A,B,0
M,A,-54.106161339013234,A,77.44955296079232,A,A,81.10995883619293,E,A,1
Female,A,126.53587110676978,C,-139.08184387344699,D,B,-139.3553533068047,C,E,1
Non-binary,A,91.20815404763513,B,70.73276091454268,C,E,73.90072731273992,D,B,1
M,D,-17.245512973816787,B,156.16002494276736,C,D,201.7190567297595,C,A,1
Male,A,-82.17148749384509,B,0.272355733486219,D,A,20.155321967240468,B,B,1
Non-binary,B,86.99252838915132,D,74.60996349595268,D,E,156.77641730198678,B,C,1
Female,D,34.44782612764121,A,75.93098469338692,C,B,-73.08609323876964,C,A,1
M,A,49.059750274666506,A,-83.89730006295723,A,B,55.60855894833937,C,E,0
Non-binary,C,104.10328768531798,C,1.160959587505089,D,D,144.11843368201977,B,E,0
F,B,134.3073960623036,A,-94.71315317135762,E,C,-63.236635745870906,E,A,1
Female,C,108.33739667451812,C,-100.69759622097064,A,E,25.17200010442453,E,D,0
M,D,-33.92717843944653,D,71.82636268398782,E,B,40.36440605428177,B,C,0
