age_range,religious_affiliation,military,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
51-65,Buddhist,Veteran,Hispanic,E,E,-96.2188885627115,C,B,A,-1.8097638759241808,-70.8122747406043,B,-37.61315210515831,A,A,-18.659337407026396,-106.04953480924577,1
18-25,None,No,African American,E,B,-73.58691438248886,D,D,E,112.61674569581663,-56.911042027224426,A,-80.21416509036327,B,A,-23.392852314493894,122.34470667643937,0
26-35,Jewish,Non-Veteran,Other,D,E,-50.694744550022385,E,E,E,-16.874345020999726,-48.39158548679259,E,-54.80676683231568,D,D,-14.686937671325287,-13.359742434219967,1
26-35,Other,Veteran,African American,A,D,103.90446860779785,C,D,D,148.62338208132945,-136.23573874550573,A,109.91710134633352,C,C,55.966276503883435,-20.405880000447986,0
18-25,None,Non-Veteran,Asian,B,B,-41.779658492123176,E,B,C,-206.41969829242285,1.7435274084244021,C,-55.066399951259285,D,A,61.346145759375304,4.471423389170906,0
26-35,Hindu,Non-Veteran,White,B,A,207.80925692104404,E,E,E,-82.658247231568,102.3908334025607,B,-136.92341987993092,C,D,-140.33818238135902,-122.6366036722941,0
51-65,Other,Veteran,Asian,C,A,-51.00498013569354,C,B,B,91.131523692059,-54.72653852282756,D,110.07423985251796,A,C,-128.77961651482315,34.82283384514842,1
36-50,None,Non-Veteran,Asian,A,B,-206.54598004569587,E,E,D,-41.526337198886594,37.932258902577104,B,-25.824659656439092,C,E,71.21735399705152,50.84348160603939,1
51-65,Jewish,Veteran,Asian,E,C,29.850566151715835,E,A,B,53.90032707847862,-117.64157143439256,B,7.020015851076225,D,B,1.826004481129724,-152.839572669629,1
51-65,Christian,Veteran,Asian,A,D,45.67782886280056,E,D,C,36.73247610471958,2.6602361858476793,C,77.90614143594081,A,B,-24.879296933691496,-76.20669793066321,1
65+,Muslim,No,Other,D,D,176.0978774764471,E,C,E,43.91162173694795,-79.66731717303153,B,-117.77923885552848,E,C,19.732524713263295,-93.66609148453013,0
51-65,Christian,Non-Veteran,Asian,D,B,113.36555450791379,C,E,B,-97.01913372244924,-143.02643291396825,B,59.92215905165882,D,C,19.573481749818434,-135.0077596611154,1
36-50,Hindu,Veteran,White,B,B,234.9979041550236,E,A,B,-72.70819154481943,48.744566978233316,B,-96.67285509239217,D,B,-3.5005777850931814,-3.7897756983804953,1
51-65,None,Veteran,Hispanic,E,B,-204.50008333528137,A,A,C,53.7332880437858,-25.485609999600268,B,-76.81714499982303,D,B,-132.90700025867122,128.1129326139443,0
51-65,Jewish,No,Black,B,C,4.645049056650658,C,D,C,203.97214253490938,-2.533911363054222,C,-21.043796876575527,C,E,184.00497695729086,82.47522699904798,0
18-25,Muslim,Non-Veteran,African American,B,E,22.613653151846556,B,B,C,173.94680929170556,-87.62219066826961,B,-67.73222029717083,C,A,-52.344166676821025,-152.99162722244233,0
18-25,Other,Non-Veteran,Asian,E,C,-14.037554977178646,E,B,B,-195.05444192911065,42.91197909169638,A,-78.31297602319927,E,D,83.54870453232132,27.771053401025377,0
36-50,Other,No,White,D,B,158.80127059196866,A,D,E,-26.210076467141658,-159.38637829826084,B,-116.48401494506437,E,E,-12.082551050773482,50.369087590959715,0
26-35,None,No,Black,D,B,-10.545320995154068,E,D,B,143.8617366610817,-81.53622126286338,E,-91.90007059932178,D,A,-45.500675794414335,-61.73958350085286,1
51-65,Other,No,Hispanic,B,C,-12.663807853442405,A,D,A,-5.733612019144346,291.76710130427415,A,32.58221083888132,A,C,19.297794967560385,83.30457106745914,0
26-35,Hindu,Veteran,Asian,D,A,19.47759800837919,B,B,B,-4.93520098575589,-76.62853673049264,D,-203.89852759174158,E,D,204.47625781127812,-23.515263735564655,1
18-25,Jewish,Yes,Black,C,C,-5.830422899656479,C,B,D,15.055520710904204,25.853276348388444,B,15.999653431833918,B,C,-87.48499008002906,-110.8710130038925,1
65+,Jewish,Yes,African American,E,A,-5.67683138483065,C,B,E,-98.45975543716806,82.4085794377843,B,95.2800819463554,A,E,-1.4320140074682937,-52.95137179184422,1
51-65,Other,No,Asian,A,B,-205.24301992881658,D,A,D,-61.7009921301723,-6.862037639843733,D,128.06505962585726,A,E,107.58816234333419,-69.34025375021484,1
65+,Jewish,Non-Veteran,African American,B,C,-39.93061534343971,C,A,E,76.01855830755356,-213.06526382007868,A,31.129746971441392,B,A,19.8093838608639,160.01111308067348,0
51-65,Other,Yes,Other,A,E,77.96099465740122,E,A,B,-66.44401797702741,-8.189963092946034,B,58.92288768896626,C,C,38.4108034430102,-42.308989166957375,0
26-35,None,No,Hispanic,D,E,-34.67375942845364,A,D,C,58.236210333677775,-32.00934743151315,C,17.227729222675183,A,E,-34.96196566021266,92.98239017560638,0
36-50,None,Non-Veteran,White,B,D,-47.70614239883174,D,B,C,35.32543626418452,84.12542134503421,D,41.21918469151589,A,D,13.438366544693551,7.142866896320734,0
26-35,None,No,Hispanic,A,C,154.79377381160953,C,B,D,110.49430092498878,68.12564514490074,E,-190.7560683270215,C,A,-107.47908134603668,-143.9524483087543,0
26-35,Hindu,No,Other,E,B,-44.608178832117886,B,B,E,-43.25425543994833,-12.447845751614183,C,0.022677152837944813,E,A,-14.221429640210381,-13.78303346302307,0
36-50,Jewish,Non-Veteran,African American,B,A,-46.598617396628015,E,B,C,-103.09665397945875,-153.39662046534963,A,-104.58627081688114,B,D,-72.5929940411459,106.65026449889909,0
26-35,Jewish,No,Asian,B,B,58.25945675311524,B,E,A,-45.28071903089472,87.25405658406417,A,-46.60606599415079,D,D,135.1155781566629,162.78504611038818,0
65+,Christian,Veteran,Asian,B,D,154.94459628923113,C,E,A,-34.95814163500622,42.01371478447762,A,30.326387994216148,B,A,93.89862083328806,-123.16021261539633,0
65+,Other,Yes,African American,C,D,100.5343263079499,A,D,B,38.498652686340215,-25.84839968211174,E,15.011271189150403,C,C,-44.28821011226564,81.98497949896519,1
51-65,Hindu,No,Other,B,B,117.76891263411018,C,B,C,-114.27325855263966,229.34722610933136,B,38.66683242758028,B,B,-59.875968311765035,113.91257839355926,0
51-65,None,No,Other,E,B,17.415174756862953,A,A,D,50.94196778252291,-43.55862519655493,C,158.1615333847632,D,D,-18.350031096164017,113.89089030158306,0
18-25,Christian,Non-Veteran,Asian,A,E,98.54582102359348,C,E,A,-45.650537141393514,67.66978678482866,A,-35.54610594353484,B,C,-117.83977539847521,-235.4962295406913,1
65+,None,Non-Veteran,African American,A,A,98.66635161311426,D,C,C,-45.04404229324472,-53.38808419231338,A,4.260829816230593,D,E,37.485905260991295,21.036681413136357,0
51-65,Hindu,Yes,Other,A,A,-102.86753986824355,E,B,B,-45.045434832861716,-0.21092390629232063,C,59.41974544022849,A,D,11.181523488366265,11.431297708413945,0
36-50,Other,No,Black,C,A,-52.23490348970762,D,E,B,-88.83950581992376,-12.867894428342808,E,-9.364515727234652,A,D,68.26944142288983,144.79886871396022,1
26-35,Buddhist,Yes,African American,A,B,-12.36185306674082,D,C,D,80.27810074559906,-133.44923144931494,E,-99.46674238582538,B,D,-115.49194636848068,-15.498410493496923,1
36-50,Jewish,Yes,Hispanic,E,A,25.0568908551272,C,B,E,-13.022452276405192,69.29807212855451,E,-108.12329105015333,A,B,-39.133560263578325,26.498397585743856,1
51-65,Other,No,Hispanic,E,B,44.58395782039393,C,A,C,11.34496504509364,3.242138961183108,E,84.87603887171967,C,C,-80.53055669534477,-113.78314186588186,1
65+,Muslim,Yes,Other,B,A,-115.64024262947036,A,E,D,-131.50396630031233,-160.27088188467138,A,112.35643900000053,E,D,-126.66595785043313,-87.69279228055483,1
36-50,Muslim,Non-Veteran,Black,E,C,87.5688424683797,C,E,E,62.13445845111766,-25.264348971134975,E,61.78658182658773,A,B,-48.59362140107159,149.55710510800927,0
65+,Hindu,Non-Veteran,Asian,B,A,-71.08793748607732,B,E,E,-22.63018408015237,171.10183391280037,C,31.62049884171815,D,E,-10.17282629232334,-41.12084758478636,1
65+,Muslim,Non-Veteran,Other,B,D,-74.69869604766446,B,B,B,68.92051337834828,-80.95297574508487,D,83.99047758550265,B,C,103.88665570083828,-85.6122232645682,0
18-25,Other,Non-Veteran,Black,A,B,110.54886958747903,C,A,D,22.65443693657972,99.24437687316717,D,-124.68199243751256,B,D,5.040476344609874,-163.1686064692763,1
26-35,Hindu,Yes,Hispanic,E,D,-192.09989627357427,D,E,C,95.82244970752208,49.09217205518874,D,18.29696525825393,D,C,81.94666071744004,172.8236849559955,0
51-65,None,Veteran,White,C,E,-72.6565690582953,B,A,E,-56.433088631795556,-2.1998789874789515,A,-2.6025669400045692,B,A,46.4872815548306,-123.04721663996064,1
65+,Other,Non-Veteran,Black,E,E,41.80823084444531,C,B,B,-67.44107193987338,179.9297062616321,E,-68.3662373672112,C,A,145.51459687051417,-46.377638126801244,1
26-35,Hindu,Yes,Other,B,D,5.985940255368488,E,C,D,-44.4709418263947,57.92645493099449,E,-23.97477402768267,C,A,-196.83425203444278,-68.53940051924326,1
51-65,Christian,Veteran,White,E,D,-45.66255021346235,D,E,A,-134.68052457359016,80.42060912234085,C,-170.06737804853412,A,B,34.43099058431473,82.31635033949169,1
51-65,Muslim,No,Hispanic,B,A,-25.202267041193277,A,C,C,121.25873655839561,10.215359213944566,A,-26.754492908070088,A,B,-18.272692352205134,-181.97013551066482,0
65+,Christian,No,Asian,C,C,26.105759490921088,B,A,E,39.764878590652,126.00412602768527,B,235.49964455659702,C,D,4.478425206015225,-102.82235722819004,1
51-65,Hindu,Yes,Black,E,E,-66.29461138640558,E,D,C,-126.21928841726486,29.280381318168153,E,8.392850633845109,C,C,-53.5528467449212,37.71655553155766,0
18-25,Hindu,Yes,Asian,A,C,-23.391344543732114,E,A,E,-62.803664697814355,-60.96840073876882,E,97.99994952424026,E,C,-133.65699944127064,58.26175186488075,1
26-35,Muslim,Yes,White,E,E,238.3987219123235,C,B,E,7.610057685886491,-222.04235396967192,C,12.871934942123758,D,D,55.19160817065916,41.658863228847885,1
36-50,Jewish,Yes,African American,E,A,-89.05588568220246,E,A,A,52.55203324284964,-80.50413588320124,A,410.0631998984137,C,A,-39.01656871199696,326.6180597658073,1
36-50,Hindu,No,White,E,C,82.0443246265605,A,E,C,201.85788256154328,-65.0164295611492,D,-271.64315650267616,A,E,24.28782207916093,23.36807964893095,0
36-50,Christian,Yes,Other,C,D,-215.40219925881362,B,D,E,-137.35849324179904,75.02339355230438,A,-144.44126136459585,D,B,16.593977877553378,-29.18938229754808,0
36-50,Buddhist,Veteran,Black,C,E,-85.48508226831319,C,B,D,75.85888460869032,110.83063649966725,E,-73.54429501972317,E,B,-162.30664884099033,-219.01678449966954,1
36-50,Other,Yes,Asian,D,C,-115.32683151186927,B,B,B,-80.84326349562325,111.3589316171032,D,76.34020886207004,A,C,9.08725384447446,6.806486672833801,0
65+,None,Non-Veteran,Asian,E,A,259.7701458244125,E,D,A,-17.223611895901314,101.82476653827419,E,-56.310068748151146,D,B,-75.05415403763355,41.84688673362946,0
26-35,Christian,No,Black,A,D,-77.7053524179167,C,D,C,-106.39126221583024,237.2455806785445,A,-178.47985972853334,D,E,28.50596482950083,-0.43653445670863295,1
26-35,Buddhist,Yes,Hispanic,D,C,22.956207787634128,D,B,E,-53.62835847268216,94.09140476087657,C,-72.34938410779077,B,A,49.05565781947836,14.438537514757257,1
36-50,Hindu,Non-Veteran,White,B,B,-119.01868783537985,B,A,B,127.3368132105027,50.31749274703278,A,175.77888543433602,C,D,-87.77407308111448,-106.56657588809972,0
26-35,Jewish,Non-Veteran,Asian,B,C,55.578136534516396,A,C,E,32.39760677282938,93.7414050175516,A,67.51452227581652,D,D,52.97933520480519,106.27302957064586,1
36-50,Buddhist,No,Hispanic,D,C,-83.75576388994891,D,A,A,-22.671994508086364,-176.2762241147688,A,-59.54692811804411,B,D,132.89446309516777,-167.12189095709945,0
51-65,Jewish,Yes,Other,C,D,-1.9956422638344986,E,A,D,-91.68659917071561,-8.52149897316043,A,151.56617154640546,C,D,-42.84536758282184,156.34435925978053,0
51-65,Other,No,Asian,E,D,2.7241378000839336,B,C,C,1.0438993163427108,305.67031178929483,C,193.27088996209253,D,C,22.363689561726968,-109.21956182059283,0
18-25,Muslim,No,African American,B,C,-138.08697284881157,C,C,E,-118.11792944181387,73.88281805644692,C,-135.68834081591353,C,C,-31.25442325364716,-21.3480896196534,0
51-65,Buddhist,Non-Veteran,Black,D,E,21.376041979543533,B,D,B,58.47170908444013,-126.47826622886367,C,-95.88465639570872,D,C,91.36090570552382,-81.9994345787359,0
36-50,Christian,Yes,African American,A,D,-80.32796492011474,E,A,E,11.233295395105877,-123.70668958699969,D,10.146609645424142,E,B,101.02695628063243,-66.03139314724072,1
65+,Muslim,Non-Veteran,Hispanic,C,E,18.24988466600565,E,B,B,-184.6433975963842,53.259046184949746,A,-165.20314890512873,B,B,-72.29732298888693,0.4179468244274609,0
51-65,Hindu,Non-Veteran,White,A,C,184.3483486630075,B,C,E,12.83536717996871,-45.5323098908236,C,-67.34312131712352,A,B,-144.78063151291772,-81.16325878898525,0
26-35,Christian,Veteran,African American,B,E,46.20698720989791,B,B,C,-92.59064751408566,26.164496421064058,C,29.507982385580778,E,B,56.16671903467172,-54.72445636458737,1
51-65,None,Veteran,Hispanic,E,B,-35.111813000322435,B,C,E,111.15301577197876,29.29682928242181,E,-9.690971217227222,D,E,-40.71934531208417,120.26529673381741,1
26-35,Hindu,No,Other,D,C,-51.473111398719496,B,A,B,-37.04085449337118,48.7361637796079,C,115.51716721169566,C,D,-253.3573511942688,-124.17774932699592,0
18-25,Hindu,No,Hispanic,C,B,53.62921049159921,E,E,B,-125.81896444886998,-169.6467397339854,E,-28.64063627511655,A,E,-296.3725585018883,17.180601104254926,1
51-65,Buddhist,Yes,White,A,A,131.69367549215315,C,D,E,-73.37724026430638,-85.81573702210613,A,-10.467057035788688,A,A,-44.19562379236816,144.73916055468902,1
36-50,Christian,Yes,White,C,B,83.9518795189343,E,E,A,-51.353998469843674,-66.44891085619898,D,-82.801581535133,B,A,32.186145481970534,-9.369824165311966,0
18-25,Buddhist,No,Hispanic,D,B,3.706533556060047,A,C,A,194.63181758674185,9.71404065508816,E,75.49753653782716,C,D,54.91332678771143,-16.44402449787818,0
26-35,Buddhist,No,Hispanic,B,C,-147.9581425019877,A,D,C,67.64453180013788,103.54329330819925,B,-65.01752537688726,E,A,132.50615294225688,168.96909907732442,0
65+,Other,No,Hispanic,E,A,33.2820923384093,B,B,A,-4.802453504524963,93.34902642558566,B,-168.67793374175056,A,D,-125.83192987930644,10.057881113898656,1
51-65,Hindu,Yes,Black,D,C,-98.10930079068967,B,E,D,13.563168360920526,-72.05449173364904,A,-136.69444268745647,E,D,-45.427366094499924,-13.314285775800986,0
26-35,Christian,Veteran,Hispanic,B,C,33.472843019793494,D,D,C,-154.79002735309024,-113.47880956476433,A,198.99747836375235,E,C,-276.71648591029975,179.36780267753988,1
65+,Christian,Veteran,Hispanic,A,C,-36.712791459605114,B,C,E,162.88906061687746,127.14566211943166,D,120.50251164455359,C,A,63.445650585511956,5.8464230056306725,0
51-65,Muslim,Non-Veteran,Black,D,B,-51.67942446357764,D,E,C,6.272717906311488,-143.3068162488729,D,28.654887049475974,A,A,113.80203097535595,68.27157227605475,1
18-25,Other,Veteran,Hispanic,B,B,1.5481405477886423,B,E,C,28.496472551244352,1.3948447578269878,B,0.5915065652067261,E,D,255.88217470263533,-18.136976439009324,1
65+,None,Yes,Black,C,E,-0.6718073718109991,C,D,D,39.18661871701118,-152.82939384271467,A,174.9937287262357,A,C,-74.74904914923071,-138.10032994081473,1
36-50,None,Non-Veteran,Black,E,E,-135.7150599051626,A,A,C,88.27795574444663,104.23835952424223,C,76.48719453278807,E,B,-41.949370704299824,58.09966837757143,1
26-35,Christian,Yes,Other,B,B,90.50476998970578,B,D,D,34.541514854890465,-170.87821861604075,E,47.29311264041744,A,A,-3.68028925051304,49.87506603144488,1
36-50,None,Veteran,White,B,B,-23.517541849087785,D,B,A,53.25180166109757,0.33300083178795825,A,-148.95337972274254,A,D,3.1015401936304756,-218.2138635588799,1
36-50,Christian,No,Asian,B,B,-198.05291937295965,B,B,B,-218.73883760309786,212.90026098232264,B,-7.797918484773669,D,D,-3.139619655541025,-33.303261906034564,0
65+,Christian,Veteran,Black,E,E,-109.17364408549601,C,C,A,62.8645291708251,51.06562172701192,C,-6.136184274704046,B,A,69.87746688211287,-84.13866327967887,1
51-65,None,Veteran,White,B,C,151.62346171254896,A,D,B,77.58614049019525,44.12113965153776,E,-79.48029226501193,C,A,102.18075190848066,42.99954005523414,1
36-50,Hindu,No,White,B,E,7.586725991688101,B,E,E,86.46342152800271,46.054877199231726,D,98.7786329447895,A,C,-84.10878783418657,43.235470354474785,1
18-25,Jewish,Non-Veteran,Black,E,E,36.13715344696242,A,E,E,256.5843085332451,3.062930113629932,B,-117.95704198874257,B,D,-12.717696549431443,-123.04658862295526,1
18-25,Muslim,Veteran,Hispanic,B,A,69.54380698676161,A,B,A,123.9358398287744,59.23573547446844,B,134.6212592511929,D,B,70.06822445546787,-181.35058134549624,1
36-50,Buddhist,No,Other,D,D,13.371109764517138,B,B,B,-148.26646469171467,-73.21474783615022,C,-2.247485723112026,E,B,23.792750423630107,-16.58206573679913,0
18-25,Christian,Yes,African American,B,E,-7.556918122664367,D,A,D,106.48962751602664,101.14145086807554,B,-50.28669155183083,C,A,95.83932753296412,-13.767854548817596,1
18-25,None,Yes,African American,A,B,143.48366244435795,D,E,A,-292.62249803473713,80.71709866824177,A,67.69550656607429,A,B,-87.44161748645031,85.40230749993019,0
51-65,None,Veteran,Hispanic,B,D,-50.91828119441788,D,C,C,-137.6426408160922,87.09134312698174,A,-202.8842695873958,B,D,148.14197824339567,-130.12064445589206,0
65+,Muslim,No,African American,A,D,39.368207852102806,C,D,D,164.1914624429446,102.85026372894308,A,50.63907841712244,A,E,59.22967175247238,-95.46290758492908,1
51-65,Other,No,Black,D,A,151.86523944997543,D,B,B,129.42657029405217,-241.53575313282997,D,-51.91534385759904,C,E,-147.76168769434517,-158.33307267021374,1
36-50,Christian,No,Hispanic,A,C,84.28634663635519,A,A,D,98.3953662563106,-58.69644828526711,E,7.614932397317626,A,A,-89.73054810175002,-128.61561172656172,0
18-25,Christian,Veteran,Hispanic,D,A,-116.80871945052095,E,B,B,151.9462974364348,96.72251360988167,D,-83.89517155544148,E,A,91.80856156338625,101.45161180690516,0
65+,Christian,Veteran,African American,A,B,75.58123153865016,E,A,E,246.67552278523567,35.23631293762117,C,-77.65695958915728,A,E,16.45602250892306,58.462264961639576,1
51-65,None,No,Asian,A,A,27.957363268306995,E,A,B,54.60622670059926,-150.48081062560996,B,3.7070101161930262,B,A,-7.294625215712344,91.87274374085207,1
36-50,Jewish,Veteran,African American,C,A,140.9730334074313,C,B,A,-65.60669264636017,-42.446988882727666,A,4.324445461033913,E,A,-64.81814242825553,-37.72868406475183,0
18-25,Hindu,No,African American,B,B,17.227602680522764,E,C,E,84.86113092731526,-41.11204767266961,C,19.8500528329811,C,D,53.35526998090588,-133.9436512179879,0
36-50,Christian,Veteran,Hispanic,E,B,-131.08777367185803,A,C,C,-106.82328303834625,28.03214795737902,A,66.02740446219306,B,A,-14.480907925651884,-42.36725492092959,0
65+,Jewish,Non-Veteran,Hispanic,E,E,93.99616240134293,D,C,B,122.41043544482197,116.09113095812322,C,-116.67846438236087,D,E,57.141623081715146,-26.92930817373545,0
51-65,Jewish,Yes,Other,A,C,23.82977809564624,B,E,A,-2.4941123523716047,-48.13264601824908,A,37.18410192040013,C,E,-138.86817644469463,-37.01864534374715,0
65+,Jewish,Non-Veteran,Hispanic,A,C,114.33788334224644,E,E,D,60.32746881117143,-4.895680639503444,E,23.378177997350452,B,D,-76.93499760429812,-170.7895177459585,0
18-25,Muslim,Veteran,African American,B,B,-67.99949748256596,B,D,D,106.59117427978504,-63.03876630502354,D,21.641369037761503,C,B,71.78920663378004,10.452090126211006,1
36-50,None,Non-Veteran,Asian,D,E,121.27316054898523,C,B,E,-47.73528221554449,-49.73453921931652,B,-206.31289082595643,E,C,105.04659670678357,148.38549333842727,1
18-25,Christian,Non-Veteran,Black,C,A,16.479415017756118,D,E,D,40.69517417397823,-42.87707243372807,A,-91.83165074788559,E,E,7.700100915188128,-74.94394588621046,1
36-50,Buddhist,No,African American,A,A,22.51582286223506,E,C,B,-31.62861276251293,-124.93325730424661,A,-82.32391626598978,C,E,52.4729031622438,230.9822931795256,0
51-65,Christian,Non-Veteran,Other,C,B,112.35313636568733,B,A,D,120.36521199611174,73.88532271896376,E,198.48248408431797,D,D,-89.57437106213783,-138.573606475591,1
