faith,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Other,Divorced,D,E,D,D,96.80946676741804,-31.015047348630087,135.37564106519972,C,-24.740884767874057,-30.34650148154189,C,22.037005292913367,B,D,C,C,C,C,16.379808669390936,0
Muslim,Widowed,A,A,B,A,80.33718936657812,159.71857456852626,-61.240177786234426,D,164.85959913133422,133.5394428589734,A,68.69475958196594,E,C,D,C,A,A,-76.37603066006378,0
Other,Single,C,E,B,E,117.71028283753404,13.1926893455457,35.364048165951495,B,-120.49263273200022,-39.335732804818385,D,68.92412692874052,C,A,C,D,E,A,-135.99716090282814,1
Muslim,Divorced,C,A,C,B,-83.66906588129666,-107.17619111542811,83.70618987863551,C,28.291888494806166,110.37960153112031,B,69.72088998354579,A,B,E,A,E,B,-24.78406190400323,0
Other,Married,A,B,D,E,-44.88396226453286,-89.41486074853094,166.83007270943696,D,49.11963482383335,108.86221429867999,D,19.3629137444978,A,E,D,E,C,D,32.02088280774995,0
Muslim,Single,A,B,D,A,-90.69590773493215,86.68667598580868,-33.030328649565114,A,93.04366319024862,-184.4143875062132,A,143.35425310557258,E,C,D,C,B,E,-22.82030304681086,0
Hindu,Single,D,E,C,A,-19.245906445166145,-35.11160489250891,90.28076786647594,E,207.71142501581608,-111.67474328291367,C,-11.57529596269227,D,D,A,D,C,A,172.64219496530373,1
Muslim,Widowed,A,D,C,C,-31.759557665132537,149.68839358472604,103.84631135587541,C,-34.23467891416045,79.03538933890363,A,-135.1001683426861,B,B,D,C,A,B,80.31697402504587,0
Buddhist,Widowed,E,E,A,D,86.27659832518033,-14.147339482718845,125.0925246704174,D,-10.901117704988076,111.44702228838894,E,174.57010330569565,B,E,B,B,A,D,-276.1818634003478,0
Other,Widowed,A,D,C,E,2.9072065469686366,1.964007673982902,-173.7118422247833,A,-139.86208834113955,9.252780474130805,D,122.37192209942418,B,C,C,E,E,D,9.915317456523494,1
None,Divorced,C,B,A,C,148.67104462577615,-136.7807366477818,-93.69970479479436,D,-141.49885168431845,48.697768739188625,E,149.07486242493476,A,C,C,E,B,C,-50.056403682703454,1
Buddhist,Divorced,D,E,A,E,7.836880510545888,123.87414191003958,-29.880181491362485,D,51.96492478083298,224.41328384510908,B,-14.25925827441841,C,B,E,E,D,A,-17.007012127885567,1
Hindu,Divorced,E,A,D,B,143.26442471108587,80.18630000873556,45.84345206927918,E,-50.08256875000935,-113.04558746572346,B,-75.76747551494924,C,D,E,D,B,C,-1.3521673801004597,1
Buddhist,Married,C,C,A,A,103.77697771188397,16.185674902438183,-129.05939286398274,B,-122.60494435519442,165.66656060488972,B,94.40461006561452,C,B,B,B,B,B,-190.29922389312674,1
Other,Married,A,D,C,E,-91.70695485675142,-7.4542233583547155,-69.25509179566941,D,37.945386438691784,16.035679315253144,E,61.976423543808615,D,A,B,C,D,A,-144.61802131028446,1
Other,Widowed,D,D,E,C,-298.43481316737154,29.15237986418316,147.08134514040185,E,33.26230953420241,-153.0774633817267,D,71.50857046284837,E,B,A,C,B,A,56.796881574800295,1
Jewish,Widowed,A,E,B,E,-328.74615998415766,47.033055274816725,-32.91237532211853,B,-63.2549418557656,218.0736995808029,A,46.326039897805416,A,A,D,D,E,E,-74.84951810478762,1
Hindu,Widowed,A,D,C,E,254.73458989066202,-19.05873634103605,69.11988096809594,D,-27.05435451147927,-219.8257483637928,D,118.78723288053014,A,E,B,B,C,A,-97.02959877060992,1
Muslim,Single,C,B,C,E,78.24380663298763,103.01601709384268,8.932906667088588,E,55.77846326923511,121.5499041975628,C,-11.122066723419655,A,B,E,B,B,C,16.012833226028476,0
Other,Single,E,B,B,B,72.07277955472924,9.240150502483328,-6.061864591083732,C,-74.02040498092018,-26.221716663392066,C,-52.89490645900668,B,E,A,A,A,A,118.21595987305338,0
Christian,Single,C,B,B,D,23.825968522641453,-185.5488802516458,0.7057043264234443,B,10.34070443097271,-89.59169433179333,B,-69.61384544552448,D,C,C,C,D,C,30.571794597592,0
Other,Married,C,D,B,A,54.71395180751792,-135.4663801803205,31.777614584074023,A,-34.34397715476275,151.5753275638073,B,17.884966170733165,A,A,C,B,A,B,-187.994396808251,0
Buddhist,Widowed,D,B,E,C,-4.206656900169518,14.517168309333407,69.9196303221629,D,10.144488344047307,-106.22418286178291,C,89.4540630220186,C,B,E,C,A,E,45.709177093333395,1
None,Single,D,A,B,A,-18.750086867424326,108.18964884796418,-127.91848375756716,B,-186.39163937587523,37.570057760898,B,23.37310620822902,A,B,D,B,D,E,-53.77137280310301,1
Buddhist,Married,A,C,B,B,-74.68739991782459,-75.66673839836761,-84.97647289167358,E,-34.35148533129311,-93.38246132973272,B,103.67903462549599,A,E,D,B,A,C,-128.7620577531523,1
None,Single,E,A,A,D,205.906673210968,-181.10764948594198,104.53804072785051,D,-4.076559198442936,79.27297130027229,B,-117.36115849030656,A,C,C,C,B,C,121.75562611746467,0
Jewish,Married,E,E,D,B,70.16104940446955,17.566982735528867,-179.66762553832768,B,-37.92070966881601,-29.06727638288941,C,91.29495508751899,A,B,C,C,C,D,37.19126985903595,0
Christian,Married,B,E,C,C,8.31096753649434,-58.56238279418544,15.75671472106715,E,-178.93767523822768,46.854666963364224,E,-202.26717139358033,C,A,A,D,C,A,28.63430903038245,1
Hindu,Single,E,C,B,B,-29.957091904734334,121.27456434065155,-65.76609890281534,B,-89.53375294244394,-109.71440277238062,B,89.490700035255,C,A,A,B,D,B,-28.933335057451874,1
Other,Divorced,D,E,B,D,105.52727524504486,103.76324341036498,26.786026190576674,C,-93.38148038885056,-177.65384292398593,B,-65.07650310439634,B,D,C,D,D,B,-34.942284397699595,1
Christian,Married,D,C,C,B,-9.113228060884186,89.70062773413362,136.2724444850827,D,132.92898144975368,10.771628217962052,D,-13.688626852894132,D,C,D,C,C,B,49.69413151760712,1
None,Married,D,B,D,A,-221.32004633747556,16.384993402215784,-26.301202242669852,E,78.48171111351974,19.795985683396665,C,-41.068155943184486,C,A,C,E,E,E,93.42313448293183,1
None,Married,B,E,C,B,-56.66729044331837,-73.33440131597709,-138.7357169237378,E,-0.3815607218600463,50.146366210934254,E,-66.47361362360857,B,D,D,A,C,A,143.77126843395797,0
Buddhist,Single,B,D,B,E,2.5801299780043743,48.3805649722943,100.61823565035736,A,-43.345755318260224,-172.91616523573668,E,111.96287725704678,B,C,D,C,A,E,-11.246782390065393,1
Muslim,Single,B,E,B,B,44.54718246717041,28.856527388802128,84.86367454180697,C,207.74135124302822,90.0282442333981,B,-16.397257037651773,E,C,D,D,C,D,131.62346744874839,1
Buddhist,Divorced,B,A,D,B,5.444724743192161,-43.00919422047434,-26.203853168652554,B,41.12496101935065,-91.54011630709229,D,-60.038415306935946,D,D,A,B,D,B,-45.795113245557374,1
Hindu,Single,A,A,B,C,-35.71676710510282,24.316061391192044,6.424592471596499,E,-25.809587046301314,-53.99558539160476,C,31.1077917840962,C,C,E,E,E,B,104.49377181092522,0
Hindu,Widowed,B,A,D,C,-32.64856091207763,-47.32065744457734,-114.89812179857341,A,29.763191050039094,15.249193367792104,D,-61.37426704824258,E,B,C,D,E,C,-0.15620384076547977,1
Christian,Married,D,B,C,A,160.3274813336835,111.89404184774983,-112.73157539194125,E,4.9486343672784505,-41.82510392454073,C,6.93189744631134,A,E,B,A,A,D,-18.37413919406326,0
Buddhist,Married,E,B,E,E,-67.85558398774047,-98.41590439887071,-104.93970904399397,D,-137.64211174151544,-3.3143454500563463,E,-319.8917300357799,A,B,A,A,E,B,167.73528711250424,1
Other,Divorced,A,B,D,D,-3.9703935864553035,20.082327345261653,-1.4650338599598232,D,96.84396930352219,84.4466332703257,C,11.234767721419484,B,C,B,C,B,A,-25.153495317160917,1
Muslim,Widowed,B,D,A,C,-55.6337770762662,-30.61836624955629,-120.75255964655996,B,-117.91530086245324,-240.54403850369664,C,5.132399686637709,B,B,C,D,D,C,132.43670500930483,0
Buddhist,Divorced,C,E,E,D,-86.62169204641653,63.710182157577066,108.37716631719772,A,-7.125007537611474,12.962101544483936,E,-1.6878603099546599,D,A,D,E,E,E,-248.4412509788445,0
Hindu,Divorced,A,B,E,A,65.3806152690541,19.647179222092426,127.30668295995524,E,-152.95542324531635,-16.757121084420024,B,-67.2349275757315,C,E,A,C,C,D,132.5037028262198,0
Buddhist,Widowed,C,C,B,D,-43.151429174614705,62.89802125145807,8.171452617424654,D,78.28440418874206,12.67948681380728,D,-196.59752432705835,B,D,A,B,D,B,150.0931930263888,0
Jewish,Divorced,B,A,E,A,-74.1949373647432,30.887805877182466,-105.64273406450597,D,98.39310619577343,-98.582212232023,A,-2.37565052013962,C,C,C,E,C,E,-163.2930257193444,0
Other,Divorced,E,B,A,D,69.42694587390837,-72.78653226346552,-88.46422795121154,E,-58.79885217970022,-7.436198275935302,E,31.649248792315817,C,D,D,B,E,B,-239.0699382184693,0
None,Widowed,D,C,D,E,124.61959177886264,6.983664043498057,119.16416360525943,B,33.60967976942177,-31.49754439325172,D,82.68582640320649,E,D,B,E,B,D,-63.189419077484956,0
Jewish,Married,C,B,C,D,165.74332230105583,39.40229609628463,-6.8053555559646055,A,-116.4355619933346,-75.4957653309317,E,54.319054027892776,A,E,A,C,C,B,-38.96904825028075,0
Muslim,Married,B,A,A,D,98.72544190849025,28.964493894405024,-120.8336894860493,D,-40.89114148742649,-40.82651395968383,B,-114.9472695642175,E,A,A,D,C,B,107.29751847884697,1
Buddhist,Married,D,B,E,E,130.41673091866082,3.878632165849665,-33.50632963009918,B,48.9573002580285,159.19926324527708,B,-159.08321841282034,A,D,E,C,A,A,30.25129206394295,1
Buddhist,Married,C,C,B,D,16.318381308072716,-22.15839332425747,-32.634864447902835,E,-25.0966687846745,78.48641365443396,D,-135.71734857619418,B,E,A,C,A,A,36.85884209644896,0
Jewish,Single,E,A,D,B,-56.023552351640284,119.57720351247343,-129.38911476498316,E,-89.64975835145675,-42.63435916463344,C,149.90058286431383,E,C,E,A,C,B,-97.76575136702547,0
Hindu,Single,A,E,A,A,-113.63534192415517,-149.64888999311944,233.09328945552323,E,-64.28066657057758,-146.23418474780613,C,-84.04664720639396,D,C,B,B,B,B,-156.9592966819584,0
Muslim,Single,D,E,E,E,-31.164994383732353,28.760694387906188,66.4740852023706,D,123.70550646708489,50.66821278208867,E,141.44074739003224,E,B,A,E,B,E,238.91141383373514,0
Other,Divorced,A,E,C,A,19.073594786488417,-95.80843802143178,-141.89041964097305,B,-141.4449441428146,-83.07975621805326,E,-50.0449224724622,D,B,B,A,B,A,59.43287771929969,1
None,Single,A,C,C,A,30.331281504737117,77.20163176626305,31.37305692305065,A,-112.2331210777865,-287.72591185245744,D,68.62423667524887,C,C,D,E,E,C,-101.40377036889652,1
Other,Single,B,C,D,C,47.130066139465846,-92.74625163298438,62.22032655864036,C,144.94046157636083,-24.066172326100638,B,-61.687811963489544,D,A,B,C,D,D,-24.404630589172786,0
Muslim,Single,C,A,B,A,-129.5710070917147,-279.6934406600346,-59.26811004565874,C,-2.406512178331036,18.957118316255777,E,50.85567254307072,E,C,C,D,B,A,154.00189254818747,1
Other,Divorced,B,A,A,C,-7.247565287768114,-215.92920221226436,-10.123042114310849,A,141.69300695322138,47.78309483720283,D,103.59259154440149,C,A,C,A,A,A,-80.659713866416,0
Buddhist,Single,E,D,A,D,70.30303621506924,-144.9210631933159,25.415655604145787,E,117.51508092534557,-28.35800109636992,D,-141.61666969969693,B,E,E,C,C,B,-39.696282411347404,1
Jewish,Single,D,E,E,B,40.937917184719176,-53.73922923146267,-32.180214396979,E,17.181533812570798,-118.3348003095239,C,-8.554648157903266,A,C,C,A,C,E,203.60541796310895,1
Christian,Divorced,A,A,D,B,-77.85509390100256,54.6022226561196,123.64478027401817,A,83.97537989253803,-59.59393737232374,C,51.67202405668524,C,D,C,A,E,A,-49.811461423753315,0
Christian,Single,E,E,C,B,181.17870916818802,10.486976094941426,-25.479859651477977,E,-73.95545387769107,-87.45434233829877,E,2.7241452059385534,B,B,E,E,D,E,147.7369720559888,0
Hindu,Single,C,C,A,D,-184.0603312672871,35.23566863659338,100.13500431154512,D,-73.21367004242042,33.560367406562094,B,63.315419581023725,C,D,C,C,D,B,-17.895433298514337,1
Hindu,Widowed,E,C,E,A,74.31062909195192,-8.77841599182366,98.48545780249324,C,-67.17753352026044,-12.391411717749298,A,-53.19826951809834,B,E,D,B,D,C,20.108825408523145,0
None,Widowed,B,C,C,B,-104.57922753127518,69.53835344199703,94.6757297983403,B,107.1660528813418,-28.719590577627425,D,-41.64969005966355,E,D,D,A,C,B,-188.54768009753687,0
Other,Single,E,C,D,C,-9.997816941392236,-207.3347698480327,68.39112707486584,C,33.91552079969884,21.27784386128637,C,30.035306976689807,E,D,D,D,E,B,88.32935688414253,1
Muslim,Widowed,C,E,D,C,109.37673284578011,104.68611956088037,61.612345557778134,E,28.61924327966086,192.710922218023,E,44.626935702242264,A,C,C,A,E,A,2.3480253619320943,0
Other,Divorced,E,C,D,D,58.04589522787615,-46.08012866793371,26.61096652413625,C,-79.36442500425485,-86.68078695367805,A,-133.77935603787594,C,D,B,D,C,D,-114.82983071822976,0
None,Widowed,A,C,E,D,-104.64846965093977,98.35026245380769,-45.29910971477237,D,-129.85831619780913,-140.7364144099142,C,-92.11736928734148,A,D,E,A,A,E,15.148520944509409,0
Buddhist,Divorced,B,D,A,D,-142.6073604571538,-115.44793390216324,15.178306042762147,A,124.64485480947856,116.7160304838739,E,82.3577947965609,C,A,B,C,E,A,-9.543417434399833,0
Hindu,Married,B,B,B,D,-35.01271193011269,-218.96713720866882,-116.46854985930051,E,21.77605207646823,67.97484580111662,E,-91.03557492751284,B,B,A,E,B,A,235.69988554636456,0
None,Widowed,A,D,A,C,-168.2479471060071,-128.85456860808594,-42.477193467862236,E,39.43380010745356,-9.132922304947419,D,-22.84411543224952,D,E,A,A,C,A,-77.96661334465769,1
Jewish,Single,B,B,B,D,-249.36999364725523,-83.9723935908262,60.78903714848297,B,-69.1235887492062,89.5172894612201,B,20.931425061591284,D,C,D,E,A,B,84.01450636022861,0
Muslim,Divorced,C,A,B,A,-111.9915261669019,-135.91694294686627,-104.5650963803586,A,102.70288443940308,78.37259383855734,E,-53.874507876030655,A,B,E,C,E,C,-108.28276890010855,1
None,Married,E,A,A,B,-217.7947928408396,-94.24212565978529,71.76939359410537,C,13.08929441793778,227.75079077128737,A,-21.653035110336486,D,B,E,C,C,D,98.29140908947083,1
Muslim,Widowed,E,C,B,B,-78.94507883525309,141.77751112777784,50.08851677659807,D,-114.69683506539081,16.093717848013213,C,7.006013268963061,D,D,A,D,B,E,248.30122112264016,1
Jewish,Divorced,E,E,D,D,-44.770799605896364,10.002786755270305,-63.38711305660759,A,121.16365420802788,-47.45821063795596,C,103.6959560082661,C,E,E,C,D,C,-172.84071926455314,0
Other,Single,C,D,D,A,-80.26941772575475,18.56419642814805,-56.77167951171944,B,150.12629576806543,43.079293438408634,E,97.3547184871794,A,A,A,A,B,E,-156.58241882671646,1
Jewish,Married,B,B,A,E,133.5115497436087,-58.854619582115966,75.92114740734735,C,128.62280118708384,240.60197583307556,E,33.055205248926775,E,A,B,D,A,A,-32.273432441945666,1
Jewish,Widowed,D,E,A,E,-159.9270471815661,-116.79059639573093,-54.70381160841802,E,65.15510509434299,145.68053620922305,B,71.7416530615995,A,A,A,B,C,C,49.73618672801503,1
Muslim,Widowed,E,D,E,E,58.42240620138948,122.31075924192858,-101.34043431944716,A,-109.8162955040606,-92.00732651178339,E,-141.96234917387852,C,C,B,E,C,A,2.0412156886152464,1
Christian,Divorced,E,C,A,D,57.29495955915163,114.7491539423729,164.8474710842074,D,-71.64001929468272,33.92902303878438,C,-88.33779830211067,A,B,C,D,C,A,27.470637308544347,1
Hindu,Married,E,C,A,C,88.60868985651165,32.88834427224346,-75.42627812734838,D,9.624516629430659,-47.47399727520518,A,41.740535495116774,A,A,E,C,B,D,26.13597313850463,1
Hindu,Divorced,E,B,A,C,-28.750502998761334,-59.03112119550489,15.609086650469525,D,-84.13305984732187,-18.6978170888167,D,22.318652391073858,D,D,B,E,E,C,-113.64498234093976,1
Buddhist,Single,D,C,A,C,119.02723596138702,5.557183969472483,122.09679323415847,A,144.68962693973745,24.510225255557515,C,160.15251215024028,B,E,E,C,A,B,27.130039962899417,1
Muslim,Widowed,A,A,A,C,121.32925100663235,54.11875858446148,-65.58603383682724,E,49.877486307786256,-117.8061959483891,C,4.294295463649133,B,A,D,B,E,B,46.44487620903124,1
Christian,Widowed,C,C,A,C,-129.50597878103233,-64.2834442232169,-205.70112252806405,B,-56.02410098631672,-119.88378216445233,E,-31.624497093761878,C,D,D,D,D,E,7.2654784958996,0
Other,Divorced,E,D,B,A,-39.94267780551818,-27.690259961944776,-65.89026472795386,E,62.65886732614887,-245.32904649651445,D,-157.45500504187055,E,B,B,B,A,C,-166.3850350466013,0
None,Married,B,D,D,E,-125.24091402007535,81.64066541734726,-11.047344241084417,B,-25.938875262886334,107.37363796253014,C,-23.282836411530802,A,B,B,E,E,C,117.01993210972073,1
Muslim,Divorced,A,A,B,B,-79.65268834325451,-57.79245413436072,108.10412239059717,B,172.37929273729077,24.65616430460707,B,-25.09810625327721,D,D,D,C,D,B,-50.670295642922014,0
Jewish,Single,A,B,B,E,-68.26349025351116,21.228372527116576,-133.26781498837116,B,41.85869779862813,-120.54387513044067,E,75.29931431598501,C,B,D,B,C,E,-79.05156019613462,0
None,Single,C,B,C,C,-182.35124685915397,-43.09548930055454,-94.96326221928992,C,97.85124916635168,-209.62095491649197,B,-56.64401825737491,C,E,B,E,E,C,-51.18515517507115,0
Christian,Single,A,B,C,C,-159.88864314313517,-148.27039108502242,-130.62038491053417,B,-1.069731664396557,76.32986774575097,A,60.46385441062417,D,A,B,E,C,B,100.37880256099685,0
Muslim,Divorced,A,B,E,E,138.96806494198592,-49.88923987274123,-4.497475287677903,C,32.74305224365517,-50.083092054795685,B,38.36998806993717,C,C,A,D,B,B,7.683405905223404,0
Buddhist,Divorced,A,E,D,E,49.362675838174006,70.69001320141733,-22.549291202384122,D,93.43798479578881,-211.2506406142737,B,-201.89077021117447,C,C,C,C,D,C,-35.926190568682856,0
Hindu,Single,E,A,E,E,139.61064366329597,140.89719065113852,-46.87499500427359,B,10.758232389124244,-106.34422238854701,B,-50.21550197818117,A,C,D,A,A,E,-221.00198681389264,1
Jewish,Widowed,E,C,C,E,136.44487902964482,-120.03063934934708,103.07852558816934,C,27.459602670989312,-12.390865471891505,D,-128.14828030598318,D,C,E,E,B,C,-63.21467784143155,0
None,Widowed,E,A,B,D,-160.59734111111743,149.25617332874376,62.65783241954188,E,-146.74738021482761,113.02723687459645,B,74.3420805987465,A,D,D,A,E,B,-84.02711331510085,0
Other,Married,C,A,A,C,-37.41889550218775,-87.46831135211335,-8.818029466730952,C,-107.86228874218699,8.785842804498637,C,-255.91325508076102,C,B,B,E,B,A,209.70354918050904,1
Hindu,Single,C,D,C,D,-22.4239229420027,140.41944789376018,67.08882006011797,C,190.2403200747296,-61.81454897654919,C,199.97777694987914,D,E,B,E,D,D,143.74632570595222,1
Hindu,Widowed,A,A,B,D,13.620453623441412,54.864581877146094,59.65844983329812,C,-63.66042137530794,9.460872143529206,D,-237.52743125128669,C,B,E,C,C,B,-145.6886736943338,1
Other,Married,E,D,E,A,0.5274594416958902,38.34796955472349,46.11538790217454,A,146.15650690749382,43.82445690060395,E,134.79136244975618,B,E,A,D,C,B,-98.50551567569276,1
None,Single,A,D,C,C,57.41433257344971,39.8022119805635,-23.89486355352369,E,-59.67056415756379,-17.570414910540393,E,-76.51216844067491,E,A,D,D,D,B,165.95604306222697,1
Muslim,Widowed,A,D,D,C,-172.68411118679475,41.01523636072248,-165.0388125893838,D,46.89839642343836,-20.956098750691226,C,114.45575781884327,D,B,C,C,E,A,265.3126287364503,1
Buddhist,Married,B,A,D,E,156.0877415547844,38.753019249781,-84.94269159327969,C,92.37649409796978,-76.49295605050553,D,153.18055695794692,C,B,E,B,D,C,-175.8841345007635,0
None,Divorced,E,A,C,E,-125.19598851626759,-1.6426925211226469,80.93830369429239,B,-84.47804145542396,5.958361190377315,E,213.93040595964132,E,E,A,C,D,B,-84.7468208280166,1
Muslim,Widowed,A,A,B,E,-84.34339735039522,59.620644793770204,201.32685337518433,E,34.44084792025752,-63.379786854661866,D,-43.29380310281603,C,A,E,D,C,E,-64.35177001228037,1
Muslim,Divorced,B,D,E,C,-90.10946243821344,124.73256028047498,75.02061443649517,B,-3.9069850318758315,53.31189320494744,B,-62.976138652949444,E,A,B,D,B,D,202.43975500940786,1
Buddhist,Widowed,E,D,C,C,-79.01816170518072,242.93952582793693,45.26591218816382,C,59.70063587528943,-6.565803767546556,A,-93.80531430434908,D,D,A,C,B,D,282.2886766199188,0
Hindu,Single,A,C,B,C,-148.5493669699097,-55.63179905274279,-124.99291398685463,E,-90.41963034819194,-118.73829816996704,A,-49.55201321457945,A,C,C,C,D,E,-27.28209702633886,1
Hindu,Divorced,B,A,A,C,23.08869103655032,-229.75619294262722,-55.12977589563651,B,113.01858627767602,-16.11140064647531,A,-17.6098103067319,B,C,D,E,D,A,-89.62283085525202,1
