sexual_orientation,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Homosexual,96,E,E,-135.1864136138398,158.4712093884257,D,C,B,D,D,-176.41193969262915,1
Heterosexual,44,E,E,115.98556009399425,268.5379697546408,C,B,A,D,C,-24.75918352468228,1
Bisexual,24,A,A,6.336185686740397,-103.99904300436613,A,E,A,C,A,-44.3219323653586,0
Homosexual,57,B,C,55.36674817178494,144.5273723580621,B,D,D,C,B,53.19537407792265,1
Homosexual,18,C,B,-52.491656888733665,-19.560315763991255,E,E,A,B,C,-4.654573225384304,1
Homosexual,33,C,E,28.655421932449016,-3.2890598679284295,E,E,A,E,B,-225.32406586802912,0
Heterosexual,53,D,A,143.26934170046712,77.80741707703307,D,A,A,B,A,-271.17959526224644,0
Homosexual,60,A,D,179.1515984121234,-52.336597533310844,D,A,D,B,D,16.162444842957925,0
Bisexual,80,B,B,-74.02497223897919,-136.2984153656533,B,B,E,E,D,40.88870855504627,0
Heterosexual,48,E,A,-104.39809853740311,160.89532978917578,B,C,B,D,C,-40.06932425042221,1
Homosexual,57,D,D,34.24806289809986,-179.39733631983324,E,A,D,B,E,120.18146146187402,0
Other,61,C,B,119.73092097678378,103.63829618676132,C,E,C,B,A,-15.233338913800276,0
Homosexual,92,A,B,-20.769095813239982,11.844258505868202,D,B,C,E,C,96.54344576242757,0
Other,67,C,E,-1.028729322670235,18.52274975485245,E,B,C,C,A,108.76293385511578,0
Other,25,A,E,-35.474719271731345,86.94221344877495,B,A,E,B,E,3.093256729795383,1
Heterosexual,94,A,C,51.28181588595751,-41.79401424882717,E,E,E,B,C,147.88279540725844,1
Heterosexual,73,C,D,-19.300216376531306,-134.12285084462184,B,E,E,E,D,183.87838664106283,0
Bisexual,21,A,C,35.31613098447197,-90.59461349593398,D,A,D,D,A,43.102519858051465,1
Other,73,D,E,-42.865528591975874,110.39912147693494,D,D,C,E,C,26.249293295341236,1
Bisexual,25,A,B,23.73887660247636,-110.3536746617224,C,E,C,A,B,36.64841365236373,1
Homosexual,64,C,E,-129.85259368138313,-15.147516132397518,C,C,A,E,C,-180.9013897647106,0
Heterosexual,99,E,B,75.95696178440703,8.849011909190017,A,E,C,E,A,-13.463861287524132,1
Bisexual,79,A,E,146.76359901496926,56.47087040608761,A,A,D,B,B,40.66345183215993,1
Bisexual,44,C,B,171.39630059908137,-132.8052722608946,D,C,C,C,C,42.965034192781744,1
Homosexual,93,D,E,-90.25144162815849,42.87990395236767,D,A,E,C,A,-195.32925773478584,0
Other,88,A,C,-40.32575458309663,-27.192822814373052,E,D,E,E,A,102.87863339300442,0
Bisexual,92,D,D,-101.17081989497527,-5.1830429129232005,D,C,A,C,D,99.236585683328,1
Homosexual,46,B,E,55.18734151050763,-38.377218550286834,C,A,A,B,E,4.457045309479089,1
Homosexual,22,E,D,195.82346552468877,28.791406266204483,E,D,E,B,C,133.74848744756608,1
Other,62,C,A,164.99536445244615,-25.045539842938506,B,A,E,D,A,-36.89612142953883,0
Other,82,D,B,21.749646521637892,60.44420416608545,A,B,E,A,D,78.44452719462218,0
Homosexual,54,A,D,125.64387526298933,-99.55272573355408,C,A,A,A,B,-48.34344610629709,0
Homosexual,78,B,B,-125.4919506796319,58.911732952006965,D,E,B,C,B,-238.11784545986222,1
Other,49,B,D,-45.59064747080831,151.8478711616378,B,C,C,B,E,69.34074110557864,0
Heterosexual,98,D,B,97.05205430443358,109.17948622958018,C,E,B,E,C,-154.6667644112593,1
Heterosexual,56,B,C,-29.402506439921407,-0.22093693981421964,D,A,B,B,B,-182.64261129535157,0
Heterosexual,65,C,C,12.951023673293768,-125.31561307876495,B,E,B,A,D,59.14544020319556,0
Bisexual,62,E,E,34.21780006522744,58.083909765491946,D,B,C,E,E,152.27875568721115,0
Bisexual,35,B,A,-142.20480972684095,130.1383839166921,B,C,D,B,D,-123.01402928885582,1
Homosexual,55,D,B,72.17033188178593,-121.76074741492538,E,C,C,B,A,136.16514699830697,1
Heterosexual,60,D,D,-8.88966819841987,41.78458899132371,E,C,B,E,E,5.81458448523904,1
Bisexual,97,E,B,-239.80931824021613,-13.679627806285326,C,A,E,B,B,-148.96349071090364,1
Other,49,B,E,49.474800376283305,-23.373237090425718,E,B,D,C,A,5.508597028474651,0
Other,65,A,D,-31.90858330729398,-117.96256322509623,E,E,C,B,A,-11.876258609077793,0
Homosexual,95,D,C,-0.5890121147709162,63.77824678311719,C,B,B,B,B,-27.60855340966305,1
Homosexual,66,E,B,-96.83433571909327,81.02386005757366,D,A,B,C,E,126.87666141095416,1
Other,67,C,D,-30.440250059087848,-42.91037737846981,E,E,E,E,D,-109.19955352379591,1
Bisexual,29,A,D,21.44769441312551,-10.941988002151579,E,D,A,B,E,-152.10294837905468,1
Bisexual,99,A,D,-11.881685399100547,100.1849220666444,B,B,A,C,B,-149.29670065538832,1
Other,43,D,E,-84.19294002214741,-8.50718253217757,B,C,B,B,C,7.246592991320499,0
Heterosexual,74,D,B,-177.78950848585256,-81.72459530520646,B,C,A,D,E,66.63795749893019,0
Other,66,E,A,-6.0585707038611005,48.011661238743166,B,C,B,A,C,48.849143358212075,1
Bisexual,67,D,E,-75.3697620650463,30.844325701637004,E,B,B,A,A,31.75840474283891,1
Other,49,A,E,49.05535723759086,80.71207609948257,C,A,A,D,C,-146.7920463898084,0
Homosexual,50,E,C,-51.66241368552307,70.54388674465608,B,C,B,B,D,-72.0412148707019,1
Heterosexual,94,A,A,-173.4695860321713,-72.81238677403496,E,D,A,A,B,40.30555292701698,0
Heterosexual,77,C,A,1.6407786488618799,34.85671291140533,E,D,B,E,E,-30.54317696629503,1
Homosexual,39,B,B,-96.15524206159371,224.97738650477115,E,C,B,E,A,-50.381678618285974,1
Other,31,E,D,-176.83032377492475,-22.656300974674075,E,E,E,E,E,-138.5517240099049,0
Other,44,D,C,101.51448292547856,173.81522458337264,A,E,E,E,D,-6.951087399221799,0
Homosexual,40,B,B,-44.39708306815634,121.19971708537123,B,B,C,D,A,160.81438471000115,1
Heterosexual,97,A,E,59.104734271056955,179.92149896267793,A,E,E,D,D,134.53433854237377,0
Homosexual,28,C,C,36.50836293872376,-45.065065511732854,B,E,C,A,B,-151.3562491439577,0
Homosexual,60,E,A,-53.32374905860804,91.62804966423538,B,D,B,B,E,-33.30907147120158,0
Bisexual,47,A,E,-142.50561326533173,28.93818054638812,C,A,C,C,D,-4.164608648184475,1
Heterosexual,62,A,A,5.286806435380311,-40.59696753190803,E,C,B,D,D,47.548328530656654,0
Heterosexual,21,B,C,-152.10427392469745,-87.47213661352531,E,E,B,E,B,21.859013622739337,0
Bisexual,29,B,E,-184.6212358821372,260.8268390068133,C,D,B,C,A,67.26371693427559,0
Homosexual,92,B,D,29.943721765168785,95.17356139458727,E,C,C,E,A,-45.386212081486356,1
Heterosexual,89,D,A,118.98513010959692,-16.647857813122943,C,D,C,E,B,-50.13771383403648,0
Bisexual,67,A,B,115.83225280744662,-175.6640286779485,E,A,A,B,A,70.2290045402893,0
Other,82,D,A,-70.84485018309665,37.99466722691468,D,E,B,E,C,51.86676855703308,1
Bisexual,91,D,E,-260.08723912513113,-231.234508439533,C,B,A,B,C,-104.8374615596263,1
Heterosexual,97,B,B,40.00690291395274,-109.32026567445293,C,C,D,D,C,12.199687558704243,0
Other,74,B,A,-5.049377226171903,149.42020115098524,C,A,C,C,E,-148.3362883626448,1
Other,20,B,A,11.324892672813696,17.746301507657893,D,C,A,C,D,42.135215668536844,1
Homosexual,30,E,D,-109.68573993431447,62.778978775742154,A,A,A,A,B,-91.97995114479541,1
Homosexual,56,E,B,11.568572802137215,-14.303918168692608,C,D,D,E,D,173.73066687554643,1
Heterosexual,78,A,E,-25.93799672107682,-58.59032138516469,D,A,E,A,A,131.96234696064698,1
Bisexual,22,C,D,128.3250059809357,125.06080717540978,A,B,A,B,E,206.55432123973858,0
Homosexual,41,E,E,59.84646002868206,-132.4833239459464,A,D,A,B,A,108.94200669209833,1
Other,35,A,E,-25.550116072591056,-103.19727510707797,C,E,C,E,E,45.64299654756723,1
Bisexual,18,B,E,-61.1683256866661,-15.45044326325139,B,A,E,B,E,-9.246446499354288,1
Homosexual,32,B,D,-242.8355247702441,86.17369577871933,C,E,B,E,B,-34.18355697536555,0
Other,25,B,B,-72.85620439491318,0.9288962731189087,D,E,D,E,D,54.58910960404073,0
Homosexual,32,C,C,-7.113096819166448,82.67619218888046,A,B,C,D,C,-93.47965778562471,0
Homosexual,25,C,B,91.04255733697909,-63.78367571379941,A,D,D,D,B,51.728817440561144,1
Bisexual,18,D,C,35.25388035250814,159.0882035076607,D,B,C,E,D,-25.331330860645952,0
Homosexual,64,D,B,44.760065745712254,18.331449680182573,B,C,E,E,D,-102.96855339721647,0
Bisexual,49,B,C,-26.308281502300257,24.643300650193236,D,C,A,E,B,-233.9688593839187,0
Homosexual,55,E,B,16.01421344774342,70.44091060071037,B,B,E,A,E,75.95014134327934,0
Other,80,E,D,-78.00452395217651,-57.415515594333264,D,A,C,E,C,-176.6999077669189,1
Homosexual,67,A,C,-38.59382759094029,48.017137800853895,A,D,D,D,A,-107.10827326009313,0
Bisexual,21,E,E,160.78199884928813,17.67957717754719,D,B,E,D,A,36.96650829032878,0
Heterosexual,50,D,A,-34.40519405456508,-33.09167325230485,D,B,E,D,A,52.755367554723364,0
Homosexual,23,E,C,-166.97006221039314,34.133147421431495,E,E,D,B,B,38.38710164408961,1
Heterosexual,22,D,A,78.73707810058906,11.459044381879771,D,A,B,A,C,-6.4237905434954685,0
Heterosexual,72,C,E,277.70309157834254,-59.60574588281256,D,C,A,B,C,-68.28444897351753,0
Bisexual,67,E,C,70.62253144708039,-124.7460267589944,C,E,C,A,B,45.09832709309381,0
Homosexual,79,B,E,-5.818433136607518,13.673398248606567,A,E,B,C,A,-36.71435194735866,0
Bisexual,30,C,B,-21.61015531111887,119.92859774524558,C,C,A,B,C,-110.08410361950773,1
Heterosexual,30,E,B,-40.07731944850746,97.07333633513629,A,E,B,D,B,-178.16767484126953,1
Homosexual,41,C,E,161.32374757182356,-123.46960823294539,D,D,D,B,E,-46.513487895407394,1
Bisexual,79,E,C,-83.46916101322994,-141.2939884331784,E,C,D,C,E,61.56518969014798,0
Homosexual,67,E,D,93.70473923327795,-120.68544484352253,B,C,C,D,E,-139.88354445783563,0
Heterosexual,19,E,A,-37.36864601652962,125.81654357440475,D,E,D,B,D,144.9604266726697,0
Bisexual,61,D,A,17.415847328120865,80.3692168491096,B,C,A,B,D,-87.37744062902415,0
Other,59,C,E,51.370047043084895,-28.182022986191303,E,C,C,C,D,-53.1234381855009,1
Bisexual,70,D,A,-65.26909900755983,72.06871066993617,A,D,D,D,B,138.76655400100896,1
Other,31,C,E,75.50804352037737,19.90431632426204,B,C,D,B,D,48.72196714559383,1
Heterosexual,49,B,A,-51.760095795262195,52.53583595213176,B,B,B,B,E,63.698012457194686,0
Homosexual,83,B,A,14.761132939733864,-129.21527304512378,D,C,A,E,A,0.3355458942086278,1
Heterosexual,90,D,B,-153.68335178057288,-40.70356585562772,E,A,E,C,C,-97.32163840390146,1
Heterosexual,91,E,A,-53.45447315729198,-212.02195306487383,B,A,E,B,E,-135.76554230415155,0
Heterosexual,42,C,E,137.76000601526954,-24.130447735865086,C,E,E,E,D,180.19915908231076,0
Homosexual,82,D,A,-42.880424214117674,176.50804689341527,C,D,E,A,C,-13.730642356367525,0
Other,81,A,E,218.59832006495878,187.98541493859886,B,E,A,C,C,168.93320409760358,0
Heterosexual,43,A,B,-152.52919333340657,-4.242991333036379,A,A,E,A,A,19.396943950246914,1
Homosexual,71,A,A,20.43732762616196,-121.48453823626168,E,C,D,A,D,-148.45817544439376,0
Heterosexual,66,B,B,45.019963814578254,-98.1328017142138,E,C,D,C,D,-135.80479632546215,1
Other,34,C,C,11.112226847655519,-44.68976639239335,C,A,A,E,E,113.74598049691464,0
Heterosexual,70,D,B,-53.33039839310638,67.63732372946608,B,C,D,A,D,36.3207430693518,0
Homosexual,44,C,A,-107.6588061679176,-12.672805234062281,E,B,D,A,E,128.27331623266062,0
Bisexual,89,D,A,83.2630434333352,13.908548517859847,B,C,B,D,B,47.35079131883923,1
Homosexual,58,D,D,74.48163070829963,-42.994370498039544,D,C,E,A,A,-121.32283626122504,1
Heterosexual,28,C,E,179.67340323806354,-45.352122407757165,A,D,E,A,E,101.87544340425904,0
Homosexual,95,C,C,-63.0492158596021,115.91659479237471,D,B,C,A,C,-73.78093556372318,0
Other,19,A,C,-55.71284523532087,148.4684880772257,C,B,E,C,E,86.52162342006586,1
Bisexual,91,C,A,151.31207566885809,151.24069696351305,D,D,E,A,A,149.3127824217199,1
Heterosexual,38,B,C,-86.53439168222377,-168.13658946381838,B,B,E,B,B,-3.6908174095857316,1
Heterosexual,99,A,D,90.90823634206428,-29.213046185546414,A,B,D,E,C,61.694687341797874,1
Bisexual,39,A,D,-3.4129984961575066,55.043918513221804,E,C,B,E,B,-24.58654110036908,1
Other,48,A,A,-0.39974769786712766,56.5044975067219,C,D,D,D,B,4.186026193244083,1
Bisexual,72,A,C,-108.28078651929674,-20.13407301657452,E,A,C,D,C,-37.49171080110054,1
Bisexual,79,C,E,-145.71746597611104,160.44703968490103,C,B,D,E,E,32.228955116615595,1
Heterosexual,52,D,C,40.832664414755584,47.21311452656774,D,A,B,E,B,-112.29566434424679,0
Heterosexual,61,C,C,122.14908830636404,-152.89342270579914,E,B,E,B,B,82.69308700384198,1
Bisexual,92,A,C,6.229642396028678,-11.748739194371586,B,B,D,A,E,-43.04047552957408,1
Heterosexual,34,B,C,-80.70296530414987,-47.48398632350527,A,E,B,B,B,100.64106614741675,0
Bisexual,76,E,A,-83.02306770681587,-57.80168250518165,E,B,B,C,D,-12.49302089120825,0
Bisexual,82,C,D,-34.844810366286175,-81.88493480506655,D,D,B,B,A,152.27016813528482,0
Other,81,B,A,-19.832658470990236,-34.28946372453851,C,C,C,A,A,19.132057935603203,1
Other,21,A,D,-110.47766517896613,191.5387432240862,E,E,A,C,B,-154.12526533507,0
Bisexual,30,A,D,-119.64597619455202,-26.742818825832742,C,E,D,B,D,17.98853104825277,0
Homosexual,40,E,E,80.30848033934512,57.270921332433886,C,B,B,C,A,0.29408738514629307,1
Bisexual,55,E,D,-84.32870377425876,-257.35888693457576,D,A,E,B,D,30.4824599957994,0
Bisexual,48,C,B,-5.537545957728899,1.740605470966234,A,A,D,E,A,12.229599173734922,1
Homosexual,39,A,A,-6.180205201246436,4.877219100082651,E,C,E,E,E,94.06806601986179,1
Heterosexual,62,A,B,92.22464077366207,8.256638531881825,D,D,A,A,C,-40.60628739828858,0
Bisexual,71,E,D,-45.698905346018456,-113.98276189194235,D,E,A,A,A,-182.01679569068338,0
Other,35,A,C,-49.6443085786628,-127.81786077261283,E,E,B,E,B,-22.193701792905877,1
Homosexual,37,B,C,24.312510389362483,-5.300676409686477,C,C,D,B,C,54.55465905036599,0
Homosexual,49,C,E,-54.19252720117562,124.1365208982674,C,E,E,C,B,7.626370235321887,0
Homosexual,97,C,A,87.37670740464883,0.9446795443265019,D,A,C,A,C,51.95626831972958,0
Bisexual,58,B,A,-111.37599337044422,-26.60163575813767,E,B,E,B,B,137.3940286840521,0
Bisexual,92,B,C,97.65576928081023,116.63907388373882,A,D,E,B,B,-75.94827928364083,1
Other,28,E,D,93.1126341230848,35.034519527885436,D,A,D,A,A,-41.31473895251986,0
Other,61,C,B,136.59863746225324,-267.13163624675576,D,B,C,B,D,-176.261434311046,0
Other,31,D,E,-157.6205206749393,-277.84393357033304,E,B,D,A,D,47.228293119031854,1
Other,58,B,D,-46.82245884021946,-84.3975775903728,E,C,D,B,A,92.32665908032959,0
Heterosexual,49,E,B,66.87427881548462,-91.13436685011132,E,D,B,B,E,-21.19614867924265,1
Bisexual,37,C,C,103.48104348137339,131.937219901157,A,E,B,D,D,-109.27334012518442,1
Bisexual,39,D,C,-41.59186507493991,-52.92103957179688,E,A,E,C,A,-66.53914859165997,1
Other,64,E,B,65.11318017776452,15.120746149467564,A,C,A,D,A,109.81409635293909,1
Other,56,A,A,124.86842727996492,33.716892723003156,D,C,C,D,D,-68.77173128976682,0
Bisexual,96,C,A,36.18376051339685,12.187807759318815,C,E,E,B,D,-182.8907024824335,1
Heterosexual,25,E,B,-43.74950587292288,17.129509261500043,E,E,E,B,B,-29.143164360423047,1
Bisexual,38,C,E,-107.76072943685438,-47.6016056066187,E,A,C,B,D,131.1780629539338,1
Other,69,B,D,-102.05172820692962,-89.60913405942391,C,C,E,D,B,160.51071372239824,1
Homosexual,89,D,A,129.7788831484943,1.183293405607971,B,C,E,C,B,41.937673480132624,1
Homosexual,69,C,E,-7.806303297587188,56.53825654827265,B,E,D,C,C,63.56765058682573,0
Heterosexual,55,C,D,-20.648612974830417,-136.78060066486856,B,A,B,A,D,7.573940807438702,0
Homosexual,25,A,A,39.581092375167536,-246.69094076522438,D,B,C,A,B,-177.1224822544085,0
Bisexual,87,C,C,-8.632499857263888,57.719134453683,B,B,E,C,E,-85.77538684637815,1
Heterosexual,75,E,D,-68.771217801165,-27.395505451947816,B,C,E,B,E,-25.502739693727644,1
Other,43,A,D,116.18408284567809,-46.509518472153864,E,E,D,E,A,-204.78501109357316,0
Bisexual,98,E,C,61.1147990505364,-29.062177754748962,B,D,D,C,D,66.35466902582895,1
Other,34,D,B,-103.41958110445869,-80.29199280359455,C,B,A,A,B,19.150893753756606,1
Homosexual,61,D,C,159.79617357950943,71.34688687219295,B,A,A,C,B,2.0071429170314246,0
Homosexual,21,D,B,200.80630109272624,38.769843497616314,E,D,D,E,D,84.61925629811219,1
Other,42,E,D,-12.548349646662393,83.89012715796098,E,E,B,A,A,-47.15229584763384,1
Heterosexual,91,E,A,35.66006491003474,-22.75710838596906,C,B,A,E,D,34.42843701157883,1
Bisexual,51,B,C,110.21080630374458,-13.67676828710647,E,B,E,A,A,-30.49647751088102,0
Heterosexual,95,A,A,10.477975698361716,100.26419074393812,A,A,A,A,E,54.483248228732215,1
Bisexual,67,D,A,-152.03681364468946,-37.10842129389435,D,D,B,E,C,-84.47339715702539,1
Heterosexual,66,B,E,-13.014635174825607,-99.43000421995417,E,A,C,C,A,94.04375450158567,1
Homosexual,84,A,E,-81.62571294446474,-48.596742814695595,E,B,A,C,B,258.33420395318814,1
Heterosexual,21,A,E,-40.46474387974201,-73.8398165404192,E,B,A,D,D,85.1361941309707,1
Homosexual,67,B,A,-115.17604215691264,23.10813667635019,D,A,B,B,B,4.7355645873017975,0
Bisexual,91,D,E,72.01354173965896,-107.31591739851771,C,E,B,A,A,-184.34437109552576,1
Heterosexual,27,D,D,-3.6646881705742587,-45.47613731747168,A,C,A,B,B,-28.301211362040846,1
Other,32,C,C,85.2468183898604,-113.01823243158195,B,C,A,E,E,-22.639535032395464,0
Homosexual,57,E,B,27.115705581761123,-44.72427026298579,C,C,D,B,B,5.580300452717987,0
Heterosexual,92,A,D,91.27153780577757,34.81622681265525,E,C,A,C,D,70.91887327099936,1
Heterosexual,63,D,B,43.312106975414515,29.20378825799791,A,A,A,B,A,62.200495757984484,0
Other,85,E,D,34.88462839704754,-33.73290827265021,B,C,A,C,B,26.1930322314248,0
Bisexual,44,A,C,100.30997708651867,192.5057966755297,D,D,E,A,D,126.76599716622619,1
Other,19,C,B,-48.491599074261885,-70.44593112451017,C,B,E,D,B,-167.4361723020035,1
Heterosexual,28,D,E,232.99487488984676,-50.25253464161784,E,C,E,B,E,-10.280610728839926,1
Homosexual,80,E,C,11.738272639957795,-273.7076859921143,A,E,C,E,E,70.7514459367076,0
Other,97,D,B,-91.67906929830667,-12.879190984898267,C,A,C,A,A,-244.82207011911902,0
Heterosexual,86,E,A,-153.8228770096205,-52.66106279174696,D,D,A,C,E,67.45190757171723,0
Bisexual,47,D,C,-139.4447403050303,-186.55660267845658,D,A,C,C,B,16.501964307666185,0
Heterosexual,33,E,C,-85.084847339327,80.78262420311808,C,E,E,C,D,-79.63711529576372,1
Homosexual,40,C,A,-73.40005542695027,-57.16681271497126,E,C,E,E,D,51.36460164107529,1
Homosexual,20,D,D,23.376729708589338,51.95228721949536,C,B,A,E,B,-70.35301583084487,0
Other,95,B,D,107.79189585083611,-7.24099071401747,D,A,C,B,E,84.49523594124318,1
Other,37,A,D,-91.74213855697359,97.12835197785513,E,B,B,B,C,-149.4196730173656,1
Other,31,B,D,23.670760542066276,-94.5879535028362,E,C,B,D,D,203.32940020062816,1
Homosexual,42,A,B,76.99502877803323,-44.882203268008354,E,B,D,A,A,72.3987970736598,0
Bisexual,60,D,B,39.175217255222286,51.724372841548536,C,B,A,A,B,-200.74295137782264,1
Bisexual,47,C,C,271.83986998594133,103.46624573293293,E,B,A,D,E,-14.869846893492289,1
Heterosexual,22,A,D,-192.04964628651317,-124.04767983467045,E,B,D,A,E,37.916715795347464,1
Other,74,D,D,-10.506115753166211,87.46333572675702,B,C,B,E,C,130.59401140834825,1
Bisexual,78,E,C,-100.17714658475094,-361.8338566701641,C,B,B,C,C,-122.7626375409193,1
Other,25,A,D,-172.7052283080897,-25.080653006523047,B,C,C,E,E,88.03793061322787,1
Bisexual,26,C,A,-14.35126926262646,-173.48534331677922,E,D,E,C,B,141.1608677298548,0
Bisexual,19,C,A,-18.03969485818118,-12.636131207225482,E,B,D,E,D,-4.155828731467343,0
Homosexual,48,E,B,-57.16955530597285,87.38244800512648,D,B,C,D,E,153.79932396384982,1
Homosexual,32,A,C,73.12507279197747,46.43759647244977,E,B,D,D,E,-47.88439818489892,1
Homosexual,49,A,B,-26.495864881782193,-146.67075381461024,C,E,B,E,A,132.8587377556115,1
Bisexual,50,A,B,-49.74467643474168,36.137155940689134,D,B,E,C,E,-115.18210983935762,1
Homosexual,34,D,A,-81.77587409644815,-107.60173554031635,A,D,C,E,A,-83.52463752733225,0
Homosexual,38,B,C,20.3876462689736,-159.9406297498764,A,C,C,C,E,37.53600420893707,1
Heterosexual,53,B,E,-1.8738967510610212,-169.03226165161206,E,E,E,A,C,71.18621488388855,1
Bisexual,70,B,C,62.280967580647726,24.625728140182908,C,E,B,D,E,-55.50474578003325,1
Other,52,A,B,3.008423204199236,-0.9623061189193269,B,B,D,E,A,-184.3203910828376,1
Other,84,D,D,-141.70266987527245,-192.29364514724324,C,B,E,C,A,88.01010283470923,1
Heterosexual,38,D,B,114.86174592047746,75.96381309724603,A,B,D,E,A,108.91927201077493,1
Heterosexual,55,A,C,140.32530386961295,31.723280448045983,C,E,D,D,B,-18.84347818752487,0
Bisexual,85,C,C,-105.69998093008684,-44.62118220294053,C,C,E,E,E,-107.85562116282361,1
Heterosexual,48,B,D,-60.209137490615085,119.40378548938784,D,E,C,B,B,-28.917012690573852,0
Bisexual,74,C,D,47.147063339434006,-234.4063754312458,E,D,A,E,B,108.2507496317465,1
Other,47,E,B,76.20428899149925,152.61083670521825,E,E,B,C,D,-222.39553396166215,1
Other,39,A,B,-8.732504512178679,-113.58166523366104,E,E,B,D,C,-9.598377754656322,0
Homosexual,30,B,D,-33.367906613826726,-14.931875131715946,E,B,A,D,B,11.088869892545093,0
Bisexual,37,C,A,-141.57591054021265,-49.74766797215008,E,E,E,D,C,30.384681514552582,0
Other,82,C,C,25.924935691135794,-118.53725537817124,B,D,E,A,D,133.63826729823495,1
Other,70,C,D,0.3888695944640631,40.870985120485884,B,C,A,D,A,-212.1105837290238,0
Heterosexual,64,A,D,159.4758009008396,-245.56619084550687,A,A,C,D,C,-203.29278210217313,1
Heterosexual,41,D,B,64.42781771881909,89.99239847104293,C,E,B,C,B,142.35949268347946,0
Homosexual,45,E,D,-236.80620489948006,-32.82488801056643,C,B,E,D,B,-16.42617562746516,0
Other,35,E,B,-93.08779703437328,188.6439786892728,B,C,C,D,E,31.32881843345624,1
