veteran,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Non-Veteran,No,-40.15056163587231,41.718941525815744,E,-47.569239901716756,E,C,-35.03974187507489,C,E,-145.50460712626932,E,C,E,C,-2.9310433644478,E,80.42883149867262,87.36989135393236,1
Non-Veteran,Both,61.71666054684077,109.73356920547714,E,-52.0745762739543,B,D,-176.54163235150895,D,B,-15.472847791548737,B,E,A,C,78.32250658758133,A,159.3696805125701,64.04295208614892,1
Veteran,Mental,-56.30939320541467,51.97624558698251,A,156.0412171786019,B,B,-34.61606518539016,B,D,-92.45948926592408,D,D,C,A,26.676854829541202,B,259.5979317327946,-98.32596348743125,0
Non-Veteran,No,88.53538421170674,54.06198064665596,A,98.56765343027232,D,C,4.947640590556721,C,B,47.172874367822445,C,A,A,E,-64.72252287562286,E,90.83928152449243,178.7789150552648,1
Veteran,Yes,30.430346700003284,14.071248518109543,C,-20.440179487172923,C,D,37.12571654181709,B,B,41.362184281718605,E,B,D,A,-79.70607165095352,A,50.59766456020793,50.64049804656294,1
Yes,Both,-30.273891874063235,91.92977652305052,C,-88.75694061854561,D,E,-16.901074082526748,B,D,41.20285203152928,D,A,E,C,112.75608346206683,A,-41.083133680113995,-111.81244825204288,0
Veteran,Mental,99.65849402766331,-43.108396167186605,A,85.03427848385357,C,D,-50.594384620600174,E,B,73.80093261413656,A,C,A,E,150.49829427613048,A,106.65993123502733,-118.54149830390209,0
Veteran,Mental,75.78122890582686,-31.02198052571597,D,14.176402428524623,A,C,-31.703416818604975,C,B,40.77851958312573,D,C,A,A,1.546356112627834,C,66.08033277972368,-9.625151532581205,0
Yes,No,-54.45135678887277,106.99064098244146,A,113.87105472780152,A,D,-97.19469642752657,C,D,6.4865675760880634,B,D,D,D,227.8604236774529,C,-161.3691221508588,24.19705968747497,1
Non-Veteran,Both,-0.07219187824933442,100.63998153024684,D,158.9894914559189,B,E,-108.37349074931579,C,E,5.670374740691007,E,D,E,B,-183.77580870765453,E,-28.670892064054108,-28.71626736025319,0
Veteran,Yes,-156.59189951566066,-53.397477607747156,A,90.58473427388564,E,E,109.8995448988973,A,D,4.91142837799276,B,D,A,D,80.5148856005744,C,-140.2262498799664,68.8684184922948,0
Yes,Physical,53.50934654187584,68.30317943248511,C,104.83608502967634,C,C,-14.24769530963658,D,A,93.28750210742112,C,B,C,C,183.83509610323787,C,-19.811278880255045,-152.74314486465002,0
Yes,Both,40.28289289725776,-28.730784888090216,B,3.8303112163002835,E,B,95.91654818864377,C,E,216.0736688711608,C,B,A,D,58.48917751207695,A,-88.11697223656483,-21.2187515321672,0
Non-Veteran,Mental,-25.506625403427396,-33.9108522338534,D,104.24543978537153,D,B,16.341363373440217,E,B,46.87551451431284,C,A,D,E,-50.64613421048718,B,25.047901839873926,-8.723339591498668,0
Veteran,Physical,217.62294989379552,-15.609473306265222,B,87.09715171247115,B,B,-48.51695031761739,E,A,-226.97949043103978,D,B,A,E,-174.80009314752024,A,106.73111368038661,22.767523394385137,0
Yes,None,-38.009057156300365,28.83328546325451,A,28.611896413898442,A,C,-211.33419886607342,B,D,255.80627232683307,D,C,C,A,42.707524441616464,D,-77.50668631483842,-35.34961803780674,0
Yes,No,-6.941270573338358,62.26073180710374,B,115.61303453148848,D,E,37.77065103124684,A,A,113.12840955176134,A,E,C,B,-16.797963491688357,E,20.597362106938615,112.2108381287512,0
No,No,22.692445672810535,85.43967368968649,B,-138.114452056501,E,D,-35.40948514493324,E,E,-116.40737790655191,A,C,E,C,-32.336732507449625,B,41.903484549144544,-87.25689736603073,1
No,None,-2.881835012467325,-103.00279012235637,D,-32.13229230269873,B,A,111.95106992473474,E,D,-159.4375389311289,A,C,B,A,200.48701468060906,E,28.25415476662325,-20.213409716801973,1
Veteran,Mental,-158.46898428339554,155.35237603394444,B,125.28585923695292,B,A,266.9760195805418,D,B,88.8319925197352,E,B,D,A,-52.208939020215674,A,-5.9844400884222075,-26.141340897391498,0
Veteran,Physical,-77.09561505778579,88.47621751062431,C,-115.16923178750366,C,D,-42.22671226533985,D,E,-109.24569356363855,D,B,E,E,144.4045887934915,B,38.4063092192887,12.598232834347789,1
Veteran,None,16.850383202894403,-14.965075903316361,A,-128.73427808599368,E,C,12.698879693980924,E,C,1.301012484077101,A,C,D,A,-310.6388795705013,B,9.885469810392445,1.7294204917571605,1
Non-Veteran,Mental,115.70877247574404,-133.75510037784542,E,-33.55670784950882,C,C,-140.29181757316405,B,A,-43.76242544811244,D,B,B,E,-104.02264376439973,B,31.416731170726592,82.30461308316617,0
No,Yes,59.399201033938745,181.2020577090827,B,-10.269122918666113,C,C,49.618196377252275,B,B,123.84575154376006,A,C,B,B,45.733734433718176,B,-93.38704824416794,28.403354576626334,1
No,Mental,145.62886645701164,-34.26385367860313,B,210.74140242348273,B,E,-89.11635867778075,D,B,134.0513072431462,B,C,A,C,-14.858386555625264,C,-28.97074036592943,146.12365622502287,0
Yes,No,50.578596563575864,228.26614320449377,D,133.6048827933976,C,E,-62.874408414561834,E,A,97.12947828707632,A,E,C,E,-50.72827638874302,C,84.07595545197476,181.1894622650261,1
Yes,Mental,50.216409059726075,-21.601357499186786,D,-94.22845846100608,D,A,101.99703536628897,E,E,20.826541160645984,B,B,C,C,9.156405233666536,E,63.91478524673949,169.68090579138072,0
Yes,Physical,-171.18503220776321,35.48111767479303,C,-126.53275677240157,B,B,-41.27467142785606,A,B,-101.50254771146696,C,E,C,A,42.899340401555584,E,-106.98143668992992,-124.22295786153342,0
Non-Veteran,No,126.53346283656244,140.54316258484704,A,-210.93745906812416,E,D,59.15706777252363,D,C,-50.27148703768438,B,D,A,E,-182.8416771126241,B,36.62043945524003,-224.8886143920577,1
Veteran,No,-41.98002766640367,-51.05114294371309,E,141.58754073829678,E,B,85.38297854453694,A,B,20.861839389634916,D,C,A,A,92.79507706834764,B,-60.57396471712592,8.209459055732447,1
Yes,None,-105.55637597666878,-43.985661595934175,D,9.507834974282602,B,B,124.08230133796793,A,D,75.98437551221508,C,E,C,D,89.12110867564556,E,-117.97628826930098,30.58161256918785,1
Yes,None,-80.79020865727581,-218.79935617163784,A,126.16396140721895,B,B,-13.195700959485468,C,D,210.65286967069753,A,D,D,A,4.7134331264582645,A,2.792665230760584,-69.73139269497327,1
No,Physical,167.87463963062567,-128.9480047778672,C,-28.538947056492137,B,E,125.76576161752524,E,D,28.038339239757633,A,D,B,A,54.28428083888326,C,106.55292744571625,-193.86403464629004,0
Yes,Both,101.5416331050277,-107.23685923168402,C,50.96617153455662,B,E,44.63802454368357,A,B,4.530006701367706,E,A,E,B,29.797006109508416,A,26.80759852057411,-69.5667598629076,1
Veteran,None,-51.29881504119622,15.233435543780486,C,30.283261389579465,C,C,24.801083861876148,E,A,141.89328842126827,E,C,B,C,-145.03499304334218,E,-6.904525639130453,70.03272679763869,0
No,No,109.44338946682437,-22.119617924323173,E,-205.12821752916346,A,D,-51.02897799710336,C,A,-18.799952964212228,B,D,C,B,-43.254433085050124,E,16.95285968177095,12.759843117682006,0
Yes,Mental,207.12188161159557,-89.44446747275778,E,6.137040918274743,A,E,91.37335023759559,B,B,105.51972050876428,D,E,A,A,-27.884661855933125,C,-9.238662615710833,19.426275338293827,0
No,Yes,-201.15226266963825,30.925206567661,A,39.386690401721566,E,D,45.59476418464412,D,E,63.86391062903309,A,E,E,B,54.15726056511144,E,208.59109097985572,-7.4842553295766026,1
Yes,No,-106.48163871836141,117.2023938780826,E,75.36876714070164,D,C,-4.964105684833494,D,A,-69.36410416771419,D,C,C,E,47.042398313838184,C,-79.65780500700464,12.285947857077764,0
Yes,Yes,94.8202537607728,38.438473727735825,C,115.96269675239404,B,C,188.95893462920608,B,D,-45.63065498059815,E,C,B,D,55.157622724780296,A,56.50760996070696,-95.37377962560957,0
Veteran,Mental,9.93146126653199,-253.24406179110088,D,-76.45028753313272,E,C,59.671267477322196,B,E,51.9219184563796,B,D,A,E,64.37589451063897,C,-294.6199956807672,-148.87808207253636,0
Yes,None,-15.923500179568356,-44.15523820452569,B,-107.40213468705629,C,A,47.713611921208674,E,A,3.932798627910704,B,A,D,A,-111.56655676418687,E,108.09382444518714,-98.40271781902695,0
Veteran,Mental,-59.0708875501752,-37.91646134397207,E,65.88212838984036,C,C,29.786906913337624,D,C,42.42229086086246,B,B,B,A,21.298806336499656,D,98.19034069924868,81.96551560637216,1
Veteran,No,-57.73598853060297,103.66807425062044,C,-69.7646619588252,C,B,59.15297319558188,A,B,-130.3201559947016,C,E,C,C,72.1198872210485,C,-10.32834763331806,-64.268975438988,1
Veteran,Physical,-86.60821624186538,-18.361402374084957,C,123.74660796576585,A,A,-118.44655892632365,C,C,169.01439342535187,E,D,C,D,-6.130763946775689,D,257.2832658603507,-52.90615839082308,1
No,No,5.847109310536425,153.25153386638252,D,28.927984762728126,D,A,-181.3868896193412,C,C,-136.54870466572874,D,C,B,A,-77.96110811907215,D,-108.61653450095157,126.47423382518832,1
Non-Veteran,None,75.42347313149867,63.96643953530358,C,-86.25422524699925,D,E,107.15961671169329,E,C,-83.14729506038702,A,A,E,B,15.644547251184454,B,-77.51608033563488,-86.65158897791741,0
Veteran,Yes,-129.82045031016358,-144.0436030699489,A,-60.45966754156726,B,B,177.2608062457042,B,B,44.58841166029739,E,C,A,C,-110.59586064303954,D,-56.78187318029484,-102.6917647465409,1
Non-Veteran,Physical,112.57955612722996,-110.77313018761194,A,71.06452448370166,A,D,-128.31363197239233,E,A,-112.68373339836543,E,C,C,B,73.29578953886376,D,88.84935011824618,116.4032399300276,1
No,No,-1.817782757043078,57.147925439666146,E,-53.80924724163969,D,A,26.489457318008906,D,B,-61.280872963414254,D,D,D,D,24.166984025508878,E,-131.8161268601153,124.53512937971635,0
No,Mental,-156.39392129045783,-139.59506434303822,A,-183.72871531375856,C,B,185.64897412407288,C,C,79.99482349620402,C,C,A,B,43.46216882631049,B,-78.88819993564704,19.87930847509594,0
Veteran,Both,-168.94634412848245,-70.56129422566686,A,62.26383271388064,B,B,-45.87484548773968,D,C,-58.31830267864119,A,C,C,B,-147.5332165049368,A,71.43910348633668,39.784323280157984,1
Veteran,Physical,11.273341025893918,-203.9178788092898,D,12.74599110179548,B,C,-14.750793350010822,D,B,133.54166003050426,A,B,B,B,14.220062533941602,C,-165.12691505749956,-80.11194894795187,0
Non-Veteran,No,-8.546488903820636,37.53788187396989,A,-56.37027358150045,C,A,81.00983042155467,E,C,-62.07539233791927,B,D,E,D,-29.695606711927024,D,-83.50758218374918,-51.166105704506194,0
Veteran,Both,-50.74364273234948,20.66472494219299,A,27.926019470856495,B,C,-39.77997750113942,C,E,150.5386925226684,C,B,B,B,2.961109481070933,C,113.98227018037046,-43.964564816933176,1
Veteran,No,-147.74545714341056,-111.59235060099606,B,100.3358929442517,E,B,-7.337221374629428,E,B,-58.61872781774934,E,E,E,A,121.13838431609895,E,-64.22687390468555,192.3390477285185,0
Veteran,None,-23.803180782551824,-79.05662777917219,C,-46.56702841096068,D,B,-0.3601253949821464,E,D,-101.1050801360597,D,A,E,E,84.03244900650428,B,-43.93590716372497,38.21787424272095,1
No,Yes,-4.545440539650924,117.34629750164926,D,-59.89769776593615,A,D,-80.86818460162164,D,B,-45.316846340566876,E,D,C,A,43.16922197878297,E,-23.836129542494756,33.85286946415007,1
Yes,No,57.32908880996684,-27.071703375638002,D,83.44603118031738,A,C,4.905809160620866,B,C,201.60181802189666,A,A,B,C,107.81666364876732,A,-60.0386735171164,-117.48350254699493,0
Veteran,None,-19.2098809959352,-31.681636223531683,C,-47.45994043969661,B,D,82.52227795140395,A,A,29.678130859460968,A,D,C,B,-73.1154916273692,D,-61.16194106885908,45.5278369873042,0
Yes,Both,-48.02699280061206,-6.518409428560673,D,-14.152031206106052,A,E,-120.60215624064278,E,E,84.3947088381456,A,D,E,E,11.194681244511113,A,46.7116003667472,-171.4731033737039,0
Non-Veteran,Physical,-178.0873660734717,38.42918678140771,E,-32.503399145884586,B,D,-127.55845150882341,D,E,-139.77815002689508,A,D,B,C,174.79906902073975,B,116.96497400893921,3.5781193843983234,1
Non-Veteran,Physical,84.87971443353939,33.7309058950126,E,46.19439482115445,C,A,94.05513094845915,E,A,-100.03877153738306,B,A,C,E,149.530852708611,A,-264.6991035142485,-140.6504980218198,0
Veteran,Physical,125.73664654218364,70.91848301741595,A,-96.50702615259111,E,D,-69.48447757817794,C,E,-90.61899747260463,D,A,D,D,15.863342849509682,D,-42.10170556381569,-192.65968146656297,1
Veteran,Mental,-148.73160820688034,19.080822358020008,A,-84.46852323412824,B,B,8.393804546990378,B,D,-76.18803084025396,A,D,B,E,128.68403572542093,C,-48.61826514752834,-126.55123087780566,1
Yes,None,47.57389338122191,-72.3776701586376,B,54.64789249055113,A,B,-66.6604538825901,A,B,-5.165593953449499,D,B,E,B,28.35376377516392,D,9.930363249033052,16.259242335292125,1
Non-Veteran,Yes,90.7239615204411,31.988482447484873,E,32.468639120123896,D,D,-104.93771792928723,E,E,-10.483532271809004,D,A,A,E,-72.52936870247815,A,6.402340221600033,-131.74099236819077,0
Yes,Yes,239.12446952420558,-13.03328248987357,D,98.30236072734255,C,C,25.120755913730523,A,E,-75.60006740152687,A,A,B,C,5.58638346280239,E,-53.357843633460675,79.56092977206355,1
Veteran,No,90.02010316664168,-34.93097661451525,E,-160.0031948652177,E,A,-52.00684532546982,D,A,-183.11799073947495,C,A,E,D,31.52342173461417,A,48.91945246232374,-171.59566830551742,0
Non-Veteran,Both,137.68365409533908,51.988875499482155,D,67.62441459756995,B,D,136.53974644950574,B,B,200.84674785242908,E,E,D,A,119.85893683565165,A,-61.16750647797505,-237.3975951251452,0
Yes,Both,63.55529546581325,-75.5249461060212,B,-124.3724561636379,A,D,104.9160483103875,E,E,-119.5616061190498,C,D,A,C,-51.90729682748386,E,58.39129728081173,-9.265141064688015,0
Non-Veteran,None,120.73819222597155,-240.25324233405385,A,132.4272905895455,C,E,31.77233318950311,D,E,-3.591612994118002,C,E,D,E,174.84046946633336,B,-195.42470856679986,-105.36928252587192,0
Veteran,Mental,46.70357110333428,-0.45812571148635195,A,-21.469128098338565,A,A,-37.38620198953441,B,D,64.07312370050448,E,B,C,A,99.37260042194967,B,-63.759788526927316,-16.07221264778535,0
No,Both,-24.291705204967744,-50.22113889069213,D,81.71126138316039,A,E,-19.45516013918188,A,A,96.63542008411585,C,E,C,B,42.24666402739422,C,-108.6918816802114,-209.61637368976872,0
Veteran,None,33.997984043922614,-52.8044611528111,B,-132.58673578063994,B,C,135.32438187113115,D,C,121.02802097564332,E,C,D,B,-0.4353603153594095,D,-101.33815780943034,81.14925013544462,0
Non-Veteran,None,-61.40372718957307,114.3752511926389,B,-80.94624717046928,A,A,24.25224119443242,A,E,-234.42565100020713,E,D,D,D,-111.89436162512439,E,-29.161128894468696,83.69909319474266,0
Non-Veteran,Physical,169.7491141860934,18.224359014203998,D,-123.54377806011453,C,D,2.610402423423577,E,B,20.820376722942243,A,B,C,E,88.41613174564489,B,110.45467673396429,-54.436428615467435,1
Yes,Yes,-15.74816690308417,-29.823709959746274,D,-30.162291501644102,B,B,59.262303967593546,D,C,73.02568669207528,B,C,B,D,53.99002574945829,B,-157.76850490667283,19.490507412256463,1
No,Mental,76.59986264688563,-29.596956685681704,C,83.56762721999448,B,D,-86.25622128373195,B,C,44.75562635508973,E,B,E,A,96.41048483643898,A,-13.12269427329627,52.24753168544795,1
Yes,Both,-76.30639921908138,-22.850438008347275,D,-133.0265407634756,A,C,-86.4500970349952,D,D,-115.42694092667254,A,C,D,A,-43.16847140967896,E,-76.74137429679185,261.8859996326364,0
Non-Veteran,None,28.45904136082743,63.81260518043668,B,-1.2984211990577395,E,C,0.3947796157533775,E,C,-76.53101118964081,E,C,E,D,-35.51901837959057,B,-22.792781890323887,-32.88114300015301,1
Veteran,Yes,16.35053308806695,11.675505301054551,A,-7.844536891963455,D,B,-63.48387439252689,C,B,-138.74493790082673,A,D,A,E,159.62956510382415,C,-19.60932531094315,-60.811638985265006,1
Veteran,None,31.055842333607668,26.76093418718152,D,0.5790780931720529,E,E,-42.08087380308625,D,D,188.30654966873433,D,A,C,A,-89.77789833252874,B,81.29392491104025,-94.9113030959395,1
Veteran,Both,1.6117466029246135,-5.2256475770270585,A,-101.94373117305877,E,E,208.68244553908917,A,B,104.55001824083507,E,B,B,D,-46.79672888503414,C,-7.110153359305155,4.957717012173793,0
Yes,Yes,-1.5798634138747845,-133.14074904901548,B,-59.762721598653634,B,C,24.90255653968734,B,E,-171.4370787688946,B,B,E,B,-177.43845661992506,C,-105.91040485504237,123.51412822837256,0
Veteran,Both,-141.12900592238162,-301.19075833913354,A,-11.77000851704376,D,B,-28.126921677584786,B,A,63.7123203000991,B,C,D,B,-26.46843360560711,B,-14.102551183643037,167.0455645911358,0
Yes,None,35.39802647082432,-67.24330724221375,B,-68.44813211688862,A,B,161.34217296792497,E,B,-60.245813694805975,D,B,D,E,264.27823931358245,A,-79.32692874693275,100.42096502372596,0
No,None,55.35863119079718,-49.16032199346249,C,87.31741048383202,D,C,-20.102558940110935,E,B,128.60737132692114,C,B,C,C,126.28715741882839,C,-163.22972785735254,-102.08068316081489,0
Non-Veteran,Physical,-5.202286323423267,-65.89316704567709,B,-65.84143408797458,E,C,98.12404142200222,A,D,-91.73114854791896,C,D,A,A,52.764436393029456,E,103.06607637486084,-150.9878588614501,1
Non-Veteran,No,-123.66845741696689,-32.789925647058574,D,-143.70383969972374,A,D,55.68768263172312,A,D,-121.72105882022916,D,B,E,E,-81.76253549743628,E,-46.56944880350216,-103.65137640274824,0
Yes,None,-92.1833583876418,112.24945788958584,C,-153.8842725567994,D,B,-169.71360493212975,A,A,91.88223836841307,B,C,D,A,-73.08774178301557,E,11.870339200246672,107.07940145085671,1
Non-Veteran,None,-9.262713335327442,-65.24349122407908,B,-33.97221479702721,D,C,47.195550651024014,E,D,72.75524211880541,D,C,C,B,-160.52649883679976,D,49.371505078486685,20.20357398279618,0
Yes,No,-31.7829794153907,74.12581113620195,E,46.961494161625936,C,E,172.26698293635442,B,A,-119.19224851978424,A,C,A,D,147.4862799718755,D,125.8684121368019,-41.13977860173395,1
Yes,None,-114.7843071398146,88.96263019484223,A,-117.20438608096634,C,E,34.53952111713169,D,E,-126.2162322863462,E,A,C,B,-127.62961531518502,D,5.968243867986786,-14.33601470064007,1
No,Physical,-97.64918182173305,45.231652168563144,D,-10.347245712644705,A,B,-91.69820295852404,B,D,-50.90860849017177,D,C,C,B,30.056863150495346,E,-83.92492400635872,-51.3331977168401,0
Veteran,Yes,-98.52031556545971,67.6670292170183,A,51.46500615809242,A,C,-233.58502349170388,D,E,75.46423667268604,C,B,A,D,-112.83575744967482,C,18.23169283199549,-10.599123604542594,1
Veteran,No,-51.920816108815735,10.732587575186205,D,106.95343708947497,A,E,131.22714031175641,E,A,133.83993319803093,A,B,B,B,72.39409454012507,D,-74.93634831601909,18.934410118639228,0
No,Mental,-25.95619704331511,149.2336702590917,C,137.38581054125464,E,A,80.06592171805296,C,C,111.85898858957427,D,B,B,E,140.00328657901284,B,-73.96399836199008,-133.94100426616177,1
Non-Veteran,Yes,-24.736079209262208,-42.32439022022434,A,-48.04613688360184,B,B,-128.62482689850293,C,D,89.6398713188996,A,C,A,A,31.77979885118618,E,-146.1055267381631,-91.48399702196095,0
No,Both,-46.26844532492722,47.90515065596978,C,13.966149219731058,B,B,57.640342576849925,C,C,68.01687758184056,C,E,D,A,134.76032609709344,A,116.78505354176325,-50.31161125398443,0
No,No,-34.23705144964252,8.996627497523171,E,-150.54658700536524,D,A,-95.88564747437626,B,E,-76.91893545672511,D,E,C,B,4.3533023889841,A,-81.92920362019636,-112.9942325877479,0
No,Physical,-120.9414758699339,42.55324481714618,A,147.51799328530703,D,B,41.790078872571875,A,E,-95.8007586618902,A,A,C,C,-112.52068214049751,A,121.71016266037597,-84.2962513620249,1
