Gender,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Non-binary,26-35,Other,A,-86.87218811627034,E,C,56.81297715013458,32.06088616346043,D,A,C,118.68837645963926,B,62.52041216250166,0
F,36-50,None,B,57.27712414420259,A,A,181.29602419653648,-65.45731116652082,A,D,D,-72.99306678334327,D,110.40142277438613,0
Female,36-50,Hindu,E,196.9391009486267,B,C,-18.846555892459595,-75.23089541945156,A,C,B,-48.30515234438808,A,-38.5273989256053,1
Non-binary,65+,None,D,78.98394282059014,E,A,50.15770778637885,17.331968823428305,C,A,D,-329.154721222138,A,-226.04026395541723,0
Male,51-65,Hindu,E,47.27668527258849,A,B,107.49426801232215,46.70497553171664,D,A,C,202.6382490910674,C,70.05314517411024,0
Other,65+,Jewish,C,150.42190306536034,A,E,-152.74227486900287,-62.39610433647565,A,B,A,-54.78557601550027,C,199.87899737361477,1
Non-binary,51-65,None,D,62.54845111198324,E,A,33.4739035916862,-55.730739213412974,B,C,A,-80.84308038030366,C,-54.40630523456805,0
M,18-25,Hindu,E,-68.93312484399576,E,E,-93.1551390326679,220.26673449470474,A,C,B,-121.61496811317913,B,-32.69785902209255,0
Other,18-25,Buddhist,D,-15.53902173688691,C,B,27.854372031012186,-29.371966101964077,A,C,E,133.31143009816674,E,-49.14157736633368,1
Non-binary,65+,Christian,E,-51.11566023211454,A,C,-38.83460505335272,31.01061616563555,B,A,C,-77.91409851983417,D,15.620839424141897,1
Female,18-25,Hindu,A,105.65799238385765,B,B,68.15773135627796,19.37905841537903,A,A,D,-188.65123929720312,C,115.11799553978481,1
Male,18-25,Jewish,A,-97.89644733221562,A,D,-125.16245155716896,-99.95894467693529,A,B,D,-41.91689344513243,D,64.9821327025669,0
M,36-50,Hindu,B,-20.84158207957997,E,E,-120.3067173099649,20.08105432350061,E,C,E,-114.34622362245375,D,-72.24020914345624,1
Male,65+,None,E,116.17575539523712,C,A,33.62747421544786,-50.756834527850984,B,B,A,33.12893537615438,A,-70.51730901901117,1
Other,65+,Other,E,-52.67994630455778,C,D,-29.96940380270209,-8.215855725764518,B,C,A,101.11141503244525,A,82.4494089919431,1
Male,26-35,Hindu,A,33.873909209461466,D,C,83.43718062689967,46.003676150338315,C,E,B,25.047965320158593,E,208.49401852241155,1
Female,36-50,Other,B,-20.74373413412648,C,A,-112.05304751467602,109.6954903992308,B,E,C,-48.722791231107685,E,-78.96397285672735,1
F,18-25,Muslim,A,5.43285709140872,B,E,136.15328082833875,192.94162073241318,A,C,D,-20.436106426631433,E,31.227506782670485,0
F,65+,Christian,B,102.93532740614282,D,A,-5.428679507913943,93.86853654568945,A,A,A,100.335253029203,A,-100.99957739137577,1
Non-binary,65+,None,E,174.10597563899648,D,A,30.446652873835962,-15.23195006212901,E,A,C,-34.11852000227078,C,21.60701548234134,1
Other,26-35,Jewish,B,49.72593556450236,C,E,202.8019417320758,161.51984492697338,C,A,B,-195.1016371555402,A,37.4996128072952,0
Female,65+,Christian,D,271.8781496735615,E,D,182.45198809876686,-28.176209317522204,B,D,A,-108.00803015280285,E,-101.90970760774121,1
Male,36-50,Hindu,C,104.59038626543781,A,A,-29.717985383501293,-8.516096991605538,E,B,C,-73.18680629570034,D,49.114880084097805,1
M,36-50,Christian,E,64.18811737526109,D,A,52.111670903870966,30.64634543339392,B,E,C,160.49140228475824,E,-7.161875880418032,0
M,26-35,Hindu,D,40.234847568992535,A,D,65.64406646022087,78.37744581675156,B,B,B,36.548858747734236,C,24.22709852588189,0
F,36-50,Hindu,A,-97.45745079789752,B,B,-46.16077154200233,7.155452780686488,A,D,D,34.324474418245,A,-3.3168132502434835,0
Non-binary,51-65,Buddhist,B,-44.935354025925264,C,A,50.17951206709751,-167.1102432171597,E,D,D,-13.478606643155361,E,-58.71051041123621,1
Male,18-25,Hindu,C,-98.7860328845002,E,C,83.54978921364558,30.83364479934391,D,D,E,2.684572467425448,B,129.53745057948856,1
Male,51-65,Buddhist,E,-42.56848821052578,E,A,95.90681969803005,37.17052880061546,E,D,E,10.05470209650742,C,-226.72282484841676,1
Male,36-50,Buddhist,D,37.13241466823016,C,B,-215.32001698126186,13.316549005005255,E,D,A,-28.759750201877033,B,-163.47613852979427,0
F,36-50,Buddhist,C,39.99316017607363,E,B,-13.035852358122485,-33.309415806309396,C,B,B,-131.61818805055316,E,125.68210385330549,1
Female,18-25,Other,B,-88.0729858023176,B,B,32.67276984273218,-86.12701327647805,E,B,E,174.51685995944806,A,61.898387954827626,1
Non-binary,18-25,Hindu,A,216.91717921365296,A,E,108.36703581277736,203.47587680530665,A,D,A,163.56005085809906,C,-31.247558230000156,0
F,51-65,Hindu,C,14.33295507456791,E,C,11.436549781497881,86.89578884785844,A,C,A,-47.14860181220591,D,37.07953700625594,1
Male,26-35,None,A,132.4893473172335,E,B,-70.04258691422096,221.91244498739823,D,E,A,211.6134517652679,D,118.115614049661,0
Other,18-25,Christian,E,94.05171263257382,D,C,-90.33420784311649,-273.3668413904185,D,B,A,-82.22414232652824,A,39.21142092055373,1
F,51-65,Other,B,2.8392166784905344,A,E,-195.49929520303814,-63.82257659914296,C,A,B,-46.691955229235724,B,-17.815938044925158,0
Non-binary,36-50,None,C,99.36008653807713,D,E,-21.609813571679126,60.260529980351016,B,E,B,-123.12311157793991,A,-95.78717250143801,1
F,18-25,Other,A,-35.47494974290442,B,B,-108.35030452220728,-166.0742120054214,A,E,A,-102.2095175610588,E,4.227106140566493,1
M,51-65,Other,D,-133.62117604498332,E,A,-100.57319707645796,11.068785094778656,E,B,B,-45.51951542032367,A,43.259504898290366,0
Other,51-65,Christian,A,-0.015513808444105553,D,A,92.21358713174426,-108.26738106973887,E,D,A,267.7177976592932,E,63.15486093535485,1
Female,26-35,Christian,A,-117.5266643871488,D,A,-114.37041060732068,79.83003534986736,D,C,B,-31.03512925638515,E,-65.30760256566862,0
F,65+,Christian,D,-185.92996803832094,A,C,88.6436514824412,98.6867690885582,B,D,C,-131.39284823783527,B,108.02335390510116,0
Male,36-50,Buddhist,C,86.54491143960527,C,C,-60.278114028114956,-96.279205590243,C,C,E,-62.87962487353378,C,-39.146848971330115,1
Non-binary,26-35,Hindu,A,69.73199219984198,D,C,-13.603371496534699,51.35117065481779,A,A,A,-51.728198559409876,B,1.4002431334051826,1
M,36-50,Christian,A,12.754943817100441,D,D,74.70045855275946,-91.94555219631752,D,C,D,-156.32765153299462,A,43.97294674524071,1
Male,26-35,Christian,C,-15.393329288961594,E,E,81.17536453105336,-104.11424332435915,B,D,C,48.03690286587488,E,-21.465739346410828,0
Female,26-35,Other,E,-89.73845953332706,E,C,12.36109226579788,-191.0808979578074,D,D,A,-215.10214817918433,C,-113.54736212186769,1
Other,51-65,Jewish,E,102.06570215847518,E,A,-76.22211292290127,99.99123697124652,D,C,B,68.10672008137865,A,7.916061321731255,1
F,51-65,Muslim,D,-29.522303088057495,A,E,186.79592340430474,-36.48412449690024,B,A,C,-58.276248964058375,E,-48.90250436185686,1
Non-binary,36-50,Muslim,E,-8.442345411049994,C,D,87.96021380011659,-70.34749266949034,B,E,E,58.11804473163256,B,120.0699248242461,0
Non-binary,51-65,Jewish,C,-202.06238763488727,D,A,16.37229941902376,-69.39216323753543,C,E,C,-120.82686037814699,E,-43.29900151886325,0
Other,65+,Buddhist,B,-54.40570848129319,B,A,112.06748790780816,153.31094904552265,C,E,D,-25.710439016916524,A,188.91712186847394,0
Other,36-50,Jewish,B,11.637709691130514,B,C,12.779733171399721,-141.29587720598045,D,A,C,28.158779448536126,B,83.27580411819197,0
M,51-65,Hindu,E,-153.4638567257606,B,B,-35.37960639820854,-30.361735729947764,D,C,B,88.67241525311812,D,-101.51184476535681,0
Male,36-50,None,A,36.289414548067334,C,D,-141.4429204026539,-109.37902161647825,A,D,C,-58.249329900301404,D,66.51641557738476,0
Female,65+,Jewish,B,-78.01332205477122,E,A,-94.71583401912575,-22.26454274098952,E,B,E,116.69016966299239,E,4.463001734421471,1
Non-binary,65+,Buddhist,A,28.913856081567356,E,C,215.18526358134415,110.62045476646449,C,B,B,-88.71142458126864,A,127.06458716279978,0
M,26-35,None,B,-162.70409899271328,B,C,194.46451476348568,-57.26459240721334,C,E,D,174.1195658833507,A,-8.902378380429136,1
Female,26-35,Muslim,E,119.66131881504435,D,C,81.05481381412669,249.90205810358304,C,A,E,81.19770140601477,C,82.68621130556474,0
Male,26-35,None,C,34.762620865654235,B,E,99.05600381912201,135.75298549678547,C,A,B,-166.46481257775787,B,-230.33825051117174,1
Male,65+,None,A,50.9329597116987,C,E,-3.2019333930532494,-224.99636943749059,C,E,A,171.2465177208446,D,74.5723457090966,1
Male,26-35,Jewish,D,-122.2599061719351,C,D,140.69494592907841,-260.44234606613287,B,D,E,-15.614002972313964,A,-121.47448727471786,0
Male,18-25,Hindu,E,79.87575913473864,D,E,184.31862082340814,96.94955487212722,B,E,A,74.24697372200214,D,-4.295863378086702,1
Female,18-25,Muslim,E,-53.51468898221504,A,A,91.61008152251895,-16.158554202804375,C,A,D,87.15603913478346,C,125.49810261533439,1
Male,36-50,Muslim,E,-45.101794607585106,B,B,57.9878347906287,-74.48832707754428,B,A,B,157.01947891426462,A,-23.855622636288558,0
Other,36-50,Buddhist,C,-135.94725549305537,A,D,14.488042927040517,-83.29531396734427,A,E,D,-72.3670293083609,E,-135.53947168135215,0
F,18-25,Buddhist,A,-104.37946664844009,B,E,-106.45475328996905,-64.07820984378407,A,A,C,-147.33985588596244,C,223.97984345380283,1
Non-binary,65+,Other,D,-88.30540370462153,B,C,-21.408146847304767,-134.3845014374959,B,A,B,14.56685299465715,E,-39.89716680787533,1
Female,18-25,Muslim,A,-0.5699968055286946,A,C,-7.344311480716612,-28.645575318159437,B,D,D,3.521949036615119,A,26.96736285491762,1
F,18-25,Christian,E,-65.56197672054344,C,A,132.69093832649884,71.6329116271391,C,A,D,-78.07195449020963,D,79.44887881584685,1
Non-binary,51-65,Buddhist,B,15.256390871459985,B,E,-40.85223319031797,111.88833064868223,A,D,E,-48.532836593335446,E,-76.39426120085801,0
F,51-65,None,E,-69.1415902425743,E,D,-124.11923019602963,-90.32776363584601,B,C,A,24.588605648799675,E,-59.329298767042616,0
Non-binary,51-65,Christian,C,-140.86529341401314,E,B,-164.87596275882456,156.52649088359288,E,C,A,100.2942181435378,E,79.16223788575732,1
Non-binary,18-25,Christian,A,185.88145557632168,D,E,50.27926581481263,27.13580036971778,A,E,A,-143.74984274451742,A,2.3803264497174097,0
Female,36-50,Jewish,C,-123.07313361218803,E,C,51.90897851083977,-56.27451237629033,A,E,C,-104.82351900762872,B,-149.34712876232314,1
Male,51-65,None,C,-71.9422956737326,C,E,-62.78174236582815,-1.3350871949974745,E,C,C,-34.80565506771744,E,-49.85660754639065,0
Male,18-25,Buddhist,C,-2.7599154426902515,D,A,-108.17411436340734,133.7612633633884,B,B,E,-138.11814916354032,D,5.01092426907228,0
Female,51-65,Other,C,-196.4718330946157,C,C,-143.34868961225047,-49.11333259670682,B,B,D,76.12722397871174,E,63.452587054327225,1
Male,26-35,Christian,E,39.716715453492704,B,D,-44.725991371341564,26.958766941653472,B,B,B,-80.27577321968565,A,20.148058632154523,1
F,65+,Muslim,A,-167.3124236240719,D,A,-14.69707802904208,-187.20508030637683,D,C,E,-90.32153553077688,D,-63.88806773101698,1
Non-binary,51-65,Christian,E,37.93275089290371,D,E,-102.61008852144917,111.50079934938597,A,A,D,108.947682583983,C,20.60566708103034,1
Female,18-25,Other,C,73.0477767684386,B,C,95.16446562830116,-134.85548396745617,C,E,E,168.36912431709126,A,-87.9767844251057,0
F,26-35,Muslim,B,-62.072335356692,A,B,150.1087015279079,-198.155361277348,C,D,E,10.370866359614888,A,175.81416016487356,0
Non-binary,36-50,Jewish,A,121.83841921771254,D,B,137.4373699844624,122.52008139951856,B,E,B,-89.24098825819017,E,56.31813449672279,0
M,51-65,Muslim,D,-22.29051975578536,C,C,-91.9382221890197,111.49258301169044,C,C,D,-7.8066016290918565,E,-108.22752474118553,0
Non-binary,26-35,Other,E,-160.63818448799702,D,B,58.03116718257173,1.0874101925911746,B,D,C,-49.37139837641729,E,1.9409654344382288,1
Female,18-25,Muslim,E,18.55002681544232,C,A,-103.92772357306663,-115.92920937639713,A,D,A,-107.73425526245957,B,171.53870666515368,0
M,36-50,Buddhist,C,3.8851448000633533,E,A,263.0035798975536,-60.28136335422183,C,C,A,31.883114696146343,B,-12.48645676076651,1
M,18-25,Jewish,B,-51.932451517472145,B,A,-76.18681698222584,-17.69520567142917,B,E,B,-48.39396766785269,A,-52.15718462721559,0
M,36-50,Muslim,D,-26.674814819837316,D,A,137.14299357102425,45.7538127757872,C,D,A,-71.44294104535493,B,121.90927441025916,0
Male,36-50,Jewish,C,-50.867062743280336,C,A,85.2586575713485,-174.64347412716236,A,E,E,46.13134278275383,C,43.23282379192274,0
Other,65+,Christian,C,22.590585087352423,A,D,-16.376881959216995,46.02478253025524,A,B,B,35.34689709429637,D,119.72485882791852,1
Other,18-25,Buddhist,E,205.9906810108123,B,A,109.43483317205975,-27.937131018976334,E,B,E,-67.50797274827237,A,-151.36279643384353,0
Non-binary,51-65,None,E,-21.174718676836456,E,B,28.22038537812009,98.32016715286389,A,C,A,52.90612782941258,E,110.23906931806349,1
Other,36-50,None,D,38.842222296264474,E,B,-77.36397451725398,-178.34795085548907,D,B,B,67.02819746432762,E,93.33081422417543,1
Male,65+,Jewish,E,57.540538019935084,E,A,-103.49361773759385,-25.676623848936842,A,D,B,-8.768860531418857,D,93.84226378446118,0
Other,51-65,Other,C,-33.44994684284784,C,B,8.196048593813897,-11.912760149414572,B,D,A,2.202483074074737,C,241.32666051152736,1
M,65+,Hindu,D,-153.4881177366853,D,D,29.525881538531735,73.05533810255757,A,D,B,-71.20595353586863,C,130.30037186547722,1
M,36-50,Other,E,-91.10963137838985,D,D,74.99807041475084,102.85944557389352,D,E,D,77.53072191049606,B,-154.89428461710975,1
M,26-35,Jewish,D,-37.342243622744554,B,E,-50.995323525722014,61.444388088641944,B,A,D,-99.53497687649165,B,-35.342918193039985,0
Non-binary,26-35,Muslim,E,-51.95975047137434,C,B,26.54143037246126,-28.26229179612812,D,C,A,-129.44283479470732,E,-53.58507372708164,0
Other,26-35,Other,C,-170.93118155952072,E,B,153.90199512211902,-236.9894757103537,E,B,A,-59.71323240898053,C,49.432669127198075,0
Female,18-25,Hindu,D,61.818911781956544,E,A,174.72952847885125,36.36365689725754,A,B,B,-87.83807470042375,B,40.16936299210306,0
Male,65+,Jewish,D,1.0660437785691224,D,C,77.94356770566412,99.12836312791458,E,B,B,24.57549732661951,E,65.16652336281761,1
Non-binary,65+,None,D,129.97160924866134,B,B,-28.746750344787998,118.17415545945529,A,A,D,117.8598832545118,A,112.20937136403144,1
Other,51-65,Jewish,D,-12.481510846064026,B,D,-90.11651399229773,33.461363938795046,C,B,C,-105.63355766392387,C,15.430514570790512,0
F,51-65,Hindu,E,-201.932048150333,D,C,118.97652504635543,-13.319394758727421,B,B,B,71.92210070681598,B,-136.77612415398562,0
Female,36-50,Hindu,B,-58.19249776685355,E,C,82.80702658933943,103.12775954985189,E,E,E,-72.33286002888276,D,-57.91483590217974,0
Non-binary,26-35,Hindu,E,9.624235996938916,A,C,-60.68044716752221,-16.00949532569534,A,B,D,-22.182255930519418,C,-180.36258949776024,1
M,65+,Other,E,-121.02700302672605,C,B,58.760510377277065,-151.91504765446862,D,E,D,-24.949137860576986,E,7.350648789180668,1
M,36-50,Hindu,B,136.93542720560018,A,D,12.526172003120125,78.27684966438714,E,B,E,98.16881267165823,C,181.94901630945947,1
Other,36-50,None,E,-77.85355383000756,A,D,-75.18050051450511,112.62096357929958,E,D,D,152.55260863103783,D,-36.880470287968805,0
F,65+,Hindu,C,134.73407039585948,A,E,16.849714587356242,-68.7927218048279,C,C,C,34.17927646241943,B,52.20037533994349,0
F,36-50,Buddhist,E,-217.80504572614947,B,A,114.51686736925997,132.30502902740446,C,A,B,-52.815576423622964,D,-31.98394589592249,0
Other,36-50,Muslim,E,-51.88748505728713,E,D,93.14135050290035,-82.9420925825767,D,A,A,-77.3813710747737,E,245.95951868092504,0
Non-binary,36-50,Muslim,A,122.95796433012414,A,B,6.467987057273467,93.13595589167365,B,A,D,175.6504728841301,C,-44.49722155824054,1
Female,65+,Other,E,-94.38445271948284,B,C,-63.63553524183676,-224.06409792754286,C,A,B,-156.0747619122276,E,74.86241494757434,0
F,51-65,Buddhist,B,103.19836448120307,B,E,-67.7647275309344,3.9305494929306484,E,E,B,-25.78377629115916,C,-40.98685969928289,0
Other,18-25,Other,D,120.17795302926122,C,A,65.69586544264116,-117.60566596083537,D,C,B,172.04265905055192,A,9.124476430109445,1
Non-binary,18-25,None,C,-74.96601447230069,E,D,23.272105465288913,185.9988150335119,B,B,A,-54.662796318146015,D,120.05283087242296,1
F,51-65,Other,D,-106.32878595545716,E,B,-27.22188349276273,-85.48798547177661,B,B,E,123.7380935205791,D,156.99510494970832,1
Other,36-50,Muslim,B,-14.115037234814501,E,E,-41.68872145011889,39.385112608991015,A,D,D,-29.412602894075878,D,-12.312411753006561,0
M,18-25,Muslim,C,110.49852370300697,A,C,-31.934030014614752,-151.268611930284,D,E,E,-24.961608436290664,E,150.04445382518966,1
Other,65+,None,E,-75.94716810744666,A,E,80.80974138174092,8.213926227584022,D,C,C,-82.18610653365623,A,-73.27619366525602,1
M,18-25,Jewish,B,-68.14046515094859,B,A,145.40734377443636,-6.1543508380618634,D,D,E,-92.34718373131062,A,0.14892202148553776,1
Non-binary,18-25,Jewish,C,84.91791340751121,D,E,-112.49901898912458,-9.06161034937261,C,D,B,155.7800734503772,A,39.071679491542056,1
M,36-50,Jewish,D,-67.37464731984876,B,C,-11.912835529519038,-127.2158745751025,B,B,D,-130.63219569411058,A,29.359541835536973,0
Male,36-50,Jewish,B,72.74830423875935,A,D,45.47659078239859,-70.70006270498877,A,A,B,265.6258127455795,A,-35.148360488855104,1
F,36-50,Jewish,A,-29.269914313918417,B,D,25.826632376028673,166.50524519806336,B,C,A,136.36690194130202,D,180.74399059327934,0
F,65+,Other,A,-162.6574380138762,D,E,25.259182961175412,-0.60994662651318,D,E,E,6.148291742412742,C,15.377349338999483,1
Other,26-35,Hindu,B,-75.00534059493447,C,E,-41.31186998838455,47.049373799512914,E,E,C,63.83777027811982,C,-51.01115823291882,0
M,65+,Hindu,E,-133.3575316063963,B,C,152.42049557446157,45.4721234293337,D,C,D,-84.17955394582968,E,-66.947897540807,1
Male,36-50,Jewish,D,-34.79159415432149,A,A,-38.01844847814706,133.50585638870058,C,A,D,40.35107454743319,C,-87.8449667468869,0
M,65+,Jewish,D,17.07066569483041,C,D,-2.732555727267165,-62.981588401371205,A,A,E,17.016020786687243,B,25.03856222970191,0
M,36-50,None,C,-30.437745478865146,E,E,60.69264519532066,-18.191192220794285,D,C,D,60.10440563818265,C,-53.85729554448725,0
Other,65+,Jewish,B,-20.162203390989657,B,A,1.6541217954865555,12.628444959429288,D,E,D,2.011563277557688,D,-13.604646886130247,0
M,36-50,Christian,C,-102.00016569777175,B,A,111.66829870894428,-148.61414365500443,B,E,C,-24.30191972813661,E,122.88960890961762,0
M,18-25,Muslim,D,61.81082560127009,A,D,112.38165534484502,35.60252835201973,B,A,C,-72.00669519201438,C,-21.783201825238756,0
M,36-50,Jewish,B,35.57104842909003,A,E,-59.17021341373844,-47.64800272004109,D,E,A,-51.536334775033176,C,47.09283336822782,0
F,36-50,Buddhist,B,65.84656635312498,D,B,-93.5556950637639,-35.70253235364624,E,D,E,188.78109606166703,A,-220.24372220082554,0
Other,26-35,Other,E,7.52442156568557,A,A,-20.947888834661995,-87.94201745739996,D,C,A,187.65325523115717,E,48.279624977220095,1
Other,18-25,Christian,E,-22.693870648732563,B,C,-49.42401048484613,74.25345429270759,C,A,C,13.50175868529153,D,2.232761005227978,0
Non-binary,26-35,Hindu,C,-89.93764509744042,B,A,16.54316755440044,-35.344354767389184,D,B,A,36.68641672838036,B,-84.35632856470721,0
Female,65+,Other,C,-13.075776261506466,A,B,-72.25454843568195,-21.381327385911757,B,E,D,29.301404184470847,C,-7.7219517535991615,0
Female,65+,None,D,11.063689842682786,D,E,-63.349114083926786,-8.321589776787677,C,E,C,72.01704881587173,E,116.92308653782517,0
F,26-35,Other,C,110.22516243826968,E,A,84.95915591058754,149.078552751823,C,C,A,135.9188448205608,A,151.24451950205028,0
M,18-25,Buddhist,D,-62.5866794746813,D,E,119.42830150053523,-33.44125226773678,C,C,D,75.2663749692968,C,-97.2773457276436,1
M,18-25,Hindu,E,43.26991322170028,A,D,-163.55710598541606,-91.26409355462293,E,B,B,-103.3476600154017,C,-53.89133220902171,0
Female,65+,Christian,E,-43.09121262196889,E,A,86.9322686411632,-27.286712679231666,A,B,A,35.48897550262758,A,-65.31187891478847,0
Other,51-65,None,D,-169.07513108920185,C,C,-82.91942781619981,-122.94884661520771,B,E,E,96.91949090747121,A,24.822784431585674,0
