faith,Disability,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,Physical,18-25,Other,C,E,E,A,62.68692783230384,-131.48838904449843,94.0411805508571,-66.96135795913688,-83.46086235201055,B,77.39341315799615,E,1
None,Yes,51-65,M,A,E,E,E,-74.61138027684186,-91.91828539433295,-88.77488459755548,143.39323615017236,21.936809257912316,A,-66.10494164017487,E,0
None,Yes,51-65,F,B,C,E,E,0.3134836072149675,24.22063362501721,-222.8461145158524,25.5639015983115,-26.212515786844314,B,220.65449265715822,C,0
None,Both,36-50,F,B,E,A,B,43.50542869293136,171.6540411277362,129.34629931626128,-44.786211727911876,-7.399818713556422,A,104.5711336131302,E,0
Hindu,Physical,51-65,M,B,A,C,B,-10.956684754433594,-104.12844953125916,-175.7053857734632,-170.70894345649845,-139.6195150152548,E,11.566632764944341,A,1
Muslim,Yes,65+,Male,C,C,C,C,31.366466022796008,14.19850128719054,31.974529605891455,15.535377331871336,-42.14238383515525,E,-30.57963276622047,D,0
Muslim,No,26-35,Female,B,A,A,C,21.178036916499003,32.896782968978364,-8.368904409736436,-44.955779305290065,-74.72374451875575,A,-185.45636506225574,C,0
Jewish,Physical,65+,M,C,E,E,D,-1.8709189838872522,-10.634156491294247,76.58517506342054,134.20617432273625,-81.69557281152926,E,-20.279814114337785,B,0
None,Mental,26-35,M,C,D,B,C,22.156781121092788,-250.61163512718815,78.05203164918491,7.750888798862007,-22.97486177885481,A,52.72006004655425,D,0
Christian,None,26-35,Male,B,D,E,A,-36.13833027456083,-26.96404814584702,-187.87030981120313,113.20736976124553,215.3034908045712,B,29.252055443252722,B,1
Muslim,Both,65+,Other,E,D,D,C,-0.6272773453198777,31.332732638367766,-87.76768695210835,37.520602638506965,-50.11692808124908,E,-84.95118691362441,A,0
None,None,36-50,Female,A,C,C,A,-37.30678103885412,-65.84619946213132,109.27832297475175,17.41742676796633,-32.071217098878606,E,-27.662740829385097,C,1
Christian,Both,26-35,F,E,D,A,A,61.25736056229813,-74.97124749699233,132.77821051643565,197.72840571080513,-74.74688336282996,D,39.023969724467136,A,0
Other,No,65+,Female,D,D,B,B,107.58125857112873,-4.065791831835712,-182.84548607963222,-29.427310328155954,-75.83352438679434,C,114.74250069611284,A,1
Christian,No,36-50,Female,A,A,E,D,-58.232549481425565,61.577345638331636,-44.42749492971783,109.9878819721106,215.75771994582058,C,-89.58202397986057,A,0
Muslim,Yes,18-25,Male,E,A,E,E,153.3627366544374,-63.176462910007224,-122.3232611535042,42.323370886248696,-147.66698920506445,E,-8.824571150630646,A,1
Buddhist,Both,36-50,Non-binary,A,E,D,B,-174.15592553588314,-11.286520104253977,-48.5457787901892,108.9247398406217,-16.141856952151812,A,148.37855368726406,B,1
Muslim,No,36-50,Other,B,E,E,E,-107.10007596822635,-18.735815710803312,-79.64525453000424,117.61503974898362,201.73193596197717,D,118.75539524143828,A,1
None,No,26-35,Non-binary,B,E,B,B,-40.14457764373588,87.1928894656227,-75.04789256400548,-12.817239247739812,-201.82235354020145,E,-8.786501475546569,C,1
Buddhist,Mental,65+,Female,E,A,E,C,62.2544057367751,-14.319119715733205,90.76673448209843,142.834234575565,-92.92627520791237,A,36.25508855993325,B,0
Hindu,Yes,18-25,F,A,C,E,A,-8.113339124528883,26.95614579248308,31.076232275708136,-56.09741720402015,139.98436131779943,A,60.86039873581195,E,1
Christian,Both,65+,Female,C,B,E,D,152.03478215924514,24.800196119686518,-185.23727704795107,-23.64161399272209,-60.134504334670766,E,10.962957306369054,E,0
Jewish,Physical,51-65,Male,C,C,D,D,-18.933560592359765,-64.97357357840517,-52.64833900013443,88.51884929991309,36.07742755800627,D,67.39628590818882,D,1
Muslim,None,18-25,Non-binary,B,D,A,B,56.60686359452394,-126.10552265979386,124.10361180380127,-44.88219889665665,60.138109837369626,B,90.42235670860256,A,1
Other,Physical,26-35,Other,E,B,B,C,-206.67034752304153,53.74011086207061,-48.43464880423917,-2.763682687202279,-58.66657288640075,B,-121.81834351819398,C,0
None,No,65+,F,A,D,B,E,-71.9787304718919,90.43920927428172,129.27475506074143,-57.9848981402747,3.4955329441828513,C,98.95462234458009,D,0
Hindu,Both,51-65,Non-binary,E,E,C,A,-20.578773564386772,-195.04866999172452,-90.76057273498981,-43.22586614198599,-18.742165960474523,A,-149.15982783614143,A,1
Muslim,Mental,18-25,Non-binary,B,B,B,C,15.829636553761798,37.308815258087805,75.1581353269642,126.01313071453654,-41.966236498071886,E,-164.35757901961273,E,0
Jewish,None,65+,Male,B,A,E,C,17.231554238657584,170.42191375189404,38.580660975259725,51.349939259642184,-7.943221739840524,D,216.48828207024752,D,0
Muslim,Yes,36-50,Non-binary,A,B,C,D,91.30468070847483,-66.83787177102909,-106.17355319288342,5.716940481932254,-149.31073234363913,A,-103.53972470405269,D,0
Christian,Physical,18-25,F,C,A,C,B,-177.21775536588663,27.868276135669802,26.975128934934567,-43.1224973349936,-17.995499133541077,E,25.375295285254907,E,0
Hindu,Physical,65+,Male,E,E,A,B,-34.70059006646326,42.35091160477211,-95.67549476583717,-65.64859366854655,80.3347005581766,C,26.446573912237014,A,1
Other,Physical,26-35,F,A,B,D,A,-185.82838935308644,-62.24400745200182,25.43712827647332,-83.94065824865477,10.217504424736363,E,-15.23570316840543,C,1
None,Both,36-50,F,E,B,C,B,-29.901280817812065,-21.846880225709036,-114.82454160792841,83.47415898248946,133.2282937401637,D,-51.87190013561018,E,1
Jewish,Both,36-50,Non-binary,D,D,E,E,-273.75137445707645,-43.82014773440955,255.00640690687786,-78.24098912848828,-133.49258892959855,E,54.77645453712719,C,0
Buddhist,No,36-50,Non-binary,A,B,B,A,-67.16726295135499,-79.25934187626054,-54.349404638743735,-9.651743138819711,-30.665732827972263,E,34.06073338133609,B,0
Other,Physical,65+,Other,D,E,B,C,69.30447006286796,-177.83977904015111,76.96389692282403,104.5495283245736,-1.0174128729321859,B,-51.08890405335568,D,1
Jewish,Both,65+,Non-binary,B,D,C,C,180.0655279788052,175.69311041044645,-52.522635482333655,-56.1636388173156,111.01058118669071,E,-47.920087219558624,C,0
Buddhist,Physical,26-35,Non-binary,E,A,B,D,-92.41887315367224,-39.94379648869601,80.60968634322143,-38.82535227108842,-174.73352399690253,C,-54.29094742200075,A,1
Christian,Mental,36-50,Male,E,D,D,C,205.35761571076515,-102.27882674776272,-59.95198353473897,-57.461390401209336,-2.238368126432155,D,13.92657503035263,E,1
Christian,Physical,18-25,Female,D,C,A,B,-84.20229913685672,-77.17324562289994,-89.78679688246571,29.205581789411937,-191.84077460654473,C,60.19322394051427,C,0
None,Physical,18-25,Non-binary,C,C,E,B,-133.27278887484198,-4.917018892982765,267.91164557587393,-56.21717471781103,-36.35343286658933,A,-53.90871276964214,C,1
Other,Both,36-50,Female,D,A,D,E,144.81232828771692,29.299995793816112,121.60969313602365,-31.631174433181446,-66.67144743135916,E,83.9821732322999,A,0
Buddhist,Mental,36-50,F,A,A,B,A,-14.013876246095352,-28.228017264424654,1.6899723854662059,-35.25427990845477,-9.510469982983476,D,-69.04645319638101,C,1
Christian,Mental,36-50,M,C,B,E,E,151.72285767261974,-115.29134424173539,18.42430906054153,-60.435611288020176,180.77347450970856,E,69.55829610011645,A,1
Jewish,None,65+,Female,E,E,D,C,90.59528670544631,-77.54537490344389,24.854961185275286,33.35011451933806,-19.59697343278365,A,-37.00412553366274,C,0
Jewish,Both,65+,F,D,D,D,E,-101.05152405158427,-82.74027895146823,0.43067017386756634,-18.217258785847083,20.241482595430206,C,94.71548300413588,D,1
None,Physical,36-50,M,E,C,D,E,44.14322070299269,-109.80897385770471,109.13560670613273,-50.26280846350453,110.79691967010952,E,-24.55101312456329,C,1
Buddhist,No,65+,M,C,E,B,B,218.45037988528705,136.80132713789428,-27.391471504794225,128.06255812109876,-44.360212939350795,B,26.443213146918797,E,0
Buddhist,None,36-50,Other,B,A,C,C,-120.01331230880312,61.15672312104219,106.47703917992995,80.4739288411574,25.683560758404845,B,39.60131203638825,A,0
Hindu,None,36-50,Female,B,E,D,A,149.6435967687406,158.50359953228215,-33.18099339534904,-73.45368884166162,-68.73990560070142,E,88.31838326743583,B,1
Christian,Yes,26-35,F,E,E,A,D,-103.61632602571275,-49.11986024144749,-44.68286801234508,-37.052973889765454,-271.62041785099086,E,29.667305461163263,A,1
Buddhist,Physical,26-35,Non-binary,B,D,A,D,46.90409367150965,61.47203408902331,24.30959042762611,-172.43752096926843,5.583683899580106,E,43.82978217382004,D,0
Buddhist,Physical,65+,Male,E,C,B,E,30.860022352728823,79.50474456653794,6.066950581322795,-46.467830721441814,-147.23343027676577,D,28.518102886054297,C,1
Hindu,None,36-50,Female,A,C,B,A,100.30623615230212,125.00595298111783,-52.00041512545911,-101.84903120019959,12.16444443660916,A,68.82762172916247,D,1
Buddhist,Yes,18-25,F,B,E,E,A,42.753682244385196,-140.50059866190256,-4.403768961804745,62.931778817635475,-19.95669504732175,A,6.17743495903673,E,0
Buddhist,None,18-25,F,E,D,A,B,-132.06125624923916,-32.89685793194587,241.66631995997628,56.7090468827411,70.75428784949726,A,-37.110171962466005,E,0
Buddhist,Physical,36-50,Non-binary,E,B,B,E,-46.78925911020108,-237.72874074510867,17.485395028193693,21.158766847768774,97.14023297391307,B,28.29408665603526,E,0
Muslim,Physical,36-50,Other,A,D,D,A,-68.16133809858472,-93.7448746867737,120.58389247011326,127.9915584137897,-66.89041488160349,A,-66.3334864774644,D,1
Christian,Physical,36-50,Male,B,C,E,C,-67.3584580842866,85.66138839303268,188.19686059972892,-105.182626847666,-91.47933036039038,B,-21.467717854896772,C,1
Christian,Both,18-25,Female,B,B,E,A,68.80912724287894,-274.84072355941896,7.758450957660921,-140.912779943747,22.46575491753769,C,-21.634865001539602,A,0
Buddhist,Both,36-50,F,A,A,B,D,29.597290432625268,128.5845013617547,-45.954078236085465,93.34325058742523,-36.794480931747856,B,20.044502119601187,C,1
Christian,Both,18-25,Male,C,B,C,B,-90.18928587096386,146.97555663685532,45.939751026892836,-140.9831784990496,-36.57354608961377,D,-64.88644780601521,C,1
Muslim,Mental,36-50,Non-binary,D,C,E,B,-114.35743482454895,5.856005873469098,-198.77053866653446,-37.75156880121861,-12.624338893900866,C,-93.52627058301752,B,0
Christian,No,65+,Female,A,C,D,E,10.38802857016781,-18.776344264384413,188.28689814644693,-6.878705989106628,-217.74940266029984,B,-195.84897148656398,D,0
Jewish,Yes,65+,Other,C,D,A,C,-25.050153354206227,118.12283273463629,93.65382331420588,78.68814098266799,-86.5525849326366,E,109.9685495050557,E,0
Muslim,Mental,18-25,Male,C,A,A,C,-218.6095712634851,-96.05194765567097,125.81889395341233,-2.4646997138535585,-164.94385396913034,C,163.27280249263828,D,1
Buddhist,No,26-35,Other,B,A,C,E,65.14272338913358,134.08947099286056,-115.45465775444457,-126.12056359157859,-39.29322628162102,E,4.0186226317270295,C,0
None,Yes,51-65,Other,C,A,A,E,-14.4513259550997,-66.18547390336828,-44.10185071317716,-145.13362850036066,-16.310031684076325,B,194.8049122059095,C,0
Jewish,Yes,51-65,M,E,A,B,E,-102.17593322147715,-29.849200114804507,15.518154712863282,-51.01918317722256,209.77823526710316,A,-147.3833185762573,B,1
Muslim,None,26-35,Female,B,A,D,B,69.72390070618256,31.24888801337866,-31.064357297135864,168.1608002577729,-127.4356889810812,D,34.95006083044332,D,1
Christian,Both,51-65,F,C,D,A,A,53.04743130008399,-133.2206940020398,93.88820905574511,4.084496203920038,41.558673148960715,C,38.11113434558516,D,0
Jewish,Yes,18-25,Non-binary,E,A,A,E,50.421648967928526,56.13225931384549,99.0265921987338,-279.28542629491943,18.196827546932962,D,79.10282386900272,B,0
Muslim,No,18-25,F,E,D,C,E,107.69167074728183,130.7834202874307,-10.282362012913158,-42.02172875669507,102.54379271205443,D,32.20567567789075,D,1
Hindu,Yes,36-50,Other,B,D,B,E,28.318908559622585,42.70088945806646,-338.65525512698935,-87.54056935940262,-6.273524971688296,D,69.01606151866123,B,1
Other,Mental,18-25,Non-binary,C,E,A,B,-52.73070203545759,102.41665246088255,-132.45758930813156,-82.59546097358562,11.512819199305042,E,100.31230607802235,B,0
None,Physical,65+,Female,A,A,B,A,-49.463141058017094,27.745015662977572,-51.795429137416434,28.95552096791879,44.35198124285997,A,229.5689185690086,A,1
Jewish,None,18-25,M,D,E,C,B,-23.717224348023183,-115.94124015562153,45.333844130517434,8.384434718149977,-39.17561144205007,A,25.347085904421085,C,0
Buddhist,Mental,26-35,Non-binary,B,E,A,C,36.81448020822769,69.29410823543542,-37.64543342356286,-108.37341142527406,43.539032123933765,A,283.2669210070422,B,1
Buddhist,Physical,65+,Non-binary,A,A,C,C,-52.003087056341855,16.081369948797448,11.074814894765005,62.321418824159004,0.11826039307705209,E,-263.8364376687135,E,0
Hindu,Physical,65+,Female,B,A,E,C,109.13069564769278,22.407512006828764,79.58901811199078,-95.05208162423631,-57.93624872528162,B,-17.99839335780363,A,0
None,Physical,51-65,Male,B,A,C,A,95.68033078117534,-55.2017515438342,-85.77400302821596,-6.977898241559247,-24.71123902042991,D,14.17868131907758,D,1
Buddhist,None,51-65,Female,A,E,E,C,145.955721569551,-60.4042911445588,-54.50315909035199,96.58121158163017,-151.2996907075577,C,93.04877456098215,C,1
Other,Mental,51-65,Non-binary,C,B,B,D,-33.89602841571368,-33.506126890299015,-74.18287531529336,148.02113876908842,32.72018002000328,D,-50.73498030162719,B,1
None,Physical,36-50,Non-binary,D,C,A,A,-85.00252485537318,87.64109710598011,26.377734489215655,34.473804461780574,-18.221373783618837,D,124.54201498060947,C,1
Buddhist,Physical,18-25,F,A,C,B,A,-16.35145707258435,-3.32122583512987,-223.5004435083093,-155.1248633287611,-14.818872505284784,A,23.476998338241486,E,0
Jewish,Yes,36-50,F,D,D,A,D,-111.55366726479437,123.00686202045551,31.89752554554416,-62.127060376679054,-109.20913324187956,E,-47.00549004022124,D,0
None,Mental,26-35,Male,A,D,C,A,-40.0681849546572,-54.218328943999325,-137.53470650911257,-99.48090247055674,28.756692289638373,B,-54.424162236711595,E,0
Jewish,No,65+,Other,E,C,A,A,36.1186149058765,130.40655770929678,-56.521542391558945,136.52036361763314,94.28428202688693,E,19.818036889596577,A,0
Muslim,Yes,18-25,F,C,B,D,D,-83.78063374922824,-31.781045930726272,-26.366261430298294,-120.02581519528614,-139.40270764709172,A,-72.83601286515258,C,0
Jewish,Mental,18-25,Non-binary,E,E,A,C,26.962431359119797,-75.72291958147247,269.231984949867,41.46537988206151,-82.56247930237295,A,-32.60713894250653,B,1
Buddhist,Yes,26-35,Other,C,A,C,C,-270.70547897445044,-33.34031848772548,-86.89187416312917,-88.30902445336628,244.44232717509792,A,-19.911601632303647,A,1
Hindu,No,65+,Female,A,D,E,E,85.88853090865037,-12.64989236912102,116.00128988681422,-23.857085336901058,-117.44608893957871,E,59.66857238969403,D,1
Christian,No,26-35,F,B,C,D,A,17.706049870570254,56.632287394032346,35.47362941330004,31.34567171528063,-12.780094321697582,A,75.52397413135922,A,1
Christian,Both,18-25,Other,D,E,C,D,-15.92861549316728,94.82300267728449,5.393148814432606,28.458112147789883,163.16872119225525,A,82.11708400154781,B,1
Hindu,Yes,36-50,Female,E,A,C,B,29.081605229003397,23.631719165561467,-127.38265208125974,-52.178502237765656,77.72042247126853,A,111.79384915328463,D,0
Jewish,No,65+,F,E,C,E,B,26.02640293427365,-18.21252592206413,-46.11746207024995,132.91624585936853,-58.95844666502455,A,43.833724281456064,E,1
Buddhist,Both,36-50,Non-binary,B,A,C,E,129.15655205001968,-34.01716271519677,-43.935237739718474,-136.85709205240528,9.997327884400852,E,42.05472465344746,C,0
Christian,Both,26-35,Other,A,E,C,A,-114.82360843295913,-32.44624571172939,-162.81700642967135,55.671393857194616,-49.62225164827176,C,45.349705354620475,B,0
Christian,Both,26-35,Male,C,D,D,B,88.04113847836713,156.15212646533735,14.217049755424075,87.28146475781575,-50.44332573283159,C,24.784096984142288,D,1
Christian,None,51-65,Non-binary,A,A,E,E,-115.83776692275151,-31.846414204836776,113.2687736293687,62.435683966144076,233.59934625470083,B,77.12527149182013,E,1
Jewish,None,26-35,Female,B,B,C,D,38.442330802242246,-67.11663662077709,-165.40331572625792,-91.75683206776003,32.311289375976834,D,-82.65839672301166,D,0
Other,No,36-50,Non-binary,B,A,A,B,-85.8038078636503,171.57829482303237,-99.37204583832997,-122.35711716719484,-16.780118903645672,A,114.82784771457129,E,0
Jewish,Mental,65+,Other,E,E,B,B,-162.01462353944754,27.702501322305796,20.636246375941834,9.97203619521048,60.82227717828728,E,79.15363178411027,A,0
Buddhist,No,51-65,F,A,D,E,A,4.670045961504186,3.565861245868365,-6.190153488999467,51.90926683273539,-51.94389733755551,A,-10.007684916708062,B,0
Jewish,No,51-65,Female,D,B,D,C,44.00706296833814,-16.6873349327565,170.52286656665171,-23.125247172903958,-126.8597702331406,B,-163.3981646890265,D,1
None,Yes,65+,Non-binary,E,A,C,A,13.366035496098894,-128.767817550077,-69.42086177568862,20.80602394954092,-39.27138168662598,B,113.95325539185026,B,0
Christian,Mental,26-35,Non-binary,C,B,B,A,136.58327450329858,125.39723306003945,-62.06442541722023,-15.368867136095224,34.15239156058749,A,-21.330372275492866,B,0
Jewish,Both,26-35,Non-binary,B,D,B,C,-176.11370912725695,-78.16280734162471,-3.911896775606691,32.029294355198715,-66.0907316013431,C,-33.33323388078967,A,1
Hindu,Mental,26-35,M,B,A,A,A,-110.13854326137998,-35.084633351623864,-75.6258739534236,-86.97565611680834,-122.2125578375647,D,66.70158716291263,A,1
Hindu,Both,18-25,Male,A,A,C,A,-47.27963902898548,-89.53903938661722,3.9000536744115757,-98.508303706967,58.08851324217914,E,-82.50411997393708,B,1
Jewish,No,51-65,Female,D,A,B,E,136.48109633703228,34.40325874017638,-117.42335844719918,24.849652647008714,57.705626401154284,A,71.28895572645332,B,0
None,Mental,51-65,Non-binary,B,B,D,A,45.962209927161226,72.47409256288562,-51.174048984339535,55.11487741328045,-157.38897738128657,B,-4.107489640237143,B,0
None,Yes,18-25,Female,E,D,D,C,-16.253077478993106,-30.790812917592692,21.821652078794386,189.41433200650022,107.0277741965219,C,35.34319749976911,A,1
Muslim,None,36-50,M,B,E,E,A,203.80050164475932,195.53382393311807,-111.72278723138207,-97.01376321629121,-153.6297453262045,C,-74.86351155731023,D,1
Hindu,None,18-25,F,C,D,A,C,-22.529887066402306,154.35269233042982,66.14737889657192,-113.10476809115082,-7.5177646263641265,A,22.00926273489461,E,0
Buddhist,Both,51-65,F,E,B,A,B,-34.73821564996131,63.82561682466735,-29.310716218483,-45.519801812095125,28.11511493054441,D,83.80034954262418,C,1
Hindu,Mental,36-50,M,E,E,A,B,-77.90153270602835,-98.28675493321678,-94.00181482973812,59.52828872960679,61.04258529536535,E,-220.4855510010761,A,1
None,Both,18-25,M,D,A,B,C,-33.045600181743396,84.56092764270205,-9.545776266193775,-59.89736781240528,-56.47497613480752,C,-9.0909309206495,E,0
Christian,Physical,65+,F,E,B,B,C,-85.60830902229057,-49.93862830630832,-173.6282831214932,-74.76260797322709,22.699665651500073,C,72.21936659040736,A,1
Other,Mental,65+,M,C,E,D,C,65.0801127404697,-159.54731299536527,69.65426022141719,109.81546767526736,-38.28044428536847,B,-103.95148242749362,D,1
Hindu,No,18-25,Non-binary,E,B,A,A,-66.48430435325461,76.52083411852698,39.199299653883536,-108.77397995661693,-68.43196356963567,D,179.0225449777919,C,0
Muslim,Mental,65+,Male,D,A,C,A,-33.72975301778931,-176.4164267207696,8.28922861503233,125.92996347140752,1.9499719285234192,C,143.69726681589893,A,0
