military,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
No,18-25,B,-43.05121402321313,A,22.2250312324341,E,71.1736270309521,-51.19123629165067,10.329586034256558,83.38969463636641,59.54333274790498,41.30801141454123,6.541861495672506,B,99.13849102972947,-293.256450478997,61.98091565203816,E,C,-109.07810851846178,0
Veteran,51-65,E,95.36021582998254,B,63.688772242351874,E,-42.282086488077226,-104.22249154901033,59.70012020257036,11.061990690261752,143.6008888960084,-19.760529585309257,61.520681947878884,C,47.758632488907516,6.51212701090758,29.287704191698204,A,E,-134.1289134904038,0
No,26-35,E,16.07657272791736,D,-26.943786903068904,D,47.6067943231582,76.11179103587024,238.86399376840077,12.53564738710897,1.6076163078103243,-26.618124937162115,16.399584691579424,D,63.088588546211234,25.410341435073054,71.82258043118748,A,E,-49.363777795649774,0
Non-Veteran,36-50,A,67.4384104557015,A,92.69629158341556,C,-108.85083096904975,102.40636216549652,-40.063595539613715,50.43270089067473,183.84913001750513,-0.04512670157438327,8.148072316905719,B,32.02683041877689,23.925828628206336,-60.95232906647377,A,D,168.0244239121557,0
Non-Veteran,51-65,B,124.54194367989632,A,-14.980996446280573,E,57.84295200886701,84.24030315370347,-37.77651082470203,56.68029715769728,10.175119176322484,-87.69910490956255,-28.42189784418705,A,-13.70329809603679,19.91694934923291,10.21936302456048,D,B,4.865272633394869,0
Non-Veteran,18-25,B,-17.040319769510255,A,-85.61145376234745,B,-6.761807713144151,110.40638028436156,-13.8533835285847,69.72723340576027,90.18854517625753,-131.47144610709537,23.431925911100702,D,71.94023715655914,42.57284192181436,189.84712094413828,C,C,-128.85494147993467,1
No,51-65,E,-62.098832333831,D,23.742348956773977,C,-174.9721883372379,30.92336340887337,-49.93115168467901,-51.9752725526138,-117.39906997366178,12.741836203757586,-77.17022361627673,A,-51.806232390135,116.08885183106091,12.375213531908717,C,E,-60.28978329768264,0
Non-Veteran,51-65,E,163.98097733314415,D,70.44780217087883,A,3.438266457985649,-75.0310132343202,-214.0337358134946,70.41019799562127,52.36960650155849,8.262422624045744,97.8221112488357,A,71.38979038714578,-79.85117609265077,32.07701457260737,B,E,-42.98575393783437,0
No,51-65,C,9.082576758329367,C,-13.84424751703003,A,5.028780816001312,-68.15942711315608,-5.132788887649271,-124.4056111992673,59.74505085457332,47.91638128539609,93.96707741541601,A,-0.7161522953275281,-85.62783106647167,5.211462820084664,A,B,58.98680094578579,0
No,36-50,B,45.02012685627233,D,72.2086476263981,E,91.64310215341011,-136.49129358867543,54.154633701334845,-75.14784178005438,-102.04577005401698,107.80526162816663,132.23443996921102,C,89.81470826712234,97.16603690700342,193.23941374830414,A,C,222.92325143126038,1
No,26-35,C,-168.06803109677236,B,70.12968711706273,E,-104.49021293389227,63.43021424309736,-88.03932322433522,59.628995994658226,93.97870980591782,-42.549481773022556,-90.01000512589378,B,-3.6260754897996685,39.031116089501786,-145.4548866709947,C,E,-272.41141730153396,1
Veteran,65+,D,-113.92152847059276,A,-40.41997963323449,A,-22.938543879946273,-97.55770535091929,103.51920069664669,-17.592400886174055,-5.911885138945997,-207.09890074746676,18.483498941838874,E,-236.85158138441196,51.03592522824406,-86.87050780816594,D,D,53.04227577171077,0
Yes,36-50,D,-5.799431653169755,C,75.40906931484345,C,125.4777168909839,-61.15483392115042,-68.5684125116549,-132.6549629771205,101.26043481281918,84.6080150244712,115.67731208997394,E,-59.75505335218199,81.44581018342481,60.02017061262568,E,D,-129.84745713859004,1
Non-Veteran,65+,C,-68.84830172130147,E,55.28150448590756,A,-106.34536232899615,19.242990855673895,115.74944540062361,68.7657307309286,89.54295626980073,-38.21897871831327,-36.57650325659182,A,-50.083366481160205,34.84349773320506,-145.25542072135104,E,E,-181.12876208434207,0
Non-Veteran,65+,B,134.96314457959372,C,-93.17307800407848,C,13.751094861868818,93.1911098680996,-95.54485798688344,-50.62623721911756,35.994802994149914,-13.279298080826155,-41.46579201980087,A,42.356141967860964,-144.48701015025225,218.0838025141226,B,A,18.758112805166917,0
Non-Veteran,36-50,E,165.13315269645784,A,-61.0917438857442,A,-54.06136285632105,-123.1109815579335,-118.0673591906879,-45.91483876621606,-79.69887128022717,65.73611692433023,-34.192534463032906,C,-57.17614363838257,111.74858099268413,-121.60058255777474,A,D,24.91764431653028,0
Veteran,36-50,A,116.60499982263836,D,43.63476610177214,D,-35.5669196380112,2.4794594437816917,18.50786100683964,-153.11965829586012,49.004714827335874,-57.84578443971819,17.492937973304983,C,34.64022139282672,27.972109088332182,-6.534887156288612,D,A,-167.67600467539268,0
No,18-25,A,150.30980952243956,A,-19.22910935048766,A,1.5656602595386746,35.73650455502503,-41.33065232666572,119.67754207519519,24.081316645607146,192.5006688275668,19.65760780856111,D,-123.94276716370167,-34.819127248407625,-101.97073021016094,D,C,-4.637249115738898,1
Yes,26-35,A,156.7508211740173,C,164.87673969197215,D,-108.84857276616809,188.17083791364968,66.42621844869187,-38.68464125102342,22.435478262425836,37.37828276603592,190.46207779800147,E,-82.33153227764848,23.09044495232411,-70.22058631483179,E,E,-187.48902761420652,0
Yes,18-25,E,-96.92918673174694,D,34.95768715571185,C,116.5744060603831,-66.64934021656602,13.893131850278218,-94.18328921652186,-12.43617220813425,-148.54326574280148,105.85084607712894,C,3.220496884932699,-75.2837301782667,9.152204256424795,D,E,-51.20546564361016,1
No,65+,B,36.94151116614447,E,-60.815728626495535,C,-142.46164294544977,-107.36724303343085,156.04319571950316,-86.7300090657882,10.309732505655944,80.02376641311947,42.85637845885176,A,-128.90223409156616,-237.35351672329426,93.4944002890332,D,B,-114.67571957917741,1
Yes,26-35,C,40.534862848298815,E,-91.11683898579489,E,38.080026702428235,1.4695387724384439,107.96655640462372,99.0749677824271,2.405793248297893,93.4017255772547,-12.652907038623267,D,207.41556126185029,9.808702390259914,-181.92843433636878,E,D,-44.15979782253622,0
Yes,36-50,C,170.93454910360668,B,-203.04505080603238,A,-171.42679602867204,124.1156239018849,206.23127303017924,-40.188645329572225,-86.06482918405581,-71.54832322258471,165.7835714547483,B,9.905710594722219,18.819792139775483,45.17415033745676,B,B,143.43463806996036,0
Veteran,26-35,B,149.80100709902115,E,-58.43812195654131,A,93.70584272707882,108.08457552286232,16.2385013858367,153.19820963215355,68.32521386509207,154.37485515496772,114.90750171691356,D,-28.356461850989078,27.065584887979792,8.797055553568251,B,A,93.4201406696742,0
Yes,18-25,A,186.71627070286743,E,-120.75274210569627,B,-308.7443454840119,90.25992076017091,49.231885648893844,-215.75660182238647,-20.85095240860758,-161.54276307554872,56.610075735307305,B,-93.64026967882147,-110.11083654842955,147.0516789611274,B,B,4.386957434857532,0
No,18-25,B,-70.80522800722761,E,70.26400857068771,E,90.74209631714456,161.3196375524976,79.6622569831095,-82.45319025554151,-21.847625087609604,-56.06329380314573,76.12536811747714,A,-38.61736753146064,49.147462320221656,105.15975131961896,E,C,-125.75257064909873,1
Non-Veteran,26-35,E,89.98917026945104,D,-39.96205520605757,B,6.894513823794972,-11.515729311054182,-2.928336495508786,8.599578927845334,317.6532067307247,108.21147471167392,-86.97966426745585,C,-91.29051841653428,83.94463699858508,50.45525802557697,D,D,-75.82037740020324,1
No,18-25,E,-135.28727143966975,E,-85.45496705302344,E,85.1425404959714,-15.615695051774994,59.85608656088488,130.4417432759724,84.61679858565077,165.45924379245,-74.17632076080307,A,113.8785146340007,-40.59367346833475,97.81799955304498,C,D,-24.71591087860094,0
Non-Veteran,18-25,D,79.65341441833806,A,-65.10436905110186,B,12.881288070784988,-123.23652373729814,79.3526339269371,181.44985325966837,-43.64231387539173,67.66585878808925,36.34663567067584,D,-107.96357917059794,-144.38117387349223,-28.982736602056764,B,D,23.366912405797876,1
No,36-50,A,-37.35778498270309,D,-123.47821348527563,D,138.15901288346404,-53.37575897113177,102.30770061626795,-43.42282453913507,-8.609665071673078,30.719163615000706,113.28177141565897,E,-124.5591797759715,-163.57890614342014,-47.55463027848494,C,A,-36.767916438780176,0
No,26-35,D,116.7436229306007,B,-14.277835923661621,C,-200.1779453060215,-64.498970679909,174.62516263188238,-75.74396333310818,131.0469219465308,3.802183111696669,-115.22364263332602,B,126.49598965667433,-48.44063628211347,47.04619435152281,D,A,-172.5268812991832,0
No,36-50,E,51.26861988362788,E,-15.633538791184117,D,-40.27748981951227,-1.6588042887744754,148.51079852470411,-87.20485362544382,-15.227927050474927,-42.53710687280488,162.4676600678816,D,-164.9275586964816,2.422586792896866,-96.9032627721621,A,B,-72.67134771950684,0
No,65+,B,6.932784677324818,A,-38.86036853697179,D,81.81377969159459,-168.18034782498344,85.0794172293493,146.7872455119858,77.62306812108224,-43.84028131949738,193.82870730319877,C,-66.35569960833412,-78.35859523854339,-202.75313852164882,C,C,185.53067934147563,0
Veteran,36-50,B,-71.40576333012577,B,240.34720573703535,E,183.50137652292625,107.38723837414794,-9.492289087747388,-98.89685134450237,-62.45595274477144,36.52109757272915,-8.15750759021265,D,-35.792949877337264,291.3556765180314,-69.54456971649395,B,C,6.3445765732725885,1
Non-Veteran,51-65,A,-3.6760583931129758,A,50.92706491493647,C,-39.67949924907401,103.37353692545497,-11.170024294250618,46.56895833042629,-12.378332505432569,109.61810321796143,236.24534740488562,B,87.55213744911731,-108.83844263283488,7.303995547290063,D,C,-67.00235062867722,0
No,51-65,A,160.34541602721384,D,56.46546794367099,D,-28.203033768884218,13.950035040112926,-59.61668518624108,-38.73339169739251,125.55561947903706,-63.05630195224675,-161.36124945348385,A,3.499008916599972,-10.573304846355377,74.40883211065477,D,E,154.43282661549128,0
Veteran,26-35,C,-114.75543266421613,B,32.184674200970946,A,236.71567114747828,-46.24026113281202,118.20506976191484,-127.88888185923616,-156.22303278276334,79.4164249214002,-162.44913757417422,D,3.099492015976321,-81.60954332913636,160.87352003600836,E,D,2.6509158922249587,0
Veteran,18-25,C,16.336774326558658,B,221.27944213833382,C,140.59440385445794,39.17349003464551,-87.07736829758632,77.20150124881819,-96.19622945843966,-32.746803094225015,26.63006630812615,B,33.89364530909399,50.20530941711087,-198.51537778992065,E,E,77.04567806699572,0
Non-Veteran,36-50,B,-22.75248853640202,C,126.3944740012175,E,-55.46896414612675,216.6017343277237,79.43457819580205,-34.78242283591745,-28.594844993561757,-111.50857789886253,59.97059889492354,D,-84.84160881317362,77.09645037946953,-37.855715564466315,D,A,124.97795383037675,1
Veteran,65+,D,-138.08185216486552,D,115.42704547143656,B,-107.3781475546062,148.12343572058847,1.757742099896542,-50.79891146454397,99.20551060005963,-101.2607543555373,-76.1317580982057,A,88.46286771279918,53.71125735791323,-128.66120546629392,D,A,-157.63422132649518,1
No,36-50,C,-36.24175405845567,E,-30.392819580638342,E,15.153120786598715,86.86637223598463,8.42916262368493,57.68483539715612,50.21700132095721,-39.88619144084695,-170.16225774917547,E,179.2080075610658,-35.40615119365375,16.21049051242794,E,B,71.92411275851255,0
Non-Veteran,18-25,D,-18.683060000817857,B,-17.69427509876885,A,-210.06235851448568,178.0577325209563,239.94191763126648,-65.91980866387092,22.505116780370436,-49.339604717340734,65.03210946920352,C,-28.636317203076743,10.230150165519811,-12.90392577692252,E,A,-142.05272834556467,0
Yes,51-65,E,-96.99382276839931,D,97.49013543828924,E,0.9615187816137969,-196.14461616738214,-21.741622766574288,-122.1504428762679,21.808798065249373,192.37592863190935,-105.09609331420953,E,-52.3915259665545,-84.21002594571824,37.21595360762275,C,A,-35.76785701192074,1
Veteran,18-25,E,72.81449814750552,E,-46.77605985655583,B,-0.7208240120268952,10.783674999866992,46.208447354183555,-110.47802318911806,31.131142528263528,130.9018727290441,-146.9441309181738,D,6.159485455555486,-145.41369885817485,96.0018677971712,D,A,30.36200520808893,1
Veteran,18-25,E,-132.19426257709267,D,-12.755669800621797,A,73.2371305212661,40.78351968562296,-3.3523528810944656,-108.65433388152677,30.760903226727017,44.05268037673102,-59.01960620355323,A,65.40636325540119,-63.15383142746847,-10.412515114438138,E,A,-124.46587617780682,1
Yes,26-35,B,-1.7963280170207023,A,-25.432160762641164,A,98.88083201125471,10.979017396676277,75.90584284742158,35.429927300041285,-90.35955155552845,-34.148214984332185,13.703880956760777,D,-73.81769760569313,7.777191140777565,-51.64552840747268,B,B,-9.914088478787397,0
Yes,18-25,E,96.78929928668614,A,-53.439961281531566,C,31.737148934054144,-8.604817778632903,-47.43165207674033,-85.41858268729733,27.14356446177485,-40.17920619624397,-228.91279159168744,B,-20.484835176189936,182.9968884896869,-102.724361570794,B,B,-71.33876822038279,0
Yes,18-25,C,24.201621756038644,C,-53.85545353841723,C,-61.31084817850711,-112.21875375810997,-148.84223746997841,194.4974402886422,24.921226168883326,-122.42176641663968,-119.0688478592895,E,-19.52724497787807,243.2459049351956,28.862441931245858,C,E,-88.09323980846469,1
Yes,18-25,D,-136.6306290062838,C,-62.96263102101077,D,-96.44956879398292,84.99334465250877,-43.43899785554422,-2.6573133187850906,113.18187333848961,68.54648994445702,-34.260357149856155,E,-129.50300689707865,-181.48814478760747,-71.84237128261897,A,D,-97.07495629348976,0
No,51-65,D,198.63127030526698,D,-53.8462742912264,A,-28.859854512928866,-111.75162608034395,-35.37463107391346,60.07700730365585,-126.25005247102901,97.23251791338576,16.821814699796356,A,-137.76637992228967,180.42125463755843,-68.97739668716186,B,D,48.589070450207544,0
Veteran,51-65,C,-51.732476246390256,A,195.04263720094676,D,-19.468464169825918,-33.053896012557544,-41.37019974406834,-127.74579888277968,-20.232729270165972,216.54089552013346,-127.03212847962592,D,45.99196700428323,-114.66870573637608,-123.2655565302547,B,B,-201.40755574052824,1
No,18-25,A,-36.063526185136844,D,-140.30169306328767,D,24.740456798279883,156.84022769442373,-39.34705212972815,-101.41032425356742,-133.10070634823967,22.131349787656156,148.11425036668135,A,130.67135270545216,-17.359579221134595,-68.32896177271634,A,B,-34.93089288247078,0
Non-Veteran,18-25,D,36.96544642709741,C,41.07793516308204,C,149.15825807021602,108.967602535231,-97.83540213469361,107.22209138179102,-217.44918911915371,-26.098478939101295,-46.849296907370565,B,-3.3350526713761415,25.70646332194141,112.62703687907485,D,E,-187.79778768105803,0
Veteran,51-65,A,20.83260926742823,D,18.330757973817818,D,-0.3517453380837651,-5.249698132424287,-47.14474723856218,-294.16600888963035,-23.353910381443207,78.61641332986089,-152.95264978494757,D,59.29187365735885,15.129811636487595,35.541947521337505,C,A,-47.15497375434957,1
Yes,51-65,E,-86.45551007739559,D,-6.5877022200163875,A,144.90398700433823,-63.42580952810775,-30.527155895927375,-151.3064702087339,12.423575726198429,-145.72512373817847,130.32941440865122,D,-217.48322184030795,115.13394960327794,32.736820868548364,A,C,43.21814908031675,1
No,26-35,A,-63.645649480661135,C,186.86640226019597,B,-6.893966482513017,-140.08569320187155,25.190571252083167,-51.75029843285447,63.18138644465068,28.66452297886004,-81.58214204428374,B,57.81495981143722,156.8089206628306,10.248832837503869,C,E,14.540686349770665,1
No,26-35,A,66.64195768882973,B,-56.66581024860952,C,-55.69100611850365,150.73967229869245,129.53263820998157,69.08641505359445,31.02248277005049,48.92660341905075,107.67346834795283,D,121.22010341192724,87.0131630175216,33.35461010235236,A,C,27.121872802870005,0
No,18-25,E,-22.83217269934522,C,141.1953278650937,E,-54.273006874321126,-138.22458143280662,-131.2890175836099,-123.74223024472492,-67.70917338914543,20.915329850509742,113.07387417108055,B,-29.41217376286898,97.32759700628097,-57.365553566319626,A,E,-52.11632401961506,1
No,36-50,E,28.500019320080995,D,-340.89885141536854,D,-26.379420129430457,151.39475939292652,-39.6719011503069,-19.711290853955738,-50.0017730249638,-82.34865907336534,60.92370837245339,D,-2.755286302093063,90.72517686759555,43.67010211319292,E,D,82.64850978158047,0
Non-Veteran,65+,A,-10.067141508893167,C,-119.71884676974187,B,33.176073853000396,79.88019317851379,-114.34671313444709,74.58907929251609,-95.03905048993205,-74.01192107047238,-31.760930269892295,D,-136.3522837129754,-33.29165806144137,38.412268853795545,D,D,-99.99406985922323,0
Non-Veteran,65+,E,-23.573943211030002,E,-114.9584920005025,C,-109.39945624753611,35.510134851227214,87.71896108624895,34.3498629059248,108.30479550315131,57.54528150241188,-22.113586285991083,D,-40.2871359695974,157.06684533545027,-1.3912103015982331,C,E,145.6114115609761,1
Veteran,51-65,A,11.755015468738836,B,43.73556789435755,A,64.9944044308438,-96.41008508582529,-2.523212318695282,38.094857859491476,56.52985144940562,-31.54109401438774,113.79313957260224,E,-62.44743355981811,67.2144800726919,-10.850660733813141,E,C,-89.30779013536797,1
