veteran,civil_status,age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Non-Veteran,Single,65+,Christian,E,D,12.325718916300339,84.81864525772382,D,19.821286787707255,A,E,B,E,0
Veteran,Single,65+,Other,D,C,-176.18350998346165,-22.508725762223065,D,42.38064654990352,E,B,D,C,0
Veteran,Divorced,18-25,None,E,B,-77.97716662820282,3.4818063284835423,C,-78.00772144762456,E,B,D,B,1
Non-Veteran,Divorced,51-65,Christian,C,A,63.65911301669422,131.69970785421077,E,57.30494380401731,E,A,D,C,0
Veteran,Married,18-25,None,E,D,40.987193963794724,10.634271613910911,B,-128.21660669245642,E,E,B,C,1
Non-Veteran,Single,51-65,Christian,E,B,114.62269561687093,-125.63725496497531,D,-118.82216147981333,D,E,B,B,1
Yes,Married,36-50,Muslim,C,C,127.20207691970717,33.76277675045177,D,6.674838157686177,B,D,C,E,1
Veteran,Married,65+,Other,D,C,-110.91591192075325,-120.4987319217737,D,-62.23890497135757,A,C,D,B,1
Yes,Divorced,26-35,Other,E,A,169.54632772338013,124.25115548456355,A,21.40649433642895,A,A,B,D,1
Yes,Widowed,65+,Christian,E,E,172.15130924103295,35.61123433571511,B,-174.68532798436166,C,B,B,C,0
Yes,Widowed,26-35,Other,C,D,130.8082081530331,241.49438231725208,E,-181.80759714086597,C,B,E,A,1
No,Divorced,26-35,Buddhist,D,A,-25.21319770820326,-151.6277312736735,B,-5.254219238950074,A,D,B,D,1
No,Married,51-65,Christian,D,B,142.7030505925615,120.63390835488725,C,-12.273203542497692,B,C,C,E,0
Veteran,Widowed,51-65,Christian,B,A,103.54270931447336,45.11653538977316,C,88.2152736239379,A,A,E,B,1
Veteran,Married,26-35,Jewish,A,A,-40.691802846826725,22.28187156604942,E,227.14449159152764,D,D,D,D,1
Veteran,Single,51-65,Buddhist,A,E,91.52904026706122,51.91602546380831,D,88.20558786129735,B,A,B,D,0
Veteran,Divorced,65+,None,A,B,151.48777403857014,-116.8483704747987,A,48.25565467441657,B,A,B,B,1
Veteran,Divorced,26-35,Christian,C,E,130.6594981923818,96.79987959936258,E,-23.597283861529167,B,B,D,A,0
Veteran,Divorced,51-65,None,C,D,89.08207234691822,-106.62241309351677,D,43.11000529407797,A,D,E,D,0
Non-Veteran,Widowed,36-50,Jewish,B,D,-142.16705137689323,8.535529130981452,E,-118.18375999946382,D,E,A,C,0
No,Widowed,26-35,Hindu,A,E,131.18229520011664,-22.273117934759355,E,56.04534462065149,D,E,A,E,1
Veteran,Divorced,36-50,None,D,A,85.91488754243412,-146.65646268495385,E,53.701388016765364,A,D,B,E,0
Non-Veteran,Single,51-65,None,A,A,49.17375770088357,219.66396688841883,B,108.80349545083159,D,B,A,A,1
Veteran,Married,18-25,Muslim,A,B,72.54980695634914,-100.71715765168017,A,8.142539404736665,A,D,A,D,1
Veteran,Widowed,65+,Hindu,A,E,-104.75007412736745,40.77997892932174,B,-57.985711642250536,A,A,B,E,1
Non-Veteran,Married,51-65,Hindu,C,E,-30.53346647837859,-34.61591668070248,A,-59.435245229386894,C,A,E,D,0
Veteran,Single,18-25,Christian,B,D,110.87572386169214,63.214273745689745,B,-58.944762847838305,D,E,D,C,1
Yes,Married,36-50,Muslim,D,E,-167.65179385866972,56.58965261684846,E,-156.09487633637536,C,D,D,D,0
Yes,Widowed,18-25,Jewish,C,B,94.5786214004382,-46.10571529372851,C,28.27204615651167,A,B,B,D,0
Non-Veteran,Single,65+,None,B,E,232.4225679297694,2.541396904108844,E,87.26041033394853,B,E,E,C,1
Non-Veteran,Divorced,36-50,Buddhist,E,C,-61.51165234486536,65.44463881515783,A,39.72469336315524,A,E,D,C,0
Veteran,Widowed,65+,Buddhist,E,A,89.18365622673004,-134.9784529597922,A,-155.2376041346681,D,C,C,E,0
Yes,Single,65+,Muslim,A,C,-113.41635391220501,102.50033041753338,B,169.486053656225,E,E,B,A,1
No,Single,65+,Buddhist,D,B,-68.40728815997838,-9.016274669794159,C,-75.01120316559872,B,A,B,B,0
Yes,Divorced,36-50,Buddhist,D,B,72.41646866658468,-123.55799833422567,C,-29.406012623384548,C,B,A,C,1
No,Married,65+,None,D,E,121.45716137153613,-46.82509444850436,B,55.888513832583484,C,A,A,B,0
Veteran,Married,65+,Jewish,E,B,-161.49976767567304,198.1931472756864,D,191.13844558730858,D,D,C,C,1
Veteran,Widowed,18-25,Jewish,B,C,-133.97852159213647,111.0429856995115,A,98.4125740221453,D,E,B,B,1
No,Divorced,18-25,Buddhist,B,C,-78.66235074878016,117.97950299075481,D,7.830249486838625,D,D,A,D,0
Non-Veteran,Single,51-65,Hindu,C,A,13.951313702633497,-49.6783691202344,C,28.056481175036506,C,D,A,C,1
No,Widowed,65+,Buddhist,D,E,2.281210541264259,35.89960913669957,D,17.829602087803245,C,D,C,B,1
No,Married,18-25,Muslim,C,D,10.505141447713788,46.64475826703681,E,-34.08259724029269,E,C,D,A,1
Veteran,Divorced,65+,Jewish,C,D,-161.3599895580937,21.700686247026557,A,-63.89794702020845,B,A,A,C,1
Yes,Divorced,36-50,Other,B,B,-214.43939084662676,6.581868852720812,A,55.99216951494833,B,E,D,C,1
Yes,Single,26-35,Hindu,E,E,-62.92565685423094,30.437798077724565,A,-54.78318711230858,D,E,E,A,1
Non-Veteran,Divorced,36-50,Other,E,B,174.36092373767795,-109.28407911929523,E,193.003084692673,A,C,A,A,1
No,Divorced,36-50,Buddhist,A,E,105.84686430592694,-215.8163726132424,B,101.8099329458939,B,D,C,D,0
Non-Veteran,Married,26-35,Other,A,C,58.631378246442665,177.47304306282453,C,42.83736315364392,E,E,B,B,0
Yes,Widowed,65+,None,D,D,-129.29823280944132,70.81973707751781,D,-25.368411925094602,A,B,B,B,1
Yes,Widowed,36-50,Other,E,C,-9.71590696166708,10.893846312086131,A,77.41001031367773,A,A,A,A,1
No,Widowed,26-35,Jewish,B,C,-48.17494070962161,109.95188750100782,A,-65.96708404174501,E,C,C,C,0
Non-Veteran,Divorced,51-65,Jewish,A,C,-36.378135262372425,-2.257279980036521,A,132.21560034729276,E,D,E,C,0
Veteran,Married,51-65,Hindu,D,E,16.417350944130842,118.27539119043887,A,-102.10678978028093,B,C,A,D,0
Veteran,Widowed,18-25,Other,E,A,-162.6760930795013,94.03062940736906,B,-76.64195136138915,C,C,E,E,0
Non-Veteran,Married,18-25,Hindu,D,A,146.15897613469653,102.3023729470592,E,-100.26905042177205,C,B,C,C,1
Yes,Single,26-35,Christian,B,C,-94.27832211415085,-230.19806681359768,E,-17.694873379245806,B,D,E,A,0
Veteran,Divorced,18-25,Buddhist,D,E,-14.658539835199003,-38.8512823821079,A,44.56991065939045,E,A,B,B,1
Veteran,Divorced,18-25,Christian,B,C,71.63065451699605,72.60780874316251,A,8.980035730609572,C,A,C,C,1
Non-Veteran,Widowed,18-25,Buddhist,E,D,-70.28096848702748,-22.385241748577076,D,-54.80901758667177,B,C,D,A,0
Veteran,Widowed,18-25,Other,B,E,-236.73024127116707,-196.66401083550372,E,-11.266834219597426,B,C,D,B,0
Yes,Divorced,36-50,Hindu,D,B,-40.39590790942712,215.97902713204218,C,56.633001449704736,D,E,E,A,0
Non-Veteran,Divorced,18-25,Other,A,B,156.11570474264389,-61.45271743180939,B,9.763194794094627,D,D,E,C,0
Non-Veteran,Widowed,18-25,Muslim,C,C,-246.82859433233511,-87.18889083825388,A,1.8835970133209958,D,D,C,C,1
Yes,Single,36-50,Hindu,E,E,42.74360290167891,-110.91668040411453,B,55.07998366788244,D,B,D,D,1
Veteran,Divorced,65+,Hindu,C,D,-48.526081371680455,16.53017221728754,D,136.8084461545682,E,C,D,A,1
Yes,Widowed,18-25,Christian,E,B,-5.767104848472269,-15.026376000503127,A,186.24047963257613,C,B,C,B,1
Yes,Widowed,18-25,Buddhist,A,E,-80.10956067773665,-40.86560036370804,E,-180.32960430967103,C,E,D,B,0
Non-Veteran,Married,51-65,Buddhist,B,E,-181.68546901441832,32.614323520053254,D,6.819407257908174,A,C,B,B,0
Yes,Single,36-50,Buddhist,E,B,148.60100601312237,158.75120642997734,D,23.29504274889872,A,E,E,B,0
Veteran,Widowed,18-25,None,D,D,-78.89074394793224,15.120175571370535,E,68.50532315710213,B,E,C,E,1
No,Widowed,51-65,Muslim,A,D,53.78222062536119,-27.422344878891685,B,34.19041692052286,C,D,E,B,1
No,Divorced,36-50,Other,A,C,-134.73974219284096,-116.51539817824981,D,-11.188174735686237,E,D,A,B,0
No,Married,18-25,Hindu,B,D,-121.25780407276521,-116.84525788084142,A,-45.78139255872568,C,E,C,B,0
No,Single,36-50,Buddhist,C,C,-24.419629455120926,51.13400836214994,C,47.74192598608969,A,D,A,A,1
Non-Veteran,Married,36-50,None,A,C,83.24498212346782,66.70119738882836,E,43.31512896256782,E,D,A,C,0
Non-Veteran,Widowed,18-25,Jewish,C,B,113.77404518056886,-115.80936274274806,A,75.59296363234279,D,A,E,A,0
Yes,Divorced,26-35,Buddhist,C,C,50.10426697081509,-5.8266524627448835,B,147.40482362929794,C,E,B,E,1
Non-Veteran,Widowed,26-35,Christian,A,C,-114.38507887137715,114.70377723003435,A,76.07940906073073,B,D,B,D,0
Non-Veteran,Married,26-35,Christian,C,C,-87.80317399780482,87.03397542076225,B,198.2464785692341,D,B,E,E,0
Non-Veteran,Divorced,65+,Muslim,A,C,-108.74809267781751,-155.99604040743097,E,-66.98877285882989,D,D,A,C,0
Veteran,Married,18-25,Buddhist,A,E,63.78673349048876,97.8329365873891,D,30.521882594917727,C,A,E,E,1
No,Divorced,36-50,Muslim,A,A,7.652668927097324,35.696025679874495,C,91.08349564148497,D,A,B,D,0
No,Divorced,26-35,None,E,C,-84.1179041521159,-201.82288405677542,E,-118.42925567386509,A,C,A,D,1
Non-Veteran,Married,18-25,Jewish,A,D,-13.66315025322969,-73.28536884924742,E,26.24864622450247,E,C,E,A,0
Yes,Single,36-50,Christian,C,B,-180.97326316999752,124.75876904417775,D,69.61474123013484,D,B,E,A,0
Yes,Single,36-50,None,E,D,5.240226708871306,-14.374346596992984,C,-11.001802526464358,D,B,D,C,1
Non-Veteran,Single,26-35,Christian,C,D,-37.057119085102336,-177.83518026057286,C,-3.4721175440927157,D,D,C,D,1
No,Single,36-50,Christian,A,A,37.330432551628874,-52.96408208437283,C,14.865645069873093,B,E,D,C,1
Non-Veteran,Married,26-35,Hindu,A,A,169.85795995983167,36.52279969317181,D,-93.4833846806063,E,E,E,B,1
Yes,Widowed,18-25,None,D,E,74.93690385362535,-7.784801963639801,B,27.432422703959908,E,B,E,A,1
Non-Veteran,Married,26-35,Other,D,E,111.10065045164008,64.4850513676873,B,-183.37913800600128,A,D,E,C,0
Non-Veteran,Married,36-50,Muslim,E,D,-163.17278546163442,164.89890780375347,D,-74.49270711603423,B,A,A,C,0
Veteran,Single,18-25,Other,E,E,39.790034548053264,17.312186346966513,A,23.823805505692864,B,B,A,D,0
Yes,Married,51-65,Christian,B,B,-75.22666613908682,44.66103279644539,E,-43.76289747367849,D,A,A,A,0
Veteran,Divorced,65+,Muslim,B,D,7.2669881560734755,-152.44293372900063,B,48.82310498879868,E,A,E,A,0
Yes,Single,51-65,Muslim,E,E,-133.87675750201197,-147.61146680558429,E,34.92182363577424,C,D,A,B,1
Veteran,Divorced,65+,Other,B,A,-40.18887324324861,53.30201713095428,E,-26.46956960883632,E,A,C,D,0
Veteran,Widowed,18-25,Buddhist,B,B,-120.25493007783092,-52.70886876646499,B,-69.56814672000279,B,C,E,A,1
Yes,Single,65+,Jewish,D,B,-12.818471959739439,-104.44128189887078,D,-140.8311286386829,E,A,A,D,1
No,Married,51-65,Christian,A,D,13.588295500596637,87.27147239258043,A,-132.01315849907692,A,C,E,A,1
Veteran,Divorced,18-25,Other,D,B,93.51833795590271,-130.39203354311027,C,83.78544211902734,D,B,A,C,0
Non-Veteran,Married,18-25,Buddhist,E,E,99.17344122456643,-20.84225485094031,B,180.95279714314574,A,B,D,D,1
Non-Veteran,Married,26-35,Other,C,A,2.4563116982874167,-61.15601919573369,E,122.28385290793294,A,D,C,E,0
Veteran,Single,18-25,Hindu,A,C,-122.6486553281066,32.21501826583879,D,48.946267591658696,B,D,C,E,0
Non-Veteran,Divorced,65+,Hindu,D,A,81.57874818289594,66.57457531038406,E,51.32819768039916,C,E,A,A,0
Veteran,Single,26-35,Christian,B,A,42.59693511239827,-6.189863073506091,E,-15.510796777390883,B,C,A,B,1
Yes,Married,26-35,None,E,C,-217.23753893224833,-21.33186271410135,B,-7.039803198844054,B,C,C,E,0
Non-Veteran,Married,36-50,None,D,C,15.713122920662903,170.77219952453976,D,137.05826381734343,A,B,B,C,1
Veteran,Divorced,18-25,Other,D,E,-75.05970965300615,33.58833982122753,C,102.78716792751968,B,A,A,B,0
Non-Veteran,Single,65+,None,B,A,-126.02174022668859,55.837774560577735,D,-276.69633184831787,D,B,B,E,1
No,Widowed,36-50,Buddhist,A,D,96.4933074283433,-8.90313710878894,B,97.11821834538087,E,B,B,A,1
Yes,Widowed,18-25,None,B,C,-105.60393033276705,173.0468699149599,B,184.18282636408966,A,B,E,D,0
Veteran,Widowed,51-65,Other,A,E,29.019369994130102,-118.79105177604268,B,48.00626187601071,A,E,A,A,1
Veteran,Married,65+,Hindu,E,E,67.78883659686828,83.54326794236566,E,63.675904490014744,E,A,B,C,1
No,Divorced,18-25,Other,D,A,-79.38159631155197,28.108089192284307,C,6.459711918191205,E,D,B,E,0
Non-Veteran,Divorced,18-25,Christian,B,B,-41.0891723852516,42.31173765922044,A,90.40857921248953,A,B,E,E,1
Veteran,Single,18-25,Christian,E,A,49.51018808713854,0.2532012287986965,B,70.12859348540088,B,E,B,B,1
No,Married,65+,Jewish,E,E,91.96108511163568,63.48381190996596,C,199.52400372506756,B,C,C,C,1
Yes,Widowed,26-35,Buddhist,E,D,35.69545239251683,140.93318205786824,C,68.31340101479478,E,E,A,D,0
No,Married,36-50,Jewish,E,A,-84.4142463261696,10.265944600105053,D,-7.515659214948023,D,B,E,E,0
Yes,Married,18-25,Hindu,D,B,-214.73665556701263,-236.45844676503282,E,-17.139127812775076,B,E,B,D,1
Non-Veteran,Married,18-25,Other,E,E,-92.91829672623915,114.90794415326128,A,173.3736735049179,B,A,D,C,1
Non-Veteran,Married,65+,Jewish,C,C,-68.19878438614536,-103.44459661830243,E,-128.4261736128518,B,E,E,C,0
Yes,Widowed,18-25,Hindu,D,D,123.66223663623137,11.49316007107635,B,92.6505767763728,B,D,E,B,1
Yes,Divorced,36-50,Muslim,A,A,-90.06142440374177,116.21051915732583,D,128.52068606724964,E,D,C,A,1
Veteran,Married,65+,Hindu,C,C,-59.16966355224417,-2.9605805679651955,C,-86.09136224212878,C,B,C,A,0
No,Single,65+,Buddhist,A,B,-64.429637158355,143.1215521703011,D,-48.18243630618956,C,B,C,A,1
Non-Veteran,Single,36-50,Christian,E,C,-142.15346964866873,-15.519037443924832,C,-113.36043843204362,E,E,C,D,0
Veteran,Divorced,65+,Christian,C,C,69.10476278934901,-49.06690529853378,B,71.99244804229632,C,C,B,E,0
Veteran,Widowed,51-65,Jewish,E,E,-64.05327417908683,-7.847677795711921,D,211.36262717335495,C,A,A,C,1
No,Divorced,26-35,None,B,A,101.59713123055509,-0.9004404624642314,C,-75.76378486245447,B,E,D,E,0
Veteran,Single,18-25,Other,A,C,28.81595746530013,45.58725718020933,A,184.90030829155802,C,E,B,D,0
Yes,Married,65+,None,A,A,-39.76636241216811,-109.81263784033139,C,-143.34507784394057,D,E,D,A,0
Veteran,Single,51-65,None,A,C,47.91726900339277,-59.8453306968803,D,-7.627154973932482,B,D,C,A,1
No,Divorced,65+,Muslim,C,D,108.71222313515622,-94.0698498708576,C,-24.99599249908558,D,B,B,D,1
Yes,Single,26-35,Other,C,C,49.26297755877241,55.39176747768872,D,-62.61517417088631,A,B,A,C,0
Non-Veteran,Married,26-35,Buddhist,D,E,-106.71989698564693,-4.580633472237283,A,34.284594242886705,D,D,E,A,1
No,Single,65+,Other,C,A,27.78230409612719,-122.93358282660716,C,-57.68628908729563,B,E,A,C,0
Non-Veteran,Divorced,65+,Other,E,D,28.591817026739353,-101.59034819338054,A,-95.27276084967508,A,E,C,E,1
Non-Veteran,Single,36-50,Hindu,E,C,2.547999938405239,-90.72894277511442,A,44.297268696474276,E,E,D,A,0
Yes,Divorced,18-25,Hindu,A,A,10.180402741835604,123.07757344331363,B,-177.41110891031397,B,E,C,A,1
Yes,Widowed,51-65,Muslim,A,A,65.91679713469574,4.005888201467454,A,15.830718896175004,E,C,D,C,1
Yes,Single,36-50,None,C,B,-5.930137392212329,138.04576988378997,C,-9.719498005571873,E,B,D,D,1
Yes,Divorced,26-35,Buddhist,E,D,19.787985308074347,-69.33077292130497,A,-126.83231926340083,A,C,E,E,1
No,Married,51-65,Other,E,B,45.74916617798759,-82.45062006926874,D,12.10368665069767,B,B,B,D,0
Non-Veteran,Single,26-35,Muslim,C,A,-71.76243370866227,181.32422482045334,D,-218.84200723973146,C,B,B,A,0
No,Divorced,18-25,None,D,C,-144.6901523318256,-25.798795322929553,B,-34.613111289450295,D,B,C,A,0
Non-Veteran,Widowed,26-35,None,A,C,94.15985142364076,-126.26509042863943,B,67.76655172666666,B,C,E,D,0
Non-Veteran,Divorced,65+,Other,C,E,-67.88494492169413,102.09919300451146,B,132.76403370311616,A,E,D,B,0
No,Married,51-65,Christian,E,B,-92.95009494300297,-44.65312943611776,D,-5.473999004257838,E,E,E,D,1
No,Married,51-65,Buddhist,A,B,-155.3166652027322,25.93886475610464,A,128.03992507287504,B,E,A,C,1
No,Widowed,18-25,None,D,E,100.63171773656654,64.48667597996399,C,69.21748474648082,C,B,B,E,0
Non-Veteran,Single,36-50,None,A,B,42.353897242370095,-36.807983390525855,C,-135.22885525931804,D,A,C,A,0
Yes,Single,65+,Jewish,E,D,-98.99048332455659,-50.16225832447191,B,74.39792515519217,B,D,A,C,0
Yes,Married,36-50,Christian,B,C,-24.094959759662853,16.352188270394315,D,-65.92843683220877,E,B,C,B,0
Veteran,Divorced,51-65,Christian,A,A,-7.763934721364462,2.5989531155530883,D,34.856116146587176,C,C,B,B,0
Non-Veteran,Widowed,18-25,Hindu,B,E,-131.43249642287464,176.85316626237025,B,123.79702861924918,E,B,C,B,0
No,Single,65+,Christian,C,C,121.09315423066724,44.99362912602558,D,97.93977609982885,E,D,A,C,0
Non-Veteran,Single,18-25,Hindu,B,C,-81.52924865887933,30.84155638080665,C,-203.9170719909967,A,B,C,A,0
Yes,Married,65+,Christian,C,D,162.67945045254896,-59.553335817836796,C,-122.09170897309754,B,C,A,D,0
Yes,Single,18-25,Other,B,D,29.030246270097308,129.47263994018402,B,-102.20357165369087,C,D,A,B,1
Non-Veteran,Married,26-35,Muslim,B,B,8.812115380445702,-108.71915920168635,B,-85.06443734584933,C,C,E,A,1
Non-Veteran,Married,36-50,Buddhist,A,D,3.5157027850812725,-40.3417120718198,B,30.097791209872437,E,C,A,C,1
No,Married,65+,Other,E,D,-29.100194171458792,-56.850353002973975,E,-101.61205924096781,A,E,A,D,1
Veteran,Single,36-50,Muslim,E,B,166.57651344831447,-53.98342217757253,E,-143.05804932249922,E,E,C,B,1
Veteran,Married,26-35,Jewish,D,B,-50.63730741653163,16.79767845735814,E,20.880722362996067,B,D,E,B,0
Veteran,Divorced,36-50,None,A,D,-3.1865667905970145,-36.9357139755478,D,-75.13353367265208,C,A,B,D,1
No,Widowed,65+,Buddhist,D,A,20.480314961750036,-29.01943203372264,E,126.10262909151,A,A,D,D,1
No,Single,51-65,Jewish,E,B,-217.60263722691593,35.88441221076424,D,-159.69203952847903,B,D,C,D,1
Veteran,Divorced,51-65,Other,A,B,-30.140861251002978,-74.8816191276715,C,38.84146278426433,B,A,B,A,0
Veteran,Divorced,18-25,Buddhist,B,B,6.160008911199385,-45.721604559249364,E,16.5614542914841,B,C,B,E,0
Yes,Widowed,65+,Buddhist,D,C,43.14709492404791,90.9926962206947,B,39.815779496633006,C,A,D,B,0
Yes,Single,26-35,Hindu,B,C,40.70488093315729,-73.96416653977639,C,-41.01019162507934,A,E,E,A,1
Non-Veteran,Divorced,26-35,Buddhist,A,D,-167.94181229000623,-31.26686159956501,B,107.6429150624091,E,C,C,A,1
No,Divorced,51-65,Buddhist,C,A,4.753676240944218,63.32627812509046,D,180.9171504252253,A,D,C,E,1
Veteran,Widowed,26-35,Christian,C,A,142.3728984562578,58.91489589282585,C,171.77090030929384,D,E,D,D,1
Yes,Divorced,51-65,Buddhist,D,B,9.725464418712239,-46.52059878539897,E,-78.09069064381526,B,B,E,B,1
Yes,Widowed,26-35,Hindu,D,E,-87.69483289155717,98.4084035632352,E,-4.12839866070103,C,A,E,E,1
Veteran,Married,18-25,Buddhist,C,D,-55.46536937937435,-249.57715745472728,D,-174.6328909312971,C,A,A,B,1
Veteran,Divorced,18-25,Jewish,A,B,125.76366210662857,-10.38447775673914,A,-85.73246319243567,E,C,B,D,0
Non-Veteran,Married,51-65,Jewish,B,A,-61.43818763036484,27.345630366657197,B,-74.56546293776563,A,C,C,B,1
No,Single,51-65,None,A,D,-20.445295711071225,12.63263608803668,A,79.41561527092811,D,B,C,A,0
Veteran,Widowed,18-25,Other,C,E,157.0902307100334,90.62394109616156,A,198.55215045512372,C,B,C,C,1
No,Widowed,65+,Muslim,C,C,35.218860070845956,-163.1088015701276,D,1.3768302759489595,E,E,A,D,0
Yes,Divorced,51-65,Christian,B,A,29.62663705354911,-52.29597192105165,A,59.70767007447979,D,E,A,C,1
No,Married,18-25,Jewish,B,B,-123.9981141411289,180.14589046274367,C,-156.51272814757792,C,E,C,B,0
Veteran,Divorced,51-65,Other,C,E,-46.02040153808649,-20.346369457865826,C,87.17008879936913,C,A,E,A,0
Veteran,Widowed,18-25,Hindu,A,E,-33.46381471363543,10.491025291495967,E,59.03208958013254,E,B,C,B,1
Veteran,Single,36-50,None,B,B,-24.343663827340496,52.75832753750035,A,-135.44374635189257,D,C,C,B,0
No,Widowed,18-25,Buddhist,C,E,61.99301128017092,-8.136956489969654,D,-78.19214905489092,C,B,B,C,0
Veteran,Divorced,26-35,Jewish,C,E,101.75899687917796,91.46188807974566,B,-30.23084802398794,C,A,B,A,0
No,Single,26-35,None,D,B,87.74006505044231,44.963555808935105,E,-194.80350307135325,D,A,D,D,1
Non-Veteran,Widowed,18-25,Christian,A,A,-40.234188686186826,244.78180041251503,A,109.17406681947763,B,E,C,D,1
No,Divorced,26-35,Other,D,D,-238.09721059647367,-147.23595234829148,E,-44.6874958731862,D,C,A,E,1
No,Divorced,36-50,Other,D,E,-145.13856390629712,-156.43081553189998,E,65.89918657980674,A,D,D,C,1
No,Single,26-35,Muslim,A,B,77.42403523611719,-196.26829810656002,D,160.27983060147818,E,A,C,C,0
No,Single,65+,None,B,C,-48.45054695381293,-90.5947434419164,A,-104.63374358599349,A,B,B,A,1
Yes,Widowed,36-50,Buddhist,B,B,-31.764893160329738,96.66823912364148,B,-39.85727324012204,B,B,E,C,0
No,Widowed,36-50,Buddhist,A,D,260.410111406565,-79.40368893489365,A,1.967014434655669,E,D,B,B,0
Yes,Single,65+,Christian,A,D,211.94448258882682,-9.37229076360301,E,-213.28746507337263,E,C,B,A,1
Yes,Married,65+,Muslim,C,B,-103.00060016610257,68.01906334335224,D,12.984014394066765,E,D,D,C,0
Veteran,Widowed,36-50,Christian,E,D,136.46431673325793,47.8538540146052,D,-80.8825321468639,D,C,D,E,0
Non-Veteran,Widowed,18-25,Jewish,E,D,29.99485689705282,-59.124952484833784,E,56.633378664742594,A,C,E,A,0
Yes,Single,36-50,Christian,A,C,4.594899936125104,-44.59652156737767,A,-140.17078803721722,E,E,C,C,0
No,Single,18-25,None,E,D,60.117741223139696,-249.82313874042475,B,-26.313265156323677,C,E,D,A,0
Non-Veteran,Divorced,51-65,Jewish,D,C,-182.1331767254348,96.89418633922952,E,22.166489364140844,A,B,B,A,1
Yes,Widowed,26-35,Muslim,A,A,77.42962615499151,-100.45846383081285,D,29.143237305375692,C,A,C,E,0
Non-Veteran,Married,65+,Buddhist,E,A,-93.6561512492816,-110.83474681095117,A,95.00226066689116,A,A,D,E,1
Non-Veteran,Married,51-65,Buddhist,D,D,-114.27567501453142,23.16063254428195,B,-99.22582791316886,E,C,D,D,0
Veteran,Married,26-35,Buddhist,E,A,1.736874363625639,5.699993934869009,C,210.6260442987255,E,C,E,E,1
Yes,Married,65+,Muslim,E,E,-193.26932503291673,-5.921193328983996,A,-31.882531715489552,D,E,A,C,0
Veteran,Single,26-35,None,B,A,-146.52679689899156,-96.8833443742574,D,86.87762452308773,A,A,B,A,0
