Disability,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Both,Christian,B,21.60730800737817,E,A,A,E,D,E,C,B,-57.69160200051594,87.93773969810755,11.907529454290398,0
No,Christian,B,112.54332912858389,D,B,C,C,A,A,C,C,39.48381256239365,5.1350995126337,-136.33314875163822,1
No,None,B,42.713163210607455,D,E,E,B,C,D,D,B,-52.63442424279104,-76.61812694122652,44.59614976699459,1
Both,Hindu,E,19.72109188231582,A,B,E,C,C,E,B,C,102.03972719388872,-29.660805496557792,-41.466220978087634,1
Physical,Christian,E,-167.94925861057905,A,B,B,E,E,E,E,E,69.30274911306961,15.858842964346248,258.8690369788485,0
Yes,Buddhist,D,172.70162300796406,D,E,B,D,B,D,D,D,-11.47715160039067,-41.80992849861392,47.24561461546865,1
Mental,Jewish,A,-24.709077319167804,C,E,A,D,D,D,C,A,93.56518861281953,85.71815971461348,98.26779411145604,1
None,Other,B,29.569182562166773,D,E,A,D,C,C,E,D,108.86776972538341,-12.007552974137301,-162.40603673168366,0
Yes,Jewish,D,-93.0322042280028,B,E,B,D,C,A,B,D,-40.942101243995985,-143.50728053865106,64.10913227150073,1
Mental,None,C,57.244251361590024,A,A,D,E,E,E,B,B,-56.498334443187105,101.04180048217681,-216.75756038314083,0
None,None,E,76.63240193190643,D,D,C,A,E,A,B,C,82.7968560491408,-107.25933683545408,-88.69687024580847,0
None,Christian,B,56.055065367516455,E,D,A,D,A,B,C,A,-24.058371042262902,-10.319999313890122,-71.6961611433774,1
Mental,Buddhist,B,-61.699725937636515,E,E,E,D,B,B,C,C,-113.57319385819011,259.9760842318615,11.166670291287328,0
Physical,Buddhist,D,54.61097854110469,A,D,B,A,A,A,A,A,-75.58329633480852,-58.148017633386814,-143.37098410152137,1
Mental,None,E,135.95373287262936,D,B,B,C,E,C,E,A,159.73361681828914,-34.85479950244175,252.2400643015819,1
Yes,Christian,D,-82.62850022848039,E,C,B,E,D,B,D,C,-253.15495607314364,-20.016865380267536,6.225600466070661,0
Yes,Jewish,C,-107.8720611150086,E,C,C,D,A,A,E,D,21.047056982153215,-71.27629186728353,-224.62869750402425,0
Mental,Hindu,C,-94.66946905859736,C,D,E,B,E,B,C,C,-2.8154462853450113,-42.78202373721527,-103.87275481757479,0
None,Muslim,A,63.33694088038433,A,B,B,A,D,E,C,E,109.7573066555048,-24.905712170485792,81.48905963370417,0
Mental,Other,A,150.00410641496717,D,E,C,A,C,C,D,C,-152.45028808922737,24.299213059686696,-90.78081952815327,1
Mental,Muslim,A,27.363219110295905,A,C,A,D,B,B,E,C,124.66558845278107,-13.903285198761411,-91.70832128089697,0
Yes,Muslim,E,-35.64555949298231,A,E,E,C,E,E,E,A,-41.33952446992784,142.4079579974599,-5.319584865846086,1
No,Jewish,C,28.937744390888476,A,B,A,C,C,E,B,B,-156.00910096295146,-52.0557290757399,38.3499058119034,0
No,Hindu,E,-13.468650895900916,B,C,E,B,A,D,E,E,75.58765450133494,-93.20500975462954,53.94134063946272,1
Mental,Other,D,-49.61871985528951,D,E,B,E,B,A,B,B,9.868950094171923,90.84830831103852,97.94706193997278,0
Yes,Jewish,B,-82.1481333657952,B,C,C,D,D,A,B,C,47.5212159799854,96.51749019076968,28.83575203825755,1
Both,Hindu,C,36.27506859742349,A,C,B,B,E,B,B,A,6.31498042187153,97.0052415354661,89.84049436959057,0
Yes,Muslim,A,166.6626703100178,E,E,C,E,C,E,C,A,-68.34239790626634,-79.83430925410364,-70.20907681538282,1
Both,Christian,D,75.30772231377935,E,E,B,C,A,C,B,A,-129.62996479645503,-159.72960730922648,-100.02932922318845,1
Both,Christian,D,1.7060682942090906,B,B,D,E,E,E,D,B,116.59793700868997,-252.37183012540174,-58.91774014840463,1
Mental,Buddhist,E,-16.43019223710746,B,E,B,B,A,D,B,A,197.0873370307663,-7.157530612256362,78.52598535100053,0
Physical,Jewish,D,-76.92514365809281,B,E,A,E,E,B,E,E,94.72192096463753,72.6769477868267,117.77571025080607,0
Mental,None,A,-138.0297552980687,D,E,B,E,D,D,A,D,25.38960666009096,-88.33593243164931,-76.05023305573813,0
Physical,Hindu,C,-14.897638787384917,D,A,D,C,A,B,C,B,-71.99287600016862,98.39720149783929,-115.12538323153194,1
Yes,Hindu,E,45.43638519052678,B,A,D,E,B,E,D,D,26.29678017750822,-20.96171105611491,72.64969213802092,1
No,Muslim,B,-48.16397218024307,B,A,C,D,E,B,A,A,161.12528171235428,-29.849553992968907,-231.85745009575834,0
Mental,Jewish,A,-76.26327752209392,E,E,D,C,E,A,D,A,-12.626278821540504,-99.83403201572389,95.62443830296826,1
None,None,A,-263.10580342810704,C,E,A,E,B,D,B,E,47.08737313453696,51.25033117709502,198.24503029364266,1
None,Muslim,A,147.28253869745592,D,A,D,A,B,B,D,C,103.02077524230057,161.6617174275134,-223.14378688874297,0
Mental,Buddhist,D,51.24670883925526,E,E,A,D,D,D,B,A,-135.23761975777427,20.987261950448286,-6.402445161161395,0
No,Jewish,E,-142.51362412580386,C,A,A,E,D,D,A,B,-44.36797902019636,56.70559624126989,40.35384133959419,1
None,Jewish,D,177.45347635277514,A,D,D,B,D,C,B,E,18.639554923764628,205.42710404596326,151.4160431321786,1
Mental,Muslim,E,132.42488650302874,E,A,E,A,C,D,D,D,7.622896866669208,-154.96503766978216,-47.02368807522409,1
Both,Jewish,E,62.590002389934654,E,B,E,B,C,A,A,B,-50.8366887267808,-81.0938341957094,-85.71369030889302,1
No,Buddhist,A,-55.037689101528066,E,B,C,A,C,A,C,A,48.375096021179154,186.44292598411033,30.33924705893341,0
No,Other,E,52.137055463640614,C,A,A,A,C,C,E,B,9.071019007217625,-44.841752699225275,22.210004708902247,0
Physical,Jewish,E,27.37760318859571,A,E,A,A,D,C,A,D,105.2205372592973,158.9206346372241,-20.34099570225995,1
Mental,Hindu,D,8.788448895923274,B,C,D,A,B,C,C,C,-86.54651579982638,151.11780177669354,-32.31393478509184,0
None,Muslim,B,-24.995791232571307,B,A,A,D,B,C,A,E,190.7448395485855,-19.968857917348366,18.186073024739276,0
Both,Christian,D,-7.264343215834139,C,B,E,E,A,D,C,A,-65.44024932236275,-7.972724332662899,83.48244960471007,1
None,Jewish,B,-131.83685513685407,B,E,E,D,D,A,D,E,4.782137802619808,-14.986367652663063,6.471394388668712,0
No,Hindu,E,13.21086303844255,A,D,E,A,A,B,A,B,-95.03766265569338,63.38814115252352,-79.07310166789398,1
Mental,Muslim,D,-21.096781344200576,D,B,A,A,A,B,A,C,43.56837425418368,-164.50250067905677,59.720701334251146,1
Both,None,D,147.78292831857388,A,A,B,B,C,A,D,D,-203.8322272902183,96.97304809816643,-133.5930986463642,1
Both,None,D,150.20559547148275,B,B,B,D,D,D,C,E,-122.67059492094386,73.6151472036767,83.00946136594924,0
Physical,Muslim,D,-88.0706839079991,D,B,A,E,A,C,C,A,-96.2954056924851,-70.24823577586895,-27.46589092248819,1
Mental,Other,E,80.71412478781991,D,C,C,A,A,E,C,A,-55.25463012289584,26.487286934051006,104.53377322738204,1
Physical,Other,A,48.950592238539556,B,B,C,E,D,E,A,B,39.29748896077833,-85.70699609599002,-98.28743322213627,1
Physical,Buddhist,D,-157.1429388456533,A,D,A,A,E,C,E,C,67.87709774945293,98.49877391793882,40.60378021854427,0
Physical,Buddhist,E,-124.87592761659401,C,B,B,A,E,C,E,B,59.02197870024706,229.00017472186227,-144.97036469974654,1
Both,Other,A,35.80720873676014,B,A,B,D,A,E,D,C,-47.259877573866106,-84.87410303740165,121.8060061135476,1
Yes,Other,E,-146.1457031550084,D,A,C,A,D,E,D,B,20.606258602163493,-26.023844687421953,-0.842942277603529,0
None,Buddhist,E,-74.5523491910332,C,B,B,A,D,B,C,A,84.60840634439158,73.34441667514257,170.23781166363463,1
Yes,Hindu,B,8.84465822115356,C,B,A,B,E,D,E,C,-24.613809094823306,-179.79888305537628,-55.89733242021241,1
Both,Other,C,-20.709026389956193,C,D,C,B,D,D,C,D,242.77851102266493,92.32665829932675,25.212218576200346,0
Yes,Hindu,A,-157.16307803890655,C,C,E,D,A,B,B,D,5.402973228195986,101.69543323177848,-17.655061125031285,1
Both,Christian,C,-172.40799996714878,A,D,B,B,B,E,D,A,-65.65570900397002,-125.80622148225247,98.04233560203724,0
Yes,Christian,D,33.04570432287091,E,A,D,A,C,E,D,B,95.34829054848511,67.3503953003553,87.08920543274897,0
Mental,Jewish,C,42.26894430908998,C,A,E,E,D,A,E,C,227.92227125199452,55.17836704937316,-66.61874295118001,1
Yes,Other,A,-25.472751513710072,B,A,E,E,E,C,E,B,-131.50260096173173,-98.14335474875375,57.7507650568557,0
None,Buddhist,D,-65.72965328206168,E,D,E,A,B,A,D,D,10.838427216253734,-151.50645768067048,8.840873123008173,0
Mental,None,E,-64.41426159040604,B,D,B,A,B,A,E,A,-48.6751282010057,64.98513976543624,-64.4565610357136,0
No,Other,B,14.777849802921802,D,E,B,D,E,C,D,E,-92.80942048308016,169.533882937226,50.22158110945924,0
None,None,B,-90.74796513778216,E,B,E,E,D,A,E,C,-42.09346896426922,-24.95990575046448,-64.79524846456674,0
Physical,Christian,C,-12.827151007825197,A,A,A,E,D,D,B,A,-20.726069859585643,26.93003815350961,-15.951524837285433,1
Mental,Hindu,E,-28.868748903261032,D,A,A,B,D,E,A,D,56.63650684485515,-55.190750533411446,-10.647018593677558,0
Both,Hindu,A,-82.34931235260679,D,A,B,C,A,E,D,B,-193.79643685489697,-55.30984753448074,71.52123726952024,0
None,None,E,-29.785370091003305,A,D,D,A,A,C,C,C,-20.98402620876833,-54.0548544671633,11.95772483233747,0
Yes,Other,E,43.27265157846128,D,C,A,D,E,D,C,B,-181.8559583034057,19.127402734518757,-4.145706071610253,1
No,None,D,-35.74613807249561,C,E,D,A,C,C,C,B,-29.37028010645318,-115.21936560614832,-25.236800182353896,1
Both,Jewish,A,-39.50251704925537,E,E,B,C,E,C,D,E,205.39187247424118,151.18094751880625,-108.41498636158609,0
Yes,Buddhist,A,-143.241291757138,D,C,C,C,E,D,A,E,-6.460292507356749,-74.58633433141047,25.57602152137037,1
Both,None,B,59.8672857831018,B,C,C,D,C,B,A,E,-60.60959724372371,94.96242249242,69.02108167296332,1
Yes,None,C,-89.28471818034919,D,D,D,D,C,C,D,B,217.26519280408988,227.10125475435171,-134.9985280303166,1
Yes,Muslim,A,-27.92423489036542,E,A,A,A,A,D,E,C,-10.658531984870825,191.4061249754703,231.6417530591561,0
None,None,B,137.6402606253489,B,E,E,A,C,A,E,D,-136.25557748311002,-40.329487703827624,-93.55835864744418,1
Both,Buddhist,A,155.36538590958023,E,A,B,A,C,E,A,C,9.437568755702825,-47.43458006772817,-179.14357793749377,0
No,Buddhist,B,-144.33147534685656,B,A,B,D,D,A,D,C,10.193354100231275,-63.87713759731015,144.0557393044086,0
Physical,Christian,C,-34.69875042495885,A,D,D,A,D,E,B,C,-190.6722991578247,-81.83505259738175,-23.086842628094477,0
Both,Jewish,E,25.982873055247467,D,A,D,D,C,E,B,C,-309.81840820903557,-93.84776194362952,-101.38157128432678,0
Physical,Jewish,A,55.06886287705155,E,C,D,C,A,A,E,B,-136.5314004538627,75.52077553197199,-153.98426624944665,0
Yes,Hindu,D,-89.67881144899513,A,A,E,B,D,A,D,A,-61.688952264988195,-104.64745859066231,-60.62678605047617,1
None,Hindu,E,-103.99048471290943,D,E,C,E,A,B,A,E,129.9137605516367,185.83663327055365,73.96143440202377,0
Both,Hindu,C,63.08466310444545,D,E,C,B,D,C,E,C,24.058198110362657,-160.13707538042323,145.82496061167362,0
None,Hindu,A,208.3129395837708,E,D,B,E,B,E,B,C,121.5152062664469,-23.999349660147992,189.31881596579586,0
No,Jewish,E,134.5519479218172,D,B,C,A,C,A,E,D,-19.207238701987293,57.01983170735466,-28.046052371633433,0
Yes,Buddhist,A,-75.10969803225255,B,D,D,C,C,E,D,C,-172.8666339383849,46.44685214221647,165.49293185784913,0
Physical,Muslim,D,55.458449185372594,E,D,E,B,D,D,C,D,-5.350055214323963,-54.90098387363225,-255.00411641655333,1
Both,None,C,-51.351314857990815,C,E,D,C,C,E,E,E,-87.0307109418569,-123.31245379474825,156.62918681839787,1
None,Other,B,9.525318043583459,D,A,D,E,C,B,D,C,84.3709828403522,47.22938346325215,-61.709735934513496,0
No,Muslim,C,130.60801436757188,E,D,A,B,B,E,C,C,147.03849001810377,76.97003508332307,70.30715935087593,0
Physical,Other,C,-43.3057578048576,D,C,B,B,E,B,B,B,40.567201631148876,88.12080841907638,-33.19877352287291,0
No,Muslim,B,-118.06803773495267,B,D,E,E,D,E,C,C,36.64132015031375,-167.6366735341249,-33.193736651160904,0
No,Other,C,118.50843730755285,B,C,D,D,A,D,D,E,-41.15191598538058,-12.717030768891702,-123.64109753387645,1
Yes,Muslim,D,-47.47218662066363,D,E,B,E,D,C,D,C,-148.41951549717757,36.824478254287634,12.971290157281437,0
Mental,Christian,A,105.57564763114122,B,D,B,A,A,E,E,B,7.621770871020985,61.030861652126276,177.14149350475589,1
No,Muslim,E,69.05574609117554,A,A,C,E,E,C,E,B,47.197456920989545,-29.410132616102842,-40.591865516845814,1
No,Hindu,B,-120.31702822574684,C,E,A,C,B,A,D,A,147.90979042843742,-53.49683793495246,-146.28353520279543,1
Both,Muslim,A,72.41218321370225,A,D,A,B,E,E,C,D,-28.53336678022786,7.113443637759211,-4.041028137132851,1
No,Buddhist,C,-33.937237921223094,B,B,A,E,A,C,D,B,48.20073116322058,-46.39330766466514,-151.27561770099157,0
Physical,Jewish,C,-33.41140560663873,C,A,E,C,A,C,D,C,-57.98596525305562,-8.17594499868774,37.16831526583086,0
Physical,Muslim,E,59.807496251326775,B,A,D,A,A,E,A,D,-24.585413348260694,4.647134717394065,6.6747973882589555,1
None,Jewish,A,134.09371751527942,B,B,A,D,A,D,E,E,24.385207267524724,-61.97223398601571,21.091320288580224,1
None,None,D,-13.900440169543002,A,D,C,E,A,E,B,D,-17.98494854646856,-15.855480127809122,132.04951211521956,0
Yes,None,D,-68.4454507389933,B,C,D,B,C,E,C,B,175.05196341753825,264.4196361826885,39.226617231154854,1
Both,Other,E,-73.87260591049814,A,B,B,B,C,A,E,A,-57.476631629651706,114.88774938138148,69.8904585038931,0
None,Buddhist,A,42.563630332988375,B,A,B,D,B,D,A,B,-32.80590954515884,151.70065070971134,-99.36114954266064,0
Mental,Buddhist,C,-16.33479889373824,C,C,A,B,C,C,D,E,21.55869528355236,67.18364735768952,-18.049973180499855,1
None,Jewish,D,-59.07715613825102,C,A,E,B,B,D,C,D,-88.16513620754985,-151.19577836927948,85.66470772486373,0
No,Jewish,B,109.55278238837364,B,D,C,B,B,D,D,B,-71.34731955962073,-169.6045543881756,-161.9400661937506,0
None,Buddhist,B,-56.982729465214554,E,C,C,D,B,C,B,C,-18.33150846420589,123.07379954561928,-35.2384458048558,0
Physical,Hindu,A,-168.52469242145347,B,D,D,B,E,E,E,A,-165.28744454170962,21.23246002728087,-52.0940202022496,1
Yes,Christian,A,111.74522456864324,D,A,B,E,B,C,C,D,-25.782799721575984,157.0525443580463,82.7669388642391,1
Both,Hindu,D,-44.4223782580352,B,A,B,E,D,E,D,E,130.55315945899193,-109.32046279894847,-53.178776173120056,1
Yes,Other,E,26.564877451806545,C,B,D,C,D,E,A,D,24.902761401199555,-154.86024622964848,-116.11064018981925,0
Physical,Hindu,E,-51.5576255150902,E,E,B,B,C,E,E,E,-84.6212158760037,3.657634111702105,19.12796648326555,0
No,Muslim,A,71.55790538611221,E,B,D,B,E,D,C,A,-127.18050303865662,-80.45010217624836,255.04929578694956,0
No,None,A,-73.57741858358136,D,B,E,A,B,D,C,E,99.75939561575197,19.69808047609069,17.79306364267063,0
None,None,D,187.52296872032906,D,B,D,B,A,D,B,A,-43.156400358849915,112.93664121006238,-39.06723725912425,1
Both,Jewish,C,5.372779720296648,A,C,E,D,E,B,C,C,5.066972602635215,4.838754957322234,-236.414123819427,1
Physical,None,E,20.133804468582284,B,D,A,B,C,E,D,D,-62.44443319133129,61.25484827514283,197.15314554662714,1
Yes,Jewish,E,-45.8904044795653,C,D,A,C,D,B,B,A,-220.23717958886562,-117.55265993425846,-94.90387331737689,0
Mental,Muslim,A,98.46367564387639,A,A,D,A,E,E,A,E,-24.348675994919684,8.868260507557842,65.28085952795504,1
Both,Other,E,85.11570285780488,C,E,A,E,A,E,E,D,-30.776097100171913,-155.28606555487005,112.3859384648286,1
Yes,Muslim,B,14.620228014603798,B,C,A,C,A,C,A,B,-0.7407023102568006,45.83505685903856,118.06849538327127,0
Physical,Christian,B,-60.05955987117192,A,C,D,A,B,D,A,D,-101.46348604862688,-29.81480042092845,-6.508397936060279,1
None,Hindu,C,-35.95177573550195,C,A,A,B,C,B,C,E,-28.413604405883248,-54.69353899368026,16.12909970110861,0
None,Buddhist,D,127.68490097291732,C,E,B,C,D,A,E,D,-194.9882147992831,-92.00683654382674,-124.18537513763137,0
Yes,Jewish,D,-226.10025766057151,D,B,A,D,E,B,B,B,-228.664837718547,50.33357350711136,57.96504209475402,0
Physical,Buddhist,B,150.995409540209,D,C,D,C,A,D,B,B,-209.59644933716004,75.78484680493405,100.98832827508765,1
Mental,Christian,E,-146.32454772608114,B,E,E,D,B,D,D,A,-76.89714740519062,72.82112220665016,175.8869478471728,0
Both,Hindu,C,53.56849426769092,C,B,C,E,A,D,D,A,15.250831552788352,97.95610183436666,-77.42275276419518,0
Mental,Hindu,D,110.11975607977593,A,C,B,E,D,C,C,B,123.5979551234899,-26.03877524450918,12.295937234570916,0
Both,Hindu,E,93.98184515166653,B,A,C,A,D,D,D,E,127.91364530605193,-64.50208484491267,34.830063491852755,0
Physical,None,B,109.36158430754668,A,B,A,A,C,B,D,D,92.45472428882483,-5.253658260902501,36.09232818074082,0
Yes,None,A,-81.47474542746271,B,C,C,C,B,C,B,B,-31.292151500208938,-183.2834213458558,28.069750276347204,1
Physical,Christian,B,16.904209594958246,D,E,C,D,B,A,D,B,72.47770764832654,26.336310301651363,119.60416181595852,0
No,Christian,D,-78.53375200964562,C,A,B,A,A,D,B,D,69.08518841660211,-94.1390214342466,70.87957172022082,0
Yes,None,B,214.90928280498548,D,A,D,C,B,B,E,E,-71.37925061870006,76.82598395932023,-80.41579442671727,0
None,Hindu,B,-179.82464374180185,B,C,B,E,C,B,B,C,117.49604000471724,126.11750670245081,187.77832919501094,0
Physical,None,E,95.971681992005,C,A,C,E,D,C,D,D,-39.17529965491336,72.99548250416132,188.8115226480158,1
No,Christian,A,-38.117785920168565,E,E,E,C,D,E,A,B,-10.31897363357938,-22.1410886068112,-14.178591080381603,0
None,Muslim,B,31.352505256730307,D,D,A,B,B,D,D,A,-47.99603113478365,-83.24651958578076,106.62070379938152,1
Yes,Hindu,C,37.93883995003041,E,A,A,C,D,D,C,A,33.48497098113232,82.0748803307267,-78.35513023715262,0
No,Hindu,E,142.10397732740518,C,D,B,A,D,C,B,A,-69.14757544080702,-17.927525041872286,29.795432964222336,0
Yes,Buddhist,B,69.27783346331896,D,B,C,C,A,B,A,C,-107.66951288239319,58.53866365269683,-14.332200105372864,0
Physical,Other,D,-102.34772692520566,B,E,E,D,E,A,D,B,129.27429570401978,-39.755279628445564,-88.03963042508845,1
Both,Buddhist,E,-34.68632976983099,D,C,C,C,A,C,D,A,-67.74747823615431,56.374639151695995,-44.69137053193831,1
Both,Christian,E,103.84992437349902,A,A,B,A,C,C,E,B,-122.75422357487373,123.624324348871,263.2307379502243,1
Yes,Muslim,A,-223.7363914869894,C,D,E,D,B,B,A,D,31.968249797411197,97.89002789995446,133.49777373054906,0
No,Muslim,A,-84.62333047279164,E,A,C,D,D,D,C,B,-68.2098006203315,-95.72124643333125,-24.625636876886333,0
Physical,None,B,-7.460914782223396,A,E,E,C,D,D,C,B,24.436357140319252,-37.68323920690152,-60.539903298696316,1
None,Muslim,C,108.92492859618301,C,D,E,D,C,C,E,C,-184.32208090205836,24.025794942263655,89.76643363866083,0
Mental,Other,E,-125.45192375113861,C,C,C,A,D,E,E,A,-21.813110641422497,-136.10136601228126,216.38955621893942,0
Yes,Hindu,D,-219.37536120006044,E,E,C,E,C,C,D,A,-166.3994587788868,64.04625155098299,-56.05343182846566,0
Physical,Muslim,D,208.21079914306884,D,E,E,A,A,D,C,E,177.65683882453382,48.64144326569239,132.946389559753,1
Mental,Christian,B,-4.218458153839418,B,D,E,A,A,D,C,D,-23.962174264693587,13.053326311819452,-86.63699560639472,1
Physical,None,A,-209.02849255518413,A,A,A,A,B,E,B,E,-27.32693827084043,-269.4077005746009,-106.74664081808164,0
Mental,Muslim,C,-17.4939404175153,A,C,A,C,B,A,B,E,39.7489299884025,-119.62385893042493,71.94669781613146,0
None,Hindu,D,-11.552198715246133,B,B,D,D,C,D,A,A,-29.71771513220781,125.2967856952572,5.120348234452028,1
No,Hindu,E,56.45870991531087,D,D,E,D,D,C,B,A,-168.6929657500037,63.22851292187558,-92.38714158166673,1
Physical,Christian,A,-120.3986450187535,B,B,D,A,D,D,E,D,25.141263098331844,5.689944283852861,29.633032145944444,0
Both,Buddhist,E,32.33440567473422,E,A,B,C,D,E,D,A,-179.72847509160752,57.90588098228836,145.8389939660589,1
Both,Other,A,99.21171874804638,E,D,E,A,A,E,E,E,26.161529753516298,-253.03248528405143,5.128751840492784,1
None,Buddhist,D,-98.1116125706565,C,A,E,E,C,C,E,D,52.09339375127379,32.84528669619781,-62.688858641661426,0
Mental,Christian,D,164.62015376373682,C,E,E,E,E,B,A,C,26.610507128208088,-102.07861556958471,14.171140105392114,1
Yes,Muslim,B,15.5894044407864,C,E,A,A,E,C,A,E,43.09176030077088,-47.0534276205883,-103.12445576521137,1
Mental,Hindu,A,61.113411552041285,E,B,A,B,D,E,E,A,-114.64959196931888,70.48254143335791,-12.611661702719076,0
None,Hindu,C,62.45257211261399,E,A,C,D,D,B,D,E,-33.39821461470317,33.51681586242881,-57.559720037079465,1
No,None,C,-164.60368013261427,A,A,E,E,D,A,B,E,86.94403218746231,100.66698884355351,142.70010371830992,0
Mental,Other,C,71.04980112401755,A,B,B,C,B,D,D,C,40.465259648299494,10.103051483196573,27.81777455535961,1
None,Buddhist,B,-55.380000208384786,A,A,E,D,C,A,D,B,56.05544253343626,-7.0765202283485,183.3431241808719,1
Physical,Muslim,A,-166.44054379201637,E,E,E,D,D,B,C,E,28.266934775959644,-27.870304331769603,27.860735676348508,1
Both,Hindu,C,6.847374206894449,D,D,C,A,E,E,E,E,63.48186679966707,-7.111801178267781,-121.24389990479662,0
Yes,None,B,73.95745157844725,D,B,A,D,B,C,D,B,87.62852390132382,130.45498162285645,72.72252056588026,1
Both,Other,B,203.28429393066565,E,C,B,E,B,B,A,D,-139.18120395895002,-77.37151719118839,86.47977774674094,0
No,Other,C,113.91758957270221,E,B,B,E,A,D,E,C,-44.77811155503485,66.87078930005576,23.916919928226314,1
Mental,Buddhist,D,229.64650843549052,E,E,A,D,D,D,A,E,16.182790822451494,87.47967947037945,31.977668506412982,0
Physical,None,D,144.10114909987578,C,C,A,E,A,A,B,D,26.250884893436883,-66.9957962750632,11.138058778342893,1
None,None,B,193.10102795331898,E,A,D,B,A,E,E,E,116.18687123798959,2.576564740474768,20.26558384601159,1
Physical,Hindu,D,-232.8357793971747,D,A,C,D,C,A,D,C,-48.32189038322375,135.7645961036404,34.445042211091156,1
