AgeGroup,orientation,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
36-50,Bisexual,Physical,B,C,-54.128711049059966,-10.681306182319478,D,C,B,E,-85.93826050219182,C,154.93687607620566,0
36-50,Heterosexual,Both,B,D,156.0865034588379,147.6728948488897,A,E,A,A,50.59287096099304,C,74.15731680893015,1
26-35,Heterosexual,No,C,C,68.03632159779602,-98.8028537313931,A,E,D,D,-60.69017252032223,D,62.06897454614402,1
18-25,Other,Both,E,D,-44.91720207822496,-21.822474158440894,B,D,A,B,-109.50710598829998,A,82.7472086348012,1
51-65,Bisexual,Both,D,E,-95.03950989054336,-57.24276670302872,C,D,E,D,161.13072440120257,A,122.57140830351744,0
36-50,Heterosexual,Mental,C,B,-198.52588667569094,-10.701898424711048,E,E,E,A,-40.31086999698726,C,-68.14933846512399,0
65+,Bisexual,None,E,A,-111.33470163604801,13.984615039349022,D,C,B,B,24.585408475396974,C,-122.97060703071851,0
26-35,Heterosexual,Both,D,E,61.60628192525387,-141.05821872894643,C,A,D,D,-106.44154458950774,A,-21.93047148641592,1
36-50,Other,Both,E,C,157.69189759926687,115.17042579346976,B,C,A,A,6.452655413682863,B,6.480775201162925,0
36-50,Bisexual,Yes,E,B,53.018938671851224,-73.2801177723926,D,C,C,C,163.49726782967397,C,86.3631316198605,1
26-35,Homosexual,Yes,C,B,40.48519834395527,-4.6381370313142565,B,C,B,A,38.05951573882124,A,93.0434621908223,1
26-35,Heterosexual,Both,C,D,-128.93382379524076,168.78629265321644,E,E,E,E,-111.921649917652,D,73.8332100222233,0
26-35,Homosexual,No,D,A,7.740438478515016,-19.747583228191157,C,C,A,A,-177.19799393874115,A,-21.967455562912175,1
26-35,Homosexual,Mental,C,E,-19.924349020364215,21.415492631495876,E,E,D,C,-127.29588898410988,C,-0.41303863810092917,0
65+,Other,Mental,D,C,176.93826645682807,20.37101752427365,A,C,D,B,-36.03598940346108,B,59.41479405124015,1
26-35,Homosexual,Mental,A,A,149.84417474897657,53.83276214053671,B,B,D,B,-54.93911666635971,C,-62.41568993039308,1
65+,Heterosexual,Yes,A,C,105.16978909827499,-129.28524297488624,E,E,C,B,132.4912017759132,A,6.609952708453785,0
36-50,Homosexual,No,A,D,23.16087488417331,72.62520031176408,E,D,B,B,89.66400272401616,B,-77.65709776768274,0
18-25,Homosexual,Mental,A,B,47.192615154944825,-64.37917082973752,D,B,E,C,-12.54039526861606,B,-59.85715205133373,0
18-25,Heterosexual,Mental,B,E,-51.67015947004225,41.31885155377278,E,C,B,D,-98.79166521776024,C,-4.818705933541858,1
26-35,Other,None,C,E,-141.52599369390512,-84.79898818978259,B,C,C,C,-16.015835070441447,C,171.82185921799973,1
65+,Homosexual,Both,D,E,-66.92610347695333,295.6406447278655,A,C,C,C,-197.41165943888143,A,103.06230498889879,0
51-65,Heterosexual,None,C,D,27.906311309031047,-125.82905886207372,B,A,C,B,135.2291841642127,A,-196.49483179629263,1
51-65,Bisexual,Physical,E,A,66.58182175347224,-22.78677806249515,E,B,A,D,-44.327501657317256,C,-1.9782104727901841,1
18-25,Bisexual,Mental,B,B,-23.54874033569441,0.42961625859417535,C,D,B,B,-122.61778393591223,C,-74.37445272459155,0
51-65,Other,No,C,D,64.82836292449309,-141.15846080710054,C,D,D,C,66.87893619071941,D,11.785928954274906,0
26-35,Heterosexual,None,B,B,40.03151514398264,-163.04485778271473,D,B,E,E,6.805684015426633,C,-108.92259706012175,1
26-35,Bisexual,No,C,A,17.562436645945855,-4.685769878280099,C,D,C,A,-26.84217942942775,C,97.6330412525681,1
51-65,Heterosexual,Physical,A,B,203.78823887370575,167.66060754669755,C,E,E,A,7.3314128902533096,D,-7.860725252951559,1
51-65,Other,Both,D,E,97.61429667566532,-72.65124857634491,C,D,E,D,-97.66939363215383,B,-147.47525997516766,1
18-25,Bisexual,Yes,D,A,43.0098256118758,-24.301591460039027,C,A,E,D,-15.27198519217573,A,-69.47151979024514,1
51-65,Bisexual,Both,E,E,43.11819956138074,219.48128744841603,B,D,E,A,-120.00890202609878,C,21.78724997793221,1
65+,Homosexual,Both,B,C,-153.1213155267043,-87.161735178549,C,E,E,A,26.438505422460416,B,-281.4721940907592,0
36-50,Homosexual,Both,B,A,127.10120847739547,-27.204457573145653,D,B,B,A,9.537583241828248,E,20.1944598553215,0
18-25,Other,Mental,C,B,-116.18209978186556,130.9279902416474,C,B,C,B,-67.91074246309644,B,-135.1490939879004,0
36-50,Heterosexual,Yes,D,E,-104.48111483469906,-154.06924207705651,D,D,B,C,-91.0345578415339,C,-63.80603904599168,0
18-25,Homosexual,No,E,D,170.70277142877976,12.352737309733023,E,C,B,B,-41.75651192046073,E,-52.89336361079757,0
65+,Bisexual,Physical,A,D,-10.895357338351065,-154.434585146976,B,C,D,A,-126.48523006367276,A,-81.60252045945113,0
18-25,Homosexual,Physical,B,C,18.694356647821433,18.59969990953863,C,B,C,A,-94.98806430145255,B,47.221728807723096,1
26-35,Bisexual,No,A,B,-45.00765186780562,185.39474652151725,A,E,B,C,-32.95675943732277,E,-116.16030537166671,0
36-50,Homosexual,None,A,A,74.08052322997318,-96.59320438600344,C,B,D,C,-196.35555010904403,B,-144.13152591714817,0
18-25,Bisexual,None,A,E,-56.50848427648998,82.5350482405719,C,A,E,B,93.2991606453762,C,118.33563914833998,0
18-25,Homosexual,Physical,C,A,11.164106864600674,29.22831300870471,D,B,A,D,-22.28138229767988,A,-96.76885384689596,0
36-50,Other,Mental,C,E,-67.96586314769986,71.89267576484829,E,A,B,D,-109.80892948091258,C,3.148343503265263,1
65+,Other,Both,B,B,36.38977316168804,-93.06930444167739,C,E,A,A,63.63289168608331,C,50.602696941312885,0
51-65,Heterosexual,None,A,E,-89.03552783253247,45.59012868015496,A,A,A,E,118.63709821293749,E,7.35153622089928,1
51-65,Other,Physical,B,D,-6.26633314221285,-18.25082927611153,B,C,D,C,85.35113592039419,E,0.9567193284515786,0
36-50,Other,Both,C,E,42.42803252211305,21.644534490223045,A,E,D,E,3.438396498992486,C,-62.03282276231982,0
26-35,Bisexual,No,A,E,-130.67353423058873,-75.70857103488545,A,A,B,D,-150.98808015870526,E,-29.37829482319555,1
51-65,Homosexual,Yes,E,A,-17.914465767929276,-101.1839445342702,E,D,D,C,-113.78341341397294,B,-55.08896664829961,1
18-25,Homosexual,None,B,C,28.440230270559226,29.46509618645981,D,D,D,A,-193.36758128729556,A,-54.013758560106176,0
36-50,Heterosexual,No,A,E,1.7329627887410948,50.78583769342505,C,E,A,E,-23.526462763605675,B,33.7930566608898,1
36-50,Bisexual,None,C,E,32.0169736280482,23.195516961768725,A,B,D,A,-173.49475519208553,D,-83.26482362441807,0
26-35,Homosexual,Yes,B,E,-101.67392597990283,29.874438242232866,E,B,C,A,149.71567398767797,B,-11.472327320224228,1
51-65,Other,No,B,C,-60.16386729258798,62.02838185825455,E,B,C,C,37.005607309681345,A,-100.22132962703121,0
18-25,Heterosexual,Physical,C,C,240.33741638585994,103.78853607452197,B,B,D,A,-118.91385787965962,A,129.8286519717025,0
26-35,Heterosexual,No,E,A,-78.7236424249103,-34.13705235116199,C,E,C,E,106.39031947113455,D,-49.262433896321966,1
51-65,Homosexual,Both,C,E,-63.27261502976383,10.717174604667488,E,C,B,C,-21.976683408902055,B,58.705164976632076,0
18-25,Bisexual,Mental,C,B,115.27873104025923,136.61342815310823,E,C,A,B,4.303932651268379,B,-124.11110564009408,1
26-35,Homosexual,None,E,D,52.35908937042243,-93.8800193503379,C,C,A,E,111.30792309696346,A,-49.62507414458917,1
26-35,Homosexual,Physical,E,B,-79.81190942035028,120.40457840183217,E,B,B,C,140.16560249544835,D,343.9087582685305,1
65+,Bisexual,No,C,C,-71.78073551125031,-88.38231902013005,E,D,D,E,158.8804835611672,B,-125.53329074203808,0
36-50,Other,Both,A,D,68.57833076663073,-11.65778122094656,E,D,E,D,164.3975746954312,A,-236.42344340464686,1
51-65,Homosexual,Physical,C,E,135.18637105263414,42.50673966969543,E,E,A,A,84.90305911254214,E,13.51476866760384,0
36-50,Other,Both,C,A,-130.48158076656458,-32.328500175202954,B,D,C,A,-107.42911035498841,E,-1.2857568442411436,1
18-25,Other,No,B,D,-86.36892411396668,14.03088915523965,A,A,D,D,-101.45909190256074,E,106.1054190280404,0
65+,Bisexual,Physical,E,C,-15.887924686425068,-39.72551876366493,A,D,E,A,115.48858274101204,E,89.04464160883144,0
26-35,Other,Yes,D,A,39.19633463272876,-108.96473800214213,C,D,D,A,-80.59059890414694,C,-151.64329454826648,1
51-65,Bisexual,None,E,A,61.234288018235276,114.85481566563918,E,C,A,A,-72.73434948992744,B,-86.62629906541358,0
36-50,Heterosexual,Both,A,D,-35.64299852986782,66.7885867080054,A,D,E,E,79.63110608436739,B,-71.3837555924568,0
51-65,Homosexual,Both,C,C,296.6867912187274,122.70498909658554,B,C,C,C,4.570715052336742,D,-18.51805594367712,1
26-35,Bisexual,Mental,E,E,-78.04388634988587,16.850901084468656,E,C,A,A,10.70258621481244,E,70.21718986766375,1
18-25,Homosexual,Mental,E,B,-115.64645505832856,131.84893076060177,A,E,C,C,-61.595881097121044,B,-94.07290922721957,0
26-35,Homosexual,Yes,A,E,34.57087036004329,-46.8219444100873,A,D,D,E,-63.40589049055502,C,20.937076144804713,1
18-25,Homosexual,Yes,E,A,-198.623031289728,70.71101876660174,D,C,E,A,-6.191882263756687,D,53.175289383587376,0
36-50,Bisexual,Yes,C,E,-122.30258556715472,-50.89737243586979,D,D,C,C,26.25397040202124,E,105.44544637810571,0
26-35,Homosexual,None,C,A,88.63385788418438,-84.45179690432934,D,E,E,D,64.62535381533068,B,12.63753478878121,1
65+,Heterosexual,No,D,D,108.71091520142957,-191.3073450559162,B,E,D,D,-53.732547870315706,D,-24.66501188671227,0
26-35,Other,Physical,A,C,-86.19523827826163,-7.876904336410967,C,A,C,D,-1.422985010012393,C,-99.40415053606851,0
65+,Bisexual,Both,E,B,114.87418911828617,-142.43561099745858,D,A,C,E,15.494736222741775,B,-123.08980646666643,0
65+,Other,None,C,E,152.98482480917906,-0.10604086981618865,E,C,E,B,-182.81759945541106,B,-92.2604396388046,1
18-25,Heterosexual,Physical,A,D,-33.456012559866224,-25.73440303413771,C,C,B,A,-36.242678770878726,D,0.9649095265454365,1
65+,Bisexual,No,A,C,36.22579846438776,-1.5786452142739629,D,E,D,B,-16.64455487467883,D,376.0560769672116,1
26-35,Heterosexual,Physical,E,D,82.75122498712223,6.941134270960424,A,A,A,B,-155.29728705210272,A,-209.70252081186493,1
65+,Heterosexual,None,A,D,-139.87205167867742,367.13662681906345,E,B,E,D,-114.79889727143073,A,131.43874477343843,0
36-50,Heterosexual,Mental,B,D,-227.71699983381998,31.714998820187496,C,B,A,B,-28.162908605309024,E,34.583472306926886,1
51-65,Bisexual,Both,E,A,14.63675235836321,-68.33582958838103,C,A,C,B,34.23872365593772,E,7.450259937150378,1
26-35,Homosexual,No,C,D,-33.866200250839,-9.533556236193492,A,B,A,E,17.38235293360338,B,141.06334715463308,1
51-65,Other,No,A,C,17.774674362115388,-154.85172824221107,C,D,D,B,75.41889919340564,B,8.501565998576709,1
36-50,Other,No,E,E,123.63323249226204,84.580977219179,E,B,E,A,40.58565013182108,A,155.8433557979096,0
65+,Other,No,D,D,13.63021720550948,-44.13887298252264,B,A,E,D,16.820315570542856,C,22.52187566450675,0
18-25,Bisexual,Mental,A,E,-26.65421876345021,15.019248097071786,E,A,D,C,42.44482258152274,C,73.56815317278806,0
18-25,Other,No,D,A,166.97072513735048,78.71395001841006,B,B,E,D,41.080496970313014,B,32.57436122780875,1
18-25,Other,No,A,A,138.6903757308514,-12.971275199857576,D,C,E,C,-51.65954700103269,E,254.1124436806383,0
65+,Bisexual,Mental,C,E,14.86548956952483,96.80046107640227,C,C,A,E,-51.25061438233111,E,-31.669318118119655,1
18-25,Heterosexual,Physical,C,D,-59.69948651130165,34.533469754243754,B,C,A,B,-75.33539931130785,E,-19.21604002120177,1
36-50,Heterosexual,Physical,D,A,-24.96094497851249,-0.7574076306963721,E,A,E,D,62.24328133448248,D,-60.016742102806006,0
51-65,Heterosexual,No,B,E,-50.47792451918567,41.66318577742207,A,E,E,B,-15.65998201883892,B,-112.85737946906708,1
26-35,Bisexual,None,A,D,127.0243033709797,8.429089826631987,D,C,C,B,54.13012632351838,D,-69.52316443646083,1
18-25,Heterosexual,None,A,D,-59.262140824629505,-53.603419835883685,B,A,C,A,108.28282922013469,A,10.089353907988679,1
51-65,Bisexual,None,D,E,-49.37905893837307,171.20041554232444,A,E,C,E,133.71947922767652,C,77.15973329355215,0
51-65,Bisexual,Both,B,E,173.7898608470009,-31.374742831501777,E,E,C,A,71.98258778126817,E,5.873347227065963,1
26-35,Heterosexual,None,C,B,-233.67099503778906,-161.38693542894416,D,C,B,A,-48.80161798036393,C,68.49640907268926,1
36-50,Homosexual,None,A,A,29.707168006890246,50.01813209860656,B,D,C,E,40.22920174826075,E,24.00720000923911,0
18-25,Homosexual,Physical,D,E,-20.86741251080249,127.00989615384275,B,D,A,E,-99.01288040589212,A,62.37830639766982,1
51-65,Heterosexual,No,E,A,62.114836659703364,-150.4111323999227,B,B,B,A,-80.43558700134645,B,-126.51811705949396,1
36-50,Homosexual,None,B,C,7.573906306740557,106.3497292104476,D,D,E,A,20.021281701748805,B,57.052795269984166,0
36-50,Bisexual,No,B,A,49.47870619611904,-195.31200795559684,A,C,B,D,100.90517712870857,C,164.41770676304276,1
36-50,Heterosexual,Yes,E,B,48.8313740344628,224.44851956939,A,A,E,C,-135.43175875589736,D,-21.571807017176354,1
26-35,Bisexual,Physical,C,A,-167.81615971633062,193.27804043213084,A,B,E,C,-17.565866309724463,C,-88.00332003498416,1
18-25,Bisexual,Both,B,E,-57.816217312630044,82.81043172647753,C,D,E,C,89.56964414980919,E,16.805157591529678,1
65+,Homosexual,No,C,E,-18.31261235171046,-49.56035293257157,E,D,E,D,18.94182711637897,D,-114.6414071249158,1
36-50,Bisexual,Yes,C,E,-191.23380710816568,-68.6414573860457,B,A,C,C,-140.49737956617557,A,68.09102587556289,0
51-65,Heterosexual,Mental,D,D,2.5858627251174786,88.01367878189316,E,B,C,E,145.3663907150855,A,38.53995206172918,1
36-50,Bisexual,None,C,D,38.05924280027482,-171.8922119758781,E,A,A,E,-87.69006162773671,D,-176.83685448983428,0
18-25,Other,None,A,A,-15.46999462795322,234.84149827082922,C,D,B,E,-157.4908847073511,E,-66.53001443149542,1
65+,Bisexual,Physical,E,A,167.54966409862124,-75.81013709817216,C,E,B,D,23.17079829582098,B,-35.300697743180116,0
51-65,Heterosexual,No,A,A,124.51882243430568,-103.83635621187113,A,E,E,A,-125.89355632557198,B,86.05300544443499,0
65+,Heterosexual,Yes,A,A,49.67265548775111,245.64285426013282,C,B,A,A,-91.5151674718109,C,-65.22208658422869,0
26-35,Heterosexual,Both,E,E,172.14760390232394,113.44715682586062,E,A,E,B,97.47751852337612,A,-27.151451240234508,1
26-35,Other,Mental,D,D,46.74042624519531,-203.30081709439045,A,D,D,D,21.358755232448935,E,-75.10623929556792,0
65+,Bisexual,Both,C,B,41.46746259426516,-109.12050200381213,B,B,E,D,-141.71291839864816,A,66.8501026681885,0
26-35,Other,Mental,E,D,92.84410634400734,-14.903563817094751,D,A,E,B,-116.8781255853859,E,112.44760591624241,0
51-65,Other,None,C,B,129.48656721722293,110.07209456430253,E,C,E,C,6.256106437019289,D,153.31386724917508,0
51-65,Other,No,B,C,256.69280961772444,-8.411080719633503,C,D,B,C,5.534554197834553,E,-68.15850283653,0
51-65,Bisexual,No,A,E,-205.11569264409252,-105.7793439598868,E,E,B,C,-57.769310396254795,E,-125.76192115294458,0
65+,Other,None,B,D,-18.888049428359796,-87.01851199423764,A,A,C,E,-69.66466965283887,E,-154.95607964972717,0
26-35,Other,Physical,D,E,78.64132153400563,-121.8464463405444,D,C,A,D,-43.17692077699728,B,-41.94598066463082,0
36-50,Heterosexual,Both,A,C,6.7875448684304835,-98.7630997479669,C,A,D,B,-51.569129613502525,E,-61.933571764313655,0
36-50,Heterosexual,Mental,E,E,-17.869368855300067,20.174703731333224,E,E,E,B,-139.560187336877,E,-41.739446187250316,0
36-50,Bisexual,No,E,E,44.155742257382016,49.93225653310546,E,E,B,A,-54.195518046446225,E,-94.19044097940449,0
51-65,Other,None,A,A,10.150698359557747,-110.93026961368405,B,A,E,B,54.16552774066275,D,96.07463038338462,0
26-35,Other,Mental,E,C,52.55215020775602,-69.42704071923971,E,D,E,E,21.946986717091,B,-11.789011731324566,0
18-25,Bisexual,Physical,A,B,-93.3037124638712,-69.99565870970366,E,E,A,E,8.174896664972323,E,-85.92033367153951,1
18-25,Other,No,D,B,147.6340015360501,-11.571160271232294,E,C,E,C,35.02789476502801,D,216.76729645007825,0
36-50,Homosexual,None,A,A,144.40444681347833,28.341892370767948,D,B,D,D,57.584104244645474,B,-3.1134011242347315,1
18-25,Other,Physical,A,C,98.71140112112205,45.56941055768885,E,D,D,B,4.658463293880454,C,-87.94628471480237,1
65+,Heterosexual,No,E,A,-48.055601632234534,-35.55235061884445,A,B,A,A,75.98028974490366,B,-34.68150662210226,1
26-35,Bisexual,Yes,A,B,25.672993607257766,35.914902577373056,C,E,D,A,16.50615317885458,D,31.279036471870135,1
36-50,Other,None,D,E,-10.80639120057979,34.35981438461379,B,D,C,C,65.70924839938942,E,140.45548639212257,1
