sex,orientation,married,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
M,Other,Widowed,36-50,E,A,E,C,204.05608369499228,A,B,C,-36.84409461876682,E,-116.32354895915329,39.00154603711412,-20.541519662242912,-56.55219200195286,167.34874945373375,E,D,0
M,Other,Married,36-50,E,A,C,D,8.003888252765837,D,E,B,-141.18430124049843,B,-116.50442458069644,-28.57987380630349,86.38146332453512,-45.101354884187685,-79.89803088808763,D,A,1
M,Other,Divorced,65+,A,A,B,B,-86.27858319696772,C,E,A,4.676018598225349,B,-5.648140868901639,59.246332410459466,24.959479472573705,-22.925848188723776,-100.44886581771569,B,C,1
Female,Homosexual,Widowed,51-65,B,C,B,D,-7.027883266349735,C,B,C,-94.45740670300971,A,-32.95411298530072,-0.912832933430858,-22.490569769274938,-22.852049786196556,-188.8176930316815,A,D,1
M,Other,Married,51-65,E,A,A,B,-78.09446556474697,B,E,A,-140.1015265807664,D,-8.317906448582987,-243.28637286917535,-48.512114501808206,-7.208137724956587,95.82338894815867,D,C,1
Male,Bisexual,Divorced,65+,C,A,D,C,-171.0641076482139,D,E,A,81.95339524450782,B,-0.9653762375426392,-100.93474301552948,-55.434422665309626,-54.34961158831108,17.97894824413221,D,B,0
F,Heterosexual,Married,18-25,B,E,E,C,-77.78501129832871,D,B,D,41.22199694742245,B,-92.10613805669404,-139.18312851023325,-86.15708022976155,-73.42616290846358,75.0896851898379,E,E,0
Female,Heterosexual,Single,65+,B,A,D,E,47.713926387244,A,B,E,99.9741451460233,E,-54.91340240252776,-0.9291760455337394,252.39094731441187,111.36970994019617,124.19703508819697,A,C,0
Male,Homosexual,Divorced,26-35,B,A,A,A,-164.39804961710155,E,D,E,-44.91675147929375,E,111.33077161868437,-36.534081421755076,-14.996987355805055,-39.23146112442865,67.2395714635961,B,C,0
M,Heterosexual,Widowed,36-50,C,C,B,D,171.01744878261914,C,A,C,124.87034651044905,B,-29.00005037509396,88.4868937977722,199.3615984632363,-125.60695584633663,-108.88657211337012,A,A,0
F,Heterosexual,Widowed,18-25,C,E,D,A,125.24783347803863,E,A,D,172.47823312542903,C,-157.84608579490302,69.57491926217098,187.39913557153335,67.18969975744164,48.97411026837626,A,E,1
Female,Other,Married,36-50,E,A,C,E,-49.798984920890554,B,C,B,-81.12874906133747,D,-37.906884072593996,82.39282676439149,62.16747154788661,38.403383449970555,-198.4268014535506,E,C,1
M,Bisexual,Single,65+,E,C,C,E,90.8872257607449,D,C,C,-98.2979210988473,B,159.4295649073243,-116.13985403877685,-15.069898835319831,213.41316114906556,-92.13387907067921,E,C,1
F,Other,Widowed,36-50,D,E,E,B,15.256181767329299,C,E,D,22.935291326039607,B,6.53894111100473,-129.3912239257861,38.481371591929545,51.001166195888025,-83.42493074027733,B,D,0
M,Heterosexual,Widowed,18-25,E,A,D,C,-51.31298568977021,A,B,A,-79.19227547982958,D,-44.27296477456418,-229.73224019195624,-64.08041401538652,82.99254292188265,-96.22662729733614,A,E,0
Female,Homosexual,Divorced,51-65,B,E,C,C,-20.250961517777693,C,A,D,-27.099939451855033,B,-11.67389507829044,64.79156830375076,-68.25699550671258,-50.79351146712007,8.646231460140184,D,B,0
F,Heterosexual,Single,26-35,B,A,D,B,244.04918678794587,B,C,C,-39.24195854720418,E,-142.19550475244333,-0.9268074530196355,15.271126554860048,-50.427091048147844,133.1517382316003,D,B,0
Female,Other,Single,26-35,C,E,B,E,-108.04286842020161,D,C,E,33.88483524360799,D,-12.75406279055091,-22.60663257096119,-80.59331501217443,-35.881734493438,-115.55284439853327,A,D,1
Other,Bisexual,Widowed,51-65,D,C,E,E,-99.85515809731847,E,C,A,44.0260365698061,E,34.36628316403974,104.4439860669377,35.05442031704882,3.472216074773714,151.55660618350996,E,B,0
F,Homosexual,Divorced,26-35,E,E,B,D,-24.32724625897331,E,E,D,67.19721466771598,B,-7.254957356911031,-8.115500324170059,-89.8142001930927,-81.7334257911119,11.120331107589536,C,C,0
M,Bisexual,Widowed,51-65,C,B,C,A,-55.40957277678679,D,D,A,46.84408490363841,D,-108.10580415781142,11.327188988825363,-150.01410616989713,-91.11117552999745,-58.34495712777535,E,A,1
Other,Other,Widowed,51-65,D,D,B,E,52.25120479496033,A,E,C,2.465240505772673,C,-99.38759225513476,-182.53391044398603,175.3790093008792,99.82867178189562,-0.5536710662191506,D,D,0
Male,Heterosexual,Divorced,26-35,D,E,C,A,-94.3064883056153,A,B,D,102.88799339135362,A,21.505342164642485,-80.02012391664464,20.817375911161662,-67.59635558783131,-74.91125886670882,C,B,1
Non-binary,Heterosexual,Married,26-35,C,C,D,C,-61.23246096044902,C,B,C,104.49377320639441,A,-33.42212474778392,-11.337528800055994,-0.2613347759056398,0.42429937884717556,-121.38349067998739,C,D,1
M,Heterosexual,Widowed,18-25,D,A,A,E,-242.12306305309,E,D,B,167.04503145036253,D,-101.69570259511016,-98.77844871715428,136.41807903178275,-52.73988261843127,-71.4835536901068,E,E,0
Male,Other,Widowed,18-25,C,A,B,C,59.71424782339565,C,C,B,63.631192539671765,B,-82.52486997527127,105.36658229277518,160.46472959207944,-34.088685362545164,-86.03824495769963,D,C,1
Male,Bisexual,Widowed,26-35,B,B,B,D,-33.48819139454672,B,E,D,63.17467549036226,C,-123.44660002378787,-6.240638797633545,-21.761991766935147,-48.18300337436482,113.698539422455,E,D,1
Other,Heterosexual,Widowed,65+,E,B,A,C,65.31956152046575,C,A,B,-31.74824402740466,D,6.695573642512138,78.60365102650697,-139.50390375460265,43.89470531787079,164.52999569805075,E,D,0
Other,Homosexual,Widowed,65+,C,A,A,C,143.5891823116984,B,C,C,-35.951931693752634,E,-120.60988142046732,-123.9520142467974,150.23926746556023,-19.570838324367294,85.41116704391915,D,C,0
Female,Other,Married,18-25,D,B,A,E,-70.17068692104647,E,A,D,54.106146980631195,E,-129.2060451689033,85.94289457053154,13.163774941213587,146.94758283318794,98.94732383420187,D,D,1
F,Other,Divorced,51-65,C,C,C,B,130.59991561009835,A,B,C,92.49719050088703,B,-16.44632920602121,-79.41269902335222,16.293872878991944,31.313362684230594,-32.25219091326256,E,A,0
Female,Homosexual,Divorced,65+,E,B,D,E,121.033917171159,E,E,A,-165.13560019344726,C,35.350543856075255,-54.95429876223834,-143.3025151731043,-220.45057697462514,-95.37738542938582,C,C,0
M,Homosexual,Widowed,36-50,A,D,C,E,-44.43814416221716,D,B,A,146.735360542333,E,108.12468049120116,53.09095303006707,-77.84505157509659,18.870708654261527,23.517133403578445,B,C,1
Male,Heterosexual,Single,36-50,C,D,B,A,75.15351340852921,D,B,E,12.843763858747387,B,14.169003338484472,42.43517375127653,173.4975791001525,20.840251281425516,159.79102567458438,C,C,0
M,Bisexual,Widowed,65+,A,D,B,C,-198.67110169859382,D,D,D,95.18018933388038,B,-28.553216231282946,143.92760935898156,96.34364231050502,12.1475606692578,23.811758036703623,C,A,1
Female,Other,Single,26-35,C,D,E,C,-43.823553800587796,B,A,D,129.04808905115547,B,-44.25325961187656,110.04403050602227,49.303499996377184,-23.086631771462514,-64.91558477925203,D,A,1
Non-binary,Homosexual,Widowed,51-65,C,D,A,A,45.48275866095579,A,D,D,35.52901260621988,E,-80.62188648156616,-10.283829097882947,-113.61059102762458,-189.9686876056718,161.21376551449455,D,D,0
Male,Homosexual,Single,18-25,C,D,A,E,-45.99387908786294,E,D,D,79.36884567560384,B,234.2704792006088,41.84870147840111,102.22679793749899,77.30346093261937,-41.37016256138007,D,A,0
Other,Other,Divorced,51-65,A,E,C,B,-146.87408526345536,C,C,E,-165.85179029401556,E,66.49546349084675,240.92714826890406,-193.19275691876615,-63.57427449953252,-40.77190645663438,A,B,1
Non-binary,Heterosexual,Single,26-35,D,A,A,E,137.69348913371172,B,B,E,183.63884678481637,B,-102.29787513065634,113.75802092833547,119.42765178709016,-36.12227554775738,-69.21198266562175,E,D,0
Female,Heterosexual,Divorced,18-25,D,A,A,A,-79.96730043765933,C,C,E,-189.5396986998535,E,24.560187250292977,13.176377149371024,152.44199191778455,-138.38458859410338,19.460233640125075,D,C,0
Female,Other,Single,18-25,E,E,B,E,-34.72114701526948,B,E,D,186.33293114490877,A,63.572770613338534,73.38873152194799,-21.067948753005165,124.75353457008657,12.239997911311654,A,C,1
Male,Heterosexual,Single,36-50,A,B,B,B,-15.800177322472042,B,E,E,-159.25722352608423,C,145.9752574455335,52.292836198136136,-44.09223949955032,-94.33088130154968,-106.32303413543032,A,E,1
F,Heterosexual,Single,51-65,D,D,E,B,-17.236338711506306,B,B,B,-36.35629172178857,B,-11.835316322599827,-20.308772344619854,-103.10070872717803,-28.321834086287446,-27.750344968693163,A,C,1
F,Heterosexual,Married,26-35,C,A,C,C,76.187835233175,C,D,B,101.49697960252672,B,-130.0797333922819,131.97932104414167,85.7306916990819,10.467506351869543,-183.11205909687465,D,E,0
F,Bisexual,Divorced,36-50,C,B,D,D,58.24189697730239,C,D,C,2.2135931995306053,B,152.07100670547948,159.3277942744747,43.25559253067622,82.92373170920463,-26.107877256466296,B,E,0
Non-binary,Heterosexual,Divorced,36-50,E,E,B,A,38.912424759364065,C,A,A,53.256553442029684,B,168.09111643958917,-38.36399218239709,10.633659784873428,196.3589410823145,-113.9942389258525,E,C,0
Female,Homosexual,Married,36-50,C,B,B,B,-44.72684729664888,A,E,E,-65.56435467868859,B,-101.06903543927912,-298.57165629138376,81.52305864868902,60.92756701607459,11.587351763364202,E,A,1
M,Bisexual,Single,26-35,E,E,A,C,-170.28417833346248,C,A,E,-29.129460812114367,A,115.11679845937815,-31.15734607943179,115.31179468261242,25.919673298343927,79.4212476573186,B,A,1
Female,Bisexual,Widowed,65+,A,B,B,E,33.2564270985391,B,C,A,33.527363913204425,C,-138.1745715484487,-36.03327115557421,59.83901655896887,85.5713814610307,97.2113183015182,D,B,0
F,Heterosexual,Widowed,18-25,E,D,C,E,-70.9354446922335,C,E,E,-21.721172397896208,A,140.42918835174595,138.33078938285476,-240.1297484999842,191.66597652723635,-193.9939776612653,C,A,0
F,Bisexual,Single,65+,E,A,A,D,-110.19725139790341,C,E,C,-19.00303297670745,E,-56.3919290044029,89.8954365034349,79.30732865273272,-125.18549503043195,-72.18345958974798,C,B,0
Other,Homosexual,Widowed,26-35,B,C,D,A,-4.57164636172137,A,B,A,-44.17249323719279,A,-15.356452326479248,8.094125392155469,-38.73463111540284,105.41970578900235,-39.23425714482992,C,B,0
Other,Bisexual,Divorced,65+,E,E,E,B,41.2741304812462,B,B,E,-223.03194551730599,E,-90.46214667902116,168.61467676642562,59.60142275497474,-18.517872312951372,-41.87737136247503,A,B,0
Male,Heterosexual,Married,18-25,E,D,E,B,-99.21968818312206,E,E,A,-114.41018483260822,E,-126.36581035579697,-172.1489587383438,92.35760801384045,-120.59222862894872,28.67699631052168,C,B,1
Male,Homosexual,Widowed,51-65,C,C,A,B,5.576798611185886,A,B,D,-11.880674842947142,C,113.91737451956641,173.25952632391696,57.418189999785376,70.8288986959246,-132.26621456987652,B,B,0
Non-binary,Other,Married,36-50,B,C,E,B,-21.187212314231125,D,E,C,-84.55964411968155,A,1.8462949385403862,-21.795484952921377,148.24642531793398,28.603789183892488,-66.84030311679807,C,B,1
M,Bisexual,Divorced,18-25,A,D,E,E,26.532969320566725,A,D,A,0.9871365438735106,D,135.1326377323649,-125.13232698655885,13.654964591211527,-138.46878752918198,51.65499024781487,E,A,0
Male,Other,Married,51-65,E,E,B,D,-9.35480839178959,D,D,A,31.872052076294345,A,49.60496159175891,-22.867112521217855,-35.347079088353965,-244.99325674545807,139.59281475850224,D,C,0
M,Homosexual,Married,65+,D,E,A,E,-187.81307998158644,B,E,E,68.84500831813924,D,-40.84115128249158,-4.926123268669275,-226.63541920609393,-67.5050994675247,-117.7970721130555,E,E,1
Other,Heterosexual,Divorced,51-65,C,E,A,C,0.4044828593728409,E,C,B,-53.899647887440494,E,-128.45639378061446,-35.48359273981851,45.01511500128963,169.69921712311475,38.61963282397502,C,E,0
Female,Other,Divorced,36-50,C,A,C,A,28.181628585710648,C,C,B,-72.10091866101048,A,77.27425572905851,77.89526007196784,-186.09734567654652,-128.03244491934754,-42.980462444292336,D,E,0
Female,Homosexual,Single,26-35,D,E,A,D,-107.57691544836045,E,E,B,121.62229373925071,E,-107.0170788633196,-86.62280299289405,9.987926352642203,-11.184931758655916,77.4949076521988,A,E,0
Non-binary,Heterosexual,Divorced,26-35,E,D,B,A,34.175972904395685,E,E,A,-22.787175703806906,C,-5.184376998350689,147.81450723759724,130.1032373404621,30.57133455297518,79.91221763977767,E,B,0
F,Other,Divorced,18-25,A,A,C,E,-28.86869085487671,A,C,C,-152.39912244464784,D,105.09115435715046,-138.56359460716445,69.30847168672527,-112.43826704471569,87.52299111326772,E,C,1
Non-binary,Bisexual,Widowed,26-35,A,C,D,D,-114.84404762799562,A,C,D,-70.98039248135296,D,-178.100757496126,-149.26166850227114,1.8412987515601393,69.31511895456678,57.2712751984979,C,A,1
M,Bisexual,Divorced,51-65,D,E,D,D,53.47216557538207,C,E,D,87.15409931064954,D,-39.2833650703475,-52.80922352702277,-59.860758307390846,74.98780503900684,-29.164737103034195,E,E,1
M,Homosexual,Single,36-50,D,A,C,E,20.565059941095686,A,E,B,64.22929465593865,E,-29.892760421900928,22.948452532696894,23.095940746434287,-20.607621573411222,-47.96957810513653,C,E,1
M,Heterosexual,Widowed,51-65,C,E,A,B,-74.49530819630382,A,A,A,48.73782208380179,E,-109.42066544372044,-48.81140120434312,56.56204775158582,-57.349384010036445,-115.11415751217973,C,C,1
Other,Homosexual,Divorced,51-65,A,C,C,C,-62.643611485569274,A,A,E,-26.191006963788073,E,45.546967641280276,21.730568821010547,-33.50447736768329,203.59497248238435,-202.5102736460116,A,A,0
Other,Heterosexual,Single,65+,D,C,D,C,-68.59793059126609,D,C,D,-43.996291668245576,B,156.8770452857392,66.46562881210325,-207.3126918353467,89.50210150808037,-1.7812080992021246,C,A,1
Other,Other,Widowed,18-25,C,A,B,C,54.03354060398927,B,A,B,11.28815802188582,D,19.194266113087785,10.095056028092868,118.05319460273162,-255.66866298530192,-47.96439281865467,A,B,1
Non-binary,Other,Divorced,36-50,D,B,A,A,48.724328777769784,E,A,B,2.3910318982075047,D,286.486303723618,85.12109341668538,-90.80904184828331,59.298268984384805,-165.43851549652015,C,B,1
Male,Bisexual,Divorced,18-25,D,E,D,B,-38.802383048119175,E,D,E,-73.16648842472966,D,-34.47932636106716,130.29970484806915,107.63033125077641,202.9551453363588,197.92177790175944,C,B,1
F,Bisexual,Widowed,51-65,D,A,C,E,11.31844285921913,C,B,B,6.791034036030324,C,-22.92867589257699,40.42224189618445,-125.49995337908224,-161.6191785214755,-133.96911532107822,C,A,0
Female,Other,Married,51-65,E,A,B,E,-8.118102087341569,A,B,E,-25.334664551123144,A,-170.57831731568876,-114.12712720999252,-19.486350356809883,-219.6659030738009,-8.951781911955155,C,D,1
Male,Homosexual,Single,51-65,D,B,D,E,75.71733148538972,E,E,D,-1.3655843634405918,B,44.51339472783047,-164.91341749668976,-115.7550114040541,-101.60188681827358,0.7748844949578544,B,D,1
M,Other,Single,26-35,A,A,A,A,65.15511613981222,D,A,E,59.13691391034038,B,48.42002026414058,-67.20480676423473,18.027052469163134,-110.01267732065352,-43.50942698530232,E,B,1
Male,Bisexual,Single,18-25,D,A,C,C,-222.79664232734305,D,D,D,99.40768506496902,B,112.16245287188266,-46.10440796562133,-203.12378653623892,-34.416148924496646,31.56721513327385,C,A,0
Female,Homosexual,Married,65+,D,D,C,C,-29.97331425909786,B,B,D,2.2780682580157854,C,15.84868946422029,-66.1096689852164,-80.435220188652,-110.79050400200343,50.15577924861139,E,E,0
M,Other,Widowed,51-65,D,C,E,B,-150.68850240785355,D,C,B,180.36415201780815,C,-56.754779758477994,-147.04882111684515,263.84727290480515,-87.44667269729996,-56.413106455268746,E,B,0
Male,Heterosexual,Widowed,26-35,B,A,A,B,16.265961973948258,A,A,D,-67.05118440698436,C,-13.738848878379924,-95.96403784376724,106.25242361190719,109.05950581733967,11.072154316586257,D,C,0
Female,Other,Married,26-35,D,A,C,C,252.64907943079214,E,E,B,-114.77890877420806,E,24.497058623522626,-128.89587377610533,31.376236870509455,-10.329537504238843,63.274437651857326,C,B,1
Female,Heterosexual,Single,51-65,B,D,C,A,72.40239437516139,A,C,D,161.28245228617916,C,62.238726379063955,62.134573498314474,-117.52905232205246,72.72407971646496,-17.790933327964158,A,D,0
M,Homosexual,Widowed,51-65,E,A,D,C,77.69745141703478,D,E,D,-23.36410082528597,B,-67.60239676248221,-158.26336406155878,50.05198007744775,69.1021471673939,-111.57542797087845,A,E,0
Female,Homosexual,Divorced,51-65,A,B,C,D,-127.26333773683287,C,E,B,-80.83149698498106,A,-221.5828525116712,-16.55345443952015,73.13979394239945,89.85844766524696,128.03236434035924,D,B,0
F,Other,Widowed,26-35,B,C,C,E,-87.37948797398327,C,C,A,-166.85365739831673,E,29.73198510591024,164.67572286209318,-123.08005286611632,-0.9385272728850844,-27.26508037183315,E,E,1
Male,Other,Divorced,18-25,E,B,E,D,45.71248660201933,E,E,B,-16.884533398732422,D,86.01794484813769,-262.1004135274724,-53.25012410293943,-63.63936424957303,94.69163774871228,B,C,1
Non-binary,Homosexual,Single,65+,B,E,A,C,-101.25347288869744,E,E,E,248.18407644568597,E,-50.660402969372655,-47.518467331484175,79.23928821829115,65.28424905823822,104.76008638945153,D,C,0
Non-binary,Bisexual,Single,65+,E,E,A,A,-76.41100615907663,E,D,E,8.71451389263434,D,-54.401319432335114,188.85120502639398,-64.9367292582364,-53.20437147732977,231.91159148830172,E,C,0
M,Other,Divorced,51-65,E,C,C,E,-46.06316045987666,B,C,A,-116.33330281795106,B,-189.21163012359176,-149.8831275206615,-129.00653774877705,-66.14251756282809,58.26534919714754,E,B,1
Male,Bisexual,Married,51-65,B,C,D,D,64.04241777006774,C,D,C,-9.91377571589129,A,-50.22385433036051,-86.03845320810225,17.02791815721699,-80.57245338187607,-5.195550329824465,C,C,1
Other,Other,Married,51-65,A,A,C,A,194.7022552547606,B,A,E,-194.16073113581228,C,-191.47660196472995,-13.139100638532497,57.488303344526145,45.44700971060342,218.80034122457826,B,D,0
F,Homosexual,Widowed,51-65,E,E,E,C,-155.15469428485375,E,D,E,-62.604167874433,E,-217.16574576664183,106.89606843819712,-21.637169929362294,10.514908287364124,-78.9789387224573,A,B,0
F,Homosexual,Married,26-35,E,A,C,A,116.6787701816186,B,D,C,-107.65922308729516,E,127.06822331231349,36.11266173023395,-105.15965919890702,-11.860251558078174,-45.72344174233378,E,C,0
Male,Bisexual,Single,65+,B,C,E,D,-129.5847807081554,E,E,B,52.94429651679218,D,93.38096878155547,99.80471190648137,-247.15457452936192,4.216455870299392,-155.47365977506198,B,E,1
F,Bisexual,Married,51-65,D,D,A,A,-50.1034757801467,C,B,B,66.21674591673599,B,-114.32781833843254,-128.9410170543428,-164.60894898173828,-40.34199279490499,44.865552415570875,E,B,0
F,Bisexual,Married,51-65,E,D,E,C,14.383409215899349,E,C,E,39.41786434877652,A,-76.59353658409755,23.682717303622567,53.320015438890714,81.91242845026613,56.74156471972756,A,B,1
Non-binary,Homosexual,Divorced,36-50,A,A,B,E,133.93255550607364,B,B,B,63.61625789035903,A,123.34889078242313,-280.873761156387,13.467911082441686,182.45557401889337,-18.405141857281446,C,B,1
Female,Homosexual,Married,26-35,A,D,B,D,-9.893788046959061,B,D,A,-97.87629939192443,B,45.10836383451214,86.75502664865617,-100.20540452397373,307.08574116277174,-79.6281206332672,C,A,0
Non-binary,Other,Married,51-65,C,E,D,A,-95.02412749186136,A,E,E,-84.22228519260514,C,-51.80431540230806,169.28552450776047,-56.655179458736505,-91.28428927175612,-167.18648314589512,D,C,1
Other,Homosexual,Married,51-65,D,C,C,A,82.49626003851283,D,C,B,-206.9591083304763,A,134.05498889537392,-18.36355603437509,-183.38336632864235,53.301556394151525,-130.10345419509846,E,E,0
M,Other,Divorced,36-50,C,E,C,A,79.01702419246776,C,E,C,-27.646422115388532,E,-62.14921588915354,-74.16216100293875,32.24291705288783,47.82016119911176,-26.07234837104026,B,E,0
Female,Heterosexual,Divorced,18-25,E,C,B,E,-49.03327353598175,E,A,E,97.29969831101822,B,33.51812976656707,29.75459188907378,-234.44730262864928,-25.796073400460017,-40.828013765630836,B,A,1
Female,Homosexual,Single,36-50,C,B,B,B,-14.592263249678453,A,D,A,58.924467255951555,C,-11.603163525245982,14.171439429175637,10.417669601443707,106.82591202013903,-133.85003496467297,C,D,0
