Nationality,age,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
China,54,Veteran,Jewish,95.79121391676043,A,E,A,-160.7510255934948,B,87.36217244254618,-35.21682358184124,E,1
China,48,No,Buddhist,225.6905072148306,C,C,A,128.20753967827537,A,-7.99093193550064,140.7535894180106,D,1
UK,79,No,Buddhist,-14.288751713979872,E,B,C,-47.4563730887666,B,165.9130072573944,239.36850256877253,B,0
Other,33,Non-Veteran,Muslim,-344.83463916060236,B,D,B,26.68817280511676,B,-20.781046368711877,-94.80765278009656,A,1
Other,58,Non-Veteran,Jewish,-89.68463251910377,C,E,D,-39.35761493870722,A,106.44727456944176,-156.3256222149971,C,0
China,34,Yes,Muslim,12.229310040564942,B,C,C,-17.653981639054482,C,-216.58181347464395,29.686102892315358,A,0
China,49,Non-Veteran,Other,-63.89530628810479,B,C,C,39.10404097444389,E,-17.344751417355035,-70.6334316892002,A,1
Brazil,56,No,Other,-63.45558443818579,C,B,D,51.09237702958127,B,-47.7993051222309,217.6774974428381,D,0
Brazil,42,Veteran,Jewish,80.68640442283021,B,A,C,214.18039149518697,E,112.02633494277272,-24.96742737270422,B,0
UK,43,Yes,Other,25.590858049392374,D,E,C,5.0945001820314895,C,30.460478982236065,-150.798653863733,D,1
UK,21,No,Muslim,-61.841381641780224,E,E,B,78.2921077641971,B,-83.86207479308659,-90.07676780112465,B,0
US,55,Yes,Buddhist,-88.69453267367142,A,B,A,-99.21689809670707,B,122.98561444524852,30.4646782965785,E,0
China,74,Non-Veteran,Buddhist,-79.85475737195901,E,A,C,31.748443408570783,D,170.7394746309053,-124.09302289639635,D,1
China,51,Yes,Buddhist,-99.09946005090369,A,C,A,16.602177703672012,E,-55.936931009109344,-69.02236810614227,B,1
Germany,53,Yes,Muslim,152.60671154210297,B,A,D,-128.96149107388968,C,39.648702539013044,-115.24516930857675,C,0
India,64,Veteran,Christian,156.02035991951752,C,B,D,-62.236213778530335,C,-150.8932737485487,-231.29102111940526,A,0
China,29,Veteran,Jewish,29.435511066765287,B,C,A,69.27323629567675,E,207.17593692141477,-188.5489885300674,D,1
China,65,Non-Veteran,Christian,-84.16699942968631,C,B,C,17.460102513798446,E,29.895335268027573,-105.83273499140977,D,1
China,45,Yes,Other,41.99675209708345,B,C,C,12.77304118959108,E,-73.03506054513474,47.74175184315465,C,0
Mexico,62,Non-Veteran,Buddhist,105.14066031421612,B,E,C,-106.84770560981937,D,-215.4385939971537,-86.8229900981047,B,0
Brazil,30,No,Hindu,101.54668141272631,A,E,A,-123.68018799072014,B,27.162477674648922,85.86357670448733,E,1
Germany,38,Yes,Muslim,-17.86653660630627,D,C,C,131.51588963609362,D,64.96110411100206,-45.76903139939411,D,0
UK,60,No,Buddhist,7.339704646799936,B,E,E,288.07740763344594,B,-153.22261421978652,-124.4521200511146,E,1
Germany,36,Yes,None,230.6968600111579,A,A,D,79.52223415330182,B,28.739755980499243,-198.79485492893266,D,0
Mexico,69,Non-Veteran,Hindu,-184.97604331152465,E,E,B,-51.643432703103976,E,-27.32687728257739,-270.37910404752193,B,1
US,48,Yes,None,-23.329868589107956,E,E,A,40.249738434454,B,72.38165017961568,-97.18935135627203,C,0
Other,76,Non-Veteran,Jewish,70.77045023611184,E,A,A,180.8167974657392,C,8.376966482751598,64.59102406774264,A,1
UK,59,Yes,Hindu,66.33514498711912,D,D,D,-162.28643821602407,C,-56.678320707248645,95.58031180741462,D,0
US,38,Yes,Christian,-30.54043659533392,A,C,B,13.391128810658595,E,-106.87045724974438,-27.966792545891945,D,0
UK,31,Veteran,Other,90.92674971393876,E,C,C,45.178808579012276,A,-42.488369211031866,7.6020519117654155,A,1
China,63,No,Hindu,-57.137985376728736,B,C,E,69.29602413647841,B,-138.95413027646404,239.92197907569306,A,0
US,61,Yes,None,-6.2919200066817105,B,B,A,-118.88217619153332,D,-101.79728970560053,82.10606954985218,B,1
Germany,27,Yes,Hindu,46.973262086652525,A,C,A,-59.80798833478743,A,66.0920969665711,-46.43059610016167,B,0
India,59,No,Christian,79.59310069424131,E,E,C,-73.87785098699712,D,41.43034882096704,91.20884135590634,D,0
India,72,Non-Veteran,None,116.84606281241537,C,B,D,-3.6728127975959417,D,-27.117376838519995,70.31750959881845,B,0
India,66,No,None,24.2446151066222,D,B,D,124.62840640481012,D,52.63035924928078,-52.02859537536836,C,1
India,40,Yes,Hindu,18.304200494514163,C,A,B,-136.36723187334678,D,120.00647554666448,54.9362953822831,B,0
India,50,Non-Veteran,Muslim,-45.25608720893885,C,E,B,-23.021323852896284,E,-64.14471562144028,-44.28342836446044,A,1
Brazil,58,Non-Veteran,Christian,-3.9096587396721465,A,B,D,-2.2937314062113643,B,18.49771338093288,103.6156004856464,C,1
UK,58,Yes,Christian,-114.20798695241263,A,B,D,-2.0979599781891536,B,89.15888079192752,-49.90864388023593,E,0
US,50,Non-Veteran,Christian,-44.5689491412359,A,D,C,142.3016572935874,A,-105.21293193372072,19.90233372701536,A,0
India,76,Yes,None,-82.17252342422921,A,B,A,-53.09890052636508,A,86.00560589172457,-98.45545618526921,A,1
Other,29,No,Other,114.84113327943881,B,A,C,-25.98343885411088,A,-188.0072359777345,-113.00262190544066,A,0
China,76,No,Buddhist,152.72746863512157,E,A,C,-9.037040674079517,A,14.06760107746406,-115.98176631029528,B,0
US,71,Veteran,Christian,143.64295501574728,C,E,D,-141.45289336991553,E,56.475156864565555,-93.63260709576295,D,0
India,38,Yes,Muslim,-41.24245469687905,E,C,A,206.70378957593533,C,57.5546982090742,231.33273607002573,D,0
US,50,No,Christian,-69.55812083975405,B,D,D,-32.21237468722276,C,106.22961631655173,-5.972857029127794,D,0
Other,73,Non-Veteran,Hindu,1.330177778756035,B,A,E,-192.82183950435012,A,-41.85149028425717,90.3802182081717,E,1
Brazil,43,Non-Veteran,Other,66.3671946285736,A,D,A,94.90143642191201,E,-102.84058504889416,75.59335989936703,A,1
Other,65,Yes,Christian,-115.83435963305536,E,D,A,-31.453831562256113,E,-42.82665024112773,142.0456279033888,C,1
Mexico,73,Non-Veteran,None,-2.298366917916208,E,B,B,-60.24222496212488,B,-201.95567376205625,198.33317005941765,C,0
Germany,48,Non-Veteran,Muslim,-37.150809549678016,E,A,D,-21.93838495590583,B,-17.694461635123503,13.58912111228733,E,0
Brazil,20,Non-Veteran,Other,69.40437472416812,E,C,A,33.175575207397465,B,1.3162104278036981,141.56020340091365,A,0
Mexico,33,Non-Veteran,Other,-26.60042781871394,E,D,B,53.41831714095173,D,-105.90287540858118,-17.992815587092732,A,0
Other,22,Non-Veteran,None,12.878501916877294,D,A,B,75.35523861800695,A,-74.92306055001504,212.7036357812674,B,0
US,43,Non-Veteran,Hindu,-8.185293093989154,C,E,E,-41.1553156116538,A,65.7172012735965,-165.31005182871246,D,0
Brazil,32,Veteran,Hindu,107.78324588995952,C,B,C,24.04204785347521,C,-102.25092975069589,106.15163837151125,C,0
Other,42,No,Hindu,-59.00217187872313,D,E,A,11.000116375562627,E,-53.54131794563841,102.49129115035953,C,0
US,29,Veteran,Muslim,-111.26402126374867,D,C,B,-59.299754431008346,A,140.8259223677324,113.76325770786737,B,1
US,68,Non-Veteran,Jewish,17.639979422571226,D,A,C,-60.60050343720354,A,-82.08943530628149,5.00152518480357,D,1
Other,64,Yes,Other,-10.552736496675717,B,E,A,-149.15672531597758,D,8.208785377681801,117.4414194842364,B,1
UK,36,Non-Veteran,Buddhist,6.464548169476488,D,E,B,-46.949759610488385,E,-95.78387474675904,134.03785654699846,A,0
UK,20,Veteran,Buddhist,103.50469953835632,A,D,A,164.43247193326198,D,-16.5371311127538,34.91091294703625,B,0
China,43,No,Other,-219.2347552169324,C,D,B,82.12155984799439,B,109.88988170785277,-12.396915017515392,E,0
Germany,76,Non-Veteran,None,-4.8797630196983235,E,A,E,-67.67251408995048,D,11.555948136100138,168.63202462544723,C,0
India,23,No,Christian,21.266710387023494,C,E,C,-5.1108343880096445,A,-2.7656726732912937,-109.94607589451937,B,0
Brazil,57,Yes,Buddhist,4.6152334009369325,A,C,B,90.7850088697833,D,-165.840555126637,-17.0889167620498,D,1
UK,24,Yes,Hindu,-10.02873796100608,A,A,D,217.13517411399422,A,-121.9958101056656,-12.66663947784021,E,1
Germany,71,Non-Veteran,Buddhist,-39.97094974348312,E,B,E,-44.23498340375318,C,-81.7727141234591,-12.052772788309412,D,0
Mexico,62,Non-Veteran,Jewish,35.68683690651972,C,E,C,98.43668952442822,D,14.490836009165465,-152.5221018500752,B,0
Germany,36,No,Hindu,-98.31330358614322,D,E,B,-128.0907302642296,E,-209.32828494564242,53.981525366753324,C,0
UK,22,No,None,62.84119191708156,A,A,A,99.48673573141798,C,-141.89721725693596,55.33367229506359,A,1
India,56,No,Hindu,5.553210673155014,C,E,B,-46.19261233113899,D,5.7249971672454265,-27.704999224340206,B,0
Other,49,Yes,Christian,146.25306035959323,C,A,A,-189.46271108692054,C,180.10113789018254,-92.52866105546569,E,0
Germany,23,Veteran,Christian,-222.16481549386685,C,C,B,5.181579494922254,A,2.81836947512798,-28.85600345185938,D,0
US,45,Yes,Buddhist,148.48452709047362,C,D,A,-37.256800855683124,C,-95.8607329293398,-13.090488546821044,A,0
India,44,Non-Veteran,Buddhist,-76.81609760420672,A,C,A,-38.78575522403436,C,-102.81659168402126,48.66322052283218,B,0
Brazil,54,Non-Veteran,Buddhist,56.34774657124849,B,E,D,42.67929248593131,E,79.53461591271545,-71.99933516470935,E,0
Brazil,60,No,Muslim,47.78070801606676,B,D,E,0.057579239107696294,B,-123.08412709463394,63.57462364069908,C,0
Other,59,No,Jewish,-16.566146102519117,D,A,D,52.288734293335246,C,91.31087928745637,83.32756791798391,E,1
