sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Heterosexual,A,58.23450538895241,C,-10.098048663262455,B,A,1
Heterosexual,C,42.37763041447726,B,-5.690914895525155,A,E,0
Bisexual,A,0.2337622879582762,C,-47.36736065383839,E,B,0
Homosexual,B,98.66923375272165,A,52.39238879307988,E,E,0
Bisexual,A,35.70101165527482,C,23.78676730704407,C,C,1
Heterosexual,E,-252.92578144283164,D,158.27600434466575,B,B,1
Other,A,77.42200785908324,A,-32.66330508273217,B,B,0
Other,C,118.13405348793202,D,-199.99795475266868,E,C,0
Heterosexual,E,216.14892548714403,C,-24.58560328554264,B,B,0
Homosexual,A,31.830665626832094,D,-24.099118808203716,C,B,0
Homosexual,B,202.07539385449925,D,89.07082550412792,E,A,0
Other,B,39.44352510507285,B,31.818084621748792,B,D,1
Other,E,-244.88097240342023,B,-59.05817843049511,A,E,1
Bisexual,B,-232.39614966977769,E,31.146477396043377,D,D,1
Heterosexual,B,-116.97822634070789,D,-143.20281936633518,E,D,0
Other,E,171.04795013914975,D,87.33738200527787,E,E,1
Homosexual,E,43.08187084309563,E,-106.91547072704005,E,A,1
Homosexual,D,23.968097551215504,D,85.33959732059779,C,B,1
Bisexual,C,68.28185509578765,C,-14.585099764085353,C,E,0
Other,E,15.639168423552302,C,-20.010532190151547,D,B,0
Heterosexual,B,96.64874255488404,E,-7.824029414196063,E,E,1
Heterosexual,B,-7.00802335924078,C,-98.03476720703206,D,D,0
Heterosexual,D,87.09613715034504,B,-188.99456495535853,C,C,1
Homosexual,E,71.104341069023,C,-74.71238600675854,D,B,0
Other,B,-113.77054453036683,D,-99.1207786612454,D,D,1
Heterosexual,B,-164.2518205521833,D,-20.803039053081218,B,D,1
Homosexual,E,57.68973789707663,E,-115.96096861016336,A,C,0
Heterosexual,B,-26.49550700391626,C,135.8879804332139,C,E,0
Bisexual,B,-8.839951026303972,E,-51.96018444779318,B,C,1
Homosexual,C,-220.79336812193128,A,20.158517564028724,D,A,0
Homosexual,A,-23.18639682531454,D,-37.6368278687125,C,A,1
Homosexual,E,-9.187943586588117,B,104.90322442304276,C,A,1
Homosexual,D,76.0840865488689,A,88.84239994505087,E,D,0
Other,A,-102.12334907442076,C,-89.49371587609514,A,D,1
Homosexual,D,-19.660969411431832,A,-14.686314969802067,E,A,0
Bisexual,E,81.72631335119281,E,-81.64478608407242,A,E,1
Homosexual,B,79.06121947142209,D,-45.0637452002891,C,E,1
Homosexual,B,-4.184128511755337,B,-80.13962604723403,B,D,0
Bisexual,E,91.65664508188031,D,57.654852658490285,E,A,1
Bisexual,A,33.18161823073329,D,73.40720289222091,C,A,1
Other,A,-114.11282917659891,B,30.126592959235193,E,C,0
Heterosexual,E,-192.47577885286836,D,41.481571361430184,C,B,1
Other,C,22.83233084243318,B,-4.509500974481182,D,E,0
Other,C,-112.3719284587897,A,-35.52173994828573,A,D,1
Bisexual,B,36.87213385880635,A,201.26370684994419,D,E,1
Heterosexual,B,23.66882065874937,D,-71.91733189231734,E,D,1
Homosexual,B,95.89437332869133,E,39.81354722316442,C,B,0
Other,E,16.154866441875374,D,-39.52824321921481,A,E,1
Other,C,71.1769765784226,D,-68.00291922250976,B,D,1
Bisexual,E,67.91990517358035,B,52.62856348297864,C,B,1
Homosexual,D,23.4922143407556,C,61.3853474624359,C,B,1
Other,C,35.532247981219726,A,44.790356202911454,C,D,0
Homosexual,E,-53.56242521006298,A,36.07742676755022,C,A,0
Bisexual,E,-15.88101979595572,B,32.84163129436868,C,A,0
Bisexual,A,-95.30072567472021,E,118.09336942612777,E,B,1
Heterosexual,E,-95.89572556615784,D,-186.74386142710586,A,E,0
Homosexual,C,134.59784368193937,E,59.32213642889893,B,E,1
Bisexual,A,94.92488277798714,A,-147.40562359261483,C,C,1
Heterosexual,E,-7.895322628086718,E,-160.9479072929678,B,B,1
Other,A,-9.798394577445386,E,-18.831535498565234,B,C,0
Homosexual,E,67.45500763410031,B,58.66395196116967,B,B,1
Bisexual,D,-24.490528946188405,B,42.811260030730864,D,D,1
Other,D,46.193631863616325,C,-23.331314731344936,C,B,1
Bisexual,C,-23.72166427008843,E,87.1853100796654,E,E,1
Bisexual,E,-179.17393105242365,E,-153.75057224848265,C,D,0
Other,B,20.267802532069208,A,-153.28450445999363,B,C,0
Heterosexual,B,-15.378767784608513,A,137.37696577545302,E,E,0
Other,C,92.49802631305688,D,-6.640714454364625,E,C,1
Other,D,1.507060003553541,D,45.701627165129715,B,D,0
Homosexual,B,125.70425858610312,C,-20.433140411424066,A,D,0
Other,D,-181.7567519696608,E,109.88010595590967,A,C,1
Homosexual,E,77.40441357452436,C,44.880442196004935,C,B,0
Heterosexual,B,-126.77943092222996,C,-87.42793596325026,B,A,0
Heterosexual,B,98.39166276396833,E,-118.7199428119479,E,D,1
Bisexual,E,33.70740486992049,A,-21.081069867416563,C,B,0
Bisexual,E,-54.72129819982556,B,-62.1081246427266,C,D,1
Bisexual,A,-229.6711198230172,A,173.95030801766043,E,A,1
Bisexual,A,15.569863697244642,A,244.21160103242684,B,B,1
Homosexual,C,-38.57087742307101,D,-135.88699648355603,E,D,0
Other,D,-75.91262868128247,B,-129.3379123726494,E,B,1
Heterosexual,E,109.73834658963433,D,-190.02179405686726,E,E,0
Homosexual,C,25.00072878672049,C,104.67885374583474,A,D,0
Bisexual,B,78.07539648828121,B,0.1403466113895796,D,A,1
Heterosexual,E,56.79872807524878,C,51.74210402855694,C,C,1
Other,E,-5.980314258212769,C,263.494411660951,A,A,1
Other,C,115.98155059579356,C,75.04891196010735,A,B,0
Bisexual,D,-8.397669890685368,B,-152.9631769818389,A,D,0
Bisexual,B,-85.64483609532483,B,93.91282673937857,D,C,1
Homosexual,B,204.2495332432282,B,28.956944339011294,B,D,1
Homosexual,D,47.46472605795812,A,-54.64724233084994,B,A,1
Bisexual,D,328.25675515644775,A,19.553766819655166,D,A,0
Heterosexual,E,114.99945303048027,C,215.92565538280306,C,D,1
Homosexual,D,126.87260017604822,A,-153.9459450187961,A,E,0
Other,E,-91.63144251080261,A,178.88038950789644,C,E,1
Homosexual,D,-118.2112447694983,A,224.49824489835316,D,E,1
Homosexual,B,171.34017447117932,E,-179.98228715710627,B,C,1
Bisexual,A,-7.980762760381199,E,274.46577909066133,C,D,0
Bisexual,B,19.986655183571674,C,87.04151176284913,C,B,0
Bisexual,B,-67.47941751669413,E,-87.33525417173573,B,B,1
Bisexual,B,-47.420859587155526,E,122.08203982952766,C,B,1
Bisexual,C,-155.77739970417667,A,3.3603701802394434,C,C,1
Homosexual,E,211.98118638546916,E,-65.73076699599677,C,E,0
Homosexual,C,25.97129920293046,C,36.53657676174926,A,A,1
Homosexual,B,10.95020931277003,B,-95.06280663154803,D,C,0
Heterosexual,C,14.53161340044247,E,53.14469874344682,E,C,1
Heterosexual,D,92.263372344817,E,-102.06819437155114,B,D,0
Other,B,15.284892353082014,D,-43.095969295513726,B,D,1
Bisexual,C,42.87039606785091,B,32.91651688576277,A,D,1
Other,B,-55.9887621856581,B,120.25563408550096,B,B,1
Homosexual,D,-188.41178506092834,B,-78.62866400047226,D,A,0
Other,E,-83.82865135602596,C,-34.80143922448195,D,E,1
Other,D,-125.73818167496853,C,-116.7156822165829,B,E,0
Other,A,25.466147010956735,C,-9.08179764974355,E,A,0
Homosexual,D,-100.70865311727827,A,25.648077289644526,D,A,0
Homosexual,A,57.58208596931864,D,-132.02496331136325,D,A,1
Homosexual,B,-30.130538813283287,A,205.69066542460894,B,B,0
Bisexual,B,-2.253350150004209,E,-16.42214339081821,B,C,1
Bisexual,A,-58.28721859402823,E,96.33822827514324,A,C,0
Homosexual,D,200.13891799739844,D,-71.79836187547494,D,E,1
Homosexual,D,-41.065649601354956,E,-132.4818572008388,C,B,1
Bisexual,B,36.99879322544612,B,124.56395313014552,B,D,0
Bisexual,C,23.39292434138015,B,-111.64575948257635,E,E,0
Bisexual,B,-318.4077017224037,E,88.31446927718804,D,D,0
Bisexual,E,-145.92206286866173,A,-256.9838386782169,C,E,1
Other,D,-34.52442004914213,E,-79.52537434027712,D,E,1
Other,C,-31.792927095409585,D,-43.4924637928438,E,D,0
Bisexual,C,-60.28728801151245,C,-12.201396070507862,C,A,0
Other,E,0.9446472798021993,A,-19.970729829271512,D,C,1
Heterosexual,A,59.427677845137914,A,-28.85402895645087,B,E,1
Heterosexual,C,171.57679821844977,E,155.19769853858853,C,C,0
Bisexual,B,-13.418471910214105,D,22.750492126657708,C,E,1
Other,B,-67.32843041020651,B,-234.08331868619595,E,C,0
Bisexual,C,22.136413025853734,C,20.920115699160903,D,B,0
Other,B,71.1868769081655,B,-30.520108487759103,E,E,0
Other,D,84.69333891091408,D,94.67323041275226,A,D,1
Other,B,13.995858841732744,E,-149.19140236044436,D,E,0
Bisexual,E,-52.81615788227898,D,7.666142710406571,A,B,0
Heterosexual,D,235.2392554387956,E,28.156539376239554,D,D,1
Heterosexual,C,-136.34571013996825,C,-85.67996902983961,C,D,1
Other,B,-0.2801758120962113,C,3.2816609978964233,E,D,0
Homosexual,A,-52.93755122434486,B,-40.09400087923393,E,D,1
Bisexual,D,-160.82006879303293,E,46.28245899860302,B,B,0
Heterosexual,E,-293.11270724270753,E,-77.60909906087466,B,C,1
Other,A,73.36396256762485,D,-98.64510289498102,A,C,1
Bisexual,E,-72.73005768048303,C,-40.60947773003227,C,A,1
Homosexual,E,28.134489173364546,C,33.03619587413274,D,A,0
Homosexual,C,-54.0190139236014,A,-205.3421206537717,B,B,0
Heterosexual,D,-88.59694869141963,C,-15.689330304760984,E,B,1
Bisexual,B,206.40981833387525,A,-7.506139363839785,D,B,0
Homosexual,D,32.47402748569199,C,-55.02075491939985,A,B,0
Heterosexual,E,-103.62402815177316,E,-169.83202233829985,D,D,1
Heterosexual,A,-60.39288588842764,B,41.57960632434271,E,A,1
Other,E,63.039901695657875,D,-45.12276197834756,E,A,0
Bisexual,B,78.90725458464641,D,-302.6343562832283,D,B,1
Bisexual,B,-170.94191746672965,D,-104.42492035951105,B,C,1
Homosexual,E,-43.759052935493145,A,100.0294765628081,C,B,0
Other,B,-41.683855837039665,D,-26.879486994391304,B,A,0
Other,C,-88.18603898493656,D,-200.25015035878698,A,B,0
Heterosexual,D,123.65396715987387,A,-39.32569946315926,A,B,0
Homosexual,E,-76.90626649110663,B,-121.43946814701636,E,B,0
Bisexual,E,40.88302769786279,B,-126.56102840998635,B,A,1
Bisexual,B,84.15902262647238,D,124.67505075553574,B,B,0
Other,E,33.49573610290125,B,-17.914177013233733,C,A,1
Homosexual,C,1.655537146685607,B,-59.471823503854196,E,D,0
Homosexual,A,-40.36418283537326,A,-3.5588807865638508,D,B,1
Heterosexual,E,-101.74494164969346,D,-23.07449463487537,D,B,1
Heterosexual,E,33.58132074413081,D,116.39775200750448,A,C,0
Other,B,-22.657968354581133,E,69.16910686649152,C,C,1
Heterosexual,D,-92.71796470798445,A,-40.48090505412781,B,B,0
Bisexual,A,-203.63917635523882,A,45.19032151855804,A,D,1
Other,D,-31.67808416727053,C,227.5168642027656,C,B,0
Other,A,4.463078548605632,D,219.06188589506505,C,D,0
Homosexual,C,109.29953544832856,A,-174.6513512684319,B,D,0
Homosexual,B,98.3930444957872,B,-47.58021423053076,B,D,0
Other,D,-15.880072714107406,A,94.00592865482878,E,E,1
Heterosexual,B,-160.25521937740513,A,158.39285985896652,D,D,0
Heterosexual,B,51.0314394218218,C,-142.8357165436835,B,B,0
Bisexual,E,30.515317197398282,B,-77.57850041964743,A,C,1
Other,B,-102.3460999744105,D,73.21688211468329,D,D,1
Bisexual,B,80.92623198476213,D,38.80026453014367,A,D,0
Homosexual,D,-32.55917651568389,D,276.47789932546516,D,E,1
Homosexual,A,125.00233173916814,A,55.51871699223786,A,A,0
Heterosexual,D,-113.44609013742748,C,327.34031952065163,C,C,1
Other,A,50.24731752584396,E,-149.55735202154617,B,D,0
Bisexual,B,158.3956693934354,A,45.361285087446674,D,C,0
Homosexual,B,-31.451315133593642,B,-9.211241735395756,D,B,1
Other,C,14.74431602145164,D,223.5759140814109,E,B,1
Other,C,65.77062730150863,B,72.23512991725244,C,D,1
Homosexual,E,167.5638531412966,B,6.231743177515812,B,C,1
Homosexual,C,-58.35229893199024,E,60.88404006327377,B,A,0
Bisexual,C,50.13059114423453,D,-55.48170740079791,C,A,0
Bisexual,E,64.05150114770726,A,44.49849367841613,D,E,1
Other,E,-77.21590183314557,A,-189.47911520737762,C,D,0
Heterosexual,A,24.186226651330582,A,-65.21405562054576,A,B,1
Other,D,34.66837740485175,E,51.37013098964556,E,B,0
Homosexual,B,-111.99603156564469,E,80.91837586750572,A,D,0
Other,A,38.31287560184271,A,-72.0567406870746,A,C,0
Homosexual,B,-67.41540388381001,D,27.422438982080656,D,D,1
Bisexual,D,91.484838546572,C,26.66276363938298,E,E,1
Other,E,-16.66226803205139,E,-29.709263412651758,B,C,1
Bisexual,E,-139.5099252194517,B,-2.1795078404609036,A,D,1
Other,E,73.71355301318644,A,25.843914404410018,D,B,1
Other,C,82.04164047920605,A,-98.39236663698101,D,A,1
Homosexual,B,208.3669523382403,E,42.95062973834165,E,C,0
Homosexual,B,66.02641464890931,A,6.1493162102659715,A,C,0
Homosexual,D,56.58602373764864,D,42.26916138940499,E,E,0
Homosexual,A,-89.57986164925927,D,-100.87091157334464,D,D,1
Bisexual,B,87.17325889936356,D,47.158839590414274,A,D,1
Other,A,-64.17608764088274,B,133.3743531144562,E,A,0
Other,C,-78.2638313887243,B,155.5771789993698,B,D,1
Heterosexual,E,31.488504283492507,D,89.47022544865911,D,E,1
Heterosexual,C,20.496671048138413,D,-23.76005168321814,D,D,0
Homosexual,B,-70.16428941379604,E,-90.21607179047588,C,B,0
Heterosexual,C,-51.127640028011776,A,188.65450773954137,D,A,1
Bisexual,C,86.66107282484603,E,7.527254722591311,A,A,1
Heterosexual,D,-74.98726035958309,A,247.22347551046516,C,C,1
Heterosexual,A,-34.95991452571302,E,187.758027140828,B,D,1
Other,C,-48.314618462739276,C,99.0150656000931,D,B,1
Homosexual,D,59.915571595317076,D,84.60742510580445,A,D,1
Other,A,4.729147023032687,C,-65.55788066988664,E,D,0
Homosexual,D,-121.26521311107669,E,-122.01204424165459,A,B,1
Heterosexual,E,-49.095661625520115,B,-110.95490485356463,D,A,0
Bisexual,A,-109.56268304344361,C,68.80548441584862,B,A,0
Heterosexual,B,38.67578573387536,D,18.278310852395542,D,A,1
Homosexual,A,-118.38834578200586,B,-135.63335762078955,E,A,0
Bisexual,B,41.547012120474456,B,-92.82506196040973,A,C,1
Other,E,-62.5418382554871,A,46.73224314412178,C,B,0
Other,D,161.11916498306496,D,37.08477162501352,B,A,1
Other,C,16.50013351643737,E,121.9819633890714,D,B,0
Bisexual,A,-30.43058796952381,C,-93.95486266276704,A,B,0
Homosexual,A,85.1331625796941,E,65.35479906021608,A,B,0
Other,A,15.31721097430046,B,-156.2155747103477,C,A,1
Bisexual,B,19.209877967918317,C,3.241110291635467,C,D,0
Homosexual,C,-6.3011990288099575,B,99.06041734273575,C,C,0
Homosexual,A,67.31634493923873,E,-103.62569796203319,D,D,1
Homosexual,B,29.63134671965591,A,-59.51536525314628,C,C,0
Heterosexual,A,-4.181456869819384,B,-81.09518985475701,A,D,0
Homosexual,D,-67.47413504657882,C,-16.990554121158755,A,A,0
Other,E,-44.891888719098844,A,-79.07393534266073,A,C,1
Bisexual,A,25.685775959832686,E,11.445775695525827,D,A,1
Heterosexual,E,72.05063022611601,D,16.294474793267668,C,D,0
Other,B,-39.89047498867334,C,103.05882997079958,E,B,0
Bisexual,C,-257.0508368035991,E,-24.106269372392408,C,A,0
Bisexual,C,42.02731840389829,D,-63.98229454737495,C,E,0
Bisexual,C,-18.577288428752343,A,-29.35359419303067,D,C,0
Homosexual,A,-9.459736006450974,E,-203.90238743418627,C,B,0
Other,A,122.54483107979756,B,-56.61305327087716,B,E,0
Other,D,78.4355569011047,E,-247.2285290997416,D,B,1
Bisexual,C,-10.739563256496556,C,245.89811400492266,C,B,1
Bisexual,C,124.80413736074027,A,-13.903054867927878,C,D,1
Other,C,2.7370780769908047,A,56.658545032484795,E,E,0
Heterosexual,C,6.011929086378084,C,155.90765977205436,D,C,0
Other,B,151.55077207443384,D,-27.39242252819547,D,B,1
Bisexual,C,30.790142329533044,D,-112.4814581803012,C,C,0
Other,A,59.64776084199449,A,-45.18419846800947,A,D,0
Homosexual,D,-18.081063442681568,E,-8.96792613309383,B,A,0
Other,A,219.49243101515407,D,70.14603594521603,A,D,0
Bisexual,E,71.67371920145521,B,-35.75023276945069,C,D,0
Other,D,18.451593615366463,E,182.09152174403803,D,B,0
Other,A,24.741810916489797,D,10.850957163306216,E,D,1
Heterosexual,C,90.51250793555491,C,171.24575720363094,B,B,0
Bisexual,E,6.9066379737945685,E,13.542955542760607,B,E,0
Other,C,-174.8115544292143,E,-69.127081509002,C,E,0
Bisexual,D,129.12121849016637,D,-44.72148427421966,E,D,0
Homosexual,C,-69.86217102795868,C,-45.61532701446308,C,D,0
Other,E,124.44548396169712,B,-107.7889451891749,E,C,0
Homosexual,B,-141.38105990783643,B,-88.66413644422347,C,C,0
Bisexual,B,-87.545208623035,B,-112.33217345845408,D,B,0
Heterosexual,C,-116.03020403480487,B,32.79593507335093,B,E,0
Homosexual,B,-35.126204036726676,E,79.96510271342838,E,B,1
Bisexual,E,23.95175703291573,B,25.30701585040338,E,D,1
Homosexual,A,3.231349405943254,D,-131.223322983111,E,A,1
Bisexual,D,-36.30723622329875,A,-44.47552411750117,E,C,1
Other,C,-12.714127401140729,A,50.04524526652815,C,D,1
Bisexual,A,-48.54448722189807,D,-90.26166320246561,A,E,1
Bisexual,A,-12.626067148208877,C,-126.80461150320927,B,B,1
Other,A,-84.32247392525247,B,-80.79998440170358,D,D,0
Heterosexual,E,-103.7930208089637,B,-77.22793106611898,A,E,0
Other,A,4.324071595825868,B,-143.94872218919267,B,A,0
Homosexual,D,45.79687348733895,B,-25.03268558004928,B,A,0
Heterosexual,A,-138.25467813016908,E,-91.01462179535707,D,D,0
Homosexual,C,-55.43846502155561,B,41.77788605624545,E,D,0
Heterosexual,E,22.104125183364935,C,-132.10405571686502,B,C,1
Bisexual,E,-112.89151479533011,B,113.6140011195374,B,A,0
Heterosexual,D,-50.4836736962486,E,35.04245642189221,C,C,0
Bisexual,D,28.74140724689653,B,-48.872140936926904,B,E,0
Bisexual,B,-101.16097416775133,A,76.31731760028387,C,E,1
Homosexual,C,-110.31609073727952,E,39.36633970446938,B,D,0
Other,E,36.87290314792821,B,106.28406510953229,B,E,1
Other,B,-56.41404057048134,D,81.83178753245063,A,C,1
Other,C,82.36486048908564,D,-103.71292459514143,E,E,0
Other,A,-88.11984112101497,C,3.837805097434347,B,C,0
Bisexual,D,90.45558418086685,E,-155.6926927697634,A,D,1
Bisexual,A,-11.501606308751164,B,-19.605394147572127,A,E,0
Homosexual,C,120.04128759499739,A,86.36938052664061,B,A,0
Other,B,34.672065076250625,D,-61.47012401895072,C,A,1
Bisexual,E,49.496174464574025,D,4.0761167428246985,D,E,0
Other,C,-60.27064384630507,C,132.57359132671803,A,C,1
Bisexual,E,292.8389130053083,C,-88.90616832775513,D,A,1
Other,B,-263.64290800697813,B,55.729784175830865,A,B,0
Bisexual,E,-70.21071116251606,D,-80.97039466972947,D,B,1
Homosexual,A,-36.12722838695332,D,42.3700466170815,B,B,1
Bisexual,A,-66.55035920944911,E,-146.69704189998467,D,D,0
Bisexual,E,-79.85545268940774,E,94.32416739176267,E,B,0
Other,B,-70.05139961848307,A,-10.551132556339784,D,D,0
Bisexual,C,20.168150749647058,A,-168.95474716732966,A,D,1
Bisexual,D,101.65751260799094,E,-4.892211393223764,D,D,1
Heterosexual,A,60.09328721364617,A,45.91600917384988,C,B,0
Heterosexual,D,-139.3197978821394,E,127.7920699217284,D,A,1
Other,B,-54.40147360473533,A,-142.76289236030036,E,C,1
Homosexual,D,65.05089341893824,D,30.27348366771904,E,E,1
Bisexual,A,-20.813279209526332,A,-129.7304702394085,A,C,1
Other,A,-145.7556779174243,B,128.90006211676155,E,C,1
Other,A,148.47966878399157,B,-32.040967638831766,D,B,0
Bisexual,A,100.38985417624376,C,-290.0725788333884,C,C,0
Heterosexual,D,226.85448554251835,E,11.032486536576597,A,D,1
Bisexual,E,79.37185560620156,B,23.838684278343916,D,D,0
Homosexual,E,226.0609319594767,D,-215.39635663535543,E,E,1
Other,D,-32.72650941226159,D,-98.77675834177745,B,D,1
Homosexual,B,-159.75520234745017,A,-13.087835228841364,C,D,0
Heterosexual,C,17.509622950943214,A,164.75625249786702,A,C,1
Heterosexual,C,-133.64538930732886,C,-87.81754080833997,E,A,0
Other,E,39.07989814068823,C,133.40946466313008,E,D,1
Other,C,321.3000795899077,B,-11.787069936196861,E,E,0
Bisexual,E,113.40302950271004,A,-50.29471593659067,C,C,0
Heterosexual,A,22.33012195898715,D,-13.980723667838504,B,D,1
Bisexual,D,44.649891487826665,B,34.407541189326956,E,B,0
Homosexual,C,-63.714352833089826,A,-51.50371090997633,E,E,0
Other,E,-3.8331767984568046,C,-71.57068384080969,E,C,0
Homosexual,C,73.80697712563115,B,-208.89424864796825,D,A,1
Heterosexual,A,-93.09689473165942,C,-23.676332842283283,B,D,1
Bisexual,D,104.84557832935124,B,54.766076791554084,E,E,0
Homosexual,E,65.36349656464986,C,-21.979937359726573,C,B,1
Heterosexual,E,28.213017281827575,C,-78.64498555532798,C,D,0
Bisexual,C,61.67972126348859,C,-180.1296180397618,C,E,0
Heterosexual,A,-81.12911462463335,E,-182.84870470783812,D,E,1
Heterosexual,A,8.95757483433512,B,-115.37471960242635,E,C,0
Other,E,11.214370300221844,D,203.45755345228872,B,C,0
Bisexual,C,4.503836300470319,D,205.33902936803986,C,E,0
Homosexual,A,-74.05972954693016,C,131.09074160523747,E,E,1
Homosexual,D,56.94059417221368,E,-204.92575567614892,C,A,0
Bisexual,E,72.63448229220518,C,-100.09117914887436,E,A,1
Homosexual,D,21.73458555638662,C,-83.53646913850027,D,D,0
Other,D,18.545483204673246,C,88.11954376518203,D,E,0
Homosexual,E,-48.2160196196466,A,68.85261956861838,C,B,1
Heterosexual,A,97.60127844607818,D,-51.614886000401285,B,E,1
Heterosexual,D,-185.46485098017598,A,51.049011144497356,E,E,0
Bisexual,D,99.44991710209634,B,-100.94845044650695,A,A,0
Bisexual,C,30.226559259914374,B,26.061117793214184,C,C,1
Other,C,-103.36405614080164,C,53.34169361091189,D,A,1
Bisexual,A,45.860108038670475,B,114.7645208687307,A,B,0
Homosexual,E,62.5235851600662,E,-67.16088262110767,A,A,1
Bisexual,A,120.22358002836933,A,-76.86667159878068,E,E,1
Bisexual,B,-29.92671992255828,B,126.84691026621664,A,B,1
Homosexual,E,60.29272179440126,E,-142.15039650754522,C,A,1
Bisexual,C,61.44427285097511,C,38.99422322981442,B,C,0
