military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Yes,C,B,83.90181036541404,-170.01481710944412,E,-155.14941341813767,C,B,C,A,-97.5550801157551,0
Yes,C,A,40.113919388166146,-17.117610725960358,B,60.36051900704281,C,B,C,D,-15.701489226391315,1
No,A,E,64.13979526086405,-95.05593444357999,A,24.61339032822116,E,E,A,E,13.580104631270082,0
No,B,D,136.16840502790237,-36.599048981760866,A,25.754561660973867,D,E,B,A,0.2337942952322158,0
Yes,E,A,-172.11297196751931,-18.536446673121997,A,48.950026940644115,D,B,B,D,24.79708308208734,0
Yes,B,B,-156.46025532389686,-89.42901846645313,D,120.85648688899423,D,E,A,E,65.5085035600147,1
Non-Veteran,A,A,-170.6732693201855,-36.92675231022928,D,52.79513752422454,C,C,D,E,-7.877531068964924,0
Veteran,E,E,93.89288522621729,47.07953841106236,C,70.01638643600957,B,D,B,A,-35.5233923175992,1
Veteran,C,E,164.20027031700542,-24.932921343913755,A,111.90842834001589,B,A,B,C,-59.53425769226828,1
Veteran,C,A,47.61339793983549,177.29985262403903,C,-22.874479749678585,C,B,E,C,-199.33172546872947,1
No,C,D,184.58188990876107,32.976276254895595,A,-60.40190177751018,E,E,D,C,-53.4552835854212,1
Yes,B,E,22.818884554958196,-21.73927649705464,D,-102.41912111837455,E,A,C,A,-135.08769377934524,1
Yes,B,E,-38.26849022068992,-42.22122490500865,E,-68.55670746463713,D,E,E,E,141.00852873752618,1
Non-Veteran,C,A,55.77305534280666,-89.85037460416343,D,146.6444529124944,A,B,B,A,71.12807187623223,0
Yes,E,C,12.276559942883528,-45.47611236087695,D,276.8415948697859,A,B,E,D,-30.886195752621205,0
Non-Veteran,B,D,-3.8064921761386685,96.1828543111859,B,-70.57143290382228,D,A,E,B,-27.552463655082594,1
Veteran,B,C,-109.44310216306128,-64.71263633125943,D,-31.293296118140034,C,B,B,D,-21.526912018110426,1
No,D,C,-42.158237669122414,-226.4978760118626,A,-72.5624719554968,E,A,A,D,-61.146636541816235,0
Yes,E,A,-123.16725792772509,41.66889083276003,C,-0.1901012543590771,E,B,C,B,-92.78134726603679,1
No,A,E,1.8789881491496592,52.494932752743665,B,-106.08898115875007,A,E,C,E,21.299253365408983,0
Veteran,C,C,-137.20287181350582,26.642443584855453,B,22.342458968810416,D,C,B,C,-49.86511374449501,0
Veteran,D,C,-6.82863717440258,-158.803204138361,A,76.14229016914128,C,A,C,A,103.45951298919587,1
Non-Veteran,D,E,-88.18197537927131,29.905142047670115,B,-17.33274066160336,A,E,C,C,-63.52427659342853,0
Veteran,C,E,130.99048849228873,59.07093662333489,B,75.92678748871724,C,C,B,A,225.2173846903216,0
No,B,B,-147.43501377677288,-71.7934798149031,D,-70.07664180569573,B,B,A,A,225.43941488019183,0
Veteran,A,E,32.82235806290984,120.071988600911,E,10.14877779963294,A,C,B,C,-91.95194487029077,1
Non-Veteran,D,C,221.80458479791176,-44.39810186295675,E,-101.91106745439349,E,E,A,C,-116.66157233345089,1
Non-Veteran,E,C,135.37130875083824,-13.946415986361144,A,-46.18358317798823,E,D,C,C,195.81346102655678,0
Yes,B,E,-16.879553166376287,-109.32526650998398,E,119.03411605780722,C,B,E,A,-130.39187835593404,0
No,C,E,118.4317819915471,-1.2592547209444815,B,81.50630531198746,E,A,C,B,175.10594502640367,0
Yes,D,E,-52.039638865613114,145.01579616595248,E,73.53857840330285,C,A,C,C,-157.85402867869774,0
Non-Veteran,C,E,-113.2929357212104,105.09151089164422,B,-133.2970082525747,D,E,E,C,63.82796706298473,1
Veteran,D,C,-23.979387655743437,-95.94782109748579,D,-120.71454179981687,A,B,B,B,-207.84956361348793,1
Yes,A,B,-86.34021937991318,-158.90268734346208,E,54.36414313648197,D,C,C,D,-72.68000324525504,1
No,A,D,219.9379948925744,162.40130273511087,E,62.792238289424816,C,C,D,D,62.758652450907974,0
Non-Veteran,D,A,41.60696473815844,35.89829511562201,D,-12.996445282920135,E,A,E,D,135.86564581912825,1
Veteran,E,E,-162.5148264202616,62.106286934968345,E,-56.62946769094971,E,C,B,E,64.33306972685845,0
Non-Veteran,A,D,38.026188523809324,-71.9629651844513,A,-24.216326763491093,A,B,B,A,13.895845652510733,0
Yes,C,A,-64.24323679674244,218.1361034300692,D,-3.0896650037162074,D,E,E,C,-50.7419125841828,1
No,B,C,-18.6858411869641,-111.28965207438269,C,-117.99462115819128,A,A,B,A,-56.15452494354339,1
Veteran,E,C,304.2176489903417,-81.42428796759982,D,-122.60591485395966,B,A,C,E,5.635285714178022,1
Yes,E,D,5.850960498837064,-148.90670699188144,B,46.97203612688801,D,E,D,A,138.70531361972112,1
Yes,E,E,34.3531504124507,-112.33418735036109,B,199.0505540871873,B,E,A,A,-28.124532268627224,0
Non-Veteran,D,B,154.83949086608183,61.28441483287852,A,-31.28586754883948,C,A,B,C,21.83404267600863,0
Yes,D,D,-61.67245178877858,-195.36416870168676,E,-11.073333987547628,C,E,A,E,-285.240004547908,1
Yes,C,B,66.5120615279214,-70.11636117926686,D,-23.966396866024215,E,A,A,D,52.24026849568823,0
Yes,D,A,-111.75805053580883,23.17732727711036,E,127.93531701658453,D,E,D,B,35.33456043457417,1
No,E,E,3.554167476486751,-30.880365111020474,D,-15.657225596940547,E,B,A,C,155.67117965728957,0
No,D,E,126.61946348074724,9.28703378494156,B,25.28604774280706,E,D,A,B,20.47848465247687,0
No,C,E,-84.47283568994864,44.78325814170919,A,9.236718841659778,A,A,B,D,81.48620587165756,1
Non-Veteran,C,E,-116.51060365227819,-31.057270731269625,B,-59.160506760804786,D,C,C,A,-72.04428127552522,1
Veteran,B,D,50.788651236365446,-47.39576713084682,D,38.66463751856837,A,E,C,E,43.2459337647323,0
Non-Veteran,E,B,-50.36339265463472,98.89197462176446,B,170.91705744356793,B,B,E,D,42.53069180357192,1
Non-Veteran,A,A,0.4716232614975246,-49.369449595447904,C,-86.34086855136795,E,C,A,B,122.87058426349695,0
Non-Veteran,B,A,62.99716530508809,-34.83956905754583,B,-79.49925925960191,D,E,E,B,-105.05662362296799,1
Yes,D,D,-71.19511549510777,-66.15075655378784,A,47.91483849674103,C,C,A,D,90.57521207055132,1
Veteran,B,C,36.94710062750523,-86.73482253910902,E,-89.84569253657064,E,C,B,B,-117.76665037122189,1
Veteran,B,A,-91.00461305528202,-141.84516591626513,E,89.06045917331274,B,D,B,A,78.39307526900356,1
No,E,C,-50.10117950324216,28.043503794270354,E,181.84565134843382,A,C,D,D,-21.817523782009925,1
Non-Veteran,A,D,83.49566695356563,-193.43513254818114,B,132.69805207951876,B,D,A,E,-218.0223780796018,0
No,C,E,34.783268643945526,101.40915292376627,A,1.063290026642342,C,C,E,E,106.81258593469887,0
Yes,A,D,-263.6618686398209,12.975868648076036,A,162.28856752026374,B,E,A,C,70.0513318176876,0
Veteran,D,D,-16.30025785363354,-14.981374568586597,A,166.08134842633953,A,B,E,E,46.73989106067557,1
Veteran,D,D,-138.82600590260589,-16.363168079816038,D,-68.43891206035474,E,E,B,B,24.06252402781541,0
No,A,C,-45.72528316924351,-42.31105718745617,B,47.1816065028346,C,E,A,D,157.83411422210727,1
Veteran,E,C,29.595420587630457,102.9954344631956,B,-24.28573023063951,C,E,D,A,135.49687615795162,0
Veteran,C,E,-99.11593599844468,16.584605875916868,E,-93.02113304303096,A,A,D,E,-64.21130525321368,0
No,A,A,-105.70749796570496,-161.14962112592022,B,-63.60529751418702,B,C,D,B,-118.01631835550054,1
No,E,B,33.61312538839499,-29.41514183385105,A,-32.6980992247842,C,E,B,E,-49.04920399951659,1
Non-Veteran,E,E,16.625093226046484,24.567262204920535,E,8.294753547500399,C,D,D,A,-122.7947558144422,0
Yes,E,D,96.3221485480608,-89.2095869386251,E,57.5797874109508,A,C,D,E,75.211770957594,1
Veteran,A,A,5.022713185539816,-46.234749261393574,E,20.285331189978187,C,D,A,E,-29.04429366121693,0
Non-Veteran,D,A,152.62842746362423,163.81359309451508,E,-33.15312747467557,E,D,E,B,-88.62909387496971,1
No,C,E,-24.994177389971597,65.93499924207192,A,94.10090526688535,E,E,D,E,-86.78921849504472,0
No,B,D,179.14139493158652,-26.2737529450013,C,-222.77678705370855,D,C,A,D,42.845328018877886,0
Yes,A,E,-162.887248085479,141.61104107570551,D,-75.69077049411753,D,B,B,A,8.720651185693463,1
No,E,C,26.742916978392266,45.84511923039417,C,-20.250142985951943,C,C,D,E,-28.946548532630246,1
Non-Veteran,B,E,26.77115286356568,-14.545744053923352,E,-42.381499314714645,B,E,C,A,47.80316870540285,1
Yes,A,E,91.91693455837284,-7.1133933849798465,B,71.9227505719376,C,E,C,D,43.74667539180689,0
Yes,E,E,-68.53095581692747,-102.93819806146959,C,14.05208375227722,A,E,C,D,-11.574618068783003,1
No,D,C,10.338281831614536,-128.70096408688252,E,59.204690066296465,D,E,B,C,1.0027898740102137,1
No,A,A,-144.93047399522555,6.036964790919101,D,98.06740856808746,D,A,D,A,-52.64571730843897,0
Non-Veteran,D,C,-136.4673886011181,-41.09556904799385,D,-54.86628730919006,C,C,E,A,-75.06795147863407,1
Non-Veteran,A,B,-87.78698536120456,17.71921565370757,B,-95.18172204706838,E,A,B,A,-254.96834748248736,1
Veteran,A,A,-33.820896451697486,16.134735873658354,D,48.74102524017083,A,D,C,C,-21.128009562443548,0
Non-Veteran,E,D,6.445607624211523,-39.14598707064575,B,127.343560756519,A,A,C,B,-48.96401533990692,0
Veteran,B,E,58.75197835408238,-78.99983672049086,E,-293.6463539809873,C,A,A,C,-105.52377953321792,0
Non-Veteran,A,A,12.004740495719714,75.31798836195259,C,-5.202776608011523,D,D,C,E,-75.4054357986017,0
No,D,E,-15.622201848334141,17.462802498227227,A,14.785959862327733,D,D,B,E,181.46833425825187,0
No,B,E,11.716574056341432,11.375558697326692,B,-3.940425808409099,A,C,A,A,29.17539714747324,1
Yes,C,D,117.04322891200458,-83.05374590559977,D,-130.10515595301234,B,D,D,B,115.4385250103667,1
Non-Veteran,E,E,-129.1461251520809,60.81997811125134,D,128.52429947246205,E,B,C,C,68.86022360296008,1
No,A,B,-10.46545149279777,-24.03564161294158,E,-224.0073950583079,C,A,B,C,11.201728133914873,1
Veteran,C,A,114.66070020417509,-198.41267342503167,D,-42.24243855547751,C,A,B,B,-0.4468709774030818,1
Veteran,B,A,-16.325307756596047,113.42358771500733,A,46.830487245063175,E,A,D,C,-102.91478176553346,1
Yes,E,E,-5.537476306394663,53.820507146652865,C,-76.27875180249329,C,D,B,B,15.729156671134914,1
Veteran,A,A,193.66968328781905,116.83943766400284,D,-89.23768223454502,C,A,B,B,-74.12231726319364,0
Non-Veteran,E,C,313.6860224826274,-29.30612711199642,C,-50.04787864816947,A,C,E,C,-42.820117645157225,0
No,D,B,118.84545840234269,-89.64950876209821,E,-105.77121132324937,D,A,E,D,-92.38837011769782,0
Yes,B,E,146.78546683804308,-42.099060142971155,C,-182.83588911942016,D,A,E,C,-85.92449507167854,0
No,E,D,-51.41984761574875,-2.0410808493502355,E,-82.33822798192327,E,C,E,E,-76.93877217376547,0
Yes,D,C,-23.318128573323403,-108.19837128809513,A,-34.70286192419385,A,E,C,A,29.807635450525392,0
Veteran,B,E,-71.50541869569373,-111.81499988671963,C,64.00881110560923,D,A,B,A,114.40218060072527,1
Yes,C,E,131.74260248450116,-163.51001344957587,C,9.307321618701378,D,D,C,E,62.8099126689788,1
Veteran,A,C,94.92609099005503,-28.638108233428706,C,-9.182567837256164,B,E,E,A,-47.23090379532021,1
Veteran,D,C,-112.36288770615599,123.75385747743195,A,104.24634447655423,D,E,E,E,110.1857223962079,1
Yes,E,E,58.506889347425805,-4.439682744622379,C,-78.23830798917804,B,C,E,B,-1.003252716747539,0
Veteran,A,D,-23.292875560050465,-76.59995214321653,A,-214.3267987671841,A,C,B,E,-169.84544908200385,1
Yes,C,A,19.661040222550046,-118.82731199085022,C,35.15403347741519,B,C,D,A,-51.220403609108885,0
Non-Veteran,C,B,-122.58623323267624,131.66389736248132,C,22.950810953730418,C,E,C,D,56.506846529059295,1
Non-Veteran,A,E,-78.14238722342233,-13.815694404867015,C,-9.306472454879913,B,D,B,D,144.77229516438433,1
Non-Veteran,D,C,133.04622195307317,-56.90548563873503,C,-44.40562267445758,A,E,A,D,125.95778847565965,0
No,A,D,139.6109299906011,39.67782886859338,C,-124.06358570054445,D,D,B,B,-160.96292369037778,1
Yes,E,C,54.81026319914067,246.55765418679488,B,45.79665055095871,C,B,E,B,29.99999680948514,1
Yes,E,E,-12.295835155543674,-67.19081811955434,B,108.85070407703314,E,D,E,D,-93.6548573748427,0
Yes,C,A,24.369904668783104,-104.97961040917603,B,-36.28410898931518,B,E,C,E,-31.188706895267167,0
Veteran,D,E,-61.00962059917286,78.0317386477416,B,53.28443939706477,D,A,A,D,-165.64212027257713,1
No,C,E,66.55645299875242,-88.5169960947954,E,28.8633385850255,D,B,B,B,22.364323630896767,1
Non-Veteran,C,D,-14.260284229645675,2.35120991318543,A,-43.04885616947794,D,E,C,D,-64.72567405888294,0
Veteran,D,B,-16.15000782824553,-69.51315809470994,A,-1.373812652677015,E,B,E,A,-73.88603235096096,1
Non-Veteran,B,C,56.369281790571954,-57.50143443018182,C,18.763459845448573,A,C,D,E,-42.44317920947342,0
Veteran,E,A,-184.10585431950858,18.372790841986088,E,74.52729703302961,D,C,B,C,-46.73690232532676,1
No,B,E,40.42639121040809,-139.81831533662162,E,46.61003121667968,D,E,D,D,-33.57957144380623,1
Non-Veteran,B,A,176.55094205924294,-108.37738640432202,E,7.423955448300731,B,C,B,C,112.76887825140878,1
Veteran,D,B,104.6851865767626,-68.48598519951867,A,38.718144857886486,E,A,D,B,44.841017936198874,0
Non-Veteran,B,D,115.57017787225755,65.4164280345241,D,-156.21894040665038,E,C,E,D,6.231492795865603,1
Yes,B,C,-18.236828826417906,115.59104841800949,E,87.91492527632478,A,B,A,C,20.97133301578174,1
Veteran,D,D,-43.23463334164708,56.69726831275139,D,126.60114972040964,A,D,A,C,117.93836315989947,0
Veteran,A,A,160.76977862631628,-14.67079866227885,A,-146.2636849539515,E,C,D,B,-92.381440225146,1
Yes,E,E,-7.831776936385902,-110.25974901711695,D,34.70720490474564,D,C,B,B,44.14647835300721,1
Non-Veteran,C,E,-119.52486620113392,17.90167204040217,E,8.601097514197066,C,C,C,D,-113.12806011631629,1
Non-Veteran,C,C,77.92404695412772,-54.63723639473886,B,-71.76935030268905,D,C,D,B,-129.15313221725327,0
Yes,A,E,-128.22493771993373,-53.41189929673023,A,-65.72492451520579,E,C,C,A,13.22780448634554,1
Non-Veteran,D,E,2.5195029492020335,317.17278064956076,C,-72.09741791766264,E,C,C,A,75.63604778314591,1
Non-Veteran,E,C,-170.8590435928353,48.45726097896472,B,78.46851355308314,B,E,E,E,147.04744770951575,1
No,D,B,32.773301840037654,-46.5631286244372,E,239.92868275617897,A,C,C,A,55.372821177654785,1
Veteran,A,B,53.43165241587441,236.3682451056683,A,-52.57841129061808,C,C,B,E,-66.70259499303815,1
No,A,E,-0.30816319031695144,-35.337874122884536,B,-46.91192463973295,B,C,B,A,195.7178922921883,1
Veteran,D,E,-70.52966142089214,-6.4524099246709845,A,68.60774012748719,E,A,B,E,-191.45213902717,0
Veteran,E,B,-42.82666873798401,157.01165267773825,A,55.767648695403025,E,C,C,D,-96.37699246925486,0
No,E,A,-49.72391941643018,-60.34705818478812,B,64.00613209725499,C,A,E,C,-106.50547360242042,0
No,D,B,104.95138506109845,5.885061236708701,E,-63.28202690832746,D,D,E,D,182.92590952938485,0
Veteran,A,D,86.90285809118204,-94.63736030138146,B,85.20182519500271,A,C,A,A,57.597150313748024,1
Non-Veteran,D,E,-42.256579051785884,-84.47098522042981,C,-64.35713878334336,B,B,B,A,-12.905035724172256,0
No,E,C,66.34981866324215,122.00500312198612,C,-18.865878761515134,D,A,E,D,-38.823626693411015,1
Non-Veteran,C,A,1.4074333195873727,98.01289794569574,D,-55.49769293552696,E,A,A,A,94.10789445650121,0
Yes,A,E,24.01950479095912,-7.095529596061039,E,-31.031286421717585,D,C,D,C,126.89946927047917,0
Yes,E,C,-67.95669967904813,1.5207575852540112,D,-108.82930867871742,B,D,B,A,76.36409779945166,1
No,D,A,-160.98752539896697,-87.49065837807018,D,-18.6757812251293,D,C,A,C,-50.53603465292138,0
Yes,E,A,-154.08784455559015,15.639123259498708,E,-2.887532997514955,C,E,E,B,69.07571499526804,1
Veteran,E,B,99.78487702948242,109.73229254567609,E,89.95114039230849,A,A,A,E,-151.35758591845513,0
Veteran,C,A,-176.44848797700797,-57.16756869869505,B,66.55804598087425,B,C,D,B,-112.73097469752939,0
Veteran,E,A,-1.8338754841417524,-44.37281118402681,A,-86.0819920210939,A,A,B,C,136.06252423551396,1
No,E,D,-164.56155768456293,2.110381293303665,A,45.41396889295801,B,D,E,B,151.4618184979556,1
No,D,A,-5.936625596379284,-22.63315334294932,B,76.36373469556689,D,B,C,E,-58.87526898051883,0
No,D,D,-191.7368609449462,0.36561326369239044,D,19.501235050621947,A,E,C,B,9.042569613983487,0
Yes,C,A,99.33528939293444,-92.29229218443298,A,70.97386077223699,C,C,E,C,55.20176069655817,1
Non-Veteran,D,A,3.579389659559382,85.73262324620144,B,10.317334628894317,A,E,D,A,79.66215524054972,0
Veteran,D,B,6.4048428386675145,122.89514720248822,A,122.45001198186178,B,E,E,A,146.64879950267425,1
No,D,D,-66.21735543704942,-77.26368511822864,D,52.87586376756528,C,E,D,A,62.56903387989661,1
Veteran,A,E,62.88094893039495,-90.3115193745563,E,23.248924882118203,A,C,B,A,-107.91959549989232,0
Veteran,B,E,-204.77004608849666,-240.56996442626652,B,-204.47966568222506,D,C,B,B,128.64430859211978,0
Yes,B,A,80.44887943335405,-85.06850822462488,B,-20.592903360316285,C,A,C,A,-125.18145332616474,1
No,D,C,-152.30855894241037,146.78265060845774,A,43.27953741924676,D,B,B,C,-99.82385001066667,1
Veteran,E,E,50.81056677788855,-9.648997333249119,C,-25.74947461012641,A,E,E,B,-11.795970562530467,1
Yes,E,C,-32.928336848976464,128.75400149345361,C,23.002370659012126,B,B,E,E,170.60077057052987,1
No,D,B,60.69385194438603,5.234766676028753,D,-55.52355023331146,D,C,B,E,-64.41879129598644,1
Non-Veteran,D,A,-1.0852792690985775,27.212432173286196,A,-110.75086726948979,A,C,D,B,27.5816945655127,0
Veteran,C,E,143.56194039959698,57.37953751094482,E,59.33492973891631,B,D,C,E,14.72418671569046,0
Non-Veteran,E,A,-104.6706177173734,64.51054164468826,B,-96.67104035742469,C,C,B,D,23.503387912027762,1
No,C,C,30.975957324788673,-20.87539373398353,C,-227.33635173137947,D,E,E,A,65.54510774346612,1
No,C,E,-133.05508479637723,88.92295154008264,C,13.334757854194045,A,A,E,E,153.44707571531063,0
Yes,C,B,155.77726331592046,74.25185161431891,C,-135.19489134052068,E,B,E,D,-46.88036489746082,1
No,E,A,-21.737089143058395,-26.101403487729236,E,-148.5101928401455,A,A,E,E,261.2826859905161,0
No,A,C,9.431604962056454,34.634596597831305,D,-13.850961563515362,C,B,A,D,-53.24865692101501,0
No,B,D,161.23261461437102,-97.80273995388924,A,-54.18186131436043,A,B,B,A,-49.90090551369319,0
Veteran,D,D,74.4171376067002,-8.243506140697015,D,-116.4960832404377,B,B,B,E,71.60979851917888,0
No,C,E,48.07338938239535,-81.18237267956442,C,-184.75444424703704,A,B,E,E,-40.76979940566039,1
Yes,C,D,3.4850376513615657,30.78207514593939,E,30.376856449827894,D,D,B,C,-7.115773591379752,0
Veteran,A,E,-23.138369460864915,138.5664393859136,D,-118.87588401612743,A,E,B,A,133.8101265292079,1
Non-Veteran,D,A,61.584060184518044,-59.323128872856245,E,-103.57705493215634,A,B,C,D,-210.4660959376655,1
No,D,C,23.504163002911525,72.604174859003,D,139.00802996753572,C,E,B,A,-81.41627986838583,1
Non-Veteran,B,C,-137.69638928777798,-155.20504076983198,A,173.69605795009272,C,A,D,C,-210.3520767063447,1
Yes,C,C,-146.3614818737839,-72.96915078279419,C,-29.20819075870007,B,B,A,B,-98.73682060076744,1
Non-Veteran,D,B,155.30635380909834,-65.79410542907077,A,79.02348730385306,A,E,B,C,75.2833268782226,1
Non-Veteran,A,D,-130.37561522572554,113.24136363550465,C,85.4394779583083,E,B,D,D,153.85853127637407,1
Veteran,D,B,-50.04161654746326,57.29944765904689,B,-92.38095045239416,D,A,D,D,-77.24351925742268,1
Non-Veteran,B,B,33.183765677408246,62.94561715500648,C,89.10824871513647,B,E,B,E,-13.714656706436559,0
Yes,A,D,76.36478216997922,66.86990973807228,A,192.21741292693085,A,C,C,C,-167.93360008829646,0
Non-Veteran,C,E,20.365292543598365,40.78236219669381,E,105.79278206951746,A,A,C,B,52.274320022972155,1
Yes,A,E,-229.94157684707105,-113.27155323345582,A,-22.864089749013857,E,A,E,E,129.74457892992962,0
Veteran,B,C,181.8482185024878,62.10780830793649,D,-53.642157312422555,C,C,A,D,-156.02821236568082,1
Yes,C,C,173.8071230227255,-215.28286122803752,C,59.65487444016798,B,B,A,E,9.282816077061948,0
No,D,C,126.51694372370335,115.38845513177564,E,128.05964046201908,C,A,D,E,-6.4057480234739685,0
Non-Veteran,C,B,-129.71604891591932,-70.07099909285753,B,-114.94536989560522,E,D,A,E,36.41728726052799,0
Veteran,C,D,-130.87718424991635,-29.558785995345684,A,-59.03930369041643,C,E,A,D,204.40395696772163,1
No,B,C,-70.10463427163658,226.98927921044185,C,-56.48629324652573,E,B,E,D,-144.09254551270269,1
Yes,A,A,-92.41137658556362,148.3071945953955,D,130.00979471016163,E,A,A,E,67.95573779537919,0
Non-Veteran,B,C,-83.9660020797873,-141.5549477774271,E,51.758785431489486,D,E,C,C,-62.39399767360678,0
No,D,E,98.10402099607151,5.547007704442699,B,31.210084608562433,B,D,E,D,26.27536647723811,0
No,B,C,31.01376571130714,-5.403044562568074,C,78.34460281986586,D,E,D,E,63.036605668750326,0
Yes,C,A,-47.36669021763447,16.57895112100093,D,-31.21105925372001,B,A,A,C,-63.469706677250045,1
Veteran,E,D,52.30325382670012,-44.72493698849851,E,-40.73601386401088,D,D,A,A,-172.63446046828992,0
Veteran,E,D,-6.106250188239589,-38.003553694988724,B,-211.45083109514164,E,B,A,E,8.399010945621235,1
