marital_status,ethnicity,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Divorced,White,F,34.731304830073924,E,34.406015400183634,D,E,109.66643010223774,A,E,D,26.346176449513433,0
Single,Other,Other,-157.22557497155952,E,67.43092642729842,C,A,88.6150036355086,B,B,E,-26.66511497892841,0
Married,African American,Male,-114.70433024064641,E,97.31257067381594,C,E,-186.6022823112832,E,D,C,26.98249468419942,1
Married,African American,Male,-134.67724837634503,B,-5.553772288659164,A,A,74.17605107675882,D,D,A,-52.547233642835664,1
Widowed,African American,Female,86.0760973030563,A,68.70401719642078,B,B,-170.42821829516456,C,B,B,163.50532002004033,0
Single,Other,M,77.60365245314308,C,-84.60428049567244,B,E,108.55230642090194,E,B,A,-99.53472788700132,0
Married,White,Male,-15.011690671662011,D,134.71568727690968,E,C,48.2937875836116,C,D,D,-11.645676257136822,0
Divorced,Asian,M,-37.32674026140151,A,79.82040991835008,A,D,-146.168732558905,B,D,B,-108.6513633668509,1
Single,White,Male,66.31901600676939,B,25.94507038532677,B,C,32.664459271559934,D,A,C,53.39823965971039,1
Single,Asian,F,88.41945887283379,E,115.81192305535181,C,E,113.50032969662476,A,B,D,-38.70018975064277,1
Single,Other,Other,2.527949662917925,C,22.45334920143018,E,D,33.32558718876573,A,C,B,-41.13018389026746,0
Widowed,Hispanic,Other,102.66150108259009,A,51.08159787052323,C,A,234.53554996205423,B,D,D,-32.69136260090703,0
Single,Asian,Non-binary,180.95876799743306,C,-148.85851056536907,C,C,-146.21751773911956,E,D,E,-116.28714007321348,0
Single,Other,M,54.40353749411501,E,52.33982853864387,E,D,-42.800729892091155,C,E,D,-115.21535514444305,0
Single,Hispanic,F,-72.64800870562182,B,-28.15820717198966,B,A,99.87805616960058,E,E,A,-92.79170043461697,0
Divorced,Hispanic,M,-120.37816215663403,D,16.301491383949603,A,D,-149.18536790795963,D,D,C,78.13596630021542,1
Widowed,White,F,139.5382667846225,D,10.274352507997333,D,B,-13.531084350467424,A,B,B,-152.22706590857388,0
Divorced,Asian,F,-27.052657921086148,D,35.91055865659709,E,E,39.10040682338803,D,E,C,19.661279003076224,0
Widowed,Asian,Female,-223.65376847960897,B,-105.88634451931136,A,B,62.69494681021172,E,B,C,-96.6431708011908,1
Divorced,African American,M,133.27005076124544,D,145.00860451177974,A,C,-125.25799017004051,B,A,A,-47.951349221831414,0
Married,Asian,Non-binary,-17.58213889058655,C,89.16096944246611,A,C,-109.16528562817602,C,D,B,-3.3934642527117456,1
Married,Other,M,32.52581553428327,B,80.25664409027266,C,E,-63.32961584671419,B,A,A,40.10958994991079,1
Single,Other,Female,-45.25868113482742,E,-168.45027592446598,A,D,54.70396065160285,A,B,A,-73.24228946986331,1
Divorced,Asian,Male,189.27556288866356,D,-189.7134988476228,C,E,68.80792870338915,E,B,B,170.60317735121768,0
Divorced,Black,M,-10.249212456952437,E,-61.46913967261638,A,A,316.2997449894213,E,E,A,-110.50750329649586,1
Divorced,Black,Male,63.03375096030786,B,128.45569558753317,D,A,17.460670785936124,A,C,D,102.64696164805306,0
Married,White,M,56.67833350241129,A,23.138573498750944,A,B,-71.68261675219877,B,C,C,55.26040254572682,0
Married,Hispanic,Non-binary,51.59290126296864,D,-32.74205738835155,E,A,-203.89681917680483,A,E,B,14.049191812393547,1
Widowed,Black,Male,154.0894351987796,B,39.09782873374858,A,D,-141.35307392039067,A,D,B,1.3268272204223057,0
Divorced,White,F,-7.245427382386733,C,38.305717114471136,E,A,-275.2240768193241,B,B,B,24.617191523194837,1
Single,Hispanic,Non-binary,-25.47272746086748,D,142.53687071400083,C,A,-13.978494543199895,B,E,B,84.02264325449461,0
Single,Black,Male,-69.14694094651918,B,-128.25315249076493,B,C,27.921183349626478,C,A,D,24.191310007191905,1
Widowed,Other,Female,-27.027254512307998,B,-132.26489493353355,A,A,-109.24457515375276,D,E,D,92.49486355541106,0
Single,Asian,Female,78.06740578984846,C,48.988936864595054,A,E,167.70682854407391,B,A,C,-112.30491902023316,0
Married,White,F,-151.04723210744746,A,-70.34736717353341,B,C,-72.08118697573738,A,C,B,72.9924980466545,0
Divorced,Other,Female,4.8736365494749165,B,67.34452662577891,E,A,-16.470362227609225,E,B,A,-141.33438065282488,1
Divorced,Hispanic,Male,-111.77129227024332,E,-23.521514894272,A,E,-122.92639923955066,D,A,A,35.90453206215777,0
Widowed,Black,Female,36.998880353699846,D,80.3595637635688,E,C,32.239663906582194,C,A,C,-77.14761792822841,0
Single,Black,Non-binary,109.34457291481023,C,-39.51403459023547,B,C,-27.362785527971482,B,C,A,42.63552140987008,0
Single,Other,Non-binary,80.56560160920792,B,115.28732431298236,A,C,-247.41981180767314,D,E,B,1.6572948657782223,0
Married,White,Female,20.912525439976164,D,92.54094298934795,D,C,-15.044282822975674,A,E,C,32.07770154312808,1
Widowed,White,F,-80.78418628036121,D,10.454400266813291,D,B,-66.27790289355545,A,A,B,147.2327531321709,0
Widowed,Asian,Non-binary,-137.50157622566306,D,-59.94755202205425,C,C,1.2048296178543851,E,B,B,-39.264053392490936,1
Divorced,White,F,-50.08071478836157,B,27.571434748303584,E,C,-92.46003604790903,A,E,D,-1.8920365462224218,0
Divorced,White,F,-50.59546269333529,E,-81.46277684068676,C,B,99.66327181262464,E,A,C,-1.9665725950889335,1
Single,White,Non-binary,-139.3322609699194,E,8.6076744311309,A,D,-41.53320077889745,A,C,B,3.4677933621538655,0
Divorced,African American,Female,10.357723370509065,B,-196.34991721216454,D,B,10.098198376587803,A,E,C,-111.83876752892299,1
Divorced,Asian,Male,119.75377193277777,B,30.13505520012468,A,C,47.45970737369556,A,C,C,-63.09239684424226,0
Single,Black,F,-58.75159883496166,A,129.99276350622728,C,B,-62.56744758227168,A,C,C,-98.91168003644495,1
Married,African American,Non-binary,97.23587291785446,A,8.949364049762265,B,A,-222.44446480641997,A,B,B,10.133192309112344,0
Divorced,White,Other,13.637092345115937,B,-21.131688959199245,D,E,-54.44086527449594,A,B,E,93.48563838007138,0
Widowed,Other,Female,-82.64566086969128,B,-7.4985801393517875,A,D,-11.578893335342851,C,B,E,6.877056842998798,1
Single,Asian,Female,-10.616744456709819,C,46.66790798739618,B,A,-125.39994626383601,D,A,E,-109.27910378895128,0
Divorced,Black,Other,-163.47385494353554,A,0.42379111911404693,A,D,14.95418413211144,E,E,E,-6.171817137883209,0
Divorced,White,Female,-53.88152944567026,E,-128.3938443195308,E,E,-8.51153774541825,C,E,E,128.18925174806662,0
Married,Black,F,30.56650108014516,A,162.81725446083325,D,B,-158.65544160001434,B,A,C,-111.9217880684535,1
Divorced,African American,Female,-42.496202536325505,B,-116.71483480301129,B,C,65.05603078664683,A,C,A,-54.36647681203246,1
Married,Asian,Non-binary,-62.33215953637463,C,28.695030654741043,C,C,20.040617721849678,C,A,D,91.50245723432037,0
Single,Other,Male,-239.64268847691858,C,-121.58179167939494,D,C,72.85196089344896,A,B,C,46.67645188176229,0
Married,Hispanic,Male,40.51788480957994,B,56.950007111926226,E,A,66.8367456435515,A,C,C,-65.07470377673896,1
Widowed,White,Male,131.5890510435292,B,-74.51919567031214,B,A,78.84966012367619,C,C,A,-145.70320583350875,0
Widowed,Asian,F,31.029703248722946,E,-83.73976506011878,B,D,4.667708874985945,C,D,C,-56.4662544632352,0
Single,Other,Non-binary,-141.87764928712667,C,0.10613407151662489,C,C,-97.20506550709747,E,D,B,19.68400605730617,1
Widowed,Asian,Other,-13.326449780577802,E,-52.10123749395288,C,A,43.62938622625003,C,D,C,112.56573950727058,1
Single,White,F,166.03316688524808,D,44.39158556764824,C,A,70.59745583191423,B,C,D,-9.824453974664491,1
Married,Asian,F,-18.89801697272918,E,92.15290601763621,A,E,80.58200053902587,E,A,C,112.17386962136004,1
Divorced,Hispanic,Male,-39.24717300472203,C,40.03896281613667,B,E,32.98511685421392,A,D,C,42.44504056553257,0
Married,White,Female,-73.81028156935247,C,-36.654991393651684,B,E,-9.76398399414187,D,E,A,41.28902879681864,0
Married,Asian,F,101.39647096197038,A,-194.1991471724065,D,A,72.67946194957473,C,D,A,-151.08819075108627,0
Married,Asian,Male,93.87432352011838,D,95.43500245342523,D,E,-10.179537067806518,E,A,B,45.15778384710437,0
Married,Black,Male,-26.32077435186968,A,-133.29882551881985,D,D,-53.12795461196394,B,C,B,51.819741559653984,1
Divorced,African American,Non-binary,34.12273151806436,E,46.52636289835192,C,E,100.26698285060158,B,E,B,-5.413746548050118,0
Married,Hispanic,Female,97.02299964517937,A,-92.95121999037741,D,A,-10.122319914671536,B,A,B,-126.68768065785092,1
Widowed,Other,Female,80.33078671458564,B,82.27338041966699,B,A,-127.05411882797075,C,C,C,-186.03983035425384,0
Divorced,Hispanic,Non-binary,36.39335526519156,E,-1.819511190971982,B,C,-44.83885196027935,A,A,C,-4.636773766105471,1
Divorced,Hispanic,Female,39.34610100755307,B,31.07892900833281,D,A,88.54145807611302,A,D,B,119.55419656673163,1
Divorced,Other,Other,161.3726800854079,E,26.419245893856232,E,E,-29.578378941285006,E,C,E,-29.835204497313462,1
Divorced,Other,Male,-33.70748402896861,E,-10.122809628577373,B,E,102.75730988219183,B,B,E,-105.59202371828103,0
Widowed,Asian,Female,-78.03259103721311,D,241.36340658785346,E,D,-86.24475448247212,B,D,A,15.073903928773227,1
Divorced,White,Male,-19.56048651516937,E,-0.6224162125305491,D,A,-46.600204176060316,B,A,E,41.62837625437155,1
Single,Black,F,11.882164676544352,C,-57.485388289322515,D,B,-29.049018889941703,A,A,A,-120.95858020069792,1
Widowed,Black,F,80.61750560411573,D,-119.22065760243954,D,E,-160.3130237019511,B,C,B,-70.2904472183285,1
Widowed,Other,F,36.073100360997415,E,39.942361906058196,E,D,76.99810918187976,B,B,B,103.96135067834282,0
Divorced,Black,M,-15.368409529181262,D,-47.5109312343043,D,E,26.39102165464363,C,E,A,-43.84395195119757,0
Divorced,African American,Non-binary,-29.364881158749878,A,-22.188599179459327,E,C,16.91160636392208,A,B,B,-72.66247743018955,0
Married,Hispanic,Non-binary,-31.624587682332546,B,-122.23070284250267,B,B,117.36609574418063,A,A,B,41.99952281837626,0
Single,African American,Male,-93.1492062910556,D,-170.08810646259857,E,B,-33.88690208854522,D,E,E,-57.64831104736003,0
Married,White,M,-155.82259902162573,E,-130.1310459725186,D,B,287.54247932411266,B,E,A,45.15590732592368,0
Divorced,Other,F,-68.20687681213782,B,-178.56401148124561,A,D,92.91843280732147,C,E,B,-54.21339043565219,0
Widowed,Asian,F,63.29328188154313,E,158.0197135964631,D,E,-5.1756581810178774,D,C,C,134.44246533151934,0
Divorced,Other,Female,5.831507902569459,C,-28.600666022161214,C,A,106.01607776864854,B,B,C,-6.1371518933837,1
Married,White,Other,-1.66774242708034,E,-177.29652230723565,A,E,-122.58258598375804,B,E,B,90.19638326930368,1
Married,African American,Female,90.73792034893393,B,-80.01665388860273,C,A,23.447148325905403,A,C,C,76.10607220009209,1
Single,Hispanic,Other,16.192084362625536,B,-64.67290869077098,C,B,14.860946710386614,A,E,A,113.736943657616,1
Widowed,Asian,Other,-83.91436066616768,D,110.3614200496282,D,D,-100.92906151233838,C,A,A,-47.18311514957181,1
Widowed,Black,M,109.34888617670492,E,-26.286548423674162,A,C,-139.91682180226283,E,D,E,108.86044312781476,0
Widowed,Other,F,4.764976104110819,D,183.1340053438226,B,D,83.7744793550862,A,A,D,93.51581135283233,0
Widowed,Black,Non-binary,-67.91557844566181,A,142.8029483215794,E,C,187.09752146927846,B,D,A,-120.04962005484234,1
Single,Other,Other,227.59310810575442,E,-40.51181381322744,C,D,-151.63467259108447,B,D,B,3.6783233358534257,0
Widowed,Other,Non-binary,23.148228313104717,D,-85.86969232466598,C,A,144.7962090627075,A,A,D,30.71303665060268,0
Single,Other,Non-binary,22.23754216417046,E,-118.7697874373995,B,B,135.17513320366663,D,C,E,-6.674082011446922,1
Married,White,F,134.47425628674588,E,-229.98965557471246,C,E,29.772810829216212,A,A,A,77.2354247837075,1
Single,Hispanic,Male,164.2614034526622,B,-65.73388601333394,B,C,-34.81985031564081,A,E,B,174.53028233310803,1
Widowed,African American,Non-binary,-6.457521735085492,B,-147.75199100323997,D,A,25.85662949645606,C,A,A,177.18545132883804,1
Married,Hispanic,Other,-19.488179863582022,C,105.78246647583089,B,D,-10.952941182976375,D,A,E,-62.92149089733172,1
Single,Other,Non-binary,-151.78667122950412,E,47.918125769184286,C,C,-49.22766102395718,B,E,A,27.09591797886582,1
Single,Other,M,113.74504011379645,B,-42.58944113485793,E,B,104.69902355657294,C,D,A,10.128101704153993,0
Married,African American,Non-binary,-37.54384454743821,A,19.91883458741461,A,C,191.54883345478854,C,D,E,35.302086506946324,0
Married,Other,Non-binary,75.78412906528003,E,136.94345003459105,B,B,1.09273986854402,C,A,A,166.8532121114238,1
Divorced,Asian,Other,-90.81152330584624,D,-83.12116981836024,B,C,143.23079621519022,C,E,C,-133.87944312920078,0
Single,White,Female,-112.7354837706612,C,-41.20331090720112,C,A,53.99730002012528,E,E,C,47.24259561842216,0
Married,Asian,Other,61.613367498692625,D,186.1550894633694,C,C,284.7273579207745,C,E,B,252.193918471306,1
Divorced,African American,F,35.40528268928885,B,14.917446697127318,E,E,67.73637456489037,C,D,E,-138.066399533706,1
Divorced,Asian,Male,57.04243071510612,B,-50.10322422779346,A,B,-139.58268334420737,A,E,E,149.5316883583567,0
Divorced,African American,F,-57.894107733283704,A,-155.89233479507658,D,E,127.34698962910889,A,B,C,-68.60483599907327,1
Married,Other,Other,-142.75981817773584,B,114.22110156785166,C,C,-106.88808442688243,C,C,E,-63.24507775733655,1
Widowed,Other,M,121.93722138485063,D,178.51244689950937,A,D,-19.08186379740219,C,B,B,-181.16030862463654,1
Divorced,African American,Non-binary,3.5202775496882612,A,-129.20503855848136,D,C,-22.672942608035335,D,B,C,152.7700017515273,0
Married,African American,M,105.84128515809255,B,-132.3578323648749,A,E,-49.56890892836082,A,A,B,-30.416523645343197,0
Married,Black,Male,-2.316236721710845,E,-244.31453078604983,D,B,91.29962076620373,E,D,D,-96.48424755655483,1
Married,African American,F,-146.74987150497608,E,101.86848112128676,A,C,87.063467760409,C,A,D,-156.58999034565468,0
Married,Other,Other,-17.660289459991066,E,16.15771822357648,A,B,38.42944062338603,A,A,B,-209.64676936934552,1
Divorced,White,F,-231.174305943533,D,-126.41201222447368,B,E,-12.43822747285571,C,D,C,-19.333422758963398,1
Married,White,F,-64.4791226564574,C,-2.9899990519373247,B,C,65.91109355051945,E,C,C,-38.734627132098694,0
Married,Hispanic,Other,-79.16840311468853,A,41.17786801569871,C,D,194.06974449566596,B,E,C,-83.1643972795909,0
Single,Asian,Other,30.644662144071987,B,-44.32053583750861,C,D,-16.681022374526137,C,C,E,64.9354781093103,1
Single,Hispanic,Non-binary,-17.502249959476963,A,-130.9056544480144,C,E,4.446394913781513,C,D,E,-91.11129339895534,0
Single,White,Female,-123.2979099352716,A,156.69082957621436,E,B,154.6139334735333,E,C,E,98.37935146363634,0
Single,Hispanic,M,-44.52656273483566,D,152.8536286452485,C,A,148.58070530462442,D,A,B,-183.07460514918213,0
Single,Asian,Male,-4.315395816704283,D,-176.7571368004911,A,A,-114.94332844820636,A,E,B,129.35499938123385,0
Widowed,White,Male,-262.0185481714175,E,-17.427491191475095,C,D,51.001494598409515,C,C,C,0.12479280911119232,1
Divorced,African American,F,-60.32036342027794,A,-174.14397432817978,E,A,-36.26275665039734,C,D,B,77.61143101089016,1
Divorced,Black,Non-binary,-57.29724494155778,A,162.1350341762647,C,D,158.44707767465255,B,D,A,31.62563942645886,1
Married,Asian,Other,47.47392906452006,E,26.829722293669427,E,C,-98.32199872644351,A,B,C,-7.4889914826747965,0
Married,Asian,M,-8.297841851429146,B,92.44066468042044,A,A,-34.57107596031525,C,B,B,-114.46816290509688,1
Married,White,Other,124.39716346701479,E,-52.65301577066373,B,B,49.68182123431403,D,E,A,-46.74583558469594,1
Divorced,Hispanic,Male,-21.991089473001647,E,-8.552009240490202,E,C,-14.285879386375418,E,C,D,35.891307230989675,0
Divorced,Asian,Non-binary,86.81792702923907,E,-33.589275241080436,A,C,-99.25405608405154,A,E,D,-140.64598686943663,0
Single,White,Male,80.22988797115207,E,35.13095661335957,D,A,14.201702350300687,C,E,E,-13.15229867813742,0
Widowed,African American,Female,-125.64541416565191,B,97.29875600230552,C,D,69.56782999596828,D,A,A,180.97090682700863,1
Widowed,African American,Non-binary,-74.45955142881668,D,61.35187657842168,E,D,-47.50804905518686,C,D,E,-51.1518838863615,0
Divorced,African American,M,12.988731581266425,E,43.419339466569824,A,E,-23.4163100985946,C,A,E,-143.03230822664986,0
Single,Other,F,-97.93487625290506,C,-47.69677702784497,D,E,124.38942873945456,A,C,D,-69.53674307902592,1
Single,Hispanic,M,-67.46789102057868,B,104.33619799865446,D,D,-77.69206519954128,E,D,B,-101.57215797665668,0
Widowed,Black,M,64.74173588273,C,-193.3843323579094,C,A,-67.8251744072421,A,A,C,-32.84881874029414,0
Widowed,White,Other,-182.02216966959054,A,82.2512829656375,E,C,87.02643219430927,A,E,B,55.20467300519589,1
Divorced,Hispanic,Non-binary,95.02339482536416,B,-67.3013058388374,A,E,-160.24292264565563,A,D,B,43.20287100236847,0
Divorced,Other,Male,9.217142631039216,D,25.668707320936868,A,B,-70.57227189748755,A,D,B,200.64929447645488,0
Single,Asian,Non-binary,13.593055764548174,D,36.4723014234563,A,A,142.149564541713,C,D,C,-112.11196012946407,1
Divorced,Hispanic,Female,1.015709997750502,D,16.108889182327882,B,A,104.95836367262446,A,C,B,-172.98376714569545,1
Widowed,Hispanic,M,195.6275298398989,C,78.02316859788462,A,D,-134.32488232060308,E,E,C,6.901518570541993,1
Single,Other,Other,-6.656093322930673,D,126.41678777154213,D,E,45.7386561677612,B,A,A,-147.06144473318662,0
Widowed,African American,Non-binary,-29.38833498815233,A,-44.29700129959125,C,A,100.80385644236006,C,A,C,218.11374883113803,0
Single,Asian,Male,66.30362466399795,E,26.40145082864589,A,A,-67.54844326185149,C,A,C,-201.28152432701486,0
Married,Other,Non-binary,0.47753910930385424,C,-23.770967685613773,A,E,8.603723427206374,B,C,C,-109.90197206795456,1
Divorced,Asian,M,-101.2176938659557,D,-126.8537832549133,E,B,124.26229345825325,A,B,A,36.39085671873518,0
Divorced,Black,Other,-65.72206832944406,C,-111.91604901442626,C,C,-170.92452479032102,E,E,D,78.96326566378269,0
Widowed,Other,F,33.9149543987537,E,115.10204150609962,D,C,51.61899370971484,B,D,D,-171.2974625104177,1
Married,Hispanic,Non-binary,13.771138456947707,A,-136.24047155797848,E,B,91.71041843992775,D,C,B,124.3484387860404,0
Widowed,White,M,-5.654352959484477,A,-157.1452666402844,C,B,0.5433642536260974,C,B,D,-31.684193589948563,1
Widowed,Black,Non-binary,78.53990095026158,B,9.643552624073008,A,C,-42.98517534578374,B,A,C,126.35260692922576,1
Single,Other,Non-binary,-254.40903565999054,A,-53.26010517925974,B,E,-50.052280137938546,C,E,D,-80.22167061687637,0
Divorced,Black,Non-binary,-47.87889788250727,B,129.49522877515992,D,D,-20.37264991693593,C,C,D,-56.15428423136317,0
Single,Black,Female,-90.1076735480851,B,-26.77951771275826,E,C,66.65851177672651,B,B,B,-162.1423405148653,1
Divorced,White,Male,121.53639839977264,D,32.111090533413034,A,C,-4.344371190202626,E,C,D,-38.47633519831335,1
Single,Black,Non-binary,92.6716554608355,D,-96.61571109323687,C,E,168.2586974139449,C,B,E,40.226873461086704,1
Married,Black,M,-14.694277607807607,E,85.61440677821004,C,B,-22.11128939918812,A,B,E,167.9942873902917,0
Single,Black,Female,14.013179420257188,A,150.04753938306476,E,D,116.87823876989218,B,A,D,153.4981835922482,0
