nation,religious_affiliation,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
UK,Hindu,Veteran,Widowed,-245.44661727294624,7.941979205995089,D,D,-28.980954107221695,B,D,0
Brazil,Other,No,Divorced,-7.016898438818937,20.800701705848127,D,A,9.376987200325438,A,A,0
US,Other,Yes,Married,130.89807670886307,86.54303645954037,B,B,128.84865933885413,C,A,1
Germany,Other,Veteran,Married,-7.218677329241724,-35.36486349836606,C,A,77.32437933877071,C,D,1
Mexico,None,Yes,Married,-114.9632197805381,114.6534831240976,D,A,-81.55365469230351,D,A,0
Other,Other,No,Divorced,-77.4666961854795,-12.623133805500512,A,D,42.25572475794668,B,B,0
Germany,Hindu,Non-Veteran,Single,-61.33380909718505,17.688620355523227,D,B,-181.29755104770916,B,E,1
China,Muslim,Non-Veteran,Single,-159.03970895144886,10.427994415406408,E,C,-99.77170535188561,A,B,1
Other,Christian,Veteran,Widowed,-59.91493612658483,19.936215486856064,C,A,-87.08298316814052,D,C,0
Brazil,Jewish,No,Married,0.8201540126136159,-60.77207001099985,C,D,43.04429705688852,B,D,0
China,Other,No,Single,-50.2429561606334,16.80595898045443,C,B,111.02145302450899,E,A,1
Mexico,None,Veteran,Widowed,108.53199734376327,-25.64115454199059,D,D,-10.92906291048077,B,C,0
UK,Muslim,Veteran,Widowed,-50.00372566132928,206.3571338278271,A,B,33.10464660098405,E,C,0
China,Jewish,Yes,Married,265.70652158138745,59.23838244973527,D,D,-55.41683037736885,A,A,1
Brazil,Hindu,Veteran,Married,25.45948562118366,59.09987762099054,B,D,-150.50668056454353,A,B,0
UK,Jewish,No,Widowed,36.237938895237946,238.56752497689592,E,E,73.94012907563291,E,B,0
Mexico,Other,Non-Veteran,Single,49.850453065114344,-42.68106417803778,B,A,-175.31031238806514,E,C,1
Other,Christian,No,Divorced,110.80762782349483,1.0849713651173403,A,E,272.2801220430005,A,B,0
India,Hindu,No,Single,109.8544610430886,-129.24342592294792,D,B,-44.034378593259774,A,E,1
China,Jewish,Non-Veteran,Single,11.308244152485159,65.41225821536828,E,D,57.460552080311636,A,E,1
US,Hindu,Yes,Widowed,29.68081438440784,93.32556359178785,D,E,177.6684667962107,C,C,0
India,Hindu,No,Divorced,13.030681804852417,-18.791288214452276,C,A,-45.36143226111557,E,A,0
Germany,Other,Non-Veteran,Divorced,-164.88941817432718,0.4002309293555475,C,A,71.72218341939178,D,A,1
US,Other,No,Widowed,43.240830057869,8.722108548992148,A,B,-75.05213465726212,E,D,1
Other,Hindu,Non-Veteran,Widowed,-112.16363587631275,37.785188968884576,A,C,-94.93810534343476,A,D,1
China,Buddhist,Yes,Divorced,-12.51616116228754,-26.927301017567736,E,D,68.86245405365328,A,E,0
India,Hindu,No,Single,120.99482063882276,145.96888515155825,A,E,179.22965914264302,E,C,1
US,Muslim,No,Widowed,-62.245946664202,-15.854011912048902,D,A,76.60349930056428,E,C,1
China,Muslim,Yes,Widowed,57.85960877104542,-60.206603850028515,A,A,-50.58725161884641,E,D,0
Other,Jewish,Veteran,Widowed,35.02824832081114,172.07316133719294,B,B,-182.9381715005041,D,D,0
China,None,Non-Veteran,Married,17.658676697347445,61.82731484654119,A,C,-18.027068121384765,E,E,0
Brazil,Christian,Veteran,Married,-39.74251695277785,186.85562526590266,D,A,-58.148008735595056,C,C,0
Other,Other,Yes,Single,185.69181870380226,-33.78973973875084,A,E,-65.08110315601672,E,A,1
US,Christian,No,Widowed,-121.37818269679683,-105.65100984610393,A,E,-24.997944042711932,B,D,1
India,Buddhist,No,Married,153.2143695724033,124.67555396999165,E,B,68.0820051113088,D,D,0
Germany,Muslim,Yes,Divorced,-12.820654140123525,-91.46590803453908,B,C,81.75034379486291,B,A,0
UK,Buddhist,Yes,Single,-69.29257936198265,-134.0797409765931,B,C,-114.05988015002515,E,A,0
Germany,Christian,No,Single,-109.85383463853464,112.6769610678265,B,C,121.65984642763443,E,C,0
China,None,Veteran,Divorced,-24.024060051889787,-115.26754168786593,D,D,-142.3692256999343,E,D,1
Other,Muslim,No,Married,-7.203140487629674,33.32570777636231,D,B,39.251991264367916,D,E,0
UK,Buddhist,Yes,Single,-21.5573659784911,-202.14429508020007,E,E,-66.42893733695186,B,E,1
UK,Christian,Veteran,Widowed,-83.55323187275465,-19.743427052202133,B,C,84.48752745780881,C,C,0
India,Buddhist,Yes,Single,-180.01437696034554,-49.41829658650524,C,D,93.63997231016495,B,D,0
Brazil,Jewish,No,Married,119.68754313581185,207.29347535706765,A,C,162.1689740437638,D,B,1
Brazil,Other,Yes,Single,11.30104563230883,87.6874728894133,D,D,-93.62361208329094,D,C,0
Other,Christian,Veteran,Married,69.37974959213646,-12.2855731621544,B,C,-73.71390763876067,A,B,0
Germany,Muslim,Non-Veteran,Widowed,16.660322607872004,144.9614791219056,C,B,-14.747825088964136,A,B,1
Mexico,Buddhist,Veteran,Single,47.187210988533444,-8.628162459013176,E,C,87.29090781827502,C,B,0
Other,Hindu,Yes,Divorced,-76.95794276002978,79.5859980246652,D,B,-130.54861592517463,E,B,0
Brazil,None,No,Single,10.419310073995721,61.644815273298335,D,D,-62.487601137295414,E,A,0
US,None,No,Widowed,-14.678336874402225,-106.77990017322306,B,C,-34.143567385787854,E,D,1
India,Buddhist,Non-Veteran,Single,-84.13136878643155,34.7717469012474,A,A,23.34465781483745,B,A,1
Brazil,Christian,No,Widowed,-162.3213935339112,-26.06503361796732,D,E,-60.99405510044671,C,E,1
China,Christian,Non-Veteran,Single,45.90134044471097,-32.40057933381538,D,A,-179.31570263030795,D,B,1
India,None,No,Widowed,9.578913613568997,-205.70956309760234,B,C,-141.6290658204834,C,C,0
Brazil,Other,No,Widowed,51.67400740562083,112.34202000025637,E,A,-14.094413690266103,E,E,1
US,Christian,No,Married,-91.57347468163978,-47.23050584857892,A,C,-108.23574238561469,D,B,1
Brazil,None,Non-Veteran,Widowed,89.72753299320583,52.60709134625865,B,A,-234.86759430761174,A,C,1
UK,Other,Veteran,Widowed,132.2466868392224,-40.36734973388964,A,A,108.72894437902814,D,D,0
Germany,Hindu,Yes,Married,39.89872563117779,92.05605985344667,B,A,-111.19606214940762,C,E,1
China,Muslim,No,Widowed,33.760895043808986,-122.95730088677111,A,E,2.8449078098826543,A,B,1
India,Other,Yes,Widowed,-116.08358300555554,105.1464365544591,B,D,30.143863687711068,A,D,1
India,Hindu,Non-Veteran,Divorced,-22.845831272369725,112.30639215617748,E,E,-77.53838036924726,E,D,1
Other,Christian,No,Widowed,-147.872369772179,-24.72884233865839,D,C,33.47441561804582,D,D,1
Mexico,Other,No,Widowed,10.495868807812192,156.13616617655686,D,A,-36.75443199923087,C,A,0
Other,Christian,Non-Veteran,Married,39.955897571569096,106.4465965695376,D,C,-240.49222432261513,D,E,0
US,None,Veteran,Single,39.47220623615441,-135.8914243354886,D,C,-9.951171621222343,C,B,1
Brazil,Jewish,Veteran,Widowed,81.67731769762236,-117.29136325834845,E,B,-78.68938875897842,E,B,0
US,Buddhist,No,Married,-3.2543460434018767,-107.0806892982916,A,D,-79.25941794935245,E,A,0
Other,None,Yes,Divorced,47.052792659669116,43.71727641007336,C,C,91.7282678424394,C,A,1
Brazil,Muslim,Veteran,Single,-56.71805555413818,69.4211109323581,E,C,-16.08586329211277,D,D,0
Mexico,Hindu,Veteran,Married,-74.99610331499224,12.360491965914125,C,A,-56.46501703776682,A,A,1
India,Buddhist,No,Married,7.245409171019334,49.65243826357677,A,E,22.18987476899283,C,C,0
UK,Jewish,Non-Veteran,Widowed,85.11327542766949,-78.52946514440421,C,C,81.83080991024366,A,C,1
India,Jewish,Veteran,Widowed,-67.86336537224477,41.95801459425262,C,C,19.3848490546513,E,C,1
Mexico,Hindu,No,Single,-45.699089899751954,105.43739867450866,B,C,68.38379189150785,B,E,0
US,Christian,No,Divorced,-154.38079755127148,18.331016616260307,D,B,-31.13846866218417,B,E,0
UK,Muslim,No,Married,-34.76336874054056,113.31725642611016,B,A,114.46486838962664,A,B,0
Mexico,Christian,Non-Veteran,Divorced,-107.20082272189214,-11.959610018536509,E,B,10.947569047628395,A,E,1
Brazil,Hindu,Non-Veteran,Widowed,41.05966359491701,194.50275436007308,C,C,-12.109411234419934,B,A,1
China,Muslim,Non-Veteran,Single,151.29409455580515,86.65772874859931,D,B,-20.066114804913077,E,C,1
Mexico,Other,No,Married,17.428952552871362,202.34696565737224,E,A,89.26251603572159,A,E,0
US,Jewish,Yes,Married,56.77663908934725,-41.97401115288405,E,D,29.137820737555835,B,B,1
Mexico,Jewish,Yes,Married,103.30852569507695,-182.28024068429528,D,C,-29.26582401738116,E,A,1
Other,Christian,Yes,Widowed,-234.58242465072595,-3.593467066349381,C,D,36.50416416436864,D,D,0
Mexico,Muslim,No,Divorced,-12.415444938836021,94.74508061714822,A,E,-89.94812308235831,A,D,1
Germany,Hindu,Non-Veteran,Divorced,-114.58686612241476,104.12017482751719,B,A,-88.15596086095148,B,B,0
Germany,Other,No,Divorced,-7.405647946323121,160.42342051806784,D,C,110.84323424787044,C,B,0
Other,Christian,Yes,Widowed,93.87987645336045,-15.973756997424179,C,B,-79.57527323499352,B,C,0
China,None,Veteran,Divorced,-187.93636417297662,182.23776271863264,D,D,102.06724110667503,C,D,1
Mexico,Christian,Veteran,Divorced,-72.15010472677493,63.84852942424145,C,C,-59.84392379966631,B,C,0
Other,Hindu,No,Single,25.63567915661933,-41.47704135704209,A,B,10.129297541568349,B,C,0
Other,Other,Veteran,Divorced,54.12777531323895,-38.53292866620425,A,E,-149.8669526379712,E,A,0
US,Buddhist,Yes,Widowed,-179.34434718461753,59.23996148494324,A,A,-27.957361121551283,C,C,1
UK,Hindu,Veteran,Divorced,-16.235390753818095,-6.3848054159479615,A,D,102.10620421402142,D,C,0
China,None,Veteran,Divorced,11.65862814014054,214.04278495540635,E,A,-73.58707142335284,E,D,0
Brazil,Muslim,Veteran,Divorced,27.59183368911755,-67.7576278616915,E,C,-89.68979722271342,D,D,0
India,Muslim,Yes,Single,-21.447095739837994,14.617642864771039,B,A,-28.37144136758365,D,C,0
India,Muslim,Yes,Widowed,19.083414160833758,38.749825786772,A,A,60.907573217857504,C,C,0
Germany,Muslim,Yes,Widowed,106.67503675928221,-150.77910353696404,E,A,-75.49096838177988,E,C,1
Mexico,Jewish,Non-Veteran,Single,1.5475613765613663,-74.34648283219795,A,E,110.29528284237844,A,A,0
Mexico,None,Yes,Divorced,-77.44605280770278,43.54345995981278,B,B,-20.878935472875526,D,D,1
Brazil,Christian,Yes,Single,221.58426477997543,169.3096556422682,C,D,-51.018114144256174,A,B,1
India,Buddhist,Yes,Divorced,-17.922183785279156,-177.12896041644797,B,D,-315.07867624132643,E,B,1
Other,None,Non-Veteran,Divorced,-96.44282514183736,-196.60557812563584,A,A,242.4999912785033,A,A,0
Other,Buddhist,Non-Veteran,Married,22.412379303313145,169.67230195983834,E,A,-40.75092942091834,E,A,0
India,Christian,Yes,Married,-24.659769956465993,134.24998144198477,A,E,-186.15386439258916,C,D,1
Other,Jewish,Non-Veteran,Single,-19.736564115683418,-77.24279576507158,D,E,-5.461398101006227,B,B,1
Other,Muslim,No,Widowed,-32.41541919675795,121.83463854200296,C,A,55.828781634811286,D,A,0
China,Buddhist,No,Widowed,49.15167975740819,22.233373388547452,B,D,59.45372103696188,B,A,1
US,Hindu,Non-Veteran,Single,-16.70048094803657,-48.352428456665486,E,B,114.22089339772458,B,A,1
Germany,Buddhist,Non-Veteran,Divorced,77.57742685596742,22.958899683040624,D,C,26.544430521570312,B,A,1
Brazil,Christian,Yes,Single,-92.00834958106874,174.86737373287022,E,A,-278.815009219014,E,C,1
Other,Muslim,No,Single,97.25362151682683,6.4463066726390394,B,D,0.6470722549108473,A,D,0
UK,Jewish,No,Divorced,-79.5405512350504,25.715653319532546,A,B,93.96160578195672,E,C,1
US,None,Yes,Single,-188.20759834833586,-56.07194912737879,B,C,-38.35664272026765,C,D,1
Brazil,Muslim,No,Divorced,-112.0199652943278,11.898243528082347,B,E,16.59975219725702,C,E,0
US,Hindu,Yes,Widowed,-25.36534650204203,47.121083761318914,D,E,-46.75315763407596,E,E,0
Mexico,Buddhist,Veteran,Widowed,60.86632793704252,72.431668068045,E,A,-64.47865378298934,E,C,0
China,Other,Non-Veteran,Single,-98.10561352396276,-9.93252191348007,B,A,291.7145989992791,A,A,0
Brazil,Muslim,Yes,Single,-226.9302252683113,50.48223846680182,B,A,-50.53499358509632,E,D,0
UK,Jewish,Veteran,Single,-143.4712075753946,27.178079528773175,B,E,-103.86494185033361,E,E,0
India,Christian,Yes,Single,-102.503984616638,16.736605995784558,B,C,245.10642652501784,D,B,1
China,Buddhist,Veteran,Married,-37.69823479222746,48.55864095504446,C,A,104.88690554971949,E,D,0
China,Jewish,Yes,Single,172.87176768487623,121.24014805226282,A,D,167.0337296279451,A,E,0
Other,Other,Yes,Married,-85.17496606002206,-46.41362810263941,A,E,-46.416472474630744,E,E,1
India,Christian,No,Widowed,-43.471341023380525,-57.289544706160214,C,D,-16.47736169189359,D,B,1
UK,Hindu,Yes,Single,41.19547863632607,-115.50323499407523,C,D,73.20382153356584,D,A,1
Germany,Other,Veteran,Divorced,48.273401493174354,-63.936105764223626,A,C,55.517110496375096,D,B,1
Mexico,Christian,No,Divorced,-122.02501332328278,192.544835356039,D,D,-90.09705527780135,B,D,0
Mexico,Christian,No,Widowed,24.68550142711186,-57.26002085143076,B,A,-125.22040678833018,B,E,1
China,Jewish,No,Divorced,-70.81998038951703,107.16982383468469,E,A,-124.22916135622586,D,A,0
Brazil,Hindu,No,Married,44.679549360987494,116.11046958467735,E,D,-99.15707105025537,E,A,0
India,Buddhist,Non-Veteran,Married,-91.3656650969808,159.99984858701583,C,B,-167.20323833434853,C,E,1
Brazil,Other,Non-Veteran,Divorced,0.2856447396275797,110.54443081414107,E,C,-120.72261736076454,C,C,0
UK,Christian,Non-Veteran,Divorced,40.52311400411933,100.96628062844306,A,A,-57.173358403369235,E,E,0
Other,Hindu,Veteran,Married,-82.75475788830147,-175.3373948553396,E,D,71.02044417960649,D,D,1
Mexico,Jewish,Non-Veteran,Single,-53.43123609437731,-128.37743769491274,D,E,-54.7345169100702,B,D,0
Brazil,Other,No,Married,79.11715577462911,34.711886999364765,C,C,-112.63331481477641,C,D,0
China,Christian,Yes,Married,-46.17253545488646,-83.91447414427067,B,A,-145.9055709548898,D,E,0
UK,None,Veteran,Single,9.944422612353392,-163.94106250125705,D,D,32.8049686380759,B,A,1
UK,Jewish,Yes,Widowed,144.4938092825448,-53.84780192011442,E,D,-30.11745492013644,D,B,0
US,Hindu,No,Married,-100.14035306182869,-42.652298836019725,D,B,-49.49249439203732,C,E,0
Germany,Jewish,Veteran,Single,-50.43224151185154,168.43901894501835,C,D,145.39485625622407,E,A,1
India,Other,Veteran,Married,-16.139092277118625,-15.799372189590455,C,C,-65.3813838057027,A,C,0
Germany,Buddhist,Non-Veteran,Divorced,97.05402223344228,155.79867671886814,B,E,-39.8506592372443,C,A,0
Brazil,Buddhist,Yes,Single,84.05812617256571,213.95693561734706,B,E,5.016491265350575,A,B,1
Other,Jewish,Veteran,Divorced,-157.37439602002055,-141.8436413802945,B,D,77.03957955263961,A,B,1
US,Hindu,Veteran,Divorced,-10.758901507398882,7.432243366749423,E,B,24.820727274533287,B,C,1
Other,Hindu,Non-Veteran,Single,-100.12836576308753,-114.4058686993339,A,E,34.439819098982674,D,B,1
US,Christian,Veteran,Married,49.682782627350704,38.82830774756956,E,E,32.35551362471754,D,B,1
Mexico,Other,No,Divorced,-10.232257661126319,143.4584001990046,C,B,130.91909047026172,D,A,1
Mexico,Buddhist,Veteran,Divorced,-119.8707933915835,148.50436220925104,C,E,-74.3045894321829,D,C,1
Germany,Christian,Non-Veteran,Divorced,128.38684502336625,-45.816626550813496,C,D,14.587351268679727,E,E,0
India,Hindu,Yes,Single,-13.46058462179942,-77.56603436435257,E,C,137.2154208309909,C,C,1
UK,None,Veteran,Single,114.12184066302662,274.7776896356836,D,A,82.44404256889037,B,D,0
China,None,Veteran,Divorced,-20.17688238902022,-205.75270415073507,D,C,96.18881003019615,D,C,1
Mexico,Hindu,No,Widowed,272.8020954563933,17.307298909728143,E,A,69.50151504291455,B,E,1
Brazil,None,Non-Veteran,Widowed,-134.98727772324378,3.378225964470733,B,A,18.194020016522895,E,A,1
Mexico,Jewish,No,Single,125.98847969591067,39.65806781775351,E,E,-63.50965148992502,A,B,0
China,None,Non-Veteran,Single,-154.02939010675823,81.26662550110163,E,A,-150.48322331769717,D,D,0
UK,None,Non-Veteran,Divorced,-89.15192629189193,61.39831720040265,E,C,41.50162085621022,C,E,1
Other,Buddhist,Non-Veteran,Widowed,-7.571245696835042,-3.2783609032963117,C,C,-15.82518532772691,D,A,1
Germany,Buddhist,Yes,Divorced,40.42260461796431,-10.872662967512541,B,E,41.151232775595055,D,E,0
Brazil,Christian,No,Divorced,99.54455556829991,-10.693735082714268,C,D,-111.39837558997452,C,E,0
Brazil,None,Veteran,Divorced,-53.70885318259266,102.45971567496856,D,B,-99.21469392267487,A,C,1
China,Christian,Veteran,Single,102.05369811744522,-1.9328645562759914,B,E,9.787110587596516,D,A,1
Brazil,Buddhist,Yes,Widowed,-2.7553609299704673,-73.57472056716668,A,A,-144.08011997227942,A,B,1
US,Christian,Non-Veteran,Single,53.72492780417654,-120.33048681729595,A,A,78.41463470077696,A,A,1
China,None,Yes,Married,-167.51561923263156,38.582837238197385,A,E,132.04614842414054,D,A,1
US,Hindu,Non-Veteran,Single,21.81610585096385,-90.93280721489451,A,E,92.65746795150307,A,C,1
US,Other,Veteran,Widowed,-131.9658768997517,26.8651456001633,E,D,97.80417476165039,D,A,1
Germany,None,Yes,Divorced,91.43173547000927,-68.66327218291526,E,E,-68.22886340989533,E,A,1
UK,Other,Veteran,Single,-80.57599220342404,43.62785654708004,A,C,-0.7972453318419176,A,D,0
Other,Buddhist,Veteran,Divorced,126.36752141777485,-125.44001511149688,B,C,-35.55551978451479,C,A,0
Brazil,Hindu,Veteran,Divorced,-105.08398993389356,-55.920410405024036,A,E,40.02472148642336,B,C,1
Brazil,Other,No,Divorced,134.42445851598768,-48.38980755066171,E,B,-194.42875869576085,B,C,1
Brazil,Jewish,Yes,Widowed,-38.83262699555964,-115.4308605207414,D,A,52.42109595612714,E,B,0
India,Muslim,Non-Veteran,Widowed,-15.946358814421416,-5.387694446226405,E,B,-55.21300078551198,B,D,1
Brazil,Christian,Non-Veteran,Widowed,-42.99828943951569,87.0588262017903,B,B,-116.07857121042517,D,B,0
Brazil,Jewish,Veteran,Single,-66.42646470140767,60.90853103110554,E,D,38.44829477089758,D,C,0
China,Other,Veteran,Widowed,141.64787833165536,-133.11397890126946,D,D,37.85307187609803,C,D,1
UK,Buddhist,Non-Veteran,Married,-27.650748378555324,150.8105208993441,D,B,-155.32231415104866,C,D,0
India,Christian,Non-Veteran,Single,-39.838748430332124,-33.67376775808607,C,C,-4.463255607746325,D,E,0
Brazil,None,Veteran,Single,-187.13184396952386,-121.54226469069067,B,C,-127.85223386430047,B,D,0
UK,Jewish,Non-Veteran,Widowed,-60.986371662042096,77.130414530619,C,B,103.93297598814341,E,C,1
UK,Other,Non-Veteran,Divorced,-58.01518552482749,-33.65278010083422,A,E,-171.1158992620483,B,A,1
Brazil,Hindu,Veteran,Married,-14.245053885234125,-35.090942349026456,C,B,-73.05251889880392,C,C,1
UK,None,Yes,Widowed,-123.02820168470087,-155.63307228598805,B,A,116.56957036620177,E,A,0
US,Jewish,Veteran,Married,148.47129943396772,192.35396398665387,A,C,-63.35104181313697,A,A,0
India,Jewish,No,Married,-51.408071794068356,165.96390528508732,E,E,107.68596988653847,C,E,0
China,Christian,Yes,Married,51.67604656628908,-62.288326125705204,C,E,4.059096258830718,C,C,0
Mexico,Christian,Yes,Married,-72.39964241876116,8.462211482912881,A,A,126.44082234709325,C,B,1
Mexico,Buddhist,No,Widowed,40.520543694934695,174.8051795842233,C,A,119.4148224408851,E,E,0
Germany,None,No,Married,-236.26415545269202,-52.64614859100617,B,D,-67.74832719237035,B,C,0
Mexico,Muslim,Veteran,Single,-4.516630690755469,-59.957541919646374,C,B,-163.0467685135149,B,A,0
US,Hindu,No,Widowed,-49.883851242778334,71.72368885307644,D,C,-99.80508543573436,D,D,1
US,Christian,Veteran,Married,73.06023348172268,-107.31323122612312,D,E,77.50363717759893,A,C,1
India,Buddhist,Yes,Married,-27.52926498706854,123.2077555669346,E,D,-12.303858799239176,E,A,0
Other,Hindu,Non-Veteran,Single,113.97776384626003,54.618328568286735,E,E,0.6039448552448727,A,A,0
UK,Muslim,Non-Veteran,Divorced,125.51945627380519,56.2882767480121,D,C,50.61386867226951,E,B,1
China,Muslim,No,Widowed,50.5608807131614,91.80956692034023,D,D,25.078545606382825,E,C,1
Mexico,Muslim,Yes,Divorced,-129.92587640436574,219.82656985293886,A,C,28.686321704651856,D,D,1
UK,Jewish,Veteran,Divorced,80.70300622809444,-62.68008984610691,A,D,-81.83835161932703,E,E,0
India,Christian,No,Widowed,7.380981518277608,244.64786817460404,B,A,129.45416192674202,D,B,1
US,Muslim,Non-Veteran,Single,-30.423238202410847,71.32067121421987,C,E,-106.4902957492494,A,C,1
Other,Buddhist,Veteran,Widowed,43.67640396632186,66.61141788220398,C,E,141.51284792066383,B,B,1
Other,Jewish,Non-Veteran,Widowed,18.57799418626456,131.51957457379348,B,D,23.923979997110102,A,E,0
