Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Hispanic,Germany,E,E,D,D,C,-89.35988582955517,E,0
White,Mexico,C,A,E,B,D,-114.64021825382196,D,1
Asian,India,A,C,A,A,E,68.28516823218861,C,1
Black,China,E,B,D,D,A,-259.12699362894085,A,1
Other,Brazil,C,A,B,E,E,-127.24294514502819,C,0
African American,China,B,D,D,E,C,-19.82662317871985,C,0
Asian,US,B,E,A,E,D,76.10162692761504,E,0
Asian,Other,D,C,C,D,A,185.72577845749902,E,1
Black,India,D,C,C,C,A,5.665419675652975,A,1
White,China,C,C,D,B,B,-90.56969221748867,B,1
Hispanic,Mexico,D,A,E,E,D,143.46663846114234,E,0
Black,Other,E,C,E,B,D,-55.2576244203581,B,0
Asian,UK,C,C,C,B,B,105.71947953664433,E,0
Black,Other,D,C,A,D,E,-68.96913722197773,A,1
White,Brazil,B,C,C,B,C,32.886045289005104,D,0
White,India,E,A,E,A,D,-116.06545558718872,E,1
White,Mexico,E,D,B,B,A,-26.28846527018544,B,1
Asian,China,E,E,E,C,A,46.276974426422115,E,1
Black,Mexico,E,A,A,E,E,-102.61611565977202,E,0
Other,Brazil,D,D,A,C,A,73.94707360625043,E,0
Other,Other,C,C,C,C,B,-56.050458211110644,D,0
Black,Other,E,D,E,C,A,47.77013439264104,C,0
Hispanic,US,D,A,C,E,C,60.44832378621088,D,0
Hispanic,US,D,E,D,E,E,0.5558118807634367,C,0
Other,US,E,A,C,E,D,-135.8180098685382,D,1
African American,Germany,E,B,B,C,C,-149.14701694722,E,1
African American,Other,D,E,E,A,E,-40.589313929080156,C,1
African American,Brazil,A,C,E,D,D,78.65026314693237,A,1
Black,Brazil,D,E,A,C,D,-108.26850979372384,A,1
Black,India,E,A,D,B,E,43.703074980606345,D,0
Hispanic,US,A,B,B,E,D,-197.6343366046531,B,1
African American,US,A,B,A,A,D,255.35582124245582,C,1
African American,Brazil,D,C,C,D,E,-22.68075853002674,E,1
African American,Mexico,D,C,A,A,D,149.25230155715872,A,1
Black,UK,C,B,C,E,E,66.5106624853414,E,0
Other,Germany,E,A,B,D,B,9.296026849136545,E,0
Hispanic,Brazil,A,E,A,B,A,-35.71021937403799,B,0
Black,Brazil,D,E,B,C,C,87.42308232876998,A,1
Other,India,E,A,A,D,D,-30.752890949666405,B,1
African American,UK,C,B,C,A,C,-60.99455217343356,E,1
White,Brazil,C,C,A,A,C,203.00705725996463,B,0
Hispanic,Other,C,D,C,B,D,-143.92199601388657,E,1
Hispanic,China,D,B,C,A,B,-50.85330477736998,B,1
Asian,China,E,A,B,D,D,-15.665910336908675,A,0
African American,UK,D,B,A,E,C,33.282283217446114,B,1
African American,Brazil,C,B,D,E,D,-7.850015749873032,E,1
Asian,UK,C,E,C,B,C,-47.26555205634333,D,1
Hispanic,UK,B,E,D,E,A,-36.17876048612761,A,0
Hispanic,India,A,B,B,C,D,-61.11122554374203,C,0
Other,UK,E,A,A,D,D,96.6203917828128,B,0
Black,US,D,D,B,D,C,-96.54918296542535,E,0
African American,Mexico,D,E,A,E,A,169.4168955303717,D,0
Hispanic,Brazil,C,B,B,E,D,-152.06169514742544,C,1
Other,Mexico,A,B,C,A,A,57.53937903974572,C,1
White,UK,E,A,A,D,D,-130.56723337975438,B,0
Asian,Other,A,A,B,E,E,35.873252635242494,E,1
Other,UK,C,C,A,A,E,50.51974173207851,B,0
African American,China,E,A,D,D,A,132.66372241394976,C,0
White,India,D,D,E,B,C,102.28406941115318,E,0
Other,US,C,E,C,E,C,155.00901327769552,A,1
African American,Other,E,A,E,C,C,47.07458839180809,A,1
Asian,China,E,D,C,D,A,-26.198206567650217,D,0
Asian,US,A,B,D,C,A,18.558450500803676,D,0
Black,Germany,C,E,C,E,D,-96.30524801106426,B,0
African American,Other,C,A,E,A,B,87.73744973755295,E,0
Asian,UK,E,B,D,A,D,-146.25529195830447,C,0
Black,India,B,B,E,B,A,85.56394609991177,D,0
White,US,E,B,E,C,B,-88.07044674255322,A,1
Black,Mexico,A,A,A,A,B,-49.224805159942555,E,0
Asian,Germany,C,C,C,B,A,-171.1040638463711,B,1
Asian,Germany,A,A,C,D,A,-9.972414741009052,D,1
Black,Germany,A,C,C,A,C,45.11681739286531,E,0
African American,Mexico,C,D,B,D,C,-79.26941588832021,A,1
Asian,China,C,E,D,A,A,-105.04276321696331,C,1
Hispanic,China,C,D,A,E,E,-84.46176029200836,B,0
Black,India,B,E,D,C,C,-149.64497885192966,D,0
Asian,Mexico,D,C,C,E,A,66.88092608319559,B,1
Other,Mexico,C,E,C,A,D,-248.68506721266561,D,0
Asian,US,B,B,A,B,E,-50.26769270321145,D,0
Black,Germany,A,C,B,A,D,25.057078589288693,B,0
Black,Other,A,E,E,B,B,-37.75902839046017,E,0
African American,India,E,E,E,A,D,-186.9223103335406,E,1
White,Germany,B,E,C,B,C,-25.5942579223551,D,0
Black,India,E,C,E,A,D,-87.36153139985726,C,0
Other,UK,A,D,E,D,D,2.172552467578321,B,0
White,Germany,A,E,C,C,B,24.793092756578645,D,0
Hispanic,UK,B,E,E,B,D,-16.465835728140114,E,0
Asian,UK,D,B,C,C,A,10.662945995154276,A,0
Black,UK,D,D,E,C,A,56.413171869835274,E,0
Hispanic,Mexico,D,D,A,E,E,62.18828314179853,C,1
Other,UK,A,B,A,C,D,-177.97609048825018,E,1
African American,Brazil,E,C,D,B,C,88.57871549866505,A,0
White,Other,E,E,C,B,E,-10.419714402726765,A,0
Black,Other,A,D,E,E,E,96.66735833380025,B,0
Hispanic,India,D,A,A,C,D,71.135618879953,D,1
White,Brazil,A,D,B,B,B,-39.89270500640479,A,1
Asian,Brazil,B,B,C,D,D,-0.15667231170974563,A,1
Hispanic,Germany,A,B,B,E,C,-83.28927288173598,E,1
African American,Mexico,C,B,C,B,E,-53.95401248292623,D,1
African American,Other,D,B,C,C,E,-53.82788709535002,B,1
Other,Mexico,D,C,B,C,D,-15.980199944743989,A,1
Asian,US,B,A,A,B,D,44.65746042079402,A,1
Other,US,E,E,B,E,A,-37.59419409111281,C,0
African American,China,D,E,C,B,D,-177.90190398659257,B,1
White,UK,E,A,E,E,A,-22.551984134227208,D,1
Hispanic,Germany,B,A,A,C,C,-19.254255074824407,C,0
White,Germany,D,A,A,D,A,-96.45477914081339,B,1
African American,US,D,E,A,C,E,-246.16209861815702,D,1
Hispanic,Other,E,E,A,B,C,-59.648605738081315,B,1
Hispanic,China,C,C,D,A,D,162.81579146205846,B,0
Hispanic,Other,E,C,C,C,A,-38.4566780240356,E,1
Hispanic,Germany,C,D,D,B,C,64.55731775569768,A,0
Other,US,B,C,B,A,E,-6.838407633174093,C,0
Black,Germany,D,B,D,A,A,-130.8013359792395,C,0
White,China,C,C,E,D,C,148.09508834791606,B,0
Other,Brazil,B,E,A,E,D,20.405781471746355,B,0
White,India,C,B,B,E,B,93.35950813773243,B,0
Other,Brazil,C,E,D,C,A,-1.5342711210944813,D,0
White,Germany,A,B,D,E,C,110.49706098500319,B,0
White,Other,C,E,D,B,C,107.41158049095914,D,1
African American,India,A,C,A,B,C,130.41979595826126,B,1
African American,Other,C,A,B,C,C,-64.99094195704073,C,1
Black,China,B,B,B,A,B,8.346063463519082,C,0
African American,India,D,B,A,D,A,22.17822302968244,D,1
Black,India,B,A,B,C,E,43.284067852201794,C,1
Black,UK,B,D,D,D,B,34.80249694972627,E,1
Other,India,E,C,C,C,A,-24.192631091156866,E,1
Hispanic,UK,D,C,B,E,B,-233.69801930969237,A,0
African American,India,E,E,B,C,D,98.77697053201052,E,0
Other,Brazil,A,E,E,D,B,-7.104706683787954,B,1
Other,China,B,E,D,A,A,-179.39527015012573,A,0
Other,US,B,E,C,E,A,10.689151920740628,A,1
Hispanic,Mexico,B,B,B,D,C,-77.46897308423182,B,1
Hispanic,India,C,A,B,D,D,40.8613489964006,C,0
African American,China,C,C,A,B,A,-77.72206130891509,C,1
White,US,B,B,A,B,E,58.35300415581411,A,0
White,India,C,A,A,B,E,43.42806899336694,A,1
African American,UK,A,B,B,E,D,-180.21430457887143,E,0
Other,India,E,E,D,A,A,203.41155441564592,D,1
White,China,C,C,C,B,A,60.47572350476017,C,1
Asian,India,C,E,E,E,D,-85.59194015149446,B,0
Other,India,E,E,C,B,D,63.02966026568158,D,0
African American,Germany,C,B,C,E,A,-39.75840659276313,C,0
Hispanic,UK,B,C,C,A,D,77.9436616618155,E,1
Other,Mexico,D,C,B,E,A,-17.74602314277121,C,0
Asian,Brazil,A,E,D,D,D,-34.75709825456142,D,0
African American,India,C,E,D,E,A,-141.27359655067468,A,1
African American,Mexico,D,B,A,C,C,-62.1072499582776,E,1
African American,Germany,A,C,E,B,A,99.19069490248212,C,0
Hispanic,China,B,E,D,A,A,-220.8671391764584,E,0
Other,Germany,D,B,E,E,A,-47.667671740520206,C,1
Asian,Other,A,E,C,C,D,46.64463578098032,B,1
African American,UK,D,B,C,B,E,-55.147544349743924,C,0
Hispanic,UK,C,E,A,A,D,43.557778299966884,C,1
Hispanic,Brazil,C,E,D,E,C,32.36627476210962,D,0
Other,India,B,B,D,A,E,-6.772129542447448,E,0
Black,India,D,B,A,E,B,-40.71199703073822,D,1
White,India,C,D,D,D,B,-37.60297424673597,C,1
Black,Germany,E,E,C,B,C,-35.667694880863046,A,1
Hispanic,UK,D,E,A,E,E,-5.504708960407188,C,1
White,US,B,D,B,A,E,54.99937174511717,E,1
Asian,China,B,A,D,E,D,172.61187710493607,B,0
Black,Mexico,D,A,C,D,E,-87.0181914483896,E,0
White,India,D,C,C,D,A,-142.81595507774168,D,1
Black,India,A,D,A,E,D,120.14744751173465,B,1
Other,India,D,D,E,D,A,-253.83264727039258,D,1
African American,UK,E,E,C,E,A,-21.85574117403062,D,1
Black,India,B,D,B,D,E,-40.18744859101538,C,0
African American,UK,B,C,D,C,A,68.97061630800808,A,1
Other,Other,C,B,B,B,D,40.14066932006518,C,0
Hispanic,India,B,B,D,B,B,70.55827507017749,E,1
White,UK,A,D,E,C,E,-83.33477849553543,B,1
White,UK,D,E,A,B,E,131.08401762216414,B,1
Hispanic,India,D,D,E,C,D,137.26284818127834,E,1
Asian,India,A,E,A,C,B,-3.94711327579954,E,0
Asian,Germany,A,D,E,C,E,-234.55792822547056,C,0
Black,Germany,D,A,D,D,E,153.70870468318085,D,1
Asian,Germany,A,E,A,E,B,160.40958721490344,D,1
Black,US,A,D,A,B,E,137.59768217218223,E,0
Black,Brazil,D,D,B,D,B,-28.010534041099977,C,1
Black,India,B,E,A,B,D,-158.17557564749063,A,0
Hispanic,US,B,B,C,B,B,-30.820092819549327,A,0
African American,UK,B,A,E,E,C,6.031799218209401,D,1
Asian,China,A,E,C,C,A,200.19211105680475,D,0
Other,Mexico,D,A,C,D,C,78.63243826789645,A,0
White,India,C,A,C,E,A,43.238705635013524,B,0
Hispanic,Brazil,C,A,C,B,B,80.70191800558088,E,0
Asian,US,B,D,E,E,D,119.52312747346056,D,1
Hispanic,Brazil,A,D,E,E,A,19.616792167515978,D,0
Other,Germany,E,B,B,A,E,89.12969501244584,C,1
Asian,India,A,B,B,B,A,-44.309643416299814,D,1
Asian,Brazil,C,C,C,D,E,-55.04867658896134,A,1
Black,US,C,A,A,E,A,-73.11999142217338,A,1
White,India,B,D,D,D,E,-80.57532875503001,C,0
White,China,E,C,D,B,D,-9.627219191230017,E,1
Black,Other,E,C,A,B,B,-32.67117724066856,C,0
White,Mexico,C,B,A,B,C,44.98708198549603,A,0
Other,Germany,B,D,E,A,B,-96.40276743096801,D,1
Asian,Mexico,C,C,D,E,B,190.82182276028752,E,0
Asian,Mexico,A,B,D,C,C,-110.1549541475165,A,1
Hispanic,Germany,E,E,C,A,C,121.65727518873996,E,1
Other,Brazil,D,A,C,C,C,28.904023802078036,B,1
Hispanic,India,B,C,A,D,B,-60.1334841746011,C,1
Hispanic,India,C,A,D,C,E,29.604980250488016,A,1
Asian,UK,B,B,C,D,E,55.24385330886646,B,0
African American,UK,A,A,D,E,B,45.06912355167965,B,1
Black,UK,B,B,C,A,B,-205.31712720954442,E,0
Black,Germany,A,D,B,E,A,59.42358620302117,C,1
Other,India,E,B,B,A,A,108.59383875621427,D,0
Other,China,C,E,A,E,C,135.31130431442602,D,0
African American,UK,B,E,D,B,C,-45.787939545358256,E,1
Black,Mexico,E,B,C,D,D,51.21988653132106,C,0
Hispanic,Brazil,E,B,A,B,C,14.854257392673741,A,1
White,Other,B,B,E,C,E,75.44648068766458,C,0
African American,China,B,A,D,E,C,-38.179287788284675,B,1
Black,UK,A,D,E,E,B,18.28897063904749,C,1
White,Mexico,B,C,D,D,B,160.08275394449413,D,1
Other,Mexico,A,A,C,A,E,84.17912644693202,A,0
African American,Mexico,C,B,D,B,B,-33.51229451968123,E,0
Black,China,B,D,B,B,E,-3.7746632231572916,D,1
Hispanic,Other,E,B,A,A,E,38.397655323424125,A,0
Other,Brazil,E,E,C,A,A,83.99098816071388,D,0
Other,Germany,C,A,D,E,D,35.06881198920785,D,0
White,Mexico,D,C,D,E,A,127.49428846209065,C,0
White,Brazil,D,B,C,B,B,35.24765206994347,D,1
African American,US,B,E,B,C,D,23.924065870911075,D,1
Hispanic,India,A,E,D,E,A,-26.0436983016202,B,0
Black,India,C,A,D,A,B,10.726399064275082,D,1
Black,Germany,E,D,C,D,E,19.030257623064706,B,1
Black,US,E,C,E,C,A,41.120515768521024,D,1
African American,India,B,A,E,B,E,-68.47307320727292,D,0
White,India,B,B,E,B,D,43.97159143628981,A,0
Hispanic,India,A,E,C,C,E,-142.6527338451032,E,0
White,Brazil,C,B,A,D,E,93.23647621098212,A,1
African American,China,B,A,E,E,B,113.6685879966302,E,1
White,China,C,E,E,D,E,8.503175809156355,D,0
African American,Other,B,D,C,D,A,-166.31222811877913,A,1
Asian,China,E,C,D,A,C,-23.05165521640284,B,1
African American,US,A,A,C,A,A,75.97665874204593,D,1
Asian,India,C,C,C,B,E,165.31532670151483,C,1
Hispanic,Germany,D,B,C,C,C,150.7027523584376,A,1
White,Germany,E,E,B,C,E,96.76547732935873,A,0
Black,India,B,A,E,C,D,270.11269728893996,B,0
Hispanic,China,B,C,B,E,D,-66.8071110799565,A,0
Other,China,E,D,E,E,E,-183.98136499195692,C,0
Other,Germany,A,E,D,D,D,-70.15225831730913,C,1
Asian,Other,C,B,D,B,B,32.03837286500651,C,0
White,China,D,B,C,D,A,76.10972644818081,D,0
Black,US,B,A,E,C,A,-42.77098045050594,A,0
African American,India,E,B,A,B,E,-78.16029245268138,E,0
Other,Brazil,B,E,D,B,E,-41.194858040811596,C,0
Other,UK,B,B,B,B,E,76.37407730020828,D,0
Hispanic,Germany,B,A,E,E,E,184.82762246406372,C,0
African American,Brazil,C,D,E,E,C,103.69581516507654,E,1
White,Brazil,A,D,C,D,B,83.86795703655436,E,0
White,US,A,E,C,A,E,-41.59946217332908,E,0
Asian,UK,A,E,B,B,E,65.3623588772058,E,0
African American,Germany,D,C,D,A,A,-41.40375035361689,E,1
White,UK,E,D,A,C,D,-124.61886099553541,B,1
Black,US,E,E,C,E,B,-99.39272014673861,E,0
Hispanic,Germany,C,C,B,B,D,-87.2524307913989,A,1
Other,Germany,A,B,A,D,B,84.95733593015277,E,1
African American,US,C,B,D,D,C,53.66055668442825,E,1
Other,Brazil,A,B,D,D,D,88.7572678527897,E,1
White,China,C,C,D,E,E,127.57510200737508,C,0
Black,Mexico,C,C,B,D,B,-69.09630309632728,C,1
Hispanic,Germany,A,D,C,B,D,40.97227285773587,D,0
Black,China,E,C,C,B,B,72.3497420159579,E,1
African American,Other,D,E,D,B,B,48.059503901250146,D,0
African American,Brazil,E,D,C,E,D,-132.78065651454213,E,1
Asian,US,E,B,D,D,E,-146.77245411301809,C,1
Black,UK,C,D,C,D,A,-53.06932959329583,B,0
Asian,Other,A,D,E,E,E,76.01087579909037,D,0
Asian,India,A,E,B,B,D,-19.404963818674947,D,0
African American,Germany,E,E,A,A,B,-38.44216368945879,C,0
Other,Other,E,E,E,B,A,-118.74876258997918,C,1
Other,Brazil,A,B,B,B,B,-174.28451052259268,D,1
White,Other,C,E,D,C,C,86.1287357100378,B,0
White,UK,B,C,B,C,B,-18.067684906887088,B,0
Other,Other,A,C,D,B,C,8.298501977482674,D,0
Black,China,C,A,D,C,A,-79.18339102357255,C,1
Hispanic,US,C,C,C,A,B,-219.2149030793309,C,0
Black,Germany,D,B,D,A,A,-17.323705839799477,B,0
Hispanic,Mexico,E,A,A,D,E,3.7451144821461466,B,1
Other,UK,E,B,B,D,C,64.4314329942672,D,1
Hispanic,India,C,A,B,D,D,77.92821369123571,E,1
Asian,Mexico,C,D,A,D,D,56.714667596362354,A,0
African American,India,D,D,A,B,B,-88.80510799256285,B,0
Hispanic,Other,A,D,B,B,A,65.58392604174414,D,0
Asian,Mexico,B,E,A,C,B,-91.73119405020374,E,1
Asian,Other,D,C,D,E,D,4.91146328816276,C,1
White,Mexico,B,B,A,B,B,-55.093846138566335,A,0
Asian,UK,E,D,D,D,A,-221.95072288479096,C,0
African American,Brazil,D,B,A,E,E,-68.38691538728521,C,0
Black,Other,D,E,A,C,C,-98.94244998571864,B,0
White,UK,A,E,C,B,E,35.654503646294415,E,1
Asian,Brazil,C,D,D,C,B,-0.3244999062889237,D,0
Black,UK,D,E,A,B,B,155.08471245096814,C,1
Black,UK,B,C,B,C,C,-188.36456314643226,D,0
Asian,China,A,E,E,D,A,-25.848532974800882,A,1
Asian,Other,A,C,D,B,E,9.68696947338325,A,1
Other,US,C,E,B,E,C,12.410441645758715,B,1
Black,Germany,C,A,A,E,D,166.9032612813985,A,0
White,Other,E,D,B,B,D,36.86066729122699,C,1
Black,Germany,D,B,D,A,B,18.374811172362822,D,1
Hispanic,India,B,C,E,D,C,-237.2612203155142,A,1
Other,UK,A,C,A,A,B,53.48594651960621,E,0
Hispanic,UK,D,E,C,C,C,81.8405076003902,C,1
African American,Brazil,D,E,D,C,D,-88.82093626051325,D,1
Other,China,B,D,C,C,C,51.05746159658038,C,1
Other,India,A,D,A,D,B,-79.33987781044002,A,1
Other,Mexico,C,A,B,C,A,69.24177169069901,A,1
Black,India,A,B,C,E,B,-135.65115582719002,A,0
Hispanic,Brazil,E,E,C,B,E,16.228890635941575,D,0
White,Other,C,E,B,B,B,19.569793503106467,C,0
Asian,US,C,E,A,C,D,25.903557925311365,E,0
White,UK,C,E,C,A,B,-78.70925709848133,E,1
Black,Mexico,A,E,A,E,A,62.784423450398606,B,0
Other,Germany,E,A,A,B,C,77.19224413869341,B,0
Other,Other,B,C,E,A,A,-58.44291932951252,B,1
Hispanic,China,A,A,A,C,D,21.927942078802673,A,1
Hispanic,Brazil,B,B,B,D,A,144.81318097541816,D,0
Other,UK,A,A,A,C,D,146.9693245306517,A,1
Hispanic,Germany,A,E,A,E,A,232.8877456290266,C,1
Asian,Mexico,E,A,E,A,E,38.117775669058254,D,0
Other,Germany,C,E,C,D,E,156.61579466422702,C,0
Black,Brazil,C,C,B,D,D,69.54275660105445,C,1
Asian,Germany,E,C,D,A,A,-118.78714081077251,B,1
Hispanic,India,C,C,D,E,C,136.35524908305027,C,0
White,Mexico,D,A,E,B,E,-103.29292151405376,B,1
Hispanic,China,E,B,C,B,A,-24.270188987020997,C,0
African American,Mexico,B,A,A,A,B,35.93800543060491,C,0
African American,Brazil,A,A,E,B,C,60.267088784947894,E,1
White,US,D,D,D,A,A,214.76981909262602,E,0
Other,Mexico,D,D,B,C,A,108.74845111435167,D,0
Hispanic,US,B,B,D,C,A,7.1915380567033695,B,1
African American,Brazil,D,A,B,B,A,83.18729389529112,A,1
Other,Germany,C,B,A,C,B,172.54359043534348,E,1
White,UK,C,D,A,A,D,-14.250912886168187,E,1
African American,Mexico,B,B,E,E,B,-55.91371190335256,C,0
Other,China,E,B,E,D,D,-35.23249783090199,E,0
Asian,UK,D,D,E,A,D,-119.93410144785601,D,1
White,Other,D,D,D,D,E,32.6986151220828,E,0
African American,China,C,B,A,E,A,-79.43562025518312,C,1
Other,Other,A,B,C,C,E,133.48806454025757,C,0
Hispanic,India,E,A,A,B,D,98.39206404883377,C,0
African American,Brazil,A,E,C,A,E,-232.47996242413848,D,0
Black,Other,C,D,C,A,C,133.11573697502325,C,1
Hispanic,Germany,E,A,A,E,D,132.9525160563195,D,1
Hispanic,UK,B,E,D,A,E,118.8410970359272,D,0
African American,India,A,C,A,D,B,26.5918623765393,B,0
Hispanic,India,B,E,D,D,B,35.60264914005064,D,0
Asian,US,E,C,D,D,A,-30.09036896751792,A,0
African American,US,D,B,B,D,C,-15.974414640005904,D,0
Asian,Germany,D,E,D,E,D,-130.76462836752617,A,0
Hispanic,Mexico,B,C,C,E,A,127.86399548195094,B,0
Other,Brazil,E,E,A,E,C,116.45384076948977,D,0
Other,Brazil,E,A,D,C,B,39.08789948298578,E,0
Hispanic,Mexico,D,E,D,D,E,14.45759505546145,B,0
Hispanic,Mexico,D,E,A,E,A,-24.78449566284338,B,0
African American,Other,C,A,B,D,D,178.8300595892663,D,0
Hispanic,Brazil,E,C,A,C,E,-72.61837032687389,E,0
Other,India,B,A,A,B,E,-20.442790595465247,D,1
Black,India,E,A,B,C,C,-20.997970110538304,D,1
White,US,B,B,D,A,D,64.92352377188597,C,1
Hispanic,Brazil,A,A,D,D,C,76.35990167146409,A,1
African American,Germany,D,E,B,B,C,16.88232862689136,E,0
White,Germany,B,E,C,A,E,57.25764114440833,D,1
Black,Germany,E,C,A,E,C,300.4151754556757,C,1
Black,China,D,E,B,D,D,-96.3109587580981,E,0
African American,Germany,E,A,A,C,C,-126.921104782408,B,1
White,India,D,B,A,C,A,-144.55314781399616,C,0
Hispanic,Other,B,A,A,B,C,-145.1817247517612,B,1
Hispanic,Other,A,A,B,D,D,238.17940642243784,E,0
Other,Mexico,C,C,C,D,E,-78.77384909451003,C,1
Hispanic,Other,A,B,C,D,C,5.041475245531705,E,1
African American,Other,D,C,D,C,B,232.87504646540577,A,0
White,UK,C,C,D,E,D,-143.9153807209627,A,1
Asian,Other,C,C,B,E,B,-46.45657670030594,D,1
Hispanic,Other,B,D,D,A,D,-185.41041734992595,D,0
Hispanic,Germany,B,C,A,B,B,-181.2071595338109,C,0
Asian,India,A,D,E,B,D,141.1194686608309,E,0
Other,China,E,D,B,D,E,-23.018849472250828,D,1
Other,US,C,D,B,A,E,-96.10645826761812,D,1
Hispanic,Germany,E,C,A,A,D,-68.79302529400971,C,0
Other,UK,E,D,D,D,C,-212.24763296534258,C,0
Hispanic,Germany,B,E,B,E,A,-44.565994269410275,C,0
Other,China,C,B,A,C,A,-208.34299172861654,B,1
Asian,India,E,C,A,B,E,0.4080362168571168,D,1
African American,China,D,C,C,A,A,184.3384025195218,C,0
Other,India,A,B,C,D,D,-80.89178805492938,D,1
Asian,Other,D,E,A,C,D,-33.186149526086986,E,1
African American,Mexico,D,C,E,A,A,78.09819668168652,E,0
Hispanic,Germany,B,B,B,D,B,21.69784442352568,B,1
Other,Germany,B,E,C,A,D,-5.941010011150543,E,0
African American,Other,C,E,D,C,B,-73.77402046207088,E,1
Hispanic,US,A,A,E,B,A,47.24377565437684,D,1
Other,UK,C,A,B,A,B,-178.85928191680708,B,1
Asian,Other,B,C,C,A,D,-120.50397692215952,A,1
Asian,US,B,E,E,D,A,-77.09319004619596,C,0
Other,US,C,C,A,B,E,59.43520003407337,A,0
Other,India,B,C,A,E,E,-69.48955259798775,B,1
Hispanic,Germany,E,C,C,B,D,-97.3931949019067,B,1
Black,India,B,C,E,C,B,3.2903279091271407,C,1
Black,India,A,D,A,D,D,-68.77716424371913,E,0
Asian,China,A,C,D,C,D,170.9017006991808,A,0
Black,Brazil,E,C,A,D,E,149.30158873835347,A,0
Hispanic,India,C,A,B,C,B,-23.571501424638736,E,0
Black,Brazil,C,A,B,D,D,58.54606558570834,C,1
Other,US,B,D,A,D,D,-36.70413573357468,D,1
Asian,India,B,B,D,C,A,-29.600343250614493,D,1
Black,Germany,C,A,D,B,A,96.42365436172861,A,1
Black,US,D,C,E,E,C,129.92343752110153,E,1
Asian,Brazil,D,B,A,C,D,0.8956861162806166,E,0
African American,Mexico,B,E,A,C,A,-208.13803426459927,A,1
Hispanic,China,C,C,D,B,A,-69.08667665008876,A,0
White,Mexico,D,B,E,E,A,40.12561151840552,D,0
Hispanic,Germany,C,C,D,C,D,-38.692667017121934,A,1
Asian,Germany,E,B,B,C,C,-39.97192984869349,B,1
Black,China,C,A,B,B,A,110.12470351653238,D,1
Black,UK,A,E,B,B,D,-198.9456459283257,A,1
African American,Other,D,B,B,B,B,-223.39671452017478,D,1
Black,US,B,D,B,B,B,-137.54200346097608,D,0
White,India,E,A,A,A,B,-26.28985861629376,E,0
White,China,C,B,A,E,B,-62.14351544162731,B,1
Black,UK,D,D,B,A,C,59.68556446575543,A,0
Asian,Germany,C,D,B,A,B,38.67718123048183,C,0
White,Other,E,A,E,B,B,-16.358111206520633,D,1
Other,US,E,B,B,D,A,62.03144776492038,C,1
Other,Other,B,A,C,D,E,-17.349220843608137,C,1
Black,UK,B,A,A,B,A,131.49328698356894,B,0
White,US,E,A,C,D,D,-100.33477517377246,C,0
Hispanic,India,E,D,C,C,A,39.308462466066445,A,0
Hispanic,Other,B,C,C,E,A,-107.50783936051471,B,1
Asian,Germany,C,B,C,A,B,140.63177794467393,A,1
African American,India,C,A,B,D,C,3.980329247365793,D,1
Other,Germany,E,B,B,C,E,-50.618849010723736,C,0
African American,Mexico,C,E,A,A,A,-78.71240333041737,B,1
African American,Brazil,A,A,C,B,C,-87.99205459021393,E,0
African American,UK,D,B,E,B,B,-87.79539596781402,B,0
Asian,China,D,B,A,C,C,113.69469561974303,C,0
Hispanic,UK,E,C,A,A,D,-31.69133150490903,C,1
White,US,D,A,C,A,B,100.40944832113394,E,0
Hispanic,US,A,E,C,C,B,56.23739947615495,C,1
Asian,US,E,C,D,B,E,33.10169730044889,B,1
Hispanic,Brazil,D,C,D,A,C,31.226286156614197,D,1
Asian,China,A,A,C,B,B,-127.925681743792,B,0
African American,Other,E,B,A,A,D,-53.395243071765364,A,0
African American,Germany,E,E,C,A,A,-51.778639683837966,C,0
Hispanic,UK,B,E,D,A,B,-16.343080509172857,E,1
Asian,Mexico,E,A,C,C,B,78.62676251265783,B,1
Other,China,E,A,C,B,D,-14.227190745194632,C,1
White,Other,D,C,E,B,B,-123.05555525865277,C,0
White,Brazil,D,C,D,D,B,4.760129387366501,E,1
Asian,Brazil,B,C,E,E,B,115.07867482182164,A,1
White,Brazil,E,B,C,E,D,-119.72124598229715,C,1
Other,Other,E,B,C,C,D,153.2163688393533,E,1
Hispanic,UK,B,E,C,B,E,118.15283798823279,D,1
Hispanic,US,E,A,B,D,E,43.06203128006684,B,0
African American,Germany,B,D,C,B,B,87.02984710302832,E,1
Other,Brazil,B,E,E,E,E,-113.77588506739062,B,1
Asian,Other,C,C,D,C,E,-47.1152298346163,A,0
White,India,B,E,C,D,C,2.015056152386245,C,0
White,UK,D,B,E,B,C,84.08257795306194,A,0
Hispanic,China,A,D,D,C,A,95.37260074799096,C,1
Hispanic,Other,E,C,E,D,C,147.82559352905906,D,0
Asian,Brazil,B,E,A,B,D,-64.40929960627935,E,1
White,US,B,E,C,D,D,227.20062389636638,A,1
White,Mexico,D,D,E,C,C,132.3895900883815,D,1
Black,UK,D,E,C,C,A,-131.4943039009115,E,0
Hispanic,Germany,B,C,D,E,C,70.23969591765496,E,0
Black,India,C,D,E,B,A,-8.794972667538852,D,1
Other,Other,E,A,E,B,E,-27.822520807898616,A,1
White,India,B,E,B,B,B,-22.650711851648875,C,1
White,UK,A,C,D,D,D,-103.02300536728475,C,0
Hispanic,Other,E,C,A,E,A,85.68601022548637,D,1
