Nationality,sexuality,Religion,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
UK,Homosexual,Hindu,Physical,B,50.779089445221416,11.18955290564473,-61.959208487502984,A,C,0
UK,Other,Jewish,Yes,C,-43.43898906440866,-38.02622784858014,31.770129852226265,A,A,0
Germany,Heterosexual,Other,Mental,C,5.136774197265457,27.474446466478756,-1.1580894371790262,E,E,1
Mexico,Heterosexual,Other,Physical,A,11.223520050065657,-1.0652992595007813,-42.29069441476953,E,C,0
Other,Bisexual,None,No,D,11.232005420088095,-16.36360609414219,-7.089766897273078,B,E,0
Germany,Bisexual,Other,Physical,E,51.4140090221915,60.84827409982765,-168.22539994510464,C,C,1
US,Homosexual,None,No,B,-119.65815385815762,-100.32793792095897,-64.60254351054185,D,A,0
Germany,Heterosexual,Jewish,Mental,E,-67.1354231724576,28.828816608419483,100.9842287465958,E,B,1
UK,Other,Buddhist,Both,C,11.2635114443255,-54.57297718945349,65.35055257924125,E,C,0
India,Heterosexual,Jewish,None,C,-118.2660787407795,184.28308818252646,66.28658532283728,D,A,1
Brazil,Other,Muslim,Yes,B,-81.62687467917002,76.0853314643255,-37.86129679449455,B,E,0
Mexico,Other,Jewish,Mental,A,110.43188325383231,-55.75635182348486,-138.87256535916933,B,C,1
US,Bisexual,Buddhist,No,B,-83.39791122186465,-56.612296596058165,-68.30848045367969,A,D,0
Germany,Homosexual,Muslim,No,D,20.35198243034578,23.94002669882409,-25.836964790719797,E,D,0
US,Other,Jewish,Physical,C,77.61280864000261,37.275108213293095,-118.65432114968782,A,B,0
China,Bisexual,Christian,None,A,-206.859534799526,90.7146157769197,87.16939534687988,C,D,1
US,Heterosexual,Christian,Physical,A,131.59668924812405,-53.030435514144756,114.96571846768032,B,D,0
India,Bisexual,Christian,No,D,-137.69516886465826,121.28522660871018,42.07275237838345,C,B,0
Mexico,Other,Christian,Physical,D,153.31125187910416,-35.456010495070196,22.08556350658305,E,D,1
Mexico,Bisexual,Hindu,Both,D,169.3556582165674,8.189928201524161,-124.7069701341617,B,C,1
India,Bisexual,Jewish,Yes,C,-62.61191195191039,23.240502994986542,-62.10734159432501,A,B,1
Germany,Bisexual,Other,None,D,-0.1165601640661447,51.24108623982481,71.75539575451491,E,B,1
Other,Other,Christian,Both,C,69.44890590136275,57.122174055506456,85.16570303795392,D,A,1
China,Heterosexual,Christian,Physical,E,-8.872173641401838,-33.1310777692401,-110.58754234088784,E,B,0
Other,Homosexual,Hindu,Both,C,196.94824283762185,18.43612495926712,79.34224036019711,E,D,1
US,Homosexual,Other,Physical,D,37.317989326618886,-108.70770015270779,-80.04022456295976,D,C,0
Mexico,Bisexual,Christian,None,A,-100.76557295730912,67.03310979005107,-108.01055372080377,C,A,1
Other,Homosexual,None,Yes,C,-95.60179865487684,40.97299181596634,-84.02266690580832,D,C,0
Mexico,Homosexual,None,No,A,183.85063015175714,-77.53181620758609,-3.7718212715143506,B,A,1
UK,Homosexual,Hindu,No,A,-59.46626574090418,125.90104782952946,-46.09524103834692,E,A,0
US,Heterosexual,Muslim,Physical,D,-64.17324087845951,-106.48979710530475,-69.64803814796738,C,C,0
Other,Heterosexual,None,No,A,-20.606921625734145,-46.20580782609243,183.6863507985065,D,A,1
Other,Other,Hindu,Mental,E,-184.8542977278811,26.895000132402696,153.33901534293273,E,D,0
India,Homosexual,None,Both,C,3.376129113725246,-20.67695877804079,33.35700021257223,C,B,1
India,Bisexual,Muslim,Both,E,65.54444705180829,51.79311482678591,67.25599686195528,C,D,0
US,Heterosexual,Muslim,Physical,B,8.52689976610376,-40.787522622496546,-87.71675485298395,C,B,0
UK,Homosexual,Muslim,Mental,C,-90.2045405156737,113.38363852261162,44.003164357283005,D,E,1
Germany,Other,Muslim,Both,B,-10.86717116829766,93.05499756272052,-114.72526269946859,E,E,0
Brazil,Bisexual,None,Physical,B,-31.472830297204197,23.82428805669235,-46.47564433448096,D,D,0
China,Homosexual,None,Mental,E,-62.24124702820134,128.56382774644825,-87.96053387144427,B,C,0
Mexico,Bisexual,Hindu,Both,A,-27.992447314768892,33.17887834178642,-71.64157395018054,B,E,0
India,Other,Muslim,Yes,C,-185.3317834132235,-10.086688549013106,-40.77985628163614,A,D,0
US,Bisexual,None,Yes,E,-8.391687267605693,0.513864752628156,192.9496595201433,A,B,1
Mexico,Heterosexual,None,Both,B,-111.45600262681484,112.67493669536339,11.548405577838269,B,B,0
Mexico,Other,None,Both,E,83.0793226778576,47.81663614347266,282.55532836991307,B,B,0
China,Bisexual,Buddhist,Both,D,213.6196125087591,125.88536543083539,20.22102552923637,B,B,0
Mexico,Heterosexual,Other,Yes,B,-35.877724024788584,126.48399504778276,-144.6028474228762,C,D,0
India,Bisexual,Muslim,Yes,C,-173.30633209232198,13.543202241398792,-47.362200441606255,A,A,1
US,Bisexual,Buddhist,Both,E,99.9522704478086,300.9385706183079,99.55060838901109,D,E,0
Brazil,Heterosexual,Muslim,Mental,B,12.40889914353642,-53.28616040745642,46.424430570368145,A,C,0
Mexico,Other,Christian,None,E,-192.02933053558442,135.14280079313986,-3.796914137379766,D,A,1
UK,Homosexual,Christian,Mental,A,89.69473788081923,-112.62301442396885,30.265307275261726,A,C,1
Brazil,Heterosexual,Hindu,Physical,E,-54.701023353429214,-87.107569150896,-128.97148649664126,D,A,0
Brazil,Bisexual,Other,Physical,D,50.30079618286296,10.477814921617092,-14.254819277671302,A,C,0
Other,Heterosexual,Hindu,None,B,145.9912459337924,3.123804231263633,6.9990451275076655,C,D,1
Germany,Other,Muslim,Yes,C,51.217148892756235,50.903259579330864,1.5655740513070922,E,D,0
India,Heterosexual,Other,None,B,104.82089336835934,-1.8961456011461173,-31.203119309955145,E,B,0
Mexico,Homosexual,Hindu,Physical,E,53.419938496495824,-16.860619156048354,12.05445271988979,B,A,0
Mexico,Homosexual,Christian,Physical,E,-0.28473291709366566,7.6173623719956,50.98284704125726,B,E,1
Mexico,Heterosexual,Other,None,A,58.01899610327753,-61.96664164649698,49.7455268557698,D,D,1
Germany,Homosexual,Buddhist,Physical,C,115.47510269136832,40.1018310322847,95.90457706659822,D,C,0
China,Heterosexual,Other,None,D,61.40427776440699,14.666125440854596,99.0653601352119,E,E,0
India,Homosexual,Jewish,Yes,D,-195.58228734879285,106.73881231222188,83.28809968584396,A,D,0
China,Other,Other,Both,B,55.74595797361578,-31.665285768117545,88.49743920670804,C,C,0
China,Homosexual,Christian,None,C,30.273521818228982,43.706263714759835,252.03793400516508,D,B,1
Other,Other,Other,None,E,95.8716370437801,-74.28733492050735,-112.5191202686195,B,C,0
India,Bisexual,Other,No,C,184.3359056825045,144.99790672061198,79.78266284277763,E,D,0
Germany,Other,Muslim,Mental,A,-175.3423782949609,-156.86281521354292,16.013721513569017,D,B,1
Germany,Heterosexual,Other,Yes,A,-25.932839866839036,-74.52565702418235,171.33502569547787,D,A,1
India,Other,Hindu,Both,C,-107.33542976027466,30.51195805330307,-98.91157357937426,B,E,1
China,Bisexual,None,Yes,E,117.56180501849951,-50.578097744169824,2.7432957632573975,E,D,1
Mexico,Heterosexual,Jewish,Both,D,214.63742983403606,-44.29656711461079,50.9561392905789,D,C,0
US,Bisexual,Muslim,No,A,-17.49381673986125,6.0522110155686875,-196.37249680418324,B,D,1
UK,Homosexual,Christian,Both,C,30.874001615737257,-62.31503076822273,20.037275660292966,B,C,1
Brazil,Heterosexual,Other,Both,C,-47.827911747358556,-68.88047068196543,10.0362675346831,B,A,1
India,Other,Muslim,No,D,185.32119377009744,2.37339266091706,-44.1469286729637,C,C,1
China,Heterosexual,Christian,Physical,E,82.16837322882415,-68.37816434723621,-62.25890305481736,B,A,0
Mexico,Other,Other,Yes,D,-169.7143034630954,92.04218084229055,-49.01052705373823,D,C,0
UK,Homosexual,Other,None,B,9.75650407393668,-142.04454824095666,91.92913982049423,E,E,0
UK,Other,Muslim,Both,D,-9.07097650578448,-7.323384772324115,97.08574070305377,E,E,1
Brazil,Bisexual,Buddhist,None,B,17.029222308691143,-32.678502759820354,34.9107323935246,A,E,0
Other,Other,Jewish,Yes,D,-275.0620328427212,22.77680763963171,58.346395098908985,B,D,0
Other,Homosexual,Other,None,C,38.55782974052751,-115.51738016240012,11.67633473599464,E,C,0
Germany,Heterosexual,Hindu,Physical,C,178.1359143609054,-18.584892367419435,-46.176254811345565,E,E,0
US,Heterosexual,Christian,Both,C,-110.50581934444952,188.97083675392844,38.65214975801231,D,A,0
Other,Other,Other,No,A,0.4229623244162308,-62.13439344383055,-155.9481182615504,D,D,1
Other,Homosexual,None,No,B,42.42891287676269,-105.76028822935122,-49.98593474124863,E,C,0
Mexico,Bisexual,Jewish,Mental,B,122.5565850293975,123.18714976668855,48.36344744525636,E,B,1
US,Other,Muslim,No,E,30.653213061048177,71.32337493662344,-148.92695642209745,E,C,1
Brazil,Heterosexual,None,Physical,A,-8.977328401582891,-13.774971245624393,-123.77954454447479,D,D,0
China,Heterosexual,Christian,No,B,7.00566070333164,-79.23737539731258,-39.84646208289943,D,A,1
Brazil,Homosexual,None,Both,E,108.51806697910733,-12.46560061659226,-70.30788706902146,B,D,1
Brazil,Other,Other,No,B,-3.298423169195118,134.7548628518415,15.467856788640265,E,E,0
India,Heterosexual,Jewish,None,C,69.2122367113483,-14.059440420824762,78.07457086524023,A,C,0
Other,Heterosexual,Christian,No,C,122.02353147962258,3.509356160129582,86.40644311953778,C,C,1
India,Bisexual,Muslim,No,A,161.12350282734255,27.244309307173047,-68.23938765331627,E,C,0
India,Other,Other,Yes,C,123.63683002792875,-56.97651068152953,100.95044600040706,B,B,1
Brazil,Heterosexual,Christian,None,B,63.897088160149465,-87.57928517873616,26.3278147748606,D,E,1
Brazil,Homosexual,Muslim,Both,E,124.96330709940963,7.2984707171412495,-69.93523143125634,D,C,0
China,Bisexual,Christian,Yes,E,-28.76054854623676,-93.63934933325314,-75.22652808673807,D,E,0
US,Homosexual,Hindu,Physical,C,13.999586876557238,53.969632208863736,-51.48978035868112,A,E,0
Other,Bisexual,None,Yes,D,58.509791290945614,48.93879938369533,39.17917755704878,D,D,1
Mexico,Homosexual,Muslim,Mental,A,8.505439351512146,-70.35256507016858,-1.8968090657782908,D,B,0
US,Other,None,Mental,A,-81.10706378942909,121.44073157615136,-85.50362913931774,D,E,1
Other,Heterosexual,Buddhist,Yes,C,-26.64909557650993,89.88604574070881,60.02287012663814,D,E,1
UK,Homosexual,Christian,No,A,134.60141972928852,-106.76411253039583,-204.3139975538355,B,B,1
Germany,Bisexual,Jewish,None,D,51.350851964913915,-72.2155687257993,-77.74829025335558,B,D,0
Germany,Heterosexual,Buddhist,Yes,B,112.00513738016183,-19.130950676907656,-41.71776227050844,E,C,0
Other,Bisexual,Christian,None,B,-163.02139574413658,-6.723987488074277,-58.926267784190145,E,E,0
Mexico,Other,Christian,None,E,17.843120902378388,-110.93709866426468,-86.98941932655698,D,E,0
China,Bisexual,Other,None,E,-146.00628980849328,-28.001288266444735,59.734553278871324,C,B,1
Brazil,Homosexual,Buddhist,Yes,A,29.953784561196056,89.89513953865648,-116.9904783806272,B,C,0
Mexico,Other,Buddhist,No,D,-97.63791248795701,1.0818537435379747,0.8932987368380191,E,B,0
Germany,Bisexual,Hindu,Physical,C,-0.042261120562768234,5.311299447203111,162.92446501167663,B,C,0
Mexico,Heterosexual,Christian,Yes,B,40.997133511744074,28.580436300177848,-96.62376388295364,D,D,1
Mexico,Homosexual,None,Yes,E,1.5363994455253998,-58.66819154154995,-69.73932663807099,E,C,0
Mexico,Heterosexual,None,Mental,E,-10.324863468232182,-150.86852434653628,43.13206578772493,D,C,0
Germany,Homosexual,Muslim,None,D,-107.65887141131975,-100.9344891620994,-139.2419304312335,D,B,0
India,Heterosexual,Jewish,None,B,-160.9497803286814,30.3313706662675,109.18458751877615,C,E,0
China,Heterosexual,Hindu,Both,C,124.09203707383172,-77.2037710970457,-98.95066692844019,D,B,0
Brazil,Bisexual,Hindu,Both,A,-122.3355730628706,-27.95661433315529,56.00727600050626,D,B,1
Brazil,Other,Jewish,Yes,E,-11.230747278765023,65.93444320492628,0.9351421881497953,B,B,1
Germany,Homosexual,None,Mental,E,-61.08057204072005,-39.4529966476367,-40.579479154982764,E,D,0
Germany,Homosexual,Muslim,Mental,A,-52.60280093243276,-106.37570507178707,172.63448731242474,D,C,0
Mexico,Heterosexual,Jewish,None,B,1.9218192146171784,32.271273794312165,-78.32842481443448,C,C,1
UK,Other,Hindu,Physical,C,31.08927622147128,70.18841200407606,74.61151470055445,C,D,0
India,Homosexual,Muslim,Both,A,-109.8021191056733,-40.815027215133995,36.87595958036041,B,D,0
Germany,Homosexual,Muslim,Yes,B,194.5398931730799,58.42383722420248,133.94951447380748,E,C,1
Other,Bisexual,Christian,Mental,A,23.718296229659295,75.05810907652666,168.4987643083939,E,B,1
China,Homosexual,Jewish,Mental,D,17.46227054288546,-73.35724390391987,-117.69074256456395,A,B,0
Mexico,Heterosexual,Buddhist,None,D,-222.26017423667642,-82.44311374934978,-45.185918150053745,B,C,1
US,Homosexual,Other,Yes,D,-61.05805387603627,63.674688553695724,115.89645528894212,D,A,1
Germany,Heterosexual,Buddhist,Both,C,20.200368812749105,-90.65906868477401,92.76539055701534,C,E,1
India,Homosexual,Hindu,No,A,-40.440067128483115,-21.4266802709366,-92.91471632074997,A,A,0
China,Other,Buddhist,Both,C,-41.887137332767374,19.66105415344194,-108.24644639642503,E,B,0
Other,Bisexual,Muslim,No,A,-1.796915283558242,-63.91708849831289,53.002863319146975,C,D,1
Mexico,Other,Jewish,Mental,E,-117.91500301244837,-3.2472938501469955,126.92200974849244,D,C,1
US,Other,Hindu,Yes,B,159.843472664996,31.2058921956237,-2.7982454335021667,B,E,0
Brazil,Homosexual,Other,Both,D,25.623545084218673,-91.99992423139281,-31.82289053657935,C,B,0
Germany,Heterosexual,Hindu,Physical,A,186.9917970831108,40.58544503224351,154.57315858015886,E,E,1
US,Other,Other,Physical,D,-7.160730785490871,-49.29601983637126,-48.60595244427064,A,E,1
India,Other,Buddhist,Yes,C,6.315711076629621,85.25974920049174,-77.21079106320559,E,A,1
US,Bisexual,Hindu,Physical,B,218.4569639024514,-110.09275622746581,-62.191034913291595,B,A,0
China,Homosexual,None,Yes,E,14.052369190321201,-47.0027941023399,137.39342585945718,A,C,0
India,Heterosexual,Jewish,Physical,C,-19.937411051260472,-51.609592003235385,-93.78773586765344,E,E,1
Mexico,Heterosexual,Jewish,Yes,E,115.70945509349188,-129.50870398951918,-20.577637453836438,D,B,1
US,Other,Muslim,None,A,135.07286398743682,57.08168558484425,81.75150644432719,B,B,0
US,Heterosexual,Other,Yes,A,57.47070347378161,-156.33319623589549,91.52442152903524,A,A,1
UK,Bisexual,Jewish,Yes,A,131.83456734397683,118.14971022964835,-154.57243999888752,D,A,1
China,Homosexual,Christian,None,C,-25.06540506886683,62.29109907553014,45.24662351167058,D,D,0
UK,Bisexual,Hindu,None,C,27.890524455641145,-26.573312049606006,-8.353320735905356,A,B,1
Brazil,Other,Hindu,Yes,A,42.69577521768228,31.601368149599857,42.505590263303446,E,B,0
Mexico,Bisexual,Jewish,No,B,76.41263820196306,-21.155785510583616,-90.32431275063605,E,C,0
Mexico,Bisexual,Christian,Physical,C,-20.57998310526009,-91.84288323239662,13.045107574705126,D,D,1
China,Other,Other,Yes,A,59.01927717568762,33.552953073054766,1.7847773315828066,D,B,0
Brazil,Bisexual,None,None,C,41.094311377440306,-24.497500679063126,93.4175613849445,C,C,0
China,Other,Hindu,Mental,A,86.39197701327853,-42.82268702621002,110.1545442680241,E,E,0
China,Bisexual,None,Physical,A,-155.72504672243204,-4.235458739656071,19.97693288628868,C,E,0
US,Bisexual,Hindu,None,E,-55.33112934031108,72.16607432566386,132.4629391063813,A,B,1
US,Heterosexual,Jewish,Physical,B,-50.92616198209112,-164.24186841973642,114.52791524573158,C,C,0
Brazil,Other,Other,None,D,95.72210814300098,236.3461844720363,-69.01025453964607,B,A,0
India,Other,Muslim,Mental,D,23.05241920288294,42.99352786556278,84.71872457386975,D,A,0
Brazil,Heterosexual,None,Mental,A,0.6015517196583381,-116.22270119506936,78.14148439392625,A,E,1
Germany,Heterosexual,Christian,Yes,C,-79.37015018148861,-42.308786114227715,-74.26029733130589,D,E,0
India,Bisexual,Other,None,A,124.66443782374228,-11.158869411629057,-71.1483258472256,B,C,0
Brazil,Heterosexual,None,None,E,180.59849748182194,165.2314801637763,18.306992864812198,B,E,0
India,Homosexual,None,Both,D,-101.64622723126797,116.35305132785257,-11.753730005524805,D,C,1
Germany,Heterosexual,Other,Physical,D,47.128574821203095,27.39687649681129,173.504780483105,E,B,1
UK,Homosexual,Buddhist,No,A,169.03592671654468,50.25611163742902,135.01202095927866,D,C,1
China,Bisexual,Christian,None,D,262.99393832438216,40.64464702538791,-88.50964071975123,D,D,0
Brazil,Heterosexual,Buddhist,No,C,-86.48764481216536,-24.625179129311025,-19.221402438314207,C,E,0
Mexico,Heterosexual,Buddhist,No,C,-86.85274045054223,63.597466631049194,-80.85222521393928,D,E,0
Other,Other,Hindu,None,B,84.46744181513682,-141.51859303378035,52.990429535490556,E,B,1
India,Bisexual,Hindu,Yes,A,-138.12861050454742,-30.37861202270195,-217.4562799565541,A,E,0
UK,Bisexual,Other,Yes,D,104.64098750559445,27.049341130030342,62.70295986885059,A,C,1
US,Heterosexual,Christian,Physical,E,-117.1728779268712,412.66676761680736,-36.63791201448655,C,E,0
UK,Bisexual,Hindu,Yes,C,-18.33357728542249,-178.41626389151682,174.65581055628218,E,D,0
US,Heterosexual,Muslim,No,A,-16.649627546854155,127.79400805407208,92.22846157702627,A,E,0
US,Other,Other,Mental,A,-52.65024629908838,119.37448159103764,-87.02776206677142,C,C,0
US,Homosexual,Buddhist,Yes,B,156.4890945824807,26.610565739994385,100.16499090430071,E,D,1
Germany,Other,Hindu,No,D,151.6647846900278,-72.88442758752136,-59.81386191979835,D,C,1
Germany,Heterosexual,Christian,None,C,-72.79442347165158,74.06243144231239,-13.570512735137779,B,B,0
US,Other,Hindu,No,A,7.85934918965686,-122.01571002867932,156.2637107854379,A,E,0
Mexico,Homosexual,Other,No,C,12.48402533334248,144.81364667841464,95.1865482301968,E,B,0
Germany,Heterosexual,Muslim,No,E,50.2841571957626,5.677878125287479,95.57541005608734,B,D,1
India,Bisexual,Muslim,Yes,C,-294.3307767654279,35.8455910830905,-74.6044746230828,C,E,0
US,Heterosexual,Other,Physical,B,46.025480046785695,67.02393970916536,180.99821255780358,E,B,0
Germany,Heterosexual,Muslim,None,B,84.9719732105758,119.64010981300844,81.36784765005099,C,B,1
UK,Homosexual,None,None,E,-95.77205214998737,7.142319390518072,-89.23354116602847,A,B,0
India,Other,Muslim,Yes,A,-132.6098520016519,-56.71936689379953,113.4632496363065,A,E,0
UK,Other,Other,None,E,117.39208439230622,7.346756919194948,109.21190225071089,E,B,0
India,Bisexual,Muslim,Mental,C,23.374011920300912,167.24389571748577,148.14560516605067,B,C,0
China,Homosexual,None,Yes,B,-74.93414883674706,-35.59093693617809,-71.39586449158891,D,E,1
Mexico,Other,Buddhist,Yes,A,188.2059463642516,122.7246766961704,-9.453411230980521,A,C,0
Germany,Homosexual,None,Yes,E,-237.37080973658448,-138.83215211799748,-180.27761439940292,B,B,1
US,Heterosexual,None,Physical,C,49.77504947293277,40.098203360302556,-128.09004586987962,B,C,1
China,Heterosexual,Hindu,No,D,119.04086031064953,123.83704228172667,94.59587423784836,C,B,1
China,Heterosexual,Hindu,Mental,A,-42.34428251198941,10.71058569949808,40.11531856972812,E,D,0
India,Homosexual,None,Physical,E,53.67746530773483,-102.46785432114184,22.033117846980076,B,A,0
China,Other,Buddhist,None,C,-45.78692028609772,-74.98451655077531,-25.098480867437296,A,E,1
UK,Heterosexual,Christian,Both,B,226.55506239462073,112.44529168247095,-52.32732538001169,C,B,1
Mexico,Homosexual,Hindu,None,C,-47.49279200220074,141.89268820293108,-26.393352516627417,C,B,1
China,Bisexual,Jewish,No,E,-111.43930252714782,8.608725656914011,-49.484991435009704,B,B,0
Brazil,Heterosexual,Buddhist,Mental,D,-150.71204804174582,76.34118821207274,196.82339713272307,B,A,1
US,Other,Hindu,Physical,A,-10.201782883173703,-25.981021932908,4.2415893469684125,A,D,1
