military,Disability,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,None,65+,E,-194.5534354988075,B,-78.08640302305199,-226.99155440742115,17.70530048576576,129.44013714353974,A,11.265913271685937,E,1
Non-Veteran,Physical,51-65,E,-2.149238515087634,C,46.64941666719877,-19.461428741597427,-19.80212715585911,4.225135290458835,B,-90.18853936946245,E,1
Veteran,No,26-35,C,63.805551137520034,E,-50.0710610492692,34.12627444407346,-255.42253673558116,-104.50736759961723,C,119.42125977338675,E,0
Veteran,Yes,26-35,B,13.665856787397967,E,-140.6449656285193,-178.62058743366987,-101.16762406921688,-35.5142458404275,A,190.4363195819788,D,0
Yes,Both,65+,E,-16.32129544799267,C,6.9191717876811945,-36.93326420627067,29.69571642227653,-19.569066402115403,A,-58.95874549971125,A,0
No,None,26-35,C,-156.48346199641372,D,-1.3634901827870118,-213.45547496590962,44.46027958262202,-16.68935126543993,A,35.703427334380684,D,1
No,Yes,51-65,C,134.1012190847968,C,56.17442796247407,-18.759262897798525,-144.16932671798315,-15.376500997057754,D,39.923852492936064,A,1
Non-Veteran,No,26-35,B,-141.03811992587222,D,167.89973082391384,-24.488858551806896,107.74072647059984,-154.05733547626164,E,85.02102305908171,D,1
Yes,Yes,26-35,B,165.62287003334603,E,16.132336852711035,-58.7665226908388,-34.30901352412914,-88.14731887681526,E,66.82642549783662,D,1
Veteran,No,65+,E,128.87252621483674,D,122.98969906182666,-212.05904482349075,90.19246355742054,-31.16797311732452,C,-119.03645383632242,A,0
Veteran,No,18-25,E,-110.51962256632439,D,-72.5564591727414,-19.875977694304797,-46.58160009924786,42.09974439086954,A,-43.63153002987239,B,1
No,Physical,26-35,D,92.91180649743296,B,197.17418983605188,-21.858062225128062,58.702075462386915,-2.109281500825222,D,-72.71678668095939,C,0
No,Both,36-50,B,33.63717224234036,B,6.06067719927136,46.216539004870114,-172.80343162261536,193.9555449829837,B,-35.172680568487394,C,1
Yes,Both,18-25,D,-23.801857921814793,A,-72.17402197309207,-52.76743245821534,-147.4311595468288,-87.85400551167861,C,-15.7680831642553,C,1
Non-Veteran,None,51-65,B,204.34014295068167,D,33.92330593637584,-27.840822969122748,111.44277333535129,-34.52614462723348,A,45.50416589533285,C,0
No,Physical,65+,D,79.21166446145268,A,-55.55460215608142,40.85693659350644,65.53735429080194,-17.94764284826953,A,-19.00621245764021,C,1
No,Physical,65+,E,51.823856461211214,C,-23.23485777376202,-107.69612954096517,-5.129816549738348,-92.67175343931221,C,-85.20639083284071,B,0
No,Both,18-25,A,89.36685970059347,E,126.49923115156281,23.98006024781374,34.840367142931306,115.13987707125818,D,3.8087546800975876,B,0
Non-Veteran,Mental,65+,B,135.2818031979823,E,82.92259206923849,-125.87591301312835,-13.156600857389227,-51.23451947726275,D,-69.1823185187901,B,0
Veteran,Yes,51-65,E,44.3337311280259,D,128.0328142680095,-118.14037602695389,112.02937638813646,-155.85048263833133,E,9.9768269637017,A,0
Non-Veteran,None,65+,E,90.61794196847221,E,-27.932966843775688,-108.79297774119918,-96.96624238864507,119.03607005997338,E,117.21639627138445,D,0
Yes,Physical,36-50,E,-51.49531508216838,D,108.5059736348892,-39.44184312554153,-14.617999407252661,-85.03911452259746,E,229.74627277519755,D,0
Yes,Mental,26-35,E,92.76726844126163,B,29.098037847453025,0.33332481031274797,266.7515226180856,92.839751673758,B,25.773749317993776,C,1
Non-Veteran,Physical,26-35,B,51.746124584572385,D,134.61954338138622,-89.367463701412,-127.76423677231463,83.43407400947159,B,164.85595929979365,B,1
Veteran,Both,18-25,A,13.938804724861392,B,-166.35274621905484,62.6073915481986,-87.2169988606938,77.82116083488529,D,-17.31769553971756,D,1
Veteran,Yes,65+,D,-15.542461836953262,A,-42.79658773446201,-127.17557449549881,-34.72734613614816,64.5926213336475,B,35.333630178492896,E,1
Veteran,No,18-25,D,89.29804346695926,E,-104.14228865634898,-113.66124207887059,46.67776272565773,101.30302707946181,B,122.23557570343786,D,1
Yes,Mental,18-25,E,-62.65580232578498,E,-4.016873738526578,-71.36142122128753,-181.02845462072605,-71.81879513696538,C,-8.868940329109854,A,1
Non-Veteran,Both,51-65,A,-104.42030504350839,B,-9.145083641715045,69.52126771380324,-175.85590174739397,26.93707836816716,C,76.22332443188444,A,0
Yes,No,36-50,B,-30.553246954484532,D,-146.11167287727156,-45.33625340363792,-36.6551970836427,-242.70890690153954,E,53.06451534861903,E,1
No,No,51-65,C,-71.4576921094437,D,-82.09389873355316,-106.08810638827148,-19.656928803521307,27.14270465471636,C,57.21875448957666,B,0
Veteran,Both,18-25,D,-151.6427542198595,B,-17.285574529952736,72.33197402478508,33.98483161214642,-121.39875521740518,B,144.08536053801865,D,0
Non-Veteran,Physical,18-25,A,29.45391838423098,D,-72.05271489412426,1.8713107924026626,23.136977212466597,-37.5910018003296,C,3.251302152615739,A,0
Non-Veteran,No,36-50,D,42.46142214625529,D,-7.533551773029842,94.34983313671373,-173.46495760001415,89.26865433583593,E,-16.489884295351104,A,1
No,None,26-35,B,22.554284676894913,B,30.04063693779811,150.8465504691315,118.69917202735624,30.028444606206723,A,199.39201112322712,A,0
No,Physical,36-50,A,177.14993179314604,C,21.75592443297755,29.108165785723024,36.91767900986462,-127.60408765823395,E,143.20021516341967,C,1
No,No,51-65,D,184.32655227754174,D,-37.93118858547718,-4.951162182627156,6.54542707316729,63.38700017375991,A,-156.7107547463719,A,1
Non-Veteran,None,18-25,C,21.959582944229446,C,121.39144594638012,-50.34583915008366,-41.38191435078907,38.49744750189443,C,-9.573476554325188,C,0
Non-Veteran,None,26-35,B,117.29667158317199,C,-119.23650869363951,13.645695152103036,30.24697254290797,89.13917175460165,D,-73.8423839204556,A,1
Non-Veteran,Mental,26-35,E,68.92932615828242,A,195.01629377679876,142.14572370433513,-69.02686457889548,-139.5277194380086,D,108.7010960614236,C,1
Non-Veteran,No,36-50,A,19.177696983758512,E,246.44721220743887,114.74896343283616,56.43551315639734,101.80893532708286,D,128.24938384154655,C,1
Non-Veteran,Yes,51-65,C,-27.398093277055757,C,-150.92719000492136,-57.881485691113454,-56.03768604221677,-33.99518980309392,B,84.10016730006559,D,1
Veteran,No,26-35,D,24.38378753722954,E,-127.13358774578603,19.708708134794737,-39.30252606004641,-76.68228314123094,C,-21.696492350541025,B,1
Non-Veteran,None,36-50,E,-116.0681441379533,E,-58.508626842617005,42.30835507425558,34.24782463109319,33.62937355880396,A,-9.136735043580526,C,0
No,Yes,36-50,E,-144.31626155110416,C,-8.82081840945662,-67.78183354239661,-101.40068155093583,173.19133634560012,C,47.73573463204158,C,1
Non-Veteran,Both,36-50,C,49.02527646879472,D,3.123600476098737,-14.941884258949045,-65.15047617296509,-19.72964827383191,E,-90.25946193986925,C,0
Veteran,Both,18-25,C,-72.55473371973402,A,-216.76020262213962,119.29415124997993,-10.291336466778507,2.652921208487494,C,109.5510175761751,C,0
Yes,Mental,51-65,E,-175.93138252814353,B,177.09883341126016,36.011477356137455,-71.1132120902953,38.954582569880635,E,-63.62486427757625,C,1
No,Yes,65+,E,-41.92337451731206,D,-20.413735848480417,94.78943979739577,37.78467597602565,42.87253002981376,E,22.52081514144166,A,1
Non-Veteran,Yes,51-65,B,71.94631554494713,C,-111.39826685994925,42.38662787443898,-160.33839905062112,5.830542167751574,D,15.113876027687503,E,0
Yes,Mental,51-65,C,-27.466667978306113,E,-26.39764238912971,27.87384059616916,39.54381681297423,46.54903883733501,C,-189.36289249939878,E,0
No,Yes,26-35,B,67.70101211079205,B,-19.43304394714635,17.765802139755973,-4.098205406405209,10.436193468669087,C,132.83356786435408,C,0
Veteran,Physical,36-50,C,52.41836560087436,E,-217.33727643431556,42.43269741193467,39.21175375583203,-226.40765849844175,E,-143.3825087689311,A,0
Veteran,Both,36-50,E,-31.705599916413586,A,-5.998645546472288,-59.456592780994825,4.7967737074374055,146.24004414060607,A,124.67777159541822,E,0
Yes,No,65+,A,227.20726834608348,D,327.56172194893657,-55.19628031726265,115.15404133278207,96.48893104154529,B,136.54875853101854,D,1
Yes,Physical,26-35,B,142.33806178256336,B,29.7305788067385,0.8016935118877919,170.25293910498297,-10.989600393713499,C,-37.66860111199838,E,0
Non-Veteran,None,51-65,B,-63.77548329931273,D,27.603984096783652,-166.7271162142862,-5.348435445655577,222.077443435382,C,34.68663115565514,E,1
Non-Veteran,Yes,36-50,C,34.272768588489946,D,60.704277441641885,-81.17066115893292,-19.609927165049566,-10.273574328423045,A,94.04723804560496,D,0
No,Physical,65+,C,52.062090048539346,D,88.06272432828511,-298.25184073877267,-100.88402334054017,26.218803929434113,E,-0.564174099830698,A,0
Non-Veteran,Both,51-65,B,-66.78309376566857,D,64.45049114393491,116.09734954531268,-39.04316712696792,208.48332176403977,E,-170.17459783531282,C,0
Veteran,Mental,51-65,D,49.538454677136215,E,50.86636644021737,91.41938108865978,73.3287733703674,-42.11378405588269,A,-30.411285574864976,C,1
Yes,Yes,65+,D,-87.74364583728243,B,-122.7337199210421,168.01180503221852,-60.48653956551647,-9.100497497748076,D,41.01920799996921,B,1
Veteran,Both,51-65,E,-38.45892659541864,D,-12.604103453279619,-109.24754684032101,57.33318775318191,46.358671989475184,C,52.16573704678119,D,0
Veteran,None,51-65,E,-10.563661417222631,D,-233.18624315571932,-173.7878798228277,-95.98222223059351,-91.10555962252008,E,-69.80312078410329,E,0
Veteran,Both,51-65,A,-31.826941987377865,D,163.28436780548,101.00714377296758,87.26481186798696,8.667745453567713,E,98.73604181100734,B,1
No,No,18-25,C,22.924448896119518,B,9.718867099891385,-85.0869597818544,-8.88034150392203,46.3141318096656,E,183.1842839549126,E,1
Veteran,Yes,36-50,D,-126.34975640428101,A,-43.51838145047518,-108.65300258348101,-120.64015550328186,187.08583449290126,A,-121.08728999250349,B,1
Yes,None,18-25,A,-44.793716186422735,C,-84.53745839165836,-126.37965535196388,15.21181483293119,112.80313337085286,A,-39.21568754319787,A,1
Veteran,Yes,51-65,B,57.994350927583824,C,67.2628525386798,28.1505171208707,16.613324479424087,-0.9572097946975092,D,-121.77989346638982,B,1
Non-Veteran,Physical,36-50,C,-54.259575281699455,E,196.30879741194042,104.65521711696357,72.1057621587085,34.75633202089834,D,-19.3814079618436,C,1
No,Physical,36-50,E,-74.53133503507951,D,-23.477223581813046,33.996071222867144,-147.12350106703803,-42.2023423411857,C,54.87442767118198,B,0
Yes,None,26-35,D,-65.78966612186285,C,-76.6492605208467,-176.4348157824192,133.10225626370445,189.91898924741136,B,-35.80051121875069,A,1
No,Yes,65+,B,-40.214215109014404,D,43.125756877640136,-81.53624851688596,12.153629481489709,91.8746827229441,B,-5.295373602644672,D,1
Veteran,Mental,51-65,C,0.5513563333885436,E,-25.95975455106614,6.381308171185809,88.75399425005503,-143.266048885223,C,-30.317870955793293,C,1
Yes,Physical,36-50,A,72.08220307173929,C,-231.29134313911277,-132.50807314265026,17.224764119604274,110.14168003196225,C,-79.43868210851639,A,1
No,No,18-25,D,-40.57647293893144,C,304.8050561248525,-108.44974580445512,50.209479328847316,27.278663903244784,D,-104.90831079287703,A,0
Non-Veteran,None,51-65,B,-120.16564334081426,C,156.89758172524463,-25.548562418260524,11.026309623948075,-32.93890211191239,C,63.44544721544943,C,1
No,Both,65+,C,-73.17869878143674,C,2.1745521482265326,-96.43860993717138,-21.845475227637817,-30.5430875803748,D,64.0918498518038,A,0
Non-Veteran,None,65+,A,186.50642003656625,C,-37.938559763076654,-72.51258981143268,-222.04830880100198,129.00608331445486,C,120.44514651223639,B,1
Non-Veteran,Mental,26-35,E,0.261817512494178,C,-103.61163744161634,-96.71694083882753,70.62196266540778,135.8813307689032,D,55.04826378892756,E,1
Yes,None,18-25,D,54.05744594004801,A,-40.07047726292062,-54.61009644869692,-11.258562246421628,32.02993701157994,C,-76.17966755723549,C,0
Veteran,No,51-65,C,-145.87865521485116,E,-90.41950885170057,-199.77939839247824,20.63505383019462,56.21181026908444,A,-130.8192701330827,B,1
Non-Veteran,No,65+,D,-16.010476980073204,A,48.99548971941301,7.1318097742772615,132.5046198557365,75.00783084776054,C,114.44719791715401,B,1
Yes,Mental,51-65,A,100.26809154961111,A,-49.90365653478812,-177.05113054591303,-26.451318470949154,-65.85489502985266,C,-155.7280956988766,E,0
Non-Veteran,No,18-25,E,-140.18189342907766,C,-166.3695262044165,72.38485301728794,-164.6206703548097,-51.902730406600625,B,-16.362998152202817,C,1
No,Yes,65+,A,-196.05917521935282,E,27.438405573907467,-21.031435845985566,177.1064873947169,-83.05105258638207,E,28.923705172030466,A,0
No,Physical,26-35,A,-136.08056677575132,C,-77.41798303432988,35.42147455762327,-99.45857912285184,12.295892016179604,B,-141.91002745497636,B,0
Veteran,Mental,18-25,A,45.82038905614103,A,-238.56772559428404,-127.58802385558499,-57.43367541885862,-100.66790020851374,B,29.924543867683074,D,0
Non-Veteran,Physical,26-35,C,-74.89965543789806,A,10.61073178032292,201.26252904716443,137.4824119511879,-74.74713056564136,D,80.04546811211478,D,0
No,Physical,18-25,E,18.9160239960268,C,-44.37136270204712,-101.00126694174914,-306.1282234132389,-74.07215914848176,B,-35.264954340757235,B,0
Non-Veteran,Physical,26-35,C,127.52345062929223,D,-48.84813127799363,-19.427048247018092,61.094287932605376,183.28160970198084,D,10.942581293026276,E,1
Veteran,Both,18-25,E,-43.583347802188364,B,-58.7319517743343,-131.33013815447973,-123.5288355621855,-5.119664608124848,B,92.74171727531652,C,0
Non-Veteran,Mental,18-25,E,-43.70151262199718,E,4.3021543909248745,-22.211388620520523,53.1820188529315,-4.32288625370644,E,224.08718832795148,A,1
Veteran,Yes,51-65,A,135.51837917314754,E,-32.475048497007776,-35.37157900460151,222.07340225388967,-31.796850876948916,A,-21.950571656207284,C,1
Veteran,None,65+,B,38.45619748560863,C,48.618914198973705,-230.3361396976231,127.36576900735774,90.9070794098957,D,-82.06739728188985,C,0
Yes,Physical,36-50,A,-24.384760502740583,A,88.73485019651991,-49.62472160739408,54.55298979277209,-28.71264234386376,B,78.35047949263235,D,0
Non-Veteran,Yes,51-65,E,-208.74286806363807,C,-20.379806361131305,9.249319691424862,-38.426122000819156,135.94570053756658,E,-78.18916597255975,B,0
Non-Veteran,Both,36-50,A,-158.51076066174227,C,-68.69078116171504,95.82738184776065,91.43429445421735,-141.40609250763322,E,3.857974870616331,B,0
Yes,Both,26-35,E,-92.88810858946785,B,-180.88026122601875,116.91358932363653,122.59810696746986,-47.31264476837542,B,-33.80509117763079,C,0
Non-Veteran,Both,51-65,D,80.79575124132323,D,-35.764889171531635,-10.20390154269342,36.471776355941785,-47.48460017759748,A,29.059014406139312,C,1
Yes,Both,36-50,B,169.44547293337303,E,-73.06549344648963,15.121447904207766,74.7718881009388,-171.32848671135685,C,29.960605071365343,C,1
No,Physical,36-50,A,85.78951254283767,D,-41.27123985166122,204.5938053468672,61.86030186723788,-15.869077320378308,A,-20.56396175921024,E,0
Yes,Both,51-65,E,-167.85562346548687,B,-106.57030610796751,-69.11638569991045,59.94236264665563,-28.702838998446474,A,-74.27855917472921,C,0
Non-Veteran,Physical,18-25,A,101.24702008976843,C,-54.16864346174267,-86.18230782909785,28.283739006288055,-76.44131158412452,E,149.66423163958333,D,0
Yes,None,18-25,E,-102.53511106165669,B,-7.970621951337489,-110.41984476366218,-170.40413087177612,27.026617048229422,D,-161.13352686903676,A,0
Non-Veteran,Yes,18-25,B,-85.37195294136252,B,-30.60737631393836,22.948991149644854,48.01081685252343,-114.44071134456475,D,-32.330652936744485,A,0
No,Physical,18-25,D,-149.7251124579052,A,-120.43534999096495,-113.16007312095415,125.12837907168519,-39.40993027430325,B,14.37595751066957,C,0
No,Mental,36-50,D,-136.21834661340827,E,-213.22568646551602,5.348477184795445,213.35251060603926,261.2845281660496,D,-157.39653362673465,D,1
Veteran,No,65+,D,63.06026262079302,B,14.776933842533838,42.936514379250625,-41.56190777879439,-97.29400934992002,C,144.28991165508404,C,1
No,Yes,65+,A,-25.84597840290341,B,68.58835160414742,-186.16169637162713,-33.89635088824659,-57.74298304869507,C,-99.34395503015281,E,0
Yes,No,18-25,B,-304.17935881053046,D,-84.84323134317808,46.20288690165894,101.3062557773758,57.74849794795126,C,-87.5449418347864,A,0
Yes,Physical,26-35,A,12.17368182430772,E,-59.73296296278144,8.003641208088018,101.33769376911272,53.22089110814411,D,62.60870729118287,D,0
Non-Veteran,Physical,51-65,D,95.76243129485209,C,1.150276647667535,90.5399110129071,-13.656954441552887,5.0930360518563385,D,-30.125202387526116,A,0
Non-Veteran,Yes,65+,E,44.9077555989944,C,-12.955123671412668,-85.29630642809005,-129.19677446953477,173.86128535930072,C,48.67642392217685,C,1
Non-Veteran,Physical,26-35,B,-100.87832241599664,A,40.33085504514206,5.804456672152385,9.633297000727206,-208.27771352724,A,181.84747085285878,D,0
No,Physical,36-50,B,10.013604314034533,B,88.3704384833999,-90.9593579699986,-122.15494719866886,58.14533000716069,C,17.175399443586098,A,1
Yes,Physical,65+,B,-39.34579906868083,A,189.29284356538605,18.9148921497439,-87.08020404680275,-33.648158184582414,B,-135.4795020222715,E,0
Non-Veteran,Physical,26-35,A,-34.19032770044437,D,-33.752600508495036,-6.377813428597583,-133.30376243464505,174.1232995039783,C,-12.270750238156495,A,0
Yes,Yes,26-35,D,-61.610599860104486,C,-9.266632575302935,-96.11839073524288,-68.25942078223565,62.18068606490086,C,3.1018606979865417,A,1
Veteran,Mental,36-50,C,57.08829650075283,B,20.652510890925853,-28.568529959634443,-101.86736500239246,217.12943346207481,D,-236.4711413131701,E,1
No,Mental,18-25,A,-46.837957035604525,A,44.80457561260322,-2.0012298831733513,-1.001334999928074,-27.87634054668078,D,-43.7554491006497,A,0
Veteran,None,36-50,B,-256.96170496962026,B,64.42480570174402,80.06439420194903,64.74775556518391,75.16621946632986,B,17.027843593716977,D,1
Non-Veteran,No,65+,B,8.949139619207495,E,64.47931948703356,-50.93114774617092,63.45402071962211,-144.73325270139173,C,-13.192309322006384,A,1
Yes,Yes,51-65,B,18.09942815106532,A,-75.66116944369789,-24.93153322271783,58.68266630510729,-137.67903307492196,D,73.58477065757901,B,1
Veteran,Both,18-25,C,-13.281331726667133,E,-109.17396211043429,51.846970570094776,107.52985741823218,-40.18368999081153,D,70.06407976394644,E,1
Non-Veteran,Mental,18-25,D,-130.58046796008736,D,-38.01390085367432,141.75312542298096,72.10073206351586,31.319898934848272,D,-34.97840626644068,B,0
No,Mental,18-25,B,127.80127858268231,D,-153.2059510423133,-52.84230925767278,73.80356860396977,18.88987790811094,B,-55.52081985973516,A,0
No,Mental,36-50,A,30.8977413012608,D,-98.03854652914563,-123.00594868650636,-44.106519557386484,102.08164522722325,C,31.09806293189154,B,1
