religion,birth_year,Disability,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,target
None,24,Yes,Bisexual,C,158.00953607207418,E,A,E,0
Christian,43,None,Homosexual,C,80.85977030871649,B,B,A,1
Hindu,66,None,Other,D,-31.374739941978596,D,D,E,1
Muslim,55,Physical,Homosexual,D,-9.687834691000829,C,E,C,0
None,29,Physical,Bisexual,E,193.26535969392674,A,D,B,0
Muslim,45,None,Homosexual,D,69.02678537812899,E,A,B,0
Hindu,48,Both,Homosexual,B,97.57392719365592,B,D,B,1
Buddhist,38,Mental,Bisexual,D,-22.618162936062127,E,D,E,0
Other,89,No,Bisexual,D,41.392257886658776,A,D,C,0
Other,30,Mental,Heterosexual,B,82.60474909049886,A,C,D,1
Muslim,96,Physical,Heterosexual,A,31.792808309599607,A,C,A,1
Jewish,97,Physical,Homosexual,B,97.21472417546786,E,D,D,0
None,96,None,Heterosexual,C,-12.087313659281467,E,B,A,0
Muslim,31,Both,Bisexual,E,178.42435664792214,B,D,E,0
Jewish,67,No,Heterosexual,E,43.35732037919545,E,A,E,1
Hindu,78,Mental,Other,C,106.40268148187775,C,C,A,0
Muslim,48,Physical,Homosexual,D,-75.35507470221016,B,C,D,1
Buddhist,91,Both,Other,D,-73.26188567899024,C,E,B,0
Jewish,78,Yes,Homosexual,C,-73.37024992298582,A,C,C,1
Christian,35,No,Homosexual,C,123.28913488279025,C,E,B,0
Muslim,32,Both,Heterosexual,D,120.58680627261604,D,E,A,1
Buddhist,68,Yes,Heterosexual,A,-31.517371739941012,D,B,E,0
Buddhist,59,None,Homosexual,C,15.646117577421828,C,A,C,1
Christian,18,Both,Other,D,63.50896829093886,D,C,C,1
Muslim,68,Yes,Bisexual,E,43.024557791411205,C,A,B,0
Hindu,73,Both,Bisexual,A,105.06197504951125,E,A,A,0
Muslim,49,None,Heterosexual,D,150.1161251113185,A,A,E,1
Christian,34,Mental,Homosexual,E,32.33176400023295,C,D,A,0
None,83,Both,Bisexual,A,66.62839157455676,D,A,A,0
Buddhist,77,Mental,Homosexual,E,-230.3480721258349,D,B,E,1
Buddhist,48,Both,Bisexual,D,107.15267181328234,C,B,A,1
None,32,Both,Heterosexual,E,-47.40304844909597,C,D,D,1
Buddhist,48,No,Other,A,150.2340018875944,C,C,C,0
Jewish,21,None,Homosexual,B,-56.09654541611337,C,B,A,0
Buddhist,40,Yes,Heterosexual,C,-36.466898257959905,E,A,C,0
Jewish,48,None,Other,B,101.36414038312142,B,A,A,0
None,92,No,Homosexual,C,116.42401637549358,D,B,E,1
Buddhist,83,Yes,Homosexual,B,-51.739827268563424,C,B,C,1
None,44,Physical,Bisexual,C,32.11474105561634,D,D,B,0
Christian,58,No,Heterosexual,C,64.72142337869778,C,B,E,1
Christian,33,No,Other,D,30.956221024491093,B,C,E,1
Other,84,Yes,Other,C,-25.360645029225083,A,C,C,0
Muslim,99,None,Bisexual,C,40.5025882612119,B,C,E,1
Buddhist,36,Mental,Heterosexual,A,-61.43433424856832,B,B,B,1
Buddhist,64,None,Bisexual,E,-20.233166367238844,B,B,E,0
None,21,None,Heterosexual,C,-16.068368723313444,B,A,D,1
Muslim,40,Both,Heterosexual,E,-101.2545695729249,D,E,C,1
Muslim,76,Mental,Bisexual,C,-114.38296747882117,B,C,E,1
Christian,25,Both,Other,A,21.17281124646755,B,A,A,0
Hindu,61,Mental,Bisexual,A,28.8330724771221,B,D,E,0
Hindu,52,No,Bisexual,B,-5.26971014576505,A,A,B,1
Buddhist,83,Both,Heterosexual,D,-130.55613032491942,A,D,D,0
Hindu,69,No,Heterosexual,E,-52.36208294431599,A,E,A,1
Christian,85,Physical,Other,B,-16.74652774459765,A,A,A,0
Christian,27,Mental,Homosexual,A,8.21650421458207,A,A,B,0
Christian,96,Yes,Heterosexual,D,100.51807041725189,D,A,C,0
Christian,76,Physical,Heterosexual,E,142.7708574071505,B,D,E,1
None,86,Mental,Heterosexual,E,-173.2699631348781,B,E,A,1
Jewish,85,None,Other,D,-85.46974351335764,C,C,E,0
Other,45,Mental,Homosexual,E,-2.771880748422253,E,B,D,0
Muslim,71,Mental,Bisexual,D,-39.439100777068724,E,A,E,0
Other,49,Yes,Homosexual,E,8.897796723045957,D,A,A,1
Jewish,19,Yes,Bisexual,B,-66.61459089323087,D,B,E,1
Buddhist,67,None,Heterosexual,A,212.13401714087718,A,E,E,0
None,53,Both,Homosexual,C,37.650992789469925,E,D,A,1
Other,77,Yes,Heterosexual,A,-93.41545873504309,E,C,C,0
Christian,62,Mental,Other,D,-12.243326686318664,C,E,C,1
Other,24,Both,Homosexual,D,-61.768160572648554,E,C,D,0
Jewish,35,Both,Heterosexual,B,-106.53496232522409,E,C,A,0
Hindu,66,Mental,Heterosexual,C,102.37358577408948,D,A,A,1
Christian,82,None,Heterosexual,C,11.952951761549347,E,E,C,0
None,27,Physical,Heterosexual,A,-33.749243447048784,B,E,A,1
Other,36,None,Homosexual,D,50.61613035681349,C,A,C,0
Other,56,No,Homosexual,E,-63.17009631128175,B,A,C,1
Other,24,Mental,Other,A,-15.352596185279982,D,B,D,0
Jewish,58,Mental,Heterosexual,A,21.722718297589257,A,D,C,0
Buddhist,24,Both,Heterosexual,A,85.75824214989083,D,E,E,1
Buddhist,56,Mental,Homosexual,D,-32.136357247624616,A,C,A,0
Buddhist,71,No,Homosexual,E,41.35919448208833,C,E,C,1
None,34,Mental,Other,B,84.8656264635053,A,E,D,0
None,60,Physical,Homosexual,A,-159.6548341968131,A,A,D,1
None,44,Yes,Other,A,-153.62843226516085,B,A,E,1
Christian,87,Mental,Homosexual,D,183.29437276947215,A,C,E,0
Buddhist,72,Yes,Heterosexual,A,-4.6617496967368055,E,E,A,0
Muslim,47,Mental,Other,D,-108.15137464995699,D,D,A,1
Hindu,46,Yes,Other,B,77.45722430893119,B,C,B,0
Buddhist,94,None,Heterosexual,E,-152.35308214237767,B,B,D,0
Christian,39,Mental,Heterosexual,B,30.863402236427707,E,A,A,0
Other,26,Physical,Other,B,34.90606327868059,A,B,C,0
None,59,No,Bisexual,B,-134.22211627334912,D,A,C,1
Jewish,78,Physical,Bisexual,A,-85.79050087167653,D,D,C,1
Buddhist,65,No,Heterosexual,D,-92.74496518230961,A,A,A,0
Muslim,28,Yes,Other,A,-92.90748037420173,E,D,B,1
Jewish,36,Both,Homosexual,E,-206.8003110616436,A,B,A,0
Hindu,49,No,Heterosexual,B,-74.23071643280261,C,B,A,1
Other,30,None,Bisexual,D,-157.10925262621433,C,D,D,1
Hindu,99,Mental,Bisexual,B,-139.55081264471667,C,E,B,1
Jewish,82,Both,Bisexual,A,63.04726703207619,B,E,A,0
None,61,No,Bisexual,A,105.59013288320396,B,A,C,0
Christian,99,Mental,Other,A,-152.75538620439116,D,C,B,0
Jewish,81,Yes,Bisexual,A,-4.818076856336222,B,C,C,1
Buddhist,88,Yes,Bisexual,D,-98.35393152816633,B,B,D,0
Buddhist,68,Physical,Bisexual,D,74.83153744509714,D,E,B,0
Hindu,48,Yes,Other,D,-147.1434208362008,A,B,B,0
Christian,82,Both,Homosexual,C,-4.390913368097953,D,E,D,1
Hindu,85,Mental,Homosexual,C,-214.11943037363113,C,C,E,0
Christian,88,None,Homosexual,D,88.33672845730666,B,D,A,0
None,91,Yes,Bisexual,E,31.715274213625793,D,A,E,1
Jewish,18,None,Other,A,83.55423712264704,B,A,E,1
None,39,Both,Bisexual,D,-19.04798464873951,D,C,B,0
Other,55,No,Other,B,-5.196947596036554,D,E,A,1
Hindu,61,Mental,Other,A,-247.4371663581934,E,B,E,0
Jewish,96,No,Homosexual,C,-27.57789042932402,E,A,D,0
Christian,46,None,Heterosexual,B,52.80213966405909,B,A,C,1
None,52,No,Heterosexual,B,99.8292891980943,B,B,B,0
Buddhist,35,None,Bisexual,B,77.96696575295962,B,C,A,0
Christian,62,No,Other,D,-190.65571351929933,D,C,D,0
Buddhist,54,No,Heterosexual,D,0.023528039682342083,D,B,A,0
Other,68,Yes,Heterosexual,D,63.424905914773845,C,E,A,0
Buddhist,71,Mental,Bisexual,A,48.612750351234986,C,E,D,0
Hindu,39,No,Other,E,-4.7542922950784625,A,B,B,0
Hindu,20,No,Heterosexual,E,-47.64544935493043,B,A,A,0
Jewish,20,No,Homosexual,A,12.77845712361804,C,B,E,1
Hindu,99,Yes,Bisexual,E,5.295776202731188,A,C,D,0
Christian,33,No,Heterosexual,A,-115.38146454561169,A,A,E,0
Hindu,81,None,Homosexual,C,-31.267022811471733,D,D,E,1
None,37,No,Homosexual,D,-144.08702741093052,C,D,E,0
Muslim,34,Physical,Bisexual,C,70.94560414168397,E,D,A,0
Buddhist,25,Both,Other,C,-27.258138530837563,E,B,D,0
None,95,Physical,Heterosexual,D,-94.01240762083259,A,B,D,1
Jewish,67,None,Homosexual,E,35.73684502534045,C,E,C,0
Hindu,31,None,Homosexual,E,46.283004622548326,A,D,D,1
Hindu,75,Mental,Heterosexual,C,42.40326991722304,E,C,C,0
Jewish,79,Yes,Homosexual,A,180.13134874964223,A,D,E,0
Muslim,45,None,Other,E,-118.3766254069704,D,D,E,1
Christian,34,None,Heterosexual,C,-29.29500435719003,C,B,E,1
Christian,67,Yes,Bisexual,C,11.552887172808092,C,E,C,1
Christian,28,Mental,Heterosexual,A,21.353938855936057,E,B,E,0
Other,98,Yes,Bisexual,C,-60.59466204182723,A,B,D,1
Hindu,21,Yes,Other,C,-119.24211796527466,A,C,E,1
Jewish,42,Mental,Other,C,146.134170942157,B,C,E,1
Christian,73,None,Other,E,-87.10482483839489,A,D,C,0
None,68,Mental,Heterosexual,D,112.10922173698579,A,D,C,0
Christian,41,Mental,Heterosexual,B,54.786243708698294,C,E,B,0
None,57,Mental,Other,A,-162.7121837235453,C,A,B,0
Muslim,90,Physical,Homosexual,B,137.18676714701147,E,B,B,0
Christian,98,Mental,Homosexual,B,-32.40171363236701,E,A,B,1
None,98,None,Bisexual,C,35.25316768077852,C,C,D,1
None,98,Physical,Homosexual,C,59.010660146211066,C,A,A,0
Hindu,30,Mental,Homosexual,D,32.83237898250363,D,D,C,0
Christian,60,None,Bisexual,C,-164.29833677504251,E,B,C,1
Jewish,70,Both,Homosexual,A,28.059427111600343,D,B,C,0
Jewish,39,Physical,Other,D,42.744395226259726,B,D,B,0
Buddhist,72,None,Other,A,75.21207129487033,B,E,D,0
Christian,71,None,Heterosexual,C,-150.2255795643316,A,D,D,1
Christian,56,Yes,Bisexual,E,-25.490238435976835,D,E,E,1
Other,71,Yes,Other,B,-185.6195572683889,D,C,C,0
Christian,32,Physical,Bisexual,B,-5.386780879504797,C,B,B,0
Buddhist,72,No,Other,D,-140.6886165681397,C,B,A,0
Christian,56,Mental,Heterosexual,A,130.41461282626102,E,E,E,0
None,99,Both,Homosexual,B,-173.52506600274347,B,B,C,0
Muslim,57,Physical,Heterosexual,B,13.87061445446075,C,C,A,0
Muslim,26,Mental,Bisexual,D,-33.08559974565737,B,C,A,1
Jewish,49,Mental,Homosexual,A,116.83131245290825,B,D,D,0
Muslim,27,No,Bisexual,D,-30.991842894310896,E,C,B,1
Buddhist,91,None,Homosexual,B,70.54800697976617,C,D,A,1
Muslim,41,Both,Heterosexual,C,-44.82495896511027,D,A,D,1
Buddhist,64,Mental,Other,A,51.40515628414577,E,A,E,0
Buddhist,45,Yes,Heterosexual,D,39.673166725965935,C,C,D,1
Christian,20,Mental,Heterosexual,C,-75.91254330378824,C,E,D,0
Jewish,85,No,Bisexual,C,20.784146518587384,B,A,C,0
Muslim,70,Physical,Bisexual,C,2.8494082018219538,E,B,A,1
Christian,35,Physical,Heterosexual,A,176.72355771600095,D,C,A,1
Christian,18,Physical,Homosexual,C,-113.50125488190162,A,D,C,1
Jewish,48,Both,Bisexual,A,34.050261293861716,C,E,C,0
Buddhist,77,None,Bisexual,D,66.91133621932141,B,E,E,1
Buddhist,19,Yes,Homosexual,E,203.56245290376145,C,A,D,1
None,53,Mental,Other,D,80.78838024505721,C,A,C,0
Buddhist,52,No,Heterosexual,B,57.50348736654581,C,D,E,1
Muslim,27,Both,Bisexual,A,-188.27330634932892,E,B,C,0
None,79,Yes,Other,E,-33.904325157388264,B,D,D,0
None,79,Both,Heterosexual,C,16.10585107669008,B,A,A,0
Hindu,82,None,Homosexual,D,-78.34336203829288,B,D,B,1
Muslim,50,Both,Other,C,53.97919664801194,C,E,B,0
Hindu,31,Mental,Heterosexual,A,-103.00295430409992,E,D,D,1
Buddhist,70,No,Bisexual,B,28.587007843548534,E,E,C,0
Hindu,35,None,Homosexual,D,31.472657003346953,A,A,A,1
Hindu,92,Yes,Bisexual,B,-4.994741866137205,B,A,D,0
None,31,No,Homosexual,B,-61.02846040193851,D,D,B,1
Muslim,26,Physical,Homosexual,A,-73.60268220628414,E,D,E,0
None,98,Physical,Homosexual,A,-61.645551324517214,C,A,D,0
Muslim,22,Both,Bisexual,A,20.84879180811546,A,C,C,0
Jewish,89,Physical,Other,B,-179.62597849878577,E,D,C,0
Muslim,42,None,Homosexual,D,105.88629961448295,E,D,E,1
Muslim,38,None,Other,A,120.17528944499433,A,E,B,1
Buddhist,79,None,Bisexual,E,102.33773462620167,E,C,D,1
Other,60,Yes,Other,D,-1.7209159258955948,C,D,C,0
Hindu,68,No,Heterosexual,B,-23.054028689231185,E,C,C,1
Jewish,54,None,Homosexual,B,69.36368525260657,C,E,B,0
Muslim,47,No,Homosexual,C,-152.77754011573296,C,A,A,1
Jewish,69,Mental,Homosexual,E,316.7853586489823,D,B,D,1
Hindu,58,No,Homosexual,B,-75.7718562157403,A,B,C,1
Hindu,35,None,Homosexual,E,53.861984578893775,E,E,D,1
None,40,No,Other,B,102.97797799303343,E,B,B,0
Other,78,Both,Bisexual,E,2.643254536962952,D,B,A,0
None,21,None,Heterosexual,D,49.20191861047172,D,A,C,0
None,88,None,Heterosexual,E,-85.3249296422519,D,D,E,0
None,58,Mental,Homosexual,D,-24.805295392307706,B,A,B,1
None,61,Both,Bisexual,E,57.109266601508445,E,B,D,1
Other,31,Physical,Homosexual,E,-57.92685588716917,B,A,E,0
Jewish,36,Mental,Bisexual,C,-97.54255041861578,B,A,D,0
Jewish,77,Yes,Heterosexual,E,115.64452089765263,B,A,B,1
Hindu,94,Physical,Heterosexual,B,-21.656203871613318,D,D,C,0
Buddhist,56,Both,Other,B,-170.42606940222998,A,A,C,1
None,41,None,Other,D,-51.7831112644054,B,A,D,0
None,69,No,Homosexual,C,-98.35986644961011,C,D,A,1
Muslim,47,Both,Heterosexual,D,-22.22041783406994,A,E,C,1
Christian,21,None,Heterosexual,B,-67.55269826371072,C,C,B,0
Christian,96,Mental,Other,E,155.53035130554423,B,A,C,1
Buddhist,28,Mental,Other,B,148.9909908416252,D,A,B,0
Christian,85,Yes,Other,C,13.368470089238988,E,B,D,0
None,67,Physical,Bisexual,B,109.60369769919805,C,A,B,1
Jewish,46,No,Heterosexual,E,-14.4128355480305,E,C,A,0
Christian,64,Yes,Heterosexual,E,-85.81471633985076,B,E,B,1
Jewish,87,Physical,Other,A,102.97826985547913,B,C,E,0
None,56,Yes,Heterosexual,C,-112.72200702479513,A,D,B,0
Other,62,Mental,Homosexual,E,140.89605174106643,C,B,B,1
None,88,Mental,Heterosexual,A,-11.54162115048159,E,C,A,0
Hindu,42,Mental,Bisexual,D,-79.21472237531933,D,C,C,0
Other,47,None,Other,A,-82.14793751829963,A,B,C,0
Hindu,32,No,Bisexual,D,96.98329638047663,C,C,C,1
Muslim,65,Both,Homosexual,D,100.8972322433794,D,B,B,1
Hindu,96,Both,Bisexual,A,60.43894666257955,B,A,A,0
Hindu,35,None,Bisexual,E,133.46120153173703,E,B,C,1
Christian,42,None,Bisexual,D,-20.085453379449838,C,D,E,0
Jewish,56,Yes,Other,A,-27.065372180496837,B,C,A,0
Hindu,71,None,Heterosexual,B,-10.95788208277143,C,A,E,1
Other,28,None,Bisexual,A,9.957736792074575,D,D,D,0
Buddhist,81,Both,Homosexual,B,-127.67496308186152,D,B,B,0
Buddhist,88,Physical,Homosexual,B,-22.953419547572913,D,A,A,1
Muslim,19,None,Other,C,-77.1034477092269,C,C,D,0
Christian,61,None,Homosexual,E,-83.01935056084314,B,E,A,1
Other,62,No,Bisexual,C,60.92970154332041,E,D,D,0
Buddhist,22,Physical,Homosexual,E,126.86195804194031,A,B,B,1
Christian,18,Mental,Homosexual,D,-62.33932498547895,D,E,C,0
Jewish,44,Mental,Other,A,-51.58321455928282,D,C,B,1
Christian,75,None,Other,B,-80.93339028888614,A,C,A,1
Hindu,65,Physical,Other,A,154.43521986946365,B,B,A,0
Muslim,62,Physical,Bisexual,B,92.73124114194992,A,C,B,1
Muslim,57,Both,Bisexual,B,24.48803694197185,E,A,D,0
Muslim,48,Mental,Homosexual,E,-52.97884127331943,D,B,B,0
Hindu,32,Yes,Bisexual,A,-96.93167971289505,A,C,D,0
Christian,70,No,Other,B,-156.64258029162824,D,E,D,0
Other,54,None,Other,A,-45.57039619043806,C,E,C,1
None,64,None,Homosexual,C,-163.42159269834502,D,E,B,1
Muslim,23,No,Other,B,67.9504040127987,C,B,D,1
Other,52,Mental,Other,D,19.677702959433603,E,D,E,0
None,40,Both,Heterosexual,D,-48.42846569417248,D,B,E,1
Hindu,24,Mental,Homosexual,E,235.6599106773431,A,B,E,0
Hindu,80,Mental,Heterosexual,C,-114.74366021416782,E,B,C,1
Muslim,67,Mental,Homosexual,B,82.61595494229553,C,A,E,0
Jewish,32,Physical,Heterosexual,E,-35.2081553567748,B,A,B,1
Jewish,53,Yes,Other,A,-63.38821175153937,B,C,C,0
None,81,Yes,Heterosexual,E,107.9677314467191,E,B,C,0
Buddhist,69,No,Other,B,-154.07704681720452,E,A,C,1
Muslim,36,None,Heterosexual,D,-49.20876522067496,C,D,D,1
Jewish,70,Yes,Homosexual,C,71.42618603369317,A,E,E,1
None,71,No,Other,C,-86.7686907904064,A,E,A,0
Jewish,80,Mental,Heterosexual,B,-150.76997098167595,C,C,C,1
Jewish,72,Physical,Other,C,-32.71305146115327,B,C,B,1
Muslim,64,No,Homosexual,B,59.909851265893955,D,A,B,1
None,66,No,Bisexual,E,-61.796979069380264,D,D,C,0
None,62,Yes,Homosexual,A,104.52505848102882,C,E,C,0
Jewish,79,Yes,Homosexual,D,135.5483268340886,C,C,B,0
Jewish,90,None,Heterosexual,D,45.17076846514812,E,E,E,1
Jewish,45,Both,Other,B,-179.76953819158314,D,B,C,0
Jewish,78,Mental,Bisexual,A,-45.0090303195205,E,E,D,1
Buddhist,87,Yes,Homosexual,E,49.21439559537646,A,D,C,0
Christian,92,None,Other,C,37.03576327627136,D,C,E,0
Christian,19,Mental,Heterosexual,B,45.509287390897846,D,C,C,0
Christian,35,None,Homosexual,B,-40.94343534009518,B,D,C,1
Jewish,24,Mental,Homosexual,A,85.85173032803472,A,B,C,0
Hindu,81,Mental,Heterosexual,E,45.386837153385784,E,E,A,1
None,60,None,Heterosexual,D,-59.58761941618279,C,A,A,0
Muslim,41,Yes,Bisexual,D,0.15400504060231304,A,B,D,1
Christian,91,No,Heterosexual,D,49.35336686317643,E,B,D,1
Jewish,68,No,Homosexual,E,-39.61531161288701,D,D,D,1
Hindu,34,Yes,Bisexual,B,183.61636147508153,B,B,E,0
Christian,32,No,Heterosexual,B,-70.09120342982808,A,D,E,1
Jewish,77,Yes,Bisexual,C,120.908522720455,B,B,A,1
None,95,Physical,Other,C,-16.709902706702387,C,B,A,0
Jewish,86,Mental,Heterosexual,E,24.67731457418722,A,D,A,0
Hindu,41,Both,Heterosexual,C,-63.79412846855078,C,A,A,1
None,34,No,Bisexual,B,74.54113188984496,E,A,E,1
Jewish,87,None,Other,C,15.683813199801385,B,E,B,1
Christian,44,Mental,Homosexual,C,-50.72613124154961,B,E,E,0
None,99,Yes,Heterosexual,E,24.80365490732379,A,E,B,0
Other,89,No,Heterosexual,D,-54.97207580837718,E,E,B,0
Christian,36,Physical,Other,D,-173.89356252099458,D,C,D,1
None,55,Mental,Other,A,-62.074033609177285,D,B,D,1
Hindu,78,None,Bisexual,C,-170.22233962482497,B,C,A,1
Muslim,22,Both,Heterosexual,B,-57.24506038324277,D,D,B,0
Hindu,73,None,Homosexual,C,-20.56202499410546,E,D,E,0
Christian,22,Mental,Heterosexual,A,-67.31149938368046,C,B,A,1
Buddhist,72,None,Homosexual,B,39.93820484483677,E,A,C,0
Christian,38,Physical,Homosexual,C,8.91163517872929,C,A,E,0
Other,70,Mental,Heterosexual,D,210.75617572850356,C,C,D,0
Hindu,93,No,Heterosexual,C,-111.3378053889424,D,B,A,1
Muslim,46,Yes,Bisexual,C,129.5592517007246,D,A,E,1
Other,99,Both,Bisexual,E,-85.21759375449115,C,E,D,1
Jewish,49,Both,Bisexual,D,-169.29718260537842,B,B,D,0
Muslim,45,Mental,Heterosexual,A,-36.56511855594602,C,B,A,0
Other,91,No,Bisexual,B,-67.09425556640123,A,B,D,1
Jewish,39,Yes,Other,D,-46.80586801617215,D,B,B,1
Jewish,46,No,Other,E,-106.81998350994051,B,D,D,0
Muslim,27,Both,Homosexual,D,90.90384924762645,E,B,A,0
None,86,None,Heterosexual,E,96.35251625578502,E,D,D,1
Muslim,79,Mental,Heterosexual,B,-141.26046615087245,D,C,B,0
Christian,47,None,Other,B,3.8259542631235934,D,C,D,1
None,35,No,Homosexual,A,-120.5243051542523,C,E,B,1
Jewish,49,Yes,Homosexual,B,-10.646266973324211,C,A,A,0
Christian,79,No,Heterosexual,C,38.361226776254384,A,A,B,1
Christian,82,Physical,Bisexual,C,103.320183966298,C,A,C,1
Muslim,66,Mental,Bisexual,A,72.70527377134351,C,C,C,1
Muslim,78,Both,Bisexual,B,124.62408613317066,E,A,D,0
Other,60,Yes,Homosexual,B,12.806065024189516,D,A,E,1
None,38,No,Heterosexual,A,-48.98847586094508,E,D,D,0
Muslim,79,None,Homosexual,D,222.5263235948922,D,D,A,1
Muslim,44,No,Other,C,24.221311634832993,C,B,D,0
Christian,50,Mental,Heterosexual,C,66.9417497810462,D,B,A,1
None,55,Both,Bisexual,A,-17.165549679876406,B,E,C,1
Christian,72,Mental,Other,B,-181.57079679226703,B,D,D,0
Muslim,95,Both,Bisexual,D,31.265859852726873,C,D,D,1
Buddhist,52,Physical,Other,E,-35.64321785880176,E,E,C,0
Christian,98,None,Homosexual,B,-174.06363648170216,D,C,C,0
Other,42,Both,Homosexual,E,-168.737518837079,E,A,C,0
Other,27,No,Other,B,-12.396638881060042,D,A,E,1
Jewish,94,Yes,Homosexual,D,42.37170571500812,E,D,C,1
Jewish,75,Both,Other,A,-75.74368657670513,A,A,E,1
Muslim,19,No,Other,E,92.45318612212135,A,E,C,0
Other,50,Yes,Heterosexual,D,134.32376394863223,B,C,D,1
Buddhist,52,Yes,Homosexual,D,54.149335644660844,E,E,E,1
Hindu,38,Mental,Homosexual,C,-7.392648587589938,C,D,D,0
Christian,35,Both,Heterosexual,D,-25.329973671461893,E,B,B,1
Hindu,38,Both,Homosexual,D,-78.78553877069959,B,C,B,1
Buddhist,21,Yes,Bisexual,E,-87.09304975045438,A,A,B,0
None,28,Both,Homosexual,D,213.59244205418895,D,C,A,0
Other,23,Yes,Other,A,-81.76509432067688,C,C,C,0
Jewish,62,None,Heterosexual,D,165.73486181061193,A,D,E,1
Buddhist,36,Physical,Heterosexual,E,-27.443323499479543,A,B,E,1
Buddhist,26,Yes,Homosexual,A,90.98252228655875,E,E,C,0
None,52,None,Bisexual,D,-31.422814053695518,A,D,B,1
Buddhist,27,Mental,Other,C,-4.195052090626027,E,C,D,1
Christian,58,None,Homosexual,E,34.04283054665657,B,E,B,1
Muslim,73,No,Other,C,62.90726096757142,E,C,B,1
Other,55,Physical,Other,B,-63.24223965401061,C,E,D,1
Other,78,Physical,Homosexual,C,-39.13670472037275,E,C,B,1
Buddhist,99,Physical,Bisexual,E,89.38888347595437,E,C,E,0
Jewish,39,Both,Bisexual,A,86.49946547307057,C,C,C,1
None,79,Mental,Heterosexual,E,-36.390264420377314,B,E,B,1
Hindu,27,Both,Bisexual,C,-66.70509726521574,C,E,B,1
Jewish,66,None,Heterosexual,B,80.77371088878856,B,B,B,1
Christian,59,Yes,Other,C,-102.09623916505768,C,B,E,0
Christian,43,Mental,Bisexual,A,-36.01015034054439,B,E,C,1
Hindu,97,Both,Heterosexual,E,-13.742371138351833,C,A,E,0
Muslim,38,Physical,Other,C,46.6659224818254,D,A,E,1
Muslim,82,Yes,Other,D,73.11750150736125,D,D,D,1
Jewish,82,Both,Bisexual,E,-26.814003860432845,A,C,B,0
Jewish,32,Both,Homosexual,A,106.5126582975036,B,D,A,1
Muslim,55,Yes,Other,E,154.18261966066967,D,E,A,0
Christian,43,Mental,Homosexual,C,62.69204864592237,D,D,D,0
Other,58,Physical,Other,C,-21.41302907827879,A,A,C,1
Jewish,36,Mental,Homosexual,A,-102.65922531711296,E,E,D,1
Muslim,32,Yes,Bisexual,B,23.018256625572572,A,C,A,0
Buddhist,58,Physical,Homosexual,E,4.477983517282555,D,E,E,1
Hindu,42,None,Homosexual,C,47.459957882208506,B,A,D,1
Buddhist,60,Both,Homosexual,B,149.47039074722528,B,A,B,1
Jewish,69,Both,Other,C,102.5080577326545,C,B,B,0
Christian,59,Yes,Other,D,-7.926469515959041,D,B,A,0
Hindu,41,Physical,Other,E,114.31577835204591,E,D,A,1
Muslim,19,Physical,Heterosexual,D,103.09890122873291,B,C,D,0
Jewish,99,No,Heterosexual,B,110.96746781962415,B,D,B,0
Christian,90,Yes,Bisexual,A,40.629784371080184,C,D,A,1
Buddhist,55,Mental,Bisexual,A,104.40572996398434,C,C,B,1
None,67,Mental,Bisexual,A,98.75261926267868,D,E,D,1
Muslim,93,Physical,Other,D,12.194376778950769,A,E,A,0
Muslim,43,Mental,Heterosexual,B,-108.44889525731251,D,B,A,0
Jewish,86,None,Homosexual,A,115.96348002429886,B,C,B,0
None,60,None,Other,B,-4.108719256625351,A,B,A,1
Other,81,Mental,Homosexual,E,55.610974829295,A,E,C,1
Buddhist,42,None,Other,B,-5.226833698254276,B,C,B,1
Buddhist,84,None,Homosexual,B,171.8609542823555,E,E,B,0
Other,49,Physical,Homosexual,E,59.83800342124258,B,D,B,1
Jewish,53,Physical,Homosexual,C,145.11868794981515,C,B,A,0
Hindu,60,Yes,Bisexual,D,-63.77145998448306,C,A,A,0
Christian,77,Mental,Homosexual,C,-168.1587187657725,D,E,C,0
Christian,75,No,Homosexual,E,-98.6315673939648,D,B,C,0
Hindu,21,None,Homosexual,B,166.6200030735598,C,C,C,1
Buddhist,95,None,Homosexual,E,-125.79918441738207,A,A,C,1
Muslim,58,None,Heterosexual,A,-147.16715859534906,E,A,B,1
Muslim,41,None,Homosexual,C,74.31741828284552,E,B,B,0
Christian,32,Both,Heterosexual,D,59.699432583511644,B,C,B,1
Hindu,85,Mental,Homosexual,B,-49.10510108473328,D,B,E,1
Jewish,45,No,Bisexual,C,-155.5440816136278,C,E,C,0
Buddhist,27,Mental,Other,C,37.05814909076,E,E,C,1
Muslim,40,Yes,Homosexual,B,-75.0614455813344,D,D,E,0
Muslim,94,Physical,Other,D,-97.70099594200094,B,D,A,0
Hindu,80,None,Bisexual,C,-220.0582573534132,C,E,B,0
Muslim,39,No,Other,D,0.5787048410914913,A,C,E,0
Muslim,26,Physical,Homosexual,D,-195.50353018829125,E,D,C,0
None,31,No,Other,E,-100.93473986551638,A,C,B,0
Other,49,Physical,Bisexual,A,-85.81561347915893,D,B,D,0
Buddhist,84,Physical,Other,C,2.241928145192841,C,E,D,1
Muslim,41,Mental,Bisexual,A,21.4982088933508,A,D,C,0
Christian,62,None,Other,B,-12.734161076569201,B,D,C,0
Hindu,36,Physical,Other,E,104.77730762837116,C,E,A,0
