AgeGroup,married,nation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,target
26-35,Single,US,No,110.76612717720069,A,E,D,-115.4336506060859,1
26-35,Divorced,Mexico,Veteran,-26.786782841121102,A,E,B,8.085409937618525,0
51-65,Divorced,US,No,115.27369907937357,E,E,E,-16.239489367396487,1
18-25,Widowed,US,No,55.06361362773875,E,A,B,9.590854791888162,1
36-50,Divorced,Other,No,92.41188113975679,A,B,E,15.272736994406836,1
18-25,Single,India,No,83.96573593636784,E,D,D,-0.46129774773295934,0
65+,Divorced,Germany,Veteran,182.23137274176602,A,A,A,35.6986521011869,1
26-35,Married,UK,Yes,-56.60143384894567,C,C,C,-82.80214431339988,1
51-65,Widowed,Mexico,Non-Veteran,37.81277796878079,A,D,A,-13.365262807871806,0
26-35,Widowed,China,Veteran,82.12968798956777,E,D,E,84.7759190660226,0
26-35,Single,Mexico,Yes,-98.4307847101503,D,A,C,-61.348344555884516,0
51-65,Single,US,Veteran,-111.39224456562009,E,C,D,-67.19469349546355,0
51-65,Widowed,Germany,No,111.55539007839441,E,A,E,-17.617259324431878,0
18-25,Divorced,India,Non-Veteran,63.14829551763354,C,E,A,17.32374209238029,0
51-65,Married,Brazil,Veteran,-73.61522798045303,A,B,B,141.72386677159878,1
65+,Single,Germany,Yes,128.1668060278845,C,D,C,96.80205276432083,0
26-35,Single,Germany,No,-158.90117808524712,D,E,D,125.7396530141229,0
65+,Divorced,Germany,No,15.461204618428926,E,E,E,-44.266170069747425,0
51-65,Divorced,Brazil,No,103.80691500657227,E,C,A,111.92853859654524,0
26-35,Divorced,Mexico,No,-16.165792298184712,A,B,E,147.7512980989858,0
18-25,Divorced,Germany,No,35.67940145116456,A,D,A,136.9704639929472,1
26-35,Divorced,Mexico,Non-Veteran,164.67600857852574,C,E,B,-33.11855120375745,1
51-65,Divorced,Other,Yes,-32.7216876870086,E,D,D,76.58655487334367,0
18-25,Widowed,Brazil,Non-Veteran,-99.15057939369969,D,C,E,227.12241157448227,1
65+,Married,UK,No,-93.90187459035481,C,D,D,13.761367119500148,1
26-35,Divorced,China,Veteran,89.30224753665428,C,B,A,65.3883302968934,0
26-35,Widowed,India,Yes,-0.64678692554014,D,A,C,-46.07988868151254,0
51-65,Single,China,Yes,44.73584309085949,D,D,B,56.19012259186567,1
18-25,Widowed,UK,Non-Veteran,51.846601066586814,D,B,D,-68.59675883344481,1
26-35,Married,UK,No,-70.32907092280846,A,A,D,-57.22123816519097,0
18-25,Married,UK,Yes,-63.181095929549755,B,D,A,133.0939486744586,1
36-50,Single,US,Veteran,-59.15425920797448,D,B,B,91.5726013521321,1
26-35,Married,US,Non-Veteran,24.47487849006487,D,C,D,182.26727984706054,1
65+,Widowed,China,Veteran,-81.9429020991442,B,D,A,-111.31509333932222,1
36-50,Married,Germany,No,-117.31458686815348,C,B,C,-12.532475246505559,0
36-50,Divorced,Brazil,Yes,6.589570184801856,D,A,B,70.45228450639475,0
65+,Married,India,Veteran,-240.07055324958304,E,A,A,167.35086788984034,0
26-35,Single,China,Veteran,-241.05991351882318,B,B,E,70.87486343434026,0
18-25,Divorced,Brazil,Veteran,-71.19099167669138,C,E,A,49.045221946205714,1
65+,Single,Germany,No,7.976293378214244,C,D,D,-78.01394156876663,1
65+,Divorced,Other,Yes,-118.54904991658304,C,B,B,49.87883567905559,0
26-35,Widowed,Brazil,Yes,95.75242769801257,C,C,B,91.87456225049522,1
36-50,Married,Other,No,-50.625397884516666,A,A,C,33.00903006605777,1
36-50,Widowed,Other,Yes,102.56427183713046,E,C,D,-29.373412200360338,1
65+,Single,Brazil,No,-61.568835101906,C,C,D,47.70879647114795,0
18-25,Widowed,Germany,Non-Veteran,-50.02517144726097,E,C,E,-30.978657189950138,0
65+,Widowed,Brazil,Yes,-173.0662421942844,B,B,E,-4.371644642379263,0
36-50,Single,Other,No,-130.40395522607093,B,A,B,94.60013323196598,1
18-25,Married,China,No,-97.92661059701791,A,C,C,-100.7334867975019,0
26-35,Single,Brazil,Yes,-27.430140313667668,A,E,A,62.00198022425678,0
65+,Divorced,Brazil,Yes,16.94452179300876,D,D,A,97.18549422570398,1
51-65,Married,India,Non-Veteran,52.06027986716866,B,D,E,52.946945183087344,0
18-25,Widowed,China,Yes,168.4379115684728,A,A,C,-1.108173770013401,1
51-65,Married,UK,No,33.5434169894557,B,A,C,-247.98501823357967,1
51-65,Divorced,Germany,Veteran,50.329995390653025,A,B,A,-128.19227405661354,1
26-35,Divorced,UK,Yes,-44.22143251407297,C,B,E,220.27261351117846,0
65+,Divorced,Germany,Veteran,1.016134395313017,C,A,E,23.124296397438197,0
51-65,Single,Mexico,Yes,52.80210284345333,E,B,C,174.14959889363695,0
65+,Married,China,Veteran,48.29367738634069,B,C,D,-101.75521811326888,1
18-25,Divorced,Mexico,No,-110.93269923754146,B,B,D,-44.41121209227523,1
18-25,Divorced,UK,Yes,25.44924920812774,D,C,C,48.19994734259256,0
36-50,Widowed,Mexico,Veteran,47.867205752173824,A,B,D,-61.803366898388475,0
26-35,Married,China,Non-Veteran,-7.731175111009329,E,A,C,160.3158480548069,1
65+,Divorced,Other,Yes,-99.94792859082222,E,B,E,49.330353374587894,1
18-25,Divorced,India,No,-23.47586504099884,C,D,B,-96.58051802999164,0
18-25,Single,UK,Non-Veteran,-42.65870305278206,C,C,C,-49.473815017736165,1
18-25,Single,UK,No,61.342053718517896,E,B,C,-51.662989567298126,1
36-50,Widowed,Mexico,Veteran,-28.908421510146066,D,B,B,-43.97792012908761,1
51-65,Single,Germany,Non-Veteran,261.2750220164952,A,B,B,21.647594503509097,1
26-35,Single,China,No,36.48994435367319,C,E,D,-39.13465881094112,1
51-65,Divorced,US,Veteran,55.12340724777536,E,A,B,-51.84997352427539,0
51-65,Single,India,Non-Veteran,3.505279823363456,A,C,D,39.36193618862322,1
65+,Married,UK,Yes,82.34656926872425,D,E,D,-185.5008513323176,0
65+,Divorced,UK,Veteran,-153.30182917022543,A,C,D,40.09335483238304,0
65+,Married,Mexico,Yes,55.1035252739743,C,E,B,-10.149980979331158,1
51-65,Single,China,Yes,-62.931933908226235,C,B,B,82.31344730400176,0
26-35,Divorced,Germany,Non-Veteran,12.771487158107545,D,C,B,5.838156917538094,1
65+,Single,Other,Yes,-165.39130532887881,D,E,E,128.26667011880474,1
26-35,Divorced,UK,Veteran,78.39276863461735,D,B,A,166.41364268446833,0
26-35,Married,Brazil,Veteran,-66.83342923619918,C,E,A,20.79270548271094,1
51-65,Widowed,US,Non-Veteran,59.608257295813715,B,B,B,-118.89502773185541,1
18-25,Divorced,UK,Non-Veteran,-10.189246212469074,B,B,A,-38.074233187400885,0
26-35,Widowed,UK,Yes,28.96179647511473,E,C,D,1.0195829160310759,0
18-25,Widowed,UK,Veteran,79.52876542742206,C,A,E,157.97960841766434,1
65+,Divorced,Germany,Veteran,-127.88291688109545,C,D,C,63.79471568376837,1
26-35,Widowed,Brazil,Yes,-185.04180137732226,C,C,D,-50.89959545945217,1
36-50,Single,Brazil,Veteran,58.545736415005734,C,B,B,121.38665552407606,0
65+,Married,Mexico,No,22.935256171013602,C,D,C,10.937545313330896,1
51-65,Widowed,Other,Veteran,-121.79575365565928,B,B,C,0.45545725285594946,0
36-50,Widowed,UK,Yes,100.37278505914801,A,D,E,78.79564896834512,0
36-50,Widowed,China,Yes,-86.68774897698229,C,E,B,60.116457585490664,0
18-25,Married,US,No,224.6866275759067,B,B,A,-179.47903312492645,0
65+,Married,Germany,No,100.8242425310077,E,E,D,8.10260516002264,1
18-25,Widowed,UK,No,14.221357979573119,E,D,D,-218.30414312279305,0
51-65,Married,India,No,21.02682855920555,B,A,E,-42.446654763570926,1
36-50,Divorced,India,No,-45.636099298109315,E,B,C,5.4070455721306825,0
65+,Single,Other,No,-67.59001197675698,E,D,C,-2.8149231424987766,0
18-25,Single,China,Veteran,12.103113355034715,A,B,E,-148.50981401386505,0
18-25,Divorced,India,Non-Veteran,141.08681412239204,E,E,A,66.20947116985649,0
51-65,Single,China,Non-Veteran,-17.74273704947877,D,B,C,-34.728222208503745,0
51-65,Married,Other,Non-Veteran,122.93063010467912,B,D,E,43.6383626623202,0
65+,Divorced,India,Yes,-45.21719642028477,A,A,E,70.55197703683443,1
18-25,Widowed,US,No,74.49285118124482,B,C,A,-143.21458404292923,1
65+,Divorced,Germany,No,167.61218317521164,D,E,A,36.58110610532137,0
65+,Divorced,Other,Veteran,25.587818202159013,D,E,A,-77.08793235123245,0
51-65,Divorced,UK,Non-Veteran,-70.8001303562445,E,B,B,-66.69417970116818,0
18-25,Single,Brazil,Yes,-44.13717268226425,A,C,C,-86.65961078293854,0
36-50,Widowed,Mexico,Yes,-106.11104277693808,E,E,E,-25.419133900662544,1
18-25,Divorced,US,Non-Veteran,-139.35100341199526,A,C,D,-68.57326035634745,0
18-25,Widowed,Brazil,No,-81.38555635480374,C,B,D,-22.567210973600336,1
18-25,Widowed,India,Veteran,82.57596561122466,A,D,D,-73.95612560171269,0
18-25,Widowed,Germany,No,-39.86446694275171,E,E,B,95.80108623485522,0
26-35,Divorced,US,Non-Veteran,35.305651222954424,D,E,B,9.371679150598503,1
36-50,Married,US,Veteran,18.585523424291704,A,B,A,98.80269573129077,1
51-65,Divorced,US,No,24.88118235148668,C,C,B,-37.60111534573492,1
26-35,Single,US,No,36.5772032752131,D,C,A,-234.7378291244275,1
26-35,Widowed,China,Veteran,164.19696356698884,A,A,D,-59.67364199530971,0
36-50,Divorced,US,Veteran,106.07419536090138,B,E,C,85.58126191268869,0
65+,Divorced,US,Yes,31.769433451469087,D,E,B,-95.43008535795866,0
26-35,Widowed,US,No,246.33013284149604,D,C,E,253.0864476687988,0
26-35,Single,US,Veteran,63.45336731803015,B,E,B,-16.132638241453222,0
65+,Widowed,Other,No,16.688512831224582,B,A,D,21.64416251464209,0
65+,Widowed,UK,No,-109.54636781415923,B,A,C,-53.32321364106991,0
65+,Widowed,Germany,No,-33.53868543499794,D,A,B,-19.35374259681061,1
36-50,Widowed,Other,Veteran,83.58485394837045,C,D,E,146.97396394033314,1
26-35,Divorced,Other,Yes,36.5791682930184,E,D,B,85.99894640711878,0
65+,Married,China,Veteran,-22.172469062759802,E,B,A,151.04657380805827,0
36-50,Married,Mexico,No,-29.54644584507551,A,C,D,-29.9407561264558,1
26-35,Widowed,India,Non-Veteran,-76.62988185339658,C,E,A,-84.64004435407477,0
26-35,Widowed,Brazil,No,-55.50569359874289,C,B,C,-108.32558104696983,0
65+,Widowed,Germany,Veteran,53.52956626147447,C,B,D,8.151757095830538,1
65+,Single,Germany,Yes,-26.026894369289423,A,C,A,93.33688173950307,1
36-50,Widowed,Other,Veteran,-17.465766306997413,C,C,A,60.853588444869764,1
65+,Single,US,No,23.210979086224366,D,A,D,15.848341167148664,1
26-35,Married,India,Non-Veteran,230.08449450674675,A,D,A,50.87672164988128,0
18-25,Married,UK,No,78.44985195788536,A,A,D,125.99337281207848,0
26-35,Divorced,India,Non-Veteran,-18.189186552523896,B,C,E,-167.14733455244303,1
36-50,Widowed,Other,No,13.182846233540403,E,C,E,8.703986885944147,0
65+,Married,India,Non-Veteran,-9.79198647085692,D,E,A,20.94017022532523,1
65+,Single,China,Yes,-10.224226506865712,C,C,B,7.200628155738807,1
26-35,Married,UK,Veteran,129.43088615033224,D,E,A,50.66133157706203,0
26-35,Single,Brazil,No,-10.398060683687248,D,C,B,-63.21857237792514,1
65+,Divorced,Other,No,99.4203401350182,E,B,E,17.08148703538622,1
26-35,Divorced,US,Non-Veteran,179.22724881422823,E,B,C,-14.112862502427056,1
26-35,Married,India,Yes,166.7984639506539,C,C,A,-28.57549922438184,0
36-50,Single,Mexico,No,-313.65290115393043,D,C,C,-73.1401804614637,0
36-50,Married,Mexico,Yes,-100.15047615026033,A,C,B,25.483543975708645,0
18-25,Divorced,India,Yes,-191.14762517826574,C,E,A,-29.77374687062141,1
51-65,Married,Brazil,Veteran,-32.97548764425066,E,D,A,-109.81806155956231,1
26-35,Divorced,UK,No,-114.31244562346599,A,B,D,24.623732212714163,0
51-65,Divorced,UK,Veteran,-32.5685641822032,E,C,A,-53.03834456942451,1
26-35,Single,Other,No,16.688893570425105,D,B,C,-97.37495352107607,1
26-35,Widowed,US,Non-Veteran,132.80876414954102,A,E,A,143.13286754923064,0
26-35,Married,US,No,48.952037539699894,E,A,A,-9.862486462427992,0
18-25,Divorced,Other,Veteran,-129.95777748410006,E,B,D,-17.659948664891594,0
51-65,Widowed,Mexico,Yes,-144.5963952841096,D,B,C,155.62478350614967,1
51-65,Divorced,Mexico,Yes,-79.62079770349574,D,A,E,90.36392601320183,0
51-65,Divorced,India,Yes,261.34371093820386,E,C,E,-17.87367856404794,0
51-65,Widowed,Other,Yes,-171.99174664359168,D,E,D,150.05184091360172,0
26-35,Divorced,China,No,-23.8781777201027,C,A,A,103.10005739884534,0
65+,Divorced,India,No,69.06747936816163,A,D,A,-177.46659965643056,0
65+,Single,Mexico,Non-Veteran,16.42579519606825,C,E,B,68.34882910313276,0
36-50,Single,US,No,55.447769524062196,D,B,D,100.99452749196011,0
65+,Widowed,UK,Yes,-9.368011014373714,D,B,A,25.155168262509047,0
51-65,Married,Other,Yes,182.08796786142335,B,C,B,-109.27017239112327,0
65+,Married,Mexico,No,-50.2729513742633,B,B,E,41.237681133936086,1
65+,Married,China,Veteran,10.264311576364427,E,D,A,-172.42491984197764,1
65+,Married,Germany,Veteran,-90.15943422262447,A,C,A,48.56700673589794,1
26-35,Single,India,Yes,-163.19691498422483,A,D,B,71.31653215865586,1
26-35,Widowed,UK,Non-Veteran,-185.14968217259192,D,B,B,128.90340809640693,1
26-35,Single,Brazil,Non-Veteran,28.611732693685443,C,D,D,45.60817449857672,0
26-35,Widowed,Mexico,Non-Veteran,-73.08797429544418,B,D,D,7.923813707540795,0
36-50,Single,Germany,Veteran,-15.17912066783256,D,D,C,-3.5095222789596736,0
65+,Single,India,Yes,0.5956238788586793,D,B,E,12.481788307253137,0
65+,Divorced,US,Yes,31.938748401182576,E,C,A,-87.89250552683943,1
65+,Married,Brazil,Veteran,14.331328619555128,E,E,A,-51.84218963774673,1
51-65,Single,Other,Yes,-123.74672531159273,B,D,B,223.63258360879848,0
36-50,Married,Mexico,Veteran,-53.52544651640928,E,D,B,14.092116538403015,1
36-50,Widowed,Germany,Non-Veteran,-23.76375602660792,A,B,E,1.0864658062361203,0
51-65,Divorced,Mexico,No,-37.95738511998355,E,A,A,55.9352737493731,1
65+,Widowed,Brazil,Veteran,-34.647370570740016,A,D,B,-205.0737879071363,1
65+,Married,India,No,125.86667772771365,C,E,C,70.66193677931567,1
51-65,Divorced,Brazil,Yes,62.144962301385334,B,D,E,-90.95797673203994,0
51-65,Single,China,Veteran,52.58888371926428,C,B,B,105.87014264756102,0
51-65,Divorced,Brazil,Non-Veteran,-77.79674865509783,B,C,A,-73.72731770568124,0
26-35,Married,China,Veteran,125.74255468105306,D,A,B,52.26139864267236,0
65+,Widowed,US,Non-Veteran,-4.1608055998619715,B,A,A,71.18673956524742,1
36-50,Married,Mexico,Yes,-26.021111753617642,C,C,E,-34.13375368715919,1
26-35,Single,China,Non-Veteran,-90.12491727757185,D,B,D,-69.74381515049457,0
36-50,Divorced,Germany,Veteran,-167.02818048730936,C,E,A,-55.46865876478538,0
26-35,Divorced,Mexico,Yes,-22.526283049284665,E,E,C,87.011519911697,0
65+,Widowed,Mexico,Non-Veteran,-136.12871183640516,A,D,C,155.24543101498725,1
51-65,Widowed,UK,Non-Veteran,21.991568943517365,B,A,A,79.54454703585715,0
36-50,Widowed,Other,Veteran,-140.78677753043115,A,A,A,0.4937702491408044,1
36-50,Single,Other,Veteran,81.4762964119759,A,C,A,-26.3482745639869,0
36-50,Married,China,Non-Veteran,-71.90262796551077,D,E,D,-45.53143860935235,0
51-65,Married,Mexico,Yes,28.23325877927665,C,B,E,93.47143734276695,1
36-50,Married,Mexico,Yes,-31.857220163313766,B,E,D,172.40290478379325,1
26-35,Single,Other,No,34.23070679695318,E,C,D,-10.195439805709954,0
65+,Single,Other,Non-Veteran,73.3804179971402,D,E,D,10.055889496637347,1
65+,Married,Other,Yes,-6.793226566839655,E,E,E,6.808118189264611,1
18-25,Married,Mexico,Yes,67.9435888562911,C,D,B,201.63210721675858,1
36-50,Widowed,Other,Veteran,-133.53468257708082,E,A,C,-70.38412669024538,0
36-50,Widowed,India,No,101.0083052186548,C,C,E,-87.07494807543932,0
26-35,Widowed,US,No,-109.33707907262686,D,D,A,15.983890843580943,1
36-50,Widowed,Germany,Yes,-68.82086666616435,B,A,B,76.00896530242775,1
26-35,Married,US,Veteran,163.2331373949905,D,D,E,-78.51187234078795,0
26-35,Married,China,No,81.76116487255702,C,D,B,-30.04730223366387,0
36-50,Married,India,Non-Veteran,-32.856028128144935,D,C,D,38.457910743971965,1
26-35,Divorced,China,Veteran,39.084104382334466,D,B,E,-91.5764734228717,1
26-35,Divorced,Germany,Veteran,-2.8771231311562726,A,B,A,188.03545704695233,0
26-35,Widowed,Mexico,Veteran,87.73963025661365,D,C,D,143.62441395053594,0
65+,Widowed,Germany,Veteran,-56.09638508224904,D,A,C,43.17594272639114,0
26-35,Widowed,US,Non-Veteran,172.3717977118725,A,B,D,-164.95882919359445,1
18-25,Married,India,Veteran,-105.54613485001552,B,C,D,-80.26952239075808,0
36-50,Single,Germany,Veteran,12.183263057689025,E,A,E,167.831368863842,1
65+,Single,US,Yes,44.64175484086393,B,B,D,182.33724168615237,0
65+,Married,China,Yes,-147.32881525938328,E,D,D,-133.2794693264638,1
18-25,Widowed,Other,No,-94.80418080772502,B,A,A,76.9370045949126,0
36-50,Divorced,China,No,-95.45933412877642,D,A,A,40.75524132061487,0
65+,Single,Other,Yes,-31.940785841150916,B,A,E,-144.40443126651112,1
18-25,Married,Mexico,Veteran,102.8640146732339,B,A,A,-108.20137806680204,1
65+,Divorced,US,No,-26.671587836474984,C,A,A,-119.30172061576465,0
51-65,Widowed,US,Non-Veteran,-100.34782697399748,B,C,E,24.125751304399234,0
51-65,Widowed,UK,Veteran,70.38158791812299,C,C,D,49.60726524381958,1
65+,Married,India,Yes,93.93356680281583,C,A,C,53.300162389738524,1
51-65,Widowed,Other,No,-107.78612425061557,B,C,D,-60.492816965450714,1
18-25,Widowed,Mexico,No,-127.98113268836808,A,D,D,128.34783968614718,0
18-25,Single,Other,Yes,65.57594837344338,A,E,E,-67.04779059150408,0
65+,Divorced,US,No,46.70469403828277,E,D,B,95.90709131811968,1
51-65,Widowed,Other,Yes,55.94377686889972,B,E,A,22.928802827489914,1
65+,Married,UK,Veteran,71.3039438638353,D,C,E,11.959640740898456,1
36-50,Widowed,UK,Non-Veteran,-212.10558107389343,D,D,D,124.5230290042197,0
18-25,Single,China,No,248.8224436401975,D,D,E,-90.70157788868613,1
18-25,Widowed,India,Veteran,39.015564235412256,C,A,C,29.331631947415126,0
18-25,Single,UK,Yes,66.48882794779517,C,E,E,112.80843260512745,1
26-35,Divorced,US,Non-Veteran,-150.83310325558892,D,C,D,-140.2918920819365,0
26-35,Widowed,China,Non-Veteran,1.5387707661558525,C,C,E,-8.009352482491025,1
26-35,Divorced,US,No,-10.966095852977139,B,C,C,23.634072387039666,1
36-50,Single,Mexico,Non-Veteran,-104.37393395077964,C,E,C,140.65068266023792,1
36-50,Widowed,UK,Yes,15.13650290480067,B,D,C,6.41268591160597,0
26-35,Divorced,UK,Yes,45.958568607925926,D,D,A,-70.47647236459741,0
51-65,Married,Brazil,Yes,174.05282393993036,A,E,B,-16.749645043792803,1
26-35,Single,Other,Veteran,135.91406507705418,E,A,D,112.97906037519228,0
18-25,Widowed,Germany,Veteran,-59.582105195504894,A,B,B,143.49367872168673,0
36-50,Single,Brazil,Non-Veteran,-48.961674153464095,C,E,D,-77.4589945007895,1
65+,Married,China,Veteran,6.607127447940085,C,E,B,56.27573116655047,0
26-35,Single,US,Veteran,-16.456671402218003,D,A,C,-20.47578779789952,1
65+,Married,India,Non-Veteran,-179.0216271197867,A,A,E,18.16305387584087,1
36-50,Divorced,Germany,Non-Veteran,7.4318232066183025,A,B,B,67.14797395427568,1
65+,Married,India,Non-Veteran,-86.97469044160106,E,A,E,-56.19493624178416,1
65+,Divorced,Other,Non-Veteran,-34.88104025468431,D,E,E,-51.582706229045804,1
51-65,Divorced,India,Non-Veteran,-20.392278331702943,C,E,E,-97.71573753644158,1
51-65,Married,Germany,Veteran,89.17344570769806,D,C,D,85.34189740640561,1
36-50,Widowed,Germany,Non-Veteran,-108.88324345864928,A,A,A,-24.269408000194826,0
36-50,Widowed,China,Non-Veteran,-121.84388472518215,C,B,E,-1.4872506526033658,1
36-50,Divorced,UK,Veteran,41.51968875276096,B,C,B,80.74080290403079,1
26-35,Widowed,India,Veteran,-106.90760820757691,E,C,D,-127.84092699665939,0
18-25,Widowed,UK,No,-60.3871181423945,A,E,B,-35.447182857282336,0
65+,Widowed,India,Yes,-44.574071497110936,A,D,C,-12.625611800646954,0
26-35,Single,India,Non-Veteran,-102.20352985984479,B,C,B,82.9670467990357,0
51-65,Divorced,Brazil,No,201.2303713299788,C,B,E,-133.62565646110843,1
18-25,Single,US,Veteran,142.8717505442255,C,E,C,64.25055085351698,1
36-50,Married,Brazil,Veteran,51.29957140888877,C,E,A,79.52221699742825,0
18-25,Married,US,Yes,-30.74821026775194,A,C,E,-29.65970977072267,0
36-50,Single,Germany,No,17.610899408667184,D,E,B,-36.093189009481215,1
51-65,Divorced,Mexico,Yes,-132.98281471800993,B,C,D,-174.55125491768013,1
18-25,Married,US,No,7.794814553611418,B,B,A,-131.95333099797264,0
26-35,Married,UK,Yes,259.90921249904875,B,E,D,72.37279535965038,0
65+,Widowed,Mexico,Non-Veteran,11.815064065757127,C,B,A,-70.54913984345892,0
51-65,Married,US,Yes,0.7155033038461622,C,A,B,133.55769496723485,1
36-50,Single,Brazil,No,-50.01567047610192,C,C,D,-139.11729349997864,0
36-50,Widowed,Other,Yes,-50.953299623860715,A,C,D,63.24751667129356,0
51-65,Divorced,China,Non-Veteran,52.28750754051406,E,C,B,190.79785053465045,0
18-25,Widowed,India,Non-Veteran,-147.2370473933685,E,B,D,84.48907349529455,0
65+,Married,China,Veteran,-69.54767180279904,E,B,C,160.04246757032894,1
65+,Divorced,Germany,No,-60.44569368085335,A,A,A,20.288755459450257,1
26-35,Single,US,Yes,60.88283517600084,C,C,D,185.1956360836248,1
18-25,Divorced,India,Non-Veteran,195.02401298609925,D,E,E,-46.67522227305824,0
36-50,Widowed,China,Veteran,-79.24785118659592,A,E,B,-146.56239120534164,1
65+,Widowed,Brazil,Non-Veteran,-7.2201999500582374,B,D,D,-31.738320617836496,1
65+,Single,US,Yes,-117.6799858880774,B,E,E,62.38617489927169,0
26-35,Married,India,Yes,-157.73091452221044,B,E,C,28.86804030537853,1
18-25,Widowed,India,Veteran,-86.25182099945799,C,E,C,137.68209325839481,1
51-65,Divorced,India,Veteran,-73.12360812407681,B,C,D,-1.1484031334530904,0
