disability,marital_status,military,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
No,Divorced,No,African American,A,-23.532222789948737,E,-16.945730182540224,B,-1.8741612800372065,47.84604376239731,C,B,B,36.65572733113956,-38.448345985456825,-123.74950577047161,-136.18735513554222,1
Physical,Widowed,Non-Veteran,Asian,D,116.75155701078495,D,-78.24651886589261,E,15.955719503907753,144.8014750736674,D,B,E,26.88178810556106,-36.61301071799527,-42.969669009160214,77.17305621920158,1
Both,Single,Non-Veteran,Other,B,90.63677753719334,E,184.53048702309408,C,-235.27283188555813,14.69149687579289,D,B,A,-152.83556807210516,78.11472758776759,109.58042870568553,42.03073738252727,0
Physical,Widowed,No,African American,D,-186.04802208598647,C,-106.33635782174484,E,6.821424306154343,-123.11960340090569,A,A,A,-60.062047345558135,188.01448299531694,-42.416154555678105,-8.24075181453586,0
Physical,Divorced,Yes,White,C,-62.257266046752655,A,38.73553937644651,D,58.144084586620124,22.936581479202985,C,B,D,57.21594278981896,57.132745308042246,93.59196728167018,-36.22073883235786,1
Mental,Married,Yes,Asian,C,-6.20249567954433,B,105.37416777799187,A,9.851672441143146,-87.56701421712201,A,C,B,51.44803932481524,8.745685354553101,70.73026651166799,10.391284841999642,0
None,Widowed,Non-Veteran,Other,C,68.3302716436603,D,31.5520634442439,D,9.413683272508516,-60.44173030289457,B,E,C,-54.067435102110785,60.67315466114683,8.400223803019866,246.40260354256634,1
Mental,Single,Yes,White,B,122.90673526167922,D,-32.27559001166735,C,-97.56197297105537,15.822328140693894,D,D,C,54.19897719835475,89.27498008457465,35.9378938482718,-3.5790775303518654,0
No,Single,Yes,Black,C,-106.77422406065287,B,-124.21982253196468,C,-17.342973440887395,30.74119624605513,D,A,A,-69.3373820007306,-34.698307604148916,51.01498952232374,-57.06028216484955,0
Yes,Single,No,Hispanic,E,-2.352002893875779,D,-74.02196570499122,C,159.9854200679616,7.6224425783709,E,A,A,-135.8290701119357,-63.70081531964171,-110.05538606085359,-30.370302437315605,0
Both,Divorced,Non-Veteran,White,C,48.619876148241914,E,-64.41380072153524,E,-316.9262615750337,-120.09445488761514,D,C,E,76.59396167858529,-170.09898577677015,-15.041501786050384,-169.34908082776053,0
Mental,Divorced,Yes,Hispanic,D,184.37546647610907,D,-162.47186916417976,E,24.893387158824083,148.67994972075394,A,A,E,94.25777868850183,-52.501978912342715,-66.73116645368907,247.38234261902025,1
No,Married,No,Asian,E,100.91525977291771,A,60.83084460008807,A,-116.58632709830556,66.5865971839205,A,C,B,-150.20803084998568,85.91313280427147,11.59943497727249,-74.47021122677266,0
Mental,Divorced,No,Other,B,71.75728009289564,C,-128.99209428692387,E,90.88147626812072,-207.41278819923616,E,B,A,36.7080354170824,166.63260367983844,21.068805828388047,-33.718258337600716,1
None,Widowed,Yes,Black,A,288.7912374572566,A,30.515289555779617,A,199.28871538855367,133.9910287209387,E,C,C,-158.14616864179575,45.45360886238476,189.05497765877132,-15.729826361081395,1
Mental,Divorced,No,Hispanic,B,94.32327492481464,B,75.72390757036341,C,-85.63722267451367,-70.44402035792466,D,C,E,49.027584050915166,-97.777744106496,-55.09414139408766,8.227793719838274,0
Mental,Single,Yes,Black,E,-110.5406500841911,D,14.64829251360015,C,-25.9502697009474,45.41012043510703,C,E,A,-67.1387053638677,-92.45163155443308,190.2080401574175,-22.73526650401523,0
Physical,Widowed,No,Black,C,-19.369724811337854,D,212.1197159575936,C,8.474053392772122,97.15804759494738,A,C,A,-18.577058988050858,-83.13503732478138,19.474585340650407,-224.64117800642916,0
None,Single,No,Black,E,93.04566445912906,A,153.10415450131887,E,69.01708147218234,-10.796257005618868,B,C,C,65.47656897272986,-31.864085346637093,37.906895304611346,-84.3703439371153,0
Physical,Married,Veteran,Asian,E,69.34646903022598,B,51.96470655780463,A,109.16434942958901,171.4862605591115,B,A,B,-8.908115675570324,148.4535431855583,-75.2578132576632,-53.46686499003561,0
No,Widowed,No,Other,E,-194.6532105144741,E,22.757532875875945,C,-141.91684678972703,-80.50368455098632,A,A,B,56.80788475191749,67.55749899582287,17.532123144037,-20.53448429771425,0
Both,Single,Non-Veteran,Hispanic,D,5.317461735923578,B,-34.69255681229962,D,34.949991517711744,90.98746921948488,D,B,E,-35.67897657301135,-68.59848062994095,128.3040050978582,-158.51309331856066,0
Both,Single,Veteran,White,D,115.04739159918347,A,80.14502220562095,D,-20.523647447870253,203.98335886286048,E,A,C,71.3553980166425,-97.17155432896202,-7.616157712797135,84.17280002231531,0
None,Single,Veteran,Black,C,90.68520752324316,C,101.11253221547238,A,-16.75910599686573,15.849230034278868,A,D,D,-81.25084894139069,-9.499230529054962,13.966557752299838,83.6097988222734,1
Both,Married,No,Other,E,52.80748501114883,A,-45.78204404798363,B,-107.67515563948263,-110.22435130298398,C,E,E,135.8667771625686,38.48389254688527,47.52727387244086,70.47176243955748,0
Mental,Widowed,No,Asian,B,121.43375066848745,A,120.82806745293982,E,103.7660169951339,-81.89352991000732,D,E,E,158.30398267191504,48.840799205794426,-47.20435140429237,1.631324073010643,1
Physical,Single,Yes,Asian,A,-68.85847696323984,B,17.472871663438656,D,-38.13449854684631,-143.15241837959587,C,C,C,116.91580057033713,63.90772066452819,-43.69759195128105,-27.648816067953835,1
Mental,Single,Non-Veteran,Black,D,47.348226675505344,E,-33.04540198958776,C,116.12402972136854,42.18745457798717,A,C,E,91.65422918073985,-2.7168564945436593,70.30211652782586,150.41144053825118,1
Yes,Widowed,No,White,D,-286.0712601780913,E,-89.21827175235285,A,-85.47587718335882,25.76682859291724,D,B,A,31.19489675944595,-162.84113772314203,264.75137084267664,-31.661923540757204,1
Mental,Widowed,Veteran,White,A,-70.52473211291993,E,-41.862505894072214,D,93.05016000681181,-8.462470356500386,D,C,D,-131.8187805503967,57.06205022487618,-53.44422047985904,92.54928732090019,0
None,Married,Yes,Hispanic,E,-200.42688634373383,A,-145.07446709423587,D,-26.090031349579228,36.017151322153886,D,A,A,135.58985154128675,-129.63289251956698,154.33807356631462,-241.6587531370236,0
Both,Widowed,Yes,African American,A,30.734025341806603,E,177.39348701375016,D,209.2518580982716,-90.81282336430198,C,C,A,86.30321348981687,-8.34507267829285,-55.37085868096888,-58.759932906419344,1
Mental,Single,Veteran,Asian,C,-99.40897809890221,B,-24.440648358435336,C,114.51207271680764,123.53652720327102,A,C,C,18.06506239824432,104.07635129365407,57.44820006737985,209.37700847852997,0
None,Married,No,Black,C,95.2793501519963,C,-279.3707480854651,C,-110.53942554825618,124.90399977729945,D,E,E,37.16649331617387,15.92338908227755,62.580257639490746,-35.35951819672263,1
No,Single,Non-Veteran,African American,B,-21.527744055063796,D,60.752446315062244,B,-56.26966274187248,80.20117778736633,E,A,E,-111.65867093567827,78.26433160041778,86.4900842186397,10.23623385297222,1
Mental,Married,Yes,Other,C,124.71788194347559,E,-35.46030726170539,C,-113.89031561871438,-18.886404106863917,E,E,C,-80.21224527295146,-7.863962331796591,139.25187427416236,-38.044373651996054,1
No,Married,No,African American,A,42.40816828692876,E,-34.20298168016808,A,61.5662452366619,80.36251462489273,C,C,D,66.20768748243022,-96.08122000068704,-0.24695396981397666,48.91991409523564,1
Both,Widowed,No,Other,A,-24.76218464671206,A,-97.71753251060179,C,-87.71612244729279,40.84374134198619,E,B,C,78.74322257576938,29.163191372621494,-28.392952827327207,-133.10683286992833,1
Mental,Single,Non-Veteran,Other,C,-205.6685870208344,C,-126.59092390356057,C,76.90231269349232,41.47065071695844,D,D,E,2.8599011132596925,70.47249125958707,112.77445620822229,-7.403907155058436,1
None,Single,No,White,A,-86.26118935320754,B,-13.56534103403779,E,117.5753800668017,38.76544837008122,B,D,D,-2.9610998299698257,-302.2416616814741,27.94782907750627,-60.53646768275418,1
Physical,Married,Yes,Asian,C,38.657201039958444,A,38.62847340762905,A,-206.57963482613613,24.6459273329654,C,A,C,-21.706274985620052,-149.02150427057904,8.473887428409286,26.881386565621,1
Mental,Widowed,Yes,Black,C,20.29350887424095,B,-28.380565531334483,C,20.064472628551353,79.45070433119751,D,B,B,-30.85706660818915,-58.6496799397772,1.3244248037671544,79.84234620017372,0
None,Single,Yes,African American,D,-128.5256559670433,C,-65.61655799845686,B,-79.23201063520308,-113.79219435365783,B,C,D,58.50274181460434,2.299586014344016,30.476611018406537,24.573101757384176,1
No,Divorced,No,Asian,C,70.64271068935301,E,94.99668317370987,B,-88.50628481944212,71.40702558412127,C,A,C,-126.36827207732073,121.29170180462987,-31.309485473181333,19.06152312340508,0
No,Divorced,Non-Veteran,Other,A,123.91199990120907,A,-85.80605110630749,B,106.09171221093771,-29.042133874816372,E,B,B,75.23184182691878,-242.72214608706562,-85.74412269995511,-20.672538456768113,0
No,Divorced,Veteran,White,B,-49.214891385748786,C,80.90667362204091,D,94.52998195025472,-117.405617645908,C,A,A,144.2297013168058,-40.89319454823302,-16.770586154274984,-113.0782375675862,1
Both,Single,Veteran,Other,D,24.322407362127922,D,130.65828430589477,C,59.77072140860997,6.300444825981717,B,B,C,-154.57008912297533,77.41161163424403,137.54971942220448,-86.01927997213448,0
No,Divorced,Veteran,Asian,A,176.44380277416815,A,4.90200604648169,C,-30.90178397521121,-144.50722548253663,A,E,C,34.47226201191388,-59.9995466880705,85.25719643388125,95.83526432529055,0
Yes,Single,Non-Veteran,Asian,B,244.6671632362372,D,-73.2974358064939,A,-136.99176666405359,71.87350134794006,A,A,E,-1.5780990074716024,-223.78231043045648,96.80957579806405,-94.96842323500998,0
Yes,Divorced,Veteran,African American,E,54.392491715695925,B,-122.33635040797088,A,-94.58089049145808,-44.919974573426984,A,A,B,-89.72020752606747,-114.83477301714507,61.7671678231516,-56.39750041544932,0
No,Divorced,Yes,Hispanic,C,-23.311590583122406,B,32.690742836375634,E,11.874186243845402,-22.299572839792187,E,C,D,-99.62988631968295,41.31029111698743,-35.09001953561769,-42.76810513791903,0
No,Widowed,Yes,Black,A,-147.16106763657672,B,102.83883563758465,A,-101.68760672454053,99.47536713336089,D,E,C,39.56733063693005,-130.8073471796239,4.234984316886143,80.2506335227953,1
No,Divorced,Yes,Asian,C,112.46019443275408,A,-135.85659193461342,C,-13.48098769975774,-87.93017221214335,C,D,C,44.359442674221526,-2.6888406802780462,57.41239723387773,-66.45620865295172,0
None,Single,Non-Veteran,Black,C,-94.14326503042639,C,57.81711703088914,A,-178.28002109279942,-75.07323579930572,A,A,A,85.06518636080453,26.868743254915533,146.66773097971995,60.97133586113274,0
No,Married,Non-Veteran,Other,E,63.41577173783522,A,26.811627858815424,D,-177.18541161718738,-9.250841874308904,E,A,C,-169.8197442870677,-54.21576892529342,0.23665490051269109,-34.55883222059132,0
None,Widowed,Yes,Asian,C,-146.19555470987143,C,44.763307676491934,E,-100.52383527432869,32.78602496120925,E,C,D,24.979524165632178,73.7708555773093,-123.76297461409574,-42.49404125062999,0
Mental,Single,Veteran,Hispanic,B,20.435569242579298,A,89.2913405966462,E,-44.099495650459005,-136.82378036375385,D,C,C,114.81707398980747,-63.82455152319816,19.96921193284226,-113.1638132596225,0
Both,Married,Veteran,White,B,43.33436512429542,D,-132.32794422315322,C,-52.28560553043498,-17.967945241460885,A,C,D,73.92730248831738,-25.434126647878852,-105.40458648023903,-89.51129296367911,0
Physical,Single,Non-Veteran,Black,C,75.66317937524019,C,-97.71028903801906,B,4.088384385513084,80.3103578202053,D,C,B,79.9947611306754,90.15104450105196,-62.029509931090786,-45.7919464423699,1
No,Divorced,Veteran,African American,D,-310.99785284782894,C,79.26861246002838,A,-104.73329964911898,157.98891018658517,D,D,C,46.841908847942186,40.82000638050649,73.68845318698921,53.8089781902821,1
Mental,Divorced,Yes,Hispanic,B,54.09984854500177,B,67.69640424318128,A,-17.914876040172782,-124.43433508560516,D,A,E,-96.59623787375968,123.8198942760092,-243.23768359615013,-87.26806249265951,1
Physical,Single,Veteran,Other,E,-151.1095198942495,A,-35.025234682451384,A,-82.70093989583376,-16.022873827196012,C,D,C,62.3677600670733,133.3080959046063,92.44410362723946,153.28370822074064,1
Yes,Single,Veteran,African American,E,3.161920495562806,B,-45.807049650323854,B,81.43924396715417,-17.277667938224976,B,C,C,8.269471215438164,68.45662233342499,-5.170786287776073,80.96196931118807,1
No,Divorced,Non-Veteran,White,B,-212.5759127763039,A,144.89041764109876,A,19.974959969754373,96.06170184985218,E,A,C,-49.385306953269016,170.9447797460412,-21.866605795164386,123.42492810952221,0
Yes,Widowed,Yes,Asian,D,-92.09796565210264,B,160.39290019753975,D,-1.600716103784523,-67.735455949224,E,B,E,118.61223272830388,-149.3158634050566,36.402214664790314,-115.0846465360702,1
Physical,Married,Non-Veteran,African American,B,-159.96436309464116,B,-38.24694379291794,B,6.080082694962506,-223.9940387760102,E,E,E,17.3429084476755,-38.00145119071738,34.0882468458316,18.758593129564627,1
None,Single,No,Hispanic,E,130.2312834441834,B,135.89105463299666,A,179.05058509385893,-48.164163836410275,E,A,C,-47.75136716801624,79.13280812180156,97.57505210233352,-125.08135595386788,0
Both,Single,No,White,A,-7.361077562242463,E,50.61598764345533,E,127.82096749546905,-59.362160909765294,E,C,E,73.63003628376997,-71.57561667784816,80.630433963297,158.27340172848176,0
None,Married,No,Asian,A,151.64597266118972,C,-92.8162871584467,B,127.12675650944465,43.18006212947537,A,E,D,-70.04236523072689,33.74206093011211,10.468387483851082,37.75728007138208,0
Physical,Widowed,Non-Veteran,White,D,7.02920830810949,C,128.65455021992796,D,111.33069357170362,35.39369001026689,C,E,D,54.49868837497256,21.008865978410128,-67.07793196804329,-77.01817063590246,1
None,Married,No,White,B,89.66188877604768,C,9.297892277084824,D,58.92776893187993,-94.05495155361537,A,D,D,-254.45489378167693,124.24693216936969,82.23944512431002,-17.618177167352155,0
None,Single,Yes,White,E,-77.2895584806692,E,-115.87374207652272,E,16.79603097648343,-25.28014639834729,A,E,D,-112.08184194806141,-227.9542440102864,89.24726794382995,-31.866138992852814,1
No,Married,No,Asian,E,170.92200104475415,E,-91.26403879599435,B,77.17754034257209,133.99462578284854,E,A,B,85.94522989747685,84.40923642571123,95.39434794772815,-7.5482419824352265,0
Yes,Married,Veteran,Other,A,-16.363050284056087,A,-70.63154049404216,D,-66.5666578180286,44.41989780355994,D,D,B,137.06786959890107,-210.82770168433836,-196.80423124099366,-162.22549410923276,1
Physical,Divorced,Veteran,White,A,15.812913257524123,C,173.47667593863738,A,13.176194280497958,-109.73549699646634,A,E,B,223.18597475351223,138.32534558299744,159.77882077815434,243.54953952074752,0
Both,Widowed,Veteran,Other,C,44.80173891773313,E,44.05928909897578,A,55.30665527959491,13.219789371505989,B,A,B,-75.50582332130531,191.08646562089285,-164.3544083943501,-15.534447261466012,0
Yes,Single,Non-Veteran,Asian,D,117.89666352535602,A,174.14354827730142,B,-41.646513037886976,40.61868562915147,C,D,E,109.35403824161676,-16.92745608183186,-133.80950858653208,6.74718850469702,1
Yes,Widowed,Non-Veteran,Other,B,58.399177221333396,C,-118.96038698947093,B,-55.10146121518932,-214.44305493904304,A,E,C,4.467239459574901,-82.50181908140229,-95.51488232301932,-165.3660289133201,0
Mental,Widowed,Yes,Asian,A,-22.768960189421712,D,181.83643525011337,D,-51.76984494977752,8.999853486513967,B,C,B,60.44281916834912,6.600228475757566,-9.905030169769057,-19.31596446574744,1
Physical,Divorced,Veteran,African American,C,12.257912990659019,B,93.28739890420755,C,117.10981004124268,-22.154631229545572,E,E,D,-81.40597562329127,-11.998192289897426,-24.28155853209416,52.659350529459445,0
No,Divorced,No,Asian,C,104.17286290437178,C,31.04736369562161,B,-69.32785069940294,71.45618950209038,D,D,E,-113.43579713113232,191.0507790049295,-151.11695236885615,-167.2853969001511,0
Physical,Widowed,Yes,Asian,D,18.168544951928254,D,-183.22651875934,C,-12.06396202062833,42.7274873084924,B,D,E,5.84425960975949,-83.29717048775443,9.88947525969108,-85.04024483367438,0
Both,Widowed,Veteran,Asian,E,45.093537362495276,C,-203.47829310049582,E,71.5617183188958,120.65847761510614,B,A,B,-22.185142619820724,-112.41972816632475,3.142420280872756,188.88784436359077,0
None,Divorced,Veteran,White,C,-90.5241956555793,E,154.88502960899157,D,-33.32249908658822,-9.05765968764465,C,B,B,39.40915935173406,-116.951983645846,-51.5293343519687,-45.856151369395896,1
Mental,Single,No,Asian,A,-140.09127862338863,E,22.20557324565851,B,77.0281996669599,-141.33633796077302,B,C,D,120.0822741362185,70.7798606683357,7.039673516221387,83.52257771315864,0
Physical,Divorced,Yes,Black,E,-0.22532733721837322,C,42.262337986931584,C,-1.887458437463416,250.86535532027955,D,C,C,-141.79955140320968,19.352270947252045,154.96506949881083,214.96428586926393,1
Physical,Divorced,Non-Veteran,White,B,164.85738831537626,E,122.81333773323055,C,33.77485291124444,130.2121778990754,B,E,B,2.2305324812414593,-19.507156966389125,140.772560665016,124.09951701050595,1
Physical,Widowed,No,Hispanic,A,-1.8692189387264273,B,150.87445234059544,D,66.7085053829731,145.5054505369032,B,B,B,-42.89613613623055,-110.33722321583693,-65.52107114036247,120.99045739106316,1
Yes,Divorced,Non-Veteran,Black,B,-11.098687134519771,D,49.30895729165807,E,-183.363924213862,-39.223005794804344,D,C,C,13.298100710050223,-59.237351580710374,113.80938729611749,-248.4394712953501,1
None,Single,Veteran,White,E,-84.49720055226294,B,-63.62706753116383,B,70.79968424287858,43.131639810906805,A,A,E,7.200642766918622,27.509766857137556,-279.58867121182976,26.037595843759203,1
Yes,Married,Veteran,Black,E,-36.29085519705301,A,-2.4741197852165415,E,-148.57540688481396,-14.107635837607486,E,C,E,-110.48821410542986,228.63410520448713,249.8631676604124,165.061427510079,1
Mental,Single,Yes,Other,A,88.34449308387934,D,-43.71760816971717,A,-132.38879583566035,68.16192445811673,B,E,E,-169.4446172076543,-169.03882135056853,142.0280840592891,-113.76669471847391,1
