age_group,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
51-65,Male,B,B,E,-3.0351510290154353,A,B,-59.438260067925164,-14.557115972526017,E,0
26-35,Non-binary,E,D,C,6.980406357702973,B,E,-27.612490253986493,-108.37322861618462,C,1
26-35,F,E,B,B,50.19331540132862,A,D,104.23102291139166,94.65846558794212,A,1
36-50,M,B,E,A,-31.46140969120581,B,E,-165.4164326819531,90.55637643972253,E,1
51-65,Non-binary,E,E,A,-98.25398339036438,D,E,-55.97931309280379,2.091650631578831,D,0
26-35,Non-binary,C,B,A,-26.067018465030788,A,D,-26.301632881595587,32.19669129619087,A,0
36-50,M,C,C,D,162.06353222368276,D,D,-145.08621850534968,-131.42464272373476,A,1
36-50,Male,A,A,A,-207.36086377492197,A,A,-0.11604504662031764,161.9741298734766,E,0
26-35,Non-binary,E,C,E,-106.62201618542333,A,C,70.39105609230892,88.93188176083635,B,1
65+,Other,E,C,D,-22.381535694666624,C,B,-249.46191290154255,-18.955098365956637,D,0
51-65,F,E,A,D,-20.820296441037325,A,A,-142.56194237851517,-38.27321782688698,D,0
65+,M,C,D,B,11.06756907896375,D,E,-153.01979741504152,-102.72972301932921,A,1
51-65,Non-binary,B,A,A,-128.92674352288958,A,B,-87.94591117551299,0.8142987036376614,A,0
51-65,Female,B,B,E,-192.3287545687506,E,E,-97.65104337150757,58.18560002238395,A,0
26-35,Non-binary,C,E,E,-14.836061061524855,A,B,22.867830462694137,62.81593024279556,E,1
26-35,Other,A,B,D,130.0824642618795,A,C,193.30206213629873,28.644188787650403,A,0
51-65,F,E,B,C,65.71897151943087,D,D,182.4295529274977,181.4667310774478,E,1
51-65,Male,E,C,C,161.2189181502678,A,C,-59.53121063212385,-17.355393913989698,A,0
65+,Non-binary,D,A,B,89.6853038150555,D,B,161.99508329090295,123.98907949149229,A,1
51-65,M,B,A,D,12.758046690450758,B,B,52.64829956254613,38.79933868446684,D,0
18-25,Other,D,C,B,7.687864677116376,A,A,85.46986149940568,6.241629372727692,A,1
36-50,F,A,E,A,64.33544892126996,D,D,26.22422038407614,-4.185456337079181,B,1
26-35,Non-binary,D,E,A,99.17238358041551,C,A,-122.83709463956696,66.79765322422546,E,1
26-35,Male,B,E,E,-153.830276529237,E,E,-124.77983149986265,48.485574015451945,C,0
36-50,F,D,A,C,-128.09093766214886,C,A,92.29300012200505,95.42716465639829,A,1
18-25,Male,D,B,E,252.79402012336956,E,C,82.91236366822653,43.598154983075155,D,1
26-35,Female,B,A,E,242.00553211568652,D,E,132.92338966668072,-105.91704604945038,B,1
18-25,Non-binary,C,C,B,-63.45349250722556,C,E,16.424429367950882,-146.2897421009782,C,1
26-35,Other,D,A,E,82.56382312298597,C,B,-14.697633025556698,137.55919307535356,C,0
18-25,Other,D,A,A,-116.459273174825,D,B,-105.68041315314287,85.0694045170853,E,0
26-35,Male,D,D,E,160.1615151060733,B,B,-93.78664828279341,-48.46653099753923,B,1
18-25,Male,C,E,C,-83.57338883458834,C,A,4.9382389031691885,-12.313342707445516,C,0
36-50,M,B,A,A,16.196571414018663,C,E,232.92964748614358,-50.52973626414248,B,1
65+,Other,E,B,B,-60.99123787382854,B,C,3.4374334045698616,-57.26066213143631,A,0
65+,Other,E,E,B,41.3172327915729,D,E,105.27292868111775,52.28081390902305,D,0
36-50,Non-binary,C,A,D,-139.1659016868315,D,D,-57.81025940442812,-148.8615200181258,E,1
26-35,Female,D,A,B,-31.240644415535435,A,C,-47.55763296769426,-51.99471388498972,B,0
26-35,Non-binary,C,E,A,-26.80132248193171,A,D,34.597265104406524,81.38003179611452,A,1
65+,M,E,A,B,32.02924215249368,E,A,-101.17418102441214,102.25296415730763,D,0
65+,Other,E,E,D,-79.16052534072755,A,C,41.910669780880056,16.12178041544764,B,0
51-65,M,E,C,D,96.17472509747131,B,D,104.34622891927926,15.396898284835153,B,0
51-65,Male,E,C,E,-62.80540348210636,A,A,-76.6763745745388,-17.547646237096867,E,1
36-50,Female,C,A,B,-85.56047579759343,D,B,136.54671264298526,-33.328961296386495,E,1
26-35,Non-binary,D,C,B,31.484741729180943,B,D,33.584505945070994,2.349403369511015,D,0
26-35,F,A,A,B,74.96522741691352,B,D,63.980050318210125,-63.99291813503854,E,0
65+,F,C,E,C,-71.6226150329707,A,B,66.05796159591651,-73.48441358217872,C,0
18-25,F,B,D,B,218.3713804184011,C,E,81.21860193084326,-18.378532646286153,E,0
26-35,Non-binary,A,E,E,-3.197713551269031,B,B,-0.2282482402226789,-26.856237359709045,C,1
51-65,F,D,A,C,-161.59409360730066,B,E,-102.16855476133506,-144.82670293477173,D,0
36-50,Female,B,B,D,88.6289316093512,D,A,-39.14991519009135,80.73591599557184,D,0
36-50,Non-binary,E,B,A,-41.30062692354482,D,E,-31.27931880372798,-148.52252942570132,D,1
18-25,Male,B,B,E,-133.04553598481013,D,E,26.222306755178167,31.891658445478992,D,1
36-50,F,B,C,C,-173.9441560485922,B,E,-42.19997801383088,78.77816441942701,E,1
51-65,M,C,B,B,160.2551138080092,D,A,-63.1196218051397,-94.34273560638835,A,0
26-35,Male,E,A,C,1.9351533733290343,D,E,-2.8967832645420475,-9.599540131415296,E,0
65+,M,C,C,A,-18.2620670586296,D,A,277.311842492115,81.46705197763556,B,1
65+,Male,A,E,A,-79.1248354744147,D,A,100.43945673189974,-47.70357641209931,C,1
26-35,F,B,B,D,-196.93399903299834,B,D,-125.16067387058666,104.82201711351023,B,1
51-65,M,D,A,C,-41.984700031698026,C,B,-66.53988410537892,72.35132466415295,D,0
18-25,Male,B,E,A,-27.767554568958825,A,B,44.46321773476385,35.49169704730758,A,1
18-25,Male,B,D,E,-44.779756151912345,A,E,139.3599695632825,4.799599139145797,B,1
65+,Female,C,A,B,-98.18059101643111,C,C,-3.1893509211299795,70.47249799412833,B,0
18-25,Other,D,B,E,46.746793527565735,C,E,-35.557166749830316,-172.684297362311,B,1
26-35,Male,B,B,E,-53.56499354090253,A,A,-272.1585088236203,43.58823729742501,A,1
65+,Male,E,D,C,98.96752620803805,C,B,-20.33676777614674,-219.95452929433753,C,1
18-25,Other,B,E,A,79.22829457371337,C,C,-63.49700665692891,14.975692784350054,C,1
36-50,Female,B,D,C,210.19604571108866,B,A,123.78804839291197,-12.536171306983073,B,1
26-35,Male,C,D,C,117.11878922117663,B,B,11.477495623483975,-66.03678333948592,E,1
18-25,Male,A,D,B,42.60785004427516,A,D,-1.3056668820927384,42.256226523147234,B,0
51-65,Male,D,E,B,-32.85568051611784,E,D,38.10758349461632,-80.5784340091514,B,0
26-35,Male,B,E,B,-298.92905774555265,E,E,77.57876766117192,47.707103429525446,E,0
18-25,M,B,A,E,-9.998035527187056,E,C,-60.02723832560655,46.72932766583632,E,1
51-65,Male,A,C,A,22.43155763326054,A,B,-117.3317440350756,-37.67688601018342,E,0
36-50,M,B,E,E,-62.28647660852917,C,A,43.19931821965943,-121.1057420677484,B,0
65+,Female,C,A,C,68.20349553293899,E,C,99.7236121047029,27.790652271786175,C,0
18-25,Non-binary,A,A,A,-60.62039453703407,D,E,87.28437822034219,-95.40125864012663,E,0
26-35,M,B,A,A,-17.714144902158953,B,C,-86.15584674231313,64.63118326370217,D,1
51-65,Female,E,C,B,-102.18335280819583,E,D,77.4511212283147,-7.615885245884886,C,0
51-65,M,A,A,D,60.8122355630925,A,D,-43.19337890495353,-158.34201182379067,A,1
65+,Non-binary,B,C,D,-52.67301917631787,B,C,143.71895192837283,-87.03846843358218,D,0
36-50,Female,C,E,D,-150.34746552443943,E,B,63.83119282417468,67.68253026696,D,1
65+,Female,B,B,C,-55.75455283125502,E,E,-44.450573926648254,76.45683039433,E,1
26-35,F,C,B,B,86.60478314668055,A,C,201.9942660657694,9.369633179568352,E,0
51-65,F,A,D,C,-163.5292897612879,E,C,-173.87819099072496,12.477892475185707,A,0
51-65,Non-binary,A,C,C,-94.58651245402304,D,C,51.51073527476344,-63.36432301997371,B,0
65+,Female,C,C,A,88.76283608733392,A,C,-145.3712817919789,-55.68533841753287,E,0
51-65,Other,E,B,D,149.98148871337722,D,A,31.234208077491033,-127.23910996259036,D,0
65+,Female,E,B,D,135.53579274522914,C,B,22.745917715613256,-127.01704442300172,D,1
36-50,Non-binary,D,B,D,55.37683720798137,D,E,17.44108844320079,175.78827855208343,E,0
51-65,Male,E,A,C,-44.66306060265195,E,B,-39.06056762935541,-58.639273121881985,E,1
36-50,F,B,C,E,162.0341604746356,A,B,-21.006680015212194,-28.80274966125765,E,1
51-65,F,D,C,A,12.430677234917514,C,C,-167.85839528732683,-74.33466041091077,A,0
65+,Female,E,E,A,-85.77803024261156,B,B,-47.62889147217825,17.314182744035385,D,1
51-65,Male,B,E,A,78.30172297039098,A,C,67.9689269066659,75.25340402265924,B,0
51-65,Other,A,D,E,9.066853422412668,C,D,-187.28843345313518,116.23666597989242,A,0
26-35,Non-binary,A,E,E,-35.85283231886542,A,C,-78.33806747155529,25.468788022881363,B,1
18-25,Non-binary,B,C,C,259.38723211738784,E,E,-92.22896550345705,-20.342524356717647,B,0
65+,F,C,B,B,46.27339209093687,B,C,26.820484686724207,47.12468448030678,E,0
51-65,Female,E,E,B,32.49322796042426,A,D,-61.02140321319519,-22.28455648986912,E,1
36-50,Female,A,A,D,82.08209172926524,C,D,-3.192485221439504,-149.19431799740173,D,1
18-25,Other,E,B,D,-157.63246124911143,B,B,-126.23916889016814,-59.25165660106856,E,0
65+,Non-binary,D,E,B,-11.956557966275943,B,B,-96.35200799651898,54.30077621882749,D,1
18-25,Non-binary,D,E,B,105.76325617616624,B,C,-34.1016333992051,-51.94406928678988,E,0
36-50,Other,D,C,D,179.4095967350991,E,B,31.371394341338526,8.456668581553252,C,0
51-65,F,B,B,B,-43.5267848935543,B,C,169.89184392477262,194.3555043844033,B,0
26-35,F,A,C,A,123.66108387848283,C,A,167.18949234276405,169.20408402983142,A,0
36-50,Non-binary,B,A,D,12.384013994884157,B,B,104.63049619170039,185.1846891542984,D,0
51-65,M,A,B,B,14.217261519086803,E,A,-56.073712457756855,103.9245685456027,C,0
26-35,Non-binary,B,D,D,-48.078423147325196,C,A,-38.34994442501514,-10.431775793973994,E,0
51-65,M,B,D,B,-107.31423715738337,E,A,58.7962305057011,170.17703723568434,E,1
51-65,M,C,C,B,25.27285445784553,D,A,45.46781430879353,136.27325940539765,C,0
26-35,M,B,B,E,23.823613283241194,B,D,-34.122020187559365,113.17657704628914,C,0
18-25,Male,B,B,C,-145.9481624589037,C,D,102.56802106551845,38.36873372780495,A,0
18-25,F,E,D,C,-147.89485372086253,C,C,-42.611487036419106,30.873715680903224,D,0
51-65,Other,D,E,A,-48.50328906630892,C,D,-32.276777192228046,100.7407299062578,D,1
18-25,Non-binary,A,D,B,-92.51581725217784,B,E,-208.37108655149504,-0.18731341311703706,D,0
51-65,Other,D,C,B,-115.8573494718357,E,C,-113.73007973716429,-103.570517127816,A,0
65+,Non-binary,D,E,D,-7.513794275657232,A,D,-58.480520455120896,-203.76360564276078,A,0
18-25,Non-binary,D,D,E,-25.14645183119488,B,C,20.797488235046707,162.20387993203278,E,1
26-35,M,C,B,E,-71.59954897822854,B,D,114.47963269612444,61.74901210296356,D,0
65+,M,E,D,E,140.20112332133044,A,D,73.21010503553701,129.6973535274685,B,1
36-50,F,D,E,A,-88.69242208222093,E,A,-156.00675404035084,-37.98250066035892,B,0
51-65,Non-binary,C,C,B,-109.66144781401408,A,C,56.82558978658218,-14.57145437972156,E,1
51-65,Other,B,B,B,28.21472971380608,D,E,-120.22264546458116,-40.7445766374741,C,1
18-25,M,E,D,D,43.33676293703655,E,A,27.8363886009834,-48.89213709953418,E,0
65+,Non-binary,A,B,A,186.4974266271913,D,C,-54.75333012148541,165.4347487873609,D,1
26-35,M,B,C,C,-60.8294451023219,E,D,29.986875835309206,0.6948382786756092,C,1
18-25,Female,D,D,E,44.412451514897974,D,E,-108.17363805064373,-119.14369984689992,C,0
26-35,M,E,C,D,-94.91706624147368,E,E,84.0962000405872,38.501318801812666,B,0
65+,Female,B,E,C,225.19927418003155,B,C,-45.52325256678782,-29.606343807192516,D,1
36-50,M,C,A,C,-170.91831047563426,D,B,71.60009857705165,-46.167595962928765,C,0
65+,Non-binary,C,E,E,-2.7483714461674578,A,B,217.80648532238084,66.02338971444085,C,1
26-35,M,C,D,C,32.93140816527059,B,D,72.64680976759395,59.632745211609105,E,1
26-35,Non-binary,C,D,C,50.33605867635149,B,B,-51.585202389578434,47.01040884671636,B,0
18-25,Male,D,A,C,30.021383934399008,C,C,111.55263153042657,-228.74537936792922,A,1
26-35,M,E,C,D,-21.289791183772145,B,D,-125.43270549572607,48.1036670995848,E,0
51-65,F,C,E,B,85.63237023624798,D,D,-185.8414169772492,-107.13512864952068,C,1
18-25,F,A,C,E,65.83719525473244,B,B,9.07845732130502,-4.875353711251332,D,1
18-25,Non-binary,A,A,E,-12.137498600490176,C,A,69.34951271134754,-11.71666358747893,E,0
36-50,Female,E,B,C,166.0338194058225,E,B,-74.32829191478612,6.337610282333955,A,0
65+,Male,A,C,B,-23.591329575248203,C,A,38.995287333443734,-107.89005977492081,C,0
65+,Male,C,B,C,-68.29941188042996,B,E,-30.928283042712128,-228.6252904398908,C,0
36-50,M,A,B,B,68.27476728974972,C,D,-24.764819111141133,-33.9438218274147,B,1
26-35,Non-binary,D,A,C,27.22606199773426,D,C,-156.58693198200336,-29.20169210055749,E,0
18-25,Non-binary,D,A,D,-36.04746136634732,C,D,-126.16939507923128,77.90846181126027,C,1
36-50,Female,C,D,B,-53.35908658363301,B,B,-34.17952218838928,-153.58411967413602,B,1
36-50,Female,E,B,D,-75.45104796964746,E,A,-59.23997294843464,177.67502233881177,B,1
51-65,Female,A,E,B,84.06981790470886,E,A,-72.8206445007345,199.62051218272578,E,0
18-25,Other,C,C,A,-18.772554352387154,C,A,206.7534363534929,-98.33195158702165,D,1
18-25,Female,C,D,B,-72.33862613544328,E,C,-19.636365104695443,60.509818352878675,A,0
18-25,F,B,B,B,-77.34739014545679,C,D,-12.376472461230167,33.40278050437693,E,1
36-50,Non-binary,B,E,D,-99.21814929209023,D,C,157.41282085384182,-63.06111634248194,C,1
51-65,M,A,D,D,-66.99815058833859,D,C,65.79083873593218,-110.50149556180024,E,0
51-65,Female,A,C,B,-2.0834502176847254,A,A,17.575640577974628,39.212047768019296,E,1
51-65,Male,E,B,A,-164.8189819495293,C,A,-75.4321084386455,44.532045081708446,A,0
26-35,Other,E,D,B,-139.85179946645076,A,D,-31.004102535319205,-24.493240245157075,C,1
51-65,Male,C,B,E,1.5877626640063118,C,E,-15.302867560297475,-111.84994512574981,D,0
51-65,Other,C,E,B,-157.40932306899288,E,B,88.57616798715999,6.575165633390853,C,1
65+,Other,E,A,D,-74.03963767481338,E,D,307.16511562766306,99.95883204450581,C,1
26-35,M,A,D,D,-169.36686521966075,A,A,90.89177193608288,-69.7941754481923,D,1
65+,Other,D,B,B,-40.93290516888024,D,D,-113.73858209325019,-19.41912373622997,D,0
26-35,Other,D,C,D,123.04122365237065,E,A,10.420670058236304,-65.28496983049277,E,1
65+,Male,A,B,B,43.46651721344151,E,B,42.54468765322248,107.65250224283167,A,0
18-25,Other,D,E,D,2.9356190706146377,A,D,151.61174941634926,-94.11133756868293,A,0
65+,Male,E,B,E,32.7050416241117,B,E,86.76122858512485,-138.23611421480126,E,0
26-35,Non-binary,B,C,C,135.50555054934935,E,B,-101.42415697429045,-159.62153165456817,D,1
26-35,F,C,B,B,21.37426558173107,E,B,-82.77055289148447,-36.79069068755976,A,0
18-25,Non-binary,A,D,D,75.45111448987132,C,E,-40.26122903329805,-204.2274009427177,A,1
36-50,Male,B,B,A,141.47107550548924,D,D,100.3682823674247,74.63996094628807,E,0
18-25,Male,C,A,E,79.10613302907547,C,B,256.03044286216107,-52.21168718652015,E,0
18-25,M,D,D,D,108.2734856018269,C,D,-27.844157288807697,63.14435043983645,D,1
18-25,M,B,C,C,-223.19616664059038,C,B,40.158827372452194,-2.225550388446669,C,1
65+,M,D,A,C,-10.475795997160041,B,E,-92.56304170410357,66.85891998886062,A,1
65+,Non-binary,E,A,B,-155.85610940875995,B,B,-250.46861857375907,-22.518460549915204,D,0
36-50,F,B,B,D,-48.148743772557104,A,B,25.249066045460356,-58.44487410832134,E,1
51-65,Male,B,B,C,-124.80431871178138,D,A,34.79155345228364,119.3600079750851,B,1
36-50,M,D,D,E,2.993502958029414,D,B,-14.090975246385446,-16.25377969727233,A,0
26-35,Female,E,D,E,74.01190219319373,E,C,117.39064561625273,48.89235787964207,C,1
36-50,Other,E,D,B,-173.52658879915214,C,C,-105.83211543139693,190.00820896820673,B,0
51-65,Male,E,C,D,50.20834180580979,D,B,-48.24382786779886,63.08946225222102,A,1
51-65,Male,E,B,D,-64.29357089090443,B,B,44.74494208290874,44.64382151896126,C,1
26-35,Male,A,E,D,-38.51710651071764,A,A,-3.899018433923311,240.27541775692404,B,0
51-65,Male,D,A,C,-6.958543313641679,E,A,142.18774815803454,80.82000175117314,C,1
26-35,Male,E,D,C,109.14873376226491,D,C,-32.110933599278816,-283.46362285529995,D,1
18-25,M,A,C,D,19.26869910770498,A,E,-51.30667988697031,93.53692533505762,D,0
26-35,Male,D,B,C,-43.17622066190228,C,A,39.605276656822284,63.39381419242671,A,0
26-35,Non-binary,B,E,E,1.0935630782274275,B,A,-102.4357873310703,33.45561774236367,B,1
65+,F,D,B,A,175.13565769484885,B,A,24.486170909721967,51.92891330677718,C,0
36-50,Male,C,B,C,-2.870090184740337,E,B,216.91733583068412,-216.88441158628632,E,1
26-35,M,A,B,E,118.62467603916562,D,C,10.534702606907565,147.71589523211895,D,0
18-25,Non-binary,C,C,E,116.46869728206029,D,D,-179.86897610237293,-56.737182667364664,E,1
65+,Other,D,A,C,22.919084546037432,B,A,45.14111364498811,57.4416746438748,C,0
18-25,Female,B,B,B,-36.98643012553647,E,D,143.57934375432592,-119.60819306312192,B,0
65+,F,E,C,E,125.60634441844398,C,D,174.87857606168987,-79.42564902868975,B,0
36-50,Other,C,D,B,-135.17258182154316,D,C,51.107544730006715,53.692537323089965,C,1
26-35,F,D,B,A,-52.98951124447259,E,D,27.46318202431229,70.2043200739125,B,0
26-35,Female,D,A,D,134.32176186400537,C,E,126.38137291575555,61.11275485660802,C,1
65+,Other,B,D,A,23.46234619363917,C,C,70.65303578693621,20.74547336311809,D,1
26-35,F,B,D,A,-160.51565093446072,A,E,-76.3315564065047,-136.88657319392948,D,1
18-25,Other,E,C,B,70.94258277668473,A,A,58.295258279074744,154.78339207757142,D,0
26-35,M,A,B,E,-52.86140726892599,B,A,-193.0254374705302,133.01112174444404,B,1
26-35,Male,D,B,E,172.4472844578789,C,E,-67.20700080040831,-33.2765550151699,B,0
65+,F,C,C,B,17.940361246145066,D,A,16.677970220260494,-126.14293330745949,C,0
36-50,Male,A,E,C,0.9227140428485172,C,C,-176.9354883516019,25.093655379418045,B,1
65+,M,D,C,E,-24.37892246695224,B,B,-16.03500119112791,92.54058465741586,C,1
51-65,Other,D,E,B,145.18705893605724,D,D,58.39930530984374,-14.486413738447732,E,0
51-65,M,A,B,A,118.63800248377407,C,E,98.55351579018588,8.499593228422341,D,0
26-35,Other,E,C,A,-71.93888537734634,E,E,-101.29232031737014,-15.0256894635918,D,0
65+,Female,E,C,A,-51.93419023408623,B,B,-120.31744280811054,-108.21200300724783,A,0
51-65,M,B,D,B,185.93351742376962,C,B,53.56221892397037,26.728309065563703,D,0
18-25,Non-binary,D,A,D,-35.47519352565441,C,E,31.88619064873968,-61.425660492719345,A,0
51-65,Male,D,D,E,-53.2660607626043,B,C,-78.54132424164222,151.7805728213539,E,0
26-35,F,E,A,C,8.471652591260238,E,C,126.6163860939467,-83.45765536433716,A,1
51-65,M,C,B,E,-99.44029859653646,A,B,105.81884599189178,0.9906757085271712,D,1
51-65,Non-binary,D,A,C,81.47612501062103,D,A,23.131840842622008,-70.83154159201717,D,0
26-35,Other,A,C,D,45.734787315810244,A,B,5.86096597302239,-13.826992029980872,D,0
36-50,Non-binary,D,E,E,13.921174598684017,B,E,-127.1196797032216,93.23390222098413,B,0
36-50,Non-binary,B,D,B,-0.6843031065883308,E,D,45.551076459491895,-49.275028148566,E,1
18-25,Female,A,B,E,64.73622342328967,B,B,69.17154585479966,120.68381945194511,B,0
26-35,Female,B,E,E,7.3772382463898944,E,B,47.59920692428111,-5.341197463819345,D,1
18-25,M,B,E,D,-60.73029182804795,D,C,12.243373389211287,73.14446869097459,B,1
18-25,Non-binary,D,D,B,12.686570945888167,C,A,-44.61253299518222,-15.088197554888646,A,0
36-50,Non-binary,E,C,D,-35.8015792065078,B,C,-49.09849827943715,49.13117849074841,B,1
26-35,Other,A,C,B,-61.92719613655737,E,E,2.377787491690796,-12.280008582588154,C,0
26-35,M,B,D,B,93.56451866436404,C,C,-42.05851674544913,80.63530913738968,B,0
51-65,F,E,A,C,-21.73490040624095,B,A,-117.40537715909312,-117.05451091284907,A,1
65+,F,E,C,D,33.46030391455563,A,D,-86.67518539887851,-92.8337095905297,B,1
36-50,Female,B,D,C,147.96406983416023,C,A,33.53516778732403,-13.134264054887574,A,0
65+,F,C,D,A,-96.27798092692925,C,E,-40.94821052292426,45.75253494974197,E,0
36-50,M,B,B,E,115.24835746460556,C,E,-7.063255179291684,3.743420238772256,D,0
51-65,F,A,C,A,-36.57815075277854,A,B,-138.43617952175686,-12.036529062359493,E,0
18-25,Female,D,A,D,-29.555118550246018,B,C,34.51765442107607,-50.60630675952487,B,1
36-50,F,C,E,A,-44.34044289720648,D,D,15.364365957105278,86.60854531966442,B,1
65+,M,C,E,A,-58.946576906603234,E,E,-51.23920350083013,9.357468463242343,E,1
36-50,Other,B,C,D,-154.90106667027,A,E,-0.27662784308747207,97.8735430013275,D,0
65+,M,C,E,B,-29.276196092966345,E,D,-71.81892730198777,60.78788508052539,C,0
26-35,Other,E,B,E,-28.801599500502277,E,B,-126.83544414988224,-70.14217711635226,C,0
65+,Male,E,E,A,-40.331263554002184,D,D,-112.7241127699203,-94.50182814161172,A,1
65+,Non-binary,B,D,D,103.215815528617,A,A,107.10453946453629,17.580613913808442,D,1
65+,Other,E,C,E,-107.92758935616409,E,E,-130.7207719415752,-197.9546963097941,C,1
26-35,F,C,A,D,-99.8790353320306,A,D,12.731218878390607,148.88833102270058,C,1
36-50,Other,E,D,D,84.28100650325815,D,C,-123.41486585203508,94.83446120055928,D,1
36-50,Non-binary,C,B,D,-8.736798671517596,D,A,116.39206366929349,74.18672811118573,E,1
36-50,Female,B,C,B,35.31357485748058,D,B,69.09999809330529,-25.13069765009524,A,0
36-50,M,A,A,B,-46.20442726106386,B,A,47.84490368886473,192.68932219775192,A,0
26-35,Female,C,D,B,114.9943424909679,E,C,-189.07668927437072,111.96809981203677,C,0
51-65,F,A,D,C,-153.89985784287617,D,B,64.1955624337659,-250.1439791192658,C,0
51-65,Non-binary,E,B,A,4.658976386508825,D,A,160.139991873891,11.66603975088258,C,0
36-50,F,C,B,A,20.722444393949758,B,D,-101.49233260044667,73.86450651834406,E,1
26-35,Other,E,A,D,140.52435389550618,E,E,5.786159353757041,-28.826783121699766,D,1
26-35,M,B,B,D,-8.98028992821787,D,C,312.853011092253,-21.161598095229074,C,0
