disability,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Physical,62,-101.08484935908602,16.881833024743496,87.62836549207306,E,D,E,0
Yes,37,-157.0061491103367,-18.981714099309848,-43.19175898194292,B,D,A,1
None,21,154.24098814917417,-8.549009271083293,57.10237298302815,D,A,D,1
Both,36,-0.8075046432204003,4.374986048648035,-52.86726374223545,B,C,B,0
Both,66,-14.025571197138545,112.80574349075354,31.455679454787557,A,C,C,0
Yes,95,120.00567250968861,-219.97371444698203,-140.88039683666847,D,C,C,1
Both,98,-147.77633084697047,-77.1084758423523,-204.29929188192074,B,E,A,1
None,50,-48.27054789101066,-11.806456988792553,26.75780457803627,E,B,B,0
Both,26,115.91348976363733,18.512761055168546,55.21329815964386,C,A,D,0
Yes,72,-98.77505401976833,76.3356212136611,76.10347458747324,B,C,D,0
None,84,-19.881036103763407,35.08779764458551,121.1438726087447,A,E,C,1
No,61,22.002476564345947,-46.25222235981427,-3.7279585747575776,D,A,D,0
Both,73,-260.97427387151646,0.0641217328457288,-55.484143292472396,C,D,C,0
Mental,20,138.3676096275249,45.558975642411504,-28.993700392005078,C,D,E,1
Mental,82,69.10946311817376,-59.8836356546226,-85.30772496813569,E,C,C,1
Both,39,119.23000747290035,-59.33675360278327,186.05797628903346,B,D,A,1
Physical,92,161.2236174852868,112.43102622764553,52.182778234789104,B,E,A,1
None,32,114.33525811008344,-29.56404766310392,-2.3430279275898873,C,E,A,0
None,57,45.851313182635835,21.801367828403684,63.33184253034959,D,B,D,0
No,40,-51.2179638026374,65.31490271728794,158.7870944143534,B,E,C,1
Mental,71,-99.57248892942397,43.22258344702764,-199.2733349326962,D,C,E,0
Physical,32,-46.31450298224357,29.307977288152976,44.448716697236726,D,B,D,0
Physical,90,-128.4625613988437,-84.91539140496181,-22.822563239042985,B,B,C,0
Physical,83,59.55922101915815,167.95548964821435,-85.1222965936686,D,C,B,1
Both,87,-48.72356936202406,44.295635896286136,113.08923546434882,C,E,A,0
Mental,59,250.883951781477,46.56924186022919,-127.67883878601953,C,E,A,0
Both,32,55.126924679649036,-89.51884709437354,200.5384996229512,D,E,B,0
Mental,71,110.0203668535423,44.61496681006819,34.78959549539125,A,D,A,1
Yes,30,67.43889992908653,-101.60527147712341,58.64450572746121,B,C,E,1
Both,50,165.63154212736143,100.03219243746288,-104.75773476853777,B,C,A,1
Yes,22,124.20051120928575,-103.53925006924116,-85.80552884975229,A,D,B,0
Mental,18,-67.53872709160763,-109.0103818879333,110.71609431011721,D,C,D,1
None,76,-113.63887111988848,-43.95248793741446,-13.633489619832764,C,E,E,0
Mental,23,51.175020868173185,101.66959838994045,156.87998827966177,C,B,D,0
Both,68,-77.64713805233006,63.793924841989714,163.9008778067212,B,A,B,1
Both,43,-78.83125218622025,-54.48741383946771,114.13068680529663,E,B,A,0
Yes,61,-68.78127028226348,-307.78303766466036,-6.560679019134395,B,E,E,1
Both,33,-79.99815905598612,122.94937067258482,-25.397270837004125,D,D,E,0
None,88,108.9538396551539,181.49731284913432,84.65725540365892,D,E,E,1
No,23,-30.98199217818542,-31.92048229863431,9.36785841970807,C,B,B,0
Mental,67,2.732400438899397,23.73853525706433,38.397738700006414,C,A,E,0
Both,46,-82.62515563890017,81.03700633920417,10.065980509345124,A,E,A,1
No,69,94.3529286319223,-15.836793059654077,-69.58977731614476,D,D,E,0
None,99,-241.87086558111255,-62.851892953869516,65.67963129359443,B,A,A,0
None,67,-54.99489705509285,73.34787408816906,70.84045913188045,A,B,D,0
Both,18,-34.28965855062032,89.53622723270136,8.384999440586357,A,E,C,1
None,60,-11.12707310482864,42.372831771689725,-149.66814157865505,D,D,A,0
None,18,78.742713559823,42.14857870738638,-87.50455147057504,A,E,C,0
Yes,78,-5.839510122226595,-31.4601601012377,48.36367670111221,A,D,A,1
None,67,14.262581987344552,-115.5809817187612,-123.52793989637509,E,D,B,0
Physical,94,81.49230577078302,122.30517417041385,-179.06646272591843,C,A,A,1
No,62,87.47787186286607,4.601939733220836,5.7525044924665885,C,B,E,1
Yes,85,-16.650422143653472,-74.44619370529978,-197.67176803684006,D,D,A,1
Mental,53,-185.34321685012367,22.639937241962674,29.00264743829808,C,E,E,1
Mental,89,-48.451675441665316,55.359872784515204,91.26003780666733,D,D,D,1
Both,94,80.74896661874182,79.27948456713484,99.39678070297317,E,B,A,0
None,64,49.009566719290106,-17.983449648124054,3.283507688748018,D,B,A,1
Yes,48,15.981522793401847,29.33919805628125,-56.64852670901185,B,A,B,1
Mental,58,-77.04157809270268,120.75902976480646,211.0048080993278,D,E,B,1
Physical,26,-35.678918053297316,5.135787915660739,52.18404447423901,E,C,D,1
Both,18,1.7940510505742204,-71.6581248248479,-59.83123816277699,D,E,A,0
Both,60,110.52154878171514,-104.6024092367346,41.64791109102705,C,C,A,1
Mental,72,113.65167256111839,87.27535296285645,105.05117890611777,D,B,B,1
Physical,70,103.15217955221895,-129.7979537663589,-42.61933714911342,E,E,B,1
Mental,18,-96.55333921611002,121.80396452559879,127.59814019048225,A,C,C,0
Yes,68,104.476831550246,21.326304892702023,34.61243524134817,C,D,C,1
Both,68,-98.45633221707396,24.106027523922624,-54.96301690217377,D,E,D,1
Yes,20,-267.47234576906493,23.92241661825569,-346.77042342240264,A,A,C,1
Both,81,-102.32889942561043,55.66237710123681,-20.741428742264567,A,D,C,0
Physical,76,-183.16192971705726,-177.3996366574151,-147.28176278890894,A,B,C,1
Both,27,51.75730579571696,19.51345123845186,-66.16468180940682,A,D,B,0
Mental,43,-37.64654181451543,-174.27240195028955,16.776081461151264,E,B,D,0
Mental,75,-209.0092458865772,5.25909250432138,-68.46671350928702,A,B,E,1
No,61,-98.85280224939967,58.69422418387374,-69.99602286894859,E,E,B,1
Physical,53,-14.61302694319278,-129.26508965898688,-37.31389929466516,B,D,E,0
Physical,19,-0.6124113106757927,-49.8176117794437,95.77514782904521,A,D,E,1
None,81,-54.4178092177228,-155.85667035699373,-40.03750030801044,E,D,D,0
Both,73,48.6370783463592,-1.5230542034751164,-84.27006816212126,A,A,B,0
None,34,24.198496323718373,99.8375135011284,-175.1164561308908,B,D,E,0
Both,47,167.22782092766954,3.0346295515295623,-190.47562009576782,D,D,E,1
Physical,82,-61.76370429735011,-148.10577680317937,31.378866992611066,E,D,E,0
No,77,5.508989716254949,-115.88583428170685,-37.04825459005252,C,E,E,0
Both,19,188.04859329055782,-110.96450392905155,-74.09816983987926,B,B,E,1
Yes,35,-153.2853659750316,10.635413801280588,2.2299914757612225,E,C,A,1
No,28,107.04062312996581,-9.841727825394354,-23.371741311514075,C,E,D,1
Physical,54,-164.63821957003734,-134.3275610429114,-72.88263138751704,A,B,A,1
Mental,79,-24.439157248034878,-17.658182645974644,-114.3687362415535,A,E,B,0
Physical,53,-56.50474997486077,24.077315907043804,12.866426405344125,B,C,B,0
Mental,83,-28.644851539047888,-7.740157884679752,-99.0869709951936,E,E,E,1
No,74,-21.395502230803928,55.44297788056812,49.263023319504484,B,B,C,1
No,23,163.56898708816314,-79.20474447628257,-113.49746846167594,B,D,B,1
Mental,23,30.98903408344113,-31.982938828938323,-38.63091236826491,A,A,B,0
Yes,70,-114.02384228616467,40.239101766480736,-70.99992869324714,E,A,B,0
Both,57,-17.176618337131305,-77.16892843176778,-126.18148098412743,C,A,A,1
Both,28,116.32133451048084,5.557819727395317,186.2919719164356,D,E,C,1
Yes,61,99.17795869388578,58.69620037011655,84.76259117901608,E,D,A,1
Physical,97,50.61606379982984,-18.393700869546663,137.42867824611952,D,E,D,1
Mental,71,14.068680365737807,-6.346587049292548,-100.8029656613824,B,B,A,0
Mental,58,-127.41350880482045,117.41922645548142,73.40367806698114,C,B,A,0
Physical,64,-21.360786819274473,90.71564857130015,-137.4973497648967,B,E,B,1
None,89,0.6096413023733922,38.76639043382746,-94.9841432327908,D,C,A,0
Yes,31,69.06384794588814,-73.61792539378938,-93.30564199202249,E,C,A,0
None,30,-5.40794597679225,81.84391978605278,-106.84036455353984,B,B,A,1
Physical,93,-42.8574799186189,-24.53569478705634,224.116458722234,E,B,C,0
No,48,-123.2844183014794,81.3623769526307,-96.28671698023038,C,D,A,1
No,53,-9.519160845352154,-11.517329996720283,65.4898440964382,D,A,D,0
None,18,230.07777094190226,-63.9353737795411,36.718193660953304,A,C,D,1
Both,24,47.03165555403335,50.4796816068435,94.00384129052787,E,B,A,1
None,79,-189.816787619055,233.02403545098667,83.38993562948254,C,B,B,0
Both,37,55.50132653278532,-93.60589601537593,-100.79330233627333,D,C,C,0
Both,96,73.73756774845704,41.607066745747794,16.2419271499888,C,A,B,1
No,45,129.41389515269935,58.47247058073892,81.93394724358033,D,D,D,1
Both,56,-55.158775181807094,-78.1833743264694,-71.29891378528069,C,D,A,1
Physical,89,111.56898634119908,14.66757726666674,-0.1409568478521458,E,B,A,0
Yes,22,-49.24668836118452,-79.39312410885127,68.1869831178618,E,E,E,1
No,24,-41.2482516832576,196.38775569755785,86.16112777155976,D,A,E,0
No,74,68.0781571473629,197.37021180837638,-91.68852573275629,A,A,D,0
Physical,70,-58.22228568515094,196.7637807639241,-153.0950018154373,E,C,A,1
Physical,70,-56.09931899310594,-53.89831536005334,-156.23520147093436,A,B,C,1
Yes,42,-15.234231198011235,-202.56912205538518,-99.87877059637982,A,D,A,0
Mental,78,-18.041848552268032,188.1582329207227,-63.362279015907774,A,B,A,1
Mental,30,-1.2424134953629886,23.13083475817158,-111.81399301189478,B,D,C,0
Physical,62,-28.36748866805227,31.956631978479997,12.206480049417637,A,E,E,1
No,83,53.61212166231787,-70.2032418027577,118.28598552747671,A,E,E,0
No,37,-107.1201752221953,-119.80492670635176,29.535532182889067,A,D,D,1
None,88,-185.8834813152187,-95.16517066472356,52.67623889466675,A,D,D,0
Yes,87,-18.241963687973076,-74.1161451582791,35.92641657591123,B,D,A,1
None,82,8.551418004478986,51.9440212971927,139.0931134151212,E,D,E,0
No,61,-72.06697896484634,-123.51006649347973,-55.82727912105573,B,D,A,0
Both,18,-7.764943754160897,-91.17439682620964,-123.29253177756159,A,E,D,1
None,71,-85.4849400179583,87.59939896886975,-82.69348229642853,A,E,C,1
Physical,46,30.412675288545117,-39.363529175644565,-93.12139594096897,C,D,E,1
Physical,74,-44.99902711085278,-14.883126338363592,69.26612667879883,D,C,B,1
Physical,25,-145.24985662109634,-118.41227941805788,36.16041160625346,C,A,A,0
None,29,63.24232351867077,3.2449712952564735,60.97266540471438,A,E,D,0
Yes,51,-145.06063071563682,3.826087088550164,-54.61518962787557,C,C,E,1
Mental,65,101.83453357836147,55.95749045687012,22.249545199986446,C,A,B,0
Physical,69,-99.97781130665835,-122.6941013974829,-17.319476347132916,C,C,E,1
Yes,47,137.08794984778677,102.6929611185116,76.67175254176544,D,E,D,1
Yes,25,-89.44794494390759,-63.07040763047491,-96.03850046362496,B,D,C,0
Yes,38,-48.51635377357145,-239.10374697443984,-47.74097419267847,B,E,E,1
Both,64,-78.90501369804682,64.07898406855858,169.1219119579324,C,A,B,1
Both,27,-66.07334456978529,46.54368456447662,127.40203318486452,A,D,E,1
Physical,51,-14.199588474197707,-77.5481080885388,193.5871315358114,B,D,A,0
Yes,46,-282.16935472017155,-72.6322978502633,8.16257404705954,D,A,C,0
Yes,57,131.39014048771216,31.159732175006965,-69.84565236267224,E,E,D,1
None,32,-207.90762546864073,3.8124859345782274,48.188068048542505,C,E,E,1
None,94,247.24546954637106,-181.23454703451705,57.399704126232166,A,E,B,0
Mental,43,-49.768072027250376,-72.72840343031314,152.99919690738776,C,C,B,1
Mental,87,71.79230850393729,-130.13101858138182,137.2548857995344,E,A,A,0
Both,24,-151.13362646647562,94.86011816890155,66.76667777136346,B,D,B,1
Mental,35,61.50332723035182,82.17477250918398,-42.219193539522465,C,C,D,1
Yes,22,9.075221087545803,73.00670227142564,-60.13769123652865,A,E,C,0
Both,43,136.33557263405947,-56.454638592437846,6.265433484234922,B,B,A,1
Physical,18,23.234501413777,-121.70312602614433,-152.26209843482994,B,A,A,1
No,67,-128.4565181308121,-101.1065533646245,-109.41341540635072,C,C,A,1
Mental,38,29.640907709852087,-115.36787909362276,119.3011748363396,C,C,E,1
None,65,-176.7160357975646,59.574091976555856,103.15097580345088,B,E,C,0
Yes,44,-62.47460404312007,-237.54304345360708,-163.2103393507582,E,D,B,1
Yes,32,155.37822927084684,4.261008213883883,-37.58483885509111,D,A,B,1
Mental,97,-39.22667465325216,145.3480804224172,-132.0912536582765,A,D,D,1
Both,48,171.45585417273165,6.018962396449469,-5.158536362657578,D,C,A,0
No,98,-84.94389245712756,120.20790068595481,192.5920428110159,C,E,D,1
None,58,-45.88792473353364,23.42929398783243,207.7512350241606,C,D,A,0
No,34,-206.0671868284432,-79.00693219662207,206.43030810471464,E,C,A,1
No,22,34.009289161184654,-179.61729164955076,-152.21835126744554,D,A,A,1
Yes,90,9.050991335134658,-24.575853547045554,-80.52543217413657,E,A,A,1
Yes,96,233.95638702216363,-48.741931600577516,-94.58587195156628,C,B,E,0
Mental,82,-142.6564465759427,-25.321435279277775,115.51817401187733,D,C,E,1
Physical,97,-95.27301159641495,4.262901683818794,136.59770627554948,E,A,B,1
None,71,-92.82755556389766,86.88617403740774,-40.80413022548278,B,A,E,0
None,97,-135.1058703764607,12.237882778798678,12.903685750892496,C,C,A,1
No,82,211.43056502702566,-63.1178615327711,-289.4636333602259,D,C,C,0
None,90,-56.23418274592892,21.442560722851162,287.1950567991346,A,D,D,1
No,86,-49.72124224872759,48.64036133111961,-8.886399084993833,E,A,E,1
No,73,-192.003838977076,44.43271343055861,58.061692825689505,A,D,B,1
None,56,-52.36484840848398,121.10802977630932,67.57733778597861,D,E,E,1
Yes,27,-116.17181785613042,58.14886677193146,96.48843580676369,D,E,D,1
None,97,-165.5426788344787,-82.59937357835302,54.910440195112486,C,A,B,0
Physical,75,-44.766930708462155,144.44223784812564,13.720963775884284,E,B,E,1
Yes,36,210.76698337315798,60.8054961228098,46.882733916019376,B,A,E,1
Mental,95,53.38164782333203,-36.06375441059761,-45.742683356364594,E,A,C,0
Mental,44,25.158135571763022,99.63433307923194,9.233272185695961,E,E,C,0
Both,77,26.446875853961053,32.45688442402149,-5.6880366515506795,E,C,C,0
Mental,82,-169.93919241034223,-59.45916395740854,-44.1396835619123,C,C,B,1
No,57,-38.10288644611006,2.0314621001776234,12.045558924583661,C,E,B,0
No,21,-32.25175158064049,158.20852326427638,-14.231236190456803,E,D,E,0
None,23,-85.47909218926435,122.14766147876182,5.379875433464427,C,E,B,0
Both,51,38.51993710823039,97.513044820354,-41.19313176390902,B,A,C,0
Physical,87,196.61434188978583,-63.12099228574325,-42.5516351946498,A,B,B,0
Physical,56,-20.182661792088695,77.91266683748422,-80.57539874156512,A,C,A,1
Both,36,-83.90362627685296,-33.17879221339464,-73.29225222130022,D,B,B,1
Physical,19,-144.42791811879266,-115.24870281648387,142.11804538239346,C,A,A,0
Yes,39,77.90581674843422,-187.88973290962164,-92.9668082631552,E,E,B,0
Physical,93,65.16916389420089,71.54008676752811,-85.79620768735633,C,A,A,0
Physical,58,-36.244711644629554,-6.104674870160587,-283.649166581172,E,A,C,0
Mental,58,164.26442340289685,218.55559839811053,-131.0596855940975,C,A,B,1
Yes,64,-110.8546095433497,-23.675355289955665,-169.7470011809798,E,D,A,0
Physical,65,-78.57667815004274,135.52088374609258,-17.64107788497446,C,E,B,1
Both,22,-73.5008913552068,198.57340102768498,-57.07767938125807,D,B,A,0
Both,48,25.48853931961186,-208.78693742531476,-37.114607162865845,A,E,E,0
Yes,18,222.8194310028401,-64.20832817580519,-69.26391746115664,A,E,B,1
No,70,-33.22661171407598,-70.43522108473144,-49.32145849144319,E,C,C,0
Yes,18,33.69646425539793,-149.8970808614566,114.1717111208581,A,A,C,0
Yes,86,-244.44164339031053,262.99970442631974,229.04776955905945,D,A,E,0
Both,40,71.0680402419938,-127.78843735189498,-129.4821861101086,B,B,D,0
None,95,-79.49499511993189,-27.128299027133217,48.21086765781099,A,E,B,0
No,97,48.865326719426285,34.1732649340144,165.26800903799446,C,E,E,1
Mental,47,123.49707741709221,-26.22722555692333,-215.9122055335943,D,A,E,1
Yes,96,-197.76290765828097,189.20009501592585,-47.83834081712284,C,E,C,0
Physical,36,-36.37975432892144,-75.35180686845779,-45.133332090241105,E,A,A,0
No,89,-151.13965911471402,-66.92411954747352,145.10422278024905,A,B,C,0
None,44,-169.45863727019284,-93.15307770957702,48.461527426276,C,E,C,1
No,45,-153.13665100605175,22.07961358425897,-70.6585973255889,A,B,C,0
Both,40,2.4022888780312726,33.90942967159116,-83.8768797894643,B,B,E,1
Both,31,229.37738795755632,-169.05552726133877,-27.91976634987706,A,B,A,0
Physical,49,-69.37489862974218,-101.16804459880495,25.476672962764805,D,D,E,0
Both,76,208.23229992668777,28.635793305798156,-75.62572739734182,A,A,C,1
Physical,70,135.9165304500491,84.70096787066092,91.39633104205458,D,C,A,1
None,73,7.205962474644009,38.798454704710785,51.90390284068312,C,E,A,0
No,49,-15.183607751994407,-90.58800386441878,138.40141926050367,C,E,B,0
Both,41,3.6681853090351395,74.50459514013318,-19.86141541273743,B,A,E,0
Both,65,-51.45447507139532,-20.63798183383177,-106.06054386069759,D,D,A,1
Physical,47,-48.99393878189165,-157.40943695665092,75.96993878291309,A,C,A,1
Both,29,-24.043009831554905,13.891755965761533,141.78144021920784,D,B,B,1
No,47,-27.977588402331165,0.25435045425047015,-19.955104258797384,C,E,D,1
Mental,68,77.0503483353386,-93.13133174264424,0.9415248818236783,E,E,C,0
Mental,98,-99.34492795820267,-139.13455423154517,199.92203464655614,B,C,D,1
Physical,98,139.0791730256554,-85.42989505113374,-131.7893625561833,A,A,E,0
Both,91,34.88863000279226,-19.17717239142994,-69.23847885176063,C,B,A,0
Physical,55,15.042473298620251,-80.74165182391228,26.739603673667805,C,D,A,0
Physical,88,-70.83055170384279,-97.5773213207749,-56.1414401542317,E,B,A,1
Physical,63,-89.95360501921637,-166.77736393751383,1.40155588185162,E,B,A,0
No,95,251.1649839035428,-33.96952916725006,-21.278488639693048,A,B,A,0
None,75,-114.42845105738748,-35.003844848799545,63.221409225713174,B,A,C,0
None,65,-69.51043215708117,-183.68721336863615,-78.35298770075782,E,D,D,1
Yes,64,-1.4468813704651398,8.571598992528713,145.3238138462598,E,C,D,1
Both,47,-84.5278010214128,18.310550299154514,98.1445411794815,D,E,B,0
Physical,74,50.59005246592263,-6.090885748820085,154.73398825836543,A,C,A,0
Both,41,-65.85900793978848,111.61347127445865,118.30318392145331,D,B,A,1
None,80,122.60365638117487,-50.42519988127737,38.979714383331185,B,C,E,0
Mental,76,-20.444480759506433,-87.09964739168274,-88.94105765071689,B,C,D,0
Both,50,-154.25316308288336,55.175024243129656,9.5695264159501,C,E,B,1
Yes,19,-142.5914996963325,71.73765357707379,21.3577102748584,C,D,D,0
None,37,52.30700531594614,-83.37760477999471,-266.39189574773434,C,B,D,1
Physical,79,-4.1002357324207335,-89.56636864345312,24.939080825661886,B,E,C,1
Both,42,41.998928890289335,106.519172978126,-65.25870050469807,C,D,A,0
None,46,-50.80889449911674,-43.523837792519444,34.77087166298409,C,A,E,1
None,83,23.720937693373845,90.09538258211194,83.5742340601763,B,D,E,1
None,53,-23.232344338010268,123.0614902157066,48.65656641238453,B,B,E,1
Both,30,138.82222905156436,-77.05328220272928,47.70994141642469,C,E,B,0
Both,87,-210.93017515091296,-108.71150420750946,38.12282994648415,B,A,B,1
Both,19,7.112730963872113,62.6461046211335,102.75189531566109,A,D,D,0
Physical,73,169.36077944394995,280.17589436836187,-73.06586333766978,A,D,D,1
Yes,87,23.544709827721427,84.82731849880176,120.66776350570518,D,B,A,0
