veteran,sexual_orientation,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
No,Other,26-35,Muslim,-15.864865652168536,C,A,11.319966860722824,D,B,0
No,Heterosexual,51-65,Jewish,100.04187342859794,D,C,65.35763080083417,B,A,1
Veteran,Other,65+,Christian,116.55697178962394,E,A,147.71140316089327,E,B,0
No,Homosexual,18-25,Hindu,-89.76195732549508,A,C,14.869787600175968,A,A,0
No,Bisexual,36-50,Jewish,147.01580660607024,B,B,51.537980683100784,B,B,0
Veteran,Homosexual,36-50,None,56.68627087780935,B,D,-44.20908242150007,A,D,1
Veteran,Homosexual,65+,Other,-0.9672882823477151,A,C,-243.06206343470825,D,E,1
Veteran,Bisexual,26-35,Jewish,27.159148720444275,E,A,-27.553790962732087,C,B,1
Non-Veteran,Other,51-65,Hindu,-30.557998370147494,C,B,-95.53208017799413,E,E,1
Yes,Homosexual,65+,None,-134.28368456225746,A,B,72.64111639771154,B,A,1
Veteran,Heterosexual,51-65,Muslim,270.3956799740639,D,E,25.24950548449606,B,D,1
No,Homosexual,18-25,Hindu,112.5771086680461,A,C,52.14643025462007,E,C,1
Non-Veteran,Homosexual,36-50,Other,51.87932737761244,A,D,20.234563778827635,D,E,0
Yes,Heterosexual,65+,Buddhist,-122.28406383327979,A,E,-43.54973758036198,B,D,0
No,Heterosexual,51-65,Christian,101.69202923815497,B,E,52.95494820615975,D,E,0
Veteran,Bisexual,26-35,Buddhist,31.091935169996717,D,A,17.368997297408885,A,A,1
Veteran,Other,18-25,Muslim,343.9245950743002,C,E,82.71999711513212,A,A,1
Yes,Bisexual,65+,Jewish,67.06916977288114,A,C,55.591755367021655,C,A,1
Non-Veteran,Other,18-25,Christian,56.40097921781043,D,A,11.496327395097747,B,A,0
Yes,Other,18-25,Jewish,-146.30035975776954,E,D,22.578421752590927,C,A,1
Yes,Other,26-35,Hindu,140.22182833015532,B,C,-3.128423567308329,D,C,1
No,Heterosexual,36-50,Hindu,-139.70471498023312,A,B,62.798995722894944,C,B,1
Non-Veteran,Heterosexual,18-25,Christian,-70.93878692657326,B,B,1.5341816230986194,E,B,0
Yes,Bisexual,51-65,None,114.41393847011041,E,E,-57.11515275896709,B,D,1
No,Homosexual,36-50,Muslim,120.92310986971387,E,E,-13.933236060022205,D,A,1
Non-Veteran,Heterosexual,51-65,Buddhist,-22.344345265162076,D,E,-203.60260329429084,E,C,0
Yes,Heterosexual,51-65,None,-298.4339017027614,B,A,-1.5830420109076795,B,D,1
No,Bisexual,65+,Buddhist,125.74187774766865,A,D,140.68457048330748,B,C,1
Non-Veteran,Other,18-25,Hindu,27.50371726638519,D,B,-58.827597701911806,D,E,1
No,Homosexual,65+,Christian,-169.86033670763703,C,B,-147.36675805857135,B,E,0
Non-Veteran,Homosexual,65+,Buddhist,-19.12068009903589,A,C,114.65311081900768,E,E,1
No,Heterosexual,18-25,Hindu,-72.63510107725982,C,E,-71.92846450970383,B,C,0
No,Bisexual,65+,Christian,-69.93087001501311,D,A,82.34241296533646,D,E,1
Yes,Other,18-25,Christian,-115.12455030755133,D,E,-164.58769824899474,C,E,1
Yes,Homosexual,36-50,Jewish,-16.642761249381795,E,D,-111.98404455629935,C,A,0
Yes,Bisexual,18-25,None,-112.4627386748335,A,E,62.58151671942248,D,E,1
No,Heterosexual,51-65,Other,-155.71532307435803,D,C,130.65839072630757,B,E,1
Yes,Other,18-25,Muslim,19.967615587911443,B,B,-39.779811142548674,A,A,0
No,Heterosexual,36-50,Buddhist,109.50787597780449,E,B,-23.63046758786089,B,D,1
Veteran,Heterosexual,51-65,Hindu,-13.219545564741198,D,B,-28.22115357894398,A,B,0
Non-Veteran,Bisexual,18-25,None,12.959585657124295,E,E,-18.132642246710027,C,E,0
No,Bisexual,51-65,Buddhist,-151.95250424165442,E,E,-45.941929208846894,D,A,0
Veteran,Heterosexual,36-50,Other,-28.09898473710329,D,A,-34.59143969348034,D,D,0
Non-Veteran,Other,26-35,Jewish,70.02397891057028,E,C,153.86415599974276,A,A,1
No,Other,51-65,Muslim,26.775319773424716,A,A,-31.821984233920382,A,E,1
Non-Veteran,Heterosexual,65+,Christian,98.67271479593576,C,C,-82.05079704635968,C,E,1
Non-Veteran,Other,18-25,Jewish,-133.53251601564236,B,E,-17.43462778510041,E,E,1
Yes,Homosexual,65+,Jewish,119.50354742489424,B,E,-70.0389902368016,A,B,0
Yes,Heterosexual,26-35,None,25.877470188008928,A,D,33.90303240553474,A,A,0
Non-Veteran,Homosexual,26-35,Other,40.31267184239193,D,C,-69.21450306799422,D,A,1
Yes,Heterosexual,26-35,Other,0.42324028412759906,E,D,41.20826467138791,D,B,1
Non-Veteran,Other,36-50,Muslim,70.58029821537265,E,E,-136.24284885801413,E,B,1
Non-Veteran,Bisexual,36-50,Jewish,-86.39416565952962,B,B,-121.7928302499355,D,A,0
Yes,Other,18-25,Buddhist,256.1272724243597,E,A,5.789886576971859,C,B,0
Yes,Homosexual,26-35,Christian,118.26384693804219,B,C,-74.13900196792304,D,E,0
Yes,Heterosexual,36-50,Muslim,-32.826835482119286,A,A,47.058733320324684,B,A,0
Yes,Homosexual,26-35,Buddhist,47.9526377633048,A,E,-72.75792562827247,D,C,1
No,Bisexual,65+,Christian,-61.007291057933266,D,A,72.93833668990519,A,D,1
No,Bisexual,26-35,Other,17.944704419763056,D,B,141.0231560724612,A,B,1
Veteran,Other,26-35,Muslim,-157.5372888654603,B,D,-59.76332436283871,D,B,1
Veteran,Other,51-65,Christian,-113.40300019542507,A,A,160.974203315805,C,E,1
Non-Veteran,Bisexual,36-50,Hindu,238.6362403402492,E,A,-23.55794064526983,B,A,1
Non-Veteran,Heterosexual,18-25,Hindu,-117.60124854777001,E,D,71.6512520462878,D,E,1
No,Heterosexual,26-35,Hindu,111.29952795364883,A,D,2.894604016302372,E,E,0
Yes,Bisexual,51-65,Christian,-116.96967497650897,A,E,22.727654377730552,D,B,0
No,Other,65+,Muslim,116.53894481008953,B,D,14.899319560314844,C,A,1
No,Heterosexual,18-25,Christian,-137.9697040111722,E,C,-148.9515432571073,C,A,0
Yes,Heterosexual,26-35,Buddhist,-12.035042518907547,D,D,39.60483211299163,E,C,1
Veteran,Heterosexual,65+,Jewish,36.41104454331754,A,D,-91.99171259406123,C,B,1
Yes,Other,51-65,Buddhist,206.65251213975347,C,A,-40.69543741116644,C,D,0
No,Heterosexual,36-50,Christian,7.679421867513152,E,A,-119.58268420071374,C,B,1
Yes,Other,36-50,None,17.965824345917763,B,B,-32.00779538082269,B,C,1
Veteran,Bisexual,36-50,Buddhist,40.06008622810523,A,E,-63.343263579502675,E,E,1
Non-Veteran,Other,51-65,Christian,30.89485244744398,E,D,128.68788853983867,E,C,1
Yes,Heterosexual,26-35,Buddhist,178.57902427089545,B,D,-141.35878770861865,A,B,1
No,Bisexual,65+,Buddhist,-106.69688707667986,E,E,45.931491675793666,A,D,0
Non-Veteran,Heterosexual,65+,Other,17.92506235143292,E,D,200.25697612690828,C,A,0
No,Heterosexual,65+,Muslim,-116.76495950080184,E,E,3.065040118510043,D,E,1
Yes,Other,65+,Buddhist,-23.911795957543152,E,C,1.1630821972389949,C,C,1
Non-Veteran,Homosexual,65+,None,-14.783697635709364,B,B,69.02636014915403,D,E,1
Non-Veteran,Homosexual,18-25,Christian,67.12928943577352,C,A,-33.82626454851536,A,C,0
Yes,Bisexual,51-65,Hindu,-93.84581164020774,E,D,-17.609625328148635,E,A,0
Veteran,Bisexual,18-25,Hindu,15.971504716113918,A,D,-40.42728030735954,D,E,0
No,Homosexual,36-50,Christian,-121.40701043212935,C,A,-60.670871232941245,E,C,0
Veteran,Heterosexual,18-25,Hindu,71.51775652152827,C,C,63.337818571232255,E,D,0
Yes,Other,36-50,Hindu,144.69835075837537,D,E,63.43456982166204,A,D,1
No,Heterosexual,26-35,Hindu,-11.769580316959694,E,A,125.21918314637914,A,B,0
Yes,Bisexual,18-25,Hindu,156.08419359169417,A,E,125.25758579286148,D,A,0
Veteran,Homosexual,26-35,Christian,3.646412186807688,A,B,-110.70134264718676,C,E,1
Veteran,Other,36-50,Other,-33.6221902693323,D,C,135.3209091043806,C,A,0
Non-Veteran,Homosexual,18-25,Jewish,-12.11713862208375,B,C,-115.84439755398719,C,B,0
Yes,Bisexual,26-35,Jewish,-241.52726662509895,A,D,97.34082529697952,B,A,0
Yes,Other,65+,Hindu,-161.14129274162525,B,B,-1.724067848729961,E,C,1
Yes,Other,51-65,None,70.69623736655943,A,C,129.62810144118228,A,B,1
No,Heterosexual,26-35,Other,-83.7816965928991,A,E,103.77363751878266,C,C,0
Veteran,Other,51-65,Muslim,-57.36948157803279,E,D,66.45652349085029,D,E,0
No,Bisexual,18-25,None,-139.7754564771195,C,A,-94.08005342941522,B,C,0
Non-Veteran,Homosexual,18-25,None,-103.491565671311,A,C,-33.12537264297863,A,E,0
Non-Veteran,Other,26-35,Christian,109.81535293713152,E,C,-96.43497404576075,A,A,0
No,Other,26-35,Jewish,-76.8356368059732,D,E,227.12827011726796,A,D,1
Veteran,Other,51-65,Hindu,2.2798473047370384,E,C,34.948131305854766,A,A,0
Yes,Heterosexual,65+,Buddhist,-75.05426903849539,B,B,246.39516783444395,E,D,1
No,Heterosexual,26-35,Muslim,-102.58378068085928,A,B,-107.46648465713855,C,A,0
Veteran,Other,65+,None,132.2428825860523,A,B,0.5197267949487387,D,C,1
Veteran,Heterosexual,26-35,Hindu,-146.58144609222919,D,B,-194.23309996587867,E,D,0
Veteran,Other,26-35,Hindu,-61.768359654229975,B,D,-159.72890467785857,E,E,0
Yes,Other,51-65,Jewish,-148.0182377847178,D,E,-176.17365218606068,C,C,0
Non-Veteran,Homosexual,18-25,None,-51.92791527704289,D,D,14.567844023106863,E,D,1
Veteran,Other,18-25,Muslim,-4.490070889029061,A,E,-144.28061279309037,C,E,0
No,Homosexual,65+,Buddhist,12.209506283332475,B,D,262.0467620700782,E,D,0
Veteran,Homosexual,26-35,Other,25.46444015457744,B,A,-80.52816125937325,E,C,1
Veteran,Homosexual,18-25,Muslim,-66.00443696799732,E,D,62.53474241494311,C,C,1
Non-Veteran,Heterosexual,26-35,Buddhist,107.62994594175099,B,E,-57.120941472311124,D,E,1
Yes,Homosexual,36-50,Muslim,120.71595900049144,E,E,80.92399796075625,A,C,0
Veteran,Homosexual,36-50,None,101.2698084846201,E,C,-73.80413860481443,E,B,0
Veteran,Homosexual,26-35,Muslim,8.596503425018865,A,C,84.22949367427012,B,C,0
Non-Veteran,Homosexual,36-50,Jewish,148.05279983209044,E,E,-18.962004107301013,C,A,1
Non-Veteran,Heterosexual,65+,Christian,-33.79284254990956,C,E,80.05307100178453,E,A,0
Yes,Other,65+,Muslim,-41.88238984238662,A,A,57.926342914448384,B,B,1
Yes,Homosexual,26-35,None,125.91165627018461,A,A,26.4130476842374,B,C,0
No,Bisexual,51-65,Other,65.22506165628181,D,B,-19.44075147697717,B,E,1
Yes,Heterosexual,26-35,Jewish,63.03145469854917,C,B,-93.39440607210467,D,E,1
Yes,Bisexual,18-25,Muslim,184.43851319729117,B,A,118.62175204173224,C,D,0
Veteran,Heterosexual,26-35,Hindu,-143.9514915687843,A,C,-40.265731323710256,D,E,1
Non-Veteran,Homosexual,26-35,Christian,-94.44158193203447,E,E,-100.53459830072107,C,E,1
Yes,Bisexual,65+,Muslim,81.43469245056407,D,E,-5.398413499945696,A,A,1
Veteran,Other,65+,Christian,109.34421706360655,D,B,112.92337000082216,A,E,1
Veteran,Homosexual,51-65,Other,-172.71159433069676,A,C,14.724118401516836,A,C,1
No,Other,51-65,Christian,-22.955900164818015,D,A,36.460969558858245,B,B,0
Yes,Bisexual,36-50,Hindu,-26.4889243560742,A,B,13.269880699312406,C,D,1
No,Other,18-25,Hindu,-29.24392943920571,D,E,172.2951849039834,A,C,0
Veteran,Other,65+,None,-201.7011607358615,E,A,-8.11825116680854,D,C,1
No,Other,51-65,Buddhist,57.425117616844545,A,C,-51.49335131776729,A,C,1
Non-Veteran,Other,26-35,Christian,66.86606735523159,E,A,5.81964144829676,D,C,1
Yes,Heterosexual,26-35,Hindu,-42.22518287511626,C,A,-90.13004532613505,A,B,0
No,Other,65+,Buddhist,32.83468763515553,C,D,-79.08684687280842,C,E,1
Non-Veteran,Other,36-50,Hindu,-159.00397058953922,A,D,37.55939520694598,D,A,1
Yes,Heterosexual,36-50,Other,-221.97614635282443,E,B,-78.04223635304854,A,D,0
Veteran,Other,18-25,Buddhist,13.038686888805689,D,E,57.52631346381798,E,A,0
No,Homosexual,51-65,Muslim,-46.5998659381693,B,D,-17.799383764278694,A,D,0
No,Bisexual,26-35,Jewish,0.4168132645046548,E,B,146.32756436908178,E,E,1
Veteran,Heterosexual,51-65,Muslim,33.97140261889264,A,A,140.78268186782446,B,A,0
Veteran,Heterosexual,36-50,Hindu,-75.325798009705,B,A,6.963334700490295,A,C,0
Yes,Homosexual,18-25,Christian,-28.508468214352966,C,B,90.1968160460217,E,E,0
No,Bisexual,65+,None,110.22445235499372,C,B,37.746204112140916,C,C,1
Yes,Heterosexual,18-25,Muslim,-70.25217226348668,E,C,157.43286238360855,D,E,0
Yes,Heterosexual,36-50,Muslim,107.04440852872716,D,B,35.22242989809472,D,A,1
No,Homosexual,65+,None,150.10020377748202,E,B,-80.16063172975107,A,B,1
Veteran,Other,26-35,Hindu,-24.46628310936823,C,A,232.15508787380122,D,A,1
Non-Veteran,Other,36-50,None,38.42504734045808,B,A,12.420805638554581,E,D,0
Veteran,Other,65+,None,-3.9725444620480146,A,E,39.004452488086436,C,D,0
Yes,Heterosexual,26-35,Muslim,161.86944187342255,A,E,57.23084825064325,A,B,1
Veteran,Heterosexual,18-25,Buddhist,-51.50067359947642,E,D,-36.107665840992965,C,A,1
Veteran,Bisexual,65+,None,183.76146888556602,E,C,86.27352172561802,C,C,1
Non-Veteran,Heterosexual,65+,Christian,8.57574941261692,A,C,-136.55886122796247,B,B,0
Yes,Heterosexual,18-25,None,58.11619399286647,E,E,-122.81782835159845,E,D,0
Yes,Homosexual,51-65,Muslim,-4.719415138245508,C,A,20.12033054421416,E,A,0
Yes,Other,51-65,None,156.67327877760243,C,C,184.01055989384196,D,E,0
Veteran,Other,18-25,Christian,-139.9333931307864,E,D,90.4117247190827,D,A,0
Veteran,Homosexual,36-50,Jewish,23.411784812716423,C,C,105.4419919997161,B,B,0
No,Heterosexual,51-65,Jewish,-61.07573919606731,E,B,-209.67482875066463,D,C,0
Yes,Bisexual,65+,None,41.242462620537374,B,B,-52.03961051375197,D,D,1
Veteran,Heterosexual,36-50,Buddhist,-115.2811848940589,E,E,139.43837287188015,A,A,0
Veteran,Other,36-50,Christian,-9.31483179048127,D,E,5.146502792116861,A,B,1
Non-Veteran,Heterosexual,26-35,None,72.3774515175814,D,C,97.79757802044756,D,C,1
Veteran,Homosexual,65+,Other,-70.99446657863922,D,E,11.825116252597937,C,A,0
Veteran,Heterosexual,51-65,None,-16.070122440138167,D,D,40.473813439905385,B,B,0
Non-Veteran,Homosexual,36-50,None,64.83621937038579,E,B,16.60286414937353,D,A,0
No,Homosexual,26-35,None,-59.325846235069214,E,E,-15.900214555388917,B,A,1
Yes,Other,26-35,Jewish,-44.884404566635745,C,B,16.26893486788681,D,B,1
Veteran,Homosexual,18-25,Buddhist,-33.271063256427794,D,E,80.17722134932657,D,B,0
No,Other,51-65,Jewish,185.1381165926193,A,C,-94.17340569319991,E,C,1
No,Bisexual,26-35,Christian,-127.26347395233223,C,C,4.224603663506745,A,C,0
No,Homosexual,36-50,Hindu,69.76305246467359,E,A,114.55648578282683,E,A,1
Non-Veteran,Heterosexual,65+,Buddhist,-51.41259990901654,D,C,-34.27557753256945,B,C,0
Non-Veteran,Other,65+,Christian,85.7476747931136,D,A,-163.03423691972435,B,D,1
No,Heterosexual,36-50,None,-20.911657239877055,A,C,-148.35770248125326,D,E,0
Non-Veteran,Heterosexual,51-65,Muslim,-26.445062430711943,C,C,76.98200435444224,B,B,1
Non-Veteran,Other,51-65,Buddhist,-107.10695270670347,B,D,56.44971585028238,A,B,0
Yes,Heterosexual,18-25,Christian,6.008078072746536,D,A,99.83925438802655,A,A,0
Veteran,Heterosexual,65+,Jewish,47.63229506000521,A,A,65.05524116560319,A,D,1
Yes,Homosexual,36-50,Other,-40.71805814898293,B,E,0.25412651621673565,C,D,1
Yes,Homosexual,51-65,Other,17.522212746184778,C,C,66.11729926320254,C,E,1
No,Heterosexual,65+,Other,15.29636321035867,D,E,73.59785239816394,D,E,1
Non-Veteran,Homosexual,26-35,Buddhist,-53.39283785063257,D,E,72.99735445553665,B,D,1
Non-Veteran,Heterosexual,18-25,Christian,38.77644726251436,B,A,7.68772079249243,D,A,1
Veteran,Heterosexual,26-35,Muslim,11.478899402095655,A,C,-14.365826748684437,D,D,0
Veteran,Bisexual,26-35,Christian,104.0079883429013,D,C,-82.2019506492976,E,E,0
Yes,Other,51-65,Jewish,214.53395490129324,C,B,-30.67279694704871,D,D,1
Yes,Other,65+,Buddhist,-51.55856223799007,A,B,127.91482798853781,B,B,1
Yes,Bisexual,18-25,Other,41.73237447851907,A,A,57.102301287355964,D,B,0
No,Bisexual,18-25,Jewish,-84.03793815708855,A,C,72.82358660727353,B,A,0
Yes,Bisexual,26-35,Christian,-162.34454335439588,E,D,-231.66695777065036,D,A,1
No,Bisexual,65+,Muslim,80.53936830014902,E,E,5.535181033855771,C,D,0
Yes,Bisexual,36-50,Buddhist,-76.40450503466415,E,E,-100.09266871623628,A,A,1
Veteran,Homosexual,18-25,Other,107.65997194390707,A,C,165.6060060384453,B,D,0
Veteran,Heterosexual,51-65,Muslim,-93.33527915492174,A,C,22.204191121423555,D,D,0
No,Homosexual,65+,Hindu,-41.70523828033768,D,E,-55.35180278158762,A,B,0
Veteran,Heterosexual,36-50,None,30.55487939609986,D,D,95.19213941084604,D,C,0
Yes,Other,26-35,Christian,176.22222288552422,A,A,-88.80927471026911,B,D,0
No,Bisexual,18-25,None,-12.516121908992229,A,B,35.079271872945036,A,E,0
No,Homosexual,65+,Muslim,82.6627416679633,C,A,44.3408152112707,C,D,1
Non-Veteran,Homosexual,36-50,Other,66.81564011057132,B,E,-104.94046003354119,E,C,1
Non-Veteran,Heterosexual,51-65,Christian,-102.43684382977685,E,E,-90.65363668660804,E,A,0
Non-Veteran,Heterosexual,36-50,Jewish,-68.9152528706937,E,A,-27.018971797213442,E,C,0
Yes,Bisexual,18-25,None,0.9656387913987337,E,B,-147.87592949124507,B,D,1
Yes,Bisexual,51-65,Other,34.300036443443155,C,E,-100.7552988224914,E,A,0
Yes,Heterosexual,51-65,Other,84.24286911463022,D,C,49.754066243374204,B,D,0
Veteran,Other,18-25,Hindu,125.48548449611063,E,D,134.46932166395925,C,C,0
Veteran,Homosexual,51-65,Muslim,-61.89529096121309,E,C,-142.35660524143267,C,A,1
Yes,Other,36-50,Jewish,116.34211092968447,D,C,-56.03255313700627,D,B,1
Veteran,Bisexual,26-35,None,164.62940100740852,B,A,-84.21646051468753,D,E,0
Veteran,Homosexual,26-35,Muslim,116.03303910750293,B,D,57.09465153944029,C,B,0
Non-Veteran,Heterosexual,36-50,Christian,14.215647454952965,A,E,-9.246639411077208,D,C,0
Yes,Bisexual,65+,Other,31.2763361547742,E,E,30.868361036004544,E,B,0
No,Other,51-65,Other,-31.007054915386036,C,D,-88.55713809167547,A,D,1
Non-Veteran,Bisexual,26-35,None,56.84381799232992,B,B,70.62461957521381,B,A,1
Non-Veteran,Other,26-35,None,184.46243688206184,A,B,87.36418649158162,C,C,1
Non-Veteran,Heterosexual,18-25,Jewish,-20.22529133282463,E,A,72.14395350633221,E,D,1
Yes,Other,36-50,Other,127.73387979287314,D,D,-80.67158279880128,A,E,1
No,Other,36-50,None,-123.09201418016586,D,D,-58.560336030029916,A,E,0
Veteran,Bisexual,18-25,None,-129.24477372315454,C,A,-1.6286485846909555,B,E,0
No,Heterosexual,65+,None,-36.583433872995506,B,B,-82.55971030315857,E,C,0
Veteran,Other,26-35,Christian,-67.041259406269,E,B,-60.05348471442517,D,D,0
Non-Veteran,Bisexual,36-50,None,220.4466334451885,D,D,-74.15910021975124,C,A,1
Non-Veteran,Other,65+,None,-68.11903474103867,D,A,-46.49772647841255,D,B,1
No,Bisexual,36-50,Other,-81.79299055065414,D,A,-16.35574166915626,A,D,0
Non-Veteran,Bisexual,51-65,Other,82.27280613167038,E,A,19.062470820489494,A,E,1
No,Bisexual,65+,Hindu,267.85565442514076,D,C,75.41033683360625,C,D,0
No,Other,18-25,Muslim,-91.51092563661312,A,D,11.45289325433457,D,C,0
Yes,Heterosexual,65+,None,150.2959180357619,D,D,76.47483957020206,E,A,1
No,Heterosexual,65+,Christian,-5.936710932702836,D,E,-113.57517191686411,D,A,0
Veteran,Bisexual,65+,Christian,99.49516773723968,A,C,-144.2281487818795,A,A,0
No,Other,36-50,Hindu,195.6896266063137,E,D,124.41739446244526,D,E,0
No,Other,51-65,Muslim,-80.50484922552171,B,D,47.859249523672,B,D,1
Non-Veteran,Homosexual,36-50,Hindu,-4.854632144069341,E,D,15.610050542755783,B,D,1
Non-Veteran,Other,18-25,Buddhist,-101.178939025194,A,E,88.35672954391607,E,A,0
Non-Veteran,Homosexual,65+,Buddhist,-7.260547293950083,C,C,160.18069906780445,B,C,0
No,Other,26-35,None,71.83276406270924,C,B,-127.82288990111512,A,E,0
Yes,Heterosexual,36-50,Hindu,230.7864972899984,B,A,-24.592840218408398,D,E,1
Yes,Bisexual,65+,None,-280.4390492462857,A,B,-7.634317694794365,B,A,1
Yes,Heterosexual,65+,Other,75.72248984076589,B,D,-154.26518117195798,C,B,1
No,Heterosexual,18-25,Hindu,-63.832620119088,B,A,200.7584824011499,A,E,0
Yes,Other,51-65,Hindu,-116.88358460884196,D,E,-59.98171006929445,A,E,1
Non-Veteran,Heterosexual,36-50,Christian,-28.633725316544595,B,C,158.12390538596247,E,E,0
No,Homosexual,36-50,Buddhist,16.864888099081274,B,A,-48.47394450066579,B,E,0
Non-Veteran,Bisexual,18-25,None,-92.25783138094322,B,E,-61.010021512707226,C,C,1
Yes,Other,26-35,Buddhist,82.39443782850688,D,D,-61.873045250352575,C,E,0
Veteran,Heterosexual,65+,Other,-111.8110433580287,C,A,-106.88541151222857,C,B,0
No,Heterosexual,51-65,Hindu,-29.502588528501473,C,D,64.645132504043,C,E,0
Veteran,Other,51-65,Other,98.28609159635934,A,C,5.6900710466910915,C,A,0
Yes,Other,18-25,Muslim,-55.347538523172766,E,C,-0.45911083347905796,A,A,1
Veteran,Homosexual,65+,Christian,-11.103594625268007,B,D,130.54583968796175,D,B,1
Yes,Bisexual,26-35,Buddhist,87.94859565797042,A,E,-247.97347557530532,B,C,0
Veteran,Bisexual,65+,None,40.288350814441735,E,A,128.35234321819337,A,E,1
No,Homosexual,51-65,Other,-33.56222924858922,A,E,-219.33172875828083,E,B,1
Yes,Heterosexual,18-25,Muslim,24.368980827521263,C,D,1.2181929429261151,E,C,0
Yes,Homosexual,26-35,Hindu,102.84522443182486,C,D,-158.35583655036754,B,B,0
No,Heterosexual,65+,Other,164.92827181820763,A,E,-152.70351305515783,E,B,1
Yes,Homosexual,36-50,Other,190.157093879131,E,B,-6.718116375783151,B,C,1
Non-Veteran,Bisexual,26-35,Muslim,189.81800793239643,C,A,11.520840630280347,C,C,1
Veteran,Homosexual,18-25,Buddhist,75.48717064110167,D,E,-96.00225981831596,C,B,0
Yes,Homosexual,36-50,Hindu,-108.53107233832857,B,E,61.552611802929846,E,C,0
Yes,Bisexual,65+,Christian,25.842162147235847,A,D,-52.185340610852506,A,B,1
No,Bisexual,65+,Christian,249.9395091974801,D,D,166.2036486340449,A,E,0
Non-Veteran,Homosexual,26-35,Jewish,-26.793305609817846,A,A,-428.0014685142304,C,C,1
Non-Veteran,Bisexual,36-50,Christian,-109.9367455420081,A,C,-130.21119931469224,C,E,0
No,Heterosexual,65+,Hindu,-40.6717804451184,D,D,-19.336401309533098,E,A,1
Yes,Homosexual,65+,Other,-26.602549083698513,B,C,-142.7967412290102,E,C,1
Non-Veteran,Homosexual,36-50,None,-66.09283632618511,E,A,-27.3872410409391,C,B,0
No,Bisexual,51-65,Buddhist,-56.48250830481172,B,D,63.56731249316021,B,B,0
Non-Veteran,Heterosexual,51-65,None,154.90471431424712,C,E,209.79640822467798,B,B,0
No,Homosexual,18-25,Buddhist,-42.865036530650606,E,D,25.521344930018962,B,D,0
No,Heterosexual,36-50,Jewish,114.25481160524676,B,C,138.77266830092822,E,E,1
Veteran,Heterosexual,65+,Muslim,-47.434325523638705,D,B,-85.39608655101448,B,C,0
Non-Veteran,Heterosexual,51-65,None,-73.36278134011121,B,B,-34.95415819645517,D,B,0
Non-Veteran,Heterosexual,26-35,Buddhist,104.12129919897819,B,D,-35.767751355751784,E,E,0
Yes,Homosexual,36-50,Hindu,75.7794899959938,E,B,-75.23071417256253,C,B,0
