anos,religion,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
44,Buddhist,Other,-310.9090090287864,A,A,E,A,D,-114.8891650581951,D,E,82.10157004227602,E,-125.48212813873599,C,D,B,1
52,None,Homosexual,-26.51773889667795,E,E,A,D,B,39.3402237142092,E,A,22.531867539467214,D,121.33883523843005,A,D,A,0
33,None,Heterosexual,-59.483392600016174,D,A,A,E,B,-116.1083324567474,A,B,256.6161570456764,D,-21.942029843109573,C,D,A,1
59,Muslim,Homosexual,-136.1170249748658,A,E,C,A,A,-117.28573913734404,D,B,-13.979877387292758,B,63.15712182979269,E,E,A,0
78,None,Other,-114.2696403974236,E,D,E,A,D,-176.18905449171874,D,C,197.06929592634742,A,57.92436713779963,E,C,E,1
31,Buddhist,Homosexual,16.77080342666484,E,B,C,C,A,54.57648596785981,A,A,-101.48830602469039,E,89.11493392435094,B,B,A,1
64,Muslim,Bisexual,104.51578359142783,C,D,B,B,C,13.706683500883877,B,A,-113.90230205101804,C,-24.28780485828448,E,D,E,0
33,Hindu,Bisexual,-10.632292136299952,D,E,C,D,E,19.999488913267214,E,A,27.335885906832658,D,-2.0722356784517064,E,D,B,1
56,Other,Bisexual,-89.02235096837587,B,C,B,B,E,6.718936031017471,B,A,12.490195224522113,D,-122.72607375103934,A,E,B,1
19,Other,Heterosexual,135.04686563563172,D,D,B,C,D,-33.7506014513093,A,D,157.91587280050626,D,78.81722241708688,A,B,E,1
72,None,Other,26.932189229988985,C,D,B,B,B,-47.951955058552876,D,E,94.52091165238504,B,51.97661919222578,C,B,C,1
75,Other,Homosexual,187.23674708626447,E,C,E,B,C,89.54141547934617,C,B,72.84629742319328,D,-38.24645902917651,A,B,C,1
32,Other,Heterosexual,-340.96504787740486,A,E,A,C,A,-219.7018106419089,C,B,-91.16177909113537,D,-26.98736036059004,A,D,D,0
37,Buddhist,Bisexual,21.191039420042994,D,B,A,C,C,-50.974869317123165,B,B,87.72633043891189,E,-102.40436847915655,C,D,D,0
39,None,Homosexual,5.311918562996172,C,A,C,D,D,-40.21552391120292,D,B,33.28863953545937,D,-24.92037718857759,A,B,B,0
19,Hindu,Homosexual,-177.15962096973647,B,D,E,E,D,-97.89165217086642,E,C,-15.761924314978023,A,-11.026730338700878,A,C,D,1
38,Muslim,Homosexual,9.65834263254011,B,D,E,C,C,-18.62245655660099,B,D,40.92837612614033,A,47.58169745043611,A,E,B,1
68,Muslim,Other,-24.700322355703808,E,D,C,E,A,-39.62233754418554,D,A,-198.4728492231804,B,-190.49725352007894,D,D,D,0
71,None,Bisexual,142.9304618636394,C,E,D,A,C,-96.74369790547955,D,B,-32.694158671847774,D,-107.37265456098915,E,D,B,0
72,Buddhist,Bisexual,15.236619730644488,E,C,B,A,A,-14.769531196627018,A,E,26.987347280147873,D,-25.955358883844664,E,B,D,1
64,Christian,Homosexual,117.35660384496302,B,C,D,B,C,27.832942571683798,D,C,-23.264506564636843,B,46.84848679936186,E,C,C,0
36,Other,Heterosexual,192.45293581678163,D,C,D,A,C,6.149512910148384,D,A,58.208560795550845,A,-85.76024225509788,A,C,B,0
65,None,Heterosexual,89.27393363938285,E,C,C,C,C,-157.59575239802246,B,E,147.8474802877674,D,31.38045452671584,D,C,D,0
36,Christian,Heterosexual,-69.88615273312485,A,B,D,E,C,199.16778657245877,B,A,-99.18743355547967,C,66.0662200796684,E,C,E,1
53,Buddhist,Heterosexual,-25.423435988200165,A,D,D,C,D,-57.05027557321801,D,D,131.2910212588808,E,-40.69482896946586,D,E,A,1
43,Buddhist,Heterosexual,29.52548933907734,A,A,B,C,B,-108.87284908929186,D,D,-25.573407201759522,C,0.6958692071931223,A,A,E,0
64,Muslim,Other,201.01707169946548,A,D,E,A,D,11.514768469021428,E,E,74.40478024992484,C,-9.812137199613318,C,C,B,1
39,Buddhist,Other,-56.388569329825955,B,D,E,C,E,98.53306828920138,C,E,71.96690767826935,A,-0.9421503100408126,B,D,D,1
44,Buddhist,Bisexual,107.7253560985587,D,E,C,A,E,25.353646289112675,D,B,-40.331339292064705,E,-42.1662488263366,D,B,A,1
40,Buddhist,Other,-39.97948534501009,B,A,A,D,B,88.68511172700345,E,A,-121.97978527405573,B,24.681683766699443,A,C,D,1
26,Buddhist,Other,-118.04635760079711,B,C,E,D,A,-80.98268371274273,A,E,-66.18265094061701,C,-178.60542403601406,D,D,A,1
34,Other,Other,-33.6541691388366,C,B,C,E,D,-132.5355740634707,A,B,-50.001405202740536,E,143.5555791592818,B,E,A,1
63,Christian,Heterosexual,23.533068803591053,A,A,E,B,B,97.76257261576468,E,C,104.68672507590924,C,8.327381223608414,D,A,A,0
46,Muslim,Heterosexual,20.90351801221563,B,B,B,E,E,-56.581530269062284,A,B,197.96170283492222,C,23.055090119180793,C,B,D,1
44,Jewish,Heterosexual,7.035138264121878,C,E,C,B,C,150.67448373721263,E,D,177.18625930397764,C,102.07188555787343,A,B,A,1
51,Muslim,Heterosexual,0.9947445113239383,D,B,C,C,C,-9.494173043793927,B,E,-53.886918780837,C,-91.86908754602308,A,A,C,1
79,Jewish,Other,54.41953758884506,A,D,D,D,B,53.32764852086643,B,E,134.04280476234524,C,8.458620037656914,B,C,B,0
35,Hindu,Homosexual,36.34452216897546,B,E,A,E,B,-11.590753617041106,B,A,0.8234615603521042,D,-34.368154677642735,C,D,C,0
56,Christian,Other,86.86051505303507,B,D,D,E,B,-97.10330274130871,E,D,-97.57522924364557,A,131.5986047582849,D,E,A,0
74,Hindu,Bisexual,41.201828613799634,C,D,D,C,A,251.77832339088954,B,E,232.28011901499102,E,64.89562227199563,B,E,D,0
19,Hindu,Other,-118.20184338468587,C,B,C,C,E,-136.12130107252142,C,D,-91.01990932655052,B,-106.39298582074088,C,B,C,1
51,Hindu,Heterosexual,1.8074682726589304,A,A,A,A,E,49.21775815498343,A,D,116.32518806452188,A,-18.87329114161959,D,D,C,1
31,Other,Heterosexual,-55.78062308484672,A,C,A,E,E,-11.108117791239055,B,A,49.775398768878425,D,187.6324201730977,B,B,A,1
75,Muslim,Bisexual,55.95280264975817,D,C,C,B,B,-36.86091182714327,D,C,36.689166684897195,C,-232.91334834567223,D,A,A,0
58,Buddhist,Heterosexual,-96.8908031200776,B,A,C,E,A,31.239178791513687,E,A,19.210854687029062,C,20.586957813096333,E,B,B,1
38,Hindu,Bisexual,125.43683222529364,E,C,B,D,B,61.45804211002924,E,E,26.638504976759148,E,101.86284001206486,A,B,A,1
60,Jewish,Bisexual,40.23305436862587,C,A,B,E,E,193.25152699634373,D,B,185.18645249560302,B,20.430786943747112,E,B,E,0
63,Jewish,Heterosexual,-190.35259664226695,A,C,A,C,C,-179.76067424315036,C,D,-46.09707993437955,E,18.520495048669545,B,C,E,1
25,Muslim,Heterosexual,-86.89674370461506,D,C,D,D,D,-57.29118576519222,D,A,35.82991794045002,E,-265.40165416379534,B,A,B,0
76,Jewish,Bisexual,-102.46454175237449,E,D,E,A,A,184.5111179015788,B,A,-22.727140741312898,E,-211.3740527843413,B,D,A,0
77,Hindu,Heterosexual,-107.14474991439617,A,E,D,C,D,-32.546225026689626,A,B,154.78748283749832,D,81.67956259460053,D,C,E,1
34,Hindu,Other,-100.11099533324095,D,A,E,C,D,106.01959476745574,E,B,98.1884086756926,A,19.79583861757756,A,B,A,0
50,Hindu,Bisexual,98.5018541796313,A,E,C,B,E,-10.017142069972763,C,C,-23.94260350452666,D,185.21343334759902,D,A,D,1
52,Jewish,Heterosexual,-24.03803865267447,A,C,C,A,A,-123.48319370822583,A,D,-33.940182556028695,A,-42.706895675330784,D,E,B,1
58,Other,Bisexual,98.49789452650019,A,D,A,B,E,139.78505925413663,C,C,155.78565729028318,C,85.21381748707849,A,D,D,1
73,Buddhist,Other,43.10968019099891,E,E,D,D,C,-46.55427490030615,B,D,210.14384910047443,E,-33.82772136721492,B,B,D,1
18,Christian,Other,75.23121711326549,D,C,E,B,C,24.219322762069655,E,A,-20.06699288744807,A,38.1902998021334,D,B,E,0
34,None,Other,-299.33456747748744,C,A,E,A,D,71.70017392006405,A,D,-66.11274823746062,E,89.22085959801005,B,E,D,0
75,Hindu,Other,-5.752925934568722,D,D,B,E,D,-81.36357223905733,A,A,-174.6627488803481,D,3.452090740127506,B,D,D,1
59,Christian,Other,60.59353496992066,A,C,B,C,A,-45.81978811776232,A,A,-114.27856240039891,B,-25.365637279623225,B,C,C,0
32,Christian,Bisexual,-79.22241492118975,E,E,C,A,D,-18.9078047503576,A,E,-111.5069798993503,C,-13.557384812687564,A,C,C,1
67,Hindu,Bisexual,50.94920939185849,B,C,B,C,B,13.886386993761231,A,E,-167.48624084614391,C,138.56667372587398,D,E,E,1
46,Muslim,Other,-49.0120484905869,A,D,B,E,B,80.34532470441971,E,D,-118.45825835379891,B,76.44550893548566,C,A,A,0
23,Jewish,Bisexual,37.275806171586915,A,B,A,B,E,-64.48367970011131,A,D,-122.10524281645836,E,19.819265785845005,E,B,C,1
28,Jewish,Other,-114.10879770140095,C,E,C,B,B,-4.829821444303577,E,D,101.52850282347312,A,45.632389468623515,D,D,E,0
55,Other,Other,75.17296890141557,D,D,D,D,A,-115.83236617778006,C,A,58.733544827985675,D,-130.91071431285158,D,D,E,0
54,Hindu,Heterosexual,36.4906271820647,C,C,E,C,D,197.11239087812774,D,A,47.964027404733656,E,63.144979172579895,E,D,C,1
25,Other,Other,-95.74213675896434,A,E,A,B,B,-11.381020286712188,C,C,85.98862248200368,E,3.6271016009541994,E,A,D,0
60,Hindu,Other,32.840642133595004,E,D,C,C,B,85.22549318328242,E,D,7.713054255493345,C,43.33079445082676,D,C,B,1
79,Jewish,Bisexual,-81.41675731807379,A,B,D,A,B,-71.57317067450933,B,C,64.99304027709452,A,17.110037833583753,D,B,D,1
67,Buddhist,Heterosexual,0.07740911567555687,C,C,B,D,C,-55.29517307419623,D,C,36.04417337461969,E,-61.35483827986382,B,C,E,0
22,Other,Bisexual,29.031441951118627,A,A,E,D,C,172.26050015808062,C,A,-8.293644466752303,D,-211.192792813494,D,E,D,0
23,Jewish,Homosexual,38.27599078155678,E,E,D,C,A,142.0589389609499,C,B,-25.24522560848304,B,-82.68257000373444,C,C,A,0
37,None,Other,-111.87722447918571,B,E,E,A,A,-109.98918771818758,A,E,148.94324911653015,A,44.37947679230569,E,E,E,1
38,Jewish,Bisexual,16.55594245040643,E,D,D,E,C,-93.97947532472615,E,C,-145.86963010161054,A,58.61253125913033,E,E,C,1
53,Hindu,Bisexual,72.02583561842498,B,E,B,E,D,-5.491441372686758,A,C,-189.94246185018443,D,154.54221670842753,E,D,C,1
61,Jewish,Heterosexual,-145.95523311286945,E,B,E,B,B,10.863232224598487,B,E,87.89724184309752,E,-165.64627955321706,D,E,C,1
67,None,Homosexual,60.528873656561764,C,B,C,D,A,-243.72927593587482,D,B,209.13358601483174,A,167.28608724737765,A,A,D,1
40,None,Heterosexual,30.401579464696038,D,B,B,D,B,-184.0925831667008,B,C,3.8850711156769275,E,-63.68200024448028,D,B,A,1
67,Christian,Bisexual,-23.74255369216715,D,B,E,D,A,25.560970619504698,C,C,6.680939075660983,E,21.863878396177494,D,A,E,1
71,Other,Other,134.40890292936172,A,B,A,D,C,-92.68643064749207,E,E,-42.64921464327489,B,192.74760460960954,D,D,E,1
58,Other,Other,-156.97276408639985,A,A,C,C,B,-149.32721154277598,C,C,-259.1063353734586,D,-73.13667763559457,E,B,D,0
51,Jewish,Heterosexual,10.65391195104327,D,A,D,C,B,-87.96797918426365,D,A,-12.639451210211941,A,-15.629104214231054,E,E,A,1
19,Jewish,Homosexual,89.74540171659488,A,C,C,A,D,-31.131235455771368,D,D,1.6405732867590117,D,21.2151062088941,E,A,C,0
51,None,Homosexual,-99.47808009743218,A,A,C,B,C,-12.81120886739348,D,D,119.99550999926633,C,-173.1844425346263,C,B,B,1
54,Buddhist,Homosexual,33.28248594831373,B,A,C,C,E,115.80333924980638,B,D,-51.53511896371711,D,86.12013221292214,B,D,E,1
65,None,Other,-4.5279616771560445,C,A,A,E,D,-107.14943190630622,D,D,-115.84744489920938,B,91.50378280593294,A,C,C,0
55,Hindu,Heterosexual,139.5295427286912,D,B,B,E,B,-3.65019532366203,C,B,108.88587415224727,C,-81.54432228404539,E,A,D,0
59,Other,Homosexual,-101.9920711028302,C,C,D,D,E,54.688731194798635,C,D,88.77530200949954,A,-53.060816435723254,C,D,B,1
19,Hindu,Heterosexual,-48.73169783662109,D,E,A,A,E,-169.82853861296044,B,B,-105.99287102322141,E,-77.71371833705925,A,C,D,0
44,None,Other,-31.055531412054506,A,C,D,D,C,221.1844547226606,D,D,-63.96004036829627,A,154.4369120123218,D,E,C,0
33,None,Heterosexual,-291.8832077154734,D,D,A,E,E,-69.73130186161808,D,C,33.67054673227492,B,78.68030260839376,B,A,C,0
20,Muslim,Homosexual,17.941306574272524,A,D,D,D,B,-94.12855444499243,D,D,-11.806883454985366,C,-113.26268731229897,C,A,B,1
56,Other,Bisexual,-99.27743503594056,C,A,E,D,D,-79.03738854195218,E,A,-129.86006137836975,E,57.056429319665725,D,A,B,1
44,Other,Heterosexual,108.30074502877585,D,A,E,C,C,-28.837027574405518,C,C,-67.42590184443613,D,-24.08736132528927,B,B,A,0
74,Other,Heterosexual,-53.12721307734755,A,E,D,E,D,12.281898314143598,A,C,-40.564877246789436,A,-10.818462593478404,E,A,D,1
18,Jewish,Homosexual,-50.73307053666779,B,B,C,E,C,-45.82985996180498,B,A,155.39582353027507,A,31.826803281455817,B,B,A,0
36,Jewish,Other,-91.72966855265608,B,C,D,D,A,220.8174176247328,A,A,132.00113605261612,C,42.825021110682,B,B,B,0
52,Buddhist,Homosexual,182.95143882033605,A,D,C,D,C,-106.39848398444127,D,B,37.374446182848445,B,47.69548425138538,D,C,E,1
19,Christian,Other,-190.58470779570493,A,D,A,B,E,-116.86340905663761,D,C,7.277899404947406,E,-142.8533841770084,A,E,C,1
32,Hindu,Other,-15.359170144245377,D,C,E,B,D,-65.46738474397881,C,B,-76.42046860189532,A,-63.04059762195898,E,E,A,1
48,Muslim,Bisexual,66.50193727606613,D,B,A,A,A,-44.107702078992666,B,E,43.06049551781878,B,-88.51128817147078,A,C,D,1
44,Muslim,Bisexual,92.73458034026694,B,E,E,C,B,253.39712958386338,C,E,5.808269862433594,B,-31.478695128276236,B,C,C,0
55,None,Heterosexual,-128.37022773753876,E,B,E,A,E,84.06966580350387,E,B,9.993654091250642,B,151.45247622762298,A,A,D,0
25,Muslim,Bisexual,13.24145926372348,E,B,B,A,B,-79.31064025289591,C,A,99.71919911397943,A,-18.958098422265955,A,D,A,1
68,Muslim,Other,48.1365456989434,C,E,A,C,D,132.5852461285857,A,A,-114.5852742737714,E,-29.675600042943547,C,A,E,1
66,Hindu,Bisexual,43.512314439407234,D,A,B,B,C,-17.886773408730622,D,B,27.337319612782473,B,212.38919388322176,C,D,C,0
48,Buddhist,Heterosexual,-65.96071379046255,C,E,E,C,D,88.0303047634433,E,D,90.316752167209,C,-12.165895066040095,C,D,D,1
55,Buddhist,Homosexual,-210.5037768227073,E,D,C,E,A,-68.9749307156883,B,B,39.94624805149723,C,-44.387544789700236,A,A,D,0
52,Jewish,Heterosexual,150.89991528833986,A,A,E,C,C,82.4556657179171,E,D,114.84575334620682,E,-130.8585217405598,D,E,E,1
64,None,Bisexual,-11.146897421119515,E,E,A,D,B,12.73277956884408,C,B,118.33673923964577,B,-56.78012618377715,C,E,D,0
45,Hindu,Bisexual,-19.56306147314874,A,C,A,C,B,18.00873895556647,E,A,43.44025444872502,E,6.141099903264446,D,E,E,0
40,Other,Heterosexual,-88.03226949370911,E,C,C,B,C,13.845456455748959,B,E,9.913657074686235,C,50.801849514802285,B,D,E,1
35,Other,Bisexual,130.67490629422844,D,D,B,A,A,-119.31557133632846,C,C,-3.0152566202504647,C,10.809653567556058,C,E,D,1
77,Hindu,Homosexual,142.7583237830936,A,C,A,A,A,67.52949118912277,B,E,215.2507048688932,B,19.35323325304709,C,D,C,1
69,Jewish,Heterosexual,61.31705621425889,D,B,C,D,D,-5.371128200428228,E,C,26.405737403849777,E,82.24091756915467,E,C,E,1
58,Jewish,Other,-18.660409499754355,A,A,E,A,D,5.132439436709285,E,A,-42.141985773030235,A,-247.2429601357689,D,E,C,1
47,Christian,Heterosexual,-36.27642718397309,C,C,E,A,C,-48.79842987471088,B,C,-90.84785756887099,E,102.25305605702025,D,C,E,0
40,None,Bisexual,159.34779911235512,D,A,E,E,E,135.894531431511,A,A,45.29368594374789,B,93.88963740627179,D,E,C,0
66,Buddhist,Other,3.724972821082474,D,A,B,A,E,-132.99762362970364,A,E,111.45571021644496,D,47.518225585317175,B,A,E,1
21,Buddhist,Heterosexual,-138.60396842386484,D,E,C,C,B,-10.773638873991109,C,B,-78.44495483655453,D,84.22700154693567,E,D,B,0
34,Christian,Bisexual,55.437489016295146,A,B,B,A,B,73.5401521160679,A,C,-24.048159149585118,C,58.794384773228856,D,D,D,0
59,Other,Homosexual,175.2212777180584,E,E,B,A,A,-95.35706842487646,A,D,-162.20360671241025,D,4.300875994234502,E,E,B,0
49,Hindu,Bisexual,89.71047844292414,B,D,C,A,D,-23.131482309828357,B,B,68.05298359810249,D,61.68241967930123,D,D,A,1
22,Hindu,Homosexual,-146.16204933342928,A,B,E,E,E,46.73579531088923,D,C,-37.702539762606065,D,125.9489129730617,A,D,A,0
74,Jewish,Other,74.47479189737535,B,E,A,A,D,27.535407617779363,D,C,-20.868368132199905,C,60.948298928688914,C,A,C,0
23,Hindu,Heterosexual,134.39782024538414,E,B,D,B,D,10.75254215115923,A,C,-303.87932586771996,A,114.80193639173682,C,A,D,1
71,Jewish,Heterosexual,-27.127661449259875,B,A,A,B,E,60.45295496437354,D,E,5.97085516484727,B,-116.11690417897282,D,A,D,1
44,Hindu,Homosexual,49.18009992639233,B,E,C,D,B,-177.78109917027777,C,C,-15.870829607611892,C,-26.49162445151613,C,D,D,0
32,Hindu,Other,206.55900728305858,C,E,A,B,C,139.58766276472767,D,D,-26.88773010776834,C,-7.201829437127339,D,B,D,0
40,Jewish,Other,159.51817187400448,C,D,A,C,A,146.40823772596886,A,A,-115.67428715785898,C,-167.28139012928008,B,E,C,1
18,Hindu,Other,20.211344264242843,A,E,B,B,E,159.22052582258036,E,A,141.141770768029,C,-18.900034486184143,C,B,A,1
54,Buddhist,Bisexual,-54.38240597921581,A,E,C,E,C,66.44524057372979,B,A,-200.21340368001037,D,-70.93098808647339,A,A,E,1
46,Hindu,Bisexual,-53.16743388138495,E,D,A,B,D,100.32693466317323,B,B,25.467010420223694,C,17.76535380040675,D,D,D,1
57,Buddhist,Homosexual,-40.38402161639362,C,E,A,A,E,-26.158815550133873,B,E,54.78141981320363,E,52.82426438304256,C,E,C,0
60,None,Heterosexual,-22.330027107271846,D,B,B,B,D,225.51113885576873,B,C,-1.3129218785911496,C,-31.903589151955515,E,B,B,1
52,Jewish,Bisexual,-51.802698506253975,B,A,B,D,C,-25.49570349864218,E,C,-55.377570379544935,A,124.99040917497035,C,B,C,1
75,None,Other,81.61195509418324,E,D,C,A,C,-75.36732824721697,C,B,-103.28458233475585,D,-87.3817772151177,B,C,A,1
75,Jewish,Other,-155.41320226150285,E,B,B,B,B,-92.05888564225963,A,B,-85.86042626067166,B,-26.048421885571287,E,D,C,1
50,Buddhist,Other,2.650029876916626,B,D,B,E,E,-56.3962714907471,A,C,-102.49273525624432,E,-36.24318115026345,A,E,C,0
55,Christian,Other,146.3056432245358,C,C,D,C,D,-57.29551312647535,E,E,93.62645898081318,E,47.89760746738715,C,E,A,0
35,Other,Bisexual,-61.73987633069872,C,B,D,A,C,5.3410272706648,E,C,-195.86864675853676,B,65.68941217678515,D,C,C,1
79,Jewish,Homosexual,126.25042989456885,E,E,D,E,C,33.441825989841654,A,E,58.27226619413462,E,-1.7703477521307422,C,D,A,0
21,Other,Homosexual,165.20413780599188,E,B,D,B,D,-13.087786719273192,C,D,63.381777308405255,D,-98.35562793868594,A,C,B,1
32,Muslim,Homosexual,-91.67002043088198,C,A,C,A,D,9.249344231569617,D,E,-197.53118096807498,A,41.30795035067676,A,E,B,1
70,Other,Bisexual,-97.17268355238903,D,A,B,A,B,-94.84934257765812,E,E,50.63817306753119,A,-6.797799520731281,C,E,A,1
75,Buddhist,Homosexual,-88.40774783717855,D,C,A,B,E,57.32903703864254,E,D,79.61503366769207,E,-69.58506773713813,D,A,B,1
20,Christian,Homosexual,90.60970313663013,D,B,A,C,E,-105.09231110116008,B,B,17.3427633622195,B,10.99232493543504,B,C,E,1
79,Jewish,Other,0.3441705733480592,E,C,A,C,E,46.856821624417634,A,C,61.02443018058271,A,-170.64992399197524,D,D,C,1
68,Jewish,Bisexual,162.49174351529817,E,C,B,C,D,-33.54023698411191,B,B,-9.346516089913816,C,-67.20796700607659,B,C,B,0
61,Other,Heterosexual,-138.69621539289213,B,A,D,E,E,-78.66120139477076,A,C,-232.22187225356157,B,1.942105491452038,C,D,E,1
31,Buddhist,Other,55.124712698392464,A,E,A,C,E,73.82828382740355,C,E,111.9227442404688,E,-1.2135741754523217,C,D,C,0
59,Jewish,Heterosexual,-0.9010455038175531,A,C,E,C,E,-132.57462129266239,C,B,-10.056083849621784,E,-75.4900242460406,B,C,B,1
73,Muslim,Heterosexual,-105.83736113412199,E,B,B,D,C,230.24733183989588,C,C,73.42964116765151,E,-40.331826293126774,D,D,D,0
68,None,Bisexual,-11.140023862296637,B,B,C,D,D,-132.8221028398597,D,D,27.4718742055579,B,35.97802891624791,E,E,A,0
50,Buddhist,Homosexual,-25.288146218964908,D,A,A,D,B,40.00338080750735,A,E,175.63959543685232,D,-6.535682622116439,A,B,A,0
63,Jewish,Bisexual,-127.90170637730785,A,C,C,C,E,27.96696923685008,B,C,-6.254140713441466,C,-43.69888227925112,A,D,C,0
27,Christian,Other,-21.788543858010566,B,A,D,D,D,64.6361574898935,E,A,171.62587541450148,E,-118.55073832108009,D,A,B,0
78,Christian,Other,-52.530303480872576,E,C,A,A,A,76.15133339760568,C,A,116.49215727969838,B,184.39345152713213,D,C,B,1
30,Christian,Bisexual,-92.10947597203393,D,D,D,E,A,-104.51602915819629,D,D,-65.31414003047927,C,69.4325210744825,A,B,A,0
50,Jewish,Bisexual,-278.04688003869853,B,C,D,C,B,-48.1957322591123,B,A,-104.29341499335894,A,-271.2555489025472,A,D,E,0
33,None,Bisexual,96.68501415266888,B,C,C,A,D,20.57134800475142,A,B,47.4787993038515,A,6.05192363812102,C,C,D,1
77,Muslim,Bisexual,-24.503967830141416,C,C,C,B,E,29.935791502465435,D,A,-114.69474834429072,A,159.077732512126,A,B,A,0
34,Other,Heterosexual,-144.24590826696237,B,D,A,B,B,-82.55464424277473,E,D,-11.013286273239574,A,171.42569682909004,A,E,E,0
27,Other,Heterosexual,143.23543055823473,C,D,E,C,B,30.88158725497781,D,D,122.32190311087633,B,-29.92046271957648,A,A,B,0
42,Muslim,Bisexual,101.94039076872947,A,B,A,B,C,6.004106041933479,E,D,59.57279379742201,B,-120.95693934382925,D,E,D,0
57,Christian,Bisexual,-5.447284006541074,A,A,E,E,B,-0.965318171986051,C,D,-70.62765372469761,D,-85.30997591014045,E,D,A,1
35,Jewish,Other,9.194695306778891,B,A,C,A,B,-191.89562853639214,B,A,-12.89912086565222,B,52.65890795636913,E,B,A,1
70,Jewish,Other,-7.386237435371165,E,C,B,C,E,36.662659522250166,B,C,-64.34585854386319,D,57.786860162220236,A,C,B,1
68,Hindu,Homosexual,3.950198583524057,E,E,E,A,C,-28.854145917976158,A,A,-32.156279130065464,C,-22.646982461851376,B,E,B,1
66,Hindu,Homosexual,-140.03810061604545,E,A,A,E,B,-22.49512726579765,E,B,103.5739850668526,D,-129.6551817381388,A,B,A,0
34,None,Bisexual,18.25749036462231,C,C,A,E,E,65.3107272222546,A,B,39.76125425621744,E,60.74415196560636,D,B,D,0
73,Muslim,Heterosexual,-111.076448999894,E,D,D,D,B,47.09157298484849,E,B,64.18999068297218,C,-135.2266351298371,B,E,A,1
23,Jewish,Homosexual,-223.33201652721863,A,C,A,A,C,-38.67938170807963,B,C,65.28221186694431,E,-132.39437997190723,E,A,B,1
65,Buddhist,Other,66.5961560284954,D,C,E,D,B,94.0788809257206,B,E,31.12626000545964,C,-130.95877201064275,A,A,D,1
75,Christian,Other,115.03407939799413,A,C,E,B,C,34.603739517838,A,C,-158.33025009168168,E,-121.72637327833746,D,D,D,0
43,Muslim,Other,-31.59865860242749,E,A,B,E,A,49.860766464675095,E,D,-131.5592479877921,C,0.8042533570904438,B,B,A,0
25,Muslim,Bisexual,84.5460009307218,A,B,A,B,D,97.65509225395459,A,C,-61.89256332128941,D,-26.163567090846797,D,E,E,1
56,None,Heterosexual,-63.05920970493133,E,C,B,C,B,51.234662135481116,E,B,-84.37507401706988,D,49.65094283869342,E,E,A,0
