military,age_range,nation,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Veteran,51-65,Brazil,M,-186.89973024625863,49.02802876119349,-133.56627276312298,B,-76.79623157181462,E,B,-39.41796622514182,D,-75.86129986854638,0
Non-Veteran,51-65,Mexico,M,-193.60092087618796,25.912752882390638,-224.1010215443072,D,67.96992872297663,A,B,-227.05146253673925,D,119.99278510207812,0
No,36-50,UK,M,87.44505274918188,-254.53818475837676,-117.60972892313069,E,55.62865603395623,A,C,-94.82900163121325,C,-42.9039023513406,0
No,18-25,Brazil,Female,67.20032723823634,-20.44399952816872,-121.33601515930124,A,-66.66181926693717,B,C,228.90825809660473,C,61.249319740421434,1
Non-Veteran,51-65,US,Male,37.03841976278538,3.760302322632742,-80.10811813742684,A,90.3122677363401,C,C,-73.33456244443525,B,208.8200127954181,0
Yes,18-25,UK,F,60.36498335673599,65.36733502108105,-203.87866167607876,E,222.51347481612603,E,E,203.81933355724104,A,-148.0772989282224,1
Yes,65+,Brazil,Female,41.02739051251882,-1.3043636923823883,76.78488253118744,E,27.17312213098077,B,B,-6.803459556668049,B,92.91500547655309,1
Yes,18-25,Mexico,Other,-9.17624768924265,-59.49529292676795,-12.47533733238845,C,115.33355215746444,E,A,135.2909683064272,A,-179.5182490242535,0
Veteran,65+,UK,M,-178.90514676475848,-118.0266787616709,-4.767456739926055,A,21.555420716372804,B,A,116.14294102295071,C,-27.78524178917494,0
Veteran,18-25,UK,F,-113.15765053062965,15.602343727916058,-7.20820102449138,E,-52.316091984892964,A,D,101.7226120684368,E,-33.011483807911276,1
Veteran,65+,Mexico,F,-16.197516165854694,-106.47074919368174,243.8001021555718,B,-39.75234191217502,E,D,-3.159281865646731,B,-176.87572942020708,0
No,26-35,Germany,Female,-126.37368280177836,-44.78034119629502,174.14974878134842,C,-96.75978367851586,B,C,9.642795871341871,E,95.67921410367364,0
Yes,18-25,Other,M,1.7279782805366888,64.55392468345897,-101.04858490148413,A,79.68775098868142,C,B,-51.98757644337897,A,-42.74664862163945,1
No,65+,US,Female,-18.89174091879362,68.28629184059642,22.123996811664757,A,-63.1015556964718,E,A,-97.78261089834291,B,-70.15718713785998,1
Veteran,65+,Germany,Non-binary,-247.6706425319416,-174.6985640883652,-61.99818266911058,B,20.40610979376628,E,E,10.430972092842383,E,54.483768042851686,1
Yes,51-65,India,Non-binary,-255.2671781093935,-112.08499737885747,182.56991359226535,D,9.360208363772378,E,B,23.94472786534644,D,29.59269626688062,0
Veteran,26-35,Germany,F,36.105289304244465,-47.39281256500425,75.6404870528426,E,40.162585099515816,A,C,-95.4315414526459,B,-38.610980611476556,1
No,26-35,Other,Non-binary,68.54013025279328,1.5401661611595696,-3.182541377595808,C,-33.70879356262601,C,C,10.615015481143697,B,-80.90004688202926,0
Yes,36-50,Other,Female,-60.222502846464735,-194.56529181360483,-53.65011264196314,A,52.3169701446304,B,B,157.93134415280971,B,-18.09605558978787,0
No,51-65,China,Female,216.57829613647738,2.2121295970055117,-76.24382560214667,C,10.924788375962786,C,A,-141.55481242631387,B,-5.278047750754504,1
Yes,26-35,China,F,56.13173023113329,-40.21830867053539,-179.33030321564195,C,92.87562659140032,E,A,-0.8230023023357895,A,128.42215342456916,0
Non-Veteran,36-50,Brazil,Other,17.433760654222866,-81.83046169807476,113.427534730615,B,123.89573068170661,E,C,-6.0840060316929545,E,-68.2933775308736,0
Veteran,18-25,Brazil,M,84.93253474456691,137.35374713775218,-262.3901199563285,B,-46.12352648162854,E,B,-60.5451483588326,D,-102.91255073119783,0
Veteran,51-65,India,Female,-269.37670429680855,86.69199231266845,69.07149707252064,E,9.087952770744419,B,C,-8.267794973584476,D,-114.21938000917633,1
No,51-65,Brazil,Non-binary,-79.539772473267,-190.2595485801571,-32.558389309580534,A,-83.67628188087262,B,D,255.52871982754928,D,-5.205227538810962,1
Non-Veteran,65+,Brazil,F,-83.05043095231566,-50.85067244190773,-53.83813382413081,E,-7.817958676235713,C,C,-26.71097424797204,D,-80.11618920747084,0
Yes,51-65,US,Female,55.69390047158318,-96.36687665705938,10.205055238017637,E,138.24911412020248,C,E,19.868417618101624,C,-89.26068755959554,0
Yes,18-25,UK,Male,29.432175852230134,122.365765931216,32.87718963279488,B,-143.44511608821628,B,B,10.763667143670723,A,77.90665499761118,1
Veteran,51-65,US,F,-112.91660607134051,-56.770635272651795,-93.97378733515322,B,95.48599450646957,C,D,30.95795480705198,E,117.1458033740305,1
No,26-35,UK,Female,79.90028387216846,-79.45358560898478,234.5264154853885,A,168.29358827486266,E,A,146.71972804159415,C,-9.473193916197769,1
Yes,18-25,Mexico,M,-60.67963981418016,30.863345120395657,149.40668725949052,B,61.056952780992034,A,E,85.28564466130128,A,-28.669086938609105,1
Yes,51-65,US,Female,-37.913887800471606,125.78319663287702,-40.52354638314345,D,-132.32393008816862,C,A,20.741933732826606,D,115.36635294617848,0
No,65+,Other,F,-42.45766282791623,-102.49770420395816,-214.97420833911173,C,-219.81506710439254,D,E,-184.42130644161205,A,8.521302117973148,1
No,51-65,Mexico,Other,-230.1624289922303,-73.72328651553734,-143.4273683802383,B,72.33684636562357,D,C,124.96556817965703,A,276.18527093395915,0
Veteran,26-35,Other,F,60.88862553690048,-208.99860619026654,-12.27149688005161,C,-180.1656407630487,B,E,31.32262291997721,E,57.48276017361656,1
Non-Veteran,65+,Mexico,M,72.4076097003553,-43.71348314864691,-86.2437408776224,D,-29.76808022862652,D,A,137.92314438676243,A,61.50266771816087,1
No,65+,Other,M,156.74116644042624,-29.856104372190135,-126.29196325138933,E,-96.87669479304857,E,C,-35.39338094484222,D,105.67290586654678,1
Veteran,65+,Mexico,Other,29.151762863084222,33.30223213786287,-12.913366657311176,B,11.783791569578492,B,E,-152.57123310446795,A,-71.70396759284445,1
Yes,36-50,China,Male,171.81167188902677,-75.24119381965107,-48.02086044404978,B,41.46326521404094,E,A,7.361827797458824,E,-139.051465674424,0
No,51-65,Germany,F,-6.6515612639163475,120.11167148112997,72.68556403361424,D,-80.16034326200067,A,E,-11.702670014712163,B,-236.20849111862282,0
No,65+,Other,F,105.41224340139013,107.2094470928004,78.54307254815609,B,-143.17670992685325,C,A,-120.8821748904177,C,92.09932110882482,0
Non-Veteran,18-25,Mexico,Female,229.99599368019958,34.74994643807827,-4.909089434337606,A,113.89169855257173,E,B,-53.000323660252356,C,78.02932918735777,0
Veteran,36-50,Mexico,Male,-16.38716418773306,-72.29054396412532,25.178081773329588,A,-130.70209526574996,B,E,-108.74148176340132,D,-47.28351209375876,1
Veteran,65+,Mexico,Male,156.87512524178106,-103.31551305534936,127.29499564318654,A,53.263419471106545,B,D,-48.749537207782986,C,-71.38217007972142,0
Veteran,26-35,Other,Male,142.15927768860368,84.1751380847354,185.69547519609597,E,-270.16745179845054,D,C,84.34203692736186,D,156.80645737044443,1
Non-Veteran,18-25,UK,F,-16.17081347688468,-154.94977242538909,-2.741590829422874,A,-111.23233381169449,B,C,-77.2271797386686,A,-170.06081226826092,1
Yes,18-25,China,Female,-80.85747326297266,122.6762950274646,-74.19619903811945,E,215.6275508216224,D,B,204.1973055354052,A,113.74359503789255,0
Veteran,26-35,UK,F,-45.27670841900498,168.5162053440189,127.54289301271231,A,-47.41878739070764,D,A,-83.40020543484408,E,71.36873124754388,0
No,36-50,Other,M,10.402547579604292,-111.58959254634249,93.56476303294069,B,-150.3295238500134,A,B,-151.85997365892578,D,-114.15186905512557,0
No,65+,Other,M,-12.774044425314226,134.14439283539429,-80.7841280136002,D,2.2952430255693343,C,A,50.523181658906566,A,-18.36387811413163,1
Yes,18-25,Mexico,Male,45.17331334104623,-110.05804778814434,-104.03689893840802,B,126.43352900223843,B,B,307.3402305516081,C,160.60451576337448,0
Yes,51-65,India,Non-binary,103.99811979890072,-62.03605345572375,148.62711694842884,D,125.052649762404,E,E,84.94514013892159,C,-204.71080312227747,0
No,26-35,India,M,-40.95196165242588,11.580230566942024,171.66829449180895,D,44.429210447078766,B,C,33.93806178820492,B,-76.76324133686398,0
Non-Veteran,51-65,India,F,-7.234991873664742,131.25177134886667,61.438126661093676,D,-4.532666150269795,D,A,-72.1027142855764,A,35.78730419556649,0
No,26-35,India,Male,-91.93849678052322,-52.9483850141992,105.52509130692836,D,53.340483100435854,C,D,-75.76943684047748,C,-52.045989309469846,0
Non-Veteran,65+,China,Female,-88.79190299808823,54.34752206605561,94.86842256759327,B,28.70116914266302,E,E,-123.1418483483345,A,33.183389917812356,0
Veteran,51-65,Germany,Male,-78.40266660063084,-102.74067513597439,12.942170468632009,A,50.07005062286007,B,B,-161.51451610701113,B,121.86559391857902,1
Veteran,26-35,Other,M,244.75147563998553,160.50963119976328,-21.565438033810498,D,143.0465430409626,C,A,-74.75281832532781,D,67.33393026929167,1
Veteran,36-50,India,Non-binary,-7.891240957782037,144.63150239987326,-33.92027714132889,D,-40.99822289706153,A,A,-112.47398340968344,D,-61.8954356135046,0
Non-Veteran,65+,US,Non-binary,-17.226649874929446,213.96684433219804,117.51322647479464,D,18.628627998058477,E,A,-31.621490295231496,D,-172.82280385062577,1
Non-Veteran,65+,Other,Other,70.16974226024539,-224.4038591631984,-1.394525126253981,E,-8.659467529527193,E,A,-44.533322602473,E,110.13083778027311,1
Veteran,65+,Other,M,-11.190355824788025,-77.7378472905031,238.465961823132,E,46.64471419954386,D,C,3.9830133304173994,B,-180.76036295388369,0
Yes,65+,UK,Other,-63.64334651990033,51.22955949235066,-18.271330738029434,C,120.09216245185111,C,A,-52.58139283658379,D,-126.73615324150435,0
No,65+,Brazil,F,-4.8801010061508565,330.69407818520517,-117.21993524493027,B,47.47818895642365,E,B,37.444985137525514,B,79.47123529621543,0
Yes,18-25,Brazil,Other,-218.59834330838686,-190.63927485971618,51.50403560903706,B,-64.86145590981133,A,A,67.40492951533346,D,37.048616101847806,1
Veteran,36-50,Brazil,F,95.9365494084998,62.25234241362744,122.9913561786056,A,55.89124509583281,D,C,-110.00220830782084,E,5.2187992648307935,1
No,18-25,US,Other,14.96594168038386,-67.2932935026531,-144.85746668777122,A,138.2038463173342,D,A,-3.61748450291566,E,188.54891798795694,1
Yes,26-35,China,F,-148.18374456382423,9.43872149189349,87.36728168733518,C,142.41053008785326,C,D,-53.15662356888999,E,42.765384659097876,1
Veteran,36-50,India,Non-binary,6.528388656629167,163.38498115153456,95.54286883379409,A,8.216806514444372,D,C,154.87961328436575,D,-115.00314273961088,1
Non-Veteran,36-50,US,Male,-85.92890265825349,-6.890893244399954,98.62047547195367,C,-17.04060794858622,E,A,129.498502185133,A,11.899766951135224,0
Yes,36-50,UK,Female,-27.225806963906173,-243.0552880770599,-42.09365400060646,D,-199.55368292759275,B,C,16.62171152717165,D,-137.27266028455892,0
Non-Veteran,26-35,Brazil,Other,-166.59635368136173,-83.65254970589892,81.3941094424958,B,-21.336530916437628,B,E,-63.63917330283849,A,-15.258142379642054,1
No,36-50,China,F,49.254000477583695,108.23984683092132,50.54226073385626,E,12.12213162344566,D,B,86.17052385253162,C,14.231480914440523,1
Veteran,18-25,China,Male,2.706376740783893,52.3266016531737,-108.4833961133373,C,-0.4407739124878891,E,D,-62.693705333503644,C,157.9827322900258,0
Non-Veteran,36-50,Mexico,Non-binary,-112.74999265541811,-266.65179005145063,97.29380592034443,E,-28.542822756008917,A,B,91.79934014285342,A,-31.050814229310657,1
Non-Veteran,65+,Mexico,M,-180.24253002055494,-214.93232454171346,-120.1439870361535,E,-116.77994283590279,D,D,-8.609207277172585,B,3.2673746448367327,1
Veteran,65+,US,M,-40.290472212299264,-83.11475622648472,17.507700108906697,D,117.11323719784683,E,A,172.85060549006235,E,-21.231055701580292,1
Yes,18-25,Brazil,M,148.96908537978672,-44.68235791070244,212.69124673030774,D,-63.82831662751195,D,E,-12.149459509826741,C,144.04003939075784,0
Veteran,18-25,UK,F,75.14615653437428,-3.913288144898417,-71.936193230109,D,-153.42333166255443,D,D,112.24131592410687,C,-118.00331605969576,1
Yes,26-35,Mexico,Female,-39.447507754907626,87.63073048701838,-138.3607307430738,D,132.8651648417126,A,B,2.1020596739902775,A,197.8109822525699,1
Veteran,51-65,Germany,M,-103.21441724703601,144.75233200847725,-70.30701332617953,A,95.60627194049631,B,B,-6.035737066918178,B,-48.85081136297953,1
Veteran,51-65,Germany,F,62.14171852326168,47.11239093276549,-68.48173580658217,D,-3.6592517230871833,C,C,77.92698110769098,C,1.0440930508325093,1
Veteran,65+,China,Non-binary,72.22553893557692,-69.11577713797746,-86.65093261939386,C,-71.68541110230974,E,B,-101.14130528195648,B,-222.33533371892645,0
No,51-65,China,F,46.962210294650994,-141.87441185116023,20.398245162517412,C,136.4737754343957,A,D,-194.3269302262018,E,42.97513500908854,1
Yes,65+,Brazil,Female,-127.16576738117492,53.35968346144821,-96.44824238629748,E,-114.59289034745434,C,D,314.470414629392,A,170.27295358139682,1
Veteran,36-50,India,Male,-55.2610498739686,8.875755347750436,-93.7971282900813,C,-131.58780421182058,C,C,38.2868369710334,E,-101.96747236446753,1
Yes,26-35,Mexico,Male,-143.45389754288988,-71.82374354507263,26.359272173611874,A,-119.76441894735316,B,D,-82.83574675113465,D,-20.50978797650485,0
Non-Veteran,36-50,Brazil,Female,23.02265332648935,-18.47352924222596,117.14572720990837,D,-13.209238775761467,A,C,-22.181667791068243,C,-59.8739774157662,1
Yes,36-50,UK,Female,35.663012319791,-86.97939178135638,131.18805327913523,E,35.59428108591216,B,A,62.419303932591234,C,-43.674449213626445,0
Non-Veteran,36-50,Germany,Non-binary,6.0932901481699036,34.97457201114681,-36.42446949479666,A,-118.41458265623403,C,C,16.007070795859015,B,203.71968489908636,1
No,65+,Mexico,Non-binary,-54.26759633416255,-41.261987305784345,-8.167172916569228,C,-22.594926270798233,D,C,-92.51956968719787,A,-1.5119842309399627,0
No,26-35,US,Female,-113.70185311231499,-43.564501730015834,65.17138982325538,B,122.18730588389963,C,E,1.758119835400487,D,-15.261770832472662,0
Yes,51-65,China,F,144.28744274365818,39.02104187557203,-111.27269339168622,B,87.84755104213647,C,D,104.5477370265602,A,90.06041310201603,0
Veteran,36-50,Germany,Female,-129.05330143799517,-56.476461914298945,-25.958952088239577,B,-20.222209318300443,C,C,36.39931918223082,A,-23.737937346652334,0
No,26-35,Other,F,74.58433488732314,-91.68952488561744,-117.45907917108103,B,149.5536820213681,A,E,0.9697416550904029,E,13.62611816301918,0
Veteran,18-25,India,F,-60.485161060951576,16.863982343643944,-112.45757014886001,E,-31.505725560047715,B,A,-34.75694124465229,E,85.55696661471285,0
No,26-35,Brazil,M,-98.86346700525908,74.04047613157884,-0.8887905512925875,C,145.46817319010316,B,D,70.02052218193305,E,-122.074192504765,0
Non-Veteran,36-50,Germany,Other,52.049462983367874,140.05363581941756,47.0483360700988,D,-26.672740047031024,C,E,57.45415849797478,E,126.37655718351341,0
No,26-35,UK,Female,100.25801101624371,157.71482446290173,-14.261430505419456,C,29.94896196908986,A,D,97.61466256479483,A,4.814504646729585,1
No,26-35,US,Female,137.21951818171598,64.86745087188876,113.9042605584051,D,-57.56020550639167,A,A,24.006181772191717,B,-20.63644463832038,0
No,26-35,Other,Other,29.881152429752074,8.477272232178358,-69.46348172420535,B,-214.35576652902176,A,C,-103.31047215454711,C,-34.99810160159454,1
Non-Veteran,26-35,India,Female,-103.18855045951412,136.97060465181352,-27.171816560709512,B,61.676444607019555,C,D,38.37038381796464,D,-17.246852143081036,1
Veteran,65+,China,F,-2.987341074694832,-24.907998356185043,-113.7040838374256,B,36.287802003035544,E,B,-197.67680350569847,C,-149.57443987869658,0
Veteran,36-50,Other,Other,-95.25447422205636,-74.80803339488067,-43.55185216660089,A,117.51692606191612,A,E,-14.692069859632188,C,91.66630042514333,0
No,65+,UK,Male,32.363839628051636,53.535802958883714,-113.07559459496079,A,-58.58021844889261,C,A,14.020366144060322,D,8.615287961336875,1
No,51-65,Germany,Female,174.19661017028568,-15.982287407902742,-20.669986191787288,E,13.02329277405612,C,C,-31.479175643882858,E,-88.31443013350741,1
Veteran,36-50,Germany,F,-84.4272770345966,-106.56968067205584,-77.47756934835277,E,-100.00375481542427,B,A,-242.16450578548069,D,-43.15229172863846,1
Yes,51-65,Mexico,Male,-170.95887520662973,-29.860255341059293,-110.5206108817922,C,176.01297071438725,D,C,-113.83382812227005,B,-63.75231572250477,1
Veteran,36-50,Mexico,M,-36.3175906168323,-143.6557352161349,-34.599593643079885,A,97.63661548019115,A,D,146.4459062186039,E,80.98966139399548,0
Veteran,65+,India,Male,-19.5489249928916,-114.01671872165132,-139.54890538863916,B,27.69199367049005,D,B,25.810626305634703,C,-52.02179768346128,0
Veteran,36-50,US,F,1.421922145661166,13.555493499612995,21.186675368284202,A,76.01388908093463,D,E,-21.47874888193947,C,20.330726492294342,1
Yes,36-50,UK,F,-18.977249607289018,-3.429049086712974,158.20710175060916,C,37.03486124938107,C,D,-132.92392662695426,C,64.82085703669055,1
No,36-50,Germany,Other,-9.914118815821901,51.12955387239233,-66.35356827357268,D,186.34194597768584,D,D,82.31283258850004,B,-77.11322471886479,1
Veteran,65+,Germany,Non-binary,63.94739155944763,44.949145892339324,85.42192010622497,A,-139.6381860999334,B,D,117.67035110976059,A,42.802797458567824,1
Yes,65+,US,Other,-10.404401664293868,88.90098286423114,-139.88179398631868,D,36.954812757358305,A,A,-33.13934472369983,D,-52.69087953901056,0
Non-Veteran,18-25,Germany,Other,58.834396255551255,-63.29241869580089,26.682586997402858,A,108.81927038116157,C,D,-166.59613081998248,C,-44.13909691741043,0
Veteran,65+,Brazil,Male,177.02871199764525,62.169039829865,26.678414814087304,A,-13.058545607361408,D,A,97.20923304669304,A,57.5512584467038,1
Yes,51-65,China,Female,53.95790875876267,-76.88843311205297,129.95438442523854,D,-80.75645126210202,B,D,37.31324776472224,B,-1.288946552802945,1
Veteran,36-50,Germany,M,54.90513589465705,105.07709424204134,61.71097057964901,A,166.45056051282262,C,E,220.37290721971127,B,-77.87690353214695,0
Yes,51-65,Mexico,F,76.1946118112983,33.03189351702658,72.15303176209231,B,50.939856485298094,B,B,-10.381970645956264,C,-30.010214597121244,1
Non-Veteran,18-25,Other,F,97.92565939445154,-12.22262386306945,-16.80418176225823,B,179.66792665205728,A,A,-15.063698144070568,A,-17.808227454991854,0
Non-Veteran,36-50,US,Female,64.41434376914029,68.71512461322327,-234.87337934721583,C,-44.34035417318752,D,B,-9.845417627229791,C,29.88438068317138,1
Yes,26-35,Other,Non-binary,-127.12637164555017,-130.94014881549546,50.00579272811263,A,73.42691911584048,C,D,5.784576619464053,E,-55.57416465496217,0
Non-Veteran,65+,Germany,Female,2.8829011014584336,-156.2094248160518,53.67256776394008,C,-23.9189995661718,B,D,56.64042414692978,E,37.93144978786746,0
