Religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
None,Single,A,24.922662648186705,A,E,C,B,B,C,A,-6.351313985916798,A,D,0
Christian,Single,A,6.76440165752261,C,A,D,C,B,E,E,237.40819249223026,D,A,1
Jewish,Single,B,21.113959900092162,B,C,E,D,E,A,D,-20.222579576041166,B,A,1
Jewish,Divorced,A,-42.34827257225363,B,A,E,B,C,A,E,-116.77115051371278,D,C,0
Muslim,Single,B,-63.7956006280002,B,B,E,C,E,C,E,194.79493342611718,A,A,0
Hindu,Single,E,12.98484805346211,E,A,A,D,A,C,E,86.73011205822672,B,B,1
Christian,Married,C,46.32881848702037,C,B,C,E,E,B,A,258.23036966659816,A,A,0
None,Divorced,D,71.37569953967858,A,B,E,B,B,B,B,-72.61436344354223,E,E,0
Other,Married,E,7.843552384823633,A,D,A,A,B,A,D,1.062166137261169,E,B,1
None,Single,C,-37.789623366957386,B,C,A,E,B,D,D,250.85916155488866,E,D,0
Jewish,Divorced,E,-79.79011168713569,A,A,A,C,E,B,D,71.09311495271737,A,E,0
Muslim,Single,B,-132.6617801013122,E,C,B,D,D,E,D,-8.6339563422839,E,E,1
None,Widowed,D,-9.261106161653554,C,C,D,C,D,A,C,76.92141231563595,E,A,0
Hindu,Divorced,B,18.943835154559803,A,C,A,A,E,D,C,89.52857109892248,C,E,1
None,Single,B,21.939957715796552,B,B,C,E,A,C,D,166.581475434007,E,B,0
None,Married,E,69.0673770784503,D,E,E,D,B,C,D,-106.73526390520347,D,C,1
Jewish,Married,E,122.05970943387602,C,D,D,B,B,E,C,83.47187865889796,A,E,0
Hindu,Married,A,-197.1594468242419,B,A,B,B,B,A,E,135.04057261344417,E,C,0
Other,Married,E,-33.035154405484256,D,C,D,A,E,A,A,-61.9868655711246,B,D,0
None,Divorced,A,32.65512921565873,D,D,B,B,B,B,A,-224.12849116632617,B,C,1
Muslim,Widowed,C,45.977617143409454,B,C,C,E,E,E,D,-63.34875719637376,C,B,1
Buddhist,Married,B,30.447240102562745,B,E,A,C,D,C,B,-120.02227318930485,B,A,1
Buddhist,Single,C,-77.51258219555054,D,C,C,E,A,E,A,-81.85266662360905,E,B,0
Hindu,Single,B,22.85420630972819,A,D,C,A,A,D,E,-196.77600343337465,A,A,1
Buddhist,Single,A,7.54476090923161,A,D,C,A,D,C,C,44.84662072050557,C,C,0
Buddhist,Widowed,C,1.3237956222296094,D,C,B,A,A,D,B,57.8206230138185,E,B,0
Jewish,Single,A,115.59845364568957,C,A,C,A,C,C,C,-28.82884561572735,E,C,0
Hindu,Married,C,-63.35323321505927,D,A,A,A,E,E,C,58.03003293410617,C,E,1
Jewish,Single,B,197.64802793341084,E,A,B,A,B,A,C,0.19607658603332084,A,A,0
Other,Widowed,D,39.51492859425769,E,D,D,B,E,A,B,-96.26341824472254,A,D,1
Muslim,Single,D,-180.44046850997378,B,A,D,E,A,E,C,-9.153817965504174,C,C,1
Hindu,Single,E,-44.79042694925547,D,B,B,C,E,E,D,-178.39368388428224,D,E,0
Muslim,Divorced,C,-135.0348829908323,D,D,C,E,E,A,D,75.56773577689965,D,E,0
Christian,Divorced,C,-15.208431994750066,D,A,D,B,A,B,D,-136.8589140172742,D,E,1
Hindu,Widowed,B,120.70235122174388,C,A,D,B,D,D,A,-156.82101736887236,D,D,1
None,Married,D,-83.56876324025788,A,D,E,A,B,E,C,-255.99451012195775,A,C,1
Buddhist,Married,C,-81.728070487844,D,E,C,E,C,C,A,-11.870954871142976,B,C,1
Hindu,Widowed,E,59.4932200417598,C,B,E,B,B,D,C,-45.57406625766182,D,E,0
None,Married,D,-35.184385849120744,A,D,A,E,C,B,C,-90.25244181613074,D,C,0
None,Divorced,A,37.92003869558255,A,A,B,E,D,A,A,49.79630126039267,B,A,0
Hindu,Married,E,72.86379996441295,D,A,B,D,B,B,A,-62.756249452298526,B,A,0
Buddhist,Married,D,-23.713301418769966,B,E,C,D,D,B,C,99.72464363691255,C,C,0
Muslim,Widowed,E,61.04842593364065,D,C,E,D,E,C,A,44.56989217666265,B,C,0
Other,Married,B,129.65353079346312,C,B,C,B,A,A,C,14.632057296492615,A,B,0
Other,Single,C,-92.70732311804115,E,B,B,B,B,A,E,154.37635543056214,E,D,0
Buddhist,Divorced,C,-66.77651799354017,C,D,C,A,A,E,B,35.65256361223662,A,E,1
Buddhist,Married,D,25.11960419326622,D,C,A,D,C,A,C,-55.7371838793342,B,C,1
Muslim,Divorced,A,55.25619766983218,E,D,C,A,D,A,D,133.11501528836487,A,B,0
Muslim,Widowed,B,-29.919828666139054,A,C,C,B,E,D,E,-116.26195635100078,E,B,0
Muslim,Widowed,B,-3.2822603355841125,B,A,E,D,A,D,D,-40.816235634076705,D,C,1
Hindu,Divorced,A,26.27736291171741,C,A,D,E,E,E,E,-227.8687137045408,D,D,1
Muslim,Single,E,135.21910786725869,B,D,E,E,C,D,A,89.82293997718429,D,C,0
Buddhist,Divorced,E,-77.10479175216255,E,D,A,D,B,A,A,-16.824364724256235,A,A,0
Jewish,Divorced,E,87.42752576993841,E,A,C,C,B,B,B,267.7496523223545,E,E,1
Christian,Single,A,-19.699728871084353,A,D,B,A,E,C,C,-36.97816076394049,D,C,1
Jewish,Widowed,D,253.75984642330445,A,B,C,E,E,E,D,-128.49844678198136,E,E,1
None,Single,D,2.7516683218006284,B,D,A,B,C,D,E,25.880890307116694,E,E,0
Other,Married,D,-9.906443902259914,C,E,C,A,B,A,A,1.577776768436191,D,E,1
Muslim,Married,A,40.33293525342667,D,B,C,D,A,D,E,259.62118710461,D,C,0
Jewish,Single,E,14.743476114053058,B,A,E,B,E,E,B,91.41567063991452,E,D,1
Other,Divorced,C,-125.73464442104098,C,A,D,A,B,B,D,-91.29101855952717,E,C,1
Other,Single,D,30.378774265754416,A,E,E,C,B,C,E,-18.485525722277956,B,C,0
Muslim,Single,A,-106.08552462502449,E,E,B,B,D,A,B,-5.4923128204619225,E,C,1
Christian,Married,E,-166.5659353047581,A,D,C,C,A,C,C,-21.077884821635852,B,A,1
Muslim,Widowed,A,-74.6708465600493,C,E,E,C,E,E,C,39.85176731783911,B,A,0
Jewish,Divorced,C,-126.10221666598282,D,D,D,E,C,D,C,-7.385096826284931,D,B,1
Hindu,Widowed,E,68.65092609116591,C,D,E,D,C,C,E,-27.801011855249296,D,D,1
None,Married,E,157.3640479479113,A,A,B,E,D,A,E,17.336888273189626,C,C,1
Hindu,Married,D,32.79906296702224,C,D,D,B,E,D,B,71.06367609447145,C,B,0
Jewish,Widowed,D,115.81911360615472,D,D,A,A,B,D,C,48.068824515568956,E,D,1
Jewish,Divorced,A,-96.63074730251411,B,D,E,E,D,C,A,284.6185038061599,D,B,0
Other,Divorced,A,74.94082979518546,B,A,C,E,C,E,A,-108.92911316392461,E,E,0
Hindu,Single,B,-46.608701385259934,C,A,B,C,D,E,D,-169.1508760220061,C,A,0
None,Widowed,E,80.72289290188532,B,A,A,D,D,A,A,95.04812514421998,D,A,0
Muslim,Married,B,-71.3877761971896,A,C,E,E,E,C,D,31.819728823806116,D,A,0
Buddhist,Married,B,-74.01595809674268,D,D,C,C,C,E,B,235.23826475307584,D,C,0
Muslim,Divorced,D,-228.31080797855736,B,D,C,D,D,E,C,59.14691503849395,E,C,0
Hindu,Widowed,E,119.90223117342713,D,D,C,A,D,A,B,34.87325930313327,D,D,0
Christian,Single,A,87.39143760122255,B,A,A,A,C,D,E,-87.87570315390177,A,D,1
Muslim,Married,E,108.20708157297918,E,C,A,D,C,C,A,-64.48075210507253,D,D,1
Muslim,Divorced,E,109.5610624203498,E,C,C,A,E,B,C,27.54698785442568,A,C,1
Jewish,Married,E,-262.10271237877026,E,D,D,E,C,E,B,-100.48803731585166,B,C,0
None,Widowed,E,90.10447411276031,C,C,D,A,B,B,A,47.35579365359358,C,A,0
Jewish,Single,C,-1.3413732307197619,B,D,A,D,D,C,B,-118.3437892655597,B,E,0
Hindu,Widowed,D,14.590491969543463,B,B,D,B,E,E,D,-35.79702701324651,B,B,1
None,Divorced,D,-20.224436347901705,E,D,B,C,C,E,B,145.62022067285662,D,A,1
Other,Single,D,-68.57285455440915,D,A,D,B,C,A,B,155.44443104187164,A,D,1
Other,Divorced,E,-49.59628927526922,B,C,A,C,B,C,A,67.12000461955314,B,E,0
Other,Divorced,E,-87.67332195690112,B,C,B,C,B,E,A,97.90853771325645,E,D,1
Jewish,Single,A,182.95056148742145,B,D,E,D,A,B,B,150.39825039696024,D,D,1
None,Single,A,-19.999447866363017,B,B,E,D,A,E,E,17.066799700676764,C,D,1
Christian,Single,C,-49.20370297506433,A,B,B,D,A,E,A,74.12951434115674,D,D,0
Jewish,Single,E,-110.80527662908113,C,B,B,C,D,E,A,-109.58654421996748,B,C,1
Muslim,Divorced,A,-193.1601208601117,B,C,E,A,A,A,E,57.3852634494656,C,A,0
Buddhist,Divorced,D,-47.79877676939777,C,E,C,B,B,C,B,40.732894398040415,D,C,0
Muslim,Divorced,E,-49.66061501663444,C,A,E,D,B,B,C,5.104206257445515,D,C,1
Hindu,Widowed,C,137.75299271607068,E,D,B,A,D,E,B,77.21115739157233,D,E,0
Buddhist,Widowed,B,-39.53740605801585,C,A,E,E,C,A,A,-203.39122288674375,D,B,1
None,Married,D,115.86354540084338,C,B,A,E,B,B,A,42.10015941907444,D,E,0
Jewish,Married,D,45.44828672102114,B,E,E,B,B,A,B,37.89072061949121,E,D,1
Buddhist,Single,D,-1.4612119548751186,A,D,C,A,B,C,B,64.74262832756126,B,E,0
Christian,Married,B,-74.4207064840227,B,E,B,A,C,C,C,79.42593794444562,C,C,0
Jewish,Widowed,D,-219.75831068166235,B,A,A,D,B,B,C,-231.4940413902407,D,B,0
None,Married,D,50.91554783909351,E,C,A,B,C,A,A,95.30867501243048,A,A,1
Muslim,Married,D,-65.73824618510696,A,A,C,E,C,D,C,-96.5046353300923,A,E,0
None,Single,C,-32.750355924066376,E,B,C,E,D,C,E,42.35331483742602,A,A,0
Christian,Divorced,A,-56.70389194960944,C,A,E,B,D,A,E,44.073278300325526,E,D,0
Christian,Single,E,2.603844601822785,E,B,A,A,B,E,A,32.673613683600436,E,E,0
None,Widowed,C,152.02280698403564,C,E,E,D,C,E,C,-128.0479753394507,B,A,0
Other,Widowed,B,-44.174825310323854,C,C,C,E,D,D,A,40.078514068988234,B,E,1
Muslim,Married,E,97.8334232486337,E,B,A,E,C,D,D,10.60190743450746,C,C,0
Other,Divorced,D,26.131622831040875,E,C,B,D,A,A,D,93.62950167474841,A,D,1
Christian,Widowed,C,82.7685151665643,C,D,E,A,A,B,E,-152.51583550736274,E,A,0
Muslim,Single,D,-29.339980659568404,D,C,C,A,D,D,D,139.55182523186966,E,B,0
Buddhist,Married,C,-39.94099105748615,D,A,B,B,A,B,C,37.98604271817218,D,E,1
Christian,Divorced,D,-58.44497228879698,C,B,A,B,D,E,C,-30.53677152100787,C,C,0
Hindu,Divorced,D,-2.069170763763026,A,A,C,B,A,D,E,-14.583770586349202,E,D,1
Buddhist,Single,E,-14.393684055538284,D,A,A,A,E,D,B,-27.669502612690465,D,D,1
Muslim,Married,E,122.54503689878995,D,D,A,B,E,E,B,-65.78485300030945,C,C,1
None,Single,D,-141.13420776830006,E,D,E,E,D,D,D,-160.87311634546427,A,C,1
Jewish,Married,C,43.977700574159364,C,B,D,A,C,B,A,-119.200128449577,D,B,1
Christian,Widowed,C,-81.51896957782616,D,A,A,C,B,A,C,-138.45868994286624,D,B,0
Other,Divorced,C,30.39591119244067,D,B,E,C,D,C,C,-66.3985788556309,A,C,1
Buddhist,Widowed,A,41.504786790792295,C,D,B,C,C,C,C,48.784162990336505,D,E,1
Muslim,Married,C,112.89581061562059,D,B,A,E,D,C,B,-214.49934914378863,D,B,0
Jewish,Married,C,39.880134561455236,E,E,A,E,B,B,E,-84.75595414145847,C,C,1
Christian,Widowed,E,-63.480739574489256,D,E,D,B,C,A,A,-74.95584249399015,C,B,1
Christian,Divorced,A,-58.283210044309165,A,B,D,E,B,D,A,69.73061059552202,E,E,0
Jewish,Divorced,C,-92.80588607024251,E,D,A,A,B,C,A,159.97884943359443,C,B,0
Buddhist,Widowed,B,-10.651621095989857,C,D,A,B,C,A,D,184.34723242657827,E,E,0
Muslim,Married,D,-59.72284386188306,C,A,D,D,D,B,A,57.987633427206916,E,E,1
Muslim,Widowed,A,-159.1511494552282,D,C,C,B,C,E,E,237.22008779236057,D,C,0
Muslim,Widowed,A,-188.15895822478367,B,B,A,B,A,C,D,-35.89043490750057,E,D,1
Other,Single,C,-56.43095121094929,D,D,E,D,E,A,D,-52.247696124743136,A,A,0
Christian,Widowed,B,-20.42553577142646,A,C,B,A,A,D,D,16.189151324399806,B,C,0
Buddhist,Single,A,-106.68825413113485,B,D,E,E,E,C,C,-90.59184877916809,C,E,1
Muslim,Single,A,13.85443033993758,D,C,A,D,A,B,C,94.95765794280882,D,C,0
Jewish,Divorced,E,-68.50075798287877,E,D,D,A,B,E,B,129.30266262899545,E,A,0
Jewish,Divorced,E,1.8751777673753622,B,B,D,E,D,B,B,68.08474388881493,A,D,1
Hindu,Divorced,D,48.980412620162724,E,C,E,E,C,C,D,-31.9575290513135,E,E,0
Christian,Divorced,B,-262.90118392809075,E,D,B,E,C,A,E,60.69038400765396,B,E,0
Hindu,Single,B,-176.159496643048,D,B,C,A,D,B,C,62.329582325705616,A,E,1
Muslim,Married,D,123.93228327668122,B,C,B,B,E,C,B,194.95756869069245,A,E,0
Hindu,Single,E,-85.66934771792151,A,C,E,E,A,A,B,176.50362173570372,A,A,1
Christian,Married,E,134.68255040220356,D,B,E,E,E,D,A,19.066795575413867,E,C,1
Jewish,Divorced,D,16.41860141911887,C,A,E,B,B,E,C,134.63572843753334,C,E,0
Christian,Married,C,-17.865903302736164,E,A,D,D,A,E,A,36.81740306462917,C,D,0
None,Married,B,116.89588259622381,C,A,E,D,E,B,A,32.64303387391288,D,D,0
Other,Widowed,A,28.201153853242154,A,C,E,E,C,A,A,-54.915471034320426,B,D,1
Muslim,Divorced,D,86.17668909801498,C,D,E,C,B,C,B,22.40723787845777,A,E,1
Other,Married,E,69.53684929160218,C,B,E,C,E,C,C,-58.62699591464329,E,C,0
Buddhist,Married,B,-174.42877771160198,B,A,C,A,A,B,D,-157.838164444427,C,B,1
Buddhist,Married,D,-102.99823753022675,B,E,C,A,C,A,C,-46.50563974791107,B,E,1
Jewish,Single,C,-6.846196003218479,B,C,B,A,E,E,C,32.575559973706035,D,D,1
Muslim,Single,D,4.170094040421183,E,A,A,A,D,C,C,42.33692868955083,E,E,0
Muslim,Single,B,4.949344781056329,A,A,C,C,D,D,C,-4.821215872401456,A,E,0
None,Single,E,80.94788652982075,D,E,D,D,C,D,B,-125.75508588552677,D,C,1
Christian,Married,D,-135.77887641779918,C,D,D,C,E,A,E,-92.34579293014392,D,C,0
Hindu,Single,B,7.1505852667216745,C,D,C,A,A,A,D,131.2791881170642,B,D,1
Hindu,Single,C,-15.991896448539972,C,E,D,B,B,A,E,-15.632156314574905,B,A,1
Other,Widowed,A,-102.51440158348892,C,D,D,E,B,B,E,122.14623470138757,A,A,0
Other,Divorced,A,-86.887115643124,E,D,E,D,C,C,E,63.74913172610833,D,B,0
Other,Married,C,-24.189505565088545,B,A,A,E,C,A,C,14.006211781160815,E,C,0
None,Single,A,-58.902536259115266,B,E,D,A,C,B,B,73.51258277232053,C,C,0
Christian,Divorced,A,8.419738508017678,C,B,D,A,E,D,D,-220.74428318469703,A,A,0
Hindu,Married,C,1.8913336948107988,D,D,B,A,D,D,A,57.612448461962316,B,A,0
Other,Widowed,D,62.02620778450848,A,E,D,C,D,C,B,10.084443208796156,D,E,0
Christian,Single,E,33.327184000416295,B,C,C,A,C,C,B,23.73401687399336,A,B,1
Jewish,Married,B,157.00039122854886,B,C,A,A,A,B,B,22.09621402385582,B,D,0
Christian,Divorced,B,51.430327565701276,A,C,E,B,A,C,B,-190.2752999592068,C,A,0
Other,Widowed,E,-20.997275657290388,D,A,D,C,C,E,C,-211.98017170872814,E,B,0
Christian,Single,C,-4.851984517050701,B,A,B,A,D,B,A,30.632978977746966,D,E,0
Jewish,Single,C,95.6755549676552,B,D,E,A,A,D,A,-185.45080690652026,C,D,0
Christian,Single,E,-70.85616552515958,C,D,E,C,D,C,A,112.75738241467958,B,C,0
Christian,Widowed,C,-82.90030137810544,B,D,D,B,C,D,C,228.06885029821711,A,A,0
None,Divorced,A,80.2662556379103,B,C,C,E,E,C,A,117.55005704958481,B,C,1
Muslim,Single,B,118.49098170130459,D,C,E,C,E,A,E,9.476382147186944,B,E,0
Christian,Divorced,A,-117.41774672814141,E,E,C,B,C,D,D,-23.72306755547953,C,E,1
Hindu,Widowed,C,38.919303200862146,B,C,C,E,C,B,E,-129.1478845955305,A,C,0
Other,Married,C,24.741111882655854,A,E,C,C,D,C,C,-70.46992423920267,D,B,0
Other,Single,B,91.5784059267977,E,A,A,A,A,C,A,8.175512583947953,B,D,0
Jewish,Widowed,A,-120.54106560539046,B,E,C,B,C,E,B,174.4979540004622,A,C,1
Jewish,Single,C,-81.80244784427751,D,A,C,B,D,E,D,59.66245166922476,E,C,0
Christian,Divorced,A,-22.63552601717189,E,E,B,A,D,A,D,-80.60145702792092,C,D,1
Jewish,Single,D,-87.75267706473898,C,C,E,B,C,A,C,78.9500256461955,C,D,1
None,Widowed,D,54.49487475990684,D,E,D,B,B,A,A,146.04980128920118,E,C,1
Hindu,Widowed,A,-151.0247013992272,E,D,E,A,E,E,E,106.78092421728947,E,D,1
Hindu,Single,E,-173.48255824374638,C,A,C,D,C,B,D,-50.48400417185997,B,B,1
None,Married,A,-41.53996163413243,C,A,D,D,C,A,B,40.408820711090605,C,D,1
Jewish,Divorced,B,-122.54018039639003,A,C,C,B,A,E,E,136.2495738198943,A,A,0
Muslim,Divorced,B,-32.11519724368914,B,C,B,D,B,C,B,141.14827952411508,D,A,1
None,Single,C,22.210620003014643,E,B,E,A,B,A,A,-72.33466570400044,A,E,0
Jewish,Married,D,-52.48209871835547,E,B,E,B,B,A,D,-99.37217205395721,E,D,0
Christian,Single,E,51.71292243213751,E,D,D,E,A,C,D,-8.889287105647,D,D,1
Jewish,Widowed,D,-54.90856504135535,D,E,A,C,B,A,D,-15.6897725435962,A,A,0
Hindu,Widowed,B,77.02502906229482,D,E,A,D,D,C,D,141.32926612812892,B,A,1
Buddhist,Married,B,-1.2593493015062467,A,D,A,D,B,C,D,98.57272959280496,D,B,1
Other,Married,C,4.455033919475954,E,C,C,B,D,D,D,22.274499014707132,E,A,1
Jewish,Widowed,D,-31.155212631630675,D,E,E,C,B,E,D,-16.05573437382503,B,E,0
Buddhist,Single,A,-99.80761859430213,D,C,C,E,A,E,C,111.73710708518696,E,C,1
Hindu,Married,C,118.5850652519268,B,B,E,A,B,D,E,233.79229730572902,A,B,0
None,Married,C,41.26688477920238,A,E,E,C,D,E,C,36.364772748183114,C,E,0
Jewish,Widowed,A,-57.14784773339362,A,E,B,B,C,E,C,-57.5494834797132,D,D,0
Hindu,Single,E,-17.130127146431164,C,A,C,A,A,C,E,52.20244207390281,E,A,0
None,Divorced,D,-7.925087763237236,A,D,D,E,A,E,A,194.7093505833723,E,D,0
None,Single,B,-3.55434414156284,E,C,B,E,E,C,A,269.1217823964277,C,A,0
Jewish,Married,D,-48.485065513421425,B,B,E,C,E,D,C,44.65906322397066,E,D,0
None,Married,D,-46.78949752254404,A,D,D,C,B,B,C,9.248936202876862,D,A,0
Buddhist,Divorced,E,-58.212898846542885,E,B,C,A,A,B,A,-112.26144531969784,D,C,1
None,Divorced,D,39.06791686213074,B,B,E,A,A,C,D,-52.18945406889035,E,B,0
Other,Widowed,C,-33.16943373419464,B,A,E,D,B,B,A,-228.89463905676934,A,D,1
Muslim,Widowed,A,-12.872555452896512,C,D,C,C,A,D,B,27.395909684389185,B,C,1
Hindu,Married,C,-33.73288400353867,B,E,B,D,D,A,A,-6.717449477736376,A,B,1
Christian,Widowed,C,3.987371395996262,E,A,B,C,B,C,D,-88.8753932242082,D,E,1
Christian,Single,B,146.88137083308686,A,A,E,A,E,E,B,-135.36300363733324,C,A,1
Buddhist,Single,E,16.595132267266624,C,D,B,E,E,B,C,168.05935091596578,E,C,1
Christian,Divorced,A,2.814313006787265,E,E,D,A,B,D,D,-108.25055927215888,A,B,1
Jewish,Single,D,-7.244352206544635,C,E,C,D,C,D,B,49.69224695475879,A,B,0
None,Married,B,29.297374604108295,E,A,B,E,E,A,B,198.08523708103976,C,C,1
Muslim,Divorced,E,37.35789028797294,A,D,E,B,B,B,E,-43.314183741852126,B,E,0
Hindu,Widowed,D,102.04321326048465,E,E,D,D,C,A,D,-26.675783031121863,C,E,0
Other,Divorced,A,-1.977832472893656,E,D,C,B,C,E,A,-9.79977434612528,E,A,1
Christian,Widowed,C,73.4058307951053,A,D,E,E,C,E,B,-24.99607472337461,A,B,1
Other,Widowed,D,49.94005318719914,D,A,A,A,A,C,B,118.8897073559817,E,E,0
Christian,Married,B,207.31251281251676,D,D,C,E,E,E,E,-102.12543388659141,D,B,0
None,Single,D,18.15611016381845,E,A,D,D,E,D,E,-251.47740493642695,A,D,1
Jewish,Divorced,C,38.52213891005678,E,D,D,A,D,A,E,158.44155663084658,D,D,0
Buddhist,Divorced,D,23.420470916337553,A,D,C,A,B,E,B,-144.88428019423364,C,D,0
Christian,Married,D,102.656375425364,C,D,B,C,B,D,E,218.23272364225613,B,D,0
Jewish,Widowed,A,-119.13248966636483,C,B,D,D,B,C,B,72.76395095973133,A,A,0
Other,Married,B,40.8223214759434,B,B,D,D,E,B,C,-34.23322484670739,E,C,0
Jewish,Widowed,A,214.67685842910257,A,B,D,C,B,A,A,-104.85091733693295,D,D,1
Hindu,Single,E,-37.18680337023421,A,B,A,C,E,A,C,24.352138515133312,E,B,1
Muslim,Married,D,5.812556477977689,D,C,A,A,A,D,D,-5.343932857265225,D,A,1
None,Single,B,211.6096342746851,D,A,E,D,C,E,D,-92.1195266429363,C,E,1
Muslim,Married,A,-31.500844749355572,E,A,E,A,C,D,B,-159.8845069116323,C,A,0
Other,Single,C,68.81892313165518,E,B,E,D,A,A,C,-14.399078656508713,E,B,0
Jewish,Married,E,106.6051601453593,D,D,E,B,A,A,A,-115.53171574486673,A,B,0
Other,Divorced,C,-30.79093406777475,D,C,A,E,D,B,E,138.0244082314672,E,C,1
None,Single,A,-84.92897790049182,A,E,B,E,B,B,A,5.790110536213764,D,D,1
Buddhist,Married,A,188.8300806766738,D,D,A,D,A,D,E,46.62736188981241,D,A,1
Buddhist,Married,C,135.33905563306,E,D,A,D,C,C,D,-179.4832094377568,A,B,1
Jewish,Married,C,-4.888415541119403,D,A,E,C,A,B,B,-82.19491126216396,C,C,1
None,Divorced,B,-24.615192020474414,D,A,D,A,A,B,E,-118.66769232592458,E,A,0
None,Single,A,74.22112629969978,A,C,E,D,A,A,D,-109.56887085047433,A,B,0
Buddhist,Married,E,-24.14447465353772,E,B,D,A,E,E,A,-277.3831692237734,B,C,1
None,Married,C,69.02690238105221,E,C,D,E,D,E,A,-115.63835661999653,D,D,1
Christian,Married,C,49.154989752584235,B,B,C,D,B,E,C,110.1605507888095,E,B,1
Muslim,Single,D,-21.427745589737466,A,D,D,A,E,E,D,87.20524622567119,A,D,1
Jewish,Married,B,58.69018553078901,E,E,C,A,C,A,B,-102.00337975935851,D,B,1
Hindu,Widowed,E,28.021317409678108,E,B,B,D,D,D,C,-56.99178403612337,B,D,1
Buddhist,Married,A,-144.754101288263,A,E,A,D,D,A,E,-154.4917386865412,A,A,1
Buddhist,Divorced,B,-9.045356930131405,C,D,D,E,B,C,D,-54.52714110231447,C,C,1
Hindu,Widowed,A,-52.53897341812828,C,D,C,C,C,B,B,155.08373991838832,B,E,0
Hindu,Divorced,A,-139.6065437489022,B,A,B,B,A,E,E,25.598084813845052,B,B,0
Hindu,Divorced,D,50.74834788246078,C,B,C,A,B,E,C,-176.88339950089053,C,A,1
Hindu,Widowed,B,81.51895723434627,A,E,A,D,B,A,E,-97.43731188734847,C,A,1
Muslim,Married,E,-50.06886943435865,D,B,E,A,A,E,E,145.6351113364128,E,E,0
Hindu,Divorced,B,25.51225781363967,D,B,A,D,B,A,E,26.49096011076853,E,E,1
Muslim,Widowed,A,97.54870107768562,D,D,E,B,B,A,B,-33.66927229643574,E,A,1
Hindu,Single,B,7.526034166125896,E,D,E,D,B,D,C,-108.20696460620948,A,A,0
Hindu,Divorced,B,-8.526979120786024,A,C,A,D,A,B,C,-94.20183376025403,B,D,0
Muslim,Married,D,-59.09967700283251,B,C,B,D,D,A,E,-202.79360623411154,B,A,0
Christian,Married,C,-55.97526885959891,A,C,C,D,A,D,D,53.8811511878958,E,C,0
Jewish,Single,B,215.7132939602613,A,A,A,B,D,E,E,-28.224706118070475,E,E,1
Muslim,Married,B,-40.89929262305953,D,B,B,B,B,B,C,36.34446918069546,C,A,0
Other,Married,D,-112.94999866158139,B,A,C,D,E,D,A,89.19911749276702,B,E,0
Jewish,Married,A,1.8111940584765835,D,B,E,C,C,B,E,-40.9517954678479,B,A,0
Muslim,Widowed,E,-160.21823189481245,E,D,D,E,B,B,C,-8.842087892588115,D,E,0
None,Divorced,D,87.03993831888943,D,B,B,A,D,E,B,-59.76205315977805,D,A,1
Hindu,Married,A,35.65003547494276,A,C,B,B,D,C,C,66.6846999978114,C,B,1
Hindu,Divorced,D,8.941145849785158,B,B,C,A,D,D,B,-80.31205313594675,C,E,0
Jewish,Widowed,A,113.25075889650881,C,A,D,A,A,C,A,95.13385393945136,B,E,0
None,Widowed,E,-36.21793832416175,B,C,E,E,A,A,E,-56.38930267518742,D,C,1
Buddhist,Single,A,6.023667029529249,D,E,E,B,E,E,C,-4.9797667176977685,C,E,0
Jewish,Married,A,-134.5224901938512,B,E,E,D,B,D,B,-99.86340697544972,E,D,0
Other,Single,E,-135.78324808383792,A,C,A,C,D,D,A,-106.09546545118621,C,A,1
Hindu,Widowed,B,41.86884140472103,E,C,D,B,E,B,E,21.836527357399483,E,E,0
Other,Married,A,76.58372511158711,E,D,D,E,B,E,E,40.47342983585051,D,D,1
Other,Divorced,E,84.9243986735828,D,E,B,A,E,D,A,60.59247034051275,C,D,1
Hindu,Married,C,38.901687043832986,A,B,D,E,D,B,B,86.6723220018693,A,C,0
Buddhist,Single,C,15.737928145847322,E,A,C,D,B,B,B,-96.06599094179018,A,C,1
Christian,Divorced,D,-38.19339348125395,D,D,A,C,D,B,E,-25.031825446619738,C,E,1
None,Widowed,B,85.30937477611985,E,E,D,A,A,E,E,183.0361524414099,B,D,0
Buddhist,Widowed,A,82.9815590572274,D,A,E,A,B,D,B,127.23515866941588,C,E,1
Jewish,Single,A,-41.874642273888725,D,E,A,D,B,A,B,70.99147798380942,B,E,0
Buddhist,Widowed,C,189.8854678298904,E,E,D,A,A,A,A,224.025281580541,B,E,0
Buddhist,Married,A,185.85923205904547,E,C,D,E,C,C,D,42.25085091413042,A,B,0
Christian,Divorced,E,-44.95607164241253,C,B,A,D,D,D,A,-75.7083965417907,A,A,1
Muslim,Married,C,84.13661007304677,D,D,D,E,A,C,D,117.33918894077313,E,A,1
Buddhist,Married,D,-124.2231132900002,C,A,A,E,E,A,C,-137.39696779355594,E,E,0
Muslim,Widowed,E,-100.78430481470966,A,B,D,B,A,E,B,49.08342488857631,E,C,0
Buddhist,Widowed,B,-138.5349128716644,A,B,D,B,D,D,E,5.836404937440873,D,A,1
Buddhist,Widowed,B,-166.19736668993056,A,E,E,C,B,A,D,55.967378265521475,C,A,1
Other,Widowed,D,-41.43502935523084,C,C,A,C,C,E,D,-53.019687049033834,C,C,0
