Gender,religious_affiliation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,target
M,Other,Single,D,B,-9.034751820504354,E,D,1
Female,Buddhist,Divorced,A,E,8.336518337173278,E,B,0
Female,Jewish,Married,C,E,-79.34255594793686,C,C,0
Female,Muslim,Divorced,E,A,156.80014847986172,D,B,1
Other,None,Single,A,C,-16.971597362449888,E,C,0
Male,Buddhist,Married,B,B,73.15449375052778,B,B,0
Female,Jewish,Married,A,D,64.00131762298096,C,E,0
Female,None,Married,D,A,-164.34748749036825,A,B,1
Non-binary,Other,Widowed,B,D,-104.91168635660102,D,C,0
M,Jewish,Divorced,E,B,3.791590669705866,B,D,1
Male,Muslim,Widowed,C,B,-114.58523310723588,D,D,1
Male,Muslim,Single,D,B,28.162245471258167,E,A,1
Male,Buddhist,Widowed,D,A,-143.35754492820783,E,B,0
Non-binary,Hindu,Single,A,D,30.387325021134444,B,B,1
Other,Muslim,Divorced,E,D,15.82196347740396,E,A,1
Other,Muslim,Divorced,E,D,-22.07826790007089,E,C,1
Female,Hindu,Widowed,E,A,-107.95900853412965,A,B,0
Female,None,Divorced,D,C,51.68590094382191,D,A,1
M,Muslim,Widowed,D,B,-17.964113987390245,C,B,0
Non-binary,Buddhist,Single,C,B,-28.58724683212934,B,D,0
M,Hindu,Married,B,E,3.8660630929753954,D,E,0
Non-binary,None,Married,A,E,119.3171665045253,C,B,1
Other,Christian,Single,D,B,115.77256023875202,A,B,0
Male,None,Divorced,D,C,47.36629917540556,B,C,1
Male,Christian,Divorced,B,B,135.76826224945643,A,A,0
Non-binary,Hindu,Married,B,D,167.3015228394668,C,D,0
Male,Hindu,Widowed,C,C,12.81222665354988,D,D,0
Other,Hindu,Widowed,B,C,-66.783590852542,B,A,1
M,Buddhist,Single,D,B,127.79271801413252,D,B,1
Male,Muslim,Divorced,D,E,-49.94734718295607,D,C,1
Male,Buddhist,Single,A,D,-26.51149573276827,E,E,1
Non-binary,Muslim,Single,E,A,163.10186763697706,E,B,0
M,None,Divorced,D,E,41.19517152115596,B,E,0
Other,Muslim,Married,E,D,51.49573210628093,E,A,0
Female,Muslim,Widowed,C,E,22.477369573145634,A,E,1
Other,Christian,Married,C,A,109.85770247101574,B,D,0
F,None,Divorced,D,B,180.83556716654888,D,E,1
M,Other,Married,A,B,102.22229931815905,E,C,0
F,Christian,Single,C,E,55.213709404265096,A,B,0
Non-binary,Other,Married,A,A,-337.90423134662785,B,B,0
Female,Other,Single,A,E,-185.78871737412405,B,B,0
F,None,Single,A,B,23.47471687915224,B,D,1
M,None,Divorced,B,E,-90.11139048826023,B,D,1
Non-binary,Hindu,Widowed,E,E,197.60733513949276,C,C,1
Other,Muslim,Married,B,B,87.63203086560709,D,D,1
F,Buddhist,Single,A,A,-24.993326144335164,B,B,1
Non-binary,Muslim,Single,B,A,15.528217238891873,D,E,1
Non-binary,None,Widowed,C,B,148.50071136174145,B,B,0
Non-binary,Christian,Divorced,D,E,149.04338261770323,D,B,0
Other,Other,Divorced,D,D,108.59071824982134,D,D,0
Non-binary,Christian,Widowed,D,B,-27.760643857140867,C,D,0
Non-binary,Muslim,Single,A,A,94.26871846853007,D,C,0
Female,Other,Single,A,E,138.47732339339578,D,C,0
Non-binary,Hindu,Married,C,B,17.413934143175112,E,B,1
Other,Jewish,Divorced,D,D,47.37348411116485,A,E,1
Female,Buddhist,Married,A,D,-167.1806823414601,D,A,0
Non-binary,Christian,Married,E,A,151.51353188195483,A,B,1
Female,Buddhist,Single,C,B,-197.96532606655944,E,B,1
Non-binary,Hindu,Widowed,B,B,95.95910118145264,B,B,0
Female,Christian,Divorced,B,A,-10.404007782153117,A,E,0
Female,Hindu,Divorced,D,A,85.44405336886666,B,E,1
Other,Jewish,Widowed,B,B,41.555513437588324,B,A,0
Male,Christian,Married,D,D,-47.40832179145116,B,B,0
Female,Christian,Widowed,E,C,100.89814118340156,E,B,1
M,Hindu,Widowed,D,D,-75.87644664774604,E,A,1
Non-binary,None,Divorced,A,D,35.11193329295927,A,E,1
M,None,Widowed,A,C,63.977982976310635,E,E,1
Other,Buddhist,Widowed,D,A,15.323306516277757,A,D,0
Male,Other,Single,A,D,30.34990577512958,D,E,0
Non-binary,Hindu,Widowed,A,D,77.15701026459452,D,D,0
Non-binary,Jewish,Widowed,D,C,78.2069014516335,C,D,1
Other,Jewish,Widowed,C,D,110.1841073616779,A,E,0
Male,Jewish,Widowed,E,B,-18.45605304230021,C,E,1
Other,Jewish,Divorced,A,B,-108.68816745763993,A,E,1
Non-binary,Other,Married,A,E,-128.65974258737617,E,C,0
M,Muslim,Single,C,A,150.43878621472726,B,D,0
M,Buddhist,Married,A,B,16.608158674855726,D,B,0
Other,None,Single,D,E,71.50681018848177,A,C,1
Other,Hindu,Single,D,A,-47.10296657805408,E,C,1
Other,Buddhist,Single,B,A,-58.4575372476013,A,B,0
Female,Jewish,Divorced,B,A,154.9708946377342,A,A,1
Male,None,Divorced,B,D,50.11014343889888,D,B,1
Male,Christian,Divorced,C,D,-4.061908081654161,C,D,1
Other,None,Divorced,B,C,-95.3970386348831,E,E,0
F,Christian,Divorced,C,E,-168.715922833002,E,E,0
Female,Muslim,Married,B,D,6.42646237339963,D,D,1
M,Other,Married,B,C,238.36614310034068,B,A,0
M,Jewish,Divorced,C,D,-99.9502561917144,E,A,0
M,Buddhist,Married,E,A,100.76250017910053,B,D,1
Female,Christian,Married,C,C,146.5801781876196,D,C,1
F,Jewish,Divorced,A,D,13.925853969234197,A,B,1
Other,None,Widowed,D,C,-113.78676772135472,A,D,1
F,Buddhist,Divorced,E,C,-18.50551515883266,E,D,0
F,Buddhist,Married,E,C,56.875734987354235,D,A,1
M,Muslim,Divorced,A,A,127.17568310041034,E,A,0
Male,Jewish,Widowed,C,B,135.3214562146347,A,E,1
F,Christian,Widowed,A,E,-98.23628193177333,A,D,0
Other,Buddhist,Divorced,A,C,-58.68360047255808,A,D,0
Male,Buddhist,Married,B,D,-50.52068673766675,E,B,0
M,Jewish,Widowed,D,B,-75.86965424460502,D,A,1
Non-binary,Buddhist,Widowed,B,C,18.24790675271968,A,B,1
Non-binary,Muslim,Divorced,D,D,-76.06274233610472,B,B,1
Non-binary,None,Single,A,D,62.605471933821086,A,B,0
M,Other,Widowed,B,C,-159.08798902056364,E,C,0
Female,Buddhist,Single,D,E,-67.0711869220976,C,E,0
Other,None,Single,D,B,223.71414404803684,C,D,0
M,Other,Single,B,B,48.94462988671272,E,B,1
Male,Other,Divorced,D,B,-66.258167239636,A,B,0
Non-binary,Other,Married,E,D,164.60494794605884,B,A,0
Non-binary,Muslim,Married,C,E,17.46255197945916,E,C,0
M,Muslim,Married,A,D,106.8639013419475,D,A,0
Male,Hindu,Married,D,B,-213.46716157733502,D,D,0
Female,Other,Married,B,A,201.61655863511908,D,B,1
Male,Other,Married,E,B,-95.97336299703552,B,E,0
F,Jewish,Married,C,C,-65.70587153370138,A,C,0
Other,Muslim,Married,E,D,98.44900834953864,D,A,1
Male,Hindu,Divorced,E,C,-120.13831264671944,A,A,0
Other,None,Married,C,E,-3.572354692629088,B,B,0
Male,Buddhist,Divorced,A,A,96.49301074234283,B,A,0
F,Hindu,Single,C,E,72.03254896031298,A,D,1
M,Muslim,Single,D,C,-15.486089815623993,A,A,0
Other,Buddhist,Divorced,B,B,-34.867212368569255,B,C,0
F,None,Divorced,A,C,-125.5322754931636,D,C,0
F,Jewish,Divorced,E,E,46.75247101447505,D,E,1
F,Buddhist,Widowed,D,A,-140.7803070324729,E,B,1
Male,Hindu,Married,E,D,55.72941912453086,D,D,0
M,Jewish,Widowed,A,B,79.36713430507095,D,D,0
F,None,Single,A,A,-28.87871651309311,E,A,1
M,Muslim,Single,C,C,165.84983489526664,C,D,0
F,Hindu,Widowed,D,D,181.58833966736017,E,C,1
M,Muslim,Widowed,A,B,196.50838392693922,D,E,0
F,Muslim,Single,D,E,-31.965879100689136,A,A,0
Non-binary,Buddhist,Single,C,B,-95.50098693670397,C,E,0
Non-binary,Muslim,Married,E,C,57.66490002368091,D,B,0
Non-binary,Jewish,Divorced,E,B,-87.01256329023391,A,E,0
F,Jewish,Married,B,A,-33.28163965755514,D,D,1
Male,Other,Divorced,A,E,-78.50093438205407,C,E,1
Female,Hindu,Widowed,B,B,-34.39132061559104,D,A,1
Male,Hindu,Widowed,E,E,-52.36536259663577,D,C,1
Other,None,Married,D,A,7.067171992625017,B,A,0
M,Hindu,Married,B,E,76.81538014092104,D,D,1
M,Hindu,Single,E,B,29.00703437330336,C,C,0
Other,Jewish,Married,D,C,-172.50829191717003,E,E,1
F,Buddhist,Married,E,D,-83.33391571689398,B,B,1
Male,Other,Widowed,E,A,-38.83014804072235,B,C,0
F,Jewish,Single,E,B,-126.50810685234649,E,D,0
Other,Other,Single,C,A,16.738941050961845,E,D,0
M,Muslim,Single,B,D,-122.11461391875376,C,E,1
Male,Christian,Widowed,D,A,97.95508285998908,A,E,1
F,Jewish,Divorced,B,D,-82.52479436070738,E,E,1
Other,Christian,Widowed,C,D,-47.714017021532676,C,D,0
Male,None,Divorced,A,C,51.58195764024989,C,D,1
Non-binary,Hindu,Divorced,E,D,84.74734882984912,D,B,1
Male,Hindu,Divorced,A,E,96.06475366870016,E,C,0
Male,Jewish,Divorced,E,A,212.29517038192714,E,E,1
Female,None,Single,C,C,-72.59026280303287,E,D,0
Non-binary,Other,Widowed,D,D,231.16621832051217,D,B,0
F,Hindu,Widowed,E,D,26.889085304184313,A,D,0
Other,Jewish,Widowed,A,A,-223.31703087737992,C,E,1
Female,None,Widowed,A,B,-131.0412033188947,E,E,1
Female,Christian,Single,D,A,-79.05342769637886,E,C,0
M,Other,Single,C,B,-65.21575876979925,E,E,1
Male,Other,Widowed,A,C,129.25878521513803,B,E,1
Male,Muslim,Divorced,E,D,-99.8483597237325,E,C,1
M,Other,Married,A,A,-95.33880204040862,C,E,1
M,Buddhist,Divorced,E,D,-67.92038142847349,C,B,1
F,Buddhist,Divorced,A,E,-71.99486796266127,D,D,1
F,Christian,Divorced,D,C,-87.28317804705837,B,E,1
F,Jewish,Divorced,E,B,-5.70797512400929,E,B,1
Male,Muslim,Single,E,E,-99.78410821114272,A,A,1
M,Other,Single,B,D,-46.08716789625642,B,D,1
Female,Jewish,Divorced,A,B,-23.098183114413054,B,D,1
F,Christian,Married,D,E,-40.4178097509755,B,E,1
Male,Jewish,Married,C,D,133.24770374332894,E,E,0
F,Hindu,Married,A,C,80.07511122321094,E,A,0
F,Muslim,Widowed,A,B,91.58076102763063,C,B,0
Non-binary,Hindu,Widowed,D,A,29.514563460674527,D,E,0
Male,Other,Single,B,A,-80.94571605688145,C,A,1
Non-binary,None,Married,D,B,-113.91052202241715,D,D,1
M,Hindu,Widowed,E,A,134.67709938060028,C,A,1
Other,None,Widowed,E,B,73.13448540117105,E,C,1
Female,Muslim,Married,E,C,-3.3050752569142654,D,E,1
Male,None,Widowed,C,A,-56.554826779220846,C,A,0
Other,Muslim,Widowed,C,D,-38.944861393674984,C,B,0
Male,Hindu,Single,E,B,-215.7054641078772,D,D,0
F,Jewish,Divorced,A,A,-65.5063569658746,B,B,1
Female,Jewish,Widowed,E,B,-76.03112704968395,B,B,0
F,Jewish,Widowed,E,B,-22.117230178080018,C,E,1
Non-binary,Jewish,Married,B,C,116.06509326140097,C,B,1
Female,Other,Widowed,B,C,87.54518950379891,D,B,1
Non-binary,Other,Divorced,B,C,-9.942234928288512,C,C,0
Male,Jewish,Widowed,B,B,-58.5035028131354,B,A,1
Non-binary,Jewish,Widowed,D,D,60.3408097091335,E,C,0
M,Muslim,Single,E,A,128.9990635635507,B,D,0
Non-binary,None,Married,A,D,51.73590238762317,D,D,0
F,Buddhist,Widowed,C,E,138.19942819890298,C,B,0
Male,Muslim,Widowed,B,D,-141.15679024852992,D,E,1
M,Christian,Widowed,E,A,19.302294066155774,C,B,0
M,Jewish,Widowed,B,A,-47.312144250890206,D,E,1
Female,Jewish,Married,D,B,-152.07927889859027,B,B,1
Male,Hindu,Single,E,D,-17.444065589952118,A,B,1
M,Other,Widowed,B,A,-9.513827057911413,C,C,0
Female,Christian,Married,C,C,-131.3209575802332,B,E,0
F,Buddhist,Married,B,A,17.727774802781425,D,D,1
Male,None,Married,A,D,91.38924683597655,A,D,0
Male,Buddhist,Single,C,D,-85.4057033625361,A,D,1
F,Muslim,Single,D,C,-141.5962771799922,B,D,0
Other,None,Divorced,D,D,-147.66163857559025,D,A,1
F,Christian,Widowed,C,C,-36.504255784438335,E,D,0
Female,Muslim,Divorced,E,D,-108.78550490977649,B,C,0
Other,Christian,Widowed,A,C,15.45310512969833,C,C,0
F,None,Married,A,D,147.83739194001214,C,D,1
Male,Jewish,Divorced,A,A,-36.034319560983704,B,D,1
M,Muslim,Widowed,B,A,-60.903793921299744,A,C,1
Other,None,Divorced,D,E,97.16558305262392,D,C,1
F,Muslim,Widowed,C,E,56.41937414914625,D,D,0
Female,Buddhist,Single,C,A,-26.87945823462131,D,E,1
Male,Hindu,Divorced,A,D,57.39416632066971,B,D,0
Non-binary,Muslim,Divorced,B,D,-100.5888243711588,E,D,1
Male,Muslim,Single,A,C,47.46703680800795,B,B,1
Male,Muslim,Single,E,C,-40.830170088774906,D,D,0
Female,Hindu,Married,E,B,-1.2887676333840048,A,A,1
M,Jewish,Divorced,E,B,8.88255865044911,D,B,0
Non-binary,Hindu,Widowed,C,D,-116.67762897478741,E,E,1
M,Buddhist,Widowed,C,B,100.59817787382408,A,B,1
F,Other,Widowed,D,E,13.97511660169775,A,C,1
F,Buddhist,Single,A,A,46.143246063094026,B,C,1
Other,Muslim,Married,C,A,-95.85133352387727,B,D,1
Male,Jewish,Divorced,D,E,251.8603534628155,A,E,0
Other,Buddhist,Married,C,E,-13.199965144083562,C,D,1
M,None,Single,A,D,12.100463326271266,B,A,1
M,Jewish,Married,A,C,-151.54625982078863,B,C,1
Non-binary,Christian,Married,D,D,11.885031466766902,B,A,0
Male,Jewish,Divorced,C,C,-9.464444792431777,E,D,0
Other,Buddhist,Single,E,E,23.614645608528935,D,A,1
M,Buddhist,Married,C,E,106.64574660957697,A,B,1
Male,Jewish,Widowed,B,B,171.95522532030873,C,B,0
Non-binary,None,Married,E,E,68.15490476992345,A,B,1
Other,Muslim,Divorced,E,A,-67.85377895820307,E,C,1
F,Other,Single,A,B,191.55518634302138,B,E,0
Other,Muslim,Married,B,E,-134.67317171963734,B,A,1
F,Christian,Divorced,A,D,256.51281191926006,B,C,0
F,Christian,Divorced,C,D,-35.41439822508088,D,A,0
Non-binary,Christian,Single,E,A,68.48082565429463,D,C,1
Other,Muslim,Widowed,B,A,-121.35003581601877,B,E,0
M,Other,Divorced,E,E,-178.0076852906575,D,B,1
Female,Muslim,Single,D,D,-71.39615181510946,A,C,1
Other,Jewish,Widowed,E,D,51.558880050082614,E,D,0
Non-binary,Christian,Divorced,B,D,-137.70000965586607,A,B,1
F,Jewish,Single,D,E,-158.28550351302053,A,C,1
Other,None,Married,A,B,55.11779182598865,E,D,1
Other,Jewish,Single,D,B,84.9781271352389,C,E,1
F,None,Single,C,B,-255.85611668265565,D,C,0
Male,Muslim,Married,E,C,-25.547613173287008,C,C,0
Female,Muslim,Single,D,B,55.417849078834394,D,E,1
Male,Christian,Widowed,A,D,-25.0471122313092,B,E,0
Other,Muslim,Divorced,E,E,114.54642611112236,E,E,0
Male,None,Single,C,B,35.94159450863966,C,D,0
Other,Christian,Widowed,A,E,17.512262255696612,D,C,0
Non-binary,Buddhist,Divorced,C,B,-164.89819698960247,B,D,1
Male,Other,Single,A,E,13.591750887647677,C,C,0
Female,Buddhist,Divorced,E,C,0.6641579901308454,D,B,0
Other,Christian,Married,A,D,-67.76063427274336,C,D,1
Other,Hindu,Widowed,E,C,-18.44224661642796,B,E,0
Other,Muslim,Divorced,E,A,256.56351915340025,D,B,0
Female,Muslim,Divorced,B,D,61.38092970955239,E,A,0
Non-binary,None,Married,A,D,44.1224296342774,D,A,1
Female,Buddhist,Single,B,E,137.00690677520257,C,B,0
Non-binary,Muslim,Single,B,A,-28.60147788661459,D,A,0
F,Hindu,Widowed,C,A,85.43043121522635,B,B,1
Non-binary,None,Married,B,D,-1.5994309801347262,C,C,0
F,Buddhist,Widowed,E,E,-1.486201826608714,E,E,0
M,Hindu,Married,A,B,43.684763562171824,B,E,0
Non-binary,Other,Married,E,A,28.340035942721343,D,C,1
Male,None,Single,E,C,29.026067130405416,D,A,0
Other,Christian,Single,B,C,-69.74438635595104,B,B,0
Other,Hindu,Widowed,A,D,157.1291011889154,A,B,1
F,Jewish,Married,C,C,184.65669525138443,C,A,1
M,None,Married,C,E,-141.90047709201542,D,B,1
Female,None,Widowed,C,E,66.26049624933088,B,D,0
Female,Christian,Married,C,D,145.11968234191968,E,D,0
M,Buddhist,Divorced,A,E,-131.9607449340421,B,D,0
Male,Other,Widowed,C,E,64.02449591941877,B,A,0
M,None,Single,C,D,76.54761036886096,D,A,0
Male,None,Divorced,D,D,-94.02414085394449,C,E,1
Female,Jewish,Single,B,D,-121.16102023274695,E,D,0
Female,None,Divorced,A,B,36.42924455102891,E,B,1
Female,Hindu,Divorced,C,D,71.04560816434618,E,A,1
M,Jewish,Widowed,C,B,-92.68871814936472,C,A,1
Female,Christian,Single,E,C,30.462839683700892,B,D,0
Other,Jewish,Married,C,A,-126.57017652015253,D,D,0
Non-binary,Jewish,Divorced,B,E,37.80048790328583,C,E,1
Female,Buddhist,Widowed,A,D,142.87632691839693,B,D,0
Male,Buddhist,Single,A,B,96.07891748553789,B,B,0
Female,Muslim,Married,E,C,35.15159367125866,E,A,0
Non-binary,None,Widowed,D,A,-170.59395432286996,C,C,0
M,Hindu,Divorced,E,E,81.34684823179835,E,E,1
M,Muslim,Single,D,E,-3.3197031246978432,B,E,1
M,Buddhist,Divorced,A,D,-0.5784604838144761,B,C,0
Male,Other,Divorced,A,E,26.490248288086484,C,E,0
Male,Christian,Divorced,D,C,87.24849015488016,C,B,0
Female,Other,Single,C,D,102.22134533262928,D,D,0
F,Christian,Single,D,A,126.38507076458166,C,B,0
M,None,Married,C,D,252.14574298778504,C,E,0
F,None,Single,C,D,-25.648170694769963,A,D,0
Male,Christian,Married,E,D,-54.71719328931736,D,A,1
F,Buddhist,Divorced,E,D,-48.03906222369952,B,D,1
F,Buddhist,Married,C,E,120.88519386641093,C,C,1
F,Hindu,Divorced,D,D,-58.32663711545988,B,C,1
M,Other,Married,C,A,108.18757751090351,C,C,1
M,Muslim,Widowed,A,A,129.6050418607075,C,D,0
F,Buddhist,Divorced,D,C,32.143375064904625,B,A,1
M,None,Divorced,E,D,-22.244324858272254,E,D,1
Female,Jewish,Widowed,D,D,57.549496444638926,D,C,1
M,Hindu,Single,E,B,-93.46293445860944,B,B,0
F,Muslim,Widowed,D,C,85.88458894657553,B,C,1
Non-binary,Christian,Widowed,D,C,-131.8942360966798,D,B,1
F,None,Single,E,D,139.35384083045867,D,C,1
Male,Christian,Married,B,D,-35.60335915584621,C,D,0
Non-binary,Jewish,Married,D,E,-197.92353270089188,E,C,0
Male,Other,Single,C,A,-103.2172251198507,E,A,0
Other,Hindu,Widowed,C,E,-40.086093506014045,A,C,0
Female,Buddhist,Single,A,E,-105.73143075422284,B,C,0
Other,Other,Single,E,C,-92.1754764571145,D,A,1
Female,Hindu,Married,D,B,-43.89864220285515,D,E,0
Male,Christian,Single,A,A,-52.67483401632236,C,E,1
M,None,Single,E,A,24.420826011974903,E,B,1
Male,Muslim,Single,E,A,-10.980581808815227,A,E,1
Male,Jewish,Single,C,D,-116.28908265558877,D,A,0
M,Hindu,Widowed,A,E,122.68368827103477,D,C,0
M,Jewish,Single,B,E,-26.75365291620686,C,C,0
Male,Muslim,Single,C,B,-74.35609097315267,A,D,1
Female,Hindu,Married,E,A,22.318950186555558,C,A,1
F,Jewish,Divorced,B,C,-13.73637793601846,A,C,0
Non-binary,Buddhist,Married,C,D,49.976969206103675,B,C,1
Non-binary,Hindu,Widowed,E,E,-68.09758563887563,B,E,0
F,None,Married,B,A,112.99615818416396,C,D,1
Male,Christian,Married,C,D,109.29468333140382,E,A,0
M,Muslim,Single,E,E,12.745854986406663,E,C,0
Other,Jewish,Married,C,A,-162.3553760586086,C,D,0
Female,Jewish,Single,D,E,71.90028254445886,D,D,0
Female,None,Married,A,E,-17.812731821940748,D,D,1
F,None,Single,D,E,5.6990341385107595,B,D,1
M,None,Single,E,A,-52.22120150656273,C,A,1
Non-binary,Buddhist,Widowed,B,A,-120.43406319013035,D,D,0
F,Hindu,Married,D,B,-67.24886593041187,B,D,0
Female,Jewish,Single,E,A,-73.4421671829923,C,B,0
F,Jewish,Widowed,E,A,-28.97826510226489,A,B,1
F,Jewish,Widowed,D,E,157.0988478456127,E,B,1
F,Hindu,Divorced,A,A,-48.8664475366238,E,C,1
F,Jewish,Divorced,E,C,-71.67405464748926,B,E,0
Other,Buddhist,Divorced,E,A,-43.1984656955837,C,C,0
F,Hindu,Widowed,A,D,61.91140281042562,C,D,0
F,Hindu,Widowed,E,C,50.64839068132423,E,E,1
Female,Christian,Married,A,D,-150.59699391502065,B,A,0
Other,Muslim,Single,B,A,124.35527116631238,A,E,0
Male,None,Divorced,E,D,-22.530753048257594,B,D,0
M,Other,Divorced,A,E,44.78416881852642,A,E,0
Female,Muslim,Divorced,B,B,-5.341754033322299,E,C,1
Male,Muslim,Divorced,D,E,69.53121298575986,C,B,1
Other,None,Widowed,D,B,32.29053047218562,A,A,1
Non-binary,Other,Married,A,E,76.87997183804937,B,C,0
Other,Christian,Married,A,D,49.297331971248376,C,C,1
Non-binary,Hindu,Divorced,A,C,38.138030242935216,E,D,1
Non-binary,Hindu,Married,B,D,20.747605379749455,C,A,0
F,Jewish,Married,B,C,-173.3288174004984,B,D,1
Non-binary,None,Single,C,D,3.9482315045993865,C,D,1
Male,Christian,Married,C,B,142.59368507952757,A,C,0
M,Hindu,Widowed,D,A,-37.678738584884094,D,E,0
Non-binary,Other,Married,B,A,75.40575787013083,A,A,1
F,Christian,Divorced,C,D,-110.2364181067432,E,D,0
M,Jewish,Divorced,D,A,137.08356130063882,B,E,0
Male,Christian,Single,C,E,-190.69409615362426,D,D,1
Non-binary,Other,Divorced,C,C,-29.93940865092897,A,E,1
Female,Muslim,Single,E,A,122.14671398794022,B,C,1
Other,Other,Married,C,D,146.6050709988473,B,B,1
F,Muslim,Divorced,E,C,-104.98691525830365,E,B,0
Non-binary,Christian,Widowed,C,C,48.124455355548704,A,D,0
Other,Other,Married,E,E,-118.78937040182001,A,D,0
Male,Jewish,Divorced,B,D,158.32591776107324,A,D,0
Male,Buddhist,Married,B,B,-26.371298680505678,B,B,1
F,Other,Divorced,C,C,146.14157186509806,B,A,1
M,None,Divorced,E,E,-36.947846854875735,E,A,0
F,Christian,Married,B,E,-37.76065342673618,B,A,0
Other,Hindu,Single,A,E,10.325877895793408,C,A,0
Female,None,Married,D,C,-27.063175093196534,C,E,1
Female,Muslim,Widowed,C,E,-41.485328327337434,E,E,1
Male,None,Divorced,E,C,100.60811286661821,E,E,0
M,Christian,Single,B,E,-29.23428951635384,A,C,1
Non-binary,Other,Widowed,E,E,116.23779064457582,E,A,1
F,Jewish,Married,E,D,-63.11240925085904,B,C,0
Non-binary,Buddhist,Divorced,C,C,-88.23436306003019,E,D,1
Other,Hindu,Widowed,A,A,123.02919523784848,E,A,1
F,Christian,Single,B,D,137.6665649082233,E,C,0
Other,None,Married,E,C,-77.69914081284871,E,E,1
Female,Muslim,Single,C,D,-73.85295622357694,A,D,1
Non-binary,Jewish,Widowed,C,A,-99.08682004872308,D,D,1
Other,Christian,Widowed,D,B,-3.9873440558870383,D,B,0
M,Hindu,Widowed,E,E,175.58914374968091,A,C,1
Non-binary,Christian,Divorced,A,D,-164.3672963105419,D,E,1
Female,Buddhist,Single,E,A,5.067924976169003,B,A,1
Male,Buddhist,Single,C,A,-47.330974977688804,E,D,1
Other,Jewish,Divorced,D,E,-40.61738953921245,D,C,1
Female,Other,Single,C,D,-101.99640546874294,A,E,0
Female,Jewish,Single,D,E,-41.12682394049553,C,D,0
M,Hindu,Married,D,A,-20.044752307112617,B,A,0
Other,None,Single,B,E,94.22649360100036,A,A,0
Non-binary,Hindu,Married,C,D,127.93857642215629,E,A,1
Other,None,Single,B,A,-55.479225079983486,A,A,0
Other,Other,Widowed,C,A,42.721946161810074,E,E,1
M,Christian,Widowed,D,B,-24.898773617069708,D,B,0
Male,Other,Divorced,A,E,101.97217323541929,D,D,0
Female,Other,Divorced,D,E,17.901159034802912,A,C,1
Female,Muslim,Widowed,A,A,-121.0413574711598,D,D,0
Female,None,Divorced,C,C,65.25419067105119,E,C,0
Female,Other,Single,D,E,64.0809495529608,A,A,0
F,Muslim,Married,B,A,147.4263454719064,B,D,0
Non-binary,Muslim,Widowed,A,D,42.06212484685678,C,A,0
Female,Muslim,Widowed,A,C,-1.3122546574792366,B,C,1
Non-binary,Christian,Married,C,E,-64.2790720012021,B,A,0
F,None,Single,E,C,25.880758072133357,B,B,1
F,Other,Single,B,D,168.51551623027456,A,E,1
Non-binary,Hindu,Single,C,A,189.08796132849918,C,E,0
Male,Buddhist,Single,C,E,-0.6344168722220433,C,A,1
Male,Muslim,Married,D,B,-94.59027709362735,B,E,0
Female,Christian,Divorced,C,A,37.97387929474381,B,D,1
Other,Muslim,Divorced,A,D,75.8855434017656,A,B,0
Male,None,Widowed,A,D,21.824854492602736,E,A,1
Male,Buddhist,Widowed,E,C,-50.58194051748161,D,D,1
Male,Buddhist,Single,A,C,-49.81781248023834,E,A,0
Other,None,Divorced,A,C,-48.828753377551514,C,E,0
Female,Buddhist,Married,E,D,193.5222284225397,C,B,1
M,Buddhist,Divorced,C,E,-40.63301073726022,C,D,1
F,Christian,Divorced,C,B,-26.892502073986037,D,B,1
F,None,Divorced,A,E,74.72715420508379,C,B,1
Female,Christian,Divorced,C,A,-115.69434164437136,D,A,0
Non-binary,Other,Widowed,A,E,142.800493612288,A,D,1
M,Other,Married,A,A,-153.49230783328264,C,C,1
Female,Jewish,Married,E,E,-28.800057524034354,A,A,1
Female,Christian,Single,B,B,-106.97813934214982,D,E,0
M,Hindu,Single,A,A,135.30566194775952,B,A,1
Other,Other,Married,D,C,-44.1143897296309,C,C,1
Female,Jewish,Widowed,C,E,-74.99301043317388,D,D,1
