Gender,AgeGroup,country,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
M,51-65,Mexico,Yes,E,C,D,89.14773975425746,-9.912688888352417,-236.5024326310079,A,A,C,4.369246487692563,-90.83008833246598,0
M,65+,US,Non-Veteran,C,A,B,-51.847377240689404,-68.84424115883398,137.20733980373345,C,E,B,-17.72992567937177,-88.87616396471036,0
Other,51-65,Mexico,Veteran,A,C,B,84.04888239183,-43.51443627716414,-228.17215861754318,B,B,B,109.22586692122853,-16.22450453067913,1
Male,65+,US,Non-Veteran,B,B,A,-69.73329395481241,-9.462758099918638,-131.11666345197025,B,B,C,-3.9217378484389402,-26.306751239511676,1
Female,36-50,US,Yes,A,E,C,98.07144916571919,147.1307676634633,299.55698795785986,D,B,E,-126.00540154746578,91.73636381246195,0
Female,65+,Germany,Non-Veteran,B,E,B,-118.42127735815649,128.74769648067377,154.35405181660448,B,D,E,-90.5172557020831,-82.92659179683794,1
Female,51-65,China,Yes,C,E,A,109.72772563694633,-36.980341217976395,81.9377043095387,D,E,D,7.57085956419402,186.60791766056,0
M,65+,US,Non-Veteran,C,E,D,88.62134385535853,46.5610460881627,47.002939539317914,A,D,D,119.14098694313412,-21.66661803854174,1
Male,26-35,Mexico,Non-Veteran,B,B,D,-6.2519555754730325,-21.040368790285303,23.22038320322429,B,A,E,23.39847122667757,-29.86201230614678,0
Non-binary,65+,India,Yes,D,B,E,25.93833170650518,38.64002198620264,-42.45416230790611,C,A,D,97.69118520567292,-35.1334788990984,0
M,26-35,Mexico,No,B,A,D,19.999969004547456,3.5528889577109686,-26.649025712597922,C,B,C,108.47427169512709,-30.913894175044952,0
Other,18-25,Other,Yes,B,A,C,76.09062749199639,-57.07163026135813,-61.90653403354871,A,B,B,160.82296232331043,-17.509571786775442,1
Non-binary,65+,Mexico,Veteran,B,A,D,-114.85902074839456,49.57982646489201,-121.42351656372922,D,A,B,71.40475666128584,96.97993805607118,1
Male,51-65,India,Non-Veteran,D,B,C,8.452101797431288,-153.48791576863167,-22.08900401570532,A,B,B,-73.4619716784772,-74.29721310465285,0
F,65+,Germany,Veteran,A,B,D,211.45144100735234,-14.234512652850842,7.032122586919799,D,C,E,-77.71385029227734,193.35632002259703,0
Other,65+,Germany,Veteran,D,A,C,-66.38687845253921,148.73346787187342,-80.07241060753206,A,D,B,117.1534882635022,141.20193853162385,1
M,65+,Germany,Veteran,C,C,E,118.30300413183066,-171.95138489986095,-118.64295220222576,C,E,E,-35.73839977293307,148.17279672452483,0
Female,51-65,Germany,Non-Veteran,A,C,A,-54.50176433817895,-150.08779370277855,130.35127681677184,A,D,A,85.54737827278534,20.284851882858838,0
Non-binary,51-65,Germany,Veteran,E,E,B,70.0909591394574,14.727175938279835,149.46603253598627,D,B,B,-99.52897076110759,57.54927334949645,0
M,26-35,US,Non-Veteran,C,B,C,191.1917278839995,-152.2540107719743,128.0553193088251,E,C,B,-207.0091337560418,22.237711686176358,0
F,36-50,UK,Non-Veteran,A,A,C,-121.69747242069687,153.33473536304348,148.09043997500268,A,A,B,2.951045910180943,-48.300804652956195,0
Non-binary,51-65,India,Veteran,B,A,A,103.26953707580032,201.58961869600813,33.884993837853386,E,E,E,73.20390526943115,6.207610538194854,0
M,36-50,Brazil,Veteran,A,D,D,-44.276533513547136,-116.09441751517708,-100.21982731497762,E,D,C,-161.63252500148354,110.80318862519565,1
Male,18-25,UK,Non-Veteran,D,B,D,-112.41419213171856,71.62666828172371,134.94217096684903,E,C,C,73.20248330816213,71.63636395582125,1
Female,18-25,Germany,Non-Veteran,E,D,A,72.70166173169612,49.066562623439125,110.96411851433217,A,A,B,-110.13235730376299,48.4574281929918,1
F,51-65,India,No,A,A,E,-48.399531391743594,93.791992312079,-193.61160607324234,C,C,E,13.626138001036384,-3.8894436705143134,1
Male,26-35,Brazil,No,E,C,E,137.97302591782415,23.709032567604588,17.65615122688108,E,C,A,-275.7925496307706,126.08737077900601,0
M,51-65,Other,Veteran,B,A,A,-52.41183958168122,174.5569786427672,122.98086397301549,E,D,E,19.12804189370102,12.150033379491179,0
Other,65+,Germany,No,B,B,C,54.437529228828055,46.705644595102825,-177.97420262414906,B,B,E,-3.4907065912415014,-23.337809154078133,0
Male,26-35,US,No,C,A,E,61.867496992037,-2.662929943514361,-63.777936727119545,E,C,A,-33.67145467646888,14.925355913166799,0
Male,18-25,Germany,Veteran,B,C,C,71.30852933271548,-97.13407755007765,-167.36675076899422,A,C,A,-12.002944490292974,74.51361835316986,1
Non-binary,26-35,Other,Veteran,D,C,A,-34.17359601012724,-63.35030396696103,-116.81462939900003,B,A,E,127.89471356591129,106.45280082084318,0
M,51-65,UK,Non-Veteran,B,B,E,61.006264445350546,-34.57433024156866,92.39892187813842,E,B,C,-82.72484884376031,-23.585863235614887,1
Other,65+,Germany,Veteran,C,D,E,-24.36470179221634,-146.6962648446245,115.60648124939867,E,B,B,-55.46948861450286,94.57190620091804,1
Male,36-50,Germany,Non-Veteran,E,A,C,137.5557356711877,-155.671965139375,57.90832045945623,E,B,D,-101.36353781569439,111.6664658026362,1
Male,36-50,Other,Veteran,D,D,A,-124.45174918059658,48.40165111093281,-0.9213616710907936,B,C,D,37.00218657958222,-59.59208370586276,1
F,36-50,Mexico,No,A,C,B,111.34543904567889,-83.78729924811272,-44.9061251385615,A,C,C,3.766148375275844,122.5749033899049,1
F,65+,India,Veteran,C,B,B,15.44038929167018,17.00221681913014,-88.75715004611406,E,D,C,141.56278845546285,158.9691021911478,1
Other,51-65,Mexico,No,A,D,C,-21.877383558461652,-27.98541184579063,62.016373606134465,D,E,A,6.169855340645924,64.55190287724865,1
Non-binary,26-35,Germany,Veteran,E,C,B,-127.841026970041,-39.18102541385326,-72.75493785422307,E,A,C,-23.013851104041766,-60.78837468617175,1
F,65+,UK,Yes,A,A,A,-87.6274984905934,190.00867508464182,-119.8642653618049,E,A,E,-159.80921605137027,-39.86969494055301,1
M,65+,China,Veteran,E,C,B,150.38828617006055,102.3631278171146,55.44277973062258,B,E,C,-56.209089039024605,-134.3370843697295,0
Other,18-25,Other,Non-Veteran,E,B,E,-63.33203626438366,161.95676041112335,-56.35717171916815,B,C,B,-193.34323382544852,-98.70800310798059,1
Male,65+,China,No,D,D,A,-43.02531185768335,85.95587573145706,79.73971299133443,A,E,B,143.31320084605602,-18.109494993516808,0
Other,18-25,Brazil,Yes,C,E,B,98.85138481983485,174.18650191252118,77.2985192135739,E,C,B,174.75911668651486,87.74844660769105,0
Female,65+,US,Yes,C,B,A,4.791290834316222,-38.49121602135397,167.0819206505555,C,E,A,99.9987489838362,56.06033484818214,0
Non-binary,65+,Brazil,Yes,B,D,C,-68.17654919611178,1.2966613370810538,-31.699894516175657,B,E,B,98.12604611533659,-133.11589377520013,1
Male,65+,US,Non-Veteran,C,A,D,15.77222184507229,-139.03992300242146,-147.8615570918112,E,A,E,97.92069870640672,-78.36418463767755,1
Male,36-50,India,Non-Veteran,E,B,A,62.930471371329666,-57.40509105310719,-45.37677541804837,E,B,C,-289.83886560039633,-119.52949553646243,1
F,51-65,China,No,C,D,E,130.18770585859144,-168.58267172928706,241.67274745081335,A,A,C,77.78290934576822,143.63053126631073,1
Female,26-35,US,No,A,C,E,104.5076031832814,-199.45774116936755,-36.929519735302854,C,D,E,-169.82684500442576,-25.677737644745307,0
Non-binary,26-35,Mexico,No,B,A,A,-75.23994548111449,21.097745054270884,168.263764239241,E,D,A,75.3954139302006,-112.15710037887374,0
M,51-65,India,Non-Veteran,D,B,D,-58.80391402027293,1.1932638345286442,59.01539956815706,C,E,D,113.39267658318606,43.14540904324594,1
F,51-65,Brazil,Non-Veteran,B,B,E,-11.097566817950172,-51.37040341584716,92.56787269288297,C,A,A,-112.15159679541735,153.83120131961968,1
Female,18-25,Other,Yes,A,A,A,-158.72604745219732,201.357013587351,-75.44694508527286,B,D,A,-149.92228127304253,-135.9560686655227,1
Male,51-65,India,No,A,A,D,-206.55204997054207,-136.48196888109445,219.56185451942903,A,E,B,17.403498153996548,15.052082254266203,1
Female,51-65,Germany,No,D,C,D,-78.50756551643086,-141.93708862657058,32.51193028675716,E,E,E,104.19148556778876,-23.229953863520876,0
M,36-50,Other,No,B,E,A,-4.705892768580693,67.37880326884999,-23.39601486086727,A,B,D,119.32296494010963,-140.32678026589082,0
M,36-50,Other,No,E,A,A,-27.083569783513244,-59.625428808043644,-13.982689328867501,D,C,D,-57.834913339866226,-171.09867843326063,0
Non-binary,26-35,China,No,A,C,D,-57.738977652230105,-142.7620658421436,-91.49853099144585,A,E,A,107.56033696654283,-54.22806440086537,0
Other,36-50,Other,Yes,B,D,E,53.85736529745153,3.033685706646751,154.90657976456293,B,B,E,73.8363142029071,-75.3737255051436,0
Other,51-65,Brazil,No,E,D,B,59.76895786342017,41.72309673339274,22.39551142271364,D,C,A,-10.75294026263929,-56.089825647784366,0
Female,65+,Germany,No,B,E,E,29.614518144608347,71.39967647144377,48.052106033767046,A,B,B,15.379057195404263,-220.23676638761577,0
Other,18-25,UK,No,C,B,A,-91.21000611788149,-54.572647300365254,-37.50923412497626,D,D,A,57.7631307942801,31.967216766380428,0
M,51-65,UK,Yes,C,A,D,3.8038429975834878,11.074320800496345,74.36735326640621,A,C,B,139.1202087769947,104.14600701293824,1
M,18-25,Other,No,A,B,B,7.757804232084686,195.0409639207423,63.444520850292264,A,D,D,-13.183061697461968,-8.218637972897085,1
Non-binary,26-35,Other,Veteran,C,B,E,-228.68450496693674,54.68759215253809,-101.10391662696323,B,B,A,122.54676427432925,-73.96287172672277,0
Male,26-35,Brazil,Yes,C,C,A,-8.177478011823837,-35.06967137114717,104.6856862346672,D,E,A,-262.7778378890635,-71.43085570128599,0
Non-binary,18-25,China,Non-Veteran,B,B,E,223.2439353589714,117.48098817079658,109.8077346932196,A,C,B,111.00081429263054,239.04616645610247,1
Male,65+,Mexico,Veteran,C,D,D,37.327084431765826,-5.93881134143914,7.60219795524269,B,D,C,-152.05612616430832,-200.97926874809028,0
Other,65+,Germany,Non-Veteran,E,C,C,-43.13965939358284,124.98147992601707,64.11095342111307,E,C,C,63.25451782095032,-37.97947566855292,0
M,18-25,Mexico,No,B,A,E,115.63629326301843,124.76180665313217,-4.936906324991958,D,E,B,-37.4751972490747,135.2083896920173,0
F,18-25,Brazil,Non-Veteran,B,A,D,20.814650781629922,150.54373571404486,240.1720693865447,E,C,E,140.71379092343508,-46.66795406283121,0
F,26-35,Brazil,Yes,D,D,B,-207.82148071122623,21.770895925534887,-176.48311565697588,A,D,E,-59.88266930971594,-108.67430603494346,1
Other,36-50,Mexico,Veteran,B,E,C,87.11810337425993,28.298514486041626,59.57463371179161,C,D,B,140.52975834078288,-40.48213892733992,0
Non-binary,51-65,China,No,C,A,E,-66.86808030823327,195.03956747866033,68.54980729608445,E,A,B,-50.249084137532975,82.32836263105796,0
Non-binary,51-65,Brazil,Non-Veteran,A,B,A,181.31157420577125,165.0430904675564,127.64864671736937,E,E,C,3.1967686788850695,-15.549174157745163,0
Non-binary,18-25,China,Veteran,C,B,D,-135.2321166454151,87.65143982586216,14.224254128560487,B,E,C,124.23672511968837,-8.456542499814576,1
Female,36-50,Germany,Veteran,A,D,C,-259.58122537516783,94.61609228285425,-91.20922956201443,A,E,A,-110.2340622111912,-54.9951557256109,1
F,18-25,UK,Yes,D,A,A,18.83891947394463,-69.18744803625611,-207.2230695393205,D,B,C,191.78058738698743,-0.7773300444110811,0
Other,51-65,India,No,A,C,D,214.99952207570132,-119.15928964225566,86.65658081051994,D,E,A,50.90441582360792,-107.28001074686595,0
M,18-25,Brazil,Veteran,A,E,B,-34.91301178528703,16.22578845957244,31.904620870062406,B,D,C,-38.11704533472711,-45.96136575685889,0
M,26-35,US,Non-Veteran,B,E,E,5.355406788530663,46.42430195392744,221.8737474615391,B,A,E,-23.87232429789928,-162.67370673846332,1
M,65+,US,No,A,C,B,-18.53266015818264,-20.826974175406647,-37.00269144908399,A,E,A,-94.27942221778062,-209.22612426242105,1
Non-binary,36-50,Brazil,Yes,D,B,E,-53.71646219758658,29.05819157592014,-46.660512035504134,B,A,B,78.50733676556513,-25.725688249898294,1
M,26-35,Germany,Yes,A,D,C,79.52492862429408,-37.5057019970312,-148.42069015087236,A,D,D,2.000018014885824,58.027705111039694,0
Non-binary,36-50,India,No,A,B,A,-107.61300301710502,119.98619761032062,-36.75915824513747,B,E,C,-48.81011928224922,-76.80240401961943,1
Male,36-50,Germany,Yes,A,E,C,-3.493330320878976,-50.97380809788636,76.90627623811838,B,E,A,222.76008670684874,-110.3611341864188,1
F,18-25,Other,No,C,B,D,-96.18435770195451,41.91291723934346,14.651690898778336,B,E,A,70.33328453106243,76.98942875991706,0
Female,26-35,Brazil,Non-Veteran,C,C,E,-140.93739567475032,-51.25804561328727,-49.318283672048715,E,C,D,-41.450114527296286,-72.65141523375034,0
Non-binary,36-50,UK,Yes,E,D,C,17.50058577616067,-124.62454443309849,84.8790235114905,D,A,A,-94.21719744096704,-18.848468111829654,1
Male,26-35,Germany,Non-Veteran,A,E,C,9.717504181778589,-92.38955933138212,178.00383751318674,B,A,A,-233.21185420912576,-185.7548381329843,1
F,51-65,Brazil,Non-Veteran,C,D,C,124.31786745442733,27.247239243801907,-86.75479550949828,B,E,B,-79.22315917248886,-230.65835947955446,1
M,65+,Mexico,Veteran,C,D,C,22.116856787124142,-129.9948841666053,-34.963353913387394,E,B,D,-161.82132874178163,23.141154014386853,1
Other,36-50,US,Veteran,E,B,D,22.193500830345254,13.86411086269479,-11.390671648513925,A,B,E,104.87974226855665,-116.20656637053656,0
Female,51-65,US,Non-Veteran,A,D,E,-89.0694946874753,136.6104642186778,19.814403960720675,D,C,D,155.57789693058544,162.04068654505696,0
Female,36-50,Mexico,Yes,C,D,A,-85.14129827352018,-31.12908339896815,-74.89656660565572,A,E,D,64.10305413137849,36.45656001155983,1
Male,26-35,India,Veteran,C,B,B,62.10510968662999,-90.48462213145612,-91.45682109975863,C,A,D,2.9488337357794716,-6.937706650186766,0
Other,65+,India,Veteran,D,A,B,-35.42133105019118,4.043130726881678,-105.66827030543737,C,D,D,146.92147839488092,10.445423012116795,1
M,51-65,Germany,Non-Veteran,E,A,B,113.46890273066292,116.90739514007208,116.37520541037492,C,E,B,-33.40800364225476,-87.78436796823506,1
Non-binary,36-50,Brazil,Veteran,B,B,B,74.19469964116104,-232.67357803406995,27.565237769549718,D,C,D,2.3613027829476394,95.3585844596698,1
M,36-50,China,Non-Veteran,C,D,A,-21.167705019845,-191.11439590269245,125.60365583538504,E,E,E,12.047347669965026,0.2896431185783108,1
M,36-50,Germany,Yes,D,A,D,-25.3038318608778,7.918138676560557,115.5896521482209,A,A,A,-83.29132922174628,-31.294014412807332,0
Other,51-65,US,Non-Veteran,B,C,D,-13.199482142622948,-149.01295722200882,-17.355725436972907,A,A,A,129.49671476329075,-51.15357091594446,1
Female,65+,Germany,No,D,E,D,58.750891549357576,44.16946938501511,-32.480603765542185,A,B,A,-230.7584852971636,43.221329762183466,1
M,18-25,Germany,Non-Veteran,D,E,E,-139.03664851726202,37.442961900205816,90.55425159990119,C,E,A,-71.32919190195763,107.47562119237486,1
Female,26-35,China,Yes,B,A,D,177.16411006208892,-79.81308059254489,78.69583071172515,C,B,E,-42.438383383562446,255.77722184381554,1
Non-binary,36-50,Germany,No,A,B,D,14.204209828162575,-80.61306935961416,-85.64950891210333,D,E,E,109.59566849830571,78.95874553336324,0
M,26-35,Germany,Veteran,B,E,E,48.80550600447481,-49.00431120848724,9.051364499844691,C,B,D,-78.91895860835147,49.55746366270676,0
Other,18-25,Other,Yes,E,E,E,-39.85706411550884,16.813193965389665,92.9629104441959,B,B,E,299.0977327599692,24.854453259973468,0
Male,18-25,India,Non-Veteran,A,E,D,43.639483616822126,127.91202632437917,28.629643618069583,A,C,B,80.09736884425173,-74.94225096206448,1
M,65+,China,No,B,C,C,11.565646682107646,-9.57495599936986,-69.93828963191605,A,B,E,70.7059435737621,-42.758573378077244,1
M,65+,Germany,Yes,C,C,A,-104.57890774583751,-17.494948382162036,25.112105953574925,D,E,B,-57.180355263465735,-72.24022138842892,0
Non-binary,65+,US,Non-Veteran,C,C,E,85.08656154207856,67.46701884520363,18.82874851768019,E,B,E,-41.217769224311006,-40.042265743925455,1
M,26-35,Brazil,No,D,A,B,133.2206491775221,-1.219862276839973,-29.609357110920403,E,A,C,-89.36647421765201,-86.31901296521109,1
Other,36-50,UK,Yes,E,C,A,-7.809714820846433,171.45647196444546,-151.91579665032575,E,A,B,74.20907396212702,51.27344452018858,0
Other,18-25,Mexico,Yes,A,A,A,102.24295560201766,-71.13936233661522,123.79719125016145,D,D,A,-154.89185620947384,-220.55811750115151,1
Male,36-50,Germany,Non-Veteran,B,D,C,142.66804482738613,-12.58669149850053,0.6350535412575393,B,B,C,108.88809123387568,0.7769062701799165,0
Other,65+,UK,Non-Veteran,A,B,D,75.09866252611175,-162.77698172777428,-12.693253930286048,A,A,B,74.22666378794831,-117.23971200126803,1
Non-binary,26-35,UK,Yes,B,B,B,-187.62135977234124,-178.88037640442113,-44.83645905603563,A,E,D,-165.9820108849714,120.18501280100087,0
Male,18-25,US,No,E,C,A,-90.18286169307424,22.055365309203545,-52.526603970640785,E,A,D,179.53265902281416,26.12967049185395,1
Male,18-25,India,No,E,C,D,-141.04135728738524,84.02782096169051,-82.18209342926586,D,B,B,-74.05586081118194,-64.64602954569068,1
Other,18-25,Other,Veteran,A,D,B,32.17949697673341,-59.527533182973194,137.35648163616102,B,A,B,57.65827261523747,134.2311129985575,1
Female,51-65,Brazil,Non-Veteran,C,B,A,87.34105627782212,-6.679443725435654,79.21423876815416,B,D,B,23.845507324964263,-113.93781204925291,1
Non-binary,51-65,China,Yes,C,B,C,5.531654103520763,-90.90439463543174,82.56011373031814,C,C,C,132.8998716437784,12.17577659089979,0
F,18-25,Mexico,Veteran,A,D,A,3.819454563524327,96.28506818283329,136.08798708438343,D,D,D,-81.92201898071112,112.66265791268673,0
Female,18-25,Other,Yes,E,A,D,101.5378998300053,-15.560742839414798,12.030972711614885,E,A,E,90.88375644427153,-39.012728748101175,1
Other,51-65,India,No,E,A,E,115.2485731592134,46.79120313088701,77.13325047028314,B,B,D,-133.19901942319208,-34.048955047456616,0
Other,36-50,Brazil,Non-Veteran,E,E,C,152.5676743145864,-12.837489327628832,-28.185446952841907,D,A,C,-53.24179719875241,-41.7640949804392,1
M,26-35,Mexico,Non-Veteran,C,C,C,149.84878333633463,21.78532905432065,70.78023837009927,A,C,A,-58.74967291488784,-66.01463244646713,1
F,18-25,Brazil,Veteran,C,C,D,172.83421739637478,-144.20028981416388,83.36164342172967,D,C,C,84.87349031616364,-83.60028679230638,0
Non-binary,26-35,Germany,Yes,B,E,A,119.11857301892697,-1.6341553722252193,-149.05196361290106,A,E,A,-3.436239909352057,-63.8083544884196,1
Female,26-35,India,Yes,C,E,E,-52.93696393061238,117.02220436966189,288.40427467709515,C,A,E,-12.60648036052939,56.23552952064641,1
Non-binary,18-25,Mexico,Yes,E,E,C,130.1695492555091,-40.2693648019491,90.78084095720435,C,A,A,34.46990338920867,52.99493487395519,0
Male,18-25,US,No,E,B,B,214.72272887047632,-78.6963064605412,-75.59861805657813,C,C,D,136.81966623702476,-54.28318772235687,1
Female,18-25,China,Yes,E,B,B,-116.99572120768255,-63.045065080534535,82.97714721103365,C,C,A,86.28809718222136,22.662626635735254,0
M,51-65,Brazil,Veteran,A,E,B,32.55857079157438,-57.40811180028017,32.75445974280968,C,A,D,-164.0476073881336,11.787059171025707,0
Other,26-35,China,Non-Veteran,D,C,B,-138.39559582481718,-116.90388038520648,-54.52649786750463,E,E,B,-15.592280669975372,-22.671022344177853,0
F,36-50,US,Yes,E,B,A,-9.05494758124424,35.06077615381319,72.2601797424056,B,A,D,30.91749009349855,241.12850169366044,0
Male,51-65,UK,Non-Veteran,E,B,B,-55.98703692278797,-111.38831390054472,11.504304743946479,A,E,A,26.12604590150432,-26.277552282205264,0
Non-binary,18-25,India,Non-Veteran,B,B,A,-101.44149216839442,42.38746680780049,35.92041806773198,A,E,C,62.70648505067702,-58.98274996254676,0
F,65+,India,Veteran,B,A,D,-123.1782423392222,-78.68179204852058,-51.100140376592485,B,E,D,-51.9692712412238,107.80603358357874,1
Non-binary,36-50,Other,Non-Veteran,C,B,D,149.85802600071233,-23.961981370735625,-28.57495228146018,D,E,D,-10.06062009310452,-58.19115622965769,0
Non-binary,51-65,US,Yes,E,A,E,153.81722620739836,30.613225734171255,-155.4382361691051,C,D,D,-174.39593691556513,20.19683658559402,1
M,18-25,Other,No,B,E,B,51.75864999283005,-95.98512485131339,36.87277049521447,B,A,D,-71.81519756576337,148.41823363539683,1
M,26-35,India,Veteran,E,D,B,-146.35677068152145,-78.00297036074107,-41.745847625990905,A,B,A,50.4807720784325,71.75174040728348,1
