race,religion,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Black,Buddhist,No,A,19.950851881164176,D,C,B,151.699736320804,-85.40293725081597,-48.400074861546805,E,108.30805371862435,A,A,-134.30088003224768,D,-92.67260876920334,-92.63506411092307,0
Asian,Other,Physical,E,-84.65883463216579,E,A,D,132.3777950642168,229.13013660328875,23.71660329657787,A,142.57245248421646,C,A,-75.85282731000751,C,23.097132070070263,-18.155782827973656,0
African American,Buddhist,Mental,B,188.0485768784611,C,E,A,-140.27774617174938,-231.088437693933,95.22239195050261,B,22.732319203915885,B,C,-99.32073319771634,E,41.21107783486811,31.64240273971386,1
Hispanic,Hindu,Both,B,199.01034436925033,A,E,B,21.264520088993184,-202.4324774996229,-81.5097990527704,C,187.96942669840354,A,E,-173.46430133550533,C,-95.7829726130753,-80.5167939196504,0
Asian,Other,No,E,-46.60946492542835,C,E,C,-70.33119499033016,-169.7105266461914,-31.55346008726735,A,27.591430183012083,A,B,-181.43291321344145,C,49.6886847211331,30.00583526814435,1
Black,Jewish,Mental,E,82.63427373302417,B,E,E,26.519101529700112,-103.26978814122285,-18.11228072483097,E,110.38131138891627,B,E,67.73410861928856,C,-130.78886383772493,26.184750182334554,1
African American,Muslim,Physical,A,-128.0053748136761,E,E,C,-112.78706392563997,46.30512810836888,38.019567162695125,C,-32.66039945030173,B,A,101.8230882750008,C,-71.09957569782097,97.7314005023455,0
Other,Other,Mental,E,49.074492892988836,C,B,A,-70.72525204248224,99.59585670966243,46.782148306091536,D,-153.38048559687053,D,D,-65.41502446469029,B,220.1542631491813,268.2005683501229,1
Hispanic,Christian,No,C,-0.02950834437528482,E,E,B,35.538327254812295,55.140301101768245,-76.48767723746285,D,71.52743137138991,C,E,-102.45822603264698,B,-71.06413415287358,-11.94047506859933,1
White,Jewish,No,C,31.374664263740375,A,A,B,-165.28611896137795,-22.618482958178415,231.44867677290563,C,58.04213685935472,C,B,260.0667996546276,B,118.5352435117242,20.855951472378685,1
Other,Muslim,None,B,-203.6291828952229,C,C,B,-116.34034174467433,13.653844097277961,53.41642873656336,D,-47.30219889078586,A,A,-31.392357961532134,A,34.8877377060134,-23.5408763470748,0
White,None,No,E,-23.595881628129707,A,A,E,51.678500189771995,93.40272257984043,-38.593146615748246,B,-78.94527601728385,B,E,-43.51996854651543,D,-99.20220834162077,-5.16636847700765,1
Black,None,Both,B,12.106806996930588,C,A,D,-124.90570321831811,15.687225901639879,-112.03486932321634,C,-11.17873026694352,B,A,-7.605724174421234,E,-66.237629120336,119.53398987027886,1
White,Jewish,No,C,42.401276836671926,E,D,C,-9.355078005607988,96.85027220469958,31.745731547636918,C,35.322717700264064,A,A,15.145661175727906,A,-24.980876079374106,-36.305762878479705,1
Black,Buddhist,Both,A,43.82298682405322,C,E,E,-26.690389185139967,32.02531004278515,68.43158331527974,D,-184.62021584201085,B,D,-53.54938177785647,E,-179.0922454330789,-60.66086310211573,1
Hispanic,Jewish,No,C,21.49289071726555,C,B,D,29.913089560062495,-137.15819766164825,30.014818875460335,E,-99.78399152953224,D,A,-5.621141987111969,D,-358.6349927709465,-52.41062014904882,1
Other,Christian,Physical,D,-90.12232068501343,C,E,E,-61.02180561965977,-47.87453123420426,-41.232254533207104,B,-54.34064855147227,B,A,-51.628212703973595,D,96.71290617387159,88.99604532449251,0
Asian,None,Mental,B,114.87364014285232,A,A,A,-60.08595378992078,48.77945407749318,-161.5023046574986,B,44.7395277332142,E,A,-131.77292570611775,B,39.56804829966375,185.96020589739456,1
White,Other,No,D,-117.08460724305749,D,C,C,30.932872945952482,72.70155991759754,-91.00158055908443,E,45.192287096189396,A,A,56.31799983029513,B,56.34159428770644,-10.251873472680337,1
Other,None,No,D,-48.67503288263743,B,B,A,-45.47551751350983,43.23549900328564,45.13413349661845,C,6.646050581456323,E,A,49.50656759700138,C,-25.24194795527455,-99.46186189542614,1
Other,Christian,Physical,D,-83.51956436025533,E,E,C,-39.046798855725015,10.73012482220385,-36.10904195790136,D,68.38683399797361,D,E,-16.077308200749655,E,186.05428888042087,-19.927443845547597,1
Asian,Jewish,Yes,A,17.564867853726515,C,B,A,19.212082918405002,181.39872831244264,-91.75949172001062,B,57.49448414877377,D,D,50.057273027127955,E,-104.71618373708596,8.929329598717578,0
Black,Muslim,Yes,D,-42.47128011526176,A,D,D,9.656091372933249,-115.31304796946384,74.64729395533077,B,52.46550955548275,B,C,-83.79066232783575,E,-51.127308281985684,-176.4098631268973,1
White,Hindu,None,C,-16.070341882356413,D,C,B,-41.986495202338006,-101.44642712760894,-37.58955660334884,B,70.99811157642374,B,C,42.975902767613,C,-96.13101036144818,54.111145696088755,1
Asian,Muslim,Yes,B,-6.883740533844586,D,E,E,-77.230068892661,-30.29830309035232,25.43861994292729,A,199.6447175292536,A,B,-103.98009958206589,E,55.44201359001584,-19.91328390555015,1
Black,Christian,Yes,A,-151.62559757658966,A,C,C,-98.57639306340448,27.615230222731803,-40.15239045456177,E,130.4386035302963,A,C,-106.50734176958865,E,84.1481789002006,9.447907378265382,0
Asian,Muslim,Both,C,-49.59683367700956,B,E,B,-34.562107856846744,175.31839099407034,-1.6385714645567901,A,79.87384731164057,E,E,-148.21343263537796,C,35.27853927059398,260.2021343627486,0
African American,Other,None,B,-161.41789446231647,E,A,B,-113.54581587703399,-68.38943589084646,33.80205876911647,A,257.39652129382483,D,D,-9.18559862632273,B,-146.1589356698975,241.46736051034364,1
Other,Hindu,No,D,182.97247182511506,B,A,C,-0.14557419739401348,-17.441905071071055,-58.225406773445165,A,196.46535898103065,B,A,36.66467337517621,B,22.99253364087472,-58.22293553836219,0
White,Jewish,Mental,A,-120.96497030190064,E,C,D,188.7711018990269,-36.64395257990662,-58.85418560008247,A,44.24295498112237,B,B,-100.28515028356149,B,-10.349189218862541,94.16555439187067,0
White,Buddhist,None,C,-95.87482218508687,C,C,C,-95.2509901766588,-26.06253451772225,-143.02427448080252,A,-169.6695229855032,E,A,6.404803476596365,A,-115.33948699619674,-77.77972858038535,1
Black,None,Yes,C,9.694581802360704,B,D,B,113.165868893225,46.40077695428506,-63.25372108032787,C,49.66252175858296,D,E,147.27774577207379,E,-141.4214587760441,-51.201267959727595,1
Hispanic,None,None,E,19.648704183051404,D,B,D,-152.78412089955754,38.200208320503556,-44.850669483552444,C,-14.953089824255283,D,E,-76.98845591125395,C,-58.75055539996469,-35.90624109773374,1
White,Other,No,D,25.849602987145285,A,C,B,111.20324244115096,61.65297290056142,-121.25712342552339,B,11.658673125592465,B,A,72.98091006379444,B,130.46241431597352,-37.938338340511976,0
White,Other,Both,A,-22.23414860400747,B,B,C,-28.86859047143059,21.758873667192127,68.38399900723022,A,-38.21798239812892,C,A,61.884503387603,A,46.56405241593543,-94.43947017729748,0
Black,None,No,D,84.0096739474558,B,E,C,41.5629481931881,-35.736690074344644,40.65275462209868,B,31.16890193957287,E,C,-103.01185278968133,D,-123.78063743834564,-64.08987985777424,1
African American,Hindu,Mental,B,146.56416731447032,A,A,B,-60.98171531263426,0.9151666033867608,-182.12333312143113,D,-0.042681447857403805,D,A,-63.2037833189077,C,11.268060456216743,-4.295358052399126,0
White,Hindu,Physical,E,-55.4847534712022,E,A,B,69.62026101590617,51.059751892465954,24.704119954462435,A,-139.86685243086617,E,B,22.652810956784887,B,-3.838894319763717,-29.918217014307185,1
African American,Buddhist,Mental,A,72.57067973538821,C,A,B,-32.64546867151114,80.182456592011,10.795990853257303,C,21.786289188229294,C,C,-36.60263818140491,A,-24.221455035600968,-39.46941223793501,1
White,Jewish,Yes,E,123.16441822618931,A,B,A,31.11672987510111,-101.38603558022234,-125.50643210777939,E,30.198075556730824,A,B,-83.6498789282091,D,98.77210870580261,-140.79183302188744,1
White,None,Both,B,-57.9902013313641,A,D,B,-48.28662984013132,124.30824508295449,94.59491125040648,C,105.23404719622246,A,B,-51.562832860787026,B,-19.454596807154278,122.70314424925806,1
Black,Other,Mental,D,102.93515780766162,A,D,E,70.4268890095608,-72.94159202292751,45.04423631354522,C,206.92098767749084,D,D,-37.81369626990814,C,-117.29432745071047,38.49912533471934,0
Black,Muslim,No,B,-118.2679776161596,C,B,B,-130.2589901500453,-84.56675614569457,-168.43607355061803,A,-87.22875894455643,A,C,-116.35437205362247,C,67.65831586372731,-126.26171587470468,0
African American,Jewish,Yes,D,-102.11165763168314,B,D,D,-79.68334172716447,-2.1532247208106226,111.06904797239312,B,-111.23679093213943,B,C,166.33937096825636,D,41.38511627414285,-101.55632799608566,1
White,Hindu,Mental,B,111.17961020213336,C,C,A,35.44368804187346,-21.087002165553493,-14.677667162714137,B,-78.07829577424033,D,D,160.011975735875,E,43.34498502574769,-123.08686158637954,1
White,Christian,Both,B,21.049590445253937,D,C,A,86.2601987706442,-24.92591520849835,74.10814582003354,D,-70.63625350540654,E,B,161.31287151948314,B,-63.70460775110294,-155.85929409143645,0
Other,None,None,B,134.73261282707998,E,D,B,60.20049551844296,-40.1011558575765,-26.778868156355873,B,81.05667104159987,E,E,154.7503699314737,C,-154.6464371146824,-101.57782147543708,1
Black,Buddhist,Physical,D,128.21047318159336,B,D,E,-330.7793460053311,-173.6312038975916,-33.02404891455553,B,-52.43653657541025,D,E,-65.77532454416229,A,-6.647997364015184,16.57309089294616,1
Asian,None,Mental,D,-28.977862403236276,A,D,A,-45.39649370536325,-24.10407693722125,-147.99716724813422,A,-38.01668767373877,C,B,128.91842128230658,C,-62.4481477368429,11.463929153476613,1
Hispanic,Buddhist,No,E,156.69879489055552,A,D,B,11.498125788651112,-69.50340197291575,-196.5712739923549,E,161.5836647021278,E,D,-99.55021882507408,C,82.29543074936038,41.60618775236743,0
White,Christian,Both,D,82.26657385237606,B,E,A,-67.52681026610045,-51.06436392787354,108.96560950160156,A,-178.7382357454749,A,A,-13.670163774397922,A,111.34766111828299,93.64340925792881,0
Asian,Jewish,None,D,-98.45554838552914,C,D,B,-0.19721161646802862,54.29585825049807,-155.05805814606904,E,59.61279524271589,E,E,42.140758776217204,A,92.61734502423236,11.194602993964784,1
African American,Buddhist,Mental,A,32.86895278961525,D,B,B,-47.41035459898145,-195.19664476916762,17.50229220934728,A,-139.72425246158684,E,E,-54.466272692361315,B,-107.81450725686001,35.3012330270089,0
Other,Hindu,Yes,D,27.635919331332836,B,A,D,16.297853656001116,140.27065386909422,112.59510655120148,D,112.74370801782483,C,B,134.95871653803647,B,-29.08570896536606,-24.468216884895956,0
African American,None,Mental,D,-70.86894475190418,E,C,C,-178.6752919022918,-72.60468873299827,-51.30476634998856,B,-39.70552873653082,D,A,42.43045097806357,E,234.90238959442098,-33.641498900506186,0
Black,Christian,No,B,147.9209608949816,E,D,E,168.45380781541988,178.36344554375742,114.71178081289644,E,68.31307043560864,B,E,-172.40810185104812,A,79.27921472863925,304.3707432888243,1
Hispanic,Other,Yes,D,-1.3183411755195311,B,E,D,49.72589680070991,45.49475916540295,-61.59236839456121,E,-232.93168140089904,B,E,46.901023959476866,C,175.4720667582359,97.03248885503615,1
Black,Muslim,No,D,-67.38744717532208,D,D,E,89.32148186636444,6.518376181962715,143.17850075085497,E,14.935667944093634,C,E,-115.58189759430768,A,55.49289711998801,-9.60082084038416,0
White,Buddhist,Yes,D,-58.03323900203501,E,C,B,35.55422834897022,91.085578709369,5.407887419126819,C,-178.54540277560204,B,B,-86.43762624327258,B,166.02988863720634,-116.92035231267593,1
Other,Christian,Both,C,10.164616410011654,B,C,C,5.606959923022674,61.2162771174451,-13.136881193703651,C,4.240192356356513,A,D,72.3078600353121,E,27.239625380400902,110.97890878383114,1
Asian,None,Physical,A,10.74034977071365,B,C,E,-122.76646735426667,39.973380309099085,66.09232998940296,E,10.673771392470568,D,A,-66.03629388573445,C,-35.22837910913322,53.59223272857113,0
African American,Christian,Physical,E,-6.122274613067251,E,A,D,-47.629715157217284,110.85495339202079,88.63517200960106,C,-49.05059258299159,C,A,53.04490680386397,E,-102.25888240329786,-76.56251474423273,0
White,Hindu,Both,B,66.13282172738573,B,B,E,108.4800384125938,-57.852396754718214,-29.652417535990867,D,50.94792592297147,E,E,-46.876414233632794,C,97.09902615003146,61.20296874876009,1
Black,Jewish,Physical,E,-7.679897183412939,E,E,A,-38.312383936497554,-100.32431425938925,-285.5104560509469,E,-69.36596365947577,E,C,-183.06910393573418,E,79.26412252226022,-52.560749815790345,1
African American,Jewish,Physical,B,-80.39346825500154,D,D,B,117.09413896491884,-107.71250702490998,-99.80245325845381,E,100.816011369444,C,B,172.46077154121093,C,55.295226021144394,-62.955736137819166,1
Hispanic,Other,No,C,45.82755270048964,C,A,A,78.96913704569455,42.24702979525395,48.577033200282465,D,6.1364101767923644,C,D,137.81280243838032,D,-30.91733471526579,135.36745975755917,1
White,Jewish,Physical,C,-53.0964407253567,A,C,C,-127.82437796805995,20.989293489185766,-84.27245202747444,C,62.345051000583275,A,A,-178.88247078716208,B,-91.7727647571418,65.10315529810467,1
White,Muslim,Yes,A,-83.2529421631629,C,B,A,-56.33726687657149,-30.52151552852889,-166.43073620208523,B,24.769297709862144,E,C,126.85397049278725,A,-262.073564511179,40.929028318725074,1
African American,Other,Both,B,-125.00025189723164,A,E,E,-85.86682671305834,68.4482159519008,82.02376911404359,B,-54.748060943044344,C,E,-46.01227179842661,B,63.57984937708313,82.10102632216142,1
Other,Muslim,Yes,E,137.464011510978,C,D,B,45.293054870662466,-72.44051336997988,118.29695441563852,D,-135.09227845196742,E,E,172.51819223574745,B,58.07331171422769,10.461333254109062,0
White,Buddhist,Mental,D,30.56377887414467,A,E,B,-71.39091050827264,-28.703281613205085,200.23640853342934,C,-125.37923063835194,D,A,-51.08507915021323,D,4.0509748185642005,-38.73836911133257,0
Other,Hindu,None,C,-148.5138655154928,E,E,D,-1.5610615369012049,-58.237370963223455,-240.0007004864452,E,-88.85234070222207,B,B,93.49370132853525,A,-43.27624880146439,-32.39238473738097,1
African American,Muslim,Yes,E,10.659848567489853,C,C,D,32.890565935329356,4.8838596584451315,20.701853184679315,C,-13.053485641843613,D,A,-88.82340472869636,D,-23.169544963724817,-2.984624921270218,1
Other,Hindu,No,A,-57.32097437203867,D,C,E,203.4709814905773,32.397794596539136,91.77758497893858,C,-40.79128405091153,E,C,-110.3484694116789,A,12.092046663287057,-23.890323896699996,0
Asian,Buddhist,No,E,-1.4830705308287073,B,C,B,99.51758268120996,61.0825323339823,-153.55483844931192,B,-14.128448279804804,B,A,87.29887183260632,B,-248.72140737708767,-155.78105618454111,1
African American,None,Both,C,119.00422029923409,D,C,B,-139.26428376990927,81.2534551937973,-79.89606586438481,C,41.02114252880158,A,C,-37.87525813496754,B,-109.75188763704541,-159.1431385850023,1
Other,Jewish,Mental,A,-35.72524284368019,E,E,E,-10.942365219152302,-33.163596973437535,-83.40771062948419,C,-165.19811987110307,C,B,-31.385936298267563,A,159.14189838926904,-43.52635495396374,1
Hispanic,Buddhist,Mental,D,-51.80959427325684,A,A,A,66.45705248983136,-129.8137891990397,-85.14888073783649,C,49.64976312497683,C,D,14.593738827005726,E,188.51265771731144,68.80540363458556,0
African American,Buddhist,Mental,C,-81.35627465272863,B,B,D,151.3370766657506,223.89750900518425,-121.76373168156192,A,-30.51777683762259,D,D,109.2937272951404,A,40.25348872806106,-32.812839676875136,0
White,Muslim,Yes,C,126.75621000139124,A,B,E,77.66673059885234,130.14753249343332,0.48727310746470365,E,27.992937183998993,B,E,12.349253968761504,A,-38.42600954519501,-32.31862418177206,1
Asian,Muslim,Yes,E,21.751162065794336,D,E,E,-100.57976596025237,-8.405807091103028,9.974482055535441,D,-10.869151908777317,D,A,26.874445523301315,E,-115.71489939537673,49.18373293019356,1
Other,Buddhist,No,A,-77.48002130417345,E,A,A,48.25584024744089,-35.13502031597977,-148.477715279096,C,19.738751037160018,A,E,-10.112334692763032,A,-27.28858290753892,42.35736761529136,0
Hispanic,Hindu,None,D,54.6482259745412,E,A,B,52.25624730179328,-79.1909416622771,81.14186846614966,D,-62.62752209521436,B,C,-10.820151096721359,A,-42.00324515239807,33.58586896630066,0
Hispanic,Jewish,Mental,D,-67.59619398467902,A,B,A,-0.2779148026170445,49.50369745897463,-32.705312161040986,B,-29.074350689878486,D,B,157.55462183578373,C,143.37336593236049,-160.4563832990131,1
White,Other,None,A,90.65536147816235,D,E,C,-3.1114891063653274,51.82796580257867,-64.24825506797632,A,-87.34205050253516,A,A,247.06026569527785,E,55.26661188063663,-110.80673594168462,1
Asian,Christian,Mental,B,-63.44347661603277,A,B,E,196.87439817820155,1.4330456429030234,-55.704765665744496,B,-146.52977291940064,A,C,53.91440182135364,D,22.142943150979896,-15.330100779702496,0
Asian,Other,Physical,A,-115.5185055042592,C,A,D,-36.20004057383366,-35.24941213962745,-30.477269277477276,C,78.4686991095662,B,D,106.89154525767455,B,-53.2336143473451,194.4142349832795,0
Other,Christian,No,A,55.28230220967596,C,C,B,-142.65433455475466,-40.879386841990645,22.509699443661546,C,48.72358179208404,D,A,-137.46515482331455,A,-37.37354086569125,-8.2794171200347,0
Asian,Jewish,Mental,A,-113.54167906028631,E,A,A,110.43605707828989,99.30457000283094,-60.96869594151614,B,-70.22970463282812,C,D,99.76896011569633,C,-77.925478841207,61.84387913231769,1
Asian,Hindu,None,A,82.82460796736531,E,B,B,-146.3015586657487,-115.20397706187313,159.60569415070202,D,24.225189297789615,D,E,-62.945514858083094,E,-38.06343783349856,110.23592963691058,0
Asian,Jewish,Mental,A,126.44199748991667,A,A,B,30.410970240139022,100.21331344949505,-196.05320974859396,C,38.172291662039136,E,D,-108.07056456120354,B,153.34132288992285,92.98158861883368,0
Black,Buddhist,Physical,E,107.36580475329826,B,A,B,-115.13375314701908,-65.05767267172004,53.367145587135965,E,-27.258041342571605,B,E,64.72741637336479,A,7.4680001102415146,111.8831880191888,0
Other,Muslim,No,D,-97.94578350873131,D,E,E,118.60669971067703,-91.13595574435269,-128.13855006928117,A,114.00382850679962,D,C,154.55794747296835,E,-128.4404929144421,95.19092825319434,1
Black,Muslim,None,D,47.255896868703616,D,A,D,-173.66499184583682,-39.49260756304804,110.1029836451971,E,-33.68057286141812,A,A,-53.46772471532859,D,89.69086182738299,-115.72847731178403,1
