sex,Age,nationality,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Female,34,US,Bisexual,54.52991410510707,59.76658398243268,B,-65.66307826490939,-188.98739726885302,221.10231114245144,66.66930615998623,E,-1.378582883952786,A,D,E,C,B,0
Non-binary,51,UK,Other,28.962492307072214,-63.05199836309758,E,36.97982154222459,174.6322479013821,-137.5417757877466,-153.8023001329109,A,-5.007373490773614,A,C,D,C,D,1
Male,78,US,Homosexual,143.9135874589156,-138.18245654793472,B,-97.53365263171004,-53.50681850027831,-52.0187598054491,43.14745787020333,E,90.2392590986898,A,C,A,A,E,1
Other,74,US,Other,-105.37425169176883,6.297836346821753,A,37.943685550827276,-42.28799866196664,81.56544680303506,79.67474006894454,B,-13.363033994342175,C,D,C,D,C,0
Female,53,Brazil,Heterosexual,-150.1562938456463,103.84051655726681,B,-3.3149166939276618,53.51838644928094,24.0455752284351,40.3842523452785,B,-42.910353355696785,C,E,D,C,D,0
Other,19,India,Bisexual,-139.51345830199523,20.21702499454775,E,-87.19502844029364,291.75240301317854,-147.48780621442899,26.128799646459743,A,28.51388897467782,C,D,B,D,E,0
Female,50,India,Other,110.74225745951942,157.89724020832205,E,-101.94445377685896,23.218507043366106,-90.87816470968086,-60.49196679103896,E,54.8387727988863,A,A,B,A,A,0
Female,59,Mexico,Heterosexual,-95.36039259257872,11.832261309810885,D,-33.46967283517539,3.473753329521428,69.94665563418422,50.84074079459289,B,69.9550085858343,A,E,E,E,A,0
F,21,Brazil,Other,159.59913434931153,7.114003458492616,B,42.41329829841774,80.09140606961627,8.979687698072023,-46.7969206345294,D,-20.467604438824267,C,D,A,A,C,0
M,31,Germany,Heterosexual,-71.09118209253623,11.969259045803607,C,51.890297560325216,11.441999749503328,138.0817450242588,-147.83555582302438,B,-4.112428294255233,E,A,C,D,E,1
Other,42,Germany,Homosexual,-90.17673557261386,37.94096201914924,B,8.27455138294064,-37.956987293300166,236.68479092764994,33.001885140118475,C,-21.667804449372028,D,A,A,C,C,1
M,47,India,Other,-117.19824892624142,64.61967494864956,B,-51.329415977241986,-44.96482230088979,16.586659729223545,53.87769444808769,B,-20.7852646826859,B,A,E,D,C,1
F,79,UK,Bisexual,94.67140599552637,-54.12666021264684,B,10.721970429376249,-117.29647542267824,-110.57377926049816,-79.04053208993528,A,-131.87370942428672,D,E,C,A,D,0
M,26,Brazil,Other,-28.92111400312038,33.00482211358147,E,121.51443255614768,66.40713035953291,101.53595805857177,170.86048343767223,E,-227.25585691691097,A,B,A,A,E,0
Female,36,China,Homosexual,-63.05267621107239,8.98023518051081,E,107.64261532847155,-100.83295679074674,48.07965088198553,58.27933544584507,D,79.76416483346799,A,E,B,D,B,1
Other,59,US,Other,192.41256586259559,105.12907783858682,C,-105.98665722865339,22.900066180481172,326.47256011739637,-10.53711309441014,B,-114.44022465333836,D,C,B,A,C,1
Female,54,Germany,Other,11.939138517853687,-45.310131439367034,D,78.53340630714195,-90.05987531571088,-180.53813725329084,43.295501628558206,B,6.378809806138152,D,C,C,D,B,1
Non-binary,35,Other,Other,-79.8615525686753,115.89981266052445,E,-11.534810582530843,-23.773964892660576,-42.4684530901294,114.68442433802706,B,158.03001505356727,D,E,E,B,E,0
Male,69,Other,Bisexual,46.31816627291474,148.65633354964874,D,-143.14299932251404,25.850914334691392,30.08113567422101,234.4808003951091,E,-18.094146952310144,C,C,E,D,B,1
M,60,Mexico,Heterosexual,7.09644079907539,122.76968949247681,C,-127.85217152492763,50.3294342819797,29.547128365842745,-79.11522436579853,C,57.80048779351794,C,D,A,A,D,1
Male,43,Germany,Heterosexual,47.179298922419946,-24.165380290072775,B,98.21548237385917,77.35151922410822,-86.30479494674519,-132.93226072410948,D,4.731376430174475,A,C,C,B,B,0
M,18,Brazil,Bisexual,-42.10151554175255,-42.40338227201179,B,-14.036375382140069,-76.64019607309434,-67.39302420361392,-56.6870578158334,C,-8.052371789121612,B,B,E,C,C,1
Female,70,Brazil,Homosexual,125.80898101048392,159.08279991620248,A,34.2118142930133,-112.12678570205537,7.067847889206277,95.64470503193493,B,170.01853606430902,C,A,D,D,C,0
M,73,Other,Heterosexual,5.623940795732205,-2.238756901751384,E,141.82719978641543,-43.45540123108801,-76.13338402917738,22.616611553513664,E,-88.66731092160387,D,C,C,A,B,1
M,79,Brazil,Other,-55.056396048752774,-33.34311459415964,C,-109.21735187263542,-213.2229223348292,-41.245583756063354,74.48213865564726,D,-98.35460561586862,C,E,B,C,C,0
Female,51,Mexico,Bisexual,113.03861961420256,148.4545274459278,A,41.40143509931871,-63.76108978141328,-56.633251846943885,-121.20466406288095,B,-2.0298026982825372,D,D,C,E,D,1
M,66,India,Homosexual,56.74919124521735,160.75453527172547,C,-73.66072076263491,-13.938578048245928,69.5998957229367,-131.3539304676908,D,-33.49115950142229,A,B,C,D,D,0
F,24,US,Other,164.09973766740399,81.40860637960391,A,125.06692553272363,129.29035153309547,112.4128632574537,122.13179298872632,D,194.37957786990165,A,D,B,E,A,1
Other,33,China,Other,25.459326469796007,-129.4012577825589,C,10.279617505825717,-172.40773035850816,-103.72314026269997,-27.52545894797921,D,114.65988659931676,D,E,B,E,C,0
Male,22,UK,Other,53.51563653249466,87.21168026565316,A,-73.08364834826196,-84.01715286631813,-39.80182911792024,76.47921391918638,C,63.78838813497919,B,A,C,B,A,1
Non-binary,37,India,Bisexual,-3.3727324509446577,-44.26415392210523,D,-64.40702226375036,-34.60172042611757,-74.82546839711053,103.41461885408711,B,211.69467679871548,B,A,B,A,C,0
Female,74,US,Other,-202.55630686138707,9.696373388929732,D,123.72446094563048,85.94283546895926,9.945779363629924,54.84151844971945,C,242.53474186476694,A,E,D,A,B,0
F,36,China,Heterosexual,44.989695551891614,53.48175166654221,A,89.22856836430398,-63.32486480443168,-136.90075712453677,31.27803666697815,D,87.67124115604119,D,B,B,A,D,0
Female,40,UK,Other,-23.327942289936924,84.58197097926544,B,83.22350733484936,156.24571078337334,172.9887547463634,78.45177515517922,A,-157.72863092847453,C,D,B,D,D,0
Male,18,China,Homosexual,113.85272923360871,-116.1768478581371,A,-127.34958226392379,30.60349224772568,69.93637547955612,101.38760446289578,D,66.28201175195014,B,E,A,B,E,1
Non-binary,24,Other,Other,-90.7958648929667,-108.10772232726495,D,2.723770780731458,-119.2982458770994,71.45516264636282,66.90503327451509,B,-209.02729809145387,D,E,E,B,D,1
F,39,Germany,Other,219.33422901801714,-17.117197904341396,C,46.31455324224878,-193.1042573239276,-73.259547597622,-49.31394788482852,E,188.0796863274768,B,C,A,B,C,1
M,47,US,Homosexual,-30.572051263406617,-31.73709815327458,C,137.8056148747401,3.0633237919820973,-100.55674229718836,158.073326325341,C,-130.02078231410405,C,D,B,D,D,0
Female,73,US,Heterosexual,-299.2087128953927,-118.39838005235987,E,104.81221850911399,-9.019684046533614,19.15205222515906,91.42572665347606,A,18.665724333115204,E,E,D,B,C,0
Other,63,Mexico,Homosexual,92.00839226291785,-13.454671206368932,A,51.250221267194476,-151.14993473749834,-65.91075076389255,-34.02523672114726,A,126.40680812474274,A,B,B,E,C,1
M,74,Germany,Heterosexual,-41.23089133661219,-88.42988095123249,A,24.71509874746154,18.284253230061083,13.755994111510631,32.39588666358634,A,-1.7553330243999914,C,A,C,D,A,0
Other,67,Brazil,Other,126.96328091964408,-48.345133504145906,E,95.11345146841815,89.9429610202327,-20.56806111631998,61.28305164888951,B,112.65866292216347,B,A,B,B,D,1
Non-binary,48,Germany,Homosexual,82.66253424706642,23.9812834093329,D,-77.35902246427506,47.48134312759289,-19.83714478359087,-115.39222051772529,A,-353.59226653523376,C,A,A,A,D,1
Male,67,Mexico,Other,42.771662662525806,111.67189522042058,E,11.963349892240723,45.79961482047393,-120.57659052265221,-64.5217260776137,A,-21.431378870556202,E,B,E,E,A,1
Other,29,Germany,Bisexual,67.95831353540918,-62.96240836530834,C,-63.84207880019278,25.17255702784485,34.62725983715239,-85.88576988113593,C,86.76429745689165,C,B,D,C,E,1
Other,52,India,Other,-211.00429378117016,9.859733149598084,D,-129.4047434183277,26.40042422025864,-54.1583036889992,21.221015194497706,B,165.91663471617002,B,C,E,B,E,0
Non-binary,67,Brazil,Homosexual,-157.39513822229068,-147.93072267894595,B,12.45268297380641,8.182258556414904,-85.63115898550258,28.08162331197184,D,110.98065877800084,B,B,C,D,B,0
Male,39,India,Heterosexual,-21.93343605240317,-168.47846352168904,A,-9.208368052698864,6.409155153969917,108.17577175697059,-46.73286632171785,E,-21.40016922620383,C,C,D,E,E,0
Male,24,Brazil,Heterosexual,167.59476518628625,-166.44936970496587,D,-57.78302884760209,-229.1821423281563,115.5764524478977,65.243065495251,A,-35.53347354164795,E,A,A,E,D,0
M,38,China,Bisexual,-95.61823155756298,250.78762516842082,A,-88.6741265673356,29.74158450904996,-11.610129091382131,-4.936513129717842,E,0.42418824111428627,E,A,B,C,E,1
M,35,Mexico,Heterosexual,-211.13359615710846,32.01890500720124,E,-18.442002829297802,-128.6001165934638,-31.513757519275554,-34.08765754163485,B,3.9303151372746785,A,C,E,C,D,1
M,59,Mexico,Other,-103.65035004739866,-203.17535913957326,B,-32.793542685099894,21.472224957380334,32.05860450065119,38.224803084337516,A,122.97934870231553,A,C,D,E,B,0
Male,35,US,Other,225.64575652099816,-55.30592489401662,C,-169.42551729866682,75.76678276716818,51.828025470254424,-56.679290025455785,D,49.11152974481895,A,E,B,D,B,1
F,58,US,Other,-45.61787749863119,133.9686438636689,A,-65.28978275024963,-141.57148377793428,-227.68532125840198,0.032737770092098877,E,36.67376427772228,D,B,B,D,D,0
F,73,UK,Bisexual,17.567382096216953,-180.11917998825282,B,-61.652959965719326,36.382232594310075,-89.09716422752192,-27.30854742499438,E,102.55902141842192,A,C,C,C,A,1
F,52,Mexico,Heterosexual,-238.07459389333468,-91.59568653589524,A,154.0650337819266,-74.24925076724018,15.74848878876353,-38.63282171647377,E,-57.85518391775374,E,C,D,B,E,1
F,53,Mexico,Homosexual,28.36650325926992,167.69192009646676,B,-80.99182843064419,130.7514939732624,82.66978366820695,-59.87464927731676,E,40.44514254650332,A,E,C,A,C,0
Female,49,US,Other,3.144246566374637,-67.40847840302587,D,-61.562770572829336,46.57503585273542,-59.62782353801709,-16.609405584241053,D,-29.65603165641106,E,D,C,B,C,0
Female,24,Other,Bisexual,-70.44175793765007,59.871434911490205,C,-32.059536664611684,-138.50510240396463,-172.38929461969354,-161.87693414777758,D,-51.611803099211464,D,E,C,D,D,0
M,46,Brazil,Heterosexual,-52.097109385363574,-113.08287530351866,A,-72.67837564544912,6.5675792868139435,39.53456068517915,35.31659552539545,C,32.77313926493217,B,B,B,D,B,0
Male,44,Other,Heterosexual,-124.89215412136028,-23.160426665337226,D,41.55047461003905,34.14124634301988,-83.297165882766,-118.84016111539447,A,183.83293842296638,D,A,E,B,A,1
Female,21,India,Other,117.62122522869424,89.18263713178064,A,-4.341412473959356,-256.6315887056012,-40.31799667077988,-90.95257490165572,E,43.59268023884974,E,D,D,A,C,0
Female,26,UK,Bisexual,-113.51053478010316,71.66262099997307,B,-43.018313929414774,203.65994207482711,-179.83849141453013,-147.95074231133876,A,76.5369798426184,E,D,C,D,A,0
Other,18,UK,Homosexual,-4.191278790077888,-8.042294049152886,C,-60.90869190883914,-19.31164501854525,-59.324206007277155,-30.090607159095363,D,-0.6305463799105806,D,B,A,C,B,0
Non-binary,35,China,Bisexual,63.77845169129057,112.19638782167198,C,5.616744584885684,-14.262774198427278,-14.547478576155907,78.73912392298263,D,21.920490620516993,C,B,E,D,E,1
Male,70,US,Other,-10.360388658416603,6.2632914718684916,E,-117.23093909008907,3.089654887754403,-74.32969814990578,211.19201512245098,B,-80.12936849661666,D,A,D,A,C,0
F,61,US,Other,64.1410431602243,-146.04070796443548,A,117.04865004671268,135.09868553319785,-279.12490367769675,27.171125295683968,A,93.11330206628445,B,B,A,B,C,0
Male,31,Other,Homosexual,-51.04158334081183,-134.1122833728073,B,-27.966096549922824,-181.7645068289471,17.768341828044523,20.598013224292142,A,-185.14178604033413,A,D,A,C,D,1
Non-binary,44,Other,Heterosexual,78.66978639875991,-58.78593102310483,D,-155.747758775522,-146.68367586426464,77.98513831513864,209.52759892896987,B,174.49323835494818,E,A,E,D,D,0
Non-binary,52,Mexico,Homosexual,37.664718775781694,152.80327565900095,B,-327.1089529716882,10.927070709043836,54.0656094211847,174.48913856180533,C,-89.80408690459633,A,E,D,D,D,1
Other,45,Brazil,Other,50.83406109037776,84.48504519938413,A,182.35697146814275,-59.226176368047255,-9.169558461898333,-132.1238487328341,C,-62.48476842656881,A,C,E,A,A,0
Other,60,India,Bisexual,-17.660476056504486,154.86046424889216,D,48.21055605992949,-99.13604267548922,84.31015302117481,118.53946209525694,E,-166.72691168314364,C,D,C,A,D,0
Other,45,Brazil,Heterosexual,-105.3217930638266,-78.36439186303427,D,-43.611847507658375,69.320010833459,101.82127157831371,48.29676155022572,D,-11.7782244026055,E,D,E,D,B,0
Non-binary,54,China,Heterosexual,-10.427321830557688,-16.636222845478272,D,-55.80169950572992,-68.84217051276639,103.65271373122968,-176.73009976800998,C,-4.079145448339304,B,C,D,E,E,0
Other,20,UK,Heterosexual,-35.45647147800277,-14.30762863462781,D,20.29247236756719,-56.50250161114852,29.761997222309454,-92.2962340034977,D,-156.0518129015665,D,B,D,B,E,0
Male,21,UK,Heterosexual,-22.588909041171313,-133.36153146640558,E,-74.85107748437692,56.05350521040015,-137.36335962794553,-18.33127448894796,B,-118.50905340923705,B,E,C,A,C,0
Male,30,China,Other,-34.136977712691255,-208.49972200789125,E,-39.6327757193084,-15.955461629093309,113.62482705938926,-94.99156479273965,B,-126.13311382770978,A,C,E,E,E,1
F,50,Germany,Other,85.16530607149171,-45.483459474875254,B,2.8501566809055205,83.7632740064499,19.230655255458462,31.623265568972037,B,121.04061794298914,C,A,C,E,D,0
Male,26,UK,Homosexual,224.55263015860737,-4.4085087507425404,A,157.85652757994572,228.74029327606755,98.12618946711301,-126.25618202694262,B,-16.04872005597041,C,B,D,E,B,0
Non-binary,76,India,Homosexual,14.695901419615215,79.66444549467191,C,-102.63294971430032,-1.5268994867963626,-92.3053825659984,11.363262830373527,C,-83.13183972705474,C,E,D,E,D,1
F,67,China,Bisexual,-64.19939465282066,-16.35955793594046,E,-55.76213613153351,137.965064778491,-8.786680816916956,191.400046263707,E,-82.23464251300986,A,D,C,B,A,0
M,79,Other,Other,116.68574705147176,-46.2562234927134,D,-68.91352647180365,88.31555659877395,-190.13843932976314,-109.64133012977186,C,113.45125183033727,D,C,A,E,A,0
Other,74,US,Other,-86.84454417159493,-132.24341685451628,B,77.22226813255324,-34.26911068194558,-3.3514367995017453,152.52338373269748,E,23.480558073457253,C,C,B,D,A,0
Other,74,India,Bisexual,-108.41645966857686,7.412830796776711,A,-89.75656743239931,-17.622513550988835,11.235246325029467,-64.38285177183951,C,-2.625672831846201,C,D,D,E,A,0
Male,51,UK,Other,127.48272515219068,212.25229299354655,D,-59.77934733439273,91.46739249503307,-61.817340367356785,81.15590689756516,A,-196.29020130208283,B,C,E,C,D,0
Other,70,Germany,Heterosexual,-91.9181328126712,42.02683098165123,D,36.64846294619999,132.18082387001016,-92.18804863629086,-22.47679018540568,E,-119.90612070212198,E,A,D,C,D,0
F,56,China,Bisexual,18.683297104993578,-261.9623329104487,B,72.86334966805714,114.54536376393503,-30.133275975803237,91.3330769294033,C,-130.5977128260364,A,B,E,E,A,0
Non-binary,58,Other,Heterosexual,-46.29749480615576,-56.78474843047368,B,92.19194123605908,74.55220394534575,99.2199011674015,221.8742039792872,D,37.476685067757955,A,D,A,B,C,0
Female,79,Mexico,Bisexual,254.53812840583447,-13.09596973687789,D,-101.72523699812517,87.0143355301021,-108.48364207267855,-29.991985580965014,C,74.66310364893664,D,C,A,B,E,0
M,26,Other,Heterosexual,4.137958139766283,99.73536244498764,C,178.43053774849247,-36.15577800242195,32.49060588499586,-56.27025999516342,A,141.76066941172465,E,D,C,D,B,1
Other,68,Brazil,Bisexual,261.5629488127335,23.917350135253113,C,21.346191926553935,175.80479594057036,22.683760737571788,-48.866832771667546,D,7.955540293401057,D,C,A,D,D,1
Non-binary,38,US,Bisexual,-42.696840339847945,99.60141220559818,A,-60.18478217385762,183.82697346244822,-125.00442578643529,-114.55103931656376,C,-87.07591438834757,A,E,D,C,B,0
F,63,UK,Heterosexual,80.54398147084349,81.11483533064488,A,-39.92938614417076,76.6070999337168,-103.61270300264187,-3.985501612176078,E,-82.57716710193588,C,C,A,E,E,0
Female,70,Brazil,Bisexual,-77.74847239207038,129.5823759540679,D,233.2892070947432,46.703204854122504,-204.4476110998664,142.69307653980965,D,-92.8170742277718,A,A,A,E,A,1
Non-binary,18,US,Homosexual,-41.49734659526648,-1.8092779215836734,D,18.256935642238954,168.55673016702644,-46.800432285052445,8.158945218217765,E,-13.941472956519585,B,A,B,D,D,1
Female,47,Mexico,Heterosexual,-73.70792482496772,-29.314896914015044,E,-65.12953781730585,85.87737229961596,70.41181731797168,221.42649617776593,A,-26.435316317886603,B,A,E,E,B,1
M,19,Mexico,Homosexual,73.31884982172384,131.02859279947268,D,-197.98953284988238,21.997174387634928,69.2096971924054,-95.13235478864462,E,-247.43812210323406,B,B,B,A,A,1
Male,78,Brazil,Homosexual,16.96622171934419,135.006734876496,A,64.12930173925253,-110.27214565398657,36.666480575190086,-12.411653091964345,D,-35.68865064658194,D,C,D,C,A,0
Male,31,UK,Other,66.91318751850936,100.1987813418658,E,-102.8988113346683,-52.7395296527884,-14.741387605924372,-186.78502662033569,E,105.47463707720668,C,D,C,D,A,1
Other,61,Mexico,Other,44.764888468991984,-15.339373683351212,C,-2.261590921889386,129.792228304382,-35.13803255265936,-151.39584137513936,D,83.0462337284656,B,D,B,B,C,1
Male,78,US,Bisexual,-94.68360185044078,-101.62474607952656,B,-15.872021061610987,109.04895398256136,-64.68571211150143,-32.247963684529765,B,-87.79138127616449,E,C,B,A,A,1
Non-binary,62,Brazil,Homosexual,194.10965048753152,52.299611473464836,D,264.59634001390293,-40.60961479981693,-219.8707776594111,231.02180929825624,D,100.42035649228849,E,B,B,B,C,0
Female,48,India,Heterosexual,139.7197647889751,27.298089840519467,D,90.28696651483654,-50.27660991605977,-171.1134957816373,-39.84831038001806,E,48.695857958026224,E,B,D,A,A,0
Other,54,Brazil,Bisexual,38.125815334347564,-4.0474858225133765,C,-153.52263996631686,-176.24391189412972,129.2418146471157,69.06714743799343,C,-46.11337277858733,A,B,D,C,B,0
M,20,Germany,Other,-26.49767927972208,33.3664479103204,B,-36.24316373281333,-80.67920038963182,-43.53094414541946,-63.81303425737952,D,-56.69585126371626,B,B,B,E,D,1
Male,41,China,Heterosexual,113.66517296309064,159.4624663629371,E,67.36515444245353,-22.157349108195763,-10.157200106893546,-46.30225722670666,C,-7.744458715796074,D,B,D,E,B,0
M,36,India,Heterosexual,-11.054235095087492,191.940574917974,A,17.32365582405686,45.09709099225916,50.55299131930215,-45.56788074537129,A,-28.989032282000377,E,C,D,E,B,1
