religious_affiliation,married,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Hindu,Widowed,Hispanic,73.14012404208168,D,113.59009791885633,B,17.233158052512852,A,C,E,74.97053131674221,A,E,C,46.522278240596805,-28.146734339328,1
Muslim,Single,Other,7.176225963418871,C,-28.763917531200867,E,-29.1264621460493,A,A,A,221.2661587378137,E,E,D,-104.63136429403875,39.212285403468904,1
Buddhist,Divorced,African American,-2.6284514500455147,B,-84.41937801687158,D,13.19491016552465,B,A,E,-57.94603290164895,B,A,C,-31.324368368071028,-3.1548924744180695,0
Buddhist,Married,African American,187.36426528893693,D,-99.51626162924708,B,41.69917067203115,D,D,A,118.6308758638458,C,C,E,124.59616246576061,250.78281539852094,0
Christian,Single,Asian,157.35385096284685,A,-7.894833540103013,E,-103.24248163836675,B,B,E,40.23089227215925,C,B,B,67.37500706382717,127.32088209263533,0
Buddhist,Divorced,Other,-93.78983505510755,B,94.03333031899751,E,94.17080272456579,A,D,D,-17.012615726448825,E,A,D,-27.112198505791614,19.29835375757393,0
Other,Divorced,White,74.36497785245314,B,187.84079386720245,B,-18.989533861136056,E,A,E,13.556411876370358,B,E,D,-141.8083988213981,-3.7984314988287213,0
Jewish,Single,White,-198.51707975657183,A,151.77291407498595,B,-71.38998116230267,D,C,E,-50.080326179892054,E,E,B,32.558289258026036,-22.027888383237748,0
Christian,Single,White,-67.58320570307497,A,-54.19964293268392,D,-37.34157854516986,E,A,C,-155.95704092508512,A,A,D,58.88969794272886,-194.26320922395414,0
None,Single,White,124.68635833122907,C,-20.743224161121073,A,-33.951391506823356,B,D,C,-16.901142391053405,D,B,A,-148.3799053422518,-42.001718334186265,1
Buddhist,Single,Hispanic,191.50982292983656,A,-100.19535664061539,B,-90.64590874554506,A,A,C,-11.608661197868836,D,A,D,45.45083391252606,88.36901347204267,1
Christian,Single,Other,-65.9918882922139,E,-134.50662507277207,E,-215.22247002583956,E,C,B,20.495551880896517,B,E,A,196.78425213133818,-110.62778408838385,1
Jewish,Widowed,Other,-138.48488700496966,E,211.14453891307514,C,104.46797759648479,E,D,A,-0.2724728401812661,B,B,E,-8.16012942600173,-16.53332144838809,1
Muslim,Married,African American,-22.211337196674563,E,-74.47951656830007,C,-110.32286266380169,D,C,B,-115.37301897957634,C,C,D,15.550609158918785,-194.67487903581642,0
Buddhist,Widowed,Hispanic,-102.30740799300733,C,-140.34022144256704,C,-44.17137668531813,C,D,C,3.128508902468131,D,B,D,40.213346824715714,124.39367557042782,1
Other,Widowed,Other,-38.29953853511242,C,-92.96428319156148,D,-49.76939861398699,A,C,E,-100.77320280170754,D,E,C,-61.625347165215395,-11.955069411457266,1
Hindu,Divorced,African American,92.44719875080816,C,270.16884354446466,B,169.06730248756728,A,A,C,14.094332877721918,D,E,D,-7.408123155373423,52.958743124834385,0
Muslim,Divorced,Black,100.21190724999975,B,89.64654606300621,A,112.91347296906169,D,A,A,-171.26304087911885,B,D,E,107.85760089083334,25.525988491372882,0
Other,Divorced,Other,37.298739516817726,E,-54.69435957117912,A,-63.91037799275152,D,D,E,-37.435824661937176,A,B,E,145.37354214978174,-92.77581003052472,1
Buddhist,Married,Asian,17.745201362455372,C,-57.26662886286549,A,-24.882304202089443,A,E,C,19.070602843891525,E,E,A,-48.4957257999776,-91.53976318935823,1
None,Single,African American,-22.898823801260523,E,-142.7412191770498,C,212.21430767879278,C,A,C,223.08156900072387,A,B,C,12.736284817671011,9.44753366314771,1
Hindu,Widowed,African American,1.3376034313762626,A,-63.81885079948607,E,29.538095416726286,A,C,C,73.1817712983684,B,A,B,-91.90044427118075,74.6913870538053,1
Christian,Married,African American,-51.48500784370056,B,14.423662724200248,A,84.28225575726425,D,E,D,30.61184924742044,D,A,D,118.71702746591559,2.949274154210226,1
Jewish,Divorced,White,156.01017559460374,E,116.6278345705657,D,182.33768677714903,C,B,A,31.92430725711018,B,E,B,-34.18998652628801,-202.84804138356765,1
Muslim,Divorced,Hispanic,-91.75567200694609,B,22.576132002560108,A,-17.437417640736268,E,C,C,-57.40725096859488,C,E,A,128.4376477980652,-148.08824713051678,1
None,Married,Black,-121.47738981414815,D,60.76589950884933,E,102.18242219732201,D,D,E,108.90879001318163,E,A,C,133.50793368390356,-119.4241581786103,0
Jewish,Married,Black,28.014541158441354,B,14.053867326824705,D,-18.193698309250525,E,C,A,-62.12790967675167,B,E,A,-241.7257016439675,11.66077027015464,0
Christian,Married,African American,155.40088562714664,A,5.052326246754711,A,-32.51604880865012,D,B,D,-62.43738626325873,D,E,A,65.6067583008071,-189.7742820645194,0
Other,Single,Black,-92.71810955595991,A,-11.182036113876148,B,-147.82436557993287,E,C,C,-46.59869339303696,E,E,B,-102.92866934864611,-74.02214796560894,1
Hindu,Single,Other,-101.13199120820026,A,-11.981607791024226,A,36.86847174585062,E,A,B,0.8447802024978874,C,D,B,160.802437334738,-156.12946743733173,0
Jewish,Widowed,Hispanic,-51.534919848085735,D,22.062186775064788,B,25.791855374941008,E,D,B,306.1678366083652,C,D,E,50.9507375519998,279.8649148923756,1
None,Divorced,Black,-111.01765204506,C,-16.62556846011356,A,-43.03711816467369,C,A,E,167.95804366965314,D,C,A,-40.674231462981204,171.21682956374974,0
None,Divorced,African American,-43.965100975970664,B,-9.041015088655449,A,190.90841971498605,E,C,C,111.57677985240238,E,B,D,-170.94749718137882,-68.29346137229402,0
Hindu,Widowed,African American,-34.83516414184204,A,51.660474922445445,B,79.35301928832547,E,D,E,92.12105211583311,D,D,C,-60.829632354965824,-120.54464845409751,0
Jewish,Married,Asian,-133.9294057170198,D,13.025400293259482,D,-99.71377712206954,C,E,C,94.17256415177042,D,A,A,211.12363286804774,28.451333875433075,1
Other,Divorced,Hispanic,11.156834825941173,A,27.949841740839084,C,-149.575827533798,B,B,B,-74.80788473733047,A,B,C,-27.15507840369974,-61.71292259979444,0
Muslim,Single,Black,269.71776501671786,A,-8.823094127541,C,-260.35404818294836,C,A,B,-139.3263496304364,E,D,B,-33.61082424468811,0.9827711967835223,0
None,Married,Other,7.525937399037458,A,-16.40075164484532,C,-70.41213872445415,A,C,C,-81.44365198192777,B,C,E,-31.85046149950489,165.0069165479644,1
Christian,Married,African American,-95.97209906919485,A,12.427978678709714,E,2.347444201258154,A,A,C,-28.33080694742462,A,B,E,-54.17665253368775,-29.18859222038956,1
Christian,Divorced,Asian,94.45277546503493,E,-10.537855991626392,C,-10.945593652182717,C,D,A,-103.78004061517308,C,D,A,-5.891954899450218,45.372006450373775,0
Buddhist,Widowed,Other,-26.23162481804744,C,-234.26092324232206,D,-49.12471981897548,E,C,C,-72.20195960208287,C,B,E,81.98532641587659,91.6617233689363,0
Muslim,Married,White,-14.482489022847089,C,143.47802550942112,B,18.357652253075535,D,A,B,10.082428217996236,B,E,C,-29.419947527537417,110.924879409977,0
Muslim,Widowed,African American,112.08923874462242,A,-116.51411273460877,C,166.5537603575858,A,E,E,316.1877391345067,C,D,E,120.11238005820442,-69.45291264065516,1
Christian,Divorced,Other,28.264754993234085,E,-76.54662239091078,B,-88.61162203686985,C,C,C,157.5387016233735,E,D,C,-138.37757693796567,159.29810097436012,1
Muslim,Widowed,Asian,264.53845537992373,E,21.21936495014308,B,-164.91142246654843,E,E,C,74.34316482201037,A,C,D,103.2168031706915,-127.0581871730585,0
Muslim,Married,Asian,55.052188746088035,B,105.97474866401697,D,-249.51559389426293,D,C,D,20.488086997324054,C,E,D,166.03280043345222,-173.61956738763192,0
Jewish,Married,African American,-140.69459804254117,E,55.838587781416,E,-38.12642557140792,A,B,C,-14.611864956785272,D,B,A,125.20958458435365,-106.3078817984096,0
Jewish,Widowed,Asian,22.129690349694705,A,22.20049409853265,E,86.82702737285997,D,B,C,199.95306467041124,E,C,C,-190.35991636401636,-149.52902498471684,1
Buddhist,Divorced,Asian,59.122980772328525,E,63.443990506096746,C,264.3056898591729,A,C,A,86.17235377659196,B,A,D,-38.42024738242716,-181.48039726558434,1
Christian,Single,Black,133.27537133819936,B,-27.82945367436507,C,-31.827436999310716,A,D,E,77.29746460323045,D,B,C,48.040408070721654,-128.99257825208744,1
Jewish,Widowed,African American,7.123095387916869,C,-112.33410682876293,D,-151.29460392915303,B,A,A,35.434039661776836,D,D,D,-35.33215709789751,-4.45792945614472,1
Muslim,Divorced,Black,-75.69331061310642,B,-107.87214354880348,C,51.164428141017495,D,E,C,-29.235884667653668,C,E,A,105.50332143621671,-106.12144193643303,1
Christian,Married,White,33.43703485315351,D,33.69586757773412,B,0.5712622992258907,A,E,E,136.87854002211031,B,B,A,117.79425964778845,-50.50623053320486,1
Jewish,Single,African American,-33.21129478454585,A,8.859537508477496,E,-177.25378480139065,C,B,C,24.87708865879626,E,A,A,22.87402249872769,135.9458110352544,1
Muslim,Divorced,African American,63.57724089200033,B,10.619916500620258,D,-9.058730793077187,A,D,E,-126.91405020207552,E,D,D,-17.780381506265087,120.24297143532456,0
Other,Married,Black,-45.481166588310636,A,-71.35288623465374,B,-207.4899354273921,A,C,D,22.746029160983188,D,A,D,59.8890915653626,44.27121635442286,1
Jewish,Married,Black,88.64429259475348,A,103.20907241209716,B,-9.023849056356953,D,D,D,160.97861319092362,C,D,A,11.637782002627503,-95.79101781399343,0
None,Divorced,African American,-33.55890844795391,D,-14.019642015880788,E,-30.020073953969266,C,E,C,97.33051776579212,D,B,A,-71.44876866435871,83.61653492811979,1
Muslim,Married,Asian,-82.87445505243063,C,64.23561298242352,A,116.40307144023589,D,A,B,-61.28904484451384,A,D,D,-174.19997867308373,32.7769808506916,0
Hindu,Widowed,Other,-45.43149183593881,A,-93.09858643823209,D,37.90341508442997,C,E,A,-117.60542507952042,A,B,E,-54.86364011142169,61.57222560231378,1
Other,Divorced,Black,7.241684670563754,C,24.08880282068244,B,69.52229998339625,C,B,B,27.851656578333085,B,E,B,-72.23989054421851,27.376765398531127,0
Muslim,Divorced,White,-113.56468959612349,D,-69.37947175225236,A,34.632932003777995,B,D,B,29.125491982802,A,E,A,-169.18006109709503,45.90696003215429,1
None,Divorced,African American,48.55311283055758,E,-8.920415230405549,D,8.237977661980695,A,C,E,-60.748689241024046,E,E,D,80.43131401528625,-163.5582670033833,0
Buddhist,Married,Asian,9.308303417291457,C,-34.50597309420638,A,-7.188600182270307,B,C,C,112.41046390811404,A,B,B,11.909884053740923,-38.146772520586545,1
Hindu,Single,African American,56.22514260573289,D,37.83639210415758,E,-30.580437016536433,A,A,D,-8.819055678520588,A,E,A,-176.05533179299067,3.1874948225038495,1
Other,Married,Asian,-74.06277509992745,E,-9.08597522214059,E,-43.661550458180685,A,B,B,74.65164938022517,C,C,D,24.886168133907347,-29.64423172447224,0
None,Widowed,White,141.64376296590515,E,90.98311816801277,D,-4.711991155523231,B,C,A,37.90008872532605,E,C,B,-1.83718069888706,-35.101116389035134,0
Muslim,Single,African American,65.25619760309588,B,172.8266074967223,C,-222.07188786384427,B,A,A,42.85145431411749,A,B,B,78.03123652688592,20.233124335114404,1
None,Married,White,0.7920117306578558,D,-32.490840039696764,C,-1.5345752517933822,B,C,D,-15.945093256276621,E,D,D,123.31507313229287,-32.500528067585314,1
Buddhist,Widowed,Black,-115.40148499326344,B,-151.3937529888014,B,-148.54759051330643,B,D,B,182.6714415200925,E,B,C,16.243774716472785,78.07763193352011,1
None,Widowed,African American,45.22222862941823,E,87.09381264519719,E,-157.85724828700452,E,B,B,-127.39637407976264,C,E,E,-129.60599468492438,38.49501091828652,1
Muslim,Married,Black,155.72979927629186,B,194.19029132646818,C,-46.21171308610229,C,E,A,-56.09782911601614,D,B,B,-72.33396177251156,57.74361591198728,1
Jewish,Single,Other,-32.27543645816065,C,101.55776705006487,D,240.6947051907465,B,E,B,-71.63246553872675,C,B,D,-83.97474569900662,-119.05274678186646,1
Buddhist,Divorced,African American,43.88889582747314,A,64.25939499175031,E,15.458123999638959,A,B,D,74.84067007472494,B,C,E,-123.54284205060546,54.00766201265667,0
Buddhist,Married,African American,-41.90097645307691,C,9.752545865124876,A,-12.54468589705158,A,A,C,-31.235954601086757,A,D,C,113.98394427450552,31.494702062912545,0
Other,Single,White,36.14028640596733,E,3.6668729725241738,B,7.199361622024755,A,D,B,148.16005854236064,C,A,B,-158.33094021945425,83.7244625655057,1
Buddhist,Single,African American,63.258023690889985,C,-5.822185510950445,D,-105.0282839115394,B,C,D,-136.2477533342315,C,D,B,60.584900062915914,34.10519362554075,1
Christian,Single,White,-15.921910401881178,B,-32.4664482325334,D,75.88068941333938,C,C,C,-7.98550280924257,A,C,E,19.26292503804769,165.76231345622153,0
Jewish,Married,White,-85.54402300885532,C,181.06630009695974,B,-24.011928138351692,C,B,A,11.827637568849495,C,A,E,108.96753169822266,-114.64326751872156,1
Muslim,Single,African American,-18.818772640488366,C,-91.26970727991099,D,72.47795464058241,B,A,B,-106.44113426353681,B,C,B,-160.35571429841949,71.87206956208951,0
Buddhist,Divorced,Hispanic,48.42526828522257,B,24.099816569943037,C,-45.580125684924646,B,E,A,-164.68556472109458,C,E,E,-77.01044666808895,-22.676844599569193,1
Buddhist,Single,Hispanic,-145.27740616992833,D,101.47095978079999,C,80.7991457415152,B,A,C,64.69052345263597,A,D,A,47.25323042423765,-153.2344361419046,1
Buddhist,Single,Asian,-97.4235081462202,D,-157.96956982948544,B,70.11541469265377,D,A,E,-112.57732069545403,B,C,A,28.61032741247154,-23.45757252576491,0
Jewish,Married,Asian,-49.8139763676578,A,265.63166760174215,A,-154.31625614675588,B,A,C,-238.59367004824946,B,D,C,81.60885009657405,-71.65702551736179,1
Muslim,Divorced,White,-87.67931825362984,A,7.139427595798206,B,-206.83837417506248,D,B,E,-10.321074682424834,D,B,D,-29.128457160637076,-47.978062649205796,1
Hindu,Married,Hispanic,33.71804133911685,A,-104.09469679006132,C,61.98917474946734,C,D,A,-187.8640899789734,E,E,E,-17.912439964855025,-28.029870649496814,0
Other,Married,Other,-139.45306409516306,D,7.464936135983481,C,-16.572591461818075,B,D,B,22.90516643941391,A,B,D,66.46181350552621,-83.57569852515147,1
Other,Divorced,Hispanic,0.64437340682727,C,101.92040000241968,A,-27.515224073669614,A,A,B,33.28352066884535,A,B,C,-39.968174072201364,24.10411383797969,1
Hindu,Divorced,Hispanic,32.2104342010221,D,140.23544961783347,C,41.21076390813867,C,E,D,-36.808094609499626,B,D,D,-54.84614415082023,-37.01690974601725,0
Hindu,Widowed,Other,146.80267584970176,A,223.10437272707816,D,88.59554559067173,C,D,E,201.3245104780914,E,B,B,35.94814787658843,-51.6952287547198,1
None,Divorced,African American,29.011098317305358,A,79.5632935742185,C,45.425447595564776,A,D,A,-117.7918988740152,A,C,D,-31.40355474976407,-162.25503095881558,0
Buddhist,Widowed,Asian,-173.72329668473685,D,127.64816232742619,D,26.66779639802574,E,A,C,-44.91635463098832,E,D,E,-65.57245697519092,-46.07343094644516,1
Muslim,Divorced,Hispanic,-125.99897019278676,B,26.779048185907005,D,-156.0786466081698,A,C,E,-262.5120253508978,B,B,A,-166.66378429871037,49.16392763565298,0
Muslim,Married,White,59.47884225964697,D,-33.44672842815903,B,-109.23515872403189,C,E,E,59.109860540302606,B,E,B,166.90591190671483,161.8919882919649,1
Buddhist,Widowed,Asian,63.83990634945389,D,83.95622214627501,D,24.694600201845095,D,E,E,122.78829794179806,B,C,A,100.33776658262656,-43.973716644573976,1
Buddhist,Married,African American,88.72887261532559,E,-10.475918690319833,A,8.995520004217202,E,C,B,16.16740414733783,E,E,B,-122.43866623757744,-150.83880510324238,1
Christian,Married,Hispanic,-18.6679933224325,C,164.42854837166166,D,-12.389254258499863,D,B,E,-124.58338544558008,B,E,B,144.62163390827865,67.18393006917773,1
Jewish,Single,African American,-118.23008020116865,C,-84.60975095565635,B,-141.1268833322711,A,B,A,-40.52757234264714,E,A,E,-61.44971454379162,87.29285896651464,0
Buddhist,Divorced,White,-52.761040196401446,D,38.102091139557594,C,-118.49755889639646,E,B,D,-80.51457877454078,D,A,C,29.061249093262276,-129.79257880282347,1
Hindu,Single,African American,276.3976043657549,E,-9.791916104608656,E,72.27278909170552,E,C,D,-14.352405267677106,C,A,A,-29.756283745132183,-313.70408768983737,0
Christian,Widowed,Asian,136.69828746298802,E,-297.07879883637975,B,114.85682746062542,A,C,E,91.9746341259979,E,D,C,-49.78307325955157,-15.50517204319394,0
Christian,Single,Asian,17.903639603029816,A,-124.38438304315665,B,-52.163740583852245,A,C,E,-39.994543034566085,C,B,B,2.7331660129002686,-32.44442988617101,0
Muslim,Widowed,Other,122.21627661494985,E,-115.73292294953477,B,-101.41361000240201,E,D,B,31.440284067989992,C,A,B,-217.099001686465,132.43121747720025,0
Christian,Divorced,Hispanic,-63.27707744658214,C,129.95339464187686,E,51.98221350712559,D,A,A,-52.195972119412836,D,B,C,282.85520800960836,183.32480007831177,1
Christian,Single,White,25.02635157161658,A,29.44755520488989,C,40.47806834395257,D,C,E,2.5869541699758662,D,D,A,80.35054070759331,-102.18994074494894,1
Other,Widowed,African American,-138.71976453155085,E,-96.92360647525248,E,-8.218050888363269,B,B,B,115.2805199676664,A,C,A,-113.63732740402124,76.7691757076099,1
Muslim,Married,White,103.13804852549235,B,-79.43088590277966,A,91.04721411945582,D,D,D,34.39312784991803,C,A,A,-15.901634765891695,-17.69280819610047,0
Other,Widowed,Black,91.56630996781546,A,-312.1824012805891,B,49.24976225265865,D,B,C,-48.03259902811559,D,A,C,114.77735125902642,-1.2266955363771859,1
Jewish,Married,African American,172.11278537558508,B,-69.75016138775823,B,134.039661146523,A,B,D,41.199833057204046,C,C,B,-19.24508365765881,45.662719652550074,1
Christian,Widowed,White,113.16962121579368,B,109.94111085002145,D,-77.08368487843286,E,C,E,-25.13227216797313,A,C,C,64.87774278671039,55.798971619342474,0
None,Widowed,Hispanic,-116.2922383025603,E,73.89009840407248,C,-38.105697488671105,B,C,D,280.78736726866214,B,D,B,30.160573857999413,-80.89960049718971,0
Buddhist,Widowed,African American,18.3678951959865,E,91.43657039610903,A,33.319763522025156,D,D,C,43.03057855211615,E,E,C,130.27156677182785,-1.9297604000210113,0
Christian,Widowed,Black,47.144305211115444,A,78.55967426863445,D,146.29512251988334,D,D,A,50.93588364550219,A,E,B,102.01091547725369,36.36366864719719,0
Jewish,Married,African American,-142.90114763767247,A,-200.30272270093704,A,119.51717299666089,C,C,D,108.82789950171252,B,E,C,172.3800777773602,-129.54642393563228,1
Buddhist,Divorced,African American,94.2190504560981,D,-227.30562126077416,C,-95.65979465799671,E,E,A,271.68672884186947,E,B,C,64.34188088121512,-100.50843886343816,1
Christian,Divorced,Other,38.14109017885732,E,-88.60805702875709,B,-74.5640877108644,B,C,D,101.99584291321209,B,D,D,-67.67157841435326,114.16249583928584,0
None,Widowed,Other,12.008426670066406,D,49.58950869919011,B,-225.5336123621162,C,C,E,129.36023822779688,B,B,A,-22.489918629359458,-14.968854850712003,0
Other,Widowed,Black,42.45480432525609,A,210.88131150607376,D,134.90726445981173,A,E,A,-1.456221780562879,D,A,A,188.16660176936665,-17.171662794979422,0
