religious_affiliation,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Christian,Single,-132.8709718065813,C,A,82.63360601658411,53.90740423493538,-123.18207860444899,D,-13.276712350360592,-3.776833678033965,C,C,2.0007206621470264,26.756818880619367,D,D,1
Other,Married,12.776389374876592,D,E,-39.69837759392389,-43.94836689497332,37.46473208652887,B,5.895200701946105,116.86970022155788,B,C,-14.551564894698437,-186.72707378657992,A,E,1
Christian,Married,-4.074012218310892,B,B,158.10230111643637,40.862180029861946,-52.81061976829895,A,116.82853948223206,-67.78458662565727,A,D,-132.40965323087954,18.29567542079826,C,D,0
Buddhist,Widowed,-15.674945357578679,A,D,39.5095886206563,125.61160977616959,13.784766577248215,A,-47.56919248337149,17.716575759004996,B,D,-88.41486286930017,50.115278239096384,E,D,0
Muslim,Single,46.24373533191755,E,E,40.6175575081041,-101.64637796287974,-81.67329637609612,B,-164.8467514713136,186.17037584070098,B,D,20.305618136638927,-21.606080799424458,C,D,1
Jewish,Widowed,-11.465621091222488,C,B,-160.1061341847757,-160.28257356914855,54.411843860753464,A,-40.66179826742163,-130.9131889484467,C,E,-44.957192895822985,-38.52711019049133,D,E,0
Hindu,Widowed,-109.0724815427931,E,D,-102.44251301390268,-12.184018269295862,75.57223124645212,A,-98.86913018550419,-3.34933657677794,B,E,-59.527236049906776,-217.49598775540156,E,D,1
Other,Married,-5.411158740707085,A,C,-155.63858707686046,73.9533816289137,-32.36045693299294,B,-121.56810523895048,-7.568509458127654,A,E,-28.637982656505745,-82.20095363030251,C,E,1
None,Divorced,68.56538181586849,D,A,-51.54866410019384,-71.06408491523294,4.50772726551714,C,-165.03301605649605,-96.26628585308144,D,A,43.59200850285042,-7.611560910717559,C,B,0
Muslim,Married,24.094388602451936,E,C,-56.70614496349396,141.0464158592897,-30.32430072497434,E,100.82341860900624,-28.315307940461672,D,C,-81.53659083924776,-16.946217947388092,B,C,1
Hindu,Married,-72.30116604168475,E,B,-53.51138284590442,166.38068570229413,-35.47043513388322,D,59.32374798402796,63.738192483445246,E,D,132.2608672192838,56.3850131864451,E,C,0
Muslim,Widowed,-83.65771063749614,C,B,-69.0788470944231,-202.64039028989203,154.3921563866474,C,-0.45355949888796,-11.404383089023305,A,B,5.942720539828613,-44.453241250640865,D,E,0
Christian,Widowed,125.99127439713855,C,A,-82.60764825723513,-39.852667324451865,-13.764413578235574,A,40.40666044133448,162.85825562339056,A,E,-107.26829939554692,-233.83630217032157,D,E,0
Other,Widowed,-20.10970743136519,C,E,134.46678891529774,41.4518430992229,166.2983944504575,C,139.8138754298488,-67.10333596910479,E,E,-76.5884694824447,-110.43692419155707,C,A,0
Buddhist,Divorced,-54.007275064309724,C,C,-95.69972067030224,-33.99757745023113,115.91925405911707,A,84.03479375384454,150.67667594711557,E,E,45.65406232210607,-72.49281015848726,C,B,0
None,Single,26.044948410824965,E,B,-89.24972757240724,100.81075618863358,-14.939037647998704,D,-50.840497453032384,-152.96376575419703,A,B,96.05924323935643,11.210218946640694,A,D,0
None,Single,-60.940491120645014,E,E,53.31786942600873,7.969097567787692,-108.25938552216078,A,-143.21967690814378,93.86580576058692,D,D,43.71036444845414,-261.58528962532694,D,B,0
Hindu,Single,192.51617703577776,D,A,10.163803315820779,71.4803671333533,28.367705766381874,E,100.44791757215705,43.5822953179626,E,C,-292.74109661587653,78.67126076510547,E,C,1
Buddhist,Divorced,-95.22407220862424,C,C,-137.8869005178439,-76.82461709493722,38.60564155118518,E,-128.93431745441677,-52.09808278548987,E,D,-85.46195512981286,-23.106966349939135,A,C,0
Jewish,Single,-134.96472162076543,D,C,-44.271655417017364,-32.097884963059016,98.58366075799765,E,33.9739969256768,118.1874698482947,A,E,9.089216820152842,74.60373556363339,D,D,0
Other,Single,191.68847220141515,B,C,-77.19554844980233,67.81381944675825,-47.20985175305953,E,-27.43139789418153,-10.968069664044396,A,C,-104.0119214592536,-9.156950103160153,A,B,1
Jewish,Widowed,-122.66570186658757,D,A,46.45972193080505,-86.44814813577007,128.80896867935724,D,-61.47594703559511,-134.9060180700255,C,A,281.10757544127415,159.57249691754473,B,C,0
None,Widowed,3.331839054191955,A,C,-44.95024340987138,-199.97132686914858,-108.63188684959691,E,-128.8577926011331,89.85756586263437,E,A,45.24407249305813,-22.996200037728183,A,E,0
Christian,Divorced,56.054743371414496,A,E,-184.28448579573623,30.44009499393133,-62.906367032772295,E,56.165078928046775,-52.75266861449812,D,B,118.25339446952255,106.3488328815583,A,D,0
Buddhist,Married,51.392233782563736,A,D,58.25589712646685,107.66277183158597,80.21175146234208,C,207.7724699251743,90.43671926494807,D,A,28.62206794575511,-18.147822364332207,E,E,1
Christian,Divorced,-45.46552070964983,E,E,-142.67535570483076,59.8175113050935,157.07097512856788,C,-166.99400183455344,62.865826636404606,E,E,20.085049169704106,205.74744351578235,A,E,1
Buddhist,Divorced,82.16196662004755,B,D,-28.969142478502206,120.43306343476429,-44.41275150451469,B,-150.84593518870568,-48.312191553743226,B,E,-31.21167483254206,82.74073129949741,C,A,1
Hindu,Divorced,-139.21788555854303,E,D,-162.7225397286386,-99.67812906441202,-116.9647405235724,C,28.46942563114765,-62.910506376458954,C,B,-73.10317940767067,8.522136787334384,D,C,0
Hindu,Married,66.98711098824558,C,E,118.72638689848884,-54.518050359094275,-49.248623228322046,A,54.49484460142238,85.41607476680123,A,D,-57.51357137820872,65.33612171011367,A,D,0
Christian,Single,-4.9639861541254175,E,E,-34.3257946339729,47.534639804395056,57.34249037244103,E,-112.49364714209875,-162.99423630152404,E,A,14.563102801799088,115.18643908572214,A,B,0
Muslim,Widowed,-4.289457367163397,C,B,-74.93688747837133,135.58716830759238,3.155033801198135,D,-17.194816739877123,-170.93526943907048,A,D,213.3179257180759,81.81824705399775,A,A,0
Other,Married,-9.147663622982943,D,E,-84.54300751091189,-107.55598632330612,-2.2893458728220017,A,28.76392048240221,-166.11527906395403,E,A,151.38033815663496,4.177622713927195,E,D,1
Buddhist,Single,-151.119498892971,D,A,-92.2045946833832,27.113027789821135,-123.56386712284844,A,23.53678260183067,-33.49141198783974,B,B,30.788665848371554,-73.83939972495313,E,B,1
Buddhist,Single,7.586456036842959,D,A,86.04881167243472,-117.64284049041831,-128.0077121429145,E,-22.73476743671995,4.171771178932486,E,B,-139.57720268305576,52.772707422252466,A,E,1
Muslim,Divorced,113.15452303736319,E,C,-198.7486532318869,-30.7495610510287,-118.22385610984807,D,138.39272462856002,42.86193835375598,C,E,-80.78311312660925,-146.7763970397556,A,C,0
Christian,Single,68.69537169823457,D,E,7.463038742205576,-80.12549978402956,5.762642733257358,E,-30.40827764620892,-138.42838487534058,B,A,51.54676832031697,0.4713125287970647,A,D,0
Other,Single,44.14801426833409,D,D,-112.42077806174282,90.68819779181206,12.056843774808772,B,-27.775472806887684,-199.10868165487892,C,E,28.81857170172492,-84.5805558175961,B,D,0
Buddhist,Divorced,-162.56437077963238,E,C,-83.41572728827687,-170.9492280433739,84.58642735298379,B,-83.74862425183083,112.72625096693343,A,D,-55.00523101257454,24.935713620444382,E,C,0
Christian,Divorced,151.10622136478204,A,A,0.8444791071328119,148.02868759160904,-63.82560767932165,B,144.64944526029984,-118.88040480973079,C,B,12.767735833540229,9.33157210010789,B,C,0
Other,Single,-134.52305941248363,B,A,-155.00621720519266,147.76541040328914,-60.398542801121835,D,-45.8840928448075,48.79772707109348,D,B,-40.79519446954455,-107.81516443655208,A,C,1
Jewish,Married,-17.964435736753927,E,E,27.08395683047387,-92.72130283660616,67.0986623921802,E,1.7427966775385872,-192.5620934391643,B,B,208.04026405548836,48.37439893674823,C,E,1
Muslim,Widowed,-75.74560352555989,B,E,-0.36803608090049394,-67.17365679721809,-44.83628144032556,C,188.10024873888446,129.7299501944752,C,D,-137.54170361113367,-54.340551878381326,E,D,1
Christian,Single,-45.67325104428178,D,A,28.917569414278688,-136.5684417317522,16.007474764895285,A,227.91580993717594,175.8938713380577,A,E,70.02599523791667,-10.527371003012624,B,D,1
Hindu,Divorced,2.612314072112805,C,B,-8.109031993086644,4.552331463180416,-104.64345669824309,C,-183.68209082326888,53.29070929961392,C,E,-28.589593267158893,-3.08486949783284,E,B,0
Muslim,Married,141.88871054610462,A,B,-126.84941465942514,95.30927882543733,121.5804510542117,E,25.386560103399567,28.222461506912765,D,C,32.56348018664635,-85.15098686341527,A,B,0
Buddhist,Married,31.190815418859664,A,A,-22.260955783693692,201.63173431940623,76.21542774500371,B,-299.1047534696937,-40.83610110207327,E,A,125.20704455937648,167.9325640219273,A,E,1
Hindu,Married,90.23089482682597,C,E,-18.613187039394372,146.8899793643039,-141.12994716132,D,-64.3052137295286,84.30541514579373,C,B,-65.53761463798544,-45.67161953994689,E,C,0
Jewish,Single,36.00525890729047,A,D,-44.007544108815345,-72.48191457014651,124.51852374280632,E,38.63694679318178,99.75580202703344,D,E,-27.31625617891425,167.61535254819583,D,D,1
Buddhist,Single,-60.96648845740699,C,E,86.58572063092659,30.94567130240049,-98.93782869639705,D,153.8875720856424,89.39175785744948,A,A,-137.30538136041915,28.853486803200752,D,E,1
Jewish,Single,28.854937141133618,A,C,7.614338375051124,-144.39464396801847,124.40501464273474,B,7.506934102039022,-100.24588376054999,E,D,87.70747622798689,-69.97184766543405,E,D,0
Christian,Divorced,11.53780505095739,D,B,-50.451920073558995,-86.39162898144326,-47.67190409820628,B,-112.67431578407677,53.35282044102866,B,B,-75.74396970968617,76.358020548166,E,C,0
Buddhist,Divorced,-37.39582496265479,C,A,-13.376571931701156,39.75001306362634,64.6208392756142,D,112.15093744196038,156.1637840190455,B,A,109.8810457271227,-43.30272333406941,E,E,0
Muslim,Widowed,117.91537136390102,A,C,15.948297474776247,55.5417197164318,-211.83174581984923,A,28.423097348017528,5.761633465575457,D,B,139.66684607379207,41.39391437863028,A,A,1
Hindu,Single,139.82121615932007,D,A,-141.75578964938666,78.88168681917887,42.1080557336305,E,-34.76372453964091,33.38292244021646,D,A,-96.53958632325018,10.28143858358753,C,E,1
Christian,Married,32.91911203383766,B,C,25.29706817250719,-139.90575648426008,101.07207691896993,A,78.55821486388777,136.24741738289575,E,A,-100.50425530628178,257.1152003391935,A,B,0
None,Married,120.95896273451628,C,B,-106.08745478717849,-26.32640831470267,-11.248620137497564,B,227.92798033670906,-9.00663742413879,C,A,-35.91942821258467,-73.24098879736454,A,A,0
Buddhist,Single,-19.81456006865727,C,C,-154.50126790674395,25.3963925519017,-146.8532331340193,E,-131.55358537478256,-30.053526713114714,D,C,134.60685367288633,-226.6474743492021,E,B,1
Christian,Single,-6.005712718527902,C,E,-130.75995988263833,-3.920605937411122,86.21757934600086,D,16.074857931151023,183.1840364705378,D,B,62.61648298159852,-65.4892612851056,B,D,0
Buddhist,Divorced,135.63035533264838,D,B,-54.33151312583797,43.25462970020042,-124.35167538941123,B,-88.08878184431221,-139.34008039692708,A,D,-4.430436353763071,-232.61894594129498,E,D,1
Muslim,Divorced,-36.11703271523438,B,C,-106.66180785614065,-115.93933942801024,-8.208140359916971,E,136.00856807403846,15.437865977658987,C,A,63.799983238625245,107.29564885017571,E,D,1
Hindu,Single,-85.29821171887528,A,D,102.46656270303089,-176.76989697481156,-122.2486202794334,A,-38.67502533522232,42.89250453310046,D,B,-6.843452983123162,38.72761268716411,B,E,1
Jewish,Divorced,103.02546672597366,A,C,-23.59202488844633,-117.50391279291803,33.59095340874683,D,-207.8381326871874,-102.13897675851469,C,B,136.0014027453583,-22.82385235433314,C,D,0
Christian,Divorced,-165.64579679191633,C,A,153.7269631657714,-111.70245804443468,-76.49578398174546,B,104.52414139065056,-98.74937669779227,A,A,47.36318262339564,-48.07935496816583,E,B,1
Christian,Married,1.2152471987046685,A,B,-61.69338210512131,10.066205503162553,102.83949062338516,E,106.0562812104997,18.87246463041732,C,D,-124.68838034457279,-60.829306808519455,D,C,1
None,Divorced,-91.09780495686812,A,B,-60.94402760539297,-36.19553581474742,70.49924049273018,B,105.61932142675398,32.23347801308017,E,C,141.88922113677432,176.17966675465172,E,E,1
None,Widowed,-10.286469681575316,C,B,59.34724014354965,-22.105301532426246,33.245535718389434,C,259.9480948215335,31.794284100325047,B,B,162.28255050416573,15.708463075481188,E,C,0
Jewish,Divorced,146.3114903724681,B,A,-97.56951679511563,-24.998425211584376,-52.586356385447786,D,54.45074189960276,71.58356633363734,C,C,3.990627451239135,-103.35313380966025,A,D,0
Buddhist,Single,173.4272769398128,B,C,-1.5587407692892454,-39.58079113621582,172.23100688205002,A,-147.856343159955,-50.113923044254385,B,C,-156.13624587879713,70.05093382317234,A,A,0
Jewish,Single,-36.00694330223598,C,C,23.593762081779758,24.8046383176406,42.58331897946938,C,2.375842868183705,-46.983184189362376,D,D,-87.60268758142122,-51.92137591172514,A,E,0
Christian,Divorced,-131.3064489548869,B,D,-7.516082333415285,42.09885227920045,19.040948379451073,C,96.04342750886467,-183.55133916090762,C,B,-99.5459859545409,3.2079343324849927,E,B,1
Hindu,Married,-1.5404734681404548,B,C,-48.273657692646296,13.902243225354482,-46.64396959123319,A,8.252450261511147,206.52359395772936,C,C,73.962532794412,-66.45537134116101,D,A,0
Jewish,Single,-4.0703273480325075,A,E,-19.08271019635162,43.51129112575241,32.23543503305993,C,-76.91678453840754,265.18367865607087,A,C,-185.20584599798727,-117.66816549881693,E,A,1
Muslim,Single,167.73293485179957,C,D,159.20841557054945,-49.775458439539136,22.802035191685142,B,11.420223326377853,9.822237673859375,E,D,-57.02049548543845,-45.39302031465293,E,A,0
Hindu,Widowed,139.92508229596166,A,B,-61.12473128947189,25.810388909890982,51.22654737204746,C,170.84520518636498,-21.577084189265996,C,B,26.094937486768448,-13.71322222925496,C,B,1
Other,Single,-31.271249002362083,D,D,-34.88877281859419,-69.3876760099767,228.4198133757027,C,-75.41005148697462,-110.50850930292839,A,E,111.11770443937358,42.67888870209736,E,E,1
Hindu,Married,121.65571985117529,C,B,-79.88101958375424,29.798118041341198,1.6986870266632144,B,-53.33100214210605,-68.55083506069448,E,E,15.84701022257031,-110.14631247542859,D,E,0
Muslim,Widowed,20.409596650498735,C,C,119.33864037956003,-96.86339326546008,11.119451520986214,B,90.0456250932899,-38.463300906288296,E,C,13.506393106268147,-81.27998603877262,D,A,1
Buddhist,Divorced,114.84340378812618,B,A,-33.82024132776545,-145.85713598298688,-109.9158729691288,D,7.350180267075239,-8.965028077039163,B,A,274.8462809397802,12.878395857074135,B,A,0
Buddhist,Widowed,-33.014932033201056,D,C,28.867963474717573,102.17308015475668,0.045903931856018314,D,40.753543452798105,54.48000757039272,B,B,-10.097785933222376,-96.2199197537484,E,D,1
Christian,Widowed,-118.45743081371147,C,C,22.786522250075887,181.34582238023953,-122.73415626607225,B,22.124072811897495,32.5707211932101,B,C,77.11205685499827,158.33311438899443,E,A,0
Muslim,Divorced,88.08270942809735,A,D,-93.97272232032014,96.20200168566743,64.43689934196507,E,-46.19265674244611,50.624887473540035,C,A,51.573242137515216,-165.81120159811294,B,C,1
Jewish,Widowed,-72.54297905753853,B,B,138.0208536514095,16.84081834716006,-82.69710278944196,D,70.15113555960342,52.980024175536734,A,B,60.59337339456471,-29.16227651540499,A,C,0
Muslim,Widowed,90.34982569213823,A,E,286.89075086600246,152.82550406479953,6.183538618950805,C,-136.73399688064006,-38.171049836225706,C,C,-77.12524934884615,41.8068716698309,B,A,1
Muslim,Married,5.067544016430296,A,A,90.9394187039766,34.41527150363024,170.06255332482124,C,-106.51377861133291,211.5428758250329,C,B,10.138089852525662,219.26381154374766,E,C,1
Hindu,Widowed,136.97084656700446,E,A,11.20944686113522,-208.5580014735627,-224.2959913797754,E,-127.49299231657436,-103.72163110378463,D,A,28.579228267063456,-82.90242106454005,D,B,1
Jewish,Divorced,9.663610970946996,A,B,-167.68818429598582,123.8029594785321,102.34998783189084,D,-89.31357743898202,91.13065003198827,B,E,-16.714278685947402,15.122887975992466,D,B,1
Muslim,Widowed,-171.2462048398387,D,C,-72.67725251403213,-49.316612472088124,-118.77976291962975,E,160.55613602647875,-28.055615967154978,E,C,-60.50464324435275,43.76042588096715,B,D,0
None,Divorced,-5.807872791159928,A,E,207.3569859355418,-47.18733357766794,176.35796124348906,B,36.21490346932607,68.65062487975601,B,A,33.50239615046616,-187.24854064481997,E,A,0
Hindu,Widowed,-70.46842391240861,A,E,105.33737306302271,201.98256902042675,-8.796227832790862,B,-73.92197089507758,139.31455914115983,E,D,-13.869022078774643,227.1558564036682,A,D,0
Jewish,Divorced,85.65758450138668,A,D,-63.03514507047262,34.31578986032672,-53.51425119163669,B,-46.42769662695919,-1.2170936356019042,C,B,-80.56057565242185,73.55563110427134,C,B,0
Christian,Single,91.4295147512674,C,C,36.32419867356585,7.397527346026561,5.0591472842690814,B,-87.48893766609905,-31.665274938657497,B,B,48.149721851488465,265.6949545292692,A,C,0
Christian,Single,-180.34815850312546,C,D,282.2061923775194,-41.4588417556856,-210.9012047123739,A,-141.63945380664117,-13.736241245784381,B,C,41.40454480940079,-11.403024822539606,C,E,1
Muslim,Divorced,-103.27401611486471,C,E,179.25021589713782,22.48542505212431,70.44525256509505,B,-53.476659181958254,65.8758087930249,B,E,73.13072374387576,-27.9138514411876,D,B,0
Jewish,Divorced,-45.0750999091231,B,E,-72.78164412770788,-142.96735053958238,-144.39210527876352,D,170.68881824646002,-57.94544900238747,C,A,141.3330846986767,234.4978818905551,C,A,0
Other,Married,30.88426968049091,A,E,166.81562950841396,129.39909722270477,37.671813311502845,D,-68.21607676307619,24.582609601122186,E,A,-190.95375796979272,4.494241361070038,E,C,0
Christian,Divorced,-165.67045201596753,E,B,99.64046354460051,-127.7596546262111,-20.648292145669974,C,109.14145015708962,-12.111150333033514,E,C,-180.9843130006989,7.070043423024481,C,E,0
None,Single,-58.43880640896112,D,E,-187.4857704075005,203.79559131788324,197.21197008754115,D,37.29597457332439,-16.07220568438838,A,A,162.48124576298136,98.74584189332334,C,B,1
