sex,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Male,98,-86.82274345062557,17.092366290117948,E,A,E,A,E,E,D,76.61556121705064,C,E,E,E,0
Male,93,-119.51090882841986,-68.24705095714509,A,A,C,B,B,B,B,-162.33494458938043,C,A,A,E,0
Female,90,-81.14666738469197,-67.90914094711034,E,D,A,A,A,D,B,71.2931449828922,B,A,D,C,0
Male,25,-101.51867437112425,-124.40974891581745,C,D,C,D,A,D,E,82.72769964883983,B,D,A,B,1
M,44,-172.33086800371575,-54.15850894535171,E,A,D,E,E,A,D,42.20512226911658,B,B,A,D,1
Non-binary,60,-25.041184200085777,-33.961789959257665,B,B,C,E,C,E,B,77.26351710979934,A,E,E,A,0
F,38,-185.8839970348639,68.41240055347609,E,A,B,B,E,C,A,-28.65631291591564,B,E,E,A,1
Female,21,-169.98827728526916,-76.53238494683194,C,B,A,C,E,C,A,-63.8370405146079,D,B,A,B,0
Other,51,-88.43626147224222,-163.4996998935405,B,B,E,A,A,E,A,34.22006407017557,D,B,B,E,0
Female,76,-109.16366462270928,15.109169020150187,C,C,E,C,C,C,A,87.1534914776647,B,E,E,A,0
Non-binary,86,239.6619454195329,-39.55536440515877,C,D,E,B,B,D,C,-228.00375882787702,E,A,C,C,1
Female,23,-209.60239241031906,59.50008901180812,C,E,D,E,C,A,D,33.44725765775448,D,C,A,C,0
F,37,-82.3300728974149,-10.142565782419661,B,E,C,A,A,B,D,52.1610822829908,D,B,D,C,1
Non-binary,83,-133.34306496756219,-54.46678821850428,D,A,C,D,B,A,A,51.47872517632758,A,A,E,B,1
Non-binary,40,-82.29354048312348,-25.440176088640637,B,E,A,B,B,C,E,-155.0505142540376,D,C,D,A,1
Other,24,161.35215509548155,-69.934084305337,E,C,C,B,A,D,A,104.10337190500944,B,A,C,D,1
M,51,289.66554033535573,-96.35578940302439,D,E,D,A,C,A,A,-51.87245343721681,A,D,D,D,1
Other,83,40.74434396393033,62.82971932353602,A,A,C,D,C,E,D,175.82945499251014,B,B,C,D,0
Female,32,-70.70064469806458,-37.86174999171902,B,A,B,C,A,E,B,40.82551409723614,D,B,C,A,1
Other,26,-46.234642992765,50.16808372142221,D,D,A,D,E,A,B,-53.09078873640364,B,C,C,B,0
Female,74,-25.694601576045827,200.04662978869163,B,E,D,B,E,C,B,74.78141597357993,E,D,A,D,1
Female,79,-139.96960810080535,113.34772966302127,A,B,D,C,D,C,B,-16.43528353339146,D,E,E,D,0
Female,52,-4.5641318130617625,-85.91119675387957,B,E,C,A,C,A,E,-62.634659537075834,C,D,B,B,0
M,48,-321.98941645218144,-64.18930661311606,D,A,C,C,E,A,B,58.17901090885815,E,A,A,A,1
Other,77,-63.98604412621791,-11.067406279431522,B,E,B,A,E,E,E,115.11001789109767,D,D,B,C,0
Male,62,54.276676049831295,78.01936142132085,A,B,B,E,C,A,B,-38.47198789346638,E,C,A,B,0
Non-binary,75,48.897131240137256,-60.60377992445885,C,A,A,B,C,A,B,27.742684056937637,C,D,E,E,1
Non-binary,58,41.34661906502014,160.46280848155828,B,C,A,C,D,B,E,168.29656665475534,C,A,A,E,1
Female,82,-154.7344561441344,-114.71179574336699,A,D,C,D,A,C,E,-30.5555933601209,E,A,D,D,1
Non-binary,80,-92.85268876936952,126.47555037459746,B,E,E,A,B,A,E,-29.429037069184922,C,C,D,B,1
F,59,-106.30027329710299,-18.560333792621428,E,A,B,D,C,A,D,50.64785466518465,B,A,C,B,1
M,37,107.54034600106866,49.10545965006883,A,E,E,A,D,B,D,142.9505655269385,C,C,D,E,1
Female,75,-63.58512068846137,-141.93631898994033,C,A,C,B,B,E,B,-72.05216811863818,C,C,B,D,1
F,75,-75.40526416644602,25.366927055512566,E,C,C,B,C,A,C,-92.35080075732587,C,E,A,C,1
Female,34,43.32312152631209,-71.28011927488981,A,B,D,C,E,B,E,102.94724482510087,A,C,E,D,0
Male,88,-99.60463351673971,-238.2750877747934,E,B,A,B,D,B,D,101.50709184043384,D,D,B,C,0
Female,96,5.022388215965312,31.710619115142762,A,D,D,A,B,D,A,-93.46352820170624,E,B,E,D,1
Non-binary,89,32.48273612937714,29.01917455163453,B,E,D,A,A,A,C,33.69551959057909,D,A,E,C,0
F,74,105.60218946285198,60.20645728981577,B,C,C,B,B,C,C,10.960873188785012,A,D,B,E,0
Non-binary,57,139.33084980771108,133.33903615871264,D,E,E,B,B,D,B,168.92505881037926,A,B,E,D,0
Non-binary,25,17.643864949721312,44.50438538274858,D,C,B,B,C,B,C,-156.0296991971581,E,C,C,E,1
Female,48,104.4329636657813,66.60170315744244,B,C,D,A,C,E,C,93.47792492186358,B,A,C,D,0
F,59,24.90955263316873,121.69558168639409,E,D,B,B,B,B,B,25.543141041165747,E,A,E,C,1
Female,40,63.40573422983218,-23.606575708534145,B,C,E,A,C,D,D,77.12820470337564,E,A,D,A,1
Male,82,-57.27493578095001,95.83904117191103,A,C,C,D,B,A,C,83.34080959912554,B,E,B,D,1
Non-binary,94,20.636844996732304,28.69581495116746,E,C,B,A,E,D,C,-98.0012670202446,C,A,D,A,1
Female,84,92.45454082996957,23.163866466256916,E,B,C,D,B,A,C,34.72673862197411,D,C,E,A,0
Female,48,-44.730325703255424,-161.01862296603235,E,A,E,C,D,D,D,52.01208831497942,D,D,C,D,0
Male,58,84.63402063635786,119.35914979436947,C,E,C,E,C,B,B,-0.765747043081127,E,C,D,D,0
M,94,-101.4052575495544,83.86186920892811,C,E,C,A,C,A,E,71.92051812452362,E,E,B,A,1
Non-binary,43,77.18194093701135,-43.97477094211884,C,A,C,E,C,E,D,-59.474743587802216,A,D,C,C,0
Male,18,85.15642227912178,25.405486793526205,A,D,E,C,E,A,E,-109.0088184213557,B,E,B,B,0
M,49,-9.154936196139946,5.101474721090458,D,B,C,C,A,D,B,112.89946346016202,A,B,D,B,1
Other,69,-156.24298091403898,131.25755619334888,C,D,E,E,C,E,C,153.95334827041148,D,E,A,D,0
F,28,-215.63862702704415,-71.60741592530792,D,A,B,E,E,A,C,-58.04407696384526,D,A,E,E,1
F,77,27.84960325621657,36.79208408621595,B,C,D,C,B,B,A,-55.340557220491334,A,D,E,E,1
Non-binary,18,-48.954479390823764,-19.37008838288174,D,C,E,B,E,B,B,23.731366778869138,E,C,E,D,0
F,41,-65.58405819304897,-110.64830145405024,C,C,D,C,C,C,E,67.9685310706159,D,D,E,A,0
F,25,92.68925026661282,-28.03426524202767,E,D,D,A,A,B,B,-77.37589920952253,A,E,D,E,0
Non-binary,97,-8.30985763910501,-42.79201247119296,E,E,A,D,E,A,E,1.4888584420386435,A,B,B,B,1
F,32,101.62223753220934,-94.91706312848562,A,E,C,E,E,A,A,-136.95871986745348,A,E,B,B,0
Non-binary,21,103.6911149447693,22.245123149802797,D,C,C,A,D,B,E,-78.61928754149181,E,D,E,B,0
Female,44,104.81295044585582,-11.181661985193985,B,E,B,B,B,E,B,26.836924835742813,D,A,B,D,1
F,96,-74.20050650256424,72.65386958297665,A,C,A,E,C,A,D,-23.74996696681519,D,D,B,D,1
Other,76,-84.21257893678343,0.3756723267921346,C,A,E,B,C,C,B,-37.38106565985439,B,A,A,A,0
Non-binary,88,26.010215797324232,59.870240026683916,D,C,C,A,D,D,B,-31.308692698214603,C,C,C,C,0
Female,47,-14.139188228957655,56.30824256823885,A,D,E,B,B,D,D,-254.22263922118873,E,B,E,E,1
Other,48,65.75308283255966,-128.42610624384017,E,C,B,A,E,C,E,6.039242528551051,C,A,E,A,0
Male,81,108.88592184021866,-69.37994222643651,C,A,C,A,B,C,D,-73.65196304217457,C,B,C,B,1
Female,47,-87.47431918760743,34.53655225097749,C,D,D,E,E,E,C,-73.95256616178048,B,D,A,E,0
M,64,51.25275289151413,-46.68732666295364,B,E,A,E,D,C,C,-210.88603855212128,C,A,E,B,1
Other,20,98.40520713010703,80.76578610108871,C,E,D,A,A,D,C,-95.59546664508433,C,C,D,A,0
Female,24,-155.22764868605978,-131.9742989736184,E,A,D,B,A,D,E,23.1991859830728,D,B,A,A,0
Non-binary,53,106.37516649713152,15.976135554318057,A,C,A,E,C,C,E,-30.070212906384686,A,C,A,B,1
Female,74,118.5621434132352,164.79794413859068,D,D,A,A,A,D,C,-66.75972580790324,B,D,A,D,1
Non-binary,23,118.9094431604207,17.770738089049434,C,B,E,E,D,A,C,-53.23966932670039,E,A,B,A,1
Male,65,-85.33419601259126,-1.1814123725498462,C,A,A,A,D,B,C,25.36174114333361,A,C,C,A,0
Male,49,46.08749146774537,63.377459839606075,C,C,B,E,B,C,C,-44.56565211038611,C,C,C,E,1
M,56,113.09962328264503,-59.14620625347443,D,B,D,E,B,B,C,-145.26728716289253,D,E,E,B,0
Male,46,-68.09527025055672,-22.260640544736273,C,E,D,D,E,C,A,131.00155481355472,D,C,C,C,0
M,60,-63.821912262242094,-59.64179418112979,B,D,B,A,A,D,D,-46.72397433361063,C,B,B,D,0
F,77,159.41280692377498,-146.10608688694015,B,C,D,A,A,E,B,33.31681707772458,A,E,B,E,1
Male,67,-121.66975282118841,-191.07729781093562,B,C,C,A,D,B,E,46.45357747076308,B,D,B,A,1
Male,46,-18.07519077415261,111.66556523285249,E,E,B,B,D,B,A,-48.36661525141105,A,E,C,D,0
Non-binary,64,71.75117593165574,0.578980264054131,E,D,E,D,C,C,B,-183.81371044307798,A,E,C,D,1
F,28,100.73565901973521,-121.30419522895168,D,B,A,B,B,A,C,-127.77650390269987,C,D,E,B,0
Male,30,-25.190142299741346,-6.8387715774543665,A,A,C,A,D,B,D,60.93454197541376,C,E,C,D,1
F,66,38.142366238295935,32.46909748928999,B,A,C,A,C,C,D,-107.68750125265831,C,A,C,D,1
Male,88,-12.136375940701557,-15.184874810701363,C,B,A,B,E,D,E,59.66892299486815,B,E,A,D,1
Male,49,83.11611556601976,23.567489259803057,D,D,C,A,A,A,C,-21.28813174811861,A,A,B,D,1
Non-binary,74,-224.1579865999717,71.40940269017001,A,B,B,E,D,C,C,96.95352627019298,E,D,A,D,1
M,23,-18.495235687404982,-115.22609620210088,A,D,C,B,A,D,B,-134.22416461226248,A,E,E,D,1
Female,60,48.62138020907052,41.68158314910331,E,B,B,E,C,C,B,-87.40571456846608,B,D,E,E,1
Non-binary,64,44.897579855854524,-80.78135093398048,E,A,B,E,C,A,E,14.122513572570474,E,D,B,C,1
F,19,-87.12337945111274,-83.5054252226158,D,D,C,A,D,C,E,53.638602553216245,C,E,C,D,0
Non-binary,35,-29.032223222679836,65.68977341491919,C,E,B,A,A,B,E,71.16769832558923,B,E,B,A,1
M,40,67.0384780376232,26.129535208551218,D,B,B,E,E,A,E,-95.65802705494953,D,C,A,A,1
F,25,117.21878797009902,-2.6445328221562105,A,D,C,B,E,D,E,49.64517809981775,B,D,A,D,1
F,81,-169.05708438518238,-37.720492413096615,B,D,C,E,A,B,C,29.80661479946875,A,E,C,A,0
F,81,-53.6979298392488,-168.13000446249225,E,C,D,B,A,C,B,-46.70830132372816,A,D,A,B,0
Non-binary,51,95.9323694983787,-48.55449302545311,A,A,D,E,C,D,A,113.52105875233929,C,E,A,B,1
Non-binary,58,-112.07282483612472,16.783932937988034,D,C,C,C,C,C,B,-41.528546131533275,A,A,A,A,1
Female,87,-46.74068686068002,118.33745826278334,B,C,D,A,E,B,D,90.26943567575888,E,B,B,D,1
M,39,-18.75503934548939,13.543288191044919,C,D,A,E,C,B,B,31.25381096551737,A,C,B,E,1
M,22,34.49446335737642,176.36910869031365,C,A,D,B,C,C,E,9.568051821618482,B,A,C,A,0
Male,24,76.23301400087327,-53.74266183254552,B,E,C,B,C,C,B,61.57713881317921,C,C,C,D,0
Other,75,-31.76860510723965,48.8617778992154,D,C,E,C,A,E,A,16.767479539282483,A,C,D,A,1
F,48,-183.72447366270387,-74.39710279779975,D,D,D,A,E,E,A,-84.26360161227623,C,B,E,A,1
Non-binary,72,50.43882244332851,6.462100157963964,C,E,E,D,B,B,A,-19.827293582376857,A,A,A,D,1
Female,70,89.0405541309945,-17.41571415306179,B,B,C,E,C,B,B,-17.91642589210364,C,E,B,B,1
Other,73,-54.80296362484338,-36.64190492715317,C,B,A,D,E,C,C,-65.53420431418279,A,B,B,D,1
Non-binary,79,72.44053182938264,-134.23667912103795,D,B,C,B,A,E,A,84.86071049645885,E,B,A,B,1
Other,66,-117.99565876065721,-112.55848435225755,C,E,B,B,D,A,A,23.108000508879186,D,A,D,C,0
Non-binary,86,139.3648854994598,-34.038551841827164,A,B,A,E,B,D,B,56.171863575884586,E,D,A,A,0
Male,87,-57.083641965191255,-28.31782976438196,B,D,E,E,A,A,D,44.36405907118763,B,A,B,C,0
F,67,48.1470275263525,-48.71879036376214,D,B,D,C,B,B,C,-33.89461964548765,B,B,D,E,1
Male,21,72.8894816941173,-45.45653723922792,A,A,E,C,B,D,C,80.88439227468203,D,A,E,A,0
Non-binary,30,17.23015646943875,41.834519339260275,B,D,D,E,B,D,D,90.77631922996304,A,E,D,E,0
Male,57,7.573729956368652,-85.86982360459855,A,D,E,D,D,B,D,-176.95859860977484,B,C,C,E,1
F,56,-97.25436744159293,59.554843601885295,A,C,C,C,E,E,D,86.45006137582423,B,B,C,E,1
F,20,71.91541944914633,-161.04716743451976,C,B,A,B,B,D,B,-55.420789351018286,E,D,D,A,1
Female,52,22.834702829993013,-74.77671475051187,D,B,B,A,B,B,D,10.657877385199866,C,A,E,D,1
Other,46,-87.05929397494451,-22.95605441159001,B,B,D,D,C,E,C,69.15959908226158,D,C,A,D,0
Non-binary,85,92.34601241516309,116.17882507905888,D,C,E,C,E,D,D,-28.136199313414867,D,C,A,C,1
Non-binary,97,16.584897060463177,-238.57849115480118,B,B,D,C,C,E,A,-130.67033344554875,D,B,D,D,1
Non-binary,66,-104.94740641169649,108.85663756443695,A,E,C,E,E,B,E,-106.12890138974966,B,E,A,B,0
Other,54,24.933176246940032,-12.698063899907385,C,E,A,B,C,A,A,-44.991856134935254,A,B,E,D,0
F,34,42.98614488786626,97.02102446338613,B,E,C,C,B,E,D,-47.357523939768576,E,B,A,E,0
Female,74,-45.87218263534065,15.438214244448274,B,B,B,A,E,E,B,182.0808270676253,A,E,D,C,1
Male,44,-60.694241429256046,19.449098334514893,E,B,C,D,E,E,E,-127.1325059262465,B,D,D,A,0
Non-binary,89,-93.40824508653728,92.09643506340717,B,B,A,E,D,A,C,-124.72535103930254,A,A,C,C,0
Non-binary,78,81.0932014117382,-44.884792806293774,E,E,D,B,D,E,C,149.02181258910875,A,B,B,C,0
Male,89,-132.12904924099564,-126.76087878868259,A,E,E,B,B,C,A,-19.692098580925634,D,D,C,B,0
F,96,-147.27571252440498,16.254727942308598,B,A,E,B,A,B,E,2.517266552638614,B,D,B,D,1
Female,70,-79.6820111989411,-289.12456753875074,E,D,E,C,A,C,C,-93.36945339821737,B,C,C,C,1
Other,53,51.270217804565355,66.00254031420037,A,E,C,A,B,A,D,88.18093061804896,A,B,B,B,0
F,52,-64.6703397224319,-156.48281394978196,C,B,C,E,E,D,C,63.21773687748327,E,E,D,A,1
Male,35,-34.866738838482426,75.35723662845072,B,A,D,E,E,B,D,-25.069866067743646,E,C,B,A,1
M,46,81.63561718927987,77.27724691520736,D,C,B,A,D,E,E,-60.42687989109756,E,B,A,B,1
Female,18,44.35200625678324,2.2500033711016507,D,A,D,E,B,D,B,-25.721726083793566,C,D,C,C,1
M,93,-58.68062713157762,-122.54263982666129,A,E,E,B,A,A,E,81.92774738131344,A,D,B,C,1
Male,33,-17.52767366601007,-312.4158839450434,D,E,A,A,D,C,C,-52.44703389903247,D,A,D,A,1
Male,27,16.434352692871574,7.183621773558177,B,A,A,B,A,D,E,54.30015313503625,C,C,D,E,0
F,20,-8.794616593426777,-15.921003637219322,E,A,C,E,C,B,C,52.38895109055262,A,D,D,B,1
Male,87,-37.19757153272047,-59.01917915672006,B,C,E,E,C,D,A,-17.24196553263834,C,C,D,B,1
Male,23,9.26774501373433,73.14800143342646,C,C,B,A,D,D,A,-50.947541807272046,E,A,D,D,0
Other,49,-87.36703053142195,95.19221015853802,B,A,A,D,D,D,E,-32.943111483997704,D,D,A,B,0
F,91,-92.2613261092587,-128.8472212902104,B,B,D,A,C,D,C,3.841095879384186,A,B,C,B,0
F,91,-168.96655381432493,-63.233759170789696,A,E,E,C,A,A,B,212.7157652928243,E,C,A,D,0
M,76,-14.91940361109971,26.79610819027747,C,C,B,C,A,C,C,42.219352709908435,A,C,A,A,0
Other,49,73.49010254704721,97.60072407718134,A,A,E,D,A,B,C,-57.40948500510537,D,D,B,C,1
F,38,123.25854811309462,75.18686677050589,C,B,D,A,B,A,B,173.4300774678322,B,E,A,D,1
Female,64,30.677951212989562,-201.0066396521673,A,B,D,A,E,D,D,-50.1988294539786,B,D,B,B,0
Male,73,-63.51921959117545,-25.595262365046413,D,D,A,A,D,E,B,-46.71765859089806,B,A,D,D,0
M,33,-203.06710783665824,29.082779423934298,D,B,E,D,B,C,C,218.5758163385703,B,C,A,E,1
M,40,-66.66239795774712,-44.26778890463984,C,A,E,B,E,D,C,16.27237357719417,C,A,C,D,0
Male,74,71.65626740601567,79.56700206937062,E,C,C,B,E,C,A,69.68931234013507,B,E,D,A,0
Male,32,-26.32548451331359,91.16859185871213,D,C,B,D,D,A,E,-21.565555255784396,A,D,D,C,1
Other,96,114.89901628270951,-27.437364240794192,C,E,C,E,D,C,A,72.89424561761585,B,E,B,D,0
F,31,-168.1226649141786,53.67627166315354,E,E,D,E,C,D,D,126.230288610531,C,E,D,A,0
Non-binary,80,-87.82284328567373,73.7428459458462,A,A,C,B,C,E,C,9.87854000349019,C,E,B,A,0
Male,53,74.26304917719126,124.72026798681814,A,B,D,E,A,B,C,-115.59300053675736,A,C,B,B,0
Non-binary,84,60.021255500208625,-49.76219482421076,B,B,A,B,B,D,C,47.428911778017316,C,C,B,A,1
Non-binary,72,-37.070034418760905,-57.11316603315319,D,E,B,D,B,E,E,116.57139336951808,A,C,C,D,0
F,94,108.88816443294358,11.915517919105998,B,C,D,D,A,D,C,-44.57579168560577,D,B,C,C,0
F,94,139.38625228579446,-201.7693927947866,C,D,D,D,A,C,B,-4.872125003788666,B,E,D,D,1
F,52,90.72786270316678,-4.4879454016345255,D,E,B,D,C,E,C,20.563287711197564,E,C,B,B,1
F,94,-13.41745098769136,-38.54820845311881,C,E,E,B,E,B,E,87.55035380870548,D,D,B,B,1
Non-binary,57,86.89904535474727,61.6849454853705,A,E,E,D,E,D,E,128.19450507362063,D,D,E,C,0
Non-binary,35,58.69885969745695,-137.8835676316773,B,D,D,A,E,A,C,-89.80162570453992,B,D,D,E,0
Other,98,-107.54591125370622,-19.610604180315157,E,E,D,E,B,D,B,-256.4961249860116,A,E,D,B,0
Non-binary,75,-57.549312136533715,76.15704638624517,E,A,E,E,D,A,A,0.3408578847260342,C,B,C,E,0
F,27,-26.409562454264,40.561961031524824,D,B,B,E,D,A,E,59.37670030998624,D,B,D,A,0
Female,89,183.26129887097198,-104.03420295208821,D,C,A,A,B,C,C,63.97419636096111,A,D,E,C,0
Male,86,-4.460630286452938,-88.6797086274497,C,C,C,C,D,A,C,149.53608061491366,D,A,B,A,1
M,92,67.90759637216757,-63.33034512990344,E,B,E,B,B,A,C,-85.7462878750427,D,B,C,D,1
M,82,-264.0393278707363,119.76649500702155,B,D,C,E,E,B,C,57.20575448562173,A,C,C,A,1
M,61,107.11414657734466,80.5109305198275,A,B,B,E,B,D,D,26.669438739140038,D,D,A,A,0
Female,71,-66.89943676691212,-162.0768909470653,C,E,D,C,A,C,D,-42.613329590493755,E,B,A,D,1
Other,74,178.930730619607,-180.6222315703433,C,A,C,E,D,E,E,46.95667743817609,B,B,C,D,0
F,68,-51.17149877954177,-35.7714282743786,E,D,A,E,C,C,B,114.38700908217896,C,D,E,E,1
Male,20,-45.93652360507697,171.7084130145369,A,A,B,C,A,E,B,-57.24335130144249,C,B,C,E,0
M,54,86.50779337543491,-0.2484665393564749,B,C,C,A,D,B,A,55.474291240666,B,C,C,A,1
F,94,69.46385653665588,144.7590612783751,B,E,A,D,D,C,D,127.38234170426324,E,D,B,A,1
M,84,-13.342868159197806,155.02361486422538,D,D,E,A,B,E,B,148.22744574642957,B,B,C,D,1
M,87,-39.20348263596673,29.572935101150083,C,D,A,C,C,A,C,-96.86220662986736,A,B,C,B,0
M,64,7.8003255106292455,12.239914212459697,D,A,E,E,A,E,B,-144.45866921759531,C,A,C,A,0
Non-binary,64,154.1498861256945,-39.498860238014174,C,B,C,B,A,A,D,-76.66015987945362,E,A,E,E,1
F,74,-50.21666763124972,56.80953890764576,C,E,C,E,B,B,A,-97.18533817655306,D,C,A,A,1
Male,46,110.16587865804048,13.527777073238687,B,D,E,A,C,A,D,34.80363110127687,E,B,A,B,1
Non-binary,27,-0.5376193746487333,6.153174989384211,C,E,E,C,B,B,E,-90.93501756145473,A,C,A,A,1
M,56,-166.29550169797076,102.6831742967875,C,A,E,A,E,A,C,53.37702996047563,B,B,D,C,1
F,96,-64.14075975050761,-35.26717820244016,D,D,A,B,D,E,B,22.542928611493917,D,B,E,B,0
Male,27,71.43727198682338,178.76517769542187,D,D,B,A,B,E,B,85.10277867621338,C,E,D,B,0
F,78,-74.86128151470885,37.25468870185907,A,D,A,B,D,E,B,-143.72153179173097,E,A,D,D,0
Other,28,-127.48283908104952,232.2747710544077,D,B,E,E,C,E,A,-70.99274411658422,E,C,B,E,0
F,20,-41.93109314705912,74.29770561299365,C,C,A,E,B,D,D,89.71933943005541,A,B,B,C,1
M,98,28.504649382679624,78.01458919859479,D,E,A,A,A,B,B,-82.7556409904392,D,B,C,B,1
Male,92,61.740164389444395,17.143905526469815,A,A,A,A,E,D,D,-210.40593876409068,B,B,C,E,1
Other,75,36.50934510941968,-83.67838103041998,D,C,D,B,E,E,D,142.0899451440333,D,C,E,B,0
M,28,83.5067805311036,-209.6616598052341,A,B,A,B,A,E,E,83.193381346563,A,A,C,C,0
Male,89,-82.51876159920779,-194.12404517537624,C,C,E,B,B,A,D,-2.830521658235028,B,C,D,E,1
Non-binary,29,-58.21022397298582,75.58111988834045,D,B,B,E,E,B,C,-102.30896349494378,C,A,A,B,1
M,35,56.32179426266838,-42.557744643390805,B,D,A,E,E,A,C,-27.40948489942977,C,E,E,D,1
F,75,-140.998771289567,-17.81155128294901,A,C,C,C,D,D,A,-117.0540281502007,B,D,B,A,0
Male,93,12.096453759410034,-131.1597271911865,A,A,D,E,B,C,D,26.869840211493706,A,E,B,B,1
Female,46,95.24703468612957,117.56817644797424,A,A,D,E,E,B,A,-137.83620969757743,A,D,C,D,1
Male,51,-24.271626198572644,-161.16332215081252,C,B,C,E,B,A,E,-125.4135554867249,A,C,C,E,1
Non-binary,61,86.11951258026318,38.982030900707734,A,D,E,D,C,D,B,5.75266179485657,D,B,C,E,1
Female,45,23.522099205141544,-141.1477343239615,C,B,D,C,D,D,C,-20.697938990133697,A,B,D,B,0
Male,78,-26.731682112886844,10.251657097283722,A,A,B,B,E,E,D,153.90077725785693,B,D,B,D,1
F,73,181.26531466700064,3.72128774559354,E,D,D,E,D,E,E,-138.24516729560546,D,B,A,A,0
Other,50,-97.72264059994001,148.11446135525478,A,E,B,C,C,E,D,39.43887061829257,B,E,C,C,1
Other,82,90.36353430565177,54.11869162282127,C,C,B,A,A,B,B,-26.097731974620082,E,C,A,C,0
Male,31,15.32100866969475,81.995517266325,B,C,A,B,D,E,A,32.29173215037584,B,D,E,B,1
Non-binary,55,-30.40423832935929,-34.68751713663054,D,B,D,B,C,B,E,-237.19232981323876,E,C,C,A,1
Other,66,201.1717454646324,36.602196440082444,D,E,A,B,D,D,C,10.709365068916506,C,E,A,D,1
Male,93,-114.91454633340364,-92.04818122192509,B,E,E,E,A,D,B,-20.22745427125081,C,C,B,C,0
Other,97,20.687895858193052,-103.06165312848353,A,B,D,A,B,A,C,42.51963699671491,B,E,C,A,0
M,95,66.87989333427964,62.77182100943528,D,E,C,E,A,D,E,-54.04986453994422,E,B,A,E,0
Non-binary,35,16.531985585171615,93.31310301149897,C,E,C,E,C,D,D,-39.18257759965989,A,E,A,A,1
F,98,29.095984208432686,134.24029138455523,A,D,A,A,B,C,B,58.385711116878525,B,A,B,B,1
Non-binary,92,-59.0541924308482,11.842486991375258,B,B,E,A,D,E,A,-95.38964895579291,B,B,D,E,1
Other,20,-24.159092711610302,50.039151592843055,B,C,D,E,A,A,A,-139.04692317071286,E,A,A,A,1
Non-binary,35,-9.359716826282565,18.17525629451087,D,E,E,E,B,E,A,-96.8242245236055,B,E,E,B,1
Other,21,75.28693681468431,108.29140971566638,B,A,E,A,E,C,D,10.057849182862132,B,B,A,B,0
Male,29,-81.99080431502918,118.31524678604623,C,E,C,A,D,A,C,147.62555971492515,E,E,C,C,0
Female,27,4.475049169445074,105.88827855126097,B,D,C,A,B,E,A,-47.36528177755021,E,C,E,E,0
Female,33,-70.19123515893885,-26.95163839369888,E,A,A,C,A,B,B,-10.154184571078527,C,E,A,C,0
Male,20,-74.80588304068813,236.36379453472176,E,E,D,D,A,B,D,-110.80391404816137,C,C,A,E,0
Non-binary,80,-27.447520987848538,44.67170334218281,B,C,A,C,C,C,C,14.82624176791815,A,B,B,E,1
Male,69,-71.19439064545313,-81.68587396900494,E,D,D,A,A,E,C,-138.18990243240242,E,E,A,A,0
Other,76,-91.83095855989288,-77.98030611062666,E,E,D,B,E,A,E,-65.2382033369827,E,E,D,D,1
Other,45,151.57334444173998,-8.084248897970994,E,A,A,A,C,C,B,-35.32495189651425,C,E,E,D,1
Male,29,-68.50503540005128,-42.86316245983861,C,B,A,C,C,B,C,-17.41093752938357,C,E,D,C,1
F,42,1.6112271470814656,57.59292228570916,A,D,B,E,E,C,E,-72.42082551775704,A,D,B,A,0
Female,28,-77.83157580754482,-2.8932691779435475,B,B,B,A,B,A,E,108.29273742798253,C,B,D,C,1
Other,23,181.00152628321476,85.82230396141371,C,C,B,B,C,E,E,105.19535668090934,A,B,D,D,0
Male,43,50.48804250469476,-137.88079452555772,B,E,D,A,A,B,A,106.79308467201673,E,E,A,D,1
Other,72,-5.1370821888975495,16.69267738703509,C,C,B,B,C,D,C,-28.206005493436432,E,D,A,C,1
Male,75,-43.149314662612696,-15.288446900459041,D,D,C,C,B,A,B,207.91151709194048,B,D,E,B,0
Male,42,16.323365933988715,-150.15365124874035,B,C,D,E,E,A,A,267.84258989718626,C,E,C,C,1
M,23,55.63188250054235,-246.03246582137353,A,E,E,B,B,D,E,-184.93766693879624,B,C,B,B,1
Non-binary,48,-83.72555052202928,-36.239662840907805,D,B,A,B,D,A,E,-14.78078022436028,C,E,B,C,1
M,32,65.98604493044877,126.65431027839038,D,C,C,E,B,A,D,-294.6223476724187,D,E,D,A,0
Female,23,-132.6019401528998,92.76546040282183,C,D,E,C,C,C,E,-152.68264355584512,A,E,C,D,1
Male,61,76.09578710546046,133.16375361615565,D,E,E,D,B,E,B,108.51292575719789,D,C,C,B,1
Other,82,-172.4573893260272,-82.22992345839175,C,A,E,C,E,B,E,207.6147609046115,A,D,A,E,1
Female,32,172.68341152975378,5.0286211854038045,E,E,B,D,B,B,E,-76.87639027803215,D,E,A,A,1
Other,49,160.79958685578782,98.02760496443108,B,E,B,D,C,B,B,125.46056009757392,D,E,D,B,1
Other,95,-175.04158741364594,37.24981010997816,A,A,E,C,E,A,A,-72.93099362568945,C,D,C,E,0
