nationality,military,orientation,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
China,No,Heterosexual,Muslim,-13.362461482017096,-45.74923141760346,B,E,A,-47.91372577717444,10.22671173470203,C,A,-50.28215113991743,0
India,No,Bisexual,None,31.135347235702827,-12.018355753058653,B,B,E,-15.836717359756204,15.275879542763054,D,C,60.23497324381669,1
UK,Non-Veteran,Heterosexual,Christian,46.59267285056635,25.87458204970865,D,C,C,86.60040735280566,-86.976813036433,B,A,37.05245794293211,0
UK,No,Homosexual,Hindu,131.35653417259573,34.043393320822126,E,B,D,-170.17085477211978,-88.03721227128416,D,D,88.2597650712561,0
Mexico,Yes,Other,Jewish,26.471424361785257,72.79106801580329,D,D,D,-101.81579060615181,54.36974361899293,C,B,-102.5051091295291,0
Other,No,Homosexual,Hindu,45.17436871956416,36.55790597880077,B,E,E,71.51351463282776,56.48583879372261,A,E,-34.57420627733618,1
China,Veteran,Heterosexual,Hindu,114.012018747776,137.25355566170322,E,C,E,23.106923697408245,-45.398794988036954,E,A,61.86079721907175,1
Mexico,Yes,Bisexual,Buddhist,-111.53327587688044,94.45932454222925,D,C,C,140.28300890855272,59.478332126561796,A,B,-30.67420911337851,1
Brazil,Non-Veteran,Heterosexual,Hindu,44.04737368833693,-4.047931636002441,D,C,E,-101.82938131628971,-179.1399155253519,A,D,-190.42369661291664,0
China,Veteran,Bisexual,Christian,-54.814856360652875,51.98820449852145,A,B,D,-92.14394396565736,102.26286201942523,B,B,-110.70848959727955,0
China,Yes,Bisexual,Christian,-105.70122975696164,35.030844592056276,B,D,E,134.63985235864467,-162.70688059001967,B,E,-67.11352093648763,1
Germany,No,Bisexual,None,66.71847665557549,-270.56865183157413,C,B,E,-127.32944880874739,123.12397878207788,A,D,92.40391136843353,1
India,Non-Veteran,Heterosexual,Christian,21.737790849021682,16.282628494572823,D,E,A,-19.770038058694556,-38.489699847832036,E,C,-34.23192350890949,0
UK,No,Heterosexual,Other,9.860228911341247,-93.3955952963272,A,D,E,-45.78995314565914,166.22069935357212,A,B,115.96372038008455,0
UK,Yes,Homosexual,Muslim,129.2031469493756,48.98264117466004,B,E,B,121.44774304911931,161.21740335998513,B,B,172.43028722141355,0
Mexico,Yes,Homosexual,Other,91.82036785753589,-160.90520822207762,B,A,D,2.4744302829021354,-158.39241402342228,C,D,-140.7793778406003,0
UK,Veteran,Heterosexual,Other,-61.476564728305306,35.86963088668791,A,B,A,106.13414527976157,-48.54751539160525,C,D,43.893151128798166,1
UK,Non-Veteran,Other,Muslim,-53.730608653713176,-50.17986038708058,A,B,A,-229.90148315811862,-118.21876042749273,C,B,44.871592159962205,0
US,No,Heterosexual,Jewish,37.2916620402438,72.34208732867732,A,E,C,-9.767910085747044,-61.802966629985235,D,D,52.33714261790167,1
India,No,Bisexual,Muslim,-95.3560332876931,-103.95325888534211,E,D,C,-0.9526369216248884,-5.756079217172426,D,C,-90.75206464669363,0
China,No,Other,Hindu,-167.54189039686918,33.99476378470786,D,C,C,-48.3336481946455,11.112386224532857,E,A,-99.72168612273214,1
US,Yes,Heterosexual,Other,174.10127201469516,221.7034521850758,C,B,A,-90.07601351830296,36.05257283118034,D,B,-121.69149025263741,1
India,No,Homosexual,None,153.5495261977074,-85.40098707701071,E,A,E,-30.212668393236537,-22.011847153863634,D,B,-72.95412144414645,1
UK,Non-Veteran,Bisexual,Buddhist,-80.52909426440871,18.3547435896846,C,B,D,-84.2841919476636,164.09269851863192,D,E,97.52692693381519,0
Brazil,Yes,Other,Buddhist,-71.38745905660411,-86.72708332477073,B,D,B,20.231288325697168,125.83339912011246,A,E,-38.07107889973024,0
Brazil,Yes,Other,None,115.69082535154402,74.53230108864307,A,B,A,-19.667282867605266,-173.1405505266776,E,D,-67.36774164032762,1
China,Veteran,Bisexual,Hindu,46.99091722371126,41.491220864194446,C,D,B,-135.2588934633127,-75.19061498167399,A,C,77.65887103290615,1
UK,Yes,Other,Jewish,98.8136403848938,-112.19231671840168,B,A,E,26.141945663300557,73.32293699816054,B,D,36.53132242384612,0
Mexico,No,Bisexual,Hindu,9.378764740198829,92.92243707722253,E,A,C,44.66752480204583,-48.92588517453712,B,D,-8.681190150451162,0
Mexico,Non-Veteran,Homosexual,Muslim,100.72484347492392,-250.97631091236684,E,A,A,85.36551179894738,69.11160823212407,E,C,-50.47053641028906,0
India,Yes,Homosexual,Christian,-90.66683976664402,69.46087741634452,C,B,A,198.8395718603057,100.45338205634926,B,E,-148.100963480239,0
UK,Veteran,Heterosexual,Other,-46.06731580459223,-119.20898169330707,B,E,E,179.5636880582116,49.61367689683128,A,C,160.23875436502698,0
Mexico,Non-Veteran,Homosexual,Jewish,-29.395048850286955,-225.77536621548288,E,B,D,21.324579743638907,62.60503636751387,B,A,-3.307219674265445,1
UK,Non-Veteran,Homosexual,Muslim,-82.47675758226798,63.99923668853672,B,D,E,-112.62182288684983,-48.780696841067424,A,C,-28.919298573742296,0
UK,Veteran,Other,Muslim,-77.52346907913123,7.372540226444219,E,E,D,-187.54280972976244,73.83792061263316,E,B,123.59189219678267,1
Brazil,Veteran,Heterosexual,Jewish,41.936103249684166,130.95647211993963,D,E,E,-1.5711737444600347,-40.56143503732685,A,B,-173.68290886951033,1
China,Veteran,Homosexual,Other,-140.90736552728922,110.10609343629478,E,C,B,-130.5962410483482,183.3263867860413,B,E,138.10583094756282,0
China,Veteran,Bisexual,None,-129.95379664568506,-75.34874706786987,C,A,D,44.000727889680356,109.18984214479433,D,A,68.37576505497947,0
China,No,Bisexual,Christian,-31.65688355792594,-74.715369505619,B,C,D,39.86807946696984,-100.06216143988007,C,A,122.27193173381725,0
Mexico,No,Other,Muslim,32.07002139933311,128.6421102552661,E,B,D,250.30996087338545,37.231365393894286,C,D,93.76257258730968,1
UK,Non-Veteran,Bisexual,Jewish,11.299577500957527,-31.224555130117203,E,A,A,2.9319322642509635,202.63342079956215,E,E,80.94189810009756,0
China,Yes,Bisexual,Jewish,-38.465280562566825,47.59455112392254,D,E,B,27.755737778891948,-147.51819050288267,B,C,105.72357005887032,0
Other,Veteran,Homosexual,Jewish,74.83157355531547,-139.51693579867748,C,D,C,91.7500333556991,-29.753556310065658,A,E,-80.01926896295939,1
US,No,Homosexual,None,62.39027683945649,-31.839617890576204,E,D,D,-11.47388474194195,-10.3526104753765,E,A,-275.91693906928737,0
India,Yes,Homosexual,Jewish,-4.606801311558333,-87.85185379777103,B,C,D,165.74441980707505,-48.74373724091725,A,E,-57.567788232675944,0
China,Non-Veteran,Homosexual,Christian,-12.909376206715287,96.04712129755943,E,D,B,181.84922890547136,79.25457313491646,D,D,55.504710716047036,1
Brazil,No,Heterosexual,Buddhist,53.87716431119094,-41.39459952559129,A,D,B,54.95836931920813,-18.47451719899228,D,B,87.1443874997938,1
Other,No,Homosexual,Hindu,-74.6409687471725,-7.7843373706273695,D,A,D,-33.56161147438881,-32.67922853103421,A,C,-18.964654135916366,1
India,No,Heterosexual,Muslim,155.93970808464505,-43.62495667819627,B,E,A,11.423873137929347,58.800582719370766,C,E,-46.62671264299381,0
Brazil,No,Other,None,-98.72899111063114,-5.042826987226024,E,D,D,-28.130281991981793,32.053790567896066,C,A,108.00673531105392,1
India,No,Homosexual,Other,190.39942136742377,42.71857654328743,D,E,E,-120.30615376144868,23.537544854914078,C,A,-22.92240835267647,1
Brazil,Veteran,Other,Hindu,88.80360704606525,49.1590356738031,E,D,E,102.60122051512475,287.701012120266,C,B,-8.162937035230714,1
China,Veteran,Heterosexual,Jewish,167.9899896851255,-132.9596782254224,E,D,B,27.19907382015272,78.57070189397668,C,A,-70.14352643200492,0
China,Non-Veteran,Homosexual,Christian,-64.15452105474961,122.8407388407061,E,B,B,95.71156693370597,3.8750475654440417,E,C,177.82527070200254,0
Germany,Yes,Bisexual,Buddhist,-116.00315999053494,71.50514828447847,C,B,D,6.2845418470595975,13.945214085434285,A,B,34.15231679496075,0
China,No,Heterosexual,Buddhist,-156.21929053573237,255.49605977331038,C,B,C,-97.19047182248124,48.36512269832248,D,E,331.2926948989314,0
Mexico,Yes,Heterosexual,Muslim,-160.0795895023379,-5.951901431769933,B,A,B,28.36633318632301,80.5299067266596,A,B,23.26985603753166,0
India,Yes,Bisexual,Buddhist,-208.69807512272573,61.64806380415941,E,C,B,-60.15789908836386,-77.60034016093307,E,D,60.15776666153694,1
Brazil,Non-Veteran,Heterosexual,Other,-137.5090682775728,-29.937614445100607,D,E,C,51.34068152219252,10.518435653841301,E,A,69.91316623541466,1
Other,Veteran,Bisexual,Hindu,-178.74380411355187,-66.00782821204399,C,D,B,-123.55430376250082,80.4696500479413,E,A,-88.56291063483107,1
India,Veteran,Bisexual,Jewish,171.71607827394837,41.59689153482671,E,B,D,-140.43780325629743,38.0702464799515,D,A,17.943473817285952,1
Other,No,Bisexual,None,170.57670100144128,-136.00329992506246,A,B,B,-28.638343062664074,42.19598042096964,C,C,-190.4477964871057,0
India,Non-Veteran,Bisexual,Muslim,5.8962140952612785,-113.97510186807773,A,B,B,6.38694241584883,-47.79552827574848,C,D,158.99348350055865,0
Mexico,Yes,Homosexual,Muslim,-6.723868393918458,38.80619790917122,E,E,C,100.00248751480444,29.566656853960755,D,E,-79.23361270903436,0
Mexico,Veteran,Homosexual,None,-112.7723491830498,-168.80179182990614,B,A,D,42.68563031368623,-23.67954217658798,B,E,-294.9225955102078,0
Brazil,Yes,Other,Jewish,29.58337986104011,88.70768237981446,C,B,E,-89.63605683202445,170.1577636513996,B,E,5.706788446781347,0
Brazil,Yes,Bisexual,Buddhist,-40.23973748369484,-190.7366861798743,A,D,E,-110.96337214249135,-6.723388841369681,D,D,68.69795024521461,0
India,Veteran,Other,Other,125.92648612057044,-65.86262706178054,B,B,C,55.35012039573376,52.25698021810318,B,B,114.75944242627165,1
Other,Yes,Heterosexual,Hindu,-53.51180284767374,83.0715663122397,A,D,B,-247.3752851372925,59.81990504123971,E,D,-6.616951960256347,0
US,Non-Veteran,Other,Buddhist,75.9962397046977,-50.38268993121242,E,A,E,-116.77982285693398,121.57027242733645,B,E,101.46631877495969,1
Germany,Yes,Bisexual,Hindu,146.8028001586994,-66.15546449882615,A,A,D,9.347249360724096,-61.159905938578106,E,D,-193.39319557535194,1
China,No,Bisexual,Christian,-33.31427875912756,18.238682872367168,E,D,B,139.2089159039098,185.77210216140992,D,B,20.110889501282607,0
US,Veteran,Other,Muslim,20.516677855517944,25.477454420908103,C,E,D,-58.79247573069336,-66.318781336144,E,B,-101.89636568043166,1
Other,No,Homosexual,Christian,118.34572336326414,45.295005497493776,D,C,E,99.98439734396142,-160.53320713647346,E,C,211.7158792212261,1
Other,Veteran,Heterosexual,Other,16.30584766074002,-46.094228149919644,C,B,A,-12.463644387243997,161.5711571923446,A,C,7.994190731389539,0
UK,Non-Veteran,Heterosexual,Other,-51.290102097284,-98.08245598854346,E,C,E,46.59918222113157,191.90792565843643,D,B,129.55844895055057,0
Mexico,No,Homosexual,Christian,-93.66846956853927,140.3614758309723,C,E,D,16.528491268658698,-72.99885475367702,A,E,45.80938877762888,1
India,Yes,Bisexual,Christian,71.5888883783375,-223.0194088575947,D,E,C,59.710716380761966,-55.90281689244687,D,C,-28.431383012457733,1
China,No,Heterosexual,Other,-47.672460027621895,153.58752604181743,B,A,D,32.44642655529444,-74.09318516033161,D,E,38.349032334364885,0
Other,Non-Veteran,Bisexual,Muslim,81.39649946976675,67.26347357140254,C,B,B,44.44000286576434,115.46265727842042,E,E,85.59792956228476,1
US,Non-Veteran,Other,None,205.27151608638192,61.31471609467749,B,C,B,-110.0082641897625,5.301080735068904,E,E,-18.40200507755364,0
India,Veteran,Bisexual,None,-39.769489355348306,5.093631456872692,B,B,E,62.45766572202337,112.16605143316445,D,D,24.800552358801593,0
Mexico,Veteran,Homosexual,Buddhist,-40.323387471491486,-4.077424289262807,B,E,B,-92.1625151869922,-77.96058585076493,D,E,11.023446662900103,1
Germany,Yes,Heterosexual,Buddhist,18.317156384156192,42.916944732045316,B,E,E,8.425828820166622,178.82167463657115,B,B,-73.64623820802623,1
Brazil,Veteran,Bisexual,Other,-104.47944552520119,103.60727112452159,E,C,A,15.97825543747734,-23.914697806931784,B,A,-16.675629855280796,1
Mexico,No,Other,None,-29.109190780114574,169.31135228169154,C,E,D,-26.34814606502397,77.48425286494242,D,B,-50.22694917689178,1
China,Veteran,Other,Buddhist,-23.627855160327414,68.08461077653291,D,B,B,16.039839152946037,-28.414647847311436,D,C,133.67314036728942,0
Germany,Veteran,Other,None,150.2691594653281,102.14181227093366,C,E,E,-135.21845091596043,-146.34671799468757,A,E,58.06504854002641,1
Germany,Non-Veteran,Heterosexual,Muslim,46.840276668559525,81.29513072454306,C,A,E,69.69985208363147,-98.64858471644845,A,A,70.57627944044421,0
China,No,Bisexual,Christian,36.30427477668602,-171.82111561049203,A,B,E,65.95104928905596,102.89330602121937,B,E,131.68074122945174,0
Germany,Non-Veteran,Other,Jewish,-145.07083315357954,-66.06218071306789,E,D,E,35.38381322951543,178.44825114348316,C,A,-269.18803560759017,0
India,No,Homosexual,Other,-64.36574740929147,2.3183957665085955,C,B,A,-14.621302645462873,30.876245731221207,C,E,-90.4503303838902,0
India,Non-Veteran,Bisexual,Christian,6.309454194485428,-15.503584080122263,B,A,E,-63.32611442856195,-81.72495689468971,D,C,56.99502255075725,1
China,No,Homosexual,Muslim,167.1787719794667,191.7224650091458,C,D,B,-90.96801790723971,111.44599388432108,A,C,-97.14451890006235,0
Brazil,Veteran,Bisexual,None,162.8643118062994,-101.59293688491661,C,E,E,23.236647202018823,143.1255818377817,E,B,9.782488240624065,0
Brazil,Yes,Homosexual,Other,88.83454698215773,-158.97481861763694,B,C,D,-22.217681181126796,13.302565182789417,B,E,-163.43309752274732,1
India,Veteran,Homosexual,Jewish,-46.03111276664475,-54.11436237967779,B,A,C,-76.10582587545825,-56.53236716450205,B,E,110.21917957497519,0
US,No,Heterosexual,Other,25.238635265094704,-75.41334499456768,B,E,B,111.26510096774642,97.64707594468386,D,E,-40.02056727123094,0
Mexico,Yes,Homosexual,Other,9.854236695205447,-120.27796210703663,A,D,E,32.916326863534216,43.11336453466449,A,D,-8.65947867183981,1
Germany,Non-Veteran,Heterosexual,Christian,-49.85827583338195,72.55662500732616,D,D,E,7.574566092128422,95.86851172146328,A,A,42.490142374020365,1
Other,Yes,Heterosexual,Muslim,111.97812899094774,-66.80798201348594,D,B,B,-117.74382707201967,-166.2035136685624,A,B,135.3935147941611,1
India,Yes,Other,Other,20.71836578580383,-76.80211443225038,E,E,B,-112.32782032699768,-63.59957956931145,D,B,-25.75047694390945,1
UK,Yes,Heterosexual,Hindu,69.85138041714038,-12.094857800286105,D,E,C,-209.47784273732051,-89.03208318803192,B,B,49.92705116785322,0
US,Yes,Bisexual,Hindu,108.57576235708078,-151.14165505842462,E,B,B,51.35045632829488,23.821268545126685,D,C,-77.62064180798083,0
US,No,Other,Christian,-232.7032207219716,-14.157589749301538,D,C,A,-297.2981955532787,-61.310191307278735,B,A,-111.2735573654474,1
India,Yes,Bisexual,None,-54.77471593115703,-332.4076046160326,C,D,D,-69.32668657477849,77.55963923917493,A,C,-111.16964729450933,1
US,Yes,Bisexual,Jewish,129.60074018025517,20.7749973545602,C,E,D,-62.737579680923005,91.25161315569463,C,D,55.43850279919518,0
UK,Non-Veteran,Heterosexual,None,30.32834566459368,-69.29720145797458,D,E,D,66.07928517639168,-3.704356637070588,D,A,0.11481457840405512,1
Brazil,Non-Veteran,Homosexual,Jewish,21.435657076372514,44.54418589218899,D,A,E,-27.82379419574461,62.44075639656668,D,C,-32.4133008487616,1
Mexico,Yes,Other,Christian,39.84195051924724,-59.397884698850234,D,A,A,-186.88180150595846,-83.15362545982616,A,A,-224.0983496798552,0
Mexico,Non-Veteran,Other,Buddhist,116.69716244833954,-123.26534668769055,E,C,E,-47.955657212226996,-214.89524900144065,A,C,-129.50191827191404,0
Other,Veteran,Other,Jewish,129.8284339106884,-23.638874390328898,C,D,D,-136.01383566873523,-166.8212123714207,B,C,-24.03971758412512,1
Brazil,Non-Veteran,Homosexual,None,46.53627742997525,-51.58058503110963,C,E,A,-155.93824077797396,103.90703570901168,E,B,-197.51386715017009,1
Other,Veteran,Bisexual,Muslim,185.09972192750675,-74.74072363894668,E,A,C,18.091170742956812,171.22286474678953,E,A,-234.6831296343096,0
India,Veteran,Bisexual,None,20.50071238954795,-3.5102581053156086,D,A,A,-23.71833108251888,-78.79227236397655,E,B,92.71563550892495,0
Brazil,Non-Veteran,Bisexual,Muslim,-31.92545343429637,-40.83858327560138,B,D,D,-174.4700025355396,18.052302197674134,B,A,-164.7713027043615,0
UK,Veteran,Bisexual,Buddhist,204.88828822865906,-166.39198957037448,C,A,C,203.27722495999626,-44.12315191766443,A,D,59.99651927458629,1
Other,Yes,Bisexual,None,81.6494239858601,44.19582992854532,E,B,E,107.46578495429647,-165.1098403909677,C,E,29.000173767983,1
Other,Non-Veteran,Heterosexual,Other,54.6993290805721,126.69450723801332,E,B,E,91.9503669263905,-153.12878198979234,D,A,-197.19267155333347,0
US,Non-Veteran,Heterosexual,None,-4.652779092483837,137.14770584914743,E,C,D,-45.81757880515839,-123.55333261985828,E,E,-106.03770496667084,0
China,Veteran,Heterosexual,Hindu,8.498990911395687,-17.99962175494418,A,A,B,-3.727273973436173,26.27251138560417,E,A,80.51557567865862,1
US,Non-Veteran,Homosexual,None,9.775538471334393,11.15152021326072,C,E,B,-30.52078016052255,81.20734729280117,A,C,68.23146566030407,1
Mexico,Veteran,Bisexual,Hindu,37.37051916436088,99.09814276183695,B,E,C,-16.241960561849282,17.868341115741515,C,B,71.66109290444584,1
UK,Yes,Other,Other,-76.09824987061455,55.60109381669177,B,A,A,28.304862950606967,-58.24757477788326,C,E,-42.77498905861124,0
China,No,Bisexual,Buddhist,70.04647683950064,243.54169891415185,D,C,A,-150.6827495340599,-63.9088197620268,D,E,-63.73521289553125,0
India,Yes,Heterosexual,Other,218.92151780563762,-29.459026537248317,E,C,B,160.31998446784098,-151.96854319451606,B,E,128.97464625469306,0
Mexico,Veteran,Bisexual,Muslim,17.012530379826217,-69.26943793440078,B,D,E,71.62397612914019,15.728861819283276,A,A,58.68113804215931,1
Germany,Yes,Other,Other,27.60052322782936,-144.195990435945,E,E,D,195.6319528873176,82.5834361050905,D,D,-8.311001101054266,0
India,Veteran,Heterosexual,Other,18.37360829255318,92.0141544624322,E,A,A,-48.61544637797587,-52.83857656199906,B,A,-9.346080575933915,1
China,Veteran,Homosexual,Other,-86.21656053314597,15.820305368427965,B,D,A,-71.47133502747376,233.30232277683209,D,C,1.0155152746238538,0
UK,No,Homosexual,Muslim,-20.91720610350127,160.43688823285254,E,A,C,-76.06295952010402,46.51933651742192,C,C,-64.66499540762682,1
Germany,No,Heterosexual,None,-126.71992323786483,195.78761175528808,D,A,E,-52.4493727894551,-152.43915404154615,A,A,-3.8445989941436878,0
Brazil,Yes,Other,Muslim,-83.04226066017894,200.53244823880192,C,D,D,-94.81552070192632,-75.13488209120798,C,A,0.6731145194729999,1
India,Yes,Other,Other,70.23266215830553,99.44421639191194,D,B,E,-63.071390797474514,-70.68369821045853,C,A,18.72958878807161,0
Germany,Non-Veteran,Heterosexual,Jewish,110.78145065829368,3.0536972894836474,E,A,A,37.89409267511701,-98.60672287586883,E,B,-14.420508049729369,1
Brazil,No,Bisexual,Buddhist,29.289883254965897,-84.24872268529501,E,D,E,-15.51905572324378,102.79414022538738,A,A,-38.306128886140115,1
Brazil,No,Heterosexual,Jewish,-322.2522305260811,87.28109085340316,C,E,B,-256.4941720947612,-95.42848237343132,D,C,159.1444940249788,0
Mexico,Veteran,Bisexual,Christian,-17.454305442805435,-55.82439565092907,C,A,C,-89.02235020169846,33.141376752152226,C,C,-3.385914143687622,0
UK,Non-Veteran,Homosexual,Other,-171.2506663366167,-131.46631705873534,C,D,B,142.99887481530342,19.49817117908448,E,D,243.51691938093495,1
US,No,Homosexual,Hindu,-160.650644067203,55.87432737055087,A,C,E,82.3790135903927,125.11806025065543,B,B,-63.22988071905691,1
