age_range,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
65+,Divorced,None,26.53935293952342,E,E,D,D,138.9421846706462,E,A,B,A,D,A,E,99.30849391243763,154.97030592593316,1
36-50,Single,Mental,-85.30284012971833,D,C,A,C,45.388683027032044,E,A,D,D,D,A,E,-72.36228468271271,-100.71250076661258,0
65+,Widowed,Mental,16.99786374180242,D,B,B,E,80.51200868621464,B,C,E,A,C,E,A,-101.7948691504155,-108.85922414193372,0
51-65,Married,No,170.3632517872255,D,C,E,B,-52.87220154993704,D,E,B,C,A,A,E,0.10654131052230725,-23.755311275659576,0
26-35,Married,No,-8.182975955078925,B,B,C,C,19.204926105120602,E,A,E,D,D,D,D,167.18547953087582,-138.6569313066571,0
36-50,Single,Yes,-44.4687496562052,D,E,E,B,10.34227251587839,B,E,B,A,A,E,B,115.68309233121545,50.23063267568959,1
36-50,Divorced,Physical,-89.94370978384717,B,A,D,D,-17.032426694170137,A,E,E,E,D,C,D,71.72193649806569,186.4438400784091,0
36-50,Divorced,Yes,41.33485819997794,D,C,C,C,41.9487179977393,E,B,E,E,B,A,B,43.23917197127835,-71.07727000656017,1
26-35,Single,Mental,-63.67290790340292,D,C,A,C,-68.7775472594949,C,D,E,E,B,C,B,15.966521301933692,-137.68449692923167,0
51-65,Single,No,57.87653188223671,A,C,D,D,8.545327134244706,C,A,B,D,E,D,B,20.031937244025933,33.85675264588966,1
18-25,Single,Mental,-196.98313002209173,A,A,E,A,-15.917249810419106,E,D,E,A,D,C,A,-80.573428493754,2.4474283079341914,0
36-50,Divorced,Mental,-63.26442603632957,A,E,E,E,59.45531414696941,D,A,A,C,A,C,D,-58.8439044643731,-127.34436384028061,0
26-35,Married,Both,310.861593636971,D,B,B,D,-231.1148222647174,A,D,B,C,E,A,D,-60.734686200447506,-69.77394046292592,1
51-65,Married,Both,-22.194469388583425,B,D,A,A,-28.858590038584104,A,C,E,B,E,E,B,89.47500213851289,162.90176747807882,0
26-35,Divorced,No,59.43250184373835,E,E,A,C,54.43646665637919,E,A,C,E,A,E,D,5.174212512401807,89.23314022279784,1
36-50,Widowed,No,-150.36178523585582,C,D,D,B,-168.35120582969148,A,B,B,C,D,A,E,-49.612556677744394,-10.15170587181085,1
18-25,Divorced,Mental,-40.746824153533815,B,E,E,C,76.75570589449151,E,A,A,A,B,D,D,80.26790495157081,112.51970872488639,1
18-25,Single,Physical,56.346967778245904,C,C,D,D,19.054098710190654,B,B,A,A,B,C,C,-99.15438850859093,33.890370107337574,0
65+,Widowed,Mental,9.143706525365205,A,D,A,B,-32.996217178641466,A,C,A,B,C,D,E,-34.20147232807712,107.43864584476701,0
36-50,Married,Physical,22.464325957341313,E,D,A,E,128.21222387912775,A,A,D,B,C,A,A,36.29472384713833,157.09879427427953,1
26-35,Single,Yes,-96.139584634975,B,B,E,A,-22.2973648331199,B,C,E,C,E,B,E,-36.064713174781964,15.057064995189334,0
18-25,Married,Yes,71.90464848078071,D,A,E,D,58.25110236903702,D,D,B,C,E,E,C,48.637259064631735,-92.74441422743534,0
36-50,Single,Yes,-38.36581774994298,A,B,A,A,-53.99375489931193,A,B,A,D,B,C,B,125.03716144776138,37.10578818576923,1
51-65,Married,Both,-176.5463747111563,C,A,E,B,-142.70252399016428,A,B,B,E,C,B,E,176.39278517053657,-84.82158183401931,0
26-35,Divorced,Physical,-52.126924281247675,D,C,D,A,21.275740108860443,E,A,E,E,B,A,B,238.10430087766025,-70.5216943098349,0
51-65,Single,None,3.7061566554130954,B,D,E,C,112.412321881515,D,B,C,C,B,E,E,-38.64386812468939,-9.31040630217359,1
51-65,Widowed,No,61.47067125404462,E,E,D,E,27.775978975287718,E,E,B,D,A,A,A,-87.53268617751701,17.959987270095205,0
65+,Single,Both,5.760544394019114,A,B,C,D,-147.65116168063216,C,D,C,A,A,C,A,-24.76613437230023,133.4013395134126,1
65+,Widowed,Yes,16.515908961061356,E,C,C,C,111.58218945196903,D,E,C,B,C,A,C,64.896294676043,207.1947470066743,0
51-65,Single,Yes,13.793049559036131,C,D,D,D,-82.60124341173184,E,A,B,E,A,B,D,144.49266863284126,-40.90540986695096,0
51-65,Married,Mental,62.926869898999385,C,A,A,D,-11.966479874735459,B,B,D,E,B,D,B,66.15622578697138,-5.216237116946383,0
65+,Single,Mental,-63.080476180756264,C,B,D,D,-104.18729551798558,D,B,E,B,C,B,E,111.77039311211637,-65.8887744424321,0
18-25,Married,None,-17.330729622143473,D,A,D,B,-224.6218920476954,C,C,A,C,D,B,C,18.840642322608403,-112.05822249427966,1
36-50,Single,Mental,172.34477021449314,D,B,C,E,-4.049454935444776,C,D,B,E,E,A,A,-63.06637737451703,-164.63129468222647,1
18-25,Widowed,None,14.805114086274779,D,B,B,B,-116.3192971566593,E,A,B,E,D,A,C,-53.81581857308512,-32.74346507734526,1
18-25,Widowed,None,-42.969986523306375,E,B,A,C,-10.922400798162311,E,A,E,E,C,E,A,-90.00715541843776,110.33235121542803,0
18-25,Single,None,48.30087997716982,D,A,D,B,191.58066343995773,E,D,A,D,C,D,C,7.727615088801228,-25.963842012563692,1
26-35,Single,None,30.43231970161438,D,C,C,D,126.41924016750473,C,D,C,D,E,B,B,87.1557212116906,43.01629907789031,0
51-65,Widowed,Yes,12.023107479853198,B,D,B,A,135.38211404215917,C,B,B,A,A,A,B,-88.92814961930097,-14.379541077474745,1
18-25,Married,Mental,-59.41891646142157,A,B,A,C,27.26132623432531,D,B,B,D,A,E,A,90.30112859507392,81.12059181188705,1
65+,Divorced,Both,4.1026721159365485,C,B,A,A,47.95554527091728,B,C,A,C,A,B,B,263.01240200562796,-27.489472206962105,1
18-25,Widowed,Physical,3.1799196232530287,B,D,E,E,245.33303140608348,E,A,C,D,B,A,A,13.818297368662403,-74.8913870856999,0
18-25,Widowed,None,127.52353627130756,B,C,D,B,-91.20162928430346,C,E,C,C,A,A,B,126.30775548485727,-8.572552694532135,1
26-35,Single,Physical,78.65464288407608,A,C,B,E,11.112647642441962,C,C,A,C,B,B,E,63.896083439375275,-140.66744022373632,1
65+,Single,Yes,-60.378842817960134,C,E,A,D,-195.31042775938153,D,E,D,A,C,D,B,33.26804771626936,66.85708226969324,1
18-25,Single,No,29.091853914830306,A,A,D,B,-17.938326646907747,D,B,D,A,C,A,A,78.60427089372935,74.16259773372451,0
26-35,Married,None,-182.99730562543965,D,E,C,E,-49.18650779191407,D,A,E,A,E,B,A,-63.75110802416082,-93.55869352907278,1
26-35,Single,None,143.46415761311496,C,B,A,C,-156.1083216412236,E,A,C,A,C,E,C,122.71580373279187,56.359539544515954,1
36-50,Married,Physical,-113.15591454957546,B,A,A,B,-6.755091171152965,A,C,E,E,A,A,C,-161.50625270249606,-72.26495776969894,0
18-25,Single,No,-94.41607205776702,E,D,A,D,-77.76132383195066,C,B,A,D,E,B,D,140.60053112620008,-34.06518361441616,1
51-65,Widowed,Physical,268.145123798203,A,E,A,D,104.27105378121198,E,A,C,D,D,A,E,-57.390826902532034,-13.550393945155136,1
36-50,Married,Mental,-3.3335401286365087,A,E,C,E,-22.501540672910995,A,C,B,E,A,D,D,25.82465984077916,-87.27784354947453,0
18-25,Widowed,Mental,-10.965875997645114,C,C,E,C,73.52137300046957,B,B,D,A,B,B,A,-80.75356816285655,-254.7034627974976,0
26-35,Single,No,-135.92180762728535,A,D,A,A,123.71710818412576,E,C,A,A,A,C,E,58.338630388797796,-54.275177255406845,0
65+,Widowed,Physical,-117.46208703193135,D,E,C,E,3.810742899969785,B,A,C,B,B,C,A,21.350420162039963,-108.94008574278764,0
18-25,Single,Mental,88.78481798324135,E,C,C,B,-58.24013515990214,C,C,E,B,A,B,D,-56.99301870924393,41.647338928517236,0
26-35,Divorced,No,15.701488131029977,A,C,B,E,-175.18543285978902,C,C,B,B,A,E,D,49.798855293178704,-63.328338230280835,0
26-35,Married,Mental,-14.41267968622085,A,D,D,D,193.17084147882653,D,A,A,D,B,A,B,41.59425210432151,57.38503108237706,1
36-50,Divorced,Yes,-28.74652877217453,E,E,A,B,128.17831963861354,E,D,A,D,C,D,B,219.02739233575886,58.26444271602399,1
36-50,Divorced,No,-1.7478010834529334,D,C,A,D,38.69684400352377,D,A,B,B,D,E,E,84.06725680163476,-71.1104166119211,0
18-25,Single,Physical,-29.716790239763018,A,B,A,D,-107.8391600068264,E,B,C,E,A,D,B,62.32047807231423,-254.29224435288273,1
51-65,Married,Physical,-69.05168014413611,D,B,D,D,-113.79618188680006,B,C,A,B,B,D,A,-59.80776625454601,14.867310580903942,1
36-50,Widowed,Both,-127.8592824670965,A,A,A,E,134.7668433352709,C,D,C,B,D,E,B,-23.614725658993155,-50.740003960515644,1
51-65,Single,Physical,139.56440012358345,E,C,A,E,68.96420074397717,B,B,D,C,B,E,C,-106.48612851846889,115.40299871053791,1
51-65,Divorced,Physical,-41.428627796993204,D,E,D,A,-34.72824202490376,E,A,B,A,A,D,B,39.96157466315393,20.22390559314765,0
18-25,Divorced,No,70.03130432118864,A,A,E,A,-49.799113212214145,C,E,C,D,D,B,E,-179.91779779220334,34.33355443114075,0
65+,Married,Mental,-1.3224105952814638,D,B,B,C,182.49542559770586,D,B,E,C,D,B,E,-88.89837970910823,-112.68135232897968,0
65+,Divorced,None,82.04864533299836,C,E,A,D,-127.90743220092027,D,E,D,B,C,B,B,-8.295048635101134,-95.82628594889361,1
18-25,Single,Both,-183.71720066004244,B,A,C,D,-99.38433008218468,A,D,D,B,D,C,D,4.614516835101929,-78.2965345283054,0
51-65,Single,Physical,39.050979176997835,D,D,E,A,116.8132878477846,B,C,E,E,A,C,A,28.79283796946815,-113.84251690146047,0
26-35,Single,Both,78.28786191351288,E,C,A,E,-75.17761132841291,A,C,E,A,D,C,E,17.91522494560742,54.90447884666986,1
36-50,Widowed,None,-12.097813993185108,A,E,E,B,-55.558232937485705,A,C,C,C,A,C,C,45.948479088534256,-66.71875792186556,0
51-65,Married,Yes,99.77725084136247,A,B,B,A,10.895803275423935,E,C,C,B,A,E,E,-144.92361225219994,1.3362402851922222,1
26-35,Married,Both,1.5534566918488333,E,D,D,D,16.840907691682833,D,B,B,B,C,C,E,-34.29829554787843,-12.6520645636244,0
51-65,Married,Mental,-10.146762030867906,A,E,C,B,-29.787486977551538,E,E,A,B,B,B,B,-46.4537323613972,12.46881271835972,1
65+,Divorced,Physical,28.93716710658491,B,C,B,B,-2.5672823779213827,A,E,A,E,C,C,E,29.539094666992938,132.17405924749463,0
65+,Single,Both,29.40405493825099,D,E,C,D,12.147840523878656,D,E,B,A,E,C,B,43.89630873164478,-14.503196691049384,0
36-50,Divorced,No,-134.99934435576708,C,D,E,C,-125.3426136737446,E,D,C,A,D,B,B,1.5766516695156072,-49.26139888926318,0
65+,Widowed,Both,-115.88981667880243,A,A,B,D,-79.8295853102145,B,D,D,E,B,E,D,-180.80402966306076,28.747995452586476,0
51-65,Married,None,-38.47768821428932,D,C,E,A,122.54285060957734,D,B,B,A,A,C,A,-10.423714767682151,45.11086513330428,1
65+,Married,None,50.298245125802296,E,B,A,E,150.95812467085338,D,B,B,B,E,E,D,-11.212296622959386,11.257999619501023,1
18-25,Single,Yes,106.14839920434767,A,A,B,D,49.7076607177941,B,C,E,C,D,E,D,-11.584864405002268,32.09840906145537,0
36-50,Divorced,No,-65.23820024626413,C,D,B,C,144.60895364740782,B,A,A,C,B,A,B,-133.18835268748938,70.53162297416684,0
26-35,Single,Mental,-183.9599474020429,D,D,B,B,-0.39456274414316117,A,D,C,A,C,D,C,181.77183556735974,9.529035429949971,1
51-65,Married,Mental,-56.50400130616377,D,C,C,A,56.36588752101718,D,A,C,D,C,A,A,2.0772124087998622,100.95312633867468,1
18-25,Divorced,Both,94.39615459107125,C,E,C,B,-243.5476851057269,E,E,D,E,E,A,A,38.93126811939732,115.98916099368488,1
36-50,Married,Yes,-240.12773735576803,D,D,A,D,-53.7949846099243,A,B,D,A,A,B,D,-43.07613389425128,-95.84172631213774,1
36-50,Widowed,Mental,-51.148755830415595,C,D,E,B,-10.944239217504103,D,D,A,E,A,B,D,264.07311232313356,28.249575411438787,1
18-25,Single,Both,-46.64745069506876,A,A,E,A,127.30693075883946,B,B,A,A,B,C,B,-22.091125386410475,-43.81591997259049,0
26-35,Single,Mental,85.44601379217043,D,A,E,C,158.33935002843023,D,E,E,C,D,B,C,-63.141163194129945,-244.73027768292482,1
36-50,Widowed,Mental,-32.19687597979679,B,B,D,B,53.647266704632415,A,D,E,C,E,D,D,-163.58747605841504,63.77653683858197,1
18-25,Single,None,137.9908240544998,B,B,E,D,67.17301941190885,C,E,A,C,B,B,E,149.44079352588,5.352729187336923,0
18-25,Divorced,Physical,35.71086439769846,C,D,D,D,-14.460181034674918,E,B,E,A,E,A,E,-60.0607275387553,17.06093569090057,0
26-35,Divorced,Physical,27.512334858171076,C,D,D,A,-98.73667469296159,D,E,C,E,E,B,E,139.77930522479096,-94.25992083906823,0
51-65,Married,Mental,28.088089797947053,A,B,A,D,-12.719646530724967,A,E,A,C,A,A,C,-4.615288283702589,50.069756476354854,0
51-65,Divorced,Both,-22.225231605913724,D,B,E,A,-42.55095584582221,C,A,B,B,E,A,B,10.586353387085072,-188.751564277087,0
26-35,Single,Mental,-64.15986085370277,B,B,B,E,-31.042647491319304,A,D,E,A,D,E,E,97.40583880376373,134.2751515018817,0
26-35,Married,No,-127.31850644772346,A,A,C,C,1.8853788443598158,E,C,B,C,A,C,D,-40.35395076098647,82.220005887817,1
65+,Married,No,-77.67568382856979,B,B,D,B,-89.62565945984862,C,E,E,A,A,B,D,8.920543346532567,-93.96839859061936,0
51-65,Widowed,No,95.59588769571981,A,E,A,E,122.87864020507311,D,E,A,D,C,E,C,73.0535491401071,-147.90803235676836,0
65+,Widowed,Physical,38.12806382547607,C,A,B,D,59.4796498488104,D,E,D,D,D,B,C,-27.562363053597082,-65.37762154332172,1
18-25,Single,Yes,-56.51392731340135,C,B,B,E,-185.70785896906347,B,B,D,E,B,D,C,124.46034374907575,32.785267384178866,1
36-50,Widowed,Physical,13.149845855529044,E,E,D,D,30.633950724263276,E,B,A,D,D,E,D,-42.010483973628816,177.62422984019076,1
36-50,Divorced,No,50.80357428944849,D,C,D,E,99.91885852011477,D,A,D,C,C,E,A,29.759257952127992,-26.754324118409812,1
36-50,Widowed,Yes,-46.7647457753092,B,A,A,C,37.7031813999175,C,E,A,D,D,C,D,-146.59607801938267,89.0247194441887,1
65+,Widowed,No,-39.4821957842432,B,E,B,C,25.297614062797596,A,C,E,B,A,E,A,273.44185928397604,105.43430421224565,0
51-65,Divorced,Physical,53.39024808277843,A,B,D,B,4.798563164136198,D,C,B,B,C,A,E,66.68805172010967,17.40393921460461,0
36-50,Widowed,Physical,-57.168267909486104,C,B,C,A,-83.63270134474755,D,E,A,C,B,A,A,-71.83886472845417,30.394369021974494,0
65+,Single,Mental,-23.640254797988963,A,C,A,A,158.39871376528865,A,D,E,E,D,A,A,94.23149362094016,209.73325083028848,1
26-35,Married,No,140.51863306763568,B,E,C,A,-19.091446185579205,A,A,C,A,B,D,E,-172.89766821917803,-18.447990976223412,1
18-25,Divorced,Yes,-34.52599316447069,A,D,B,C,65.93566348268017,C,D,C,B,D,A,D,-5.653686559681646,-109.10543443974439,0
18-25,Married,Both,-81.79101715148602,E,C,B,B,-49.53884527044452,D,E,A,E,D,E,D,-28.06227607011151,17.431983822027767,0
51-65,Married,Physical,-16.763795429102636,A,C,B,D,58.01486765978285,D,D,E,A,A,B,A,17.157754846935145,44.84449960361511,0
18-25,Divorced,No,-15.95525941821705,E,A,A,E,-25.74596365759385,A,A,B,B,E,B,C,36.53792385248924,59.27532114785835,0
51-65,Widowed,Mental,-56.457054974079746,D,D,D,C,40.95541107829819,D,B,E,B,A,B,A,109.11066069698727,-8.968615727487883,1
36-50,Divorced,None,47.69655782868575,D,D,A,D,48.299883600918804,E,D,D,B,C,A,E,57.58193058124047,163.90358550529328,0
18-25,Married,No,140.82735493051527,C,E,E,C,-0.35355928413033577,C,B,C,D,E,A,E,-17.326413646530902,-155.86904618886595,0
18-25,Married,None,-85.07330935637653,E,E,D,A,4.08574591654969,C,A,C,E,C,E,B,115.00977917893916,28.093688131164612,0
51-65,Divorced,Mental,64.79043421441145,D,E,C,B,-101.76960536592503,B,D,B,A,D,C,C,59.57255741155245,-30.04199485101352,0
65+,Divorced,Both,-52.9156825799325,B,E,B,E,-14.817929788662854,A,E,E,B,D,B,C,-56.81903885875306,17.56266198898909,1
18-25,Single,No,101.69915765861013,B,D,E,B,-141.55819836180618,B,C,E,B,E,B,B,136.38541138300067,42.81981132731635,1
65+,Widowed,No,12.065012392026388,E,E,E,B,124.38101529995511,C,C,D,B,B,D,C,-55.94034105795424,148.75456251244185,1
26-35,Married,Yes,-119.85197489366479,A,A,B,E,-140.20302256390204,B,D,C,A,D,A,E,-2.394825295660989,-50.05015350923267,1
65+,Single,None,-57.21831269862594,B,C,D,D,-151.12446359910678,C,C,D,C,B,A,E,25.715079410675262,-102.87982894047767,0
26-35,Single,Both,31.49508887412853,B,D,D,B,-78.56573436666581,A,A,A,D,B,B,A,9.423552044575377,94.22244960466172,1
26-35,Widowed,Mental,8.67789476559118,A,C,E,E,-147.62830619848748,C,C,D,D,B,A,C,2.1627903824190167,124.93451161044074,0
51-65,Single,Both,-6.465101173042304,C,E,C,C,-99.54616703879486,D,D,A,D,E,D,D,114.56983942012991,63.2395218080988,1
18-25,Married,Both,-78.30025598451483,B,B,D,B,80.13308593842395,E,D,A,C,A,D,D,-156.95235414026806,-67.38074805997206,0
65+,Divorced,Yes,219.33699054565685,E,B,D,A,43.210683133831154,A,B,B,A,A,A,E,-14.130012073767526,23.63333215871012,1
36-50,Widowed,No,62.32201683534817,E,D,C,E,9.131530851978164,C,B,D,A,C,D,C,125.54338070678955,19.03105564444813,1
36-50,Widowed,Both,110.83800215277293,C,A,B,E,85.81221773722783,B,B,B,B,D,E,C,-137.54392905582253,21.62024801125127,1
26-35,Divorced,Mental,58.01951224575501,D,B,D,C,121.23555377968933,C,D,E,C,E,C,E,-28.238367722706688,68.26845777472118,1
65+,Widowed,No,44.668901172610425,B,E,C,B,-121.11326850442686,A,D,C,A,E,A,C,100.98255790575968,70.98440219314234,0
18-25,Single,Yes,139.53140094276998,D,D,C,D,-16.758603641692982,E,C,C,B,D,C,C,0.48714617122967013,-55.76311168971445,1
51-65,Single,None,95.57057452906949,C,B,D,B,19.46264080583069,B,C,D,A,E,E,A,-247.60653284198017,-11.990271543699343,0
65+,Divorced,Mental,-62.134538996504496,C,C,C,E,-77.66232157262567,E,B,D,C,D,C,A,85.44334485896475,-52.606050945176975,1
18-25,Single,Yes,60.76650482362614,E,C,A,C,-34.04126134569008,D,E,D,B,E,B,B,164.28850521477278,-92.50967609130079,1
51-65,Single,None,-131.83120678735094,C,B,D,D,79.18208917038673,A,A,C,B,A,C,D,-98.29160902016237,27.337321056995478,1
36-50,Divorced,Yes,-3.608999362241113,B,B,D,A,95.88687819786979,B,D,A,E,E,E,B,-59.91138760647281,76.1624616417889,1
18-25,Widowed,Yes,-64.26210190422661,B,E,E,C,62.84694288609713,C,B,A,B,C,B,D,112.39452961477798,-82.16442266124568,0
36-50,Divorced,Physical,-128.62751892721943,E,D,E,A,27.31206483462692,D,C,A,C,C,B,E,41.08589825943946,114.34718059286746,0
36-50,Married,No,-40.49848811273024,E,E,E,D,-161.86195243854277,E,B,B,C,A,D,C,110.5056020057779,-153.09328442026901,1
36-50,Married,Mental,-15.488949353676132,C,B,D,A,66.23722403857097,E,C,D,E,E,A,B,137.6189604258841,-76.31817453838389,0
18-25,Widowed,Mental,-23.136754782318654,B,B,C,C,-242.01518650297785,D,D,A,E,E,B,C,84.14469567682491,-4.036892809669628,0
26-35,Single,Mental,180.77351931439196,A,A,A,A,162.0863819474758,D,E,A,D,C,C,A,78.51433932723471,-77.60392122806061,1
65+,Divorced,None,-17.20328049158672,A,A,D,D,53.99835207067274,E,B,D,E,C,D,B,-51.79693371057029,-25.55431231370778,1
36-50,Married,Mental,12.374827179672993,D,D,E,C,-76.56796461091307,E,E,B,A,A,B,A,90.33146194517548,-15.186014993111616,1
51-65,Married,Physical,-85.88212898381869,A,A,E,D,-45.62727936947836,D,E,A,A,C,C,A,40.946870007518456,-113.838090555413,1
65+,Married,Physical,134.46457496309262,B,E,C,C,-78.73951514374113,B,C,E,A,D,E,C,49.277499934226675,5.799028934929808,1
18-25,Widowed,Physical,46.87802699711702,B,E,B,C,-109.84721475762127,D,B,C,D,B,A,E,8.84030740265826,138.20251448458083,0
65+,Divorced,Physical,-96.9326427156994,E,B,A,D,46.69211331542819,A,A,D,B,E,D,D,40.767884801594825,-122.0302548877959,1
65+,Single,Yes,-164.76725300126566,A,E,B,E,-42.49128910085108,A,B,B,B,B,B,B,-31.134535514639023,98.57186212640727,0
36-50,Married,Mental,-321.4651800834251,C,D,D,A,-8.365821512332301,E,B,D,A,D,D,E,140.13788497347315,-194.9342608923146,1
26-35,Widowed,No,-129.33260078843043,A,B,A,A,-15.480355951969264,E,A,E,A,C,B,D,-84.61542736600165,39.36499433390148,0
51-65,Married,None,54.394993406885995,B,B,A,B,9.9266323010187,B,D,E,E,D,E,B,43.35848218575038,-84.68184306229203,0
26-35,Married,Both,57.87995664122347,C,E,B,C,-13.27983477919721,A,A,A,B,E,B,E,-38.23463860855955,110.05709124595107,1
26-35,Widowed,None,5.636344604252363,B,E,C,B,107.03044045081637,C,E,A,D,D,A,A,-0.53912390280925,-107.79752117695634,0
51-65,Widowed,Yes,-67.72763869327906,B,C,A,C,-70.08896566063626,A,C,D,C,B,D,D,43.2797579320994,126.50064019648333,0
65+,Single,Physical,14.653030711331036,A,B,E,E,-82.23284839942049,A,E,E,D,D,C,D,135.9893153803352,-184.05379661955268,1
65+,Married,Physical,-206.0552329826485,A,C,A,A,226.15761765334543,C,B,C,B,D,D,C,-158.41285573188296,-6.803412972384278,0
18-25,Widowed,Yes,153.42338621897375,D,C,B,E,-162.33144602726452,C,B,C,C,B,B,C,-20.64271082908108,33.43976431220267,0
65+,Widowed,None,-98.86836019044023,E,B,B,B,-27.814593200327575,C,A,A,D,D,B,B,-144.9526985183528,75.65385833608003,1
36-50,Divorced,Both,-92.55385547463624,C,A,B,D,38.48806769912165,D,B,B,B,C,C,B,-203.5153760540347,60.55072862767478,0
65+,Divorced,Physical,89.83283100277467,A,B,A,D,51.81637956312368,D,D,A,B,C,C,D,-16.082155786406588,-14.35055259945908,1
36-50,Single,Both,-86.43691486295603,C,D,C,D,-143.54104492241046,B,C,B,D,B,C,E,-147.96498969739915,101.6627198677427,1
18-25,Single,Yes,-17.346759821439598,E,C,C,E,65.90551082602737,A,D,A,A,C,E,D,-112.44075399339664,1.4559405273785024,1
26-35,Widowed,Both,58.82952136245139,E,A,D,E,119.40341313699649,E,B,C,E,C,C,C,-45.199143867536755,231.35714503881047,1
51-65,Single,None,-28.087829359775686,E,B,E,E,71.64620424846214,C,A,E,B,B,A,B,156.00038779225142,-155.56238041843196,1
26-35,Widowed,Yes,46.556535264801134,A,D,D,D,92.45628453194583,B,B,B,B,E,B,B,-157.91712346928173,-175.48592041926142,0
65+,Single,None,210.47680849542974,A,C,E,B,-212.3156380473234,E,A,E,B,E,A,D,-70.98956586678082,78.46129763786868,0
51-65,Divorced,No,28.571456898391546,A,A,A,C,50.379016513188844,B,D,C,C,A,B,E,81.28998768771957,43.09244143767959,0
36-50,Divorced,Yes,-111.16792564312183,C,B,A,E,-151.68651436744668,A,B,D,B,C,A,E,-116.47959883285957,105.35421086976422,1
51-65,Widowed,Physical,142.65387182579317,C,C,A,A,7.3803832826176485,E,B,A,E,B,E,B,10.969230688642151,-18.901300651240334,1
18-25,Single,Both,-106.19370767096036,D,A,E,D,-83.55638441647976,B,C,D,E,D,C,C,-206.5611992326833,62.010153105182795,0
65+,Married,Mental,193.81525821595943,E,C,C,A,26.89321909030816,E,C,A,A,B,E,B,-209.19057388514068,-201.43017158044714,1
26-35,Widowed,Yes,-24.802494742087838,B,D,E,E,-102.74699193439531,E,B,D,A,A,D,B,179.20392184135295,-81.55094611966986,1
51-65,Married,Mental,55.04043859815047,A,E,E,D,67.57604754566688,D,A,E,A,B,D,E,55.691395270782905,-91.94992705185084,0
18-25,Single,No,-85.78023389486998,A,E,E,B,-149.3891649648983,D,D,A,A,B,D,D,-1.7006384249487367,32.40029438098738,0
51-65,Married,Both,-53.24121310127454,E,B,B,A,49.03171151775301,C,E,C,C,D,E,E,-113.83225255075673,7.935401612073019,0
