military,anos,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Non-Veteran,76,18-25,B,-173.59953551305534,99.06397023265401,E,B,D,141.02445065023977,B,C,E,8.933223614094022,C,C,0
Yes,61,51-65,D,-101.51192081158786,-63.256124212363,E,E,E,-96.38814752784609,E,A,D,91.84964093641102,D,E,0
Veteran,47,18-25,E,52.55279354642547,-74.17182420308171,B,B,D,158.07023002485244,D,E,C,139.9176780536564,E,E,1
Veteran,41,26-35,C,-27.168687080766812,2.794526440674611,D,C,D,-76.89448944202786,B,A,D,116.98271790142014,B,C,0
No,42,51-65,C,-35.38615453157304,59.58414726091371,C,E,A,-34.26032683208441,E,D,E,161.41007911046555,E,D,0
No,74,51-65,B,-22.337890593892613,-106.95215593860952,B,E,B,34.620462759306115,A,C,C,-20.876125567817784,D,B,0
Veteran,61,26-35,B,12.017779170701633,-71.8388589540758,E,B,B,22.403860999626314,E,B,B,23.940843407337365,E,C,0
Yes,20,18-25,D,-188.42444275338818,-15.912351420664352,B,E,B,266.02247592861465,D,A,D,-80.23159006114435,B,A,1
Non-Veteran,18,36-50,C,-43.45832475264805,-231.23256544353345,C,B,A,192.7349231793643,E,E,A,-50.34531659767464,A,C,1
Veteran,76,18-25,A,95.12584404459011,-27.213716080464188,B,D,A,54.33338674484435,A,E,B,39.691406632283595,B,B,0
No,28,65+,C,28.9655606997256,-119.94768305236114,D,B,A,-158.2285306693196,B,B,E,-46.27642554636482,C,E,0
Yes,20,36-50,C,-27.099175765019943,67.26163379873583,C,C,B,68.95290097950148,B,D,B,-12.062078926858266,C,B,0
Veteran,44,51-65,E,-123.4305549793279,-87.19896973210766,C,D,A,-128.243555711316,E,E,A,-79.73178864976819,C,A,0
No,62,26-35,A,-137.08576259029545,103.67424034350141,D,C,D,152.10082236681066,B,B,C,9.46315337165876,B,B,0
No,21,65+,A,-81.63574062553838,22.46343659577498,C,A,E,37.272521839026766,B,C,A,50.81963919279103,E,D,1
Yes,74,26-35,C,131.77060999814165,159.45357556680787,D,A,D,-84.99641603434968,A,E,E,-69.45156075037887,D,D,0
Yes,32,51-65,C,-13.571485779565167,142.1184383554068,A,A,A,-211.3905820961437,C,A,A,-176.11226359723727,B,E,1
Veteran,61,26-35,A,-120.77558932384665,-33.29999904595301,D,A,B,158.77380156168906,D,C,D,44.771486499481895,C,C,1
Non-Veteran,44,26-35,B,-16.828546574925745,-136.04833956203842,E,E,E,82.55400799802368,E,C,A,-69.48966262729603,E,D,1
No,34,36-50,A,-54.41146727119802,-0.17164983510331333,B,A,E,31.13545747574883,C,B,D,43.55899555051442,C,D,1
Non-Veteran,43,65+,A,-49.63228065622663,-3.7459975102933973,E,A,D,-83.74718475926512,A,E,A,-12.763242396946431,D,E,1
Veteran,51,18-25,C,-183.0493972913701,73.58377576436368,A,B,D,-113.677336219904,C,D,E,41.79916434926191,C,C,0
Veteran,60,18-25,A,163.49795132371722,-11.482207189251243,C,B,A,41.80789059903055,A,C,A,-5.534092038682558,C,D,1
No,25,51-65,B,149.55618242202056,-156.64859196796934,E,B,B,-163.67714435285953,C,B,C,-51.237911883477736,C,A,0
No,38,26-35,E,30.335822788589578,28.87941500686263,B,C,E,-25.110401884626278,D,C,C,-133.77646017538675,B,A,1
Yes,52,36-50,E,41.83264028897572,30.623212181234717,E,C,D,69.10911463065035,C,B,A,138.58457752192245,A,B,0
Non-Veteran,37,36-50,A,-117.96702233702948,-341.2878690655838,E,B,C,-136.34014017501613,E,B,D,-46.38624721519081,A,C,0
Non-Veteran,44,65+,E,42.44261275191728,-53.226197760733875,E,C,D,86.69810335315726,C,E,C,75.96685215884875,A,C,1
Veteran,27,26-35,D,65.15631571924345,-39.68813944465367,B,B,B,-64.733627591439,C,B,D,152.57909751793576,A,E,0
Non-Veteran,44,18-25,D,67.16241556846681,-0.3004471943398227,D,B,D,149.80823216929582,B,C,D,121.28995858498666,B,A,0
No,38,51-65,C,-55.44571135506893,-12.884621043240477,D,E,D,62.4227346745462,A,E,B,169.8847983448939,D,C,0
Yes,24,18-25,E,23.600530217482458,110.79267950303257,C,D,C,24.219727697462485,D,E,A,-123.88636453883055,C,D,0
Non-Veteran,23,36-50,C,-30.905602594221822,128.29557416043508,B,B,E,-5.47781011679037,D,D,A,-91.42484601603307,A,E,1
Veteran,61,65+,A,12.073815034110819,-1.2676132238126014,C,A,A,63.67655113634413,C,C,A,102.17696068465314,B,B,1
No,73,36-50,A,24.039965040509202,-101.92973176621783,B,C,E,140.20955362966208,D,B,C,-197.24157449025788,E,C,0
No,22,65+,B,-45.778736270908894,-42.1217335404273,C,C,B,-68.3964586354802,D,B,E,41.19514841043978,E,B,1
Yes,37,36-50,E,-121.88157844930205,30.71366810031683,C,E,D,54.87747871554095,B,A,A,-25.99480639003613,D,B,0
Yes,20,51-65,B,-31.514358123781292,37.946417586561886,E,D,A,-99.10520067164731,C,C,B,-32.29717677362094,C,C,0
Yes,33,18-25,A,97.11678025817172,-43.080429984926305,A,C,D,-4.202629037712558,A,E,D,25.130631280735887,D,C,0
No,39,18-25,B,111.83847757969629,1.0128075875634401,E,D,B,92.29495286844205,E,B,A,69.03201294817846,B,D,1
Veteran,49,65+,E,-24.591524377383347,137.51821543577879,E,B,B,-24.943876929176984,E,C,D,-140.64272615592566,D,D,0
Yes,40,65+,E,119.08918303891095,10.489007004207927,D,D,D,86.92476835683746,C,C,D,140.84332309787789,C,D,1
No,57,51-65,C,-59.1540501849969,10.675200217752923,C,E,D,-33.5436140322557,D,C,D,-14.64355586942835,C,D,1
Non-Veteran,52,36-50,D,135.49093042496867,-30.641212078784452,A,A,A,63.17341453064758,C,A,A,-89.31189533951863,D,C,1
No,68,51-65,E,-52.838106722321754,-77.98229178264903,B,A,E,-121.21285149171021,E,B,B,-12.929504309039672,B,A,0
No,63,26-35,B,-53.39259866405973,-160.36254217317116,C,B,D,-9.319220935475855,D,D,E,-147.36253266703332,E,E,1
Veteran,71,26-35,C,-173.84356392308973,-47.542782680374415,E,A,A,-70.00814908589909,D,D,B,-152.40930088619527,B,B,1
No,75,36-50,D,136.45754133092979,-43.991349014982845,B,A,C,54.041890319255906,E,D,D,-40.77824845459141,A,A,1
Yes,61,18-25,B,35.55902390783521,-19.97996071070277,A,B,B,-54.868356644919444,C,A,A,-182.0875128861659,D,B,1
No,28,36-50,A,172.03139668299022,-105.3081773632415,B,A,E,-36.46846677322008,C,C,A,25.04045978465185,C,A,1
Veteran,25,18-25,B,-136.96558509549993,67.51423215734351,E,B,D,56.04010421810882,C,D,E,288.544928257385,B,C,1
Yes,43,36-50,D,25.572274550110198,72.350180659294,C,A,E,-15.78791939770528,A,D,C,-9.117168240455669,B,A,0
Veteran,37,51-65,C,153.5050979750727,-80.79113901481693,A,C,B,48.14195947030457,A,C,A,35.22760603289765,B,A,1
No,26,36-50,C,-178.34363215219173,-39.27477909260952,B,A,D,15.602829393088898,E,C,D,85.03664988493131,D,B,0
Yes,29,51-65,B,2.2837077884438206,157.65821030155593,B,B,B,-95.09001513403777,A,E,E,-7.8559673404180685,C,B,1
Yes,68,65+,E,37.27141611770228,329.32717876880287,B,A,D,39.527304625791295,B,C,C,-54.63255573754682,B,A,1
Veteran,54,65+,C,-3.860870734928898,-70.3477098065548,E,A,A,201.70868221367547,C,A,D,-4.228816324631699,A,B,0
Veteran,74,65+,E,-143.56795957517267,-34.293288075662495,E,A,E,90.06302281282838,C,A,C,-11.27281299547722,D,E,1
Veteran,41,18-25,D,-25.170070273993762,-95.8008476122354,D,D,E,-69.18732987275106,D,D,B,150.7327949827887,B,D,1
Yes,49,26-35,B,58.94599806372185,89.01368474083968,E,C,E,31.9591661412043,A,D,E,-90.4302179821827,C,D,1
Yes,65,26-35,B,-45.91694348706327,22.76035413058841,E,B,C,120.62377026953637,C,C,C,-27.03939247737169,B,A,1
Veteran,67,51-65,E,-27.113703789076517,-146.04213110943078,E,B,C,-145.04529499195402,D,B,D,-30.541196854425817,D,B,0
Veteran,28,51-65,B,60.69390737369579,96.77215812096223,D,D,D,132.79615216381242,C,E,A,-216.28943750149637,E,D,1
Veteran,30,36-50,D,9.79599131609831,0.15337812538141543,C,E,E,-45.17415445057264,E,A,A,94.47526199325182,B,B,1
Veteran,26,26-35,A,0.6791578978202849,12.474976920557351,A,D,D,-19.38025556124566,C,E,C,15.788264591244062,A,B,1
Veteran,65,36-50,E,29.286454733213635,73.0726040899533,D,D,B,-8.564480310013238,E,A,C,8.06684664727225,A,A,1
Yes,31,18-25,E,132.33292534104143,-53.3548093397476,E,D,E,18.71088242984468,C,D,D,-36.80297944509952,C,B,1
Yes,38,65+,A,183.4685026759025,-51.76876304698196,E,D,B,110.97283305498331,E,C,A,81.99059843768609,A,E,0
Yes,38,26-35,D,-165.9125611266795,72.67011601184267,C,A,C,-77.50857160953699,D,C,B,59.245696535069804,A,B,0
Veteran,30,65+,E,66.03413576326328,6.643940835750008,A,D,E,61.68939723633531,A,B,C,-3.540298219070482,E,D,1
Non-Veteran,59,51-65,A,-144.33126805101912,106.68557176889433,C,E,C,173.48617620100106,B,D,A,-57.96206912946506,B,C,0
No,48,36-50,C,-105.12881716704725,-41.4365519854553,B,A,A,218.77858980396527,C,B,B,123.34329921740223,D,B,1
Yes,46,36-50,E,2.3910693403407004,-227.48287269504394,E,E,A,-26.16657419279195,C,E,D,-29.467085290599233,B,C,1
No,23,36-50,B,-28.97169047771492,-24.80078516630121,C,A,A,161.72795424745357,E,A,B,-17.53406683706799,E,D,0
No,48,65+,D,-54.51905808175468,115.57967727823868,B,B,B,-16.84133090664403,C,B,A,-107.37205547740936,B,B,1
No,68,18-25,D,40.289415520025344,-126.81645415037737,B,D,A,-88.27633660972369,B,B,C,74.43851096246443,A,D,0
No,53,65+,E,-178.84607764271226,-185.12076623308255,C,B,E,57.00783785872618,A,C,D,91.88484019726909,E,B,1
Non-Veteran,64,26-35,D,181.63224570084114,-46.99769183759285,C,E,A,-92.98750135049464,B,E,B,-55.037621788177546,A,E,1
Veteran,40,65+,D,129.9621414179289,-305.6959127621556,C,B,C,4.885879188053029,B,A,B,-188.4988038281212,C,A,1
Non-Veteran,77,26-35,C,26.280697656294837,102.96477288901559,B,C,E,19.435331438077274,C,A,C,-186.83670176091854,D,C,1
Yes,61,36-50,B,-18.7794608308411,58.771249324385224,C,B,B,-172.127741189073,D,A,E,142.9777082327092,B,C,0
Veteran,65,65+,C,102.82951618555032,89.1611550717974,A,E,E,-215.27726817488926,B,D,A,134.6666682974967,E,C,0
Veteran,47,65+,D,-58.94462701520532,44.56753326205335,A,E,D,-50.80243300793048,A,E,E,33.88155019121483,A,B,1
Veteran,71,36-50,B,50.818342731582945,-64.32846693003903,D,C,D,-61.93320410941045,B,A,B,17.06953297975917,A,C,0
Yes,49,51-65,E,59.444493722324545,29.89104792592944,A,A,B,-43.96668333039188,B,A,E,167.48279345664946,C,A,0
No,34,65+,D,-2.6198365056693653,-106.22026696503335,B,B,A,7.8391452409442435,A,D,C,18.50250072662846,A,A,1
Yes,79,65+,D,56.160617933610766,-129.35742372230663,B,E,C,-17.267597683800208,A,D,B,192.02931313229894,A,D,1
No,53,18-25,E,-188.96284391128896,65.22481823519382,D,C,C,-137.72487117687055,B,D,E,-33.46153540433053,D,D,1
No,59,36-50,C,65.07208296845866,149.16552886883193,E,C,E,104.61014039017809,D,B,C,33.00390239399573,E,C,1
No,68,18-25,C,-17.79986397858519,-25.56189619707944,D,E,E,-132.24645221945838,A,D,D,60.106355304645476,B,D,1
Veteran,75,18-25,B,-63.84870384122215,-113.4791878106368,B,C,D,121.78530115367934,B,D,D,-41.89836588893771,C,D,1
Veteran,41,65+,C,103.0711167613182,227.42467988737144,B,D,E,-46.102291507093426,B,D,B,113.27359281391054,C,C,1
Non-Veteran,48,26-35,A,-86.04502994545685,103.5058375627554,A,D,E,-1.9642641678223414,D,C,A,-67.28157912153392,B,A,1
Non-Veteran,36,51-65,A,116.50759415507596,130.489996458812,A,E,C,77.78947841574092,A,E,A,6.554063010295673,D,A,1
Veteran,53,65+,B,33.19841757100646,-98.14352924807744,E,A,C,14.71101990384584,C,E,B,-20.277571223740136,B,E,0
Yes,28,36-50,A,43.06522457578192,85.85573966030958,C,E,E,78.03916702402711,E,B,E,89.01129825110382,D,C,0
No,18,26-35,B,-57.80790220440654,52.47859598361584,B,D,E,-101.7198127961473,B,A,A,-9.642220175138492,B,A,0
Non-Veteran,56,65+,B,-117.50209227584574,-102.82039516474133,C,A,B,-134.8926723247699,C,C,A,-69.87477578213188,E,A,1
Yes,25,26-35,C,-103.37383137034976,11.712506190670712,A,B,B,83.10852185078846,D,C,D,-24.971401418474397,C,B,0
Veteran,69,18-25,C,242.01094381964623,4.672464399856457,D,A,E,-158.79673675145466,B,C,E,106.76956557057899,E,A,1
No,31,26-35,A,-114.13859664545562,256.7755427332168,E,C,D,-166.17509357260946,C,D,D,-128.00332581440503,A,E,0
Yes,60,65+,E,-6.844997089588932,-1.0065318461907862,D,B,D,42.503053156342695,C,D,A,9.412236613484188,B,E,0
No,26,65+,E,-42.797520551614596,-235.35903783817412,D,D,E,-9.958834449091887,D,B,E,141.25074707273103,B,D,0
Non-Veteran,74,36-50,B,-19.796764995237744,-192.89327453516952,C,E,B,121.11766709098237,D,B,C,33.013770006538955,E,A,1
Non-Veteran,66,18-25,E,45.33697101475043,-19.946523492411508,D,A,B,-79.7197733290977,C,A,E,51.11403413568437,D,A,0
Yes,49,18-25,E,41.54650877550945,-57.20991295210423,B,E,B,-61.616935555270324,B,D,B,103.94467532783457,E,A,1
No,69,26-35,A,7.193686367951901,-41.60201041303467,D,B,D,-86.634004899427,E,D,A,-85.974881012044,A,C,1
Veteran,60,36-50,D,-92.52835460649173,-17.992644883616414,E,C,D,-185.60518151171317,A,B,C,165.5215023023533,B,C,1
Veteran,60,65+,A,72.3184381227333,-129.02968167237074,C,D,A,40.15597678788805,E,C,E,-5.526968558466375,B,C,1
Yes,57,65+,E,47.55211817579057,61.75324535680119,D,C,E,73.37218027670119,E,E,A,26.315799803424593,A,C,0
No,52,36-50,A,2.4192197492733865,-42.85470075983669,C,A,B,-101.85314396740664,C,E,E,89.86087448435158,B,D,0
Non-Veteran,38,18-25,B,171.07363905386876,170.1884104732124,E,A,C,-56.056852727929254,C,E,B,122.2461549867097,D,E,0
Non-Veteran,53,36-50,C,-110.56511148201453,-105.17016037342108,D,D,E,-192.87040485712282,E,C,E,174.23923229681293,E,D,0
Yes,42,36-50,D,-136.60869903505667,27.715768071552922,A,D,E,-51.0106903762735,D,E,A,-123.22188903669571,D,A,0
Veteran,33,26-35,C,207.5010590438779,-192.74829188585485,D,D,D,159.22274924634806,E,C,A,138.65028027277364,D,D,1
Non-Veteran,77,18-25,A,-154.42393077699887,-47.71637045394513,A,E,E,249.9388351240464,C,E,A,-97.32035687615837,D,A,0
No,39,18-25,C,61.324645721574086,-95.43931095975496,B,C,C,-7.133648931073728,C,E,B,-37.54922197449282,E,D,0
Yes,33,51-65,B,61.182358611779975,105.13369757850293,B,C,E,125.02478224678705,A,B,D,-4.775690976295423,D,D,1
Yes,19,51-65,D,-7.967899040326875,51.51312820353293,B,B,D,86.51846752687497,C,A,D,36.861310792065424,A,D,0
Non-Veteran,41,36-50,C,-103.92511043207733,93.33185606376324,B,E,B,52.112436217899514,B,C,D,100.99463359286311,B,E,1
Veteran,36,51-65,E,100.08943428892087,54.641798500416506,B,C,D,-81.74181190172737,D,C,B,-65.9462020089664,C,C,1
Yes,64,36-50,A,-103.0923086408013,62.4470732833713,E,E,C,129.79328028685438,D,D,E,-123.92774018080061,B,B,0
No,35,65+,B,-135.3154209400907,66.54851547618335,B,D,E,-111.75630996549901,D,A,E,36.21669663277492,A,D,1
Non-Veteran,26,26-35,D,227.53465763544835,-184.14627266569718,A,C,A,-96.19248914041766,D,C,A,-103.59377268820747,A,A,1
Non-Veteran,50,26-35,A,174.3669307855086,62.602185696531286,C,C,A,-89.40899612982652,E,B,A,29.728196626286792,E,D,1
Yes,44,36-50,B,65.28620404996973,55.55698761212112,A,B,E,-137.44908687930945,A,D,A,91.49623126216055,A,D,0
Veteran,72,26-35,A,50.94111526110356,-122.32548758841449,E,D,B,-24.89323703100199,D,B,E,122.79367991635301,B,C,1
Yes,53,65+,A,-89.30222031614093,-98.22805396563595,E,B,A,101.55769310718577,A,B,E,-133.14365570995088,D,E,0
Yes,19,36-50,E,134.10320420869584,-32.89196173562913,E,C,A,35.43827097052642,C,A,C,-78.22991014933277,B,E,1
Non-Veteran,27,18-25,C,-65.43805013456459,-17.96964442504398,E,B,B,-22.20192784647943,A,A,A,-68.91867822484754,E,C,0
Veteran,37,36-50,E,11.85907472345805,-7.8481516011263865,D,E,E,112.20193011375603,B,B,B,-128.52243833233123,B,B,1
Non-Veteran,21,36-50,C,94.9019285486743,14.417426811287386,B,D,B,23.894280697406074,B,B,A,122.49210875846339,E,E,1
No,62,51-65,A,-135.7717578741392,116.72238621496493,C,A,A,-15.05553815049701,C,A,E,-64.31043739955705,A,E,1
No,33,65+,A,-66.50633331974487,367.8890958756137,E,B,B,-98.57202984578379,C,C,C,-180.53562050857096,D,C,0
Yes,43,51-65,A,93.53609434475115,-54.97102972161685,B,E,A,161.29960741145925,C,D,B,26.796771684321037,C,C,1
Non-Veteran,18,51-65,D,-72.34412408780878,182.5397993051938,E,B,C,12.232264539837987,D,A,B,21.934976864210004,D,A,0
Veteran,69,18-25,C,-113.52754553976891,-54.86400654466356,B,B,C,-38.84803581412621,B,E,B,109.8474903911547,C,B,0
Non-Veteran,61,65+,B,-335.86736743624834,26.451422207063914,A,D,A,-75.65577257912321,C,B,C,115.47661482348768,A,D,0
Veteran,52,51-65,E,53.080031013087826,17.72449155952075,B,B,E,-130.67873105397513,A,D,E,10.404832913017058,D,C,1
No,47,18-25,A,-108.8582508140219,-100.66888086622401,B,C,E,-60.220031398969724,A,D,D,0.950625926992551,C,D,0
No,70,51-65,C,26.45659423702908,-28.629248067658786,C,B,B,-96.95571334071913,E,C,C,-92.9198165402483,E,E,0
No,25,51-65,E,68.983057270504,180.33289936123796,A,B,C,-38.251757344295875,B,E,E,-206.32312928900535,E,E,0
Veteran,40,18-25,B,-190.41349524152702,-137.09515227469066,A,B,C,64.51499170612225,D,C,E,-70.81895670406598,C,D,1
No,49,18-25,D,134.78595157104064,75.43978540119144,C,E,C,114.26364968867202,B,D,C,-149.9587359955427,D,D,0
Veteran,69,26-35,C,3.9489676570651238,-60.82375933211009,A,B,E,-1.8415227322561722,C,D,A,82.219134233347,A,D,1
Yes,25,51-65,C,-18.21409247450909,138.29770150828395,D,D,E,69.81248510220837,D,B,B,-85.65295913329614,D,B,0
Non-Veteran,49,26-35,E,-50.07364335658264,52.14891268640356,E,D,C,-119.022061904038,C,B,C,-86.04785158209546,B,E,0
Veteran,71,51-65,A,-57.60211770037894,97.60392164876151,E,A,A,-163.56058331746942,E,D,B,-90.88652615919615,D,C,1
Yes,43,51-65,C,57.039247296343866,39.24980519825572,A,D,E,16.624839827552158,E,D,C,13.00542690887932,D,E,0
Non-Veteran,30,26-35,C,96.50224460720572,-48.079179760241345,C,E,A,11.119608524600677,B,C,E,-42.30683577454643,E,B,1
Yes,79,36-50,A,139.05691634035574,112.98329619880812,D,B,B,-143.19313950577285,A,A,B,109.75960746577194,A,E,1
No,62,65+,D,41.01482860019308,-112.42791108198192,D,B,B,-56.140476428250984,A,A,B,-4.8626862144905,E,B,0
Non-Veteran,33,36-50,E,-169.9626079721477,-96.17324134160647,A,D,D,1.5820601731964294,D,C,D,195.97625095141024,D,C,1
Veteran,27,18-25,C,26.883839775082286,-88.3802815134906,B,B,C,-21.92600860754883,B,C,A,-95.11575102579035,A,E,0
No,38,36-50,E,-80.58550728820447,39.465768838303696,D,C,E,208.25286380565151,D,A,E,89.80486150861353,A,A,0
Non-Veteran,50,36-50,B,-150.49983197243188,84.69785173918419,D,A,D,-63.92397296236758,C,D,C,-48.5760115643346,C,B,0
Yes,29,51-65,B,2.8435117623998285,-100.89414837649792,B,C,B,10.216508482343063,D,D,A,-78.02349475969137,D,A,1
No,79,18-25,E,-289.5115687211297,85.3079938080431,C,A,A,38.283081104663864,B,B,D,-95.3211100794011,E,B,1
No,73,65+,E,-35.72335007842495,130.4547343733006,D,D,E,-37.173088107761615,C,D,C,108.42135858030065,C,B,0
Veteran,27,36-50,B,-93.70213358020061,-49.894490605693065,D,D,A,16.0418505256124,D,D,B,-136.4980291998323,B,A,0
No,64,18-25,E,81.62212836932262,-17.81555072768831,C,E,A,-78.04636134702696,B,E,E,-71.27496509954119,D,D,1
No,28,65+,A,-80.7532583995129,-19.53394661228484,E,A,E,76.60798658910353,C,B,A,-10.797673219214188,A,A,0
Non-Veteran,78,36-50,E,-156.39354597314002,29.372534489779756,B,C,D,-82.97396423027013,D,D,C,-56.34340763287513,C,E,1
Non-Veteran,76,65+,C,23.87999714571819,-233.69272014255117,C,C,C,121.48606992326168,E,A,B,42.748559090462514,C,C,1
Yes,56,51-65,C,18.286993626888716,123.23774785772868,B,D,E,112.21681482370163,A,D,C,75.10030861905969,A,C,1
No,53,36-50,A,-36.36680537847796,-148.72047010876227,C,E,C,-172.15043756506137,C,B,C,-149.8526521890782,B,B,1
Veteran,38,18-25,E,114.39770672134324,132.2709698008473,D,D,C,126.95863574119828,A,B,E,-72.42124969523113,E,B,0
Non-Veteran,21,18-25,D,168.03452452233356,108.81841192673309,E,E,D,104.1601325764793,E,E,E,177.44819238484035,C,A,0
No,39,26-35,C,127.37639902368547,-153.8424068020143,A,E,C,67.6959663345901,C,E,E,45.173429298236265,B,D,1
No,35,65+,A,-35.462700615350464,99.89064208391495,D,C,D,31.79962526091826,E,A,C,-30.717966324026396,C,A,0
No,49,36-50,D,-86.63169762795265,115.17864145874654,E,E,A,42.06545032527734,C,C,E,19.1464478367621,E,C,0
Non-Veteran,68,26-35,B,-44.53090001833385,-30.97996918918802,E,A,D,-44.36257371572958,E,C,A,88.0949002722223,B,D,0
Veteran,73,65+,A,32.122152486586344,102.29172039590912,A,C,C,23.893199307678607,A,C,C,74.7012690872795,A,D,1
Yes,54,26-35,B,-185.38084179404996,25.547620672697814,B,D,E,-36.61719939845744,C,E,E,-68.11957789306581,A,B,0
Veteran,34,65+,D,49.95447834955562,-105.3638489646365,A,B,C,30.444752042744067,E,A,B,-91.24203784969438,D,E,1
Veteran,78,26-35,D,115.20655603769295,-65.30690564501693,C,C,D,47.09239298664096,D,C,B,171.40166353401185,B,A,0
Non-Veteran,70,51-65,E,121.40503331383592,-123.36398721658301,A,C,B,-8.065732159471132,A,A,E,-81.49517355987888,A,B,0
No,33,51-65,E,-58.93668956133927,-61.29248274369132,C,E,E,60.524774600089984,E,A,C,82.38515639959381,C,A,1
Non-Veteran,71,26-35,B,120.43345991200272,71.5982641643144,C,C,A,-191.2137031422865,B,C,A,252.88648922413844,B,A,0
Veteran,76,26-35,B,-61.364642772162924,30.13135346281402,C,D,A,83.31470253907463,B,B,B,153.2752891905281,A,C,0
Veteran,21,26-35,C,3.283209630521803,161.1576960053917,D,A,C,-158.22634641464535,C,E,D,80.6200770007333,C,D,1
No,51,65+,C,180.8791691934805,136.23348551441947,D,D,C,-19.17290168984199,A,D,D,123.4826777499089,C,D,0
No,49,65+,A,-20.307739843008036,-68.97302637079422,A,B,D,-50.5775885651942,A,B,C,20.168849511423424,A,A,0
No,58,65+,E,161.21971206100122,29.903193746171542,E,B,B,-22.222895636652677,D,D,B,-137.6684071904834,E,B,0
Yes,78,36-50,C,-77.88272235149874,-117.63116776916914,B,A,A,-127.21741438346274,C,D,E,-26.46868553221437,C,D,0
No,75,26-35,E,-134.5986339027692,-150.3416493932554,A,A,D,36.14543796001048,C,B,B,-191.70788112329848,D,D,1
Yes,79,51-65,D,31.585051346015057,-66.63394315257517,B,C,A,-211.7119066745916,A,C,C,-119.0485154058931,E,C,0
Non-Veteran,29,26-35,E,-27.043431614806607,141.49384887349393,D,B,E,114.25163302693339,B,E,C,105.60811941257722,E,E,1
No,49,26-35,B,110.98841731142801,67.00875985561929,E,D,E,33.00878544330527,D,B,E,-24.630488096937466,A,A,1
Veteran,53,36-50,B,-35.98753642965023,163.27967026003938,C,B,B,-161.58876552734702,E,B,E,-15.058964841137332,B,B,0
Yes,51,18-25,E,-39.57310389422092,-36.89412193905505,D,B,D,210.08146812570692,E,E,C,89.19712919479382,C,B,1
