military,SEX,Race,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
No,M,Hispanic,Homosexual,14.94362636163316,B,70.4457671024878,D,A,1
Non-Veteran,Other,Black,Heterosexual,33.00526942497829,B,-20.883153830869126,B,C,1
Yes,Other,Other,Bisexual,-212.50035812730408,D,-62.548729687336355,B,E,0
No,Female,White,Bisexual,56.88553329039089,B,-75.47934843929534,C,D,0
Non-Veteran,M,White,Other,-32.768160049582264,A,72.91794272724854,C,A,1
No,F,Black,Bisexual,-94.89872605020697,E,-38.552928868349966,A,B,1
Veteran,Male,Black,Homosexual,-40.95821948467835,A,-50.034703294556,D,C,1
Yes,Female,Black,Heterosexual,-71.76424058363918,B,140.64058138080074,B,B,1
Yes,Female,African American,Bisexual,46.807470806249114,B,40.55369434360851,D,A,1
No,F,Other,Homosexual,-180.72604285260462,B,41.93847333428792,E,D,0
Yes,M,Black,Other,125.34199143127974,B,-31.036705670754166,E,E,0
Non-Veteran,M,African American,Heterosexual,127.49619769198097,B,-151.79091449622751,A,D,1
Veteran,Female,Hispanic,Homosexual,212.89879683268742,D,-48.56829500559327,A,D,0
Veteran,Other,African American,Heterosexual,85.72521470711855,D,119.80111533842994,D,B,1
Yes,M,White,Bisexual,-32.50021746663471,E,-162.03461100220755,A,A,0
Veteran,F,White,Homosexual,-85.42894074301147,E,-50.37371488384104,E,E,1
Yes,Non-binary,Other,Other,24.58766819622956,D,-67.37368984730895,B,E,1
Non-Veteran,Female,Hispanic,Heterosexual,57.493065374138375,D,-45.484265952453654,D,D,1
Yes,M,Hispanic,Heterosexual,46.43543234596205,B,116.49122305805287,A,B,0
Non-Veteran,Female,White,Homosexual,36.754609411231726,E,-64.96354468371777,B,E,0
Non-Veteran,M,Asian,Heterosexual,-347.5069875455986,C,53.00983951119711,B,E,1
No,F,White,Bisexual,60.58540977838194,E,123.46176951357978,C,B,1
Yes,M,Hispanic,Homosexual,-29.61884953646515,A,82.14656786091386,A,E,0
Veteran,F,Hispanic,Bisexual,106.8198133359734,E,-27.20836820872592,A,B,1
Non-Veteran,Female,Hispanic,Bisexual,17.209199365947658,C,-40.445596004321956,B,A,1
Non-Veteran,F,Asian,Heterosexual,-160.30361387771245,D,90.33145644572838,B,A,1
Non-Veteran,Other,Other,Homosexual,58.73047349581804,A,-185.52232979096317,E,B,1
Non-Veteran,Other,Other,Bisexual,-86.13318319414228,D,45.115474632686286,C,A,0
Non-Veteran,M,White,Bisexual,44.188372910268185,E,-22.700408215955303,A,A,0
Non-Veteran,Non-binary,Asian,Heterosexual,-12.997540356813944,E,-134.1425787508935,E,E,0
Non-Veteran,M,Black,Bisexual,24.424062415866153,C,128.80877671688611,D,D,0
No,Non-binary,Black,Bisexual,-10.16270440288966,E,48.17503558357442,D,A,0
Non-Veteran,M,Asian,Homosexual,51.33432825917508,E,-72.41803258748376,D,C,1
No,F,African American,Heterosexual,78.00981251802467,E,105.89419132105743,E,C,1
Yes,Non-binary,Hispanic,Bisexual,-38.01295975307165,E,218.60304544369797,A,E,1
Veteran,Non-binary,Black,Heterosexual,41.44669842857533,D,193.329656607183,A,A,1
Veteran,Other,Black,Other,-237.5023791477195,C,-58.028852451343624,A,D,1
Non-Veteran,Non-binary,Hispanic,Bisexual,-30.917323371577215,E,-118.92591507368498,D,D,0
No,F,White,Other,93.89856514067574,A,-60.93076097272851,C,E,1
Yes,Other,White,Other,171.8916318278452,B,11.007224767771234,D,C,0
No,F,Hispanic,Bisexual,-72.99249529779627,D,-205.4521652697896,A,D,1
No,Non-binary,Hispanic,Homosexual,14.552953524962797,C,-42.66807107937037,C,C,0
Non-Veteran,Male,Other,Homosexual,-238.6737838613978,A,137.62081813905974,A,B,1
No,Male,Other,Homosexual,203.13464165579066,E,137.83649817031753,B,C,0
Non-Veteran,Other,Black,Homosexual,53.50190595066009,E,-24.252375565617832,B,B,1
No,Female,Black,Bisexual,-118.00176468630588,B,53.594948905366145,D,A,1
Non-Veteran,M,Other,Bisexual,-144.25684577749064,A,15.265194438760886,E,D,0
Yes,Female,Other,Other,-7.461400098923223,E,-36.69753986945107,C,A,0
Non-Veteran,Other,Black,Heterosexual,-194.0899124000815,E,45.315504825164886,B,B,0
No,Other,White,Homosexual,137.00581642652796,A,-9.701518134632652,A,D,1
Yes,M,Asian,Heterosexual,-62.5449621246191,D,72.5850845832388,D,D,1
Non-Veteran,Male,Hispanic,Other,-8.803367245282645,D,-14.45378451238574,B,C,1
Non-Veteran,M,Black,Other,148.4886343616078,A,105.78516250643364,D,E,1
Yes,Non-binary,Asian,Homosexual,19.35426697769086,B,153.0767678496767,D,B,0
No,Male,Asian,Homosexual,-53.24268785887061,B,108.34908098714288,C,A,0
No,M,White,Homosexual,-138.0643335037839,C,-166.18290197186843,E,B,0
Yes,M,African American,Other,-21.12658531839889,A,226.75149652745398,A,D,0
Non-Veteran,Other,White,Homosexual,24.86994965548931,C,-92.18945925226217,B,E,1
Yes,Male,Other,Homosexual,42.91707398992487,C,-14.146436742173893,B,B,1
Non-Veteran,Female,White,Homosexual,25.209976738660945,B,25.847382531391833,A,B,1
Non-Veteran,Other,Black,Bisexual,35.24287982305677,E,133.3139556802871,A,A,0
Yes,Non-binary,Asian,Heterosexual,13.038170421543564,B,-49.078347309574546,A,C,0
No,F,Asian,Other,-1.9465766695507942,D,-75.18391851191006,B,E,1
Non-Veteran,Female,Other,Other,129.18133950109538,A,-128.42100959977938,E,B,0
Veteran,Non-binary,White,Bisexual,116.75040319586452,A,-0.7949267990797731,C,C,0
No,Male,African American,Heterosexual,86.2533535475245,B,-14.970530945629765,C,D,1
Veteran,Female,Other,Bisexual,-62.35552403890766,E,23.859688664109584,A,C,1
Non-Veteran,Female,Black,Homosexual,40.555923342921865,D,-109.331808139349,B,B,0
No,Other,Hispanic,Homosexual,-130.04298957858484,A,122.43992416026836,A,B,0
Yes,F,Asian,Other,112.42770538115583,A,0.9120885588511339,E,E,1
Non-Veteran,F,Asian,Heterosexual,-18.10036643861212,D,71.00130481412178,E,E,1
Non-Veteran,Other,Hispanic,Homosexual,138.53002944273516,B,-181.53818116990962,D,B,1
No,M,Black,Bisexual,-26.20306997177274,A,-16.20766986023828,B,D,0
Non-Veteran,F,Other,Bisexual,102.08468404451266,C,-114.5390281709939,C,E,1
Yes,Male,Black,Bisexual,145.38757774104246,A,-28.472098852569506,C,B,1
Yes,Male,African American,Other,34.58129520668355,B,128.86066691762474,D,E,1
Non-Veteran,Other,African American,Heterosexual,-110.8793725350631,D,-25.9858071983526,E,D,0
Yes,Other,White,Heterosexual,82.49917299568258,C,-96.43470712685618,E,A,1
Veteran,F,Black,Bisexual,285.5870442688335,B,-59.09638124380186,B,C,0
Veteran,Non-binary,White,Heterosexual,39.87540656319547,D,-23.227198176046286,E,D,0
Non-Veteran,Female,Hispanic,Bisexual,16.48628545380129,D,-153.43265613604885,B,E,1
Non-Veteran,Female,Black,Heterosexual,168.4401069927553,C,-28.501510410823254,A,B,1
No,Non-binary,Black,Heterosexual,96.52493941963182,B,28.192472201378067,D,B,1
Non-Veteran,Female,African American,Homosexual,86.56531665437332,B,-127.51499235592692,E,A,1
Non-Veteran,Non-binary,Black,Other,-53.04973149278178,E,112.44579274773065,E,D,0
Non-Veteran,Non-binary,Black,Heterosexual,-106.50364462819499,D,-88.88788018827915,E,E,0
Non-Veteran,M,White,Other,-55.72735184176653,B,53.19984465153846,C,B,0
No,M,White,Bisexual,-4.7651453801060475,D,-62.82203478342212,D,B,1
No,Male,Black,Heterosexual,-83.79368837785907,A,197.96114981313454,B,C,1
No,Non-binary,Black,Homosexual,15.931204276097702,E,-6.309894170905923,A,C,1
Yes,Male,White,Heterosexual,98.29983379011283,C,-195.19450296036106,A,C,0
Non-Veteran,Non-binary,White,Bisexual,27.835220052815863,A,-13.11759734194044,C,A,1
Non-Veteran,F,White,Other,-0.7060406535358446,A,5.669761903873313,A,A,1
No,F,White,Homosexual,-35.13941974869464,B,-170.24256262818935,A,A,0
Veteran,Male,Black,Other,164.0909264737282,A,47.66131469802619,C,A,0
Yes,Male,Black,Other,-42.71480708918505,D,148.11697511779124,C,B,1
Veteran,Female,African American,Bisexual,22.65912565484152,C,-0.22910924216828468,D,B,1
No,Male,White,Heterosexual,-37.87596263285036,B,-52.00420676309033,A,B,0
No,Other,Hispanic,Other,28.676661032380498,A,-3.88634666798053,C,E,1
No,Female,White,Heterosexual,-159.00417493553843,B,19.650992720342977,A,E,1
Veteran,Female,Other,Other,93.66732992455728,B,186.05877124709218,D,C,1
Non-Veteran,Other,Other,Other,-87.9320645198162,A,-134.18558813277537,A,D,1
Non-Veteran,F,Asian,Bisexual,105.56773644059061,B,-25.982343661041057,B,C,1
Veteran,Female,White,Heterosexual,194.0872769306607,B,50.13911367184004,C,B,1
Yes,F,Black,Heterosexual,62.55760029722811,B,116.26870494087242,D,E,1
No,F,African American,Heterosexual,29.360575886374598,D,-13.336698481441612,C,B,1
Yes,F,African American,Heterosexual,-160.86015413398368,A,125.47546775774433,D,A,1
No,Female,Hispanic,Homosexual,100.17141179156901,A,-26.475234953250055,D,A,1
Veteran,Non-binary,Asian,Homosexual,-12.814896218745126,A,10.819782051974626,D,C,1
No,Other,White,Heterosexual,36.66223677221257,C,-49.36458339304904,A,A,0
Non-Veteran,M,White,Heterosexual,147.61464109654062,E,-133.3573140313685,A,E,1
Veteran,F,Other,Heterosexual,-26.332308784101944,A,-105.02705263254389,B,C,0
Yes,Female,African American,Other,70.8174205036084,B,-15.214709211484442,B,A,0
No,Non-binary,African American,Bisexual,-57.402068276700014,D,106.35688667475847,E,C,0
No,Other,Black,Other,2.0073611988468345,C,-72.03522387129684,A,B,1
Non-Veteran,Non-binary,White,Homosexual,43.670634762606,B,-66.35964325147802,C,D,1
Veteran,Non-binary,Other,Other,-103.71081260362604,C,-146.82380908667358,B,E,0
Veteran,Other,White,Homosexual,-6.881029426465561,B,52.2535700899858,A,B,1
No,Female,White,Bisexual,-78.28597474089544,C,165.86369339678632,C,A,1
Non-Veteran,Other,Hispanic,Heterosexual,44.56681338916276,C,74.02690526263291,B,D,1
Yes,Male,African American,Other,-28.571900619340795,D,-102.29606292376315,E,A,1
Veteran,Non-binary,White,Homosexual,127.42396675777574,D,76.30421177832231,E,C,0
Non-Veteran,F,Asian,Other,60.87388491235435,C,-11.865827737312594,C,B,1
Non-Veteran,Female,Hispanic,Bisexual,-109.71943669009437,C,-35.612544642072095,A,C,0
Veteran,Non-binary,White,Heterosexual,159.45079004235464,A,25.844424099821197,C,D,0
Yes,Non-binary,Other,Other,-1.9110389974114739,E,-40.626302703903164,B,B,1
Non-Veteran,Non-binary,White,Heterosexual,-104.12570720589656,A,88.18960824153537,B,A,1
Yes,Non-binary,White,Other,-20.28509341582569,D,89.26105125413497,A,D,0
Non-Veteran,Female,African American,Homosexual,-85.29653930211228,D,-112.8844780642222,D,A,1
No,Other,Hispanic,Other,4.422904961000031,C,86.43283708466846,B,A,1
Yes,F,Other,Homosexual,41.99712236368146,E,-17.797741201484783,B,A,0
Yes,Other,African American,Homosexual,44.371717800691165,B,-53.40634869886627,A,B,0
Yes,Female,Asian,Bisexual,-194.3155744887078,B,-91.01818512691976,B,C,0
Non-Veteran,Other,African American,Homosexual,-117.1895199531761,B,-43.05353631818585,E,A,1
Yes,Non-binary,White,Other,-47.06531258158871,D,-14.050499528308332,B,B,1
Yes,M,African American,Other,10.219685251849322,A,-90.93618345788481,D,A,0
Non-Veteran,Male,African American,Homosexual,129.32807280383898,C,43.37187461388178,A,A,1
Non-Veteran,Female,Other,Homosexual,-155.8646850261061,B,165.48974084549585,A,B,0
No,Non-binary,Asian,Other,9.028241863053431,A,33.89196374218965,A,C,0
Yes,F,White,Bisexual,99.80165549431544,C,59.76358557139094,B,D,0
Veteran,F,White,Homosexual,-228.44967735617092,E,-34.32309636355385,C,C,1
Non-Veteran,M,Asian,Bisexual,-20.620209407160342,E,-32.37309280862276,A,B,1
Non-Veteran,M,Hispanic,Bisexual,188.31772915744037,B,-111.07143358752755,C,E,0
Veteran,M,Asian,Homosexual,-136.40337152670716,A,-108.51705237749636,C,A,1
Yes,Non-binary,Other,Bisexual,144.12213374244246,E,-2.82003599620734,C,A,0
Veteran,Other,White,Other,33.07543237238095,B,-116.88393669332054,E,A,0
Yes,Non-binary,Black,Bisexual,-28.553414735513595,D,39.47118271859257,C,B,0
No,Non-binary,White,Heterosexual,49.045244272388146,E,-69.87517448817049,B,B,0
No,Female,Asian,Homosexual,-132.97321705397266,C,-179.63371191627635,C,A,0
Yes,M,Asian,Bisexual,24.850962653039076,A,-49.467609281474964,E,A,1
Non-Veteran,F,Black,Other,59.74352620583304,A,-48.14141001463804,B,C,1
Non-Veteran,M,Asian,Other,36.425126933937925,D,35.21730844575061,D,D,1
Yes,Non-binary,White,Heterosexual,2.1021646270760206,E,-62.07592486232867,D,A,0
No,Non-binary,White,Heterosexual,-131.21969775014182,C,200.19276416267942,A,C,1
No,Female,Other,Heterosexual,-112.28085466649445,D,51.244090880171875,B,C,0
Veteran,Male,Black,Heterosexual,14.570441416409599,A,46.68824287138304,C,C,0
Non-Veteran,Male,Other,Other,96.39988800767463,A,156.89280182360085,A,B,0
No,Non-binary,Other,Homosexual,34.15430115660423,A,294.8238338670097,E,B,1
No,Other,Asian,Bisexual,-17.096448810267738,C,-49.09785430363105,A,B,0
Veteran,Non-binary,Black,Homosexual,9.496463847259044,D,59.74731045129946,D,B,1
Yes,F,Asian,Bisexual,-98.67238624624511,A,-31.854622181449027,B,D,1
Veteran,Female,Hispanic,Other,-57.791140541156004,D,-9.091473682689934,A,C,1
Yes,Non-binary,Other,Heterosexual,-210.61935133104234,E,0.960776304164545,E,D,1
Veteran,Female,Other,Homosexual,49.70876870731622,E,-201.2282031972929,C,E,1
Veteran,F,Black,Bisexual,16.955144486383478,E,-139.30096175519324,C,A,1
Veteran,F,Black,Other,-72.7802415689804,A,-154.29849862530318,C,C,0
Veteran,Other,Black,Bisexual,20.441372842911363,C,-15.252420120567697,E,B,0
Yes,Other,African American,Other,2.0999030195878152,A,58.590164947598275,D,C,0
No,M,Other,Other,113.25701011170423,B,147.4628390966768,A,C,0
Veteran,F,Other,Homosexual,34.17840154201088,D,-144.7881054725389,C,D,1
Non-Veteran,Other,Black,Other,66.34009098022881,C,-5.3113326467393875,D,D,1
Non-Veteran,F,Black,Heterosexual,-6.6273231946758315,E,233.5667663152933,A,E,0
Yes,Non-binary,Asian,Homosexual,-29.129592789537114,A,24.069122525999337,A,E,0
Veteran,F,Asian,Bisexual,150.76479361905416,B,45.89197938876146,B,C,1
No,M,Other,Homosexual,-244.58640087197034,E,26.408380475825123,A,B,1
Veteran,Non-binary,Asian,Bisexual,26.257509322717752,D,12.280339991436291,E,E,0
Yes,Non-binary,Other,Other,6.368129043294397,A,88.72298236103296,C,A,0
Veteran,M,Black,Bisexual,64.22380507166328,E,164.11157685670275,B,C,1
No,Male,African American,Bisexual,9.407502611898261,C,-85.02281228673473,B,A,1
Non-Veteran,F,Black,Bisexual,91.78274472879421,E,-167.46594053241935,D,D,0
Yes,Non-binary,Asian,Other,-18.867762666919337,E,-201.24067509663223,C,A,0
Veteran,M,African American,Other,143.09852715753536,A,9.727196172115098,B,A,1
Non-Veteran,Male,Other,Bisexual,-104.01878647555498,E,-69.56281374321811,D,A,1
Yes,Male,African American,Other,-3.1675293307002432,A,-49.187496779477634,C,B,1
No,Other,Asian,Bisexual,20.00977500850888,E,123.57533913191787,D,E,1
Yes,Male,Hispanic,Homosexual,-205.2599377632758,E,67.27300019163664,C,A,1
No,Male,Asian,Other,373.11091496634555,D,137.17265751562513,B,E,1
Non-Veteran,M,Hispanic,Bisexual,-40.4020689598836,B,-62.77757070632662,E,A,0
No,M,Black,Homosexual,-43.560832193919516,B,-1.033121600610686,B,C,1
No,Non-binary,Black,Heterosexual,115.14490513448439,A,-50.54830529977012,E,B,1
No,Other,Other,Homosexual,58.19187768547797,B,111.95257631408255,D,C,1
No,Non-binary,White,Bisexual,8.190724511794865,E,-26.075240801646455,E,C,0
Non-Veteran,M,African American,Homosexual,-155.24578310467592,B,-46.25119129925825,B,C,1
Veteran,F,Hispanic,Homosexual,22.693466320426705,A,26.263344903873282,D,B,0
Veteran,Female,Hispanic,Homosexual,175.59596237450467,C,-184.19007924952976,D,B,1
Non-Veteran,F,Other,Heterosexual,-45.85831650844783,B,-37.02628837441628,A,B,0
Non-Veteran,F,Hispanic,Bisexual,44.61426770632579,D,-60.35028094489447,B,E,1
Non-Veteran,Other,Other,Other,-41.05903304851305,A,-31.54060069489458,C,E,0
Veteran,M,Hispanic,Other,153.07504069509886,E,-75.29196979893085,B,C,1
No,Male,Black,Other,20.547318279512147,E,-170.34340297617982,B,A,0
Veteran,Other,Black,Bisexual,-14.235832197249293,A,31.074061561818635,A,B,0
No,F,Black,Heterosexual,82.6355765190338,C,-106.42820741739239,A,A,1
Non-Veteran,F,Black,Homosexual,-103.94580251660123,B,66.91217370626448,A,B,0
Non-Veteran,M,Other,Homosexual,-102.49629024426629,C,167.1346418913423,B,A,1
Non-Veteran,Other,Asian,Homosexual,81.54597176434638,E,-1.3783101431939366,C,B,0
Yes,M,Asian,Other,69.54305465719361,E,136.33497490780871,E,A,1
Yes,Other,Asian,Homosexual,70.88193719406284,C,-10.347074499770995,E,E,1
Veteran,Non-binary,White,Other,112.15978859254912,A,-27.73738053772416,C,B,0
Non-Veteran,Non-binary,Asian,Heterosexual,-43.36861531380291,C,-92.18766875256324,D,D,0
No,Non-binary,Hispanic,Bisexual,-202.2967012838509,E,-54.04630881643114,E,E,0
No,F,White,Other,143.52333345001256,C,-47.11300575195775,D,E,1
Yes,Male,White,Bisexual,138.16429923123184,D,-33.33221954988884,D,B,0
Yes,Female,Hispanic,Other,57.47518458900023,C,2.4743835973989494,C,A,1
Veteran,F,Hispanic,Homosexual,20.574703921374,A,-13.81511226474575,B,A,0
No,Female,Asian,Heterosexual,-110.72907972563884,A,-169.0351624784684,D,C,1
No,Non-binary,White,Bisexual,20.967011862842927,E,-26.73578782797323,E,D,0
No,Non-binary,Black,Other,41.15756466529685,A,26.336463823152233,C,D,0
No,Non-binary,Asian,Homosexual,-97.39677105738875,B,52.9585779820183,E,E,0
Yes,M,Other,Other,53.814170628207734,D,-74.27951533652953,C,D,0
Yes,F,Asian,Other,197.89761809655417,D,-7.729376408546483,A,D,1
Non-Veteran,F,Black,Heterosexual,-49.399956188302795,B,162.55319469183877,E,D,1
Yes,Female,Asian,Homosexual,110.38394820174136,D,72.39075200639171,D,C,1
Yes,M,Black,Bisexual,51.49247085487942,A,-8.890068963145685,E,A,0
Yes,Female,Asian,Other,-4.668737455982445,B,-40.52504774847826,D,B,0
No,F,Asian,Heterosexual,53.021324512433345,E,166.1612674772527,E,A,0
Non-Veteran,M,Black,Heterosexual,-60.71081282614139,E,-130.70452209365277,D,A,0
Veteran,Non-binary,Other,Other,48.24863846745332,B,24.505711315352947,C,A,1
Veteran,Non-binary,White,Heterosexual,92.40490848720067,B,217.57846296915554,C,D,1
Veteran,M,Asian,Other,-72.8709636736563,D,-88.67025465945713,A,A,0
Non-Veteran,Male,African American,Homosexual,38.479427517057744,C,6.046070673259578,D,E,0
Non-Veteran,Male,Hispanic,Homosexual,-37.29338524469799,A,104.24978039546771,B,D,1
Non-Veteran,Non-binary,African American,Other,-47.07352409331783,D,-32.38163851998363,D,C,0
Veteran,F,Black,Bisexual,-32.46030300544998,B,-46.11472976984954,B,B,1
Yes,Non-binary,Hispanic,Homosexual,-107.49883555257045,E,61.9591329276175,E,C,0
No,F,Hispanic,Other,-64.8394357044965,A,90.59074888090228,B,D,1
Non-Veteran,Non-binary,Asian,Bisexual,27.382300959505052,A,-110.71298209849625,C,B,0
No,Other,Black,Other,71.6382546568723,D,-61.52848296104688,A,E,1
Yes,M,African American,Homosexual,-111.30784711638022,D,-186.64363401113303,D,E,1
No,Other,Black,Other,49.38434931199701,A,-3.1276251169754716,E,E,0
Non-Veteran,Non-binary,African American,Heterosexual,5.576346773422043,C,-17.52947416177465,B,C,0
Yes,Male,White,Other,14.461112466257442,E,-9.434984650591398,E,D,1
Non-Veteran,M,Black,Homosexual,157.31155037034992,E,-55.10810343050796,C,A,1
No,Female,Hispanic,Homosexual,-111.4314281570786,E,-1.248803468823751,B,C,1
No,Other,Other,Other,-31.65260960680113,B,116.41573780297396,B,E,0
Yes,Non-binary,Asian,Homosexual,-66.5752774589488,E,58.64887820379131,B,A,1
Non-Veteran,Other,Other,Other,40.45284892774722,E,89.65944966888244,A,E,0
Veteran,F,Black,Heterosexual,159.36235296734,E,-36.54131255757316,D,D,0
Yes,Other,African American,Other,78.50773193536202,B,-15.087846983432993,D,C,0
No,Other,White,Heterosexual,-202.91319903512752,D,154.53448876987207,A,C,0
Veteran,Male,Black,Homosexual,49.23365900958107,B,-2.809542262695863,B,E,1
Veteran,Other,Asian,Homosexual,227.13810235498823,D,-193.07696387528054,A,A,1
Non-Veteran,Female,Black,Other,-87.39779398280731,A,29.078284115001047,C,E,1
Non-Veteran,F,Hispanic,Bisexual,33.684260090128745,E,151.52177911118193,C,C,0
Veteran,Non-binary,Black,Heterosexual,31.604543231036708,D,-136.69710982663887,B,B,1
Non-Veteran,Non-binary,White,Heterosexual,-3.2537961973605727,C,-95.76163334125766,C,E,1
No,Non-binary,Hispanic,Homosexual,-66.4071596546681,C,85.13886576625647,A,E,1
Yes,Female,Hispanic,Homosexual,62.34802317874441,D,-59.08894582416633,A,B,0
No,Male,Other,Homosexual,-114.41080602042621,D,-39.14499326325129,B,B,1
No,Non-binary,Other,Other,164.55954342656477,C,80.47473060191088,D,B,0
Non-Veteran,Female,Black,Other,-280.309535879973,E,-7.834165235326979,E,D,0
Non-Veteran,Female,Asian,Heterosexual,106.75476824304909,B,223.20264417285617,B,D,1
No,Male,Asian,Other,25.87649914473056,E,42.01818648552733,A,B,1
Yes,F,Black,Homosexual,53.557469363773876,B,141.77121238911434,D,B,1
