handicap,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Yes,Germany,-126.51471610834466,D,E,256.7416326467945,D,-36.274889522035586,D,D,-102.90742412222914,-83.40901643086089,47.46064759846974,A,-195.8828930319885,B,C,1
Yes,China,-89.75030984607825,C,A,-61.875162671792175,C,23.281640505924486,C,B,16.77732969903677,-88.8107909737426,36.947038934700835,C,-36.81909497243842,C,E,0
Mental,Other,-325.3321358707781,B,C,0.07706846925200113,B,59.64403490312734,E,A,-238.62944762089745,172.7709348669643,17.910774882987326,D,218.22523712776675,A,A,1
None,India,-25.573129943725387,E,B,177.39612780485547,C,77.44850694691804,A,C,212.17305735301485,-41.06440508124301,67.73680983711319,E,192.07297549112522,B,D,0
Physical,Brazil,227.0087319322784,D,D,9.742010838122896,E,-126.73203681511703,C,E,-12.295013006204405,-59.871827902800945,24.10028471141721,E,15.937582788684178,C,E,1
None,Other,-30.872403161560968,A,E,-97.33352108728684,B,4.860862387707651,D,B,-20.50476308455066,82.89375497774091,-62.8908364886278,E,-20.299482499974786,C,A,1
Physical,Other,-152.00721540760878,C,E,153.7210034405728,C,21.317077687485092,B,A,8.196877880233473,-13.452091127621621,-84.61342006433632,D,-91.46822199824265,B,D,0
Both,Other,-70.79658037801305,D,A,-68.86778940934133,C,66.25125043469224,A,E,-16.799602469824233,139.06293960240595,89.3461212298646,D,-64.89872566098235,E,B,1
Mental,Other,15.40091499470214,B,B,-66.37579996303202,A,83.35309484402497,D,A,50.01381183659122,-39.631857868952146,-36.70420693159832,C,30.16211770142202,E,D,1
Yes,Mexico,-2.6872102056866534,C,A,66.8186517778858,D,73.1598987059291,D,B,-106.22068310848213,121.17560669810479,105.53224102090626,B,-91.99278706603677,E,D,1
No,India,74.15496203095103,E,D,-50.219016404545556,E,0.10733247208769979,A,A,-17.047918823198387,-231.30718131159367,-61.02596873667275,B,275.3646888803295,D,B,0
Both,Other,8.629882972668902,E,A,-33.75620069344924,B,-71.49049604161279,C,D,-86.12154610443103,28.56708319198808,-85.00399549149651,E,-105.21236706589924,D,C,0
Both,Other,17.626528421370004,C,C,62.40056215089231,A,127.51638550273283,B,E,2.2084628885599487,81.29917263264541,-201.33516451800298,E,-110.87973500674988,A,A,1
Mental,UK,-129.42474719760207,A,B,110.8999275511713,A,-23.754773985058634,C,B,-310.4210044199288,41.915629504436566,60.02353275706574,A,-21.982263435606505,B,C,0
Yes,India,9.789202754494926,D,C,-37.768694058039934,E,-71.72411498261191,C,B,-63.57716139825833,-52.87374232135834,121.18854657930447,C,41.976310053432925,B,A,0
None,Other,-66.63922423071283,D,B,5.32867968128292,E,191.08059760655445,D,E,-105.6387928947616,-191.1767259218459,-46.68555507913699,C,173.2068767422648,D,A,0
Physical,India,2.212661950227311,B,C,-38.298560261962024,A,-14.678742458115657,C,B,-69.30691381669678,48.03191040511206,-84.24024048264698,A,-120.04901599322511,A,C,1
No,Mexico,-23.569649521629504,C,E,45.434479950019075,A,245.97992324019827,B,B,-39.57061619845358,-71.45321081767288,35.01224766589813,E,-42.88797642064089,A,E,0
Both,Other,11.343911186196806,E,D,70.70105499059879,E,196.24772852472094,C,D,-19.511898663784507,-21.387005452956892,20.562364006504716,B,-3.7419483761540735,E,B,1
Mental,Germany,-74.41174395118601,D,B,26.76646196901166,A,-42.054756954863464,C,B,-89.96563142801678,-104.83310744055485,-67.60543854517417,B,-67.40813751465441,E,C,1
None,US,-98.23976705009176,A,E,-29.083003752333443,E,-161.86424990468896,B,A,26.99690978587086,58.293807569959576,56.37940099844877,A,-26.129322356655706,B,D,1
Both,Germany,102.44144906676273,B,B,115.07187115009481,C,243.23232701384404,D,E,-102.02572276965054,32.59497877327587,-73.99459477272035,D,-61.26634778303791,C,A,1
No,India,-48.26950262292486,B,C,-56.43948676284507,C,-89.01642117424477,A,E,-42.19683203727807,-3.3396742006267446,45.791867320322496,B,59.92018594828441,A,D,1
Yes,Germany,86.98140905003018,C,C,65.63801148195326,B,-71.76075803782777,C,E,-115.32181624498894,-133.86441420773957,-69.03521959396531,A,40.4712487623093,C,B,0
No,China,74.27735756036179,B,D,-32.928694388130324,B,-107.93080204767833,B,A,71.1027962901087,2.2800363833580684,-41.68557900591908,D,-24.015624487142585,D,B,1
Mental,Mexico,-0.9982169382867112,A,E,-52.189615893743465,C,7.373900504107121,D,D,118.67951732273599,-98.87286233195567,-25.59067059992807,A,81.41268360315121,D,D,1
Both,UK,3.059398847273486,C,E,-58.93111285853816,D,-74.05898927281004,C,B,-30.353844145097963,62.79848446537832,-3.629946212299915,B,27.096121634555516,C,E,0
Physical,UK,11.139428344679889,E,E,-36.38500959871507,A,168.0489456744207,C,B,112.12904438298814,251.09901213011244,-51.145917203093624,B,-89.16215167191304,D,C,1
Physical,China,-40.73732014501068,E,A,61.5625501490617,C,87.04989554560744,E,E,-71.86925390359016,50.13713326440696,-220.14058208571848,D,102.07273771014948,D,C,1
Both,India,-11.881722245448751,E,E,120.96267298965682,C,-100.5389085724625,A,B,17.79998873415188,58.81267470837227,-44.00584488401177,B,-17.88736941273408,C,A,1
Mental,India,4.722303698455777,E,A,-62.95009784842962,E,-67.52203807495827,D,C,120.61433462868676,63.359191915174875,47.18093677808744,C,-7.246584358933609,C,B,0
No,Brazil,-200.5638363199639,C,C,84.58124806112104,A,-30.159408325200637,C,C,40.98967811346171,-35.38284380362542,14.096459052306813,C,-22.296067888592336,D,C,1
Both,Germany,-120.82457598404623,D,E,-138.6233371357239,C,-155.40879334109718,B,E,65.95794133162603,14.465752286183864,120.91951803349093,B,122.09718890528656,D,A,1
None,China,204.08661316801914,C,E,-53.807554591916606,E,-7.047624987138394,A,D,-68.65216398543916,82.8408100407926,118.70754297598907,D,10.225016745474669,B,C,1
Mental,Germany,83.32004270565626,A,A,249.72032693259015,E,121.8800606368337,C,C,-37.77126343762272,8.853862295782278,-83.3953882034383,A,-8.63543436832629,E,E,0
None,Germany,-17.255062830276483,E,E,-26.282409890825154,A,123.97760529167725,A,B,104.87206000100129,59.164412602397285,21.604656272863586,C,-255.52231673943737,E,E,1
Yes,Mexico,-21.9407723168558,B,B,71.84702438387023,C,-54.24993355644866,A,E,-81.77208435564376,-36.1741200539743,-68.81197217021204,B,-26.254471580634686,D,B,0
No,China,21.440839799856334,B,D,184.38857900327795,A,-7.609769973255951,B,C,91.59597947782268,-81.19587642983852,33.05585641768168,C,-259.8820285539957,E,C,1
None,Other,-49.416205428976,B,E,-69.2721138317695,C,41.158477744656125,B,C,-65.8095351736143,-35.4359886380971,-21.817614271353793,A,9.3702743272249,A,E,0
Both,China,-54.901832712839585,A,B,48.571440557017596,B,50.79156031042575,E,C,-37.167964854959294,68.10082013492213,-11.398125937303389,D,-74.27680857515523,B,D,0
None,US,-116.87031906402862,E,C,197.2214006233354,D,-150.8310095843999,B,C,10.604676220251218,-59.39181708910621,150.0287920310673,E,-253.60149164738553,A,A,0
None,Mexico,88.1032967981401,A,B,-87.82802916405542,B,-34.679807349746426,B,E,52.97517341734168,34.59843899028228,24.29134622135447,A,-93.55866530255273,A,A,1
Mental,US,217.8465870695494,E,C,-123.00779132593564,D,30.96642597066623,B,E,53.5295696826519,21.48037322446661,-14.411688473336493,B,-98.8263636426941,D,D,0
None,India,-53.808997053761054,E,C,117.96228804021298,D,-92.49253436445409,C,C,22.47813704356814,-169.6296488989717,-32.39087082839664,E,33.07049126570041,A,D,0
No,Germany,129.68593871477034,C,C,119.52107425628691,B,10.834692640620263,E,E,87.04534694424218,-27.928343451413674,-102.60602167797911,E,48.3686452499863,D,B,1
Yes,UK,-31.672972719873304,B,C,22.565684755857763,A,25.63007458057568,C,B,56.26715204041485,-8.759406684652097,16.809598723874412,C,102.79131476713756,E,A,1
Physical,Mexico,-103.59096706473979,B,B,-48.71027743693889,C,-5.8171770417197886,A,D,25.95374479692244,-94.3712246786059,-49.79578736421479,B,-117.41530277512176,A,C,0
None,China,-31.413199526726217,C,C,4.456905794831497,C,-60.94617277510497,E,A,-47.32551363961259,201.07578697867763,-71.65412177460988,D,161.2539966665215,B,A,0
Yes,India,0.49354412326705066,B,E,52.01596165545784,B,180.15440975680298,D,A,-62.508275987003714,118.01090170247429,203.565541766712,A,-33.52738094278372,C,B,0
Mental,Mexico,-72.09797309069845,E,D,10.524669079754986,D,-95.99362246861128,E,A,-87.60822694770863,86.67115243874393,-81.48366982323736,B,-4.541169887374574,C,A,1
Physical,US,-1.7581205439880347,B,C,-64.01794798802177,D,14.027954896906348,A,C,223.5228136453164,-82.64091502770813,-170.92938462902174,D,41.448293116518705,B,A,0
Physical,Germany,-16.298334546952184,D,E,-205.96324357838998,E,111.5894888419516,D,C,-12.149980848266512,-177.88390628129483,-6.07619976959883,C,61.07697868600338,C,B,1
No,Brazil,35.23673249492406,A,C,69.15693949481305,A,13.773199133835611,D,E,31.336305480395655,101.2033903151766,-137.10009061822234,D,78.06807619369356,D,E,1
Physical,India,146.71627991457865,D,B,16.639870352414114,C,26.630149538675962,D,A,-121.14712799727172,-91.31397846299382,-54.247923758658075,C,232.7728640444854,A,A,1
Physical,Germany,56.7619431295287,C,A,-0.15840869954067577,B,8.776955329748532,B,A,-171.7640622052276,-145.30227816278364,-171.3430889321805,B,120.84338264677629,E,D,1
No,China,-126.18718851115315,B,B,-127.9611347941039,B,-158.8059118420081,D,C,-14.285383503698586,-155.76749137326217,-64.35743348541698,A,-90.75786452069593,B,A,0
Yes,US,9.878566949816324,A,E,11.6371723932929,C,-139.4467671787374,B,C,-77.569946796464,25.271245803345586,10.620271105370971,A,78.00670814082102,C,A,0
None,UK,153.4321291737923,A,C,-138.59013076174537,A,17.75832377586107,A,C,-161.5540585254481,84.98742753593669,-98.90406621267798,A,-40.870939768352756,B,D,0
No,Other,-46.605016816892416,C,C,78.28327982514536,D,96.07130937380028,B,D,-36.77816494652731,22.848601961896723,83.2212291683831,D,-117.73770091224725,E,E,0
No,China,67.27855463533079,D,D,16.341381277199655,D,68.8792586141234,A,D,-55.01739381449173,-11.9682791014159,185.50832265931942,D,-65.42996160414704,A,C,0
Both,Germany,-35.66196871214536,C,B,174.06932587083125,D,17.529794578898837,E,C,-123.46781745825342,-103.64286784985981,-127.27392977539591,A,-83.1451830088613,B,E,1
Yes,Brazil,0.6773875511235449,E,C,20.966336188208288,A,-11.866946350567767,D,E,-96.1664048108311,21.795818022708257,-61.96410591335591,E,175.86345788170718,A,E,1
Physical,US,50.951684456771595,A,E,-88.1794676198576,A,8.56581797231894,C,E,121.24486731851276,165.85738975692132,-37.35757884156358,D,318.91606943644217,D,B,0
Mental,Germany,-75.44535385999835,B,B,65.71404953435909,E,-16.059887969647935,A,A,-52.28051945693658,-132.06355755061887,-69.42457935915748,B,78.16701178415154,C,D,1
Physical,UK,-158.96568049135183,D,E,-39.18308733618871,C,-183.34443542507276,E,E,45.09069593602146,3.2581585754457194,-55.90611744495384,B,-51.979704716046214,B,D,0
Both,China,-77.38803802279467,C,E,111.73220613760104,A,93.24148124306495,E,A,-27.325069397709566,105.82788668563809,149.5132242264444,D,6.245773483457894,D,B,1
No,Mexico,36.29437215453239,D,D,83.44466171510427,A,-46.538543810826106,C,D,42.65496889845786,211.38505256115286,-22.735994051694313,D,21.19261277180243,C,B,0
Both,Mexico,121.66196353822308,C,A,216.8444462657231,A,-115.7379687988399,E,B,115.02204679240722,-43.03091425059499,29.12454488482204,C,92.6043325697608,D,E,0
Both,UK,-195.79124558478617,A,A,-28.57964883224451,E,-43.751499832648896,A,D,-44.10205586759276,-86.1731007750196,204.2606590105487,D,184.39967449890491,E,C,0
No,Other,-28.72424004378575,D,D,-43.6508035281134,B,-61.44500921353027,D,E,-26.64637883664892,129.82404220279247,-71.04653344387214,A,-66.61849129646131,D,D,1
Mental,China,12.044622860835656,C,A,-160.19424298802338,A,-106.73677201066567,B,C,14.063631711030764,-85.97000006714823,89.45736761804962,D,-75.30400793504799,B,B,1
No,Mexico,-42.72776149312807,B,C,-109.49309073524208,B,-8.320487029229463,D,A,169.0034805799968,-43.439001351668345,94.43838043527052,D,-6.915188249007125,D,A,1
No,Brazil,237.68017298014215,A,D,-147.52588811493737,E,-138.77842324104904,A,E,-30.724689950745322,-19.82610663064955,-44.71954916900506,D,-47.71934565519215,B,B,0
Yes,UK,-156.44845684449143,A,B,23.619250164555915,B,20.848904296951133,A,E,9.966461947345612,-182.96558995815923,68.49185527910439,D,29.468605651193503,E,C,0
Physical,India,-136.93009850507264,C,B,-36.372788237118904,C,-133.2442253274283,A,B,25.65206894427931,-57.12761886509017,42.255371383498264,B,126.43311606367034,E,C,0
Mental,Brazil,97.60125885572506,A,C,111.69626760338083,E,82.82540512268575,B,A,168.5412237815243,-110.24891985553369,-4.877353888134936,C,-212.5447488002432,E,E,0
Yes,Other,2.818089867526908,A,D,112.26538966307042,C,207.25249314349648,B,C,6.070257078484543,191.5718036280755,-83.59092307566878,A,-63.33054071908018,E,E,0
Physical,UK,-55.758847927757515,B,C,-42.29245912935388,A,97.90205747982525,D,A,135.5923433823348,-42.096332253232994,-170.33449080949637,E,3.1671097162125745,C,E,1
Both,Mexico,86.67790662820953,C,A,15.344517517663474,C,-148.09814032760394,E,A,-78.38661589561907,51.52446280449116,45.35725092243475,B,148.69979391089421,D,E,0
No,Other,138.6346206279245,B,C,-28.36364958864407,E,-39.33511035787578,E,B,-7.642041503662078,-30.813111359398,-17.20950352391349,E,63.33687981275491,B,C,1
Yes,China,-59.75853984102205,B,D,-23.177019150733745,B,-42.41524626498,D,B,29.455864710788582,201.37375959166448,-49.876253722895655,C,49.32076264745723,D,A,0
Mental,Brazil,8.281304173610279,D,D,0.6298841465751782,D,76.67103129400101,E,C,-219.87682792574762,4.8439702603955235,48.649354890685636,D,9.051246141428024,A,E,0
No,Mexico,46.507446408713236,B,D,-94.3668355915117,A,-96.86774025804877,D,B,98.01407167373173,-260.39050865177285,-110.84907410817004,B,-161.65531673795,A,E,0
None,Brazil,8.046964534932679,E,C,55.83909501840461,C,-17.135478428476432,A,D,-109.23713946052192,-137.88073984791694,22.90461771823129,A,15.785047585364165,C,D,0
Both,Mexico,96.72267591365026,D,C,18.68712360273185,B,-168.72077820892827,B,E,179.09346251260502,-64.68014479039634,-7.441687897459757,E,41.14816287131362,C,A,1
Mental,Germany,39.91935217209118,D,C,-45.06197725740619,B,192.66722947842047,C,E,-96.0440908440092,-4.439442773444546,109.81866441625938,A,66.14889731460856,A,A,1
Mental,US,-46.5608918189232,D,A,33.39555906518798,A,94.42855205787778,B,D,60.91732618074926,-108.17244644084943,-70.09532461279305,B,92.43761123339175,C,B,0
Mental,China,-24.646999871530998,D,D,46.045063952760025,C,10.321783473969258,E,C,-90.05871026947938,-103.13935391356321,49.26211753999785,C,127.49359483008145,E,D,1
Yes,India,109.03871518602178,D,A,-42.718380026078215,D,95.93963452119044,D,C,-25.88386987965802,143.84265857930004,-57.76720402840111,B,103.76828506970337,A,C,0
No,US,42.51213740552283,B,D,-103.9672248550783,B,-80.07320997805132,B,E,13.584685676542549,-11.856400069045808,-130.48537885808898,E,24.99483559079634,D,E,0
None,India,-85.30442188823926,E,E,49.37998257188067,E,-7.543358579617511,B,C,79.39671930672378,129.5047368733937,158.05889829342416,C,26.545453087851552,C,A,0
None,China,-85.44198134030945,D,E,118.8953487628722,D,-180.80859853453944,E,D,-50.86996827932403,-58.842939270802255,69.01768531530573,A,-106.22884264261006,B,E,1
Physical,US,-88.56901602263481,B,B,-173.6831578683778,D,-24.73388070210227,C,B,38.83451722179189,-58.54834733487779,-100.03641696768362,D,139.6697801442026,D,C,0
No,UK,168.38190364511962,E,B,33.563086602311195,C,125.46437348077959,A,B,41.489388446993644,-205.54341013257735,66.96728378466807,D,25.740762579347116,A,A,0
Physical,US,-58.87418777238253,D,C,64.2274796394832,D,137.14231945590566,A,C,150.1532872883216,-96.00038529361056,332.3261739945787,A,-8.38781403737731,B,E,1
Yes,India,80.07299121923633,C,D,136.8213733656424,E,-96.7266358530874,B,B,101.77128060835759,-47.382495568714575,25.24335623917715,B,59.59250304130601,A,C,1
None,China,-39.946688747713594,A,A,-7.9643001238781626,D,-78.27085060017971,B,B,-124.7067513473016,96.632593120887,-216.88466332883743,C,-149.94484072586158,A,D,1
Mental,Brazil,-177.59498780503054,E,B,-10.941983559266099,E,183.3848929267001,E,A,-144.67294562491819,-129.35463401735646,57.83345380755173,A,57.695801025134855,A,E,0
No,Germany,62.905471834002235,D,C,-42.74649229303649,A,-100.64743172204236,D,D,6.47847717307383,227.15306263338792,-103.12045811538071,A,112.08747908482408,A,C,0
No,India,61.925197216691316,A,A,-60.99433375916835,B,-126.51381785404708,E,B,49.12112303574317,-57.45281688110041,112.36617360380343,A,-15.872114395415338,D,A,0
No,US,10.651412341507381,E,E,42.154222805933145,E,41.35615539397471,E,A,97.66331757530881,-19.18169701598533,-37.81162873510932,D,-61.2961382126909,D,D,0
Yes,US,-16.863633085681947,E,E,99.79377824322256,C,12.652340381052928,C,A,100.50998644769105,-126.87072355017352,-45.62610915024752,E,55.492023986495774,E,C,1
No,US,48.6250413068374,E,B,-87.92872443777196,D,71.59965564866711,E,E,-73.69348618784134,266.14371466830175,-57.31242756901932,E,160.5927537842338,E,D,1
Mental,India,-47.08543385499085,E,D,-265.7362597998204,D,97.03863783183859,E,C,66.35208830720542,137.46690039229065,-52.48775194828556,C,133.99835414076566,A,C,0
None,China,6.7711509309753435,E,D,-57.068960810338176,A,-20.337596379572236,C,B,139.33422298633946,-96.70088283041989,201.5510710475962,C,253.12247320654566,D,A,0
None,UK,-178.4485331699966,D,D,-191.4414283136014,C,47.331021779811294,C,E,73.6077995495524,60.54480153789208,92.2268552784747,C,-202.86858015757093,A,C,0
Yes,China,-17.64052524563441,C,D,43.63017675435321,D,-84.36608838820142,B,A,-2.2779800846841938,110.72263673486744,-2.443000345334244,D,105.95968303525231,C,B,1
Mental,Mexico,-117.64354759350006,A,A,-89.39522772213256,C,-9.109120619585468,B,D,48.638656299313425,124.36922449546547,-68.95877553872029,C,-118.85262363395361,A,C,0
No,Other,-212.76624226784344,D,B,-179.39095427603695,A,16.159880723798544,C,D,64.54520926866905,-17.715766254874705,-28.326538828726942,D,-123.40435924481574,D,D,1
Physical,China,-29.312109507162198,B,C,53.20278428586612,A,236.0199984481631,B,C,-66.51601027361657,-49.36727396088163,-132.62740835182922,A,-81.00552345450185,D,D,0
Mental,Germany,163.32027619585796,D,A,68.83991713669347,D,148.4455758066831,A,D,-95.66941661703156,108.45549654833431,173.76876579569387,D,-152.41087980726263,D,B,1
Mental,UK,17.048009060859183,E,D,-132.3088119543486,E,230.41737689329787,B,E,-55.525745019075664,-77.98017411147407,63.551829101412515,C,0.899482296820546,A,C,0
None,India,-51.70498919226972,E,A,-87.25966960394364,E,3.247202121912302,A,E,-101.28089919637672,64.89536939797385,-200.83790310228474,B,34.817812714287925,B,E,0
Mental,UK,-186.28109990098415,A,E,56.42789709837217,E,266.18546168676284,D,A,-24.59697859758485,13.893746343297106,-147.3892286146672,A,110.38573956747038,A,B,1
Yes,US,-62.05886488602674,B,B,84.40931369989609,E,-46.60170210491192,D,A,-105.78370625972411,64.31315695152475,-54.791248483199574,E,115.9417005829518,A,E,1
