age_range,country,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
36-50,UK,Married,-40.429355111530576,C,61.78347168844836,-70.31220338608014,134.77125765075564,284.2762733264396,8.410559175604268,B,D,44.464652432195855,1
26-35,US,Widowed,37.46122987334434,E,82.93990289144824,21.64412096197143,-9.270116317208151,-104.75167278769484,294.2058789631979,C,C,77.64981603789793,0
65+,Brazil,Widowed,47.88283637070771,B,1.6064464362386706,-11.443249090731845,5.478579945237687,77.4503408341249,5.7984171537887805,A,D,67.84543478762549,1
18-25,India,Widowed,-67.94527942845696,E,126.11147970208272,25.798523659102134,18.362428969666826,6.763787044852274,-77.40867406208551,E,C,5.955003084573779,0
51-65,China,Divorced,73.4568839007358,B,-103.79341390592194,-183.42665512534805,86.92080844129406,-30.766331822636957,53.60080095434522,D,D,65.33251224206393,0
65+,Other,Widowed,-26.53938559406622,B,297.2179437009959,-31.73018429047516,33.26352191606665,20.52250186869283,-186.9142863036614,C,E,55.79353075918295,1
65+,China,Single,-39.37823584535421,D,100.05867627613819,159.20164261052295,-25.22429752712704,1.4918963753551435,65.10523721387939,B,A,13.534732801475737,0
51-65,India,Divorced,177.53865575660365,B,101.53887891825914,209.90366046714524,-35.31795344009245,-60.14861301760222,-11.79938822737774,B,D,85.51386476648818,1
65+,China,Single,-98.04679536049082,D,-99.80237226372402,-41.06736856670963,173.5440665365089,73.30491950343901,-63.70130317765984,B,B,-58.25238427128562,0
18-25,US,Single,106.8560952135019,D,249.22813995118304,98.70324671728315,96.07227961775749,-107.10125977901603,-186.21911424162266,C,E,202.75083685638268,0
18-25,China,Widowed,117.44296374008685,B,-28.248927902852433,29.653627012589972,-5.974698792536513,180.3080390657741,38.48431612644852,C,A,11.825790701541806,0
36-50,UK,Married,150.84289326775325,B,-133.67857872191425,-61.70026108051637,-112.94384537200462,-11.176056560862229,96.1300913347428,D,E,92.0192626478693,1
65+,UK,Widowed,-63.93669228927732,C,-63.31354688830587,52.91873610968011,-84.47352270074153,-24.99381533324981,-98.25439621821596,C,A,-109.72178936075703,0
51-65,UK,Single,-25.757813860828442,A,41.448832283311596,-29.762165338696523,3.5904175400832536,-76.76792819657382,57.87097171171782,C,B,157.66906044743126,1
65+,Brazil,Widowed,108.70161585224302,A,-72.2576807931613,158.21422547435236,158.26151257446907,59.4613560992123,-64.56082997504065,E,D,228.61934793097961,1
36-50,US,Widowed,105.65073941990342,E,73.80850133989739,69.94068508010162,-142.39714562362417,-133.99563083645043,72.51988082672314,A,C,-157.41799275886797,1
26-35,Brazil,Single,144.07728745906908,D,17.684239214433816,65.91423158957008,-110.40204407707836,54.34388056530223,-25.41102164772661,E,D,-132.94312709477418,0
36-50,India,Widowed,-32.86560854520534,C,-261.882800030365,93.09505810455309,154.76504921085873,-36.597380850884235,49.890084134716496,E,E,1.1786155060169605,0
65+,US,Divorced,24.990719469411797,C,174.36892881618923,4.709876768735883,44.14559650824899,74.81121209354093,-86.9839825968324,A,D,31.247340463444562,0
51-65,Mexico,Single,-189.18920641375695,E,199.1208752346812,-13.646318963315377,-12.31890765969794,66.51733068649648,13.097272476457148,A,E,-53.252762116777106,0
18-25,Brazil,Single,-46.55079783711388,D,-48.91715829948554,95.96506599646905,22.474572380793028,10.925020675733304,-2.4893671860802837,B,C,83.71975212355593,1
36-50,China,Divorced,-76.51718825619378,D,-128.09378980324013,14.208245651453389,57.40183723272638,-65.6349830192607,181.72103162162236,A,E,-29.011143479063122,1
36-50,Brazil,Widowed,-95.96510742385423,D,38.90660269220756,69.15614205120677,-4.317757077930981,-188.01249669074323,58.81860204689444,D,B,-110.15391582534102,1
26-35,Germany,Single,153.34239485402082,A,-195.1191933190974,-48.89694867883965,-20.049650790991507,49.217579702973005,-33.029690079364336,A,B,248.64638298975262,1
36-50,India,Widowed,34.067524866082444,B,119.96840172933221,-69.79094183694355,1.2355813906400046,110.83912256164739,-8.844664865397887,D,C,14.790223991717419,1
65+,China,Single,-211.42218539303252,C,50.74085710761842,-132.6368581061809,65.6869077829735,0.20481628053608128,9.179367140624468,D,B,3.5073146789721523,0
26-35,Brazil,Single,-17.558753417444724,A,-4.839225319900958,86.22977570040769,-70.62695880724996,138.4631339393158,70.97362514387522,B,B,59.42410217236726,0
51-65,India,Widowed,150.64468131326169,C,189.90740792432467,-39.566112448812206,-70.25041259026584,35.1154134274223,138.1034036282188,D,E,-124.69741477416214,1
26-35,UK,Single,-70.30113980503204,D,6.668401536099504,51.67969301698532,-31.408317579083732,-122.10040042834294,142.60799812002247,D,C,41.059101491957,1
26-35,Brazil,Married,83.11718102325499,D,7.655204151064524,13.520200096192319,106.41859850683417,-11.985187934626683,11.78772071945582,A,E,106.03825667945324,0
18-25,Brazil,Married,197.21878980027455,E,-166.83618356566464,-137.33252161521995,111.58115852783179,24.918327832796976,75.34621962400085,C,D,27.043814160433165,0
18-25,India,Married,61.38324073824922,C,-54.83694606832026,-30.01272280394513,53.32367648573231,85.80727178969968,-66.18470090784744,B,B,36.19665867390717,1
26-35,Other,Single,6.068796654744505,A,162.5768893862496,131.27725816912027,-28.99420637527531,56.35985809669464,-12.53460822212427,A,E,-150.3659577811413,0
26-35,Brazil,Single,-52.77096191187427,C,-27.09356481495518,30.213626223182295,-17.581009675490918,7.8324141902265625,34.35201851630113,C,B,-61.02552698838443,1
18-25,Germany,Single,56.16742871730529,E,-75.0122983639195,-123.52117364149558,-44.85907368314433,-67.28403163769543,-39.77463586876085,C,A,-0.3572519064404856,0
65+,Germany,Single,-72.27612634501068,B,-31.664557663826187,201.52692762138395,14.840987014777129,15.380869665720795,-0.17074644704473896,A,D,16.315810196541747,0
18-25,UK,Married,-88.0858563365094,A,-47.88858451803994,59.63806005804319,-73.82756292650575,61.116643906749324,-94.11018494746058,E,D,112.24256658765724,1
36-50,US,Widowed,-11.11103570407147,D,-13.269577589741985,-8.755725451301767,71.31073751566183,68.48212368173184,-6.437522718924179,B,B,-38.88781444534631,0
18-25,UK,Divorced,-1.740266126097442,B,241.56075262226784,-23.369646577277887,-82.67039629628104,139.34655876994398,152.9996374443847,E,B,13.510209936752322,1
26-35,India,Married,-60.10341465829394,E,-96.51572193662528,28.78442378011899,-83.503083980604,-139.5833640544378,-134.85199862616682,B,B,-44.5867979075493,1
26-35,Brazil,Married,-85.33116314496958,D,-7.249097723353655,-58.4566144930158,100.48119548297893,-110.62601774677753,47.31882896876608,E,D,26.71012599103592,0
36-50,India,Married,-66.60138359990584,B,23.02752090189267,-35.15434400706067,4.630111500041694,106.37847771907762,-35.74383366432482,B,A,-25.608840310900554,0
65+,Mexico,Married,-45.06963756586681,B,-45.961589240013,-44.871319850950094,-141.1061237919768,199.75031766965856,93.33103822547476,D,A,72.08676266621788,0
36-50,Germany,Single,67.9358242386366,D,-57.01243472418328,169.11100073419578,-63.83185164049359,-170.78290099325457,-191.06710457824337,E,D,87.4798477969636,0
26-35,US,Widowed,-56.82339205461451,B,209.73968817991783,-61.292806826111104,-27.68855706153387,61.63989760636224,203.70270831741473,E,A,136.5573161558893,0
36-50,China,Single,90.52881022599752,B,28.343593385471767,116.45458570998477,-353.7162074713703,14.418430972216061,-97.3954214490914,B,B,12.476642500069838,1
18-25,China,Married,-57.60647236177688,E,61.771308412942474,-22.668876590650875,-124.0821882364586,18.56724267201346,-75.76773128534046,A,D,-11.490723781505338,1
18-25,Brazil,Divorced,6.893817196854971,D,86.26594001021982,15.337280097954539,2.9937974975346755,-20.945601666882986,-56.21054908642618,D,E,2.4224432599484054,0
18-25,Germany,Widowed,-6.68813103897906,C,-81.9071893614708,215.28268512602006,-84.14686256131931,-52.59160106124325,-4.697111312292406,A,B,79.71803334816305,0
65+,US,Widowed,48.21502172594535,D,115.44956386342842,136.01713225123854,-81.08476914066938,-122.16055632095728,-49.81763132291989,A,C,-43.68675908818852,1
26-35,Brazil,Widowed,31.532767488191215,D,-155.07535884451164,-26.129572254765776,-17.79533044717649,65.77524109576049,-71.16901803377509,E,B,54.964927083685076,1
36-50,Germany,Widowed,-213.2130486629115,B,34.433079610469115,53.32699970870966,121.39764535770186,84.12286561473353,72.43975627325234,B,A,36.18878638079679,0
36-50,India,Widowed,270.1260497787274,C,-22.607021319534528,-53.37445445292816,-278.7931490632375,-27.079036228835633,36.312975970868884,D,E,200.76048016570485,1
65+,UK,Married,23.082020201142186,E,39.782956902098825,1.136080026406286,66.13412762581464,66.33404158314097,-61.014360024661364,B,B,-167.48482073238262,0
51-65,China,Married,-91.17449722494987,C,-86.33474665639002,-218.8924146568452,-30.88477738040464,25.811134668214414,-59.432615412805504,B,D,-114.72837886593376,0
65+,Brazil,Married,-168.6408284595289,C,-81.40216666420042,-175.14502272754942,-115.82809823097055,-34.08464051131882,-96.1235162467889,D,E,16.721155202021322,0
26-35,India,Divorced,-123.78290964252227,B,67.51145153528161,89.7833174157354,-174.7074562872856,37.605746753561206,5.979561504871414,C,C,49.233681061435654,0
18-25,Germany,Divorced,131.23746896141105,A,-135.8344837325077,-58.014296484584094,-46.38195708569455,121.28315067936042,155.85907459214266,C,E,-189.57525068343082,1
18-25,UK,Divorced,52.18579394302007,A,79.11600696394855,-50.771722363802695,-10.42559353195075,67.80302133832583,174.58059274050896,A,D,-120.71208910312325,0
65+,China,Widowed,144.78521349693943,E,-156.177553585849,26.717533805427525,-78.22077172927409,43.35995027719003,-295.789943843263,B,E,-29.55292925654614,1
36-50,UK,Widowed,-0.22206266826838464,A,-108.27139699052975,2.7883770084692125,168.6569760941873,109.514115126158,160.76464714037334,D,B,-66.98943182161734,1
18-25,UK,Married,104.53827781736267,C,165.022306904094,71.08820733385734,-110.10714033357458,-191.99338429931018,6.908139831452867,D,B,-30.66960463525016,0
18-25,UK,Divorced,43.348918164183324,A,53.72703208767773,-56.76309986339179,202.4496645098865,44.3095599105531,-123.09794364040482,B,B,59.411060511862026,0
51-65,China,Widowed,-59.27668869304774,A,-120.74246784717602,123.69027521345714,117.6506648261455,-130.75053921712384,92.75287874704743,B,A,-60.789837889757045,0
51-65,UK,Married,182.0613505572892,D,-7.658502197459255,57.68467915367032,42.31524382412882,8.20511589696722,-65.17501058645307,A,C,50.5984176383637,0
65+,Brazil,Single,-29.098728637130083,E,-35.876465760365264,-53.908133495312114,-153.52245813756497,-140.0527473652275,93.52774453048663,C,B,34.970464329444106,0
26-35,Mexico,Widowed,160.388585061735,E,-34.938431701680415,-201.10212053016258,-51.00833389022905,-135.652493170516,-111.4049180332473,C,D,-43.191272003599735,0
36-50,India,Married,123.91352499253483,B,-51.53025162081889,85.9181706246048,8.76955658547518,57.7623647751571,178.43556246877802,B,D,-76.58557479351067,0
51-65,Germany,Widowed,-36.526292419631126,A,62.03090326276931,12.93737879662617,-95.48537316217495,-168.88351366191253,158.16023485938646,B,A,4.751289175934627,0
18-25,India,Married,45.16835073940078,A,238.64962540452095,-75.90139699886785,90.2480496036573,64.78830303104446,98.0771277278508,B,D,42.948621607840224,0
26-35,US,Divorced,-175.9213697201973,B,21.723765598074664,72.65263146477281,-57.38098840168643,44.48822226748389,101.32227590913836,D,A,-60.51151467243474,0
18-25,UK,Single,106.57229136820536,D,116.12625242339018,-74.01956656818017,-48.46215892888006,212.04382800123747,-66.9513076485257,D,C,-72.49927220659924,0
26-35,Brazil,Widowed,-24.591573402793482,C,63.615410350209785,-68.29130986637259,-112.08996224732148,-182.06452937990832,99.6569817609885,C,B,81.44561089702671,0
65+,China,Single,56.47265551351993,D,108.20119234255434,44.352658291828845,183.13291355269988,-40.79199485379333,77.87184602015819,A,B,-62.29113638321833,1
65+,Mexico,Married,26.64689129104103,D,-16.42647968947502,102.20707153936488,144.5909733400774,-48.0816675193214,-30.373246821257023,B,B,88.37705406333141,0
36-50,Other,Married,-3.478977768573576,D,141.66570396138198,88.44936774849621,-9.47482809544726,-160.49741677531205,-7.511103013116983,E,D,195.55162635174372,1
65+,Other,Single,7.5065970911245365,C,132.72042580946552,14.189470670244573,44.61011708278277,79.9282717911276,120.43810479078665,E,A,93.09746461642939,1
26-35,India,Divorced,40.945683147212044,E,-172.7981745548718,19.953386348951533,-52.948680293448255,111.81030182150205,3.77488702847504,E,B,3.4210570451098863,1
51-65,Other,Married,-20.420712606122716,A,110.90198366378208,-89.81029159447121,-125.59356952204746,-230.44247030867817,-7.8879122444959915,D,C,13.788049445913703,0
26-35,China,Married,13.093562211373913,E,71.70750984601123,-13.808934114356926,-64.95234594675719,157.99290427914852,97.04723720229848,C,B,-83.73392583923508,1
18-25,China,Married,46.675438018698536,A,99.78722875371739,-25.50574433739544,16.776449109368784,-117.92696766028685,-113.6814019221626,E,A,-133.83358812771937,0
18-25,China,Single,-45.43733750186252,E,44.693700416299144,-109.42333289936705,60.35652370960717,-109.06093274468604,-156.21292237186347,B,E,-71.03777397912138,0
51-65,Germany,Single,19.69294961577884,C,-180.30367531088797,135.20813959932022,-60.71401040807343,3.393633614834688,-137.0838093115431,D,E,-165.41388059085705,1
36-50,US,Widowed,107.97994128545392,E,-3.416392914909663,12.484522988226404,93.71849517355028,23.34871854196034,-4.1601193222950945,B,C,39.541372502247846,0
65+,Mexico,Married,-15.34541250371409,B,-86.24805743755618,98.99262722799061,47.78513586379166,-88.06468689518141,170.28148978137833,A,A,-87.40773075847198,1
36-50,Mexico,Married,176.34114381760546,D,-3.3272922445752986,-33.00251380307765,-73.85721796686445,40.816711627627974,-48.160921637158886,E,C,-39.46180426329154,0
26-35,Germany,Married,124.18187123403818,B,115.07987811076383,91.06664751006588,105.6149597574,-47.63129713770869,-49.99011490103086,E,C,43.452695461409306,1
18-25,Mexico,Divorced,77.17400985504474,E,-137.47490505480621,198.51750512836156,-7.692055068141321,-7.262784569178284,-100.05610017864639,B,D,-223.51283081136734,0
51-65,Mexico,Divorced,54.36374454688464,B,-58.39197322926199,56.2049451546047,93.74734380108237,9.478652459274045,5.821187987816766,D,B,-57.662735719962654,0
51-65,US,Single,153.58759364623364,C,-85.63442876011742,-58.13635442850331,170.4521287260871,-10.999776131762259,111.91660658679055,B,C,205.05107274242792,1
36-50,China,Single,-6.838517630554657,A,69.68162343520684,23.52195785198464,45.37066161246885,2.4270630127715376,135.83828410135567,C,E,127.69446361252012,1
18-25,China,Single,-63.206921180515664,A,8.446299353236796,-41.56635914570927,-8.14067359587371,-7.589821706734467,-4.950785364992457,C,C,30.251365591073192,1
51-65,China,Widowed,-144.5399401014045,C,230.29633711692244,-51.14884179477402,80.35934850655964,135.801247440072,-16.912053500833647,D,C,26.924345933084542,0
26-35,China,Divorced,-103.5719473576479,C,53.857489054292216,111.71200940152252,-30.80445656409409,4.325987777965013,-6.471237112281686,E,D,-189.33552506010315,1
36-50,China,Single,-29.046304995264787,D,-150.5846375733813,122.7557523790316,-170.47421438677722,9.76370353998992,-86.46675440541391,E,A,-18.894779459675306,1
51-65,Mexico,Widowed,138.30066362860475,D,73.51755957689117,39.506555702002736,-225.75955599396852,118.96988057574632,4.794374426766424,B,E,85.62294123421746,0
51-65,Brazil,Widowed,5.471856318873385,C,5.951384100951827,-238.8356472995057,86.92582527945139,-36.3737588219678,-170.5136682638652,A,A,146.70314539145167,1
18-25,Germany,Widowed,129.57296287146772,D,12.426303151689154,141.66833472947891,43.23936373866432,107.06071935283661,22.608672091958056,E,A,100.54931085877352,0
18-25,Other,Single,117.30228328334262,B,-26.06469374492331,61.34242618685565,9.127625108743207,44.13794052731464,-213.6815494318286,B,A,-14.721191866722483,1
51-65,Mexico,Single,8.999330950990386,E,84.75029421614096,67.98038167244268,135.5553450195809,-7.618802590611898,146.79650625272384,E,A,94.96092488775226,0
36-50,Germany,Widowed,-22.727026541783825,B,-46.68323359185907,-176.8507839892146,-35.4418257908892,-86.03039175577628,127.4471805349196,E,B,-13.110867348496127,1
18-25,Brazil,Divorced,-133.2604788555646,C,74.43080896895864,-82.50267258424958,-4.378599774652944,-7.663461501668708,26.05153681781053,B,B,-177.1933374339413,1
26-35,China,Single,-23.834035707064224,C,-169.6283764490596,-45.315321857680765,-42.63608098056718,-119.90161661097163,-2.042206765111871,D,C,48.48401750860203,1
26-35,India,Divorced,98.2740237148123,C,-34.07109947289554,-52.85381155513106,52.200184148778526,-126.43134599040735,117.16760106480406,C,D,-51.430679062949324,0
26-35,Mexico,Divorced,80.54363941345531,B,88.15001798064881,-4.7340242173600995,-53.52247676205293,-154.53718881228772,-41.51793588158808,E,A,26.922195086815364,1
18-25,US,Divorced,-129.2406118614899,C,-84.50612296521204,-100.47547180431198,26.803377464042523,17.450963183538075,-88.77001411268512,C,B,42.672829321098334,0
