sex,Veteran,nation,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Other,Veteran,UK,Asian,-197.78488314010525,-60.77728072249242,50.37892591376145,15.351606530852624,B,E,E,1
Male,Non-Veteran,China,Other,58.967608348309376,29.47233790283027,-24.797027514646143,157.51588690971104,B,D,E,0
Other,Non-Veteran,China,Asian,100.18298189458137,-53.58311127555822,-114.03150314789221,-29.52748746515028,D,E,A,1
Other,Yes,UK,African American,98.51393852660057,-117.38157221256319,50.05957667975552,-35.76937423414217,D,D,D,0
Male,Non-Veteran,Brazil,White,11.089636754973924,177.31888132927688,-283.61439735895885,-111.64693326335077,E,E,B,1
Male,Yes,US,African American,-250.52709727162537,25.879397857719184,203.8465353731666,-65.76996809129369,D,A,B,1
Male,Non-Veteran,Mexico,African American,-114.75432268021642,37.53225403865923,-58.1873997302075,48.75237398644192,C,C,C,0
M,Yes,UK,Hispanic,-59.32607038010006,89.33598637661665,-41.50497266866594,-3.357802455837832,A,E,A,0
Female,Yes,UK,Hispanic,-137.15656424147977,-82.88110961829831,25.048567601542228,142.59667825978525,B,D,D,0
F,Yes,UK,White,51.828398511498754,27.310887783151838,101.29533123118321,57.668662617970966,D,A,C,1
Male,Veteran,Brazil,White,54.142395875945205,-79.86648399831682,92.30990990560682,-134.08773162903492,B,C,C,0
Non-binary,Non-Veteran,Brazil,Hispanic,-22.547179684927805,-14.250777664730368,62.702996572175195,-35.79453402760354,D,B,B,0
Other,Veteran,India,White,-4.402744194061772,57.12883041136695,70.03998121745268,-117.91800883136354,B,D,B,0
Female,Non-Veteran,India,Asian,158.3942480276248,14.221181905189132,-73.61531008275486,-39.7860977448517,E,D,C,0
Male,Veteran,Germany,African American,25.89407045531167,139.0428691198577,-60.26673347295964,-98.5284108910449,D,A,B,0
Female,Non-Veteran,India,Other,122.38684015654985,187.27360009379277,-35.54833829556199,12.861977613949641,C,B,B,1
Other,No,India,Other,39.68274395193906,159.86932512179936,-89.04408747159127,-83.51658217933895,D,C,C,0
Non-binary,Yes,Other,African American,-86.96641139537147,77.3192236202359,-34.779020596849804,-156.4485660605698,A,A,B,1
F,Yes,China,Hispanic,96.94940146821229,180.1513500909016,50.710352381848,-21.887937320394542,A,B,A,0
Female,Non-Veteran,Mexico,White,-97.88203397980615,75.75905550146706,-43.50994320845659,46.55514689383162,D,E,B,0
Non-binary,Non-Veteran,China,Black,-16.67189459654951,-119.55093537719338,16.565855367679372,6.388887316284028,C,B,C,1
F,Non-Veteran,India,Asian,113.5280552982564,-188.37607302459872,90.13589576675726,148.4692844269307,E,C,D,1
Non-binary,Veteran,India,Black,-97.28020986659048,22.06569696780239,129.9046333089612,-96.21357023486136,A,C,B,0
M,Yes,China,Other,10.117873228182233,-33.0371541958296,98.93622669682678,118.79074485422625,E,E,E,0
Male,Veteran,UK,Asian,-150.22522718442966,9.718143575825735,-1.4241261868343438,9.7978844107081,C,B,D,0
Female,Yes,India,African American,-78.0476383962581,-211.876689174911,-11.307278402619335,218.35594630738507,E,A,D,1
Non-binary,Non-Veteran,Mexico,Hispanic,85.40256453167669,110.30067314056404,42.52476699129618,198.58663820179504,E,D,E,1
F,Non-Veteran,Other,Black,-67.92191922273805,77.36979289420104,-200.65878507636648,104.2453758006465,E,D,C,1
M,Veteran,UK,Black,64.99910158738064,20.487139800581925,-27.061148266505057,136.9928017236862,B,B,D,0
F,Veteran,Brazil,Black,151.2105020238923,-113.33634666235017,-157.3845015459521,111.70127893332666,E,E,B,1
Other,No,US,Black,-46.265879863966894,99.7730051094583,109.21385818548765,45.92374515797266,A,B,E,0
F,Non-Veteran,Other,Hispanic,-120.7837235040951,-272.79397913683005,-24.10476146440438,46.55427061021932,E,D,D,0
F,No,Germany,African American,42.846058485531195,62.12093836638294,133.71960692237553,206.10056283308174,B,C,E,0
F,Veteran,Germany,Black,0.8755440119738899,-4.003815914410068,109.39150889748454,-5.255389412134221,E,B,A,0
Other,Yes,Brazil,White,8.077136994477105,-99.79815090004548,-118.06489740937455,-48.321648928463496,D,A,C,0
F,Yes,Germany,White,-5.31238712253399,-99.45518402538667,9.612835001197832,-75.04485810011396,C,E,D,1
Non-binary,Yes,Brazil,Black,-67.16220721732569,-49.090576483152745,42.33185860966652,-158.73949992451958,B,D,D,0
Other,No,Mexico,Hispanic,77.49231675829243,-81.78660462389443,-168.73571709508437,21.27830626673042,A,A,E,1
Other,Non-Veteran,Brazil,African American,-14.882975350642164,8.02638006889599,-73.62846505232928,-48.57939802096174,A,E,E,1
Non-binary,Veteran,China,Other,106.99419629696622,58.48430675692443,94.06797449619228,105.8952092420843,D,A,E,0
F,No,Mexico,Asian,-61.98631068620032,-33.63589692314008,-4.994688138272954,-43.1759038405434,D,A,A,1
Female,Non-Veteran,Germany,Black,-138.90881982292166,-27.134693301927314,-128.61324248412816,241.9496095189082,A,B,D,0
Female,No,Other,White,-121.64853479122324,-130.18801146685703,47.7161544593086,-81.58464300882268,B,E,E,0
Male,Non-Veteran,India,White,32.166472970808115,143.37892881441877,-133.71174318124093,-35.345370565724444,C,C,A,0
Other,No,Germany,Black,53.225858621766264,-165.71028526705996,-41.403411548859644,66.35211972885068,A,C,A,1
Female,Veteran,UK,Other,-42.627238556583684,76.01204136058676,-193.12757508051095,237.9313044066165,E,D,A,0
F,Non-Veteran,Germany,Asian,57.4238134213873,50.880655619486184,115.54725309261924,-51.8497313133541,C,C,A,1
Other,Veteran,US,Black,-17.348378586514134,45.615268025658224,60.44691590543394,-47.991188708106655,C,C,E,0
F,Non-Veteran,Mexico,Black,-3.0243238885920123,-114.35653165348216,-148.6192753742915,141.48616820847667,A,E,D,1
F,Veteran,Brazil,Other,-134.06802967802133,10.707847485256886,45.986704231644325,-130.15833097024864,A,D,B,1
Non-binary,No,China,White,156.76582037975206,120.31665375149048,-119.96670423625196,-42.85710004206666,B,C,B,1
Female,Veteran,Brazil,White,2.567752202673122,-16.053328713496693,-16.930034370755855,-24.14305298074706,D,C,A,0
Other,Veteran,India,Black,103.16345213206533,135.0014876429016,8.523937562716764,8.277006535908425,C,E,A,1
F,Veteran,Other,Asian,15.102537586841681,26.294325665774053,-127.33263372421185,-48.72133448028488,E,B,E,1
Female,No,Brazil,White,200.52970504462903,0.36141500721294545,70.77571149082816,152.65496773098178,E,B,D,0
F,Yes,Brazil,White,207.03723925880522,142.4376145425609,110.09283389520962,-75.80452002337101,A,E,B,1
Female,Yes,Germany,Black,-42.07392647600713,-43.09033428902605,-102.91732491803958,-105.45178512867426,E,E,D,0
F,Non-Veteran,UK,Hispanic,130.7115936315043,-59.84830422908674,-105.55468251349922,-78.63836391518238,B,B,B,1
Other,Non-Veteran,US,Black,-45.846570051396796,35.36862037206511,7.714754276524695,6.748626518780062,E,E,D,1
F,Veteran,India,White,60.9284067596818,-116.92966974319448,-157.32732240299595,69.37565225937634,B,E,E,0
Male,Yes,Brazil,African American,-69.11163923167383,-101.63629692579481,133.62293512060512,43.278721191333226,E,A,E,1
Non-binary,Yes,Mexico,Asian,58.8562731845119,69.39870821129381,-52.886806807123385,-97.21866327340659,E,A,B,0
Non-binary,Veteran,India,Black,178.33434520976078,50.00902687621019,194.39143537428768,-120.40918675914499,C,B,D,1
Male,Veteran,China,Black,148.83811256340604,38.7481254810076,87.03564081416081,27.412476516821847,D,D,A,1
F,No,Brazil,Asian,73.63124312784876,-58.09408131766175,-32.49729938539812,167.92731431385724,C,C,A,0
Female,Non-Veteran,China,White,-32.230402285328694,-292.48823189001314,8.287792933460489,-33.953798884798736,D,B,C,1
M,Non-Veteran,India,White,47.52848018030401,33.360763764948494,-113.01569388296578,80.82855060754083,C,C,B,1
Male,No,UK,Other,224.17335008382452,143.88782286844207,126.45598909819049,104.86266662978088,A,C,B,1
F,Veteran,Other,Black,54.51548158103382,115.06705026757938,-111.82588823060782,-24.790744200177585,B,B,B,1
M,Veteran,Other,Other,-84.71072605454772,10.606989490370571,-41.382751279865204,106.07410855653426,A,D,D,0
Non-binary,Veteran,Mexico,Hispanic,87.2184581824993,-10.350968518706932,64.84181245858485,68.36780872837578,B,E,E,0
F,Veteran,India,White,33.82376389700287,50.99857915328197,49.17617520179403,-22.24446737341526,A,E,C,1
Other,Veteran,Mexico,African American,-12.4674961998706,-176.7340146339555,119.37305141719612,-110.7962502703501,E,E,A,0
Female,Veteran,US,African American,60.88662149828531,6.9741077606190665,117.49601039025819,35.20445177792736,C,C,D,1
Female,Non-Veteran,Mexico,Other,-116.26805558215135,-138.05587771540579,22.497446991509598,-217.58776232879092,D,B,E,0
Male,Yes,Brazil,White,128.8244848608961,27.955862648640217,125.46204962606153,-68.00572273274165,C,E,E,1
M,No,Mexico,Black,181.22948299412107,36.7002011873302,-185.51855493567587,-71.96658600528924,B,A,E,0
Female,Yes,Mexico,African American,-51.756939469185156,-134.57515291991933,-109.53903262698748,47.2244229066528,B,C,C,1
Male,Non-Veteran,UK,Black,6.64764322961989,-116.00197382822995,131.41004755027603,-18.772726549034562,D,D,B,0
M,Yes,UK,White,33.20469137775754,67.39400947128216,47.79056023938931,136.91307225051153,B,B,B,0
Other,No,China,White,-127.21257168495276,-96.63360385010498,1.5078919455541748,-204.4319667761523,C,B,B,1
Non-binary,Veteran,US,Asian,20.684588631153794,-35.406694250965934,67.49665064102216,-18.149616624026823,B,C,B,1
F,Non-Veteran,China,Asian,115.3316428748125,-179.75697174037063,47.080306924946555,141.36949725772277,D,A,B,1
Male,Veteran,UK,Black,-65.15421256241322,-69.19405674991981,-100.02042003460281,141.9531324268152,A,B,B,0
Female,No,China,White,-70.24842005818725,196.52676797773933,209.83869100301212,-27.356497992857232,B,D,C,0
Non-binary,No,Germany,African American,70.59031260631554,86.99839267290415,164.9948816411264,16.029717941834093,D,E,E,0
Male,Yes,Mexico,Black,35.185373341858416,76.5075305524643,45.55689143296915,35.50540616535029,E,B,B,1
Male,Non-Veteran,India,Black,95.75896173834045,-55.92496297241468,-180.8142313497608,117.64780786020803,E,B,A,0
Other,Non-Veteran,Mexico,Black,63.34267628999227,28.730778813082196,145.52087477839467,197.52846341241198,E,C,D,0
Female,Yes,Mexico,White,10.097162897928955,-58.37017661467445,278.99267335754763,147.8487331536375,A,C,B,1
Other,Non-Veteran,Other,White,44.97349810423478,-93.16136914016658,38.52072503639452,-34.068221494087844,D,A,C,0
Non-binary,Veteran,India,Asian,161.6077905385239,-103.3433732635309,-72.04481355314594,-50.64884957929705,B,D,B,1
Male,Non-Veteran,China,Asian,4.578554104500661,-46.617402470304455,1.1991374153255911,-133.59186425079943,A,C,D,0
Female,Veteran,Mexico,Other,29.879708619975144,-27.655508401269273,-4.756108111249505,-3.4300951261553516,B,E,D,0
Male,Non-Veteran,US,African American,65.31236090330736,26.530746027992496,208.35310891271504,16.391340286945365,E,D,A,0
Male,Yes,India,Other,177.63573707890444,94.33119937191398,-92.93670675577704,-45.44260688617192,A,D,C,1
Male,Yes,Brazil,Asian,8.45251560869028,-143.0598819330927,-126.02699005258017,138.12849728096518,B,E,C,1
Non-binary,Veteran,Germany,Other,-77.16121961025053,-122.18596052170174,-59.956123981612606,-263.6278025289657,C,B,E,1
Non-binary,No,Brazil,Asian,10.90759923663986,161.35358842512852,69.66286295458795,66.92295416053497,E,B,C,0
Female,Non-Veteran,Mexico,Asian,46.62680320916186,-145.82223977363503,-24.419529432251572,188.10040145547327,E,D,C,1
Male,Yes,Brazil,Black,113.4655205609703,21.002512330248667,-15.11184297246359,236.4322113703333,A,B,B,0
M,Non-Veteran,Mexico,Black,1.3665318304162473,-31.615644346308386,-16.586272573542185,32.18134965223797,E,D,E,1
Non-binary,Yes,Other,Black,54.09221100391846,-43.385753022974484,77.88982183141012,76.43914622327308,C,A,D,1
Male,Non-Veteran,China,White,-148.74345216031406,4.403675530007671,-67.11165835726518,101.45213439202527,A,B,C,0
Female,Veteran,India,Other,87.90832336350046,1.6663674332468799,101.42452065966616,114.02263724678778,B,B,D,1
Other,No,US,White,98.59364414797786,372.0264254978575,79.97449200482127,70.9160390894725,D,C,A,0
Other,No,US,Asian,17.074004502745233,102.1416625060341,22.920193932357968,20.586570593247036,B,C,E,0
F,No,Brazil,Other,122.3265088951551,181.68301123312173,26.917028414459015,14.186924034616572,D,A,C,0
Non-binary,Yes,UK,Asian,-115.76867899755435,46.67333900548845,-14.006685707908776,7.937298022736604,E,B,E,0
F,Yes,Other,Hispanic,-42.072184921803206,-59.23217297658191,109.72336533526115,98.03981442414377,C,B,B,1
Non-binary,No,Other,Other,-60.94291741290554,17.32915859164725,108.1981741623421,75.27708757939995,C,D,A,0
Other,Yes,Germany,Hispanic,-40.36916694454636,78.5568660551879,-24.219065795652874,59.95813601931796,A,B,A,0
Other,Non-Veteran,US,White,9.921240118968957,-45.38466672160039,-263.285617838405,-3.8724985807124717,B,D,C,0
Non-binary,No,US,Other,158.42188691823443,-165.18303442960178,97.22360945165038,-1.5499511685381062,E,C,D,1
M,Veteran,Germany,African American,103.30356985866858,117.859009405776,-87.84631923739357,-206.39578773303202,D,C,B,1
F,Non-Veteran,India,Hispanic,-29.674051305637008,-11.505323020009138,84.21832825612829,13.448569104855352,D,E,C,0
F,Non-Veteran,Germany,Other,-28.294256021712716,49.82411082046856,-53.47123741910879,136.1430398471523,C,E,D,0
Non-binary,Non-Veteran,Other,Black,-16.90378542545046,67.54035857659319,-7.5916074856782325,183.60526513854785,A,E,E,0
Non-binary,Non-Veteran,India,White,-125.65044018083196,-74.73476684572307,-117.23585077647158,-119.37197714411796,B,D,A,0
Other,Non-Veteran,US,White,107.56421457936031,130.07508153270234,97.13088409843947,77.0082076820918,A,B,C,1
Male,Yes,Other,Asian,5.833457574980274,-85.83306130309234,17.15811505112944,-124.29915039120358,D,A,D,0
Male,Veteran,Mexico,Asian,-8.08206542478464,176.57086304769788,28.489535669740434,-152.53140319763165,C,D,E,1
Other,Yes,UK,White,72.81476900089206,-42.27863409712432,-75.27954684417088,17.551809472255762,E,B,E,1
Female,No,Germany,Asian,-119.25688082084733,-127.26669999029141,147.49454647875953,71.65511021036428,D,D,C,1
Male,No,Brazil,Hispanic,-29.702468785387065,0.5392460231900204,-121.33132087317613,-58.58770953938889,D,E,D,1
Male,No,China,Black,2.2888261399218632,-102.89913699858661,-248.66903832680495,-40.09412302748025,D,D,B,0
Other,Veteran,Brazil,White,-101.27631679990353,-49.61713134160546,16.758410159212968,-113.83688898626052,C,C,D,1
Male,No,Germany,African American,20.5423352458922,27.807656208349556,-85.8820441571243,-107.68664375860499,E,E,C,1
F,Yes,India,White,118.34484135599217,1.5880380098934603,207.14519599809057,60.96254091528268,C,B,C,0
Female,No,India,White,-143.69693589078966,-26.083757713791723,96.11081044078847,144.41760354944924,D,E,D,1
Non-binary,Non-Veteran,US,Hispanic,2.262168933363481,50.571913847514296,-49.57755055160542,-138.71588057823658,E,E,A,1
M,Yes,Mexico,Asian,83.3731793420861,141.67524547139647,3.443178121833394,41.55198641815227,A,D,C,0
Other,Non-Veteran,Mexico,Other,-97.25786662253546,140.55565144650402,133.97232952747063,177.4887871106295,C,B,D,1
Non-binary,Non-Veteran,Brazil,Asian,-47.565869828678544,9.012926826902484,-9.382336353878703,15.21928074395403,E,C,C,0
Other,No,Other,Hispanic,-74.53378570577162,138.64970856513847,-52.83092950842034,50.58933384599739,C,C,A,0
F,No,UK,African American,81.70862414142465,102.14736909781968,90.27796264484714,80.2486885067363,D,E,C,1
Other,Non-Veteran,Brazil,Other,-47.694365399243345,186.7168631981756,12.953697842654952,43.06390929798967,C,B,D,1
Male,Non-Veteran,India,Black,-74.42303548776911,48.74683971786448,108.84312924092714,-86.78914185440516,E,C,C,0
M,Yes,Germany,African American,7.567471184767418,39.474502527452806,-25.03857344513684,-112.81890339865157,A,B,E,0
F,Veteran,India,Asian,134.75980581912458,-128.29459602707314,72.00908241809397,-114.78886679138434,E,B,D,1
Male,Veteran,India,African American,92.18029184679793,-48.54757070538246,-22.097593109885658,-128.20606616315524,E,C,E,0
Non-binary,Yes,UK,African American,98.09649820700888,-137.94192047923735,-61.05810789211568,51.760760362251204,E,B,C,0
M,Non-Veteran,UK,Black,-60.07407648996558,68.01627010892123,26.113642434970963,-109.83232421095566,A,C,E,0
Female,Non-Veteran,Brazil,White,102.87473355063241,18.18742937569541,64.45602432884286,126.85541904677284,D,D,C,0
Female,No,Germany,Asian,20.583844412306572,41.765919919455214,124.31894971538694,-22.77916655224738,D,C,B,1
Female,Veteran,Mexico,African American,88.68690629700092,-125.8494852126471,21.52462594372214,-96.4853145796144,E,C,B,0
F,No,Other,African American,100.43121272297864,65.39595291946577,-129.36408318226574,125.53274239181019,A,D,A,0
Female,No,UK,Asian,-49.91971694258855,136.37043035046148,39.61637681957691,55.13855712348856,E,D,B,0
Other,No,Brazil,African American,-62.92901736283865,-93.85750384862166,-241.6868716934765,22.275884549171682,D,A,C,0
Other,Non-Veteran,India,Asian,-74.6295494415199,-130.236665758783,19.568274980736366,-21.49302497186672,A,D,D,1
Female,Non-Veteran,Mexico,African American,-119.3481651726644,65.51756088777223,144.94714978708464,-36.56753191891461,D,D,E,0
F,No,Mexico,Hispanic,3.5047599935673523,-17.287758775730524,28.244775581124888,-37.015077645515575,A,B,B,0
Male,Yes,Brazil,Other,203.461292771577,-20.11271724673825,-70.8242792281988,122.6277116789408,C,D,A,0
Male,Yes,Brazil,White,-149.87921644067714,93.41445991271748,46.17957219962395,150.6271047774602,B,E,C,0
M,Non-Veteran,India,Black,-21.293815454146497,-206.60022371109054,72.93080143450685,-65.14878854732538,A,A,E,0
M,Yes,US,Other,-15.880129014630933,65.92091366338492,156.14637192509778,97.72003287669918,B,B,B,1
M,No,Brazil,White,-38.37456449226932,-98.90725343725879,110.78129187085636,-151.85999154297085,B,D,C,1
Male,No,UK,White,18.009101015182043,10.59561323422752,-141.39009764846054,204.65617860350727,B,C,C,0
Non-binary,Yes,Other,Hispanic,65.40528198299786,-73.75196407238013,-184.00818845701718,-57.07687589768257,C,C,D,0
Male,Veteran,India,African American,161.1006423947896,59.415107489006026,-75.57491847213878,121.23769702327014,D,E,A,0
Male,No,UK,White,16.359374099588866,86.54557437591744,201.2510270335174,-168.58819033479062,A,E,E,0
Male,Yes,China,Asian,100.51822559433658,-68.36140233809704,-111.45084649465848,-110.80320717816367,B,A,A,0
Female,Veteran,India,Black,-84.50829284209111,-1.2903432169598397,-78.23156797827886,-33.106958375274964,D,B,A,0
Female,No,Mexico,White,73.94496293368661,-67.54684655977898,-31.954745572448196,77.87301717100735,C,E,E,1
