age,religious_affiliation,civil_status,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
98,Muslim,Divorced,F,C,-141.54251777472894,C,B,A,218.32088144916102,C,0
78,Muslim,Widowed,M,C,-41.62420915726844,C,B,C,57.307049015851305,E,1
40,Buddhist,Widowed,Other,E,-23.222642318458654,D,E,A,128.39777154521394,D,1
53,Christian,Single,M,D,22.272706765442692,B,D,D,87.58734686576955,E,1
51,Hindu,Married,Non-binary,D,79.68733968438583,A,D,A,-67.36478237041239,B,1
56,None,Widowed,Non-binary,D,-7.289545347543967,A,C,C,37.72711613138762,B,1
70,Christian,Widowed,Male,B,-6.24839860243411,B,C,B,-8.32947480147924,B,1
55,Jewish,Divorced,Female,B,-70.80340793112066,B,E,D,173.8909077653889,A,1
81,Jewish,Single,Female,B,-114.96352090549198,A,E,A,204.13260378684907,A,1
90,Muslim,Widowed,M,E,-17.732522221882387,C,A,D,-56.27973029747412,B,0
95,Muslim,Married,Male,A,-6.221199699803192,D,A,D,-147.02008283437766,C,1
48,Other,Divorced,Non-binary,B,-18.6438722084921,C,C,C,306.1447089152088,E,0
24,None,Widowed,Other,B,77.96816299911754,E,A,B,-146.81967876129357,B,0
55,Christian,Single,Female,D,-44.1094173646942,E,E,E,-38.813530953526396,C,1
81,Hindu,Single,F,D,160.05283884243588,C,D,B,184.34397651736225,D,1
20,Hindu,Widowed,M,B,28.90739459940368,E,A,B,-51.94239560850868,C,0
70,Hindu,Widowed,Other,C,-7.314335846402536,D,B,D,39.27205168848999,D,1
81,Other,Widowed,F,D,-66.37055579096392,E,D,A,-20.222679705193926,D,0
61,None,Single,Male,E,4.24912435123051,A,A,B,60.78426859278009,E,0
58,Muslim,Widowed,Other,A,130.90465459332404,E,A,E,-33.24976663091654,C,1
70,Jewish,Married,Non-binary,E,-87.90471001722989,B,D,D,-26.95863965448234,D,0
87,Muslim,Single,F,B,47.43029231965702,E,D,D,5.930630902967954,B,1
21,Christian,Divorced,M,D,-9.335332459392824,D,A,C,47.907569214862725,E,1
91,None,Divorced,Other,A,4.856782160275729,A,C,E,-93.14838147174912,C,1
81,Muslim,Divorced,M,A,-13.830861331962426,E,A,A,39.108140315734104,A,1
20,Other,Single,M,B,-86.1745720991449,D,C,D,102.09054819421324,B,0
27,Christian,Single,Female,D,68.14032179591622,A,E,E,-101.75853507726652,A,1
67,Other,Divorced,Female,C,55.22918621908863,D,E,C,126.28524273949621,B,0
47,Hindu,Single,Female,D,-89.59684297660883,E,D,A,7.241881597138207,E,0
70,None,Widowed,F,D,101.03771855548575,A,C,C,-41.13593723359817,B,0
28,Buddhist,Divorced,Other,D,-100.18472479418574,A,D,E,-161.33109091114503,E,0
27,Buddhist,Divorced,F,D,31.763691482363775,E,D,E,157.53638137623557,A,1
36,Christian,Widowed,Female,C,-37.497353756397295,E,E,D,-9.115603288557958,B,0
78,Christian,Married,Female,E,-140.57240957620428,E,A,E,56.19539425579993,B,1
91,None,Married,F,A,95.34106694488294,C,A,E,-53.227524463018625,E,0
47,Muslim,Married,Non-binary,D,17.353309929708345,D,C,B,-152.4766531727269,C,0
86,Jewish,Divorced,Non-binary,D,-79.5756718388558,D,C,E,76.03013704746515,E,1
94,Muslim,Divorced,Other,A,13.777054832792308,A,C,C,-171.66047149068459,A,0
53,Hindu,Married,F,B,86.0829365529602,B,C,A,-194.62765172565844,E,1
42,Muslim,Married,Other,C,-199.02575876542477,D,C,B,134.73993816862284,A,1
91,None,Married,Male,E,-84.45298004814342,B,D,A,-13.17553198535484,E,0
66,Buddhist,Widowed,Female,B,57.76549844950086,C,E,A,-30.03227398386529,D,0
39,Hindu,Single,Other,A,-4.147095536839107,D,A,E,-190.39952993784962,C,0
58,Other,Widowed,F,D,150.20781076459957,C,B,B,195.50674716066294,E,0
36,Buddhist,Single,Female,C,53.87923017064963,C,D,E,87.29889809711193,C,0
45,None,Married,M,D,12.295893600148712,E,A,A,-55.04198717132609,D,1
19,Christian,Single,Non-binary,E,54.52670739859911,B,B,D,-21.55474023767465,E,0
79,None,Married,M,A,102.44186087469218,A,D,D,31.054162461554064,C,0
60,Muslim,Widowed,M,D,-23.897460666740468,C,B,D,-50.482104314638576,C,1
39,Jewish,Widowed,M,D,-14.4281975627785,A,C,C,-35.07120530751429,E,0
44,Other,Single,F,A,45.5624332205479,C,D,D,-133.0953937962043,D,1
71,Buddhist,Married,Female,D,-209.55876108707665,D,D,B,22.521409816112193,C,0
48,Other,Divorced,F,A,-15.660963747548765,B,A,D,71.30909452645506,C,0
44,None,Married,Female,C,-50.3143450751139,E,D,E,-17.659675458853947,B,0
28,Buddhist,Single,Other,E,142.93885420386985,C,A,E,139.35878822485094,C,1
40,Jewish,Married,Male,C,-75.37901864200163,B,A,A,70.32381857929306,B,0
91,Buddhist,Widowed,Male,B,100.29389118552183,C,D,E,125.91123453319683,D,0
63,Hindu,Divorced,M,C,79.47058275966016,D,C,A,121.43704014737492,D,0
23,None,Widowed,M,B,19.813528873350517,A,E,A,40.48840320734791,D,1
55,Other,Divorced,Other,C,-19.233941704105657,E,E,D,-57.14306706010569,C,1
39,Muslim,Married,F,C,67.09681960918998,A,A,E,53.527656069174114,C,1
23,Other,Single,Female,C,-88.10790711626153,B,C,B,-0.04054236217086487,C,0
99,Hindu,Single,Other,C,49.19983364438008,B,A,D,217.61876363217908,E,1
19,Christian,Single,Male,A,-35.01448378022338,E,E,B,-133.10370705767394,E,0
96,Muslim,Married,Female,A,-59.65020278872451,A,C,E,-40.94497886382211,C,1
57,Hindu,Widowed,F,B,147.00369476495533,D,E,B,97.1086015718492,E,0
97,Christian,Single,M,C,-78.88663260971724,B,E,D,-73.9779863986734,A,1
33,Other,Widowed,Non-binary,D,-147.9056574753113,A,D,C,190.28882655492183,E,1
53,Buddhist,Single,Female,B,-158.63681791913083,E,C,E,116.63694744521247,E,0
41,None,Single,Non-binary,E,102.833910237499,C,B,C,-22.25387323013676,B,0
42,None,Divorced,M,A,24.37098990335207,A,A,E,3.623290982098401,E,0
25,Hindu,Single,Other,A,110.13756657345048,D,B,E,16.28671748588474,A,1
80,Hindu,Widowed,M,D,94.82089052856708,C,C,C,-197.5756697156429,B,1
25,Muslim,Divorced,Other,C,-45.245953414143514,A,C,E,84.75265857892356,E,0
35,Christian,Divorced,Female,D,-5.0786877109836945,A,D,A,64.35809943620306,B,1
98,Christian,Single,Male,C,-78.0688584419508,D,A,C,-107.20092294488073,E,1
95,None,Single,Female,B,-58.87304991885542,A,E,A,-172.70187027582148,E,1
30,Hindu,Widowed,M,B,139.63397449729936,B,A,E,46.791466799965725,B,1
36,None,Divorced,M,E,41.32787716553008,B,E,C,153.85760930340246,B,1
54,Jewish,Divorced,Non-binary,C,-11.898045586005304,D,A,A,12.10543533998542,A,1
51,Hindu,Married,Female,E,86.50980849736102,A,E,B,-34.64672261613148,C,0
55,Jewish,Widowed,Male,D,3.3848802855758406,D,A,B,-79.93415736187958,C,1
81,Buddhist,Divorced,M,D,35.296432519336115,C,C,A,-62.13631485093939,E,0
83,Christian,Married,Female,D,-27.386089747681712,A,A,A,57.36536535956437,B,1
82,Jewish,Single,F,C,-1.3581712963554375,D,A,D,18.367704416083605,A,1
84,Hindu,Widowed,Male,C,-124.49348618437979,D,C,C,-132.84584048586086,C,0
52,Other,Single,Other,E,-145.75315120105222,A,E,D,-90.90277995881694,D,1
62,Other,Divorced,Female,D,-49.49094977470996,E,B,E,-22.18422721258716,C,0
43,None,Widowed,M,B,94.28641655964508,C,C,C,-7.631093218523148,C,0
80,Muslim,Divorced,Non-binary,E,-21.70551425397364,A,D,E,125.61281462649201,C,0
35,Christian,Single,Female,A,29.18716097615292,D,D,B,-19.55098108532341,A,1
65,None,Widowed,Non-binary,A,-201.44729383526752,D,B,C,-103.92316047676842,B,1
91,Hindu,Single,Female,D,110.7220476454706,E,B,D,63.13675511947733,A,1
99,Christian,Single,Female,B,-44.78739349647733,E,E,E,-106.5537594751521,D,0
82,Buddhist,Widowed,F,E,-90.0722911559064,B,E,E,-166.6115533556166,D,0
31,Other,Single,Non-binary,C,69.28066810686272,A,D,E,81.13348778055062,B,0
89,None,Married,Other,B,34.82798026079668,C,C,E,50.200445205459054,A,0
45,Muslim,Married,F,A,27.783956084640703,B,C,A,-168.98508769959025,D,0
77,Muslim,Divorced,Other,A,137.6735258425201,D,C,C,-25.093251942585333,C,0
89,Buddhist,Widowed,Male,A,27.329688052843565,C,B,C,-32.52077458128153,D,1
59,Other,Divorced,M,E,31.734633035783883,A,E,A,-145.28711928945586,D,1
45,Muslim,Widowed,Female,E,95.51302727696688,A,D,C,97.26395705435978,D,0
45,Jewish,Widowed,M,B,-87.70549341483537,D,B,E,-35.86858812921431,B,1
82,Muslim,Single,Non-binary,C,-51.36893972601641,C,D,E,35.00609209510207,D,1
35,Buddhist,Married,Other,B,-6.097192996025323,C,E,E,9.901884833413423,C,0
33,Buddhist,Divorced,M,E,-203.64388380575497,A,E,D,102.14398016168562,A,1
64,Hindu,Divorced,Female,B,152.48065072927568,B,C,A,93.88247600493223,A,1
45,Hindu,Divorced,M,E,45.83240494596013,D,C,E,41.25209414705582,A,1
41,Hindu,Single,M,D,-33.04113865060425,B,E,C,-82.4503507137556,A,0
20,Buddhist,Single,Non-binary,D,-40.797800640617616,D,B,E,-20.67902531944194,E,0
64,Buddhist,Single,M,E,134.31875080935492,C,D,E,-21.547262058875123,B,0
63,Christian,Single,Other,C,-65.2293251477541,E,A,A,-33.81940748917005,C,0
92,Buddhist,Widowed,Female,E,2.537902026900466,B,A,E,225.66041409991456,E,0
45,Muslim,Widowed,Other,A,7.797413564215212,E,B,A,24.00816982481305,C,0
35,Buddhist,Single,Female,A,-89.07906376969774,B,E,E,-30.425951185211243,A,0
33,Hindu,Single,F,D,132.08264518867966,A,A,E,-111.87104110694735,E,1
57,Hindu,Married,Non-binary,B,-22.183096427208483,B,E,C,-8.149932586288681,A,0
89,Hindu,Divorced,M,A,-95.75943849869748,A,B,D,-171.06419710357866,A,1
76,None,Divorced,Other,D,4.4974321674999675,E,C,C,69.13280642475688,E,0
34,Jewish,Single,F,B,-45.907506814464696,D,B,A,16.59151283078309,A,1
88,Muslim,Divorced,Other,B,34.10176121349656,A,E,C,-1.394205628577913,A,1
21,Jewish,Divorced,Other,E,45.884251384526806,E,D,C,70.57732981998807,B,0
50,Buddhist,Widowed,M,B,-146.58211550011177,B,C,D,-88.15792785639395,C,0
41,Muslim,Married,M,A,13.02844717776805,C,B,A,58.27282090958703,E,1
26,Christian,Widowed,M,E,190.1989681275218,D,C,E,71.71237691722257,E,0
36,Jewish,Married,Non-binary,C,43.35393120615572,E,C,E,119.23892246075664,D,1
89,Other,Widowed,F,B,-182.34509887600677,A,A,B,100.95494068991324,A,1
56,Other,Divorced,Male,B,25.961979325484595,D,D,E,15.442523499509905,C,0
74,Christian,Single,Female,E,-10.493195349529786,A,D,E,67.38841094186955,B,1
42,Other,Widowed,Female,B,25.369832326863957,C,D,E,79.27449984541204,D,0
62,Other,Married,Male,B,-22.27178470627693,E,C,A,44.6904001341957,A,0
31,Muslim,Widowed,M,D,64.8680798902764,D,E,B,-70.41007506710595,A,0
74,Jewish,Divorced,Other,C,-47.7688237945314,A,A,C,31.511048362903516,A,0
99,Christian,Single,Non-binary,C,-8.450134642412527,C,E,E,-134.3718925578475,C,1
93,None,Single,Male,B,-44.07416211359635,D,B,D,-43.7939789696946,A,1
82,Jewish,Divorced,Female,B,-226.96384910620594,B,D,A,77.91539062826384,B,1
83,Christian,Married,F,C,39.55923935340799,E,D,C,-10.284185769722136,C,1
52,None,Widowed,M,D,-5.530934123724404,E,C,A,-6.633683843141205,D,0
56,Muslim,Married,Non-binary,A,93.57309117970816,A,D,C,132.81631945601558,A,1
88,Muslim,Widowed,Other,E,-160.17045397431306,D,D,E,138.95120536153496,E,1
40,Other,Widowed,F,E,1.1644825524383036,B,B,D,-115.62562660248065,E,0
86,Muslim,Divorced,M,A,-73.35236316712998,A,D,D,130.6033537910389,A,1
74,Jewish,Married,F,B,-131.6774907522447,E,A,A,59.30620630046521,A,1
55,Christian,Divorced,Other,D,-59.755072618274596,B,A,D,51.552074977595296,C,1
84,Hindu,Married,Other,E,-59.24900679871615,E,A,D,-99.71930461372342,A,0
84,Other,Married,Male,A,24.343032058596428,E,D,C,-41.77472116280545,A,1
59,Other,Widowed,Male,B,72.68462244176621,A,C,E,185.72704369418784,A,1
69,None,Single,Female,A,7.952670376651762,C,D,A,86.35808221069152,D,0
45,Buddhist,Single,Non-binary,B,26.72642509344709,D,B,D,121.49680043701625,A,0
42,Other,Single,Female,A,95.24948731298895,D,D,C,168.21506953848234,C,0
39,Other,Widowed,Female,C,-157.96916627477043,B,D,D,60.16401866798624,B,0
64,Buddhist,Single,M,B,-112.81905350626984,C,E,D,29.581185079934404,A,0
75,Hindu,Single,F,D,-128.19939592061695,D,C,D,62.97845670762878,B,1
86,Jewish,Married,Other,E,-9.194356254611884,E,C,B,-148.11444991340065,E,1
32,Buddhist,Married,M,D,-8.00924266126418,C,D,D,106.32459100109118,B,1
90,None,Single,Other,A,-36.774815489577136,E,B,C,-3.4437961498238363,D,0
54,Hindu,Married,F,B,15.307345768243541,B,C,E,150.92611191650602,C,1
66,None,Divorced,M,A,-147.79585842751163,B,C,C,-120.16872194662767,A,1
20,Jewish,Divorced,Other,C,56.123748472027536,C,A,B,76.43659644608367,B,0
32,Hindu,Single,F,C,-139.02348747910455,A,E,D,27.906700150994475,C,1
83,None,Divorced,M,A,23.050759810077434,C,D,E,-37.97403543838437,C,1
90,Other,Widowed,M,C,21.646176904946675,D,E,B,9.510453882967484,C,1
64,Hindu,Divorced,M,D,31.008206725069336,A,C,B,-105.25075064429463,B,1
53,Hindu,Married,M,C,22.246862399062124,D,D,C,-76.8325920714152,D,0
72,Muslim,Married,Female,B,153.40978962753883,D,A,E,-90.29931733438895,C,1
57,Christian,Married,Male,C,-13.818844346810808,C,D,E,-53.021647006858096,A,0
43,Christian,Widowed,Male,B,-38.54756843735891,D,B,B,-149.969078040303,E,0
29,Jewish,Widowed,Other,C,-223.04837383650232,B,D,C,-40.989364032870526,E,0
60,Buddhist,Divorced,Female,A,-5.724092943706418,C,A,C,126.4030536771546,A,0
26,None,Widowed,Other,A,105.0920966296637,A,A,D,93.42621619225005,E,1
29,Christian,Married,F,D,-68.65463856432805,D,B,A,35.81510307006956,B,1
64,Other,Widowed,Non-binary,C,-7.759390734632741,D,C,C,-65.41634306367166,C,0
68,Muslim,Married,M,B,-172.5788805723503,E,C,E,-106.0526858271245,C,1
34,Other,Divorced,Female,B,38.99747229683525,D,C,A,-11.83511964249997,C,1
58,Other,Single,M,D,195.08397064403744,B,B,D,-7.848243345397609,B,1
68,Hindu,Single,Female,E,-23.23250639051085,A,E,D,133.54477034544828,A,0
86,Muslim,Widowed,Female,D,-51.27903111994062,C,A,E,274.64615366102925,C,0
71,Hindu,Widowed,M,A,150.9169136218978,B,D,A,103.8614093023363,C,1
46,Christian,Divorced,Female,C,48.3034416593083,D,B,C,-171.14527732326533,E,1
57,Hindu,Divorced,Male,C,-74.02997842352202,B,D,B,-103.32721651661811,E,1
23,None,Divorced,M,C,164.29233374167293,A,A,B,156.17530593365842,C,0
79,Jewish,Single,Male,B,0.026104212647804426,E,B,B,151.22569744936186,D,0
68,Christian,Married,M,B,-8.35787544909131,C,B,B,-99.45874408906519,E,0
60,Christian,Widowed,F,A,-113.28276486420516,A,D,B,101.39374821302233,C,0
45,Other,Widowed,Female,B,164.86157768881696,B,A,E,111.6650731249185,D,0
37,Other,Widowed,Non-binary,B,81.4935144996458,C,B,C,-6.609022344497731,E,1
92,None,Single,Other,B,-38.37529372672556,E,E,D,119.86725383334695,B,1
98,Other,Divorced,Male,D,-6.781095317891253,D,D,D,-121.62081705978638,C,0
68,Muslim,Widowed,Non-binary,C,-50.704772005114954,B,C,D,-70.015678863318,D,0
85,Buddhist,Married,Other,D,118.47715984499683,E,E,E,-5.616226218246237,C,0
46,Buddhist,Divorced,Male,A,-51.82647802919868,E,A,A,-111.12593888747284,D,1
63,None,Married,Female,E,-50.76417080324098,C,B,D,-134.28015754125676,B,1
45,Hindu,Divorced,Non-binary,C,44.80180293705163,B,B,E,169.29642175616053,A,0
32,None,Single,Non-binary,B,-70.07442471397025,B,A,E,-48.230491151474055,B,1
52,Hindu,Widowed,Male,D,41.489913555320314,E,D,B,42.1233842095118,A,1
57,Other,Widowed,Other,B,-157.3664348301101,A,C,B,-166.39794107337607,E,0
82,Hindu,Single,F,E,26.69728068576831,B,B,B,-26.123292044145348,C,0
82,Buddhist,Widowed,Other,C,57.09040250881422,E,C,C,-30.861835303465572,A,0
71,Muslim,Widowed,Female,B,-77.33763722632705,B,D,C,-160.23059801984388,A,0
96,Other,Single,Other,C,10.943620692265565,A,B,A,-126.68300327303005,D,0
41,Buddhist,Divorced,M,C,-69.85683595242,B,A,A,-68.81919851373975,A,0
81,Christian,Divorced,F,A,-18.25090168597717,A,B,C,154.78743757306498,D,1
47,Muslim,Married,F,E,59.69323629269846,C,B,C,-53.82282589085561,C,0
45,Muslim,Widowed,M,D,94.70028590388971,B,C,E,40.34671273014816,A,1
46,Hindu,Divorced,Female,B,120.27154990275031,C,B,B,-7.0675416402554605,E,1
52,Hindu,Single,Other,E,-48.44466661434394,D,A,B,43.539081528064685,D,0
37,Buddhist,Divorced,Male,E,62.23945457257397,C,E,B,-94.62409385531481,C,1
41,Christian,Widowed,Female,A,213.79572444658868,D,C,C,131.60238476796303,E,1
70,Christian,Widowed,Female,A,-44.21922640505465,C,E,E,-133.21415452608338,A,1
80,Muslim,Single,Male,A,-25.45438234157689,B,B,A,-126.8180537373007,E,0
63,None,Divorced,Other,E,-36.66143268812462,C,C,C,74.71585932360007,A,1
50,Jewish,Married,F,E,38.66147850976161,A,E,D,-33.384520365152,A,0
46,Jewish,Divorced,Other,C,192.70036660082013,D,D,A,78.00113656452432,D,0
75,Other,Married,Male,E,-78.52228010275539,A,E,B,-72.33546486846731,D,0
30,None,Widowed,M,E,-112.99941739450526,E,B,A,135.3135388112241,B,1
77,Buddhist,Divorced,Male,D,81.60884367110621,C,C,A,-94.91055878643961,C,1
28,Jewish,Married,M,A,-107.36835351318517,D,C,E,56.877794219670676,A,1
30,Other,Widowed,Other,E,-58.333051878303365,C,C,D,206.52117986449375,A,0
66,Hindu,Married,Other,C,27.529845473617144,A,A,C,-53.765369437176346,E,0
49,Muslim,Divorced,Non-binary,E,18.45302670554552,B,A,C,-117.26241499484678,D,1
98,Christian,Divorced,F,A,19.76796497879942,A,D,A,32.45997032586957,A,1
27,Other,Widowed,Other,B,39.1655971226672,D,D,B,230.78172932518206,B,0
54,None,Divorced,M,E,74.30994078390106,D,E,D,8.841112199701389,E,0
32,None,Single,Non-binary,E,-136.90934848922524,E,B,A,15.127181250653573,B,1
34,Jewish,Married,Non-binary,B,-84.00925153650721,C,E,D,73.16342117488253,A,0
25,Other,Married,Other,E,76.87725512582823,E,B,A,37.43802075985178,C,1
26,Jewish,Single,Other,B,107.3620734042608,D,C,C,-1.3832249496596685,A,1
78,None,Single,Other,C,-42.4043863794182,A,B,C,-88.33426786721643,D,0
37,Christian,Single,F,B,89.10599803259045,A,E,B,153.50667553547083,C,1
30,Christian,Single,Other,D,112.68917085692938,A,D,C,114.15081563331069,A,1
89,Christian,Widowed,Other,D,13.196482286554879,B,D,E,20.95202521658201,C,1
19,Hindu,Widowed,M,D,-155.43112913189418,B,E,A,-39.89927636315552,B,1
41,Other,Single,Female,B,139.49144184125043,E,C,D,21.289300636510404,E,1
23,Other,Divorced,F,C,-9.959563293197055,B,A,B,-0.004279593085679643,D,1
73,Christian,Widowed,Female,B,106.94115749105467,B,E,D,75.30469165325643,E,1
79,None,Married,Male,C,61.396661117135956,B,C,A,110.97619879760272,B,0
23,Buddhist,Divorced,Non-binary,E,56.3347401029562,C,B,A,-26.079758557831674,E,0
45,Buddhist,Married,Male,B,-45.81339554514922,E,A,B,58.17543563317159,B,0
65,Other,Divorced,Other,D,40.421336477663,D,C,B,87.47178635904824,D,0
35,Christian,Married,Female,A,80.70934888084389,C,D,A,-36.09845084571771,D,0
38,Christian,Widowed,F,A,-141.72304192413688,D,E,A,12.875550691001608,A,1
70,Buddhist,Married,Male,C,-83.50491280308495,B,D,B,69.99363712795054,B,0
81,Other,Single,Other,D,-122.64544928937109,D,A,C,97.443620465941,A,1
91,Other,Widowed,Male,E,-73.78025923567601,B,C,A,59.06143674839433,D,1
81,Buddhist,Widowed,M,B,-80.95901980698413,A,D,C,27.882163914955292,E,0
91,Buddhist,Widowed,M,D,138.9572812798478,D,A,D,58.0988801455376,B,1
68,Christian,Divorced,Female,C,72.57657983553632,D,D,C,-21.90418249425407,D,1
21,Jewish,Widowed,Non-binary,E,165.14256471486576,D,B,A,-118.81300366532992,E,0
79,Buddhist,Widowed,Female,A,52.8594788458178,E,A,C,-21.068911337239914,D,1
38,Hindu,Married,F,A,59.01981247063265,A,C,D,-52.509759614457074,D,0
35,Hindu,Widowed,Non-binary,E,-69.79399839647871,B,B,A,75.46023781134565,C,1
99,Other,Divorced,Male,B,7.187962191186327,E,A,A,42.20083958409374,B,1
66,None,Divorced,Non-binary,B,30.989809518173768,C,D,B,57.661997725452785,A,0
74,Other,Widowed,F,C,-14.625024842721162,C,B,B,-296.0305507560506,A,0
87,Buddhist,Married,M,E,239.0893379410164,D,D,B,5.890629886011162,D,0
68,Buddhist,Single,Male,B,-7.800977256605038,E,C,B,-14.24390906883302,B,0
30,None,Single,M,D,34.939211201911945,B,B,A,120.24228421883785,C,0
62,Jewish,Divorced,Male,D,-171.07093283943172,E,C,B,-114.62646886450132,D,0
83,None,Married,M,E,108.56729358992388,A,B,E,-82.37387573498087,B,0
33,None,Widowed,Male,D,-12.067152752879434,B,E,C,179.6906531630954,C,1
82,Jewish,Divorced,Non-binary,C,-133.800328600853,E,D,E,-31.544913722345548,B,1
88,Other,Divorced,M,D,36.69422122864185,A,D,A,-38.04471498223949,E,0
29,Other,Widowed,Non-binary,A,-6.435007659283985,D,A,A,245.51647072004016,B,0
62,Jewish,Married,Other,A,-93.3763479573102,D,C,D,67.25710898527963,A,1
45,Other,Single,Female,B,-14.448051417475046,C,B,A,-137.78127119907262,B,1
53,Other,Widowed,Other,B,26.73899379869206,D,A,E,78.41127576177966,C,0
36,Buddhist,Divorced,Female,B,98.01376694759712,D,B,A,122.81461993226807,B,1
87,Buddhist,Single,F,B,12.007812142802997,E,C,B,-125.71574234236351,E,1
84,Hindu,Married,Female,C,-6.808108508068273,A,C,B,-61.899396259907334,C,1
74,Jewish,Widowed,F,B,7.3580468344938685,C,A,A,10.036640462430448,E,0
65,Buddhist,Married,Other,A,-91.71553690016412,B,C,A,229.23752441169717,C,1
76,Muslim,Divorced,Male,D,-130.591772180366,A,E,B,3.97331146296594,D,0
38,Buddhist,Single,M,B,34.11088096804104,D,D,E,20.334231805394136,A,1
73,Christian,Divorced,Male,B,36.57680120858465,D,B,A,-62.020264499541035,A,0
77,Christian,Single,M,B,52.071974160716216,C,C,D,71.86003691855447,C,0
41,Buddhist,Widowed,Non-binary,B,55.27045964232297,C,B,D,54.62557545686455,A,1
83,Hindu,Divorced,M,C,65.46566107838926,B,B,D,-83.48533293788695,C,0
79,None,Widowed,M,A,-105.68002683394636,E,A,B,160.94056532901365,E,0
79,Other,Divorced,M,B,60.66598997627405,E,C,E,139.06051593143346,D,1
82,Other,Widowed,F,E,23.155133744225452,C,A,D,126.98857593484993,B,0
77,Buddhist,Married,M,B,16.150886135567273,D,A,B,-94.25089322281504,B,0
79,Jewish,Single,M,A,-105.62644016938015,A,B,E,72.09299148364535,C,0
34,Jewish,Widowed,Non-binary,B,67.45081704935845,D,C,B,78.43694141769652,A,0
69,Buddhist,Divorced,Female,A,70.98905428102779,A,A,C,-217.3409113454876,E,1
97,Other,Single,M,A,194.76668962496586,E,B,B,-97.10810483223167,D,1
35,Hindu,Divorced,Female,D,137.4416433717613,B,D,B,78.8894668249348,D,0
85,Hindu,Single,M,A,-117.2605336650118,E,B,B,-106.69120254874606,A,1
59,Hindu,Widowed,M,D,-13.49351127302048,E,E,A,174.879970882548,B,0
32,Other,Single,Female,D,-12.575572075356561,C,E,E,105.70437394208065,A,0
99,Jewish,Single,Other,A,44.71803053078523,A,E,D,-178.97431532475164,E,0
56,Buddhist,Married,Non-binary,C,70.92097983643552,D,B,E,101.20154293780188,B,0
50,Other,Divorced,Female,B,-210.65532232029378,A,C,D,-151.96845297476605,A,0
90,Jewish,Widowed,Female,D,152.99046101477117,D,C,C,122.0329697168461,E,0
23,Other,Widowed,Female,B,-8.855608204049323,C,C,E,242.5784115928162,C,1
79,Jewish,Divorced,Other,C,-10.355847892235781,D,A,A,-73.65102424677762,A,0
26,Muslim,Single,F,D,95.1817684790313,A,E,C,25.441864346112364,B,1
95,Muslim,Widowed,M,C,-24.11332928253432,B,E,E,129.8186813994136,D,1
98,Christian,Widowed,F,B,52.181254575663395,C,C,C,-0.7445422174656753,C,1
41,Hindu,Married,M,A,-42.89359245391853,B,E,E,-259.665907055819,B,0
90,Buddhist,Widowed,Non-binary,B,35.69345775100633,B,A,A,19.49268573177318,B,0
21,Other,Divorced,Non-binary,E,272.71480029873663,C,E,D,79.6254791135495,B,1
50,Muslim,Single,M,E,253.46704822798281,C,E,A,134.42933451020224,B,1
35,Hindu,Widowed,Male,E,3.7829469639682207,B,B,A,-100.45132276826357,D,0
63,None,Widowed,F,B,111.10179028057058,C,E,B,59.9545522371581,D,1
52,Other,Widowed,Male,C,92.63040676945344,B,D,E,19.253467278141116,D,1
93,Buddhist,Married,Male,D,40.00354803209444,C,D,A,49.58831464332891,E,1
72,Buddhist,Married,M,A,215.24662820805872,A,D,B,145.21730554216427,D,1
46,Christian,Widowed,Non-binary,C,-194.97420891769968,E,D,B,19.75752338724671,D,1
89,Jewish,Widowed,Male,E,-14.815899906358965,E,A,D,72.040162651418,D,0
87,Other,Divorced,F,D,-111.94094356739231,E,A,C,-80.88224279123204,B,0
58,Jewish,Widowed,Non-binary,A,155.0543065618311,D,E,D,-23.831014024131942,D,0
84,Jewish,Widowed,M,D,3.2050804324768754,E,E,D,-129.80754941542466,E,1
60,Muslim,Single,Other,A,141.75729768650962,A,D,C,-141.84982301208652,A,0
26,Buddhist,Divorced,Other,A,76.36660296568544,C,B,D,112.85370732458514,C,0
89,Buddhist,Married,Male,A,36.840834409423195,C,E,A,48.898080493241316,A,1
67,Muslim,Married,Other,C,-138.59412579479329,A,E,C,-69.59641096694828,A,1
51,Christian,Widowed,F,C,101.12137411450544,E,D,E,-278.6474705431434,A,1
58,Christian,Widowed,M,B,91.178122601065,B,A,C,-168.51723880203227,D,1
95,Muslim,Widowed,Other,B,51.23055461814262,A,D,E,-9.35222572200381,A,0
70,Christian,Single,M,D,-4.718266616087488,B,A,C,3.0763071095409638,C,0
41,Muslim,Married,Non-binary,C,209.78055832911454,A,B,D,-75.88048388920626,A,0
69,Buddhist,Widowed,Non-binary,A,-27.721875534264527,D,B,E,-176.0310803829076,B,0
29,Christian,Divorced,M,C,-207.68426489471753,E,B,C,134.80093913409632,B,1
60,Muslim,Divorced,Non-binary,D,-47.48859555459506,A,A,D,-78.70108978196915,D,0
83,Christian,Married,Non-binary,D,-163.66773852278504,E,B,C,53.122942319906045,A,0
32,Other,Divorced,Non-binary,B,-40.94018703661778,A,A,C,-45.21496829064926,C,0
84,Other,Widowed,Female,E,41.53837640471198,A,D,E,3.18035149366395,A,1
55,Other,Married,Non-binary,A,122.8278231131088,C,D,E,-142.13257883362365,A,0
