disability,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Physical,F,C,A,65.11988819088087,-73.08161713627193,-21.746372371290057,C,D,B,A,-177.98479885909055,C,1
Both,Non-binary,E,C,-42.11283810923103,7.792303151167719,-95.65854871048542,A,B,A,A,112.13320930864055,A,0
None,Female,A,C,-108.56266951527012,-95.77583927803721,-49.426408491090804,C,C,C,D,69.06742989582924,D,1
Physical,Male,E,C,-102.63628189465896,-72.21750369853464,248.35390443073132,B,A,A,B,-38.29127944452424,B,1
None,Female,C,A,-129.7755850896752,224.26993084293355,195.00087582035263,A,B,A,A,260.4938367936286,D,1
Mental,Male,C,A,59.066645516982796,-22.589435117862426,153.40225799215972,B,C,B,B,-4.8064787901507255,C,0
Yes,Non-binary,C,B,101.90913998148936,41.545732576539685,-82.02834795169633,D,C,A,D,-99.40425185831403,A,1
None,Male,E,D,-179.65486169649205,-107.03002993577968,-56.86712818929439,E,D,A,D,64.65315300629025,A,0
None,Non-binary,D,B,7.0508992899160505,-28.598857973495466,-117.63672270384345,A,A,E,A,-59.035719671126444,D,0
Both,F,D,E,-13.613250983372813,-104.31165095290697,-96.55309768622703,E,A,D,E,-67.73542458542062,A,0
None,Other,E,E,112.0227153601002,-89.44354318389631,110.26934058672302,B,B,B,E,65.31988603024459,E,0
None,Other,D,D,-163.40849461105054,-205.05212464704877,-54.208856555454354,E,C,B,E,-90.525324516743,C,0
Yes,Female,D,E,36.51623683548002,-19.746762525400452,39.991030953764145,B,C,D,A,4.581991807264457,A,1
Both,Other,A,C,38.57890612045401,-113.62756964689456,24.982590874234084,B,C,C,D,85.52450005402687,A,0
None,Other,B,A,67.1513527996383,-51.55592432996347,-39.21922761994524,B,B,A,A,7.289927845141296,E,0
Physical,F,D,A,-87.1700540623577,-64.99898188265465,-116.82581703157379,D,D,E,B,6.010845938289298,A,1
None,Female,C,C,52.50892943448153,87.06023796839787,21.737435668020606,D,A,D,B,-116.84316034407894,E,1
None,Female,D,E,23.927566299633614,122.84096372200028,-121.2197439056782,E,C,C,A,-44.13501465473808,A,1
None,F,B,C,-38.94462565137365,77.06814327433271,-46.327236978453925,D,C,D,C,-75.19948721932359,D,1
Physical,Non-binary,C,E,-127.80911021271093,10.113702409536767,-101.94701851634879,E,C,C,C,-68.89071250931565,A,0
Mental,M,A,E,-78.7099789487903,-53.94482818603089,49.42951438387787,A,C,A,D,-6.760366335488836,A,0
Yes,Female,E,A,195.08969391720262,-4.9235810105091335,-20.063125757942206,D,C,B,E,-79.49875441680935,E,0
No,Other,E,D,60.50368923553674,101.39937345495744,138.1513486517891,D,D,E,E,-63.80001302977911,E,1
None,Male,D,C,37.75997484496362,74.33637987535067,90.32417030703743,C,B,E,D,39.81931140849782,C,1
No,Other,A,D,-140.23931625981726,-37.91015206230737,-102.57283930581072,D,C,D,B,-36.405462946638174,A,0
None,Non-binary,D,C,-92.75652569263193,-11.820951662548323,-52.48984450890804,C,B,A,E,16.14388424578005,C,1
None,Non-binary,C,A,-46.92665222212484,79.16923697024598,34.987908767987946,A,A,B,E,71.0930861541398,E,1
Yes,Male,D,A,100.2423008591824,15.766282286850892,-118.82945511326095,C,D,B,E,115.30400052895457,A,0
Physical,M,C,C,-89.62796588403766,-68.36615820035237,-140.73543680449012,C,D,A,B,-146.60123150341465,C,0
Yes,M,A,C,-58.08356243702026,-139.73107672898092,-17.23885350296236,D,E,D,A,13.0978883974608,E,1
None,Female,D,D,-3.330928464315449,-13.7596431996066,201.58301740945598,D,E,A,D,51.11672968702575,A,0
No,M,A,E,-77.1277592413687,-9.420160304438761,-114.70901246582682,C,C,C,B,-7.775688794080082,E,1
Mental,Female,E,D,-85.18865774682598,-71.13901371383274,106.78834198013138,D,B,D,A,-11.423080972209512,C,0
No,Female,E,D,102.43590464184287,3.6461856437275646,106.82992572181472,A,E,C,D,256.6402626504117,E,0
Mental,Female,B,E,91.41675993678645,-107.88529280030752,-124.48029573202591,E,C,D,B,-74.35880756892068,E,1
No,F,A,D,-98.71379795713254,-118.00109866386595,-28.632518745018977,D,A,E,C,-69.73667844825589,D,0
Mental,Female,E,B,-136.9384055279743,166.61868067063304,100.74420062327299,B,B,E,C,-117.70486776604012,B,1
Physical,Male,A,C,92.2241851527288,-23.333450674815754,-120.56934885689795,E,A,B,A,97.69131501803841,B,0
Both,Other,E,A,-37.026103724463184,33.59402839433102,-48.35957260520364,C,A,E,E,176.1215525124069,D,1
Physical,Non-binary,E,B,12.838753479004398,82.36350387072596,63.986836083214605,A,D,D,E,40.71440104449382,C,1
Physical,Male,A,C,16.562046647277104,-131.00412224556882,-33.45758265789946,C,B,A,A,-78.18569019518252,C,1
Both,F,B,B,-73.63341050136097,71.44350919945579,58.69506547562037,A,B,E,E,98.55176518901827,B,0
No,Other,A,C,5.436685448180898,-52.072239597019674,-32.47838035626347,A,B,C,E,-25.51451243317088,E,0
Both,Non-binary,B,D,-53.382790686036984,100.92090321011315,-167.6738411851568,C,A,A,A,202.46394578483833,A,0
Mental,F,B,D,92.55361282940584,-58.92886222842025,127.51826162404194,D,B,A,B,61.7037761709821,E,1
Both,Male,B,D,104.19628295442216,-84.36143803703848,-180.3601835735852,C,C,E,E,-173.93640610697219,C,0
Mental,F,E,A,-60.54842232050748,-76.86548792492212,125.84271757809968,E,D,C,E,-42.80336438554302,B,1
No,Female,B,B,-118.6462976134814,39.82461081832864,-77.4630552101695,E,B,D,A,-116.25024224725964,C,0
Both,F,C,C,-18.04697974391467,-49.500030038860125,180.62585020811403,B,E,E,B,-29.141039281567636,B,0
None,M,D,A,12.20311329405547,92.60227040912804,155.74710371477153,D,E,C,E,69.22683888135572,C,1
Yes,F,E,D,185.45657332421516,-71.59836707303249,9.54466947848926,B,B,A,B,28.859839531542608,C,1
Yes,Other,B,A,-154.90890357535315,-52.26230908105703,-17.265805339211965,C,A,B,C,-50.32715561579605,A,1
Both,F,C,D,41.48078876339335,-137.02262323743264,164.7857360669371,B,E,D,D,-77.05382266380903,B,1
Yes,Male,E,C,95.20336784612464,-45.659680346479334,52.41646742379231,B,E,D,B,-27.65867954499593,D,1
Physical,F,B,D,-28.3559864380474,-124.18391005198276,205.05579345570536,D,B,B,B,-72.18158155365029,D,0
Mental,Female,A,C,-67.3959424088515,-121.40704310685535,-101.2365858362005,B,C,C,C,0.8628318954083484,C,1
Mental,F,E,E,57.07158199084746,-31.794032761517816,30.681285366716875,C,C,A,B,70.28134106704181,B,0
No,Non-binary,C,D,-118.4866457137183,-116.9671827782534,24.93713363039845,E,D,D,B,68.95429262581106,C,0
Mental,F,C,B,-59.94318820321125,81.48966820358686,110.20140846662913,A,E,B,E,70.20889352796883,C,1
Mental,Female,D,B,77.18746710020986,-0.47735655949630135,106.45390463815959,A,D,D,E,-62.00703955313338,C,1
No,M,E,D,162.29090139790407,-117.5994391602395,-57.45147019580622,A,E,B,B,28.48374830329788,D,0
Both,Male,E,A,1.8307236935276108,-66.51498668434718,-186.17979826262393,A,A,D,B,167.07170871540387,E,1
Both,F,B,A,-70.09113844452834,168.1122813311031,-17.13374983971397,B,C,D,A,50.72725756810842,D,0
Yes,Non-binary,C,E,78.05762129202536,242.06110396435298,-8.134098591140095,C,E,E,D,112.0006919772954,A,1
Yes,Female,C,E,23.674460551516223,143.4416324387989,-118.07952936217654,C,D,B,D,-5.891973585343126,A,1
Mental,Non-binary,E,B,66.1979060491713,-175.28175379593506,-94.4124724810687,E,A,C,D,206.05905569870018,A,0
No,Non-binary,A,E,-162.28213794869853,162.59049045290695,6.768432582048879,E,A,E,C,50.794605773597034,C,1
Mental,Female,E,A,105.11182886338852,29.412284047119265,0.9948790392789992,C,B,A,C,-48.66275819486442,E,0
Physical,Female,E,A,141.44961012667756,21.036388211251655,-259.2566088300052,D,A,B,A,58.24824569195833,D,0
Yes,Non-binary,D,E,-123.42222818013992,-78.47914961552856,74.43057550850702,E,E,E,B,-25.929972452056095,C,0
Yes,Other,E,D,48.76920622478682,-59.50443950829857,62.003046846990216,A,A,B,D,-63.04500694796453,A,0
Yes,Other,D,D,52.46655328085479,119.8718487948467,-46.683347331868525,B,B,E,D,60.97222148731927,D,0
None,F,D,D,-141.7175566537421,83.99403811329826,10.441756155662697,C,E,A,D,-92.94314962326527,A,0
Mental,M,C,B,46.536066652590506,35.55048680546597,105.54318366814542,A,B,A,B,207.93659032816524,A,0
Both,F,D,A,154.37060110729806,170.96836149108876,20.108936021673248,D,C,A,D,124.32364890680307,B,1
Mental,F,E,A,158.69310700631212,-18.499941398840893,-0.24966287168356008,A,E,B,B,38.36453093330207,D,0
Mental,M,B,C,-59.47367522220982,196.05918057804806,55.00504167676051,A,D,B,B,-92.9760420907817,C,1
None,Other,B,C,-72.16656376307432,49.281929547277684,187.90057611014123,B,D,A,B,41.68208340386996,B,1
None,Male,A,A,38.49598282585558,92.51785461339061,-75.7210126656653,D,D,E,B,-112.42684860433127,D,1
None,F,C,E,-54.112759302724086,93.06558905556456,68.5579256998093,B,D,C,D,42.364224491309876,D,1
None,F,E,B,63.674739190670195,-15.824321577402461,-61.18227453647342,C,C,C,C,-102.6283666027104,E,0
No,Female,C,B,90.96572772134242,-5.775668860044672,-18.99244255931333,E,A,E,E,-33.464063445201376,C,0
Both,Other,D,C,-158.30776873412015,8.40258467837707,-121.39233426736695,B,D,C,C,183.63003069668136,D,0
Physical,F,B,D,6.141286795065542,23.65004847419047,100.69409738795723,B,A,D,C,170.48156945776068,C,1
No,F,B,D,-143.16212882049928,-47.293680891420365,65.12912307444543,C,C,E,B,-99.2830707314487,E,0
None,Non-binary,B,E,228.7109247525498,-7.3806238717334525,118.03488800127775,E,C,D,E,146.71415168119134,E,0
Physical,Non-binary,C,A,12.165724317346243,89.12512154356078,-71.94079086833301,D,C,A,A,-13.119147953168838,A,0
None,Non-binary,D,A,-161.1114859981251,31.138461003368363,-26.023099758961354,E,A,B,E,44.61482844739999,D,0
No,Non-binary,B,D,-106.86483932545079,-272.11267362581543,104.35956951693322,B,D,A,D,-60.52208743158556,A,0
Yes,Other,A,E,-17.033568347552517,116.18385640070188,-110.40045271806638,B,C,B,A,-65.05612634169297,C,0
None,Male,D,A,-53.39594195239348,-49.42611005845464,-140.194335441219,C,D,B,D,-24.83089404020116,D,1
Both,Female,B,D,61.902967447392264,106.64864779901544,-64.30443231153474,A,C,D,A,-65.17367204855799,A,0
Both,Female,E,D,-98.21127336574006,-9.64324596649864,-106.4722346899266,C,E,B,E,71.92743646156018,E,0
Yes,M,E,B,-114.48275644630496,-61.88660094894903,127.3845367212878,B,C,D,B,-41.11350419444943,C,1
Both,Male,B,D,-129.0750704331247,176.98479960551325,163.3267015103337,E,E,D,C,56.671561919553845,B,0
Yes,Female,D,D,47.33846676336033,-21.98295404668661,14.66258239608721,D,D,D,A,48.04888620808557,A,1
No,Female,C,E,-52.65390817047423,-37.95145233290779,-23.754464745151076,B,B,E,A,-100.04161142852408,D,0
Yes,F,A,D,-115.15607064096038,38.47886363835214,-33.9229014497667,C,A,E,D,195.35958372920837,A,1
None,Non-binary,A,D,120.20576733465629,44.686155903138115,115.66203390334715,D,A,D,B,127.84320294215257,C,1
No,Non-binary,E,C,42.38793795255147,9.858128810609728,-35.950186675306526,B,E,B,A,91.52495215534017,E,0
None,F,E,B,41.183514976043405,-150.8289383664285,104.64420306891074,A,B,D,B,-107.6100351171239,A,1
Physical,M,E,D,135.21761888111135,-8.434628440062705,-73.49086157372369,B,E,B,D,38.783021171800144,E,1
Yes,Female,C,E,30.287936846441436,99.25760823662972,-25.205117244057096,E,D,D,B,-11.832644905006244,A,1
Both,Non-binary,A,C,138.7406119746586,-207.08015556952134,-18.289846211063754,E,B,E,E,24.012461367567088,E,1
Both,Male,A,A,-37.66595806006893,-12.437472255379637,89.830169296368,E,B,E,B,-106.0141302485276,A,0
Mental,M,B,A,-22.077690710119164,-19.38146315905858,10.309058256077957,D,A,A,B,142.78895409473142,E,1
No,M,E,B,32.37101403872556,-1.7088606000127478,69.61194210575434,B,A,A,A,121.64891820031112,C,1
No,Female,D,E,-265.672513132641,-143.54446634997802,58.13816947647782,B,B,A,E,20.676491509156712,A,0
No,F,C,A,183.53954529066704,-99.46242194381453,44.366940511914905,E,D,D,C,55.05506584476624,E,0
No,Male,E,B,109.10310900052633,64.67248876736585,-82.60848684515038,A,C,D,B,-117.95907881710306,D,1
None,M,A,C,40.301980558380315,-120.65356048758858,146.74179536596932,D,B,B,B,-96.2940867255848,A,0
Mental,Female,E,A,-149.0402857085258,101.56593154944524,-57.99883202649744,B,D,C,C,135.7283107159241,E,1
Mental,Male,C,D,100.02299951992846,-137.396196271157,63.092291355761056,C,C,E,B,164.62198320348492,D,0
No,Other,C,E,3.840626742133872,57.022418083175175,177.89940048479284,D,A,B,E,26.08859094394364,B,1
No,Female,A,B,-100.64771766937248,-313.5207247896511,-117.04348109458904,E,E,B,C,-3.2474151815986514,C,0
No,Female,B,D,-143.3326711759173,41.40722080334637,104.97224640876028,C,C,A,D,-16.09997952885144,C,1
Mental,Non-binary,A,B,120.71549789714635,-97.1370058179453,-0.0030384641301854287,E,A,C,A,180.97083969253887,A,0
None,Non-binary,C,B,-108.16986358073571,19.512387030566348,-67.46070006744836,A,D,D,D,137.45557243575465,A,0
Both,Female,A,B,103.21647199860244,66.00053269037662,92.53593122495622,E,A,D,D,83.37787700492434,C,1
Physical,Non-binary,B,D,34.13892759479469,-99.94373015358768,-254.66462419952327,E,C,E,D,-140.41318664939365,D,0
Mental,Female,B,D,-18.054235236392604,-136.8289778756052,-74.40364935262296,E,C,A,E,5.080911691035287,C,1
Both,Non-binary,D,C,89.6163015090355,-119.47515440203034,-2.844644920247811,E,E,B,E,24.358650518078683,A,1
None,Female,B,A,-5.098455470810105,152.74941961408624,-284.5606597374899,C,D,E,B,-151.01147149749335,B,0
Both,Non-binary,A,E,-17.3440895091245,79.05612468816497,-53.76448749214215,D,D,B,B,-112.40932300594349,E,0
Physical,Male,B,E,-19.001013515443272,45.913330448762466,62.589356877271584,C,E,E,A,-147.4913587880965,B,0
Mental,Female,C,D,181.38830105431612,-10.144790130654503,57.596158875783644,C,A,A,D,7.1458479825005705,C,1
None,M,C,E,59.60760649652017,-9.823474454238104,74.99770727315652,E,B,A,D,150.3032163839432,C,0
Physical,Male,C,A,-48.50228453714018,-6.352408418419693,-164.10510841508827,C,D,D,E,32.18672535450827,B,0
None,Female,C,D,10.760910824286315,-100.58625356979127,-7.227158989301913,C,C,E,A,113.97805934779217,C,0
Both,Female,D,C,-57.822605375609726,-65.44242602767277,70.12476930338943,E,E,B,E,-3.80439770617573,D,1
Both,F,E,D,-183.6735519681307,2.106907772845697,-60.77120365719912,D,D,A,E,107.06214267118995,A,0
Both,M,C,B,3.9130081944738597,144.52010349062732,-332.72056088157655,E,E,A,A,12.300584825074305,D,0
Mental,Other,C,B,36.2472995653901,22.788784094681258,-12.980669002909362,A,D,C,A,-177.23007004807084,D,0
Physical,Non-binary,D,B,162.53560947586067,172.42591778407717,-67.60755615704873,E,E,A,C,-267.9396986867639,A,0
Mental,Male,A,B,60.94611117660966,-234.58571985780767,-113.66835834471888,E,C,C,E,179.17592896134087,C,0
Yes,F,E,B,-48.850986261087826,91.16338354714941,54.02123652727702,C,D,D,A,49.19902479451852,E,0
None,Non-binary,E,A,103.65081132958818,-68.16616667309447,-89.98636867097973,B,A,D,C,-127.96939392195537,C,1
Mental,Male,E,A,84.11260971582969,34.35634292994004,85.13921560048816,C,E,E,D,121.8056770017601,A,0
Both,F,B,A,-255.77552541131072,126.58909884729306,75.78136310349201,B,E,C,B,-127.94501219770697,D,1
Yes,Non-binary,D,A,14.724981825979459,142.07821676271973,0.498070976733969,C,E,B,B,-133.49845239524197,B,1
Mental,M,E,A,-236.93698595976292,99.92850086225343,-22.757697640509793,C,D,E,B,-0.5789463295604361,B,0
No,Other,B,B,-42.89216640104334,-102.99774868636614,91.08060488337492,C,B,E,D,-14.862202343260922,A,1
None,Male,D,A,-100.18659593965688,135.0702999292306,-70.2979212575797,B,B,E,C,86.3601157777359,C,0
Physical,Other,E,D,-173.28132994802257,15.649646654419849,-90.19609256734347,C,C,C,D,-31.118247223326094,D,1
Both,Other,A,B,-34.30746134160791,-17.395212148134796,-161.7482389132809,A,D,D,C,71.07061584584471,A,0
Physical,F,E,E,-70.80737756756045,-72.07793792246189,194.3882690618318,E,E,D,C,-7.258363596408929,A,0
No,F,B,B,-144.08140377490238,61.58273944128182,-23.769821583314286,A,B,E,E,120.4178465812636,A,0
Yes,Female,D,A,71.7241648125229,-36.776381968500786,144.5009837697068,E,D,A,C,-38.04368062131566,E,1
Both,F,D,B,40.01560223016623,83.33905006258337,47.85184295694128,E,A,E,C,200.2208952540969,B,0
Mental,Non-binary,C,D,-98.43632019933557,-28.573628423204845,-88.11537738497842,A,A,A,E,29.121183310243065,D,1
Yes,Other,B,B,-200.92697950239634,16.038505715422758,186.31110081016573,C,E,A,E,-48.91419922837417,B,0
Yes,F,E,C,-22.2685858812608,-78.96258860335882,-88.76085617935647,E,E,E,D,-60.902559196621986,E,0
Both,F,D,C,-52.97816543650189,72.90846000519485,-173.04716599862402,E,D,A,B,46.42119635173714,A,1
Both,Female,E,B,67.23069541594427,-39.578849036746725,-43.052288745316616,A,E,A,C,-82.75684283754003,E,1
Physical,Other,E,C,151.2682784135547,195.64479021201137,0.8757051777618682,A,A,A,D,130.93450049224361,A,0
Both,Female,D,D,-77.44528770488317,11.899468573220421,-22.607802572279873,D,D,A,A,65.6131835028284,C,0
Both,Male,A,C,-165.31830031131105,48.548484934396576,-45.25524393523098,D,C,B,D,-120.36801498762122,E,0
None,F,A,C,-92.43651893177034,36.67280742116164,120.60065217804362,A,D,B,C,-106.66909084974768,A,1
Physical,Female,E,B,141.05919898104676,-47.88629098741304,27.6886524594445,A,C,D,B,-96.74926973610289,B,1
Both,M,C,C,-65.56499324654104,-76.07319290188734,-5.393358122945003,A,B,E,E,56.93654805174785,B,1
No,Female,B,C,57.930556237737164,23.230222352511618,-60.05545969687566,B,C,D,C,14.845132284775186,C,1
Yes,Male,D,C,-18.796929264816942,-124.90812946369954,-4.1861739129248745,C,C,D,C,98.09424019728594,E,1
None,F,D,D,52.183529127077875,44.09204977215392,221.77274382953712,C,C,C,B,-26.495090943268867,A,1
Physical,Non-binary,B,E,-22.309313223500855,-38.7317752731899,-3.1745330055921888,D,C,E,B,134.69465549501615,C,0
Both,Male,D,D,81.04116616607034,-119.51103807177536,50.99529569202389,E,A,A,B,23.938716806314936,A,1
No,Male,B,C,83.75295033918273,28.827802024802285,-2.5080860537235217,E,E,D,E,202.24502632239822,D,0
Yes,F,A,B,-17.73941567047801,-5.099101276865542,-129.00076526130027,A,E,E,C,67.4768736985132,D,1
Mental,Non-binary,D,D,-138.52382533177345,90.74153360615928,-129.38637858132137,E,E,B,B,-197.67080927171057,C,0
Physical,F,D,C,-33.48152343510147,-231.1976270852503,-28.528278862601002,E,D,C,A,-27.01124761428745,C,0
Both,Non-binary,C,B,110.84813257088844,-37.11577760160286,35.912025040706155,A,D,C,B,-35.15682711794831,D,0
Yes,F,E,D,1.750932247055951,40.2945264371898,100.72189535465247,C,E,D,E,-38.74351609094544,B,0
None,Female,A,E,-8.98941985382345,-82.51834260315381,-137.39523580703715,C,D,C,B,46.69324197445847,A,1
None,F,B,D,186.25236739532855,160.06774707160548,-144.5800022961063,C,C,D,A,-116.01281143253892,A,0
Yes,Male,D,A,112.67727431875511,50.28788176585471,239.00168317449956,E,C,D,B,-125.6264192460476,E,0
Yes,Male,D,D,-58.210202968068984,-28.16496949841231,71.80317443191569,E,D,A,C,-39.34837548667481,A,0
Mental,Non-binary,D,E,151.29948614103495,-21.844173133219677,-41.90685391849055,D,B,C,E,-113.69935943409888,C,0
Physical,M,D,C,85.02835367794783,141.89532332083695,286.90218854964075,D,E,A,A,196.50673026790247,A,0
None,Other,A,A,-32.64911019995868,-76.4376492225221,-115.18229810162104,C,B,B,B,1.752357106598194,E,0
Physical,Other,C,A,82.79658823115055,-210.60789518442976,30.76945568599969,D,E,B,C,31.416060100566146,D,1
Both,Other,D,E,60.550395275322046,-1.150503451350919,-12.965127728167877,E,C,B,C,-82.5892987966765,E,1
Both,Female,E,B,101.92071113880579,-19.589318448477535,89.25667055414809,B,B,C,D,-49.038536318968795,C,0
None,Female,B,C,-82.65237282183804,-18.587036347921664,-110.92133657641794,C,C,D,D,5.080140609412151,D,0
Physical,F,E,A,46.423690210995396,225.9025976227956,-31.629587318985052,E,C,B,E,-10.391222328724346,A,0
Yes,M,E,A,46.648934270773104,-249.4694728137245,26.47187791979461,E,A,E,A,-7.37040982021418,D,1
Yes,Male,C,D,-106.65451028599982,121.98485906681825,-21.50527166629344,E,E,C,E,128.3889493217381,D,0
No,Other,A,A,-70.44637582606411,-64.52149604611289,-3.227110409710374,A,C,B,E,66.82263239948195,D,0
Physical,Non-binary,C,C,-64.67470623735005,-55.526422945983455,33.26612491593828,C,E,C,B,22.400359426991113,D,1
Yes,M,E,C,-15.23885542379313,4.4944572299462475,67.15368772403102,B,C,A,B,58.70726101269322,D,0
No,Non-binary,A,E,121.71418048151766,72.67216609062483,236.9873910926116,E,D,D,E,-85.27296727106733,E,0
None,Non-binary,B,C,-97.04759840494397,155.66647569521157,-65.41171723743385,B,E,E,D,-38.788525179347744,C,0
Yes,Non-binary,A,E,-191.03860357147664,-104.04413099996749,-51.54400836000518,C,C,D,C,-42.462136159662464,C,1
