disabled,nationality,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Yes,India,61,-3.19467704993307,C,47.10539152642141,E,-21.347537310688743,C,-46.51501618761198,B,-149.92663000257872,47.10123436170387,0
Mental,Germany,73,-6.2062197110797825,D,-63.657138015737246,D,-48.4832996670444,C,-161.92203207018258,B,21.63597099604237,142.38847603272328,0
Yes,Other,73,116.31212901891514,A,148.82240494505191,C,-78.94367261251476,C,-12.059035075913032,B,-111.13652218253547,167.38755405979197,0
None,India,29,-47.41036334290777,A,-36.59269283322343,A,-224.41911903076445,E,-22.40835787660243,B,-42.22939215236768,79.2512915282661,1
Yes,India,58,-18.750111376303,D,-160.2534056860109,C,-181.80118276518192,E,187.88336926024272,B,57.64805153523176,57.71863811247919,1
Yes,China,19,96.82325907891523,E,108.56637183092688,C,-40.76005604512129,E,60.489994837742834,C,59.172167204889014,-134.995623022766,0
Yes,India,34,76.23843555337933,D,-58.98446420696196,A,14.991296209619712,C,117.88261273898699,C,-28.031981856657385,14.716356936421402,0
None,UK,96,-24.232295339477545,E,280.3844372760635,A,-30.58304675993268,E,-50.30895367572641,D,269.58070053999137,-108.78879798119013,0
Yes,US,26,-50.10529691661182,A,-213.6125386872163,A,67.58858337265087,B,-191.71042083054252,C,-14.610904603231923,-94.81732752279832,0
Yes,Mexico,75,99.35854258321845,C,-107.72313716717368,D,6.056583079097411,A,118.37931893097999,E,-84.5649094739034,-8.78441386157986,0
Mental,US,29,-69.1231802466816,E,-70.4663984419611,C,129.28933114657332,C,142.50403306610468,E,90.31930720964725,-40.623959132043964,1
No,Brazil,50,168.2003406689424,B,13.651690979554814,D,-69.67391190749301,B,109.40436777356636,C,-27.78062592862644,11.533725681360831,0
Both,Mexico,28,19.09016695305939,D,-48.785851346594974,E,49.24102923545546,D,-114.24248978259305,E,81.16343223688006,20.477552316474423,1
Both,Mexico,45,-106.14593633179747,C,51.310258682519596,B,9.394954640652628,D,57.26769143864316,D,59.35840350036391,-47.70672383923621,0
Both,UK,61,-93.7352165910846,D,98.94449470053799,D,-126.47338796689496,C,-36.31318573136018,C,-111.86367325248897,-36.86473919489278,0
Yes,US,92,-120.62230474531812,E,-11.461046937211487,E,75.57546246142327,D,-153.33508750441968,A,75.5575487632731,3.6768858899136316,0
Both,Mexico,85,64.69160933280513,C,117.1981413826749,A,38.509955844130545,D,95.56250989897678,E,183.29625555050697,198.60420442109475,0
Yes,Other,18,196.40006989393996,D,57.21994442619266,B,-1.0339546688611416,A,35.143271816842145,C,88.9868890825463,151.04852501142383,0
No,Mexico,31,-35.94428523921468,B,74.23950761705494,C,139.8703893663295,C,6.7792539561811385,E,-88.60070375688693,-8.590387414841985,1
Yes,China,92,-2.9772667088595877,A,-125.27342215238264,C,64.17095831607088,B,129.1876094855093,D,103.58302137678945,-192.09878046426826,0
Both,UK,66,202.82134845259563,A,202.4489450970124,D,21.79598178487425,B,-11.82092804911745,D,114.18987341624988,0.038170216919441495,0
Both,Brazil,46,191.7286743562131,C,-152.7282323308346,C,67.96342215553757,E,-167.8770154187218,A,105.22251020339384,-42.43677948214894,1
None,Mexico,67,156.71649565609388,E,97.04418631505098,E,-74.90709347358026,E,15.861711535294527,C,-55.81034923485153,-138.27397339124428,1
Both,Brazil,93,59.29431943910479,E,109.04361042236603,A,69.6199450144682,A,-66.81303226604193,A,229.2001260716681,-45.50447718115151,0
No,Brazil,55,18.899122752959027,C,-101.51038474673501,C,-74.93719136389728,E,-14.800318623614181,B,-9.85395380533119,0.5226891935989784,0
None,US,64,47.77320996363261,D,25.327147815464855,D,-89.75237765624584,A,-29.710965754961737,E,47.57096257516746,-26.74541470230855,1
Mental,US,90,-32.91416465107223,D,-165.61549548827202,B,-45.338984282279945,E,-0.6185460088086201,C,2.5647370260632423,144.4680430890074,0
Yes,Germany,21,89.34006263237556,C,162.42342717745055,D,-26.05238067487146,E,-26.497355163228836,C,122.87883133838444,-6.7229151688587105,0
Yes,Mexico,56,-17.647740356819533,E,35.32457939087591,C,-82.1816098574411,B,200.9582917847835,D,-74.42591352446823,145.9498611737301,0
Mental,US,74,26.069308609910134,E,13.167452928396054,C,17.0432304612322,E,-5.530408214040274,A,-73.11592455632692,38.02934879942865,1
Physical,US,70,-44.689781631399,A,26.207528333072677,A,-70.14458733718341,A,-107.13822962979975,C,-50.59149371550096,-83.54727957541209,0
None,Other,75,-37.11344348102321,A,253.99958293950155,E,-161.15405080712046,B,-12.695795449040858,E,-21.641733881929845,-20.37184697453171,0
Mental,US,73,-149.22560055437734,E,-16.502383527343355,E,-27.04117254049966,B,35.93243616149015,E,65.06982605220267,-154.83721899580584,0
Yes,Mexico,72,1.4041412643663989,C,27.269439284024493,C,-13.969030739077349,B,99.51273885182546,A,-58.50354795735515,19.157320015102115,0
None,Germany,40,58.69532504484061,D,-69.91739161525746,E,9.788480800349035,B,24.116682407147568,A,17.20433628247559,-111.68079797860588,1
No,UK,60,90.80869636887499,D,215.67280173838074,B,-52.82995166156994,A,254.22260123227494,E,-146.08077642348397,-89.17027533581896,0
No,UK,59,71.44342330907513,D,-142.80800605990447,D,-62.35964022948669,C,40.96290720549992,D,44.76879504618782,5.39345468320095,0
No,India,72,-11.573313711552311,D,22.14777364128913,E,70.67831490062686,A,-140.36939559140095,E,-105.44676623389402,104.09177193198695,0
Mental,Brazil,36,-52.89878718529535,C,1.7877250185267672,C,-259.2503043874776,C,124.70454616295652,A,120.90904575739047,170.9735165687846,0
Yes,Mexico,18,-191.06083015524078,B,-107.93912650373785,A,25.11622126009671,B,-47.46867154326958,A,72.9608130254642,-118.03907612507409,1
No,US,38,141.8580753062064,D,97.51960632198953,C,-36.71998002784115,B,115.632866888488,D,119.77436115758104,40.77528001031116,1
None,UK,58,0.1883077163208326,A,277.23218460028806,B,31.62671903896251,C,19.289822628790468,C,-9.41762863329968,-174.41079199219163,0
None,Other,68,-250.01273885202622,E,88.52533562233751,D,71.68047568113245,A,-90.35726769417562,D,-101.87387900466562,44.136791395300286,1
None,US,89,-26.78179305814285,E,67.31329247723097,A,66.54697692006172,B,-28.855593032214593,C,-67.69762799152296,181.904218946989,0
None,China,22,157.23510892723246,B,-159.46887807098227,B,-37.09587714470675,A,4.579259877714597,A,64.75615928153972,-201.6422070864818,1
No,Brazil,91,44.4461982205413,E,115.97192680888662,A,-66.1242682451889,E,-93.93301949195046,D,-89.06103129787142,49.14851421584776,0
No,Germany,56,-176.56744661400094,C,91.92826203525266,D,-14.941829838121057,A,-21.02405975544361,E,74.68067177140937,146.8998967327857,1
Both,Brazil,65,6.945342535169019,D,-156.58330768518675,A,131.30905319167735,C,40.84624569915463,C,-66.90570732789828,-48.96963498226481,0
Mental,Germany,45,-119.19010422799678,B,-129.48728610847704,C,-193.75339387185178,E,-77.93259201749109,C,-7.446537640968807,198.59220276168637,1
No,Other,54,-85.59321528706072,A,4.179798613983023,A,196.21273455482745,C,37.61427542252447,E,-146.22594085456166,-42.12345356857486,1
Mental,China,86,-58.96412320240121,C,-23.45714222828579,C,108.42101434635313,D,-8.97846352359374,E,-90.36866108178509,-93.02430387498998,0
Both,India,79,183.53207112427305,D,-37.667908678832084,D,-205.14359990677477,D,200.8845776604856,C,-111.37828785574054,218.9968529217408,1
Yes,Germany,45,57.91372830123477,E,124.92459349528644,D,-90.55260601274173,E,-1.3910769370668774,B,-141.57814352302773,12.98905640720614,1
No,Brazil,79,-59.369459381515455,E,48.844282118782026,C,3.0201632745939198,C,313.73816932269574,E,48.54774323013616,112.96352478714566,0
Physical,India,22,58.98711848321513,C,57.8048380031575,D,177.6726481726274,E,-279.4590183569185,C,192.11874898413117,57.703641796324455,1
None,India,44,-7.231536845770234,E,-163.94327505142098,E,84.46612682710536,B,-54.494256088772154,A,74.9993918185503,-13.343211427563,1
Yes,Mexico,72,5.730953313378834,E,-24.031896232114317,D,92.20813767278153,B,-167.70805212167886,D,-120.6052070829473,-85.04016498386724,0
No,UK,26,-70.64006692621264,A,-17.56576875883854,B,-79.7052791010785,E,131.5585789252449,B,-106.89409102832282,63.84412171125968,0
Both,UK,67,178.72849082963066,B,81.19014464803041,C,-64.63451618009188,D,51.77811008829231,A,-162.78120614434462,-103.15073650499644,1
None,Brazil,62,-17.4224289675604,C,-61.46626085793028,B,-193.5856000779606,A,-164.95122113279714,E,128.13912261038303,-5.975895710259684,1
Physical,Other,50,11.90737635530288,B,93.71950695468708,E,129.25607101318508,A,68.38412085552687,C,-300.4907051167147,80.71288494602553,0
None,US,53,-104.54445552120805,C,-12.49224240960021,C,122.35319414892834,E,-58.97167638091133,D,67.38650935744343,-104.98106683823607,1
Both,Brazil,40,137.27024248496943,B,136.30006331080477,A,42.60778481392499,A,80.29288378499123,A,-50.92092797669713,62.46695173022705,1
None,US,65,-25.402170286123887,D,27.78148703479484,C,-34.42973489505433,D,25.771868713381885,E,-250.88755259638847,-19.753469839616788,0
None,Mexico,36,194.15127235211634,B,-84.64893339523887,A,147.53461532360646,A,-102.90117004910013,D,129.78127915794204,-80.03982263638238,1
Mental,UK,60,-126.88407528002399,D,-8.213839531544284,E,125.8397250549127,B,182.6211059457831,D,-8.077742684613876,-86.88655660390803,0
No,China,35,-82.47389891287435,B,125.0182995128659,C,38.33437442014802,D,81.03507259753954,A,-112.80196249471118,64.51259502050425,0
Yes,Mexico,60,128.5771436699098,E,56.4793779743774,C,87.15963750289782,D,54.5633042409804,C,103.66427792970434,157.36322950120987,0
Both,Other,29,-43.09839934508366,B,19.60847978504473,D,34.73176872170973,A,-172.62222503769203,C,-84.80965369551781,99.03684060096893,0
Physical,Mexico,25,-110.04751173029734,C,-89.33408590799856,B,-103.02050519645354,B,27.352479810837476,B,-129.62641363480265,102.31182057956339,1
Mental,Other,88,23.001696080062782,A,-162.3284133140035,C,16.482166895373467,C,-81.88556363505626,C,88.0532646564736,-166.00752842379825,0
Yes,US,83,-191.87517872706815,E,97.06939477416547,A,-45.07269087975369,B,16.036792595600975,A,158.42524698201981,-55.49228510362687,1
No,Brazil,79,18.846678812063892,D,-90.31760470914715,C,10.71732163036158,B,67.87949426956301,D,-1.9448333172232812,-37.81704562456839,0
Physical,Mexico,97,-78.00244430387392,E,-176.69834403606194,D,52.97026233284656,B,99.05353557339463,E,166.81359289149606,-12.960195247547437,0
Physical,UK,97,139.07989531912145,C,0.013693555657283564,B,29.589916810838645,E,-145.61634447254724,E,-11.736883073041911,61.83016499833831,1
Yes,Germany,88,-9.07316556384002,D,-68.97181089134216,C,190.97994969551186,A,-113.4339329840824,A,-99.46660123927118,-22.651865641227776,1
Physical,UK,34,97.01534312090303,E,90.13199188109854,C,125.92972301604286,E,56.06121754853676,A,112.79334975622426,-128.00959147737422,1
No,Mexico,74,-16.228386806510848,B,74.43506545598376,C,-109.28076175073838,D,-12.192154173393734,C,-81.90992506257683,16.11232890169719,0
Physical,US,87,96.51851383210499,A,117.4604255398826,A,187.13439682020717,E,50.59366908256118,C,10.333452598783298,169.10095597116486,1
Yes,UK,90,-1.9826134342737298,B,124.79981463336583,C,-59.51035198941093,D,-34.450609025396695,C,54.13570145543617,-163.516465968924,0
Mental,Mexico,60,104.06118520852911,B,109.34000641558028,D,-49.062865154621214,B,130.68377452824916,E,70.81092497842005,-254.70233443961158,1
Both,India,55,142.48867013562446,B,21.638837409618624,D,196.12716469767545,C,-49.80771405045609,B,84.9845104761666,69.05448907627047,1
Yes,US,92,-87.71369079978078,A,-19.532363307171284,B,-13.273206941151233,A,160.27843215708688,D,29.60861860431355,7.594721926298879,0
Both,US,50,133.19022570087728,A,84.43588351309363,C,112.45905246810291,E,-78.24036563750138,B,-164.69790034935062,11.531812290233825,0
No,Mexico,93,82.06091540426735,E,72.38865970933837,D,84.5879168771689,B,36.41888632886124,A,229.73142804228138,49.86192548276896,0
Mental,Germany,58,-59.29650519966453,E,-39.044691848055315,B,-75.71549300652872,B,-114.33039213131066,C,152.74504145353302,15.965450422686697,1
Yes,Mexico,42,116.52253522612739,B,-93.90810005270694,B,96.00407146721412,B,-125.73940236431692,E,-99.24884389768161,-55.13449318862308,0
Mental,Other,62,-64.70611708099725,D,-29.46520847434535,B,38.230542758844955,D,-77.25748981564494,B,-34.374468202068094,104.51672867900858,1
Yes,India,67,-20.098744027983937,E,19.242552969907976,D,31.65730432053414,A,-69.11951957379225,C,-0.6173570059970237,81.58365084020079,1
Physical,Mexico,31,190.80585292356272,B,55.00010964285623,B,35.38094638299197,D,-129.55124748362744,E,-211.9404145945671,127.60516398540618,0
Both,India,66,186.97739814445015,C,42.912748041857355,D,-40.03439979311746,E,11.299509548396856,E,-4.716718689123789,13.25268014269065,0
Yes,US,74,-202.96966815996217,B,70.37937438360964,E,-17.878512128957734,B,-201.7190492663023,B,-23.000373859076735,-17.112067191799905,0
Physical,Germany,97,-8.499237343504499,E,31.156610784397802,E,83.1707562300086,B,94.15727569233425,E,-155.57666183969033,71.44265754721081,1
Mental,Germany,71,157.44555800468441,E,57.44340502038089,E,-131.4119556881846,A,25.185558968882077,C,157.58958147398815,-30.07957833210687,0
Physical,UK,24,281.5133101012757,D,-22.89301021897775,A,25.13319904955252,B,133.30515784838474,A,23.547627008618672,111.90263226264233,0
None,UK,29,97.98490473942049,C,34.87747046507598,A,-167.41226712007506,D,19.1728924849611,C,41.61038620421252,146.82973351751988,0
Both,China,25,-106.33709976527666,B,71.78503489390398,E,-49.43127003683751,C,-107.07426997479897,A,32.39579713143279,36.31480872543788,1
No,China,47,69.85082370388919,A,76.8668596977682,D,-185.94083259959348,B,28.07544909099556,D,89.90441282525137,-79.68712682876036,0
No,Brazil,18,-13.073997893692042,C,-121.49363358953977,D,-1.781137044690109,B,-122.14836256761703,A,230.09633257578886,-9.00522096365783,0
Yes,Germany,97,89.28580110332311,D,-207.7925722025252,A,7.436628405979823,C,61.01532806875964,D,-136.7778446140578,67.689021853359,1
Physical,China,50,62.96382052092465,C,1.021842248587921,E,92.07524976227704,D,-52.23567652276164,D,-56.256801109829034,-83.1681881824863,1
Both,India,21,-73.59427969302416,C,-23.494770235410716,E,-166.32568335740007,D,-0.8719156954159363,C,150.3679822334167,-15.131814405096266,1
Mental,Germany,83,99.1001538725097,B,228.39176857257905,E,-135.6217596632508,A,-76.74737490751077,A,80.2653516609487,61.3994538786779,0
Mental,Brazil,77,-116.69425237403581,C,13.955569696425732,C,-69.61075668649667,A,61.84957405138684,C,20.718755023183498,70.7345882390963,0
Both,UK,44,105.62161147319607,E,68.55534158762634,E,71.870548216254,C,-33.69795409321139,C,3.627331878901447,-104.07342551775807,1
No,India,93,60.933768757696015,B,203.90039844003573,A,-61.97107578644161,B,-42.441569357528955,A,-51.82079126286621,-26.142689121126306,1
Yes,China,30,-115.85021336503529,A,49.90593546901549,B,251.28575765528217,C,-11.842572237134862,C,-17.010405333306075,-4.3357176032685425,0
Both,US,31,125.79409770539793,B,61.53263654070835,E,-14.696619768031352,C,16.213234411449378,E,40.06431722808513,-8.595477839048966,1
No,UK,38,-16.255420723088555,E,-36.87000347720677,D,61.59657868565836,C,-118.41840755560152,A,-68.42138853650623,-2.1461901441041253,1
Both,Brazil,92,-161.63090275145095,A,126.0351725548166,D,88.39221897133439,B,-85.48510626996337,E,-5.525686862668554,-68.46881669622988,0
Mental,India,59,7.865207244495447,A,-112.0530185096173,A,203.91417040467715,B,39.20145908036383,D,31.92619144560099,50.59960317009053,0
No,India,90,54.289971001691214,A,70.00120072561899,B,-65.8736516921151,B,-45.797424237872406,B,98.60734250923183,13.636052478247649,1
No,UK,24,67.57856697813706,C,146.6229138373654,B,-6.163175706817469,E,41.71528011758373,D,-100.26541794920973,-154.92002351605967,0
No,US,31,6.062232982280946,D,-14.893625545756944,C,50.42815095906078,D,8.949829977262647,B,-51.04474557216799,-145.91777596851466,1
No,Mexico,37,176.93583998574874,A,-193.92635230190186,B,166.34684443091737,B,30.644429739064304,A,-162.73187899719542,47.92346489511018,1
No,Germany,38,73.18884348340637,C,-89.04788848220213,D,10.655316065387927,B,-0.7144291121432983,D,58.2552718218459,206.06565054778412,1
No,US,82,62.041754206367926,C,-37.405505906647896,A,-144.65428268266572,A,-98.9464118863865,C,-57.126946730860396,-1.5270810681165072,1
Physical,Other,98,-52.66325837428353,A,-157.4602658545289,C,-105.7855354876539,C,46.07986989398896,A,55.670179247224475,-145.45912697304038,0
No,UK,51,-102.74801618992512,A,28.97914272721538,B,-33.81168458081781,C,-42.91985345119211,B,-57.17259561744079,-9.395368111039112,1
Both,Brazil,82,61.753680799429354,D,89.89343192788914,C,66.35443118340089,A,-34.710022401849315,D,-44.49799040074115,-5.0422102934807285,0
Both,UK,63,4.180048185958855,D,83.99387783101884,C,77.4491243754402,A,227.20771207161073,B,-107.16776410951906,-153.55299338395488,0
Both,Other,48,-26.66263145718505,D,20.456157367716358,A,77.999661206244,B,-28.595390300560336,E,11.84613065378919,13.217593637243288,1
Both,Germany,25,24.17340030392607,B,-21.07558966143787,C,32.30143909697621,A,27.308535616096563,D,172.88300792596664,-22.514643119684173,1
No,India,26,37.60662450902258,A,216.27182596135248,D,147.2859704606629,E,-6.049163252121146,B,-44.94230372007838,59.44538188286007,1
None,UK,50,-13.002455823448301,E,0.8438187339368217,D,-4.0764457449975495,D,-51.626780773129596,D,-77.94234536378386,91.36570348070666,1
Mental,China,71,38.95229586662988,D,-101.51771028907832,A,24.809468481334722,E,-12.70837905762406,B,59.737966991560185,103.71731465695169,1
Both,China,43,-65.32337914059404,A,-161.76693127481806,B,81.74399435604546,C,-53.72415000844809,E,5.155790624080466,109.81728860639923,1
Physical,India,55,-119.68575231715499,E,-119.53075255315862,A,146.98264241786504,E,-98.4289847224639,B,23.08833837459863,38.66141590793226,1
