ethnicity,orientation,SEX,anos,feature_0,feature_1,feature_2,feature_3,feature_4,target
African American,Homosexual,Male,41,-32.30114875009215,E,B,150.86259491850456,109.22392899761645,1
White,Bisexual,Male,83,33.881244363190746,C,B,-6.171630414998611,49.47285739029018,0
Hispanic,Homosexual,Non-binary,47,94.45011480368053,D,C,56.56603615357005,-100.06488265742632,0
White,Heterosexual,Female,26,73.08013107165048,D,C,-110.97842256586816,-4.332758223439212,1
Asian,Bisexual,F,20,7.466170711782329,C,C,-47.958754901778114,127.06078493632418,0
Black,Bisexual,M,85,78.6558889073726,C,E,2.668379170661363,-62.33618612490274,1
Hispanic,Heterosexual,Female,53,-1.8914171880899264,C,C,-14.12504767178347,-116.26185135166006,1
Other,Homosexual,F,30,-17.224716361553607,B,B,-116.54765144551176,71.01532506468861,0
Other,Bisexual,F,37,-61.126200633846175,B,B,-78.49200670123201,-7.922984412932127,1
Black,Bisexual,Non-binary,77,-83.26232965937926,A,D,-76.34281897644641,-76.4073945615517,0
White,Other,M,50,-55.46209532368566,E,D,97.11501706623382,-100.52152311178624,1
Asian,Heterosexual,F,30,-0.8278432429639255,E,C,-40.61094688313079,-17.72015248207872,0
Other,Bisexual,Female,64,23.20446949274985,C,A,-30.39576354056461,-4.29327801428182,0
African American,Bisexual,F,78,-55.31775592725171,D,E,-45.98876289665312,-6.492727107665725,0
Other,Other,Female,50,-42.25734153623807,E,E,-28.619028172753374,0.8854026014317741,0
Black,Other,Male,63,-135.07227046621594,A,D,-28.71558131840225,83.36134899180064,0
Asian,Bisexual,M,72,39.10846987976914,A,C,254.22666854263207,-49.683522375373755,1
Black,Homosexual,Female,99,-13.084458458405274,D,D,-19.494014004234437,-63.175239332457004,1
White,Homosexual,F,65,86.14587131162631,D,B,90.8059724360686,100.96098770115347,1
Black,Bisexual,M,52,171.11261361233727,E,E,43.38808770381421,-57.04733399001507,0
Hispanic,Homosexual,Female,49,157.12764191520301,E,B,98.19189735887413,-87.23351538968014,1
Black,Homosexual,M,19,-139.02261699394725,D,D,-38.52153739902979,-293.6313403620865,1
Hispanic,Heterosexual,Male,23,-82.09718092157397,E,C,64.95987847647208,34.34394526376214,0
Black,Other,Non-binary,22,-1.65168472898483,C,C,-100.75494172182806,95.17506759048052,0
Other,Homosexual,Non-binary,92,65.3222891855019,C,D,69.87473507363305,-120.66947274219181,0
Asian,Heterosexual,Non-binary,25,47.239042589149044,D,B,87.47573955652118,-29.747743119067565,0
African American,Other,Female,58,-14.108362780942606,E,E,-14.758778042281895,15.95246007448386,0
Hispanic,Bisexual,F,21,82.08904643786819,A,B,-51.03494114484567,-64.74968849189582,1
Other,Other,Other,33,-197.96589244245544,B,A,52.28928830776509,-131.03519189095815,1
Other,Homosexual,Other,32,-260.521219559365,A,E,-30.282833403139076,118.95497852207927,1
Black,Homosexual,Non-binary,42,-41.51038019573766,A,D,41.97656126066016,-23.231994277379457,1
Hispanic,Bisexual,Other,39,48.12736903017084,E,B,61.65708332239883,54.23918302317126,1
Hispanic,Other,F,98,55.54907495934861,B,D,49.15087214679741,49.29061660852173,1
Hispanic,Homosexual,F,34,-28.65568569483751,C,A,-46.32244507680092,-88.25476646594372,0
Other,Homosexual,Female,64,-182.43567989453112,A,E,-1.157889982740174,208.74864416093772,0
Black,Homosexual,Female,83,-116.7818189980502,B,A,-64.0031557512058,-86.15965032448203,0
Other,Heterosexual,Other,22,-130.22308420474522,B,B,105.4353109695745,-31.40580681091168,1
Asian,Homosexual,Female,63,176.76270711456328,B,D,-22.314782559618546,-146.05387396003607,0
Asian,Heterosexual,Female,18,124.35911396153918,D,B,12.869327539787534,69.6691601715905,0
Other,Homosexual,Other,70,148.41916748537398,B,D,96.74881354583744,95.08862881224252,1
Hispanic,Other,Male,85,-26.541811825018502,C,E,164.4799589460303,66.98225166054793,0
Asian,Heterosexual,Other,81,-6.941065033829148,E,A,174.6166727795925,-129.85741297613208,0
Other,Heterosexual,Male,41,-53.83753415907785,D,A,-8.644669761010896,-283.0689909012579,1
White,Heterosexual,Other,31,-8.67625866920707,E,B,1.448587528355235,-94.6507875954031,1
Other,Heterosexual,Non-binary,36,77.78278170610203,A,B,-1.1380459658647024,47.41452236622419,1
Black,Other,M,55,239.43419623250813,B,A,-4.524463549409307,45.79208255481035,0
Asian,Homosexual,Female,77,5.411692883197869,D,D,137.70914491614215,157.36272344226674,1
Other,Bisexual,Male,27,-93.07120363718589,C,A,90.86238708858916,65.74085785619376,1
African American,Other,Female,94,-93.86893412929795,E,B,-39.43821026918988,89.83286725217545,0
White,Bisexual,Male,75,-108.78348148062096,C,D,25.084903639938965,42.71029561548939,0
Hispanic,Homosexual,Non-binary,47,1.1309612901646446,B,E,34.72808015978034,169.8580976901691,0
Asian,Bisexual,F,63,-16.29986331207929,D,A,18.015160918264858,-189.5451161391675,0
Black,Other,F,19,-185.31565845123774,A,D,-40.773711968314444,-106.37520955799684,1
Asian,Heterosexual,Female,43,161.15631951741943,B,C,74.09252810813962,26.87617744017335,1
Asian,Other,Male,86,10.5948646613048,A,C,-147.46446604319186,-1.4697928353399956,0
African American,Bisexual,Female,88,-13.963517992903679,A,E,-44.4667307250432,76.95912016945697,1
Asian,Heterosexual,Female,39,-9.685604369350578,E,D,106.20468971333264,-133.60455503894863,1
White,Other,Female,73,27.160947984862332,B,D,-60.87665354524543,76.67162639293662,1
Hispanic,Heterosexual,Non-binary,44,-120.31519264330706,B,E,123.86743662449358,33.78783435761782,0
Hispanic,Other,M,92,31.334599023324493,E,B,199.17229874570174,128.44531382640304,1
Asian,Bisexual,F,37,11.591467159332199,E,C,-171.98490595360033,-41.01399698474066,1
Hispanic,Homosexual,Other,70,-43.720580797081894,C,A,-116.76663033093162,284.4027529500933,1
African American,Other,F,21,-53.16430230662278,D,E,225.1018907252403,5.974982378846551,1
African American,Other,F,72,-18.02076003400165,B,D,-68.09382873395451,-47.27508678008315,1
Black,Heterosexual,Female,79,142.84301425517464,A,B,45.413104778300664,187.67766103441326,1
White,Homosexual,Other,70,-205.9660919658804,B,A,-50.5876610124815,-30.088760210130488,0
Other,Heterosexual,Non-binary,56,13.745969315021245,A,E,85.26949099760395,48.48767803562692,1
Other,Bisexual,F,30,-131.6619047824003,B,B,-266.3014790148699,105.15662240523471,0
Hispanic,Bisexual,Non-binary,56,-59.646193765082245,C,D,-39.5000732846633,-229.59172997325362,1
African American,Homosexual,Other,80,67.36862311312953,A,B,-174.13827144454774,14.332690198053719,1
Asian,Heterosexual,Female,97,-6.798868398269472,C,B,-42.07876392173286,52.434407647914874,0
Asian,Heterosexual,F,81,-63.954351583976546,D,C,-76.18280997196395,-25.982222092801088,0
African American,Homosexual,Male,25,-102.10471959206917,D,A,4.905646476037964,-155.0216352659878,1
White,Bisexual,Other,19,-87.1804941759438,E,E,224.4052648998677,-48.420580175892994,0
Black,Heterosexual,M,78,19.690013403246038,A,C,42.41481414709643,218.19567199938942,0
Black,Heterosexual,F,31,-83.53395624100692,B,C,91.2830819179362,6.528382940041776,0
African American,Bisexual,Male,66,92.26674827747328,C,C,-224.8551044230494,-53.04419244565042,0
Other,Other,M,74,125.40627658282635,A,E,69.45893181575336,-24.716662970615758,0
Hispanic,Homosexual,Non-binary,65,-4.570786136515341,D,B,-43.25600575353254,47.48170006223369,0
Other,Homosexual,M,44,88.02359958514751,D,C,55.68544178572892,-44.70962714796121,0
White,Heterosexual,Other,91,-120.08866296272005,E,E,70.06220266371771,12.088224102998906,0
White,Other,Female,25,134.94528242557104,C,A,141.60188356927915,74.14136940864609,1
Black,Heterosexual,Other,29,117.01460704016576,E,B,133.98352173255813,111.79250518964857,1
African American,Other,Male,22,64.32047652734782,C,D,63.88978375851605,-16.432181736316988,1
Other,Bisexual,F,86,-21.920081155973286,D,C,-60.829813333452,-51.57068591219943,1
African American,Homosexual,Other,74,77.56466843854679,B,B,-39.5976192460919,-3.5443357855650905,0
White,Other,Non-binary,78,10.112373680919864,D,E,-4.349985582586432,-33.48749138980545,0
African American,Bisexual,F,39,-95.30994440263444,A,B,110.35641039284891,-129.41862056756085,1
Asian,Bisexual,M,89,-165.68539976347193,A,D,-161.08568678365924,10.522314863732479,1
White,Heterosexual,F,83,162.74937514532718,A,E,36.513053649882245,191.7558428780446,1
Hispanic,Homosexual,Male,50,-231.1463788296814,D,E,46.56089223119138,169.33662973856704,1
African American,Heterosexual,Male,48,-106.642954468269,D,A,-1.4963473419972677,-206.78203022511605,1
Asian,Homosexual,Non-binary,52,-23.628362009528068,A,C,139.06672926911475,-49.90814568515484,1
Asian,Other,Non-binary,97,-53.055775219093846,E,B,114.24506714940865,62.78944029240581,0
Black,Homosexual,Female,33,50.07847779379705,A,E,-88.28434035972718,-52.270835209837486,1
Asian,Heterosexual,F,27,106.16995644923317,E,E,83.41135939914285,114.40522356669346,0
White,Other,F,35,-108.42342599913046,B,D,111.39105072640415,0.32843094390271804,0
Black,Heterosexual,F,43,172.44578470554865,D,D,-212.98691874359022,-207.03899580702694,0
Asian,Other,Female,52,99.39845295358914,A,D,36.14565613735115,-29.581455996231092,1
Black,Bisexual,F,91,-100.97005763012274,A,A,104.33966962898123,123.75965442537829,0
White,Homosexual,Other,54,77.94616263343327,B,A,-142.87505639375155,24.618719937087626,1
Other,Other,Non-binary,54,-82.79460777438096,B,A,-52.79567139207097,3.5843518715350324,0
Hispanic,Heterosexual,F,77,197.2276549161258,B,A,77.90148101970085,1.8218656423790145,0
White,Bisexual,Female,67,-4.860851653668039,D,D,-17.461578751383932,-17.995380606596676,0
African American,Bisexual,Female,87,-51.433829883524375,D,B,159.4842735737242,-102.70214342546544,1
Hispanic,Homosexual,M,96,-110.7002904796919,C,D,39.82724392260699,128.52659492278212,1
Hispanic,Bisexual,Non-binary,83,-21.14321887815968,D,A,179.7529023428065,-113.42336104930013,1
Black,Heterosexual,Other,45,-41.16591050015293,A,E,-64.84950422053875,1.1945439465226106,0
Asian,Bisexual,Male,23,-25.676503759519576,C,C,-53.877530728477616,-50.768013882160766,1
Black,Bisexual,Male,68,-177.90969193691453,C,E,93.1103777973286,-25.04240269031569,1
African American,Heterosexual,Other,97,80.09810798756341,A,C,-12.470520260864564,-6.601519745908481,1
African American,Heterosexual,Female,50,95.29071385633586,B,D,79.96356176278057,40.11734455998553,0
Other,Bisexual,Other,26,3.38872080418086,A,E,-9.604166825032214,103.85951304638736,0
Asian,Heterosexual,Other,50,29.53754823106973,D,E,5.85911877117381,20.747339196518887,1
White,Homosexual,Male,37,-165.69506389286056,C,C,18.707267852260614,-76.17863898423687,1
Other,Homosexual,M,79,62.395600314639545,D,D,133.19974622765417,49.39127024556683,1
White,Bisexual,M,41,164.67848735138094,D,E,-6.155279242117915,96.03481678499016,0
African American,Other,Other,74,-3.787682482411429,E,E,-197.7273620857112,59.32929493283455,1
African American,Heterosexual,Female,33,-134.0346705091358,E,C,48.02199073627828,48.464285600226766,0
White,Bisexual,Non-binary,66,-51.611343427889075,E,D,239.37529184528123,96.87025702628557,0
Black,Other,M,23,-189.25545447922318,E,E,30.06139794746264,21.24367491037797,1
Hispanic,Bisexual,Female,98,-102.00040528721166,E,D,41.75176701318312,-132.45135449679233,0
African American,Heterosexual,M,87,34.47621651779938,D,E,59.21993355619455,2.0489399888893747,0
White,Bisexual,M,31,50.203757156766294,A,C,102.4944401142462,-176.8689675562636,1
Hispanic,Bisexual,Non-binary,87,-225.21311965382066,A,C,-56.49325797211044,73.73259132906418,1
Asian,Heterosexual,Male,33,16.29081295415297,E,C,-103.65745383052469,129.23742510271538,1
Other,Homosexual,Other,44,-51.26779704566965,C,C,100.5962214997697,-9.794874775859753,0
Hispanic,Bisexual,Male,62,62.50023206068032,A,E,147.73183212339512,55.034644315342874,0
Other,Bisexual,F,93,101.91392887641788,D,D,160.27698093821408,-29.317182995309327,0
Asian,Homosexual,Male,31,79.59896266790157,C,C,31.658426076074164,34.80264901171227,0
Other,Homosexual,F,64,-54.36944503406752,D,E,7.7007487241741845,59.077036021322684,1
Black,Bisexual,Male,42,-138.38459116965564,E,D,-189.66246338738924,-46.210467089509145,1
Other,Heterosexual,M,66,62.73930085194106,D,B,-3.216184024717987,63.38135592328119,0
Other,Heterosexual,Male,62,-43.01641228051677,C,D,50.18459472980168,-31.153520572476,0
Asian,Other,Non-binary,31,-40.703342948293084,D,E,-153.36252511844953,-60.74226993154598,0
White,Bisexual,F,86,-111.22249847043864,E,E,30.709055312261853,-68.96573005408504,0
Asian,Homosexual,Male,26,20.090440674703007,C,E,218.72226243410893,77.58693434508416,1
African American,Homosexual,Male,36,22.591952726169524,B,D,175.36377850107633,-13.39818894861025,0
Other,Heterosexual,Other,38,-36.8766809402624,E,B,37.25026630985606,-243.27085658202088,0
African American,Other,F,95,-161.02044036084638,B,B,-23.24432144443626,-58.66256944756375,0
Asian,Heterosexual,Male,98,-36.14877467045935,D,A,74.08899495881141,-101.50861686807727,0
Other,Heterosexual,M,21,46.67752970365203,D,E,28.597336044625937,-39.142862049806276,0
African American,Heterosexual,Other,71,161.3228121634272,C,E,-81.31700409410603,8.275854542491318,1
Other,Homosexual,M,40,-42.880500788905394,C,D,23.768094349757586,-32.462068425856074,0
Hispanic,Bisexual,Female,37,16.44592603143499,E,A,98.32548157836548,173.19636299481058,1
African American,Homosexual,Female,47,41.43228396301871,D,C,-56.79970521952319,-72.92054094732516,0
Hispanic,Bisexual,Non-binary,74,-40.439396340107066,B,C,-153.7973654193723,-73.0042144904443,0
Black,Heterosexual,Other,73,79.73789002338411,C,E,65.97653096774143,134.3170590043883,1
African American,Homosexual,Non-binary,43,37.50739389571525,B,A,-33.47282781986453,52.73625761948314,1
Asian,Bisexual,Other,82,-31.13779222381507,D,E,-8.19246072020755,21.05137585502828,0
African American,Heterosexual,Female,80,-37.957891633832915,D,B,35.56260207976883,56.44733356635873,0
African American,Other,M,54,153.66494194361428,A,C,-37.45985817818787,59.242341137436604,1
White,Bisexual,F,82,93.55497551818651,B,C,13.297973790598272,-9.166958221176463,1
Other,Heterosexual,Non-binary,34,-66.487859332824,A,A,-80.32038921587126,31.57024363035258,0
White,Heterosexual,Female,40,126.12753744937699,C,D,4.896790910808164,158.899965657385,0
Asian,Bisexual,F,80,198.55067177381122,C,D,71.96425066635382,-140.26831472588134,0
Hispanic,Heterosexual,Female,96,-102.16356755038912,A,D,74.88929773220201,-53.42122456784595,0
Hispanic,Homosexual,Female,51,-62.06775719773275,D,C,-52.63407319812921,-42.20418749481255,0
African American,Bisexual,Male,20,11.725564532880805,D,C,-82.5839019514763,14.079426248654087,0
Other,Heterosexual,F,83,46.431433797716856,B,C,54.919257275308055,132.74405416713455,1
Other,Homosexual,Non-binary,90,22.527444142511012,C,C,4.608072642464115,-169.2660535659793,1
Hispanic,Bisexual,Non-binary,23,66.91744115263329,A,E,22.270159317874956,36.39977334872551,1
Black,Other,Female,87,-106.38589563611649,C,E,64.65731839354359,-130.22543601359408,0
Other,Heterosexual,Other,84,-19.222364700963393,C,D,-170.05852047871625,73.04810656460675,1
Asian,Homosexual,Female,57,5.2566491919047325,E,A,-60.36007010720611,-100.44181369883944,1
Other,Other,Female,87,107.73109934896337,A,E,61.60232114466457,23.99648932258922,1
Other,Heterosexual,Female,24,-159.90592293294,A,D,59.50057035726878,83.32503097576686,0
Hispanic,Heterosexual,M,87,-97.5399827360723,B,A,72.82156594653743,10.216345572431155,1
Black,Homosexual,F,84,29.87032505331998,C,C,28.158032506716907,-88.29368786750419,0
Hispanic,Bisexual,M,64,40.46621502022929,C,E,-158.42502010092957,-148.02981570060976,1
White,Heterosexual,Female,49,-104.71946234684555,B,C,-87.57296033635058,74.73186880992628,1
White,Homosexual,Non-binary,40,15.403391879967332,A,B,10.568598776287894,-3.8833540749293793,0
Hispanic,Homosexual,Female,38,-80.43064283565691,B,D,158.80492942154245,29.011337469392544,0
Asian,Heterosexual,M,95,-10.627582528985897,A,C,4.242155825217264,54.437434605966885,1
African American,Bisexual,F,29,28.415113527337958,C,D,-47.72629363929353,86.50146949299466,1
Black,Other,F,69,-0.676590761225803,C,E,49.43664995575659,63.019833788329535,1
Black,Bisexual,M,86,-127.24959266401375,B,B,-49.08320542193543,-53.43225815365054,1
Other,Bisexual,Female,27,-3.913318572802195,E,C,-59.18053238358094,64.43395381078267,1
Black,Heterosexual,M,18,59.20555591115056,B,A,-46.72111573544081,30.810424226837558,1
Black,Homosexual,Male,31,36.02431414517564,B,A,-115.71944272729864,-24.586329555716976,0
Black,Homosexual,M,59,65.12092565815266,D,D,-75.61724659469672,-103.5832691372342,1
African American,Homosexual,Non-binary,61,-135.22311213511,C,D,-60.029785535785805,1.56371581256698,0
African American,Heterosexual,Non-binary,99,74.5102339321574,C,C,-169.52370277008225,-18.817913514395755,1
Asian,Bisexual,Female,50,68.10958396096946,C,D,-23.130872009908614,-111.0198816585832,1
Black,Bisexual,Male,62,126.09005572943737,C,A,-103.18767674912819,61.31294052380804,1
Black,Heterosexual,Non-binary,67,79.77787878434273,B,B,-61.631729757013844,-51.41251771088474,1
Black,Bisexual,Non-binary,52,-80.82214357222072,B,B,-40.95778319625288,89.29028255551718,0
Asian,Other,Male,98,-3.400056070777101,B,D,-56.68867783898527,29.441276313681335,1
Asian,Heterosexual,M,74,-26.77718796399552,E,C,65.75853603948553,-142.6707188761495,1
Other,Bisexual,Female,97,34.412504679260934,B,A,-206.664915715981,138.5036871447571,1
African American,Homosexual,M,91,-27.952326390886284,C,A,121.49355857305552,-91.54905480114107,0
White,Bisexual,Other,58,138.07224850092945,D,B,170.8662862636087,-71.24166744409247,1
Other,Other,M,67,26.065943521645536,B,E,43.540272821132945,1.7633314061290553,0
Hispanic,Heterosexual,F,60,11.955922990441968,C,B,34.58934044741988,127.77073539179351,0
Hispanic,Homosexual,F,90,63.044112839796206,B,C,30.71873571255438,-113.42087529759507,1
Other,Heterosexual,M,67,84.89334307450565,B,B,0.18474375075015573,-83.78051983709143,0
African American,Bisexual,Female,82,15.792196874622347,E,B,-41.88462849410028,7.207278650778506,0
Asian,Other,Other,19,-63.24549192319909,E,A,-267.54164231880986,-94.99223044122466,1
