age_range,SEX,ethnicity,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
65+,F,Black,Mental,C,D,B,30.586543880697327,C,-36.05893767405553,59.093042972331965,E,23.590215629925414,-80.65061442193324,D,31.761492214153463,D,1
18-25,M,African American,Both,B,B,A,177.8883546145157,D,-181.3952883882176,230.3016295570692,A,-89.27871683378925,108.65966779806276,A,-116.16585491626543,D,1
65+,Female,Asian,Yes,A,A,D,-136.77104648234197,A,-138.26382191840233,251.16951531031157,E,50.52513027775417,-99.07674738160767,C,-113.82557355530278,E,0
36-50,Female,African American,Physical,B,D,C,45.71098435060733,A,-17.59661576549925,-109.06798111496967,A,-63.88319198470379,21.243953983967824,E,-89.46867297915271,E,0
36-50,Female,Black,Yes,C,C,C,1.3643445994006749,B,-219.68775329258935,65.69973607306697,A,-20.069656931761994,144.4112806919467,C,-49.64315457110047,D,1
18-25,Female,Black,No,A,D,B,-80.95498672360702,A,70.89817000140634,89.74247689617782,C,-96.8105643220287,-53.02369955868681,E,-31.346532361623552,B,0
36-50,Non-binary,Black,Mental,B,D,D,64.62478286760431,B,-240.16727238256425,170.27784506342525,D,-5.470301234853333,38.98451013463474,D,56.9281223595604,E,1
65+,Other,African American,No,D,E,C,-178.56529645531293,E,-62.36621033388461,203.24150069921,A,-7.267155065398452,40.10434255120664,D,58.29277607630845,E,1
36-50,M,White,Mental,D,A,C,49.63095686585987,B,-73.33521115608606,-4.653514586341607,C,-59.252216075447194,17.145609528658863,A,17.95137128771671,D,0
51-65,Non-binary,Other,No,C,D,A,-223.0570007086635,B,-111.6652995046828,-100.03351077191975,C,-173.79976819871985,81.60208703783228,D,29.801005072288117,C,1
36-50,F,Other,Physical,C,C,E,120.71086533351145,D,-29.530588803087188,-49.13082762394597,A,-124.35268382189389,167.16580908983732,E,-153.78454055894107,C,1
65+,Male,White,None,E,D,B,-40.60075174735608,D,-16.757206946281638,-70.96300592880814,B,-138.98662470465587,-75.90629114992564,D,-64.94104003121393,A,1
65+,F,White,Mental,C,D,D,57.483621431138445,C,12.603374742629503,-115.58684728465234,C,-45.33350775203411,18.62429836688143,C,-30.854661825816198,B,0
65+,Female,Asian,Yes,D,B,C,-49.89334922850244,B,203.60023190295377,-40.18658956602734,E,-85.30495910060138,145.69664219651142,D,152.46380433391192,E,1
65+,Other,White,Yes,A,E,E,60.50046447570201,A,164.2355799785458,-24.823862773861464,C,52.035555991552954,74.52058222783681,A,-6.055096534586266,E,0
51-65,Non-binary,Asian,Both,A,A,D,-36.76736843293344,D,-45.38392543594949,129.691915155393,C,140.44875832551463,3.8808782683135865,B,56.146146839321176,A,0
36-50,Female,Hispanic,None,E,A,A,30.375442604052378,A,205.90653907278173,-11.260794180640694,D,8.586694129529349,138.82649607239713,D,-229.34604806485157,A,0
18-25,Female,Other,No,A,E,A,-96.40667334515138,E,-52.44932460712813,30.676048384166172,D,-88.166715331042,134.57402574363303,C,-43.75722414221195,C,1
36-50,F,African American,Both,D,B,B,55.59311364240239,B,23.712557212814644,1.3596935722957462,E,62.490741827847316,43.70736686789172,B,-31.334550517597748,B,1
18-25,Non-binary,Hispanic,Both,B,D,D,67.94568010918356,E,6.100096162708466,156.70112872670325,D,-35.27607652551852,46.291257447587455,E,-52.460258704379605,E,1
36-50,M,Asian,Physical,C,E,A,241.41668363096937,E,-9.217274120203475,-28.496942166205987,C,24.547833325442735,-123.67641901763515,C,171.6886659162463,B,0
36-50,Other,Asian,Both,A,A,B,-23.399978404084205,C,-75.88796198617337,-77.76451454135615,C,13.940135619704694,133.48647986436382,A,-51.98818589442045,B,0
18-25,M,Hispanic,Yes,C,D,A,59.608926079941114,C,-62.430590843000275,-146.48885637327595,C,-81.89655936067122,-90.98196163645078,B,190.91914984767425,A,1
26-35,Female,African American,Yes,E,C,E,140.35915145047755,D,-38.21701483506075,-51.50860559256542,E,-19.21941741530899,-126.82618613044585,B,76.76104196105321,C,0
51-65,F,Other,Yes,A,E,E,36.62356330690315,C,-24.146705569015158,-6.174473154821468,C,-170.29671753681242,103.88624429448234,A,-48.039172414009606,B,0
36-50,M,African American,Both,D,E,A,10.952811826352592,E,8.29289476700699,115.74346797785408,A,111.05658360921613,-185.1027195511771,C,69.86660411519374,A,1
26-35,Non-binary,African American,Mental,D,B,E,-65.6796038352295,C,42.87193876018219,97.9614132649666,B,-64.03112688084697,67.55129227179052,B,33.750909823882644,A,1
65+,Male,Black,Both,B,C,A,165.86280039780587,A,-51.92311575920306,246.10326982908632,E,-61.85915519478468,40.860034187049884,E,80.93640263773065,B,0
36-50,F,Black,No,A,B,E,90.99380232023668,D,133.28029260635452,87.70846031514837,D,51.773935807406026,133.56875651048745,C,-236.70789366360677,A,0
36-50,M,Asian,Physical,C,D,D,29.00746582375791,D,-132.40804255815922,3.4977042767740647,E,-134.22743557003744,-91.89954455044612,B,-139.17610228396734,B,0
65+,M,African American,None,D,C,E,-5.897455902315932,C,-25.63080009788099,109.30051029407288,D,-112.80508287200604,-147.43008420919352,E,162.75964948353138,A,1
65+,Female,Asian,Physical,A,D,A,-87.13507562816363,C,-68.67476590794996,135.56914585942096,C,-126.74736792976664,3.344704065750487,D,-8.163566301752692,C,1
65+,M,Black,Mental,D,A,D,-1.1023852657188913,E,68.44865252899093,30.870946232907357,D,-30.484304223352183,184.37505157306393,E,-76.91070406489715,C,1
18-25,Male,Hispanic,No,E,C,A,-59.41083525906853,C,116.93920859673297,169.6279003003287,D,-51.53379145885862,-73.58246990179387,B,-23.740492731726228,B,1
65+,M,Hispanic,No,A,B,C,52.13195554924148,A,-173.3230369310513,-45.28587768797282,C,-43.49197249972821,-3.837849197620243,B,-18.92879901230784,C,0
65+,Other,Other,Physical,E,B,B,104.83089404447534,C,99.75076573801438,-6.322898882244711,C,-58.05282088309418,70.3575181373827,A,244.272821957306,A,1
51-65,Other,White,Yes,E,A,A,-72.13141744982153,B,172.1978900022965,66.77252109408798,B,49.65086885886431,-167.81447869147178,B,-21.08201907205528,C,0
65+,Female,Asian,Both,E,D,D,-17.53362085387576,D,231.81477457051406,127.00814011645392,D,96.15565834605778,-228.881760578933,B,50.59199836946213,C,1
36-50,Female,White,None,B,C,D,21.05767636986517,A,-33.99370056583438,120.6337343121701,C,17.211181457992083,-51.59117257241923,C,-247.55815489532415,D,1
65+,Other,Hispanic,Both,E,B,B,-30.1911068103077,D,-53.52953905261854,21.4473264594162,E,48.95689104867672,-161.89529163863335,C,38.257542103819056,B,0
65+,Female,Other,Yes,B,A,C,-30.47474250091643,E,56.09598373531925,-159.1971442407393,E,83.19122677004557,-139.53916968207628,E,-69.02008499705371,C,0
26-35,F,Hispanic,None,C,C,B,31.849971848221447,C,-70.88045655086462,-33.63655186950159,D,-89.31204250460506,-96.05517174907673,B,-135.6310703850093,B,1
26-35,M,White,Both,A,E,B,48.82145279378218,A,-78.8842685708705,-157.94026642500427,D,106.78612523904935,157.92031320399573,A,-88.16679272631472,D,1
51-65,F,Asian,Both,B,B,C,-171.93479559287982,C,33.91078390043711,24.417736604269873,B,-175.2675794189863,-80.75560135744905,B,-88.35418176406212,D,0
65+,Non-binary,African American,Physical,E,D,A,-93.67269162775152,C,27.26054025671467,168.9885901242379,C,75.70508681646153,-114.17993845141604,E,-41.71809235160884,E,1
36-50,M,Asian,Yes,A,C,C,-56.90220871032313,D,-97.30868679283627,-139.26797683595046,B,157.9242346818813,198.43243971803128,B,66.85930104364229,A,0
26-35,Female,Other,None,C,D,C,2.6392592501541854,E,55.9476425903754,-21.054923112394437,C,38.30142887394553,237.99024448896512,A,-114.67727099182758,C,0
18-25,Male,Other,Physical,D,A,E,-51.44164371886695,A,-130.55550370360208,71.85294913953064,E,-239.0377834727007,-0.7114830786111578,B,169.65272949511493,E,0
51-65,F,Asian,Both,A,D,A,37.35829836428255,C,100.32713979089019,113.82118295180214,D,64.26131689138414,-45.711068830287786,A,-100.4561504886061,D,1
36-50,Female,White,Yes,C,C,C,9.47607971776038,D,59.11066655321582,63.91599243453029,E,54.4059116235875,138.58491048932797,B,30.777527348773265,C,0
36-50,Non-binary,Other,Both,E,D,A,-64.76821236803491,D,-69.66799840582867,55.17110564282189,B,130.85177090810177,-25.41396131225114,C,31.404631639987862,E,0
18-25,F,Black,Mental,B,C,E,-160.09290003764676,C,168.97972464164752,71.30807048351491,A,-4.654256986063275,61.29838190385504,C,-163.11145452296955,E,0
65+,Non-binary,Hispanic,Yes,A,D,C,77.71415241781496,A,34.07744438770494,-170.91044233532355,D,55.30139981005328,-25.943722218680517,D,-78.06502784252186,C,1
26-35,Non-binary,Other,Both,A,D,E,92.37332489608137,E,-36.86966701186966,85.2735160579991,B,125.23762220424803,5.3520747924579055,B,-47.53020077863922,E,0
18-25,Female,African American,Yes,C,A,C,-143.72987092007165,B,76.66977346355381,144.01063044059254,C,184.16070268496784,-151.06104424573113,E,-10.838733172422147,A,0
36-50,F,Hispanic,No,B,D,C,-28.253136834688025,A,95.01509355120668,-126.23387101243668,B,-5.028862118695798,73.01865824007159,B,28.417870219082175,D,0
65+,Female,White,Yes,B,D,C,-65.70833654478173,D,-43.18006220312234,116.04388181204573,D,-92.9004926734828,-212.58353333622412,E,-58.14394371074074,D,1
36-50,Other,Hispanic,Mental,B,C,C,-167.3758783588306,E,32.408739107345646,63.82216114952403,A,80.6614161491382,128.4692303456653,B,-246.20682525480854,D,1
51-65,M,African American,None,D,D,C,-68.85640388282835,B,50.54003918082435,38.06587212832071,A,23.023149469536246,1.1731181233106185,A,63.608395591402754,B,1
26-35,Female,African American,Yes,E,E,B,59.50015096343382,E,72.33886999021999,91.68917618983824,E,19.173701502604946,166.46842762000972,C,7.260274644498714,C,1
65+,Male,White,Yes,D,E,C,85.66781485677673,A,-119.52040349181625,151.6681798797545,D,-4.3992460918033105,-38.295035357841996,A,75.60943312818334,B,1
18-25,Male,African American,No,D,D,C,43.209437960082035,B,-55.68789420678062,131.95684328947823,A,14.414137473938176,-46.31327602502523,B,22.889764119123335,A,1
36-50,Male,White,Mental,D,C,D,14.189288052188246,E,24.905069519140095,-123.68034571788652,E,-116.2785192562072,19.557180395715374,A,-153.16428456012892,E,0
18-25,M,Hispanic,Physical,D,E,E,199.00662029351966,B,-38.27886661303655,23.74420851585218,E,-197.42019431536312,-107.54612364099667,E,138.2369689746012,B,1
65+,Non-binary,Black,Yes,C,E,E,-125.58716060474397,E,-56.36353445973216,-73.36014312606335,B,-1.5980862895136037,-50.114867140048794,B,-20.21117912278367,D,1
36-50,Non-binary,Other,Physical,D,E,C,-247.67081370313386,E,11.956463817952146,56.80876169207592,D,-130.80006776840995,26.632499051149335,E,-169.75841164979101,B,0
36-50,Non-binary,Black,Both,E,A,A,24.508869679928793,C,-64.50422922831898,154.81828864803583,D,-16.323698872270278,152.80901089281178,D,-5.91161608490968,D,1
51-65,Other,White,Physical,A,A,A,-98.15159783302167,B,146.23050229510253,16.651542245447185,C,-91.70375722105378,287.95484288525694,B,-79.83340005159496,C,1
36-50,Female,White,Both,B,D,E,35.38816095590438,B,-28.59766393735909,-78.23147975932507,C,164.1187905955999,0.6148089199762212,C,-245.63338440321854,C,0
51-65,Male,Asian,Physical,E,D,C,72.43370379284197,E,-53.6879169649749,49.10627970557653,D,23.12154670697159,-95.94707110602201,B,-51.90974571079381,D,0
18-25,F,Black,Mental,C,D,E,-2.567038540785675,E,-9.020198492385898,23.365080484172676,B,-45.946294662417095,13.172001230205558,E,-66.68409228998571,B,0
65+,Male,White,None,E,A,C,106.70615577605605,E,-82.3743817907081,158.83891510686223,E,162.39293981219217,6.689573056480996,C,126.04164559342628,D,1
26-35,Female,African American,Both,A,E,B,54.59426020859325,A,73.29680163324424,-62.85741176482566,A,-25.01615276133845,89.33195233118089,A,130.31912791868493,E,1
18-25,Non-binary,White,None,D,E,B,72.29517727277674,A,-67.14293402501217,-2.8505368496399353,A,-46.85824417203157,-67.52081553044592,B,-173.9450575484674,D,1
51-65,Non-binary,Black,Yes,E,D,B,-33.54181986992319,A,-35.66056025757204,75.22293270332389,E,-11.333109685743258,-89.97529138343606,E,95.22494684866264,C,1
18-25,Female,Black,Mental,B,D,C,-82.89434105043733,A,134.42985667377366,-138.81909291876212,E,-99.87276578732514,-36.46122865213041,B,-79.39110203379957,C,1
36-50,Female,Hispanic,Mental,C,B,C,-54.24977568871835,C,-0.9379647565094709,-5.164218899424492,D,-62.76825340091665,-42.54700821179639,E,25.03011215376882,D,1
65+,Female,Asian,Yes,E,E,B,-33.918116102201864,B,5.530564474048369,145.37373980466853,D,5.491267112960148,-0.7543751617722959,E,100.28845735239726,D,1
51-65,Non-binary,Black,Both,B,E,D,58.22654341118334,D,-6.866941778542373,-1.1965460717941376,C,43.30172630520687,-62.33596699391215,A,-164.47804309438945,C,0
36-50,M,Hispanic,Physical,E,D,E,-185.81306007372376,E,-29.0819106462514,-92.5391880494075,B,17.865672367211463,-79.70407278863729,A,-129.56201357093155,E,0
26-35,F,African American,Both,D,C,E,-66.64299808740498,C,98.44949530936081,-88.4899916277278,B,29.89307926879859,203.97024408981656,A,10.85876868634933,D,0
36-50,Non-binary,African American,No,D,E,A,58.074868957432514,D,-71.82129841380367,67.15374333705243,E,13.842506966369134,221.65078216407989,B,133.97027885980268,E,0
18-25,Male,Other,Yes,B,B,A,-175.7039628743263,C,-24.26727450368417,-132.44132901904493,C,-81.06543712200742,7.828347753989946,A,48.61306826833431,A,0
36-50,Non-binary,Hispanic,Physical,D,A,D,-50.987740952523474,D,-26.035041300171912,-84.5386601106519,A,-223.56680072273298,135.99219811871208,B,59.33316309158641,E,1
18-25,F,White,Yes,C,C,D,48.997869511705076,E,-11.260008867042684,75.10970071114158,C,-200.04043918296887,-77.93346273783328,E,66.74091562509552,E,0
36-50,Male,African American,No,D,A,D,92.90060547368715,E,-79.38505741252875,-26.918649259998556,D,-27.770608181970314,58.32824862252729,E,-90.7434929260171,C,1
18-25,Male,African American,Both,C,A,E,100.23989651066823,D,103.38943600597759,-65.68116446909713,D,-6.8371504568158326,-242.24203755699398,D,-21.744737920815226,A,0
36-50,M,Other,Physical,C,B,A,-159.5652005450815,E,203.26134643359248,-2.2061376498442735,E,8.002040035167633,225.3901075344432,C,14.285355890221133,D,0
65+,Non-binary,Hispanic,Physical,C,A,A,-120.68067223763535,C,110.41198218733818,-17.694864255946204,D,87.01318341097551,25.263563587117616,C,43.82934557627099,E,0
65+,Male,Other,Physical,D,A,E,-138.6378989736457,D,-85.99756886987893,-33.46993400885313,A,137.80371158617862,270.47916714185305,C,-166.11695542832493,D,0
26-35,Female,Hispanic,Both,A,C,A,-37.292427761918624,B,81.13094168495931,-19.805772124642896,D,-29.58693238788423,33.581519890158155,C,-100.16618579441032,C,1
26-35,M,Hispanic,None,A,B,C,-14.891936563836905,B,-129.34693987866518,109.69545792326403,B,-75.35203206317638,-40.25743204804216,D,-2.708380931729039,A,0
51-65,F,Other,Both,E,C,A,10.748264327597687,C,-150.0239454607967,27.777882770213296,D,-188.3707055115404,-37.388095868735725,B,-176.04243234271192,E,0
26-35,F,African American,Yes,B,E,B,133.09725034286228,C,-22.455549204949172,5.909719821889604,B,-73.1793184922701,28.248370242673758,D,-37.41341903190296,B,0
51-65,Male,White,Yes,D,C,D,61.614092620010794,B,111.02770217620312,9.632991967620816,B,-30.04842498855905,1.4008828246132619,B,184.7426931050918,C,1
26-35,Other,African American,Physical,D,B,E,-49.112809818164166,B,-102.28776029944258,17.651927064212845,B,64.6195230330129,-141.487323811532,D,-80.88955991471919,A,1
51-65,Male,White,Both,C,E,D,58.40154422386833,E,60.250872661845236,4.041265503496359,D,1.169490911908934,13.534245158164701,D,-14.593893281444448,A,1
18-25,F,Black,Physical,B,D,D,8.85209828284704,D,120.49538919294072,57.23308168303654,E,196.42154597367903,18.205333946116117,B,207.9745685286222,C,1
18-25,M,Black,Mental,A,D,A,-51.140647899294535,A,77.12374721921495,52.35703848315322,E,-179.88192717965782,43.53440426218419,C,-2.2115396462792205,E,0
26-35,Non-binary,Other,None,E,C,C,138.9540127377958,A,-98.46953987771829,53.809743622066506,C,-37.068014896011064,31.086186883191264,A,115.36417155388929,A,0
26-35,Other,Asian,Physical,B,E,D,-196.53059815297294,B,121.78267559190775,80.0249462750475,E,45.16319055306229,-34.70492306025166,C,-42.33106151006176,D,1
36-50,Other,Other,Yes,B,C,B,51.66741394130286,E,59.510696695396206,78.34055635733867,A,-42.62398398530899,25.043967739747142,E,52.825176334889726,D,1
18-25,Female,White,Mental,E,C,A,-97.92685719940202,A,-23.05386416887571,32.994416540016566,E,-122.7814457359249,-35.00731272271099,E,-114.59227185957363,C,0
51-65,Non-binary,Hispanic,Both,B,E,A,68.24744615338201,C,-120.77886011870757,-159.98125576847607,A,-3.1202307107730065,-187.50163760392599,C,11.486632742811134,E,0
36-50,Other,Hispanic,Physical,E,E,D,30.391262175103662,B,-199.74874484465983,-89.80571257830354,C,-59.99668870358074,148.82080515704666,B,-69.57039297728096,A,1
51-65,Other,Hispanic,Yes,E,D,E,-12.282870695395399,B,-27.4912865635965,7.592233068016091,A,-87.2837857441377,147.67512550771056,B,119.53455137822384,B,0
18-25,F,Black,No,C,D,C,68.38066430278124,C,-0.9151523664406405,-2.8054519086196374,E,141.5146909628909,73.6806524377453,D,55.45012293056173,D,0
51-65,M,Black,None,E,E,B,151.7514183317215,E,72.4972076892233,-54.97428976724963,C,-1.4095735226752555,101.86974392834303,B,27.206535498858347,D,1
26-35,Female,Hispanic,Mental,C,B,C,-175.51966367555386,C,183.56322534442333,-37.29199113201446,E,114.35236609860277,-1.83057063615695,C,-112.19962874633924,B,1
18-25,Male,African American,None,E,E,D,-118.44155430176424,E,5.146278432596284,-162.42642621298128,C,-16.82189185018049,28.158393296326018,A,124.62712728143724,B,1
51-65,Female,African American,No,C,A,A,123.28235603563165,E,-46.68473367946598,-44.16016222651901,B,67.19784159912139,-43.679657724761825,E,-218.26300767440284,B,0
65+,Female,African American,Yes,D,C,A,-18.729909353830667,A,45.78603981269859,-69.47543857938562,C,115.1413630246704,72.29998011704055,C,16.67342368428941,D,0
18-25,Female,Hispanic,None,E,C,C,51.21032677968941,E,-26.031859765751264,-107.92373620844629,D,53.658440435137535,-93.31315389296738,C,157.6156413321404,C,1
26-35,Female,Asian,None,A,B,A,165.82719477779116,A,-178.84135888675593,-29.18369134869112,D,172.02878809859678,24.441379272290334,D,38.67558467214135,B,1
26-35,M,Other,Both,A,B,D,-58.613029005534756,A,136.40853980602807,106.49459983935157,E,-56.86686523305846,7.947396645868253,B,134.28165456519486,E,1
51-65,Male,Hispanic,Mental,C,C,A,65.88807015097132,E,-20.296195626748386,-100.51753149854746,A,-49.27017889958924,186.59319359972346,C,1.7793568325219251,D,0
65+,Female,African American,None,A,B,B,43.844432523073465,E,108.28137310050106,117.29971059437507,D,-81.79556570440948,-130.19915053973023,B,-41.022484711067555,E,0
36-50,M,Hispanic,No,B,E,C,138.70600406994748,D,-40.17412171435565,-6.284702705655988,D,-34.22190549844028,-131.17086879669338,B,-50.37026561987794,E,1
51-65,M,Other,Yes,B,D,B,-6.159220957466592,A,118.80328324109617,5.072962139945705,A,48.17290757934008,23.188251045847366,A,65.15969135184105,A,1
