nationality,Religion,age_range,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
UK,Muslim,36-50,35,124.24197821567074,45.12393909655549,E,49.628352707804126,-123.24527456652868,E,E,222.40612178927898,B,0
Mexico,Other,65+,73,8.85397119413105,12.244979225225984,C,-49.25025911547244,-15.680923457296917,E,A,43.068674970382034,D,1
Brazil,Jewish,18-25,62,85.20469201978081,89.65434158849865,E,172.1799082339029,13.10703637866821,E,B,-2.1945783903452645,A,0
Other,Christian,18-25,43,4.846783948311555,-70.53110966855449,B,-85.43049012630036,-72.67432262389086,C,E,31.32370838195818,E,1
US,Muslim,26-35,28,69.4303824864669,72.10060225063569,C,-44.794475874700694,15.330680702893146,D,C,-55.6609496131106,B,1
US,Other,36-50,26,-5.199268300307903,49.661549882328565,D,-154.42689093483443,-5.831615607280454,A,C,75.84330674443797,D,1
Other,Other,36-50,39,-16.314308429844463,221.12196434839257,E,167.52009240856884,9.132511498843748,E,C,-189.06089135711247,C,1
US,Hindu,26-35,53,-120.31294769911871,-13.98624543558389,B,68.39800666655903,92.96078800920597,E,C,13.697353635288714,B,0
Brazil,None,18-25,33,-2.885929597540029,48.129607871324524,C,-31.82969786940893,69.36076324916985,C,A,162.34941546826147,E,1
Brazil,Christian,26-35,40,-10.917239862176384,-16.390499319028123,E,33.14578767182335,25.023857754464146,D,C,-118.80545257907877,B,0
Brazil,Muslim,65+,46,57.192576960675765,16.042904019387873,B,-110.09022080184549,193.63707823587833,C,B,114.66997957664606,E,1
US,Other,36-50,79,-10.274571175835973,-101.20504351560733,E,162.9344023070512,116.76794443004037,B,A,72.60949558639138,C,1
UK,Other,18-25,74,15.796701394233542,65.66290213581811,D,29.529194106127004,-178.43463516994845,B,A,100.94552926705067,D,1
China,Buddhist,65+,62,-6.210561263336001,-84.93169295417842,A,1.6760003432229906,-112.59345780881065,B,D,180.597514565414,B,1
China,Other,51-65,41,-160.99502023673085,-1.8735297867473701,C,178.96045419127745,145.1791759734212,A,D,18.596849978253672,C,0
UK,Other,65+,22,23.480858292431293,41.57448066080352,D,93.14624520035484,24.59123940610394,A,C,-14.26290825688856,A,1
China,None,51-65,57,1.925158518511986,-377.25946474294517,D,25.98741918373718,31.306280605480612,A,E,64.80085876478803,B,0
China,Other,51-65,46,5.3127314944860595,-31.299049054718797,C,6.502642824665485,-5.072811197262997,C,A,-51.66174033821268,E,1
Mexico,Buddhist,18-25,25,47.777656567452986,9.619716609863426,D,33.67776731636763,-114.6323399671559,D,E,114.47558405500402,C,0
Mexico,None,26-35,79,-150.07870185505007,-91.38017116093428,B,41.39934407316041,-27.299598997389612,E,D,64.23325946488599,A,0
Mexico,None,26-35,72,-204.16999573451324,286.19385221986477,B,46.90587833547914,41.18230222829423,B,C,-289.95554421068005,D,0
Brazil,Muslim,26-35,79,-92.958414483121,61.74165627523309,A,-188.56851427958486,40.16964878920145,B,E,-12.064472351474004,C,0
US,None,18-25,34,169.72740642017007,-55.56372678358626,E,-119.37805556220937,-184.36323045122623,D,E,-277.4029967865131,A,1
UK,Jewish,51-65,50,-32.960515548231996,36.612267666778955,B,-76.49515761381356,-127.7236438947915,B,E,20.460245126949594,C,0
China,None,51-65,63,26.862513943768292,-191.3841993215034,E,190.94852781029562,-64.94261095264072,D,C,-26.57786419581575,D,0
China,Hindu,18-25,22,63.24681061631671,34.762466893724856,D,-235.84517321293214,-16.81069971506952,A,B,17.633679253787403,C,0
Brazil,Hindu,65+,46,-148.82629570901423,74.58009312537105,E,164.73460520671935,85.5653853038537,D,D,-274.26791402133716,B,0
China,None,36-50,43,48.20176419730702,25.214162376466774,A,47.28540055598744,35.9306562599894,E,D,-61.20341340183278,E,0
UK,Hindu,51-65,70,58.06874969716348,-66.88227713602134,B,62.90866782324473,81.40478611911058,E,B,252.6181152352822,A,0
Germany,Hindu,51-65,47,47.56133322808252,-13.44782527130234,C,12.065231552548008,-0.15877142549939818,B,B,-16.207945465091967,E,1
Brazil,Other,51-65,59,-158.2301669395155,4.1547933107238775,E,-237.71245667313298,21.19082491351796,D,A,66.02917381119295,E,1
China,None,65+,56,-120.61131768094451,-122.89651969402391,C,64.18016854657743,-3.4922096051387976,A,B,-76.59803604715262,B,1
Germany,Hindu,51-65,67,38.25000507175874,-102.08250270428596,A,-97.00111286569346,5.136234828359494,E,B,-90.71601514644264,D,1
Mexico,None,36-50,64,87.2462750303912,-1.0371617912449222,E,18.675104701640358,107.60509697095242,E,C,18.189335421932082,E,1
India,Other,65+,72,-26.74249164425634,16.863154514415406,D,-136.05305348288056,-22.708345653726326,E,D,2.5215027129469036,B,1
UK,Buddhist,18-25,56,59.79622781922422,90.04587722682213,C,-104.6747604993727,-60.26872738590021,A,A,275.29499658959014,A,1
US,Other,18-25,30,116.05069552089059,-67.24027654433037,E,5.829592017049973,171.19442884790809,C,D,137.45499343910748,A,0
Brazil,Muslim,65+,25,23.681578066143626,-25.312626964015994,A,67.115671108738,-50.45611759111996,B,C,29.841391128122822,D,1
Brazil,Hindu,26-35,55,109.85746732111205,-37.02437208522634,A,61.368311131548225,-121.71491305708268,E,E,83.43718394870302,D,0
China,Christian,26-35,24,37.186583288704675,112.88335389671715,A,2.0757461539226947,-90.50469361555938,D,A,-82.3606230472841,B,1
China,None,18-25,33,11.263204196196217,-86.73567759618159,A,15.866022425361825,-37.91266491094621,D,B,-25.4401381560365,D,1
Germany,Christian,65+,26,-61.95815906200986,47.240030129507296,A,181.98057264537377,-36.41256291868898,C,E,-100.21315851238133,B,1
Brazil,Hindu,18-25,37,28.71327436321682,-291.8212504537214,D,-20.394163269121194,-39.60348662400193,A,D,-153.10401854312602,D,0
US,Buddhist,36-50,56,76.90298645210274,1.6075269140007402,C,55.62202936923823,34.21599255979802,A,E,-6.986508336781,D,1
Germany,Buddhist,51-65,46,170.0813305087894,116.31735946374721,B,-34.465151179172146,126.9621794842778,C,E,-60.64688347820268,C,1
Mexico,Other,36-50,70,67.27154107864924,-137.83563049202343,A,30.838965266396105,37.943586775445425,E,C,95.58766239798027,D,0
China,Jewish,65+,74,-162.12102290365408,-72.04208136192895,E,103.91657435609636,46.28027351563733,A,D,-134.27769707808116,C,1
China,Jewish,26-35,66,192.78911271051254,7.647558460153249,D,87.5655034544753,53.203500221247914,D,B,-65.98008614971815,B,0
Brazil,Hindu,26-35,40,-16.106004545868412,-70.55742552758254,D,-14.117638309905272,-268.5820461530066,A,D,35.614853462024946,E,1
India,Buddhist,51-65,62,47.285291245755054,92.9928512570999,B,110.51271651825523,-30.643636717045826,D,E,-40.771355153772824,E,0
Mexico,Buddhist,51-65,29,52.91565273338619,42.30752991654446,C,22.977679728733964,98.86821267141666,E,B,82.69667544613974,A,0
India,Hindu,65+,64,42.31288164302779,7.962611786110651,D,-55.667690631547316,-69.85414147199934,D,C,-385.2360742215717,C,1
Germany,Buddhist,65+,42,-129.55153007153464,-42.596763646723886,E,35.73069212505656,112.9200248382582,B,C,83.54307693136873,D,1
Mexico,None,26-35,63,-238.26548925649826,-36.761443567547374,A,24.83619856863079,192.78073774142308,A,E,134.2738196532441,D,0
Germany,Jewish,36-50,53,-66.04572217159131,-167.40807230321585,C,-109.34888438492753,44.27832316845658,B,E,57.540985965787605,D,1
Brazil,Jewish,18-25,69,-29.2938848994866,-55.995799272477264,D,6.8007692136298745,-103.77503486180353,E,E,-112.44598891591977,A,0
Germany,Other,36-50,72,25.340118739072278,122.79165233986382,A,14.559270356317047,97.72865018888719,C,B,14.122561121156146,E,0
Other,Muslim,36-50,44,233.36778739588496,76.68584624049045,B,6.633926560615324,133.50300012544272,B,A,-157.86269014607652,B,0
US,Christian,65+,34,109.0917143444597,82.16121914032308,E,37.80568759713995,4.062294410335182,E,B,-154.64260776202747,B,1
Germany,Christian,65+,35,85.69007408468767,-59.501658597871675,B,145.08875103044275,-27.628851008725132,A,E,-42.92853580648086,A,1
Mexico,Jewish,51-65,79,-28.9538455005201,165.96167776746458,B,112.44624157761747,165.03449263094973,A,A,-20.553362566056293,C,1
Brazil,None,26-35,55,89.24435958159789,-14.07424534960314,A,101.27995206265061,-78.66237073638854,C,A,199.98762533207594,C,0
India,Buddhist,51-65,59,34.98255778482573,-225.01550769811493,E,17.298544383421806,-255.23529083190525,A,A,-75.85245994370315,B,1
US,Christian,18-25,75,-0.4994409153865318,-71.64194353630619,C,41.432834808417354,-29.954284589436845,C,C,78.44960686608027,B,1
Mexico,None,51-65,42,106.62778785556884,43.89016189634748,B,7.770503017375015,79.1444920245242,D,B,155.02198223179585,E,0
US,Muslim,51-65,61,7.572794042543827,-138.05590175305775,B,-123.34243524671562,-127.18613125571217,E,A,90.69078076825286,E,0
India,Hindu,36-50,33,302.79404859141783,-9.756471660144971,B,-62.574830095227696,73.8388732033878,A,A,-22.70174064569591,A,1
Brazil,Muslim,51-65,28,5.8142083919752245,-60.581490514599615,A,-78.5859332941788,-108.78499559561786,B,A,97.14913794233495,B,1
India,None,26-35,55,50.77942215622847,-126.77669843527958,B,28.710824357603045,-70.30237126686512,A,C,-27.00274715398842,A,1
UK,Christian,36-50,41,23.1663923587583,55.285889689182596,B,30.338338871013733,4.964322860884719,C,E,-211.4935422726321,C,0
Germany,Muslim,36-50,58,-72.30018168549354,-51.68606385004513,C,202.33470075257708,86.2994024994688,C,B,11.684952589324038,A,1
Brazil,Muslim,65+,27,-75.26744364901293,283.09396507343365,C,56.82365533469217,14.004021679921033,E,B,-24.944547785068274,B,0
Mexico,Buddhist,26-35,68,-0.5332334926822181,-67.08773773763019,E,81.69070247658118,-49.319451204689805,A,B,-93.75003607551417,B,1
Other,Hindu,26-35,38,-16.723989526416123,48.081048517292395,E,-26.739469298023412,-163.59514883539975,C,B,-123.5402065414475,E,1
US,Muslim,51-65,42,-160.98131412122137,74.75695900069177,D,122.57234895192381,113.21822078686816,E,E,61.48328037071965,B,0
Other,Jewish,65+,28,130.6019437201063,7.584988605592545,D,75.61968511734773,118.09871962463046,E,C,-11.698338625261655,C,1
China,Buddhist,65+,73,193.20032843401046,-20.84527219739185,A,67.25485587126207,-12.540973135855488,B,E,-83.24591985807828,D,1
India,Muslim,65+,52,108.89368807092754,-1.8659704192691842,A,60.684405716075794,12.288185455614029,D,A,-5.7377042407359955,C,0
US,Buddhist,65+,67,93.33992441242215,89.80711954200194,B,-80.82951883843505,98.52250289575551,C,B,-216.20119272333812,E,0
UK,Other,18-25,76,-116.81913087449436,113.46428797595867,C,255.7318549162813,12.420317895369152,B,D,111.25460406226226,C,1
Mexico,Buddhist,36-50,48,-77.34569954122651,104.0446950682092,A,-120.20061948281648,102.47711935160748,D,E,-84.16632972332566,E,1
China,Buddhist,65+,78,9.913380455979912,147.9801493162441,A,109.06857995626802,35.470983271369406,A,C,38.92991232341914,A,0
Mexico,Muslim,51-65,46,-90.30224864788421,-141.47755286554528,E,-248.2808207222217,78.7583199327672,C,A,73.78309622528165,C,1
China,None,18-25,18,-50.862218133724646,-102.89590032940465,C,-165.9034024837077,-60.16563004749873,D,D,84.38687288642772,A,1
Brazil,Buddhist,18-25,64,162.2628187346155,-42.9689589034922,E,-13.21843473898123,4.983386610243198,D,B,170.343919423567,D,0
Germany,Jewish,51-65,63,60.93408069206535,8.902579981217265,A,0.5138278564425598,-45.05917244069726,C,D,106.1980926526191,E,0
US,Buddhist,65+,22,-79.14982765534145,126.4886249528445,E,-18.24078020940763,-130.3175832744246,E,C,-110.82205663350284,D,0
UK,Christian,36-50,25,-144.07409349827617,-74.752851175692,C,41.93648205822249,-29.097673322457858,A,D,228.2132613638193,C,1
China,Hindu,26-35,68,3.012222109913547,-9.485957610418765,E,99.12853667570431,6.09025189291771,D,A,-7.869098593306599,D,0
UK,Other,65+,27,-84.61515557279941,-58.929951154714345,D,133.05686841711656,-59.888650813948566,D,D,-102.54876412399764,A,1
Mexico,Buddhist,36-50,54,-49.14836658707614,-58.600754443245485,D,0.9721501690234663,-28.36952113000752,C,D,-222.87884950612252,A,1
Brazil,Muslim,36-50,68,71.52994715928816,0.0920133604195499,B,-183.25152678542236,-60.37062542957577,C,C,-93.53519879974127,D,0
India,Other,51-65,38,-73.33864450496502,-191.94185279009116,D,-6.282083262832103,15.062691875844559,E,A,-57.24545221200994,A,0
Other,Jewish,65+,26,-85.84689726567213,-84.58798905031186,D,174.34861661122756,-41.20552403629727,B,D,-281.5329177627627,D,1
Mexico,Muslim,26-35,78,-41.060653082620306,16.1968538109243,D,-125.60248746571115,23.42215992583306,B,B,-126.54720744530871,E,0
Other,Christian,65+,54,31.19220760124784,74.18037615848337,C,-3.1813454039549676,66.9263419835444,A,B,-228.45093761794234,E,0
Germany,Christian,51-65,61,-179.70786773587255,-53.48937763874152,B,153.4972059288788,-60.74221951343011,C,A,96.43708587771962,D,0
India,Hindu,51-65,30,10.591683606078565,69.21483519096876,C,-58.83876634363817,111.82583539280431,D,C,4.815115316455765,D,0
China,Other,18-25,58,27.03700456131692,65.21974836039603,D,-80.30805210470713,40.88050029825125,A,A,60.31108806035827,D,1
UK,Jewish,26-35,76,21.15475997448892,-146.32524833141133,E,102.12844322303569,88.46257484972082,E,B,30.5898396496706,D,0
Brazil,Jewish,18-25,73,55.98756667689435,237.07866377719338,A,-21.26822698751675,94.39581285904144,D,B,-131.61537214772125,B,1
India,Hindu,65+,46,-43.35413256892812,-156.4159138208229,D,-4.34423134230588,96.89414968448368,C,A,58.99413577565379,A,1
Mexico,Other,51-65,53,175.71815380656906,-101.22717270701858,B,-140.54955615623118,-117.10182370759779,D,D,-104.13334716316194,B,1
UK,Muslim,65+,29,-38.39516021096921,-64.6177429233286,C,-157.18564475564125,127.82442738211081,C,E,-211.908509936712,E,1
Brazil,Jewish,36-50,25,-10.166438613155423,-58.90445373084165,C,-99.27642893252006,17.927594587099303,B,C,-76.13148172562238,E,0
Germany,Buddhist,18-25,20,157.56793237488787,78.9147252991493,D,151.76754064033545,-143.29381578587413,A,C,-71.91614492970201,C,1
Other,None,65+,35,4.230304693894192,24.293034870269256,C,-7.339982623309599,-231.58640733821287,E,E,-97.37583096038924,C,0
UK,Christian,51-65,72,-8.524612912038815,-281.99731826030506,B,74.61514628194567,11.430325666818195,D,B,60.21420958753022,A,0
US,Buddhist,18-25,60,202.58189663481915,193.9788082013122,A,-56.386649430485804,19.991876149830876,E,E,-90.08379439535086,C,0
China,Muslim,65+,58,107.69016023723827,84.85892146631468,D,-65.14469877271173,-198.83870146793478,D,E,-5.947461586973175,A,0
Germany,Jewish,18-25,36,102.17228646064432,81.86846659830364,C,-128.54441371009727,111.27621308904214,A,B,46.43054731268484,D,0
Mexico,Jewish,65+,47,2.910038706064862,84.57817250000545,C,-89.80071542158078,-51.3603090317148,A,B,-68.6499823766285,A,0
Other,None,65+,32,-179.5453536224216,5.8746989580375235,C,-128.57612915906296,-205.78537144004252,E,B,-76.10037560585671,B,1
Mexico,Hindu,51-65,46,-99.93477921568554,140.51450876976784,A,-78.0467170676168,-24.753793954587046,B,B,113.30334310671893,B,0
Mexico,Muslim,65+,71,-83.91894822146062,40.66225451695908,D,-102.35283841546108,86.83957067286579,D,C,-116.22325759827568,B,0
UK,Other,18-25,44,-7.659520828825957,38.847524638817916,A,54.823931211257495,152.83465923142927,A,E,-12.22225488413721,D,0
India,Muslim,51-65,77,31.84371971200859,-98.6621223899314,A,160.92157404390593,52.665188198701074,C,A,82.09584162375357,A,1
Mexico,Other,18-25,72,-78.7455658180462,-28.08814282055389,D,12.06232522304071,-33.72951658310498,B,B,-48.80222724308394,B,1
Brazil,Jewish,51-65,61,111.92636715009266,-2.152051292648883,A,-35.6451457092748,21.62933394783894,D,A,107.92324214690572,E,1
US,Buddhist,65+,75,8.610903017157753,212.53265256472912,B,-179.10614221440986,-168.59580039354506,C,B,-90.81214784712974,E,1
Mexico,Jewish,51-65,45,20.07113526145098,-109.76944605578475,C,-36.6062215775382,-89.72082292729566,D,B,-0.281958869858558,B,0
Brazil,Jewish,26-35,42,113.91011202064618,50.93078545290051,B,-82.31142059027951,115.50093197846583,C,A,-10.24563757814824,D,0
Germany,Muslim,18-25,40,98.78709571406134,-118.93907394538938,C,11.621019998331024,87.18368358757104,A,E,19.282453169861462,D,1
Other,Hindu,65+,18,224.40586907561718,-97.99992282145928,C,266.7641460821671,-136.15435064583073,E,A,173.64784987343077,A,0
Mexico,Other,36-50,39,157.24259326887088,222.67935757930658,E,-129.17191167799245,-126.06480472528546,A,E,-86.47896885398282,E,0
Germany,Christian,65+,77,-178.94965421220493,-84.57136333828458,A,-61.788390129042995,31.40026971440612,C,B,26.3550716563961,D,1
Other,Other,65+,28,-76.36269085007538,54.62150024746144,D,-153.48580833317317,-179.85058494608552,C,A,-99.10822982593179,E,1
China,Buddhist,36-50,70,148.77954354170828,93.91238464321108,D,71.30706083707487,40.34689032290264,A,C,-10.722284490229296,E,0
US,Christian,26-35,19,-25.39246195725653,-63.7685602757077,E,30.351891211374994,145.7579728243582,B,B,75.6569140271069,E,1
India,Hindu,18-25,33,-111.99919805874995,-111.12337097278935,C,16.990310254689923,-9.23288976890687,E,D,-57.49872732982393,C,0
UK,Buddhist,18-25,45,81.53108355643505,1.0612749538483865,E,-57.97821770529259,34.00269442730555,D,C,-165.66880482566785,E,1
India,Other,18-25,78,-1.407577629120512,-20.062307269405473,D,-57.879230651201574,116.56493865508983,C,E,-52.66873727662856,A,1
US,Buddhist,51-65,31,185.0921347490322,60.38676608265757,A,-37.0204028951119,49.49203081349475,A,B,0.8419290999936488,C,0
US,Other,18-25,56,-187.5168783867948,48.27319002512083,E,-19.990783961856735,12.732483021799066,A,C,-118.98115990408267,A,1
China,Hindu,36-50,36,-35.989838496475116,151.4575421737474,D,21.85421356006971,-20.228004673340823,E,B,-17.99799428492064,C,0
Mexico,Jewish,18-25,79,61.34427324392242,40.81362678470125,D,-30.306688905642837,21.528276257755742,A,A,87.13300037759952,C,1
UK,None,51-65,42,-181.52964598160554,91.38747413594011,E,80.60126735700636,33.4448040449265,E,B,-67.92358494706048,D,1
Mexico,Buddhist,51-65,67,150.38396098892673,72.61038161704369,E,7.023081334398731,-63.54299219863046,C,C,-94.36255725033045,D,1
India,Buddhist,65+,43,-8.388798593319509,18.04885895669561,A,-108.21974246884925,173.0944244256615,C,C,-74.43104598317376,E,0
India,None,26-35,46,-160.04218085048305,-33.58739570850332,C,-247.0768917946686,-24.223778911949655,A,A,42.03217243428983,A,1
Brazil,Buddhist,36-50,61,45.756274235652214,-40.2320667459408,E,202.91606093730397,30.41358773651554,D,B,129.73819017247533,E,0
Brazil,Buddhist,51-65,59,-276.17244861271587,-94.00945148907304,D,10.916351080828443,-49.20996901710391,B,C,-42.92437245706765,C,0
Germany,Muslim,26-35,20,25.922917571368075,-51.599285021464844,C,185.9824184758262,109.58408055175559,D,A,116.41746558928254,D,0
Other,None,65+,78,35.56421056922179,-83.82295476721006,E,-126.73439892979827,-342.72605665955825,D,B,-49.259580036536946,A,0
US,None,18-25,60,-31.365423178758412,97.10928139947448,D,11.54108931611708,-179.07689121163745,D,D,-111.68173933774747,D,0
Germany,Hindu,26-35,33,-157.53910771005383,114.02116812481964,C,-31.10707256860485,-75.6480250123907,B,C,3.9551808148274623,C,0
Germany,Other,51-65,37,19.987847554063755,77.10035603707827,E,42.86481885381686,-12.080993906383695,B,D,-100.53607858094142,D,0
