ethnic_group,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Black,27,D,C,E,B,D,E,143.37314239651414,C,5.827188411656876,D,C,E,122.57357122091217,D,-122.24837563893418,-6.521063992434274,15.141612381212088,25.401623779817236,0
Black,28,B,C,B,D,A,C,83.82466342200068,B,-105.78000231768392,D,B,B,83.28606104878648,D,6.747152540620991,-96.50775271733905,-54.83963167726434,-164.78735840222123,1
Hispanic,74,C,B,E,A,D,C,70.17526563661562,C,52.406649574724185,C,B,B,107.14369022953807,E,75.0361009134575,-201.8788442294667,51.115189043439344,139.07486154934463,0
Hispanic,58,A,C,B,B,C,A,20.158801462203456,A,-25.265475325815284,B,B,E,-14.135069306577627,E,213.32461177563084,-119.15670943516854,38.15582944804112,97.36713313081134,0
Asian,34,E,E,A,E,D,D,65.25392546927853,C,2.1453301587476536,E,D,D,-60.96912175861689,B,8.595212832303645,-120.244256337774,-66.86065971266147,64.48742831374499,1
White,21,C,C,E,B,A,D,-25.688142374360357,B,-3.1637873621916475,D,A,C,4.947250603531132,B,-192.29383052279246,153.52974507085193,-108.84855251345932,-75.04615930516246,0
Asian,57,C,D,B,B,B,A,54.47314942094804,C,-83.9792054452237,A,A,B,12.117231326889346,C,-92.89279408196369,163.1094291229252,-99.45427945108702,-2.7283447833109347,0
African American,79,A,E,C,A,D,E,-0.42891834321984423,E,-176.3694960061486,B,E,C,-64.37241042190682,D,83.02483679512822,-68.51161631353602,85.58164034443139,-6.872382064096845,0
African American,41,E,C,B,D,B,D,144.55390880197504,B,-1.5613869254054933,C,A,A,-172.5820873128648,B,-60.467743187896986,199.86386052457914,87.06939723179413,194.70582300903408,0
Black,27,C,A,C,A,E,D,67.80859585040022,B,6.235303894360733,C,C,A,-10.70845277349161,B,-44.90194896559499,-9.127458909995996,66.42992565838045,-73.95265888875797,1
Other,77,B,A,B,E,A,C,-25.474149728273854,E,140.3614415148956,B,E,B,30.13982063558324,E,-16.407724200738887,-44.979355213684755,82.74310910122352,151.17739757437633,0
Asian,41,C,C,D,B,B,A,123.96348034804281,B,-51.877312857003744,B,C,A,22.90032337133866,D,-44.002207014403425,-78.79406693835757,-80.79399139129616,5.343715589322897,1
Hispanic,57,C,C,D,D,B,A,-30.069211272121755,A,-2.298005947912432,B,C,A,111.92805426242091,B,-108.98437311511707,132.18912584059763,-56.582335410282155,-141.39841417961358,0
Asian,60,B,D,E,D,E,E,-86.47223454621329,D,-56.6905982698856,A,E,A,111.73475380438657,A,144.46719939147167,-15.272333512091604,74.42637863416101,8.508704690128859,0
Asian,21,C,D,C,A,E,E,-54.17763349485867,C,-10.310294560151931,A,B,B,143.72066393009055,B,172.66552524731972,-40.203726340821184,0.1693988120196565,55.46971207786097,1
African American,50,E,A,C,D,C,A,39.189673530705235,A,-119.8338676837529,B,B,A,-9.232062622996471,A,-78.27271568201071,-274.40818745828784,131.72214399115728,38.22426758200743,0
Other,35,A,E,C,B,A,C,52.90270034179322,E,21.828352686865458,B,A,D,-9.24463900764052,C,-70.5866967582886,115.423430368473,-96.34426171039529,81.10364489878215,0
Asian,54,D,C,B,B,A,E,90.53806152323082,D,-147.10950735828186,A,A,C,-53.38455477586184,E,-25.48746400266446,233.88324573267414,128.21262514974757,98.5129275007596,1
Black,40,A,D,A,E,A,C,118.05190993665332,E,-146.64739698253499,D,D,D,-41.2556802711566,E,22.888097635866796,-68.30572211806964,6.000333421824428,-126.66394770431356,0
Asian,58,D,C,D,E,D,C,-75.43178809357762,B,-110.84286956098394,D,B,D,143.01262315037212,D,146.3839947601087,-18.266064925655918,-84.51117362043192,-87.89448377861656,1
Asian,19,B,D,E,D,B,B,230.69933278335196,E,-121.21288219197939,D,B,A,-224.78186847644403,C,16.593638834828912,38.745563708400596,56.42073682595592,-21.205532296619385,0
African American,73,C,D,B,D,D,D,-150.9575673763292,A,-26.243011276900248,B,C,A,-199.25950266639381,B,61.63699958999474,195.93829519180377,-88.29815579090555,-83.29057578914666,1
Asian,75,E,B,D,B,A,A,-39.050964995659484,E,23.240188601422894,A,C,E,146.66412580906592,C,11.11744316106254,-38.56852494453344,-91.7288923836077,169.4462883732854,1
African American,65,B,C,B,B,A,D,121.99664512101032,B,-75.37808744195732,A,A,C,-95.0906601122195,C,-27.611394825500213,4.797525937859714,0.4385634194829279,-10.108529843404254,1
African American,60,D,C,C,E,E,A,-32.78869971491053,A,116.4042634868329,C,D,C,-57.35453471030314,A,174.601323660089,64.49350697307976,55.8884990109367,-27.11212938636165,1
Asian,18,A,A,E,C,A,B,-112.13645357582274,E,33.05354093455426,B,A,B,-124.89743263229904,B,13.155342823253768,194.11309622191933,-1.8191452893196194,-117.77616782393264,0
Hispanic,75,C,D,E,A,A,E,-181.1245582143244,E,124.74958247776797,B,D,C,78.88326403039791,B,39.19136127574385,-119.35130184909153,151.16003764472902,145.169295010135,1
Hispanic,35,C,B,D,D,E,D,132.28449513505106,B,-32.32682845848289,E,C,B,288.57477152740387,D,74.12214160132497,-190.1798239882536,166.13574485738215,-63.544467214817416,1
White,56,E,D,D,D,E,C,82.35734669641259,D,63.11691480609699,D,E,D,128.48570186368408,D,-51.19236328332941,135.5132721382992,-88.4962630154394,-67.28586296395125,1
Other,56,A,A,D,C,C,B,-30.102836380273796,A,32.56072994815685,B,B,B,147.5962019692511,A,62.27893465441608,-37.687816076313915,-130.30945682834673,99.9036853036317,1
Black,44,B,E,E,A,B,C,83.80840507057994,E,-34.226125950020545,B,C,E,-220.66579832463455,C,-26.765953370914826,-39.662314498373604,127.66445910828672,118.47954216876084,0
Other,77,D,C,C,D,B,C,71.35385386975864,A,-34.316381735691806,A,D,E,80.40475417757109,C,2.27754112674356,-10.038299557071726,174.67309327769001,-109.88271195225516,0
Asian,37,E,A,E,E,B,D,-1.845778100919145,B,21.145175512292465,E,C,B,-11.117551659141327,D,1.58826474604371,113.88438073164413,75.78060722070924,61.4031778816334,0
Hispanic,65,E,C,D,C,A,D,59.06263241085667,D,-183.9588667419455,B,E,E,-31.78313829411111,C,129.5938137615304,-12.747471670209038,-90.26250840612535,-73.6090406787679,0
Asian,56,A,C,C,E,A,D,22.596029088366663,E,65.50858618406802,D,E,C,-210.62192391797478,B,37.22328418487714,134.4303523861628,-252.47609070407688,3.5682263154305436,0
Asian,63,B,C,B,A,D,C,-132.96953210399386,B,-28.287611159389964,E,A,A,-28.307583573052717,C,-216.03435521041922,101.90677076783128,-60.45823926195229,193.96199051141994,0
African American,34,B,D,D,D,E,A,-111.43221555641315,B,-41.865545094588505,C,C,D,192.15345725147688,D,-22.508070711973563,-7.422305427763167,-90.09245282352641,6.473099509131412,0
Black,73,D,C,B,D,A,B,8.597335452013317,B,264.24558308484285,D,A,C,153.28798692162604,D,-78.32597062530854,-208.67969031505575,49.54646908005378,260.1082063321862,0
Black,21,D,D,E,C,B,C,218.83854509669928,C,-67.30556994589193,E,A,E,-96.89727762928344,D,-105.95774535020219,28.273265714114533,62.733388362639054,-23.090043473940465,1
Asian,71,C,C,C,D,D,B,50.622356688268944,C,-249.8556143845337,B,E,B,-32.425577349888755,E,2.214199117307728,-56.261762835363086,27.007141733036978,102.023544360621,1
White,40,B,B,C,A,B,C,-47.859281652481926,E,-20.72057636668922,B,A,B,-82.17546010668997,C,-18.233466290669163,48.08662283100599,36.56060081289178,-108.1300639799548,0
Hispanic,26,A,A,D,A,B,A,1.5892288255841949,D,-80.33109433467004,E,A,E,143.96836899354972,B,-95.81809961051475,-84.02871168830904,71.93726608575852,85.01698358527408,1
Asian,48,A,D,D,B,C,E,-52.38397478914389,C,-0.5266679460434366,C,A,D,-85.87502070360473,B,84.00922017493664,-6.667270713417447,-68.65740974190341,-144.72376498575005,1
Asian,70,E,C,B,E,B,A,44.11752382007102,A,103.57211717234216,B,D,D,81.26717494488496,B,62.678057596527545,74.95183027417937,-24.393900229161154,158.20730316530717,1
African American,75,C,D,A,A,C,B,-33.87375032073876,E,-20.01790145631227,D,B,A,2.6504387637855573,D,44.64782667869107,-34.524202347235104,-40.889481678883435,69.81554212906556,1
Hispanic,42,A,E,C,D,B,C,51.97074588297902,E,169.01344300642938,E,C,B,-14.22393855762838,D,-98.07798474691953,-67.77407226902665,43.54947635618967,-49.3174015165057,0
White,78,E,A,D,D,A,D,-67.83039346465273,E,97.40193696831436,A,A,E,15.778923349097877,B,-0.10385145387829038,-145.97222795088967,-156.78704552559572,162.53274880830318,1
White,74,E,B,B,B,E,D,140.78006338026768,C,153.30120928227768,E,E,B,92.36154406395404,C,-65.96467403382613,-44.23123009269202,-60.448229228376036,67.97997530935412,1
African American,28,B,C,D,D,C,E,-15.376347659678991,A,25.827435216242833,C,D,C,83.69047897299659,C,11.343876961058527,86.68802010581487,-59.19799541113145,-102.97970368140122,1
Asian,38,C,C,D,B,C,B,32.74860779613217,B,-56.457473877857446,A,B,C,-139.66582910483928,B,-79.21415379279365,67.5747285670909,7.46206100589858,192.48231337501682,0
Other,72,A,C,E,A,B,B,3.6379269259556675,B,-34.62423938018034,C,D,A,-129.95119998159075,C,40.85041486394049,204.87902769034739,58.11434143736092,-48.98507798805822,0
Hispanic,75,A,E,B,C,E,A,33.79250047700972,E,-46.78668755306445,E,C,B,-6.778970216344073,C,-111.23624313375366,97.61233752326244,-135.68161121127923,-75.69250283314179,0
Hispanic,50,B,C,A,D,B,E,272.6974972445461,C,75.69037768525676,E,B,D,124.43881939386179,A,182.85486398223074,-155.624283302118,-116.07638713899186,-192.2769810459423,0
Black,41,C,D,B,C,D,A,-111.07363601936453,D,132.7185300854107,E,B,A,2.704435319599568,A,-84.25343482591788,-98.68245625425062,-12.96249813301483,-123.57407540344887,1
Black,22,C,A,A,C,C,B,147.53916568548286,E,37.909590232989984,B,C,D,273.60154650830043,D,124.40067300412933,-8.939509278285827,322.0226304489449,68.6511222374074,1
African American,27,B,B,D,E,E,B,41.81470818149453,B,-45.444813170250214,D,E,A,-97.25702276356303,B,8.299446641593518,89.41220209515416,34.444098280637505,203.8114117753428,1
Hispanic,59,E,C,A,C,D,C,-70.64703874865238,A,101.95684645261296,D,D,A,-109.34709077882343,E,-122.92968406993032,-9.715649556898317,-15.851400083958426,-139.74339741778454,0
Asian,77,A,B,C,C,A,D,-24.63970646156848,A,137.85157461075184,B,B,B,68.96301715334506,B,193.27643872692593,206.20738224605043,-33.25007366885557,-226.07520827123037,0
Asian,30,A,A,A,E,A,B,72.36235982407739,C,-125.01691282302588,B,B,C,-126.47798500006083,C,-18.423512902472872,-79.35221249693261,62.463711692873794,-0.14175587963890884,1
Black,47,D,E,E,C,A,E,154.82460343975697,E,80.61214969557439,E,A,C,-5.812273919750152,B,54.01872916974244,25.48780451933913,-8.165572889795067,195.5248807927927,0
Asian,65,E,C,E,A,E,D,-3.2005172483955695,E,-2.9747678951549403,E,E,E,21.054198319619008,A,-85.1439576385291,-165.25035163956437,58.420626701004174,-78.25617689397232,0
African American,50,E,E,D,B,B,D,-35.42560870222093,D,135.38430049646095,E,E,A,-213.66549899944394,E,-70.60064529433387,-75.5413879865094,-81.58890050329819,154.75835764057956,0
Asian,63,A,E,D,D,E,D,44.78128275897228,C,-4.178376990475884,E,A,E,-11.142278203064695,C,-92.35350499214391,132.17929450447463,38.16046909035731,24.615030045807828,0
Hispanic,62,C,E,D,E,C,B,-7.3876837747813315,C,33.86885189439672,A,C,D,-119.12027618901637,E,-1.8719762442753367,119.18696105005209,19.53171971625843,-94.95803834143149,0
White,25,E,E,C,A,C,A,-78.69732288346174,C,59.72173444241764,D,A,E,-93.30997059548429,C,-162.18836489531202,-255.11181865473765,-80.40681300716379,48.0173126712971,1
Asian,36,E,B,C,B,A,D,-91.29693332139101,A,46.0239653771976,E,B,C,81.83999866459027,B,-12.129500057066565,-34.73625508736104,133.6409574492402,-71.83351044537952,0
Asian,63,D,C,C,E,D,E,45.31506373562172,C,-22.247233018985543,E,A,C,50.60622643538457,B,26.82087991172833,93.88263512966168,-90.16180803203612,186.36180383649943,0
Asian,37,C,E,D,E,D,E,22.38897051972229,C,168.15498487134013,B,E,B,-141.82709680147227,B,44.045146539990235,0.750344702722538,36.00938098532803,199.93447455206464,1
Hispanic,55,A,D,D,A,B,D,-25.03954050990293,C,72.56839592304374,A,E,C,-139.46641518452304,C,158.3696074096012,67.18310506728025,35.192719548382286,70.10432310260913,0
Black,70,B,A,D,E,C,C,-51.88371381307273,C,61.12530382504361,E,D,D,-37.93862085422751,C,149.216858283945,-9.281320624616852,-24.48919732295978,151.0274438780059,0
White,66,D,C,E,B,E,C,-69.03234836196638,C,64.43306730064872,E,A,C,-21.031480202134016,D,100.47353095166385,-63.15436254843981,25.867208122808844,70.2535545275812,1
African American,38,E,E,A,A,E,C,146.26891677898058,A,8.536411875059413,C,D,C,89.63436450465213,C,-16.593192821197494,-128.51251815775564,-157.3981742975329,35.34781794127009,1
African American,48,C,E,E,C,A,A,-146.782186460356,E,163.9779066388078,B,C,C,-131.04484603720766,B,112.98958083824881,-194.88082713724296,73.74824823325841,131.34757727928456,1
Hispanic,65,A,E,A,B,B,B,-73.49457537610604,C,-35.14364505122338,E,C,A,107.26390274119397,C,138.92163752117835,-17.023802989854783,81.04353727818227,133.73682056201199,0
African American,53,E,D,E,C,A,C,115.73954898726751,D,118.96606554522191,D,D,D,-184.26654196739548,B,270.6781938411575,-107.691187990056,75.69231927986797,-47.62700869753269,1
African American,38,D,E,B,C,D,A,-73.26114681506075,B,-48.00843557691104,D,D,B,57.30357815296413,B,-70.40957900158989,143.77255238819623,-19.97566427258393,-16.815393035255973,0
Black,61,B,C,C,C,C,C,-49.537318808287516,C,-83.81615864577428,A,B,A,-74.02968240181038,D,-66.3129124564205,127.88709891583352,-75.74939694319144,-19.38021424970827,0
Hispanic,54,B,D,D,A,D,C,74.98332556738272,D,1.995408473495632,E,D,D,104.66557878971673,B,-5.150733807441164,-6.606126225276418,6.713091286899397,15.238180133331314,1
Other,68,C,A,C,A,C,D,4.112266445161521,A,116.85244208557609,E,D,D,48.85509418763189,B,-115.09857088195952,113.12792876839389,-46.99572954011349,39.018570012276285,0
Black,18,B,A,C,A,C,A,-25.85598790531697,E,75.1506298343365,D,D,C,-112.3002634998489,E,208.63316218631184,136.92979345665245,54.759224148801,-101.22250688564804,0
Asian,20,D,C,A,E,D,B,263.7228209317711,C,-123.24921130173374,E,A,E,14.544540866771403,D,-254.3024636985492,-76.28607687276445,-55.47273676607877,-72.39412166927072,1
Hispanic,23,B,C,C,D,C,B,-147.60529105106295,E,-251.34782084377366,E,A,A,-175.4368122698524,C,-81.77356211251013,164.09912530245387,49.63594530792447,149.06416120013884,0
White,33,D,B,A,B,B,D,-46.141046117918926,D,135.82373484500502,B,D,B,-142.8874960603797,D,19.508790370510535,37.54696892491458,-30.95825104848956,-64.69712684370262,1
African American,62,E,B,E,B,E,C,-58.99220244718732,D,-24.811315471748223,B,E,C,84.4695082115887,E,-87.66852961191684,-85.92386616905972,-129.47011270270835,121.97768551929835,1
Asian,23,C,A,D,E,D,E,-9.345594117617365,C,47.18037013667991,D,B,C,-84.56999939234994,D,6.358248895741501,-24.997937219344514,-69.27429725579087,-80.4935242368661,1
Hispanic,71,D,C,A,A,D,B,193.2416157739528,E,-164.63857635716644,A,D,D,-245.24862149336886,D,-133.02312010820722,9.516430678865943,-2.4297669570387037,17.218963574597062,0
African American,29,C,C,B,E,E,B,-21.929487988563075,A,-194.17404602185775,C,E,E,92.73274116194588,E,-134.41550783422696,54.97164210849038,-203.96636040803452,-14.873142836285739,0
Hispanic,45,E,D,A,D,E,A,-82.57963376730571,D,163.09242933206554,C,C,B,111.80082179374402,C,155.5342435481647,187.09517726555706,-56.61186894383171,-54.77481055011572,1
Hispanic,52,A,B,C,B,D,A,90.33373150620773,D,29.419169828134844,C,D,E,69.23344629850831,B,-210.68003518075477,-196.17894602032544,91.72412184624235,-26.5150273356613,1
Hispanic,25,B,D,C,C,B,E,16.39525042714193,B,-3.3263001162849344,B,D,A,26.912611559081668,C,21.33097671190251,-83.92665359198944,-27.009119617413397,-6.162408011270242,0
Black,44,D,B,B,D,A,E,-24.51676830578106,E,-124.97511101579124,B,A,A,21.470841635221696,A,187.5879183591571,24.47105936568093,125.1829329090147,91.18773115731727,1
African American,31,A,E,E,B,D,E,32.26126461122816,E,-102.76354326139341,E,E,A,-76.04927502186973,E,-193.97819872370593,66.0370097213078,30.288597773519033,-312.57755123580114,1
Black,64,E,E,D,C,B,D,0.19987052058937838,B,-130.32420046010026,A,D,D,69.91304290361765,E,197.37375317050186,-22.647460737131176,-24.060724455550243,55.09482779625955,1
Asian,33,E,C,A,C,E,B,-49.49688964429872,C,-209.67937155723533,A,D,E,-72.75360320350018,D,-187.74418254357929,57.385380276866016,54.93620121532674,-53.314949911272116,1
African American,60,E,E,B,C,E,D,-47.336449920542194,E,-80.76739587326186,C,A,B,67.85286515513734,D,38.62759483635332,93.39024946502906,-256.1055177257867,148.3496186154822,0
Hispanic,48,B,B,A,C,D,A,4.7626447527006395,A,104.51761340699026,E,D,E,-114.65380550038142,A,1.914111144012645,25.534925022645556,91.66810664562513,-107.408197608597,1
Asian,20,C,B,B,B,D,D,-29.556726304984416,A,175.976521979711,B,C,A,168.1726732071998,C,72.20639718597755,43.76441472242193,46.07416110839285,28.268345791530013,0
Hispanic,35,C,A,B,E,A,E,-98.52894672945526,C,-16.28374745952008,E,D,A,-1.3330580050536998,B,61.64995126909359,18.987588685913202,-62.788379291008525,-31.58057268208907,1
African American,78,D,E,B,D,E,A,-57.038421495538614,B,24.603407171400292,D,A,A,167.58195215841963,A,12.51455481073746,-90.40167741532048,1.375306371995194,113.43212049974845,1
Black,64,B,C,A,D,D,D,-218.7974389115113,D,-55.175458683541834,A,A,D,116.12157915711153,B,-12.090710287233634,-121.75784020780512,-50.09560337815904,141.532081484685,1
Hispanic,25,D,A,D,C,D,A,245.76276942559622,E,-173.48161273981725,E,A,E,-65.9297448399385,E,-158.8972212594167,-4.027113485420443,160.05503175431787,-59.064055091523315,1
African American,69,C,C,D,B,D,E,-91.37803830036816,E,68.4806275479993,B,A,B,-45.1582000785115,E,-85.9227582548251,112.3498210428487,11.431656550994946,68.8456515174275,0
Hispanic,41,A,B,D,A,A,D,43.2371959043373,C,86.63288088745522,E,D,A,100.36526129864507,A,162.68371418406664,-169.5260109309525,10.457284610683914,-45.652468290128716,0
Hispanic,43,E,D,E,B,B,A,80.23251693028186,C,108.117132462997,E,D,D,-129.35119470576802,E,-72.12288074960857,111.59972508269512,-35.21985174216079,-71.32525948994443,1
African American,77,A,A,D,E,C,A,39.987169662856424,D,15.299675484792305,A,B,E,74.02526976700406,C,-195.74878115412645,233.71043875079863,143.04001294601832,-40.6141432202802,0
Black,42,D,A,A,D,E,C,-141.13835271322245,D,97.06264732289837,A,E,B,22.11364691882195,B,9.449714945417394,131.32000600708707,-15.204631760257767,39.03987461962773,0
Other,43,B,C,C,D,D,B,-48.06182203989987,D,-123.62501108695325,D,A,D,21.358093669162347,E,-90.7477549723486,212.02081434089797,23.91814888167495,6.099815209214991,1
White,35,C,B,D,C,A,C,105.4000553802992,B,133.31025275657106,D,B,B,-63.43117741753584,E,68.57344184338825,49.9081028399261,24.34162067167541,-151.65232564408308,1
Black,36,D,E,B,C,B,C,30.014336410350467,B,65.6517623444015,C,E,C,-27.762561903785976,A,-63.94552146880941,60.30092603025858,37.4762920172831,58.090293687183014,0
African American,35,A,B,D,D,A,D,151.73066166042148,D,122.59205574284225,C,A,A,115.27791299133565,D,-13.816502974866706,52.530413484978254,76.92854150952046,149.25634595555152,0
Other,18,D,D,D,D,C,C,12.270268188945234,E,-62.07340182758211,D,B,E,-18.88384830515053,B,182.66786644650017,-67.50608873115205,-31.024432522038488,-175.80157601251722,0
Black,49,D,D,E,C,C,E,81.69638052544977,B,-60.18953816040927,E,B,C,-214.152656459847,C,-48.96671490890186,136.9460864293263,67.78729286144981,-8.082079202207774,0
White,72,C,B,D,D,E,B,-2.339420825136461,B,-82.57490345335064,A,E,E,-159.7944898513147,C,-137.916916896914,139.73041446064553,-38.211757083289015,177.33231309262123,1
Black,70,E,A,A,A,D,B,-39.38835416132622,A,-98.58392600301893,C,A,D,-93.06145226641718,D,-59.18379458960125,-58.18038492829379,-37.52523530861735,-88.82866513687114,1
