sex,Religion,married,nation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Female,Jewish,Widowed,US,37.39265515905013,D,-52.59878132475614,-91.18989650125438,E,0
Male,Jewish,Married,Brazil,21.514621100721065,C,8.59160381475483,268.0382107325984,C,1
F,Christian,Single,US,-26.88844471833628,A,64.06738288625667,107.22379072093047,E,1
Non-binary,Muslim,Married,Brazil,-143.26599752261237,C,-19.286349256567366,16.264037265894178,C,0
Female,Buddhist,Divorced,Germany,116.0563336590776,E,-19.299731563996712,-148.9438223670475,A,1
Male,Jewish,Single,Brazil,-30.401024604319034,B,31.982663341061308,-160.96827496100295,E,0
Male,Buddhist,Divorced,China,29.460835113876215,C,-99.4419938616299,73.5008540484688,D,0
Non-binary,Muslim,Single,Brazil,90.94118163876684,A,-2.4424563808083595,59.52076589716635,E,0
Other,None,Widowed,US,146.16700035467903,A,-160.60218771362128,-57.51160591138904,A,0
Other,Christian,Married,Brazil,-36.25860645831756,A,45.0917925828574,-24.67746274693279,A,0
Male,Buddhist,Widowed,Brazil,63.444335208731694,E,192.1069145282097,58.374061016933375,B,0
M,Other,Single,China,64.17589144187271,A,-71.21649377071958,6.144730724953266,D,0
Female,Christian,Married,India,101.61273775411009,A,-155.78561719768592,-19.961065973310586,E,1
M,None,Married,Germany,194.00900887531955,A,-7.242422494711969,70.24345650642755,B,0
Non-binary,None,Single,US,43.51000368428027,D,41.8995779292125,-195.655842015345,E,1
Male,Jewish,Divorced,Other,-20.806961608408486,A,-4.195082208287407,-5.727012531280281,B,1
Other,Christian,Married,Germany,-70.6314026419392,E,-31.55217767204967,118.41876865732688,E,0
F,Hindu,Single,Brazil,53.89634211144957,D,-130.10435706551038,162.15795130785534,A,1
M,Christian,Single,Brazil,-52.58917218443118,B,42.1440615359319,-62.818815286357335,C,0
Non-binary,Buddhist,Married,Brazil,-28.21803605275312,B,24.5617649686387,50.931936176128744,E,0
F,Muslim,Widowed,India,-33.442411959346856,D,197.84355660724967,29.352478035048353,D,1
Other,Buddhist,Divorced,India,111.66867782363532,E,-65.5142149643053,-7.16381345114756,C,1
Non-binary,Jewish,Divorced,US,-32.7317896943689,C,14.828401815850059,-174.72531051635255,A,1
Other,Buddhist,Married,Mexico,14.426001798660673,E,-22.11074400908791,16.472110031590038,E,1
M,Muslim,Single,Mexico,-77.49208149032155,B,-80.98873412777596,50.18897715840269,D,0
Female,None,Widowed,Mexico,-25.069905801105364,C,92.16208007931463,33.38598032421373,B,0
Non-binary,Hindu,Widowed,India,159.97689440949935,B,6.270924955854701,-55.65415735664278,E,1
Non-binary,None,Widowed,Other,5.374623356922837,D,-215.15588499254625,-86.65649468362989,B,1
Male,Hindu,Married,Germany,11.515351186212738,A,151.82252546323627,5.999738897690764,B,0
Female,Christian,Divorced,China,-28.872811423387308,D,44.54199963669663,-163.90225118902373,C,0
M,Hindu,Single,India,-33.54351055126711,C,29.961099115409578,87.75254730800117,D,0
Female,Other,Married,Germany,134.76218914322183,C,4.686840987243449,10.03726172680877,D,0
Other,Hindu,Single,India,-0.36380626619709133,C,-203.03291200239096,-48.5569871514061,D,1
Other,Buddhist,Married,UK,59.11318012289682,E,50.781453276607444,-139.6385681029658,E,0
F,Other,Married,Other,32.360803759007304,B,-19.824366252668128,208.6438334984705,D,1
Male,Hindu,Divorced,Other,44.24206573935604,B,32.57893863202176,-85.21244856839844,E,1
Male,Hindu,Single,Germany,110.1247357907839,C,102.72243872340614,130.3197363428365,D,1
Non-binary,Muslim,Divorced,US,80.36660109249935,A,-170.84066372047647,-9.878419400503333,B,0
Female,Christian,Divorced,Germany,144.8573192786516,D,-93.0114838695375,171.95211996122538,B,1
Male,Hindu,Single,Germany,-0.6562629827847447,E,29.870340982524503,-181.38162884827665,A,1
Other,Hindu,Widowed,China,18.739519465929156,D,-47.90636285729378,4.825913899287787,B,0
Other,None,Married,China,119.71411091662551,C,-129.09717709051037,-168.23303380666178,E,1
Other,Muslim,Single,India,-133.442490536316,E,43.20200100341292,24.47788008186265,B,0
M,None,Married,Brazil,121.99037186392697,E,-146.84324861000735,-69.35124399786872,E,0
Other,Muslim,Divorced,China,-112.29977791881703,E,40.89800591230234,71.98718885309935,E,0
Female,Buddhist,Divorced,Brazil,-152.69969843669983,A,18.935714063802966,-115.88975931065417,D,1
Non-binary,Jewish,Divorced,Other,46.30929728673605,E,30.279716251281158,-70.22026318345254,A,0
Other,Other,Married,Mexico,24.18612148970741,E,-50.71128424341646,-140.16077749699676,D,0
Female,Jewish,Single,China,-20.483922544849055,E,61.71507810112755,-192.01154067000272,D,0
Male,Buddhist,Divorced,Other,18.88052780545455,B,-41.67438595486586,-62.284735549042146,E,1
Non-binary,Muslim,Divorced,US,-114.47799645044444,D,156.1757772075802,-111.96675238036455,D,1
Non-binary,Hindu,Married,Other,91.1804865298989,C,41.06131352895126,113.26218531223957,B,0
M,Christian,Married,China,-243.07499360401215,D,177.60650275421267,-23.874415664206257,D,0
Female,Buddhist,Divorced,Mexico,-93.67888780840232,E,-62.21504078305236,81.67012651107365,E,1
M,Buddhist,Married,China,132.72239865384415,D,72.69784505996303,148.6627940100409,A,0
F,Muslim,Widowed,Other,-28.12075615607007,D,10.146202743395829,47.827138066673825,B,0
Other,Christian,Widowed,UK,206.83733391578923,A,-55.21931256907454,31.092399176964687,C,0
Other,Other,Divorced,UK,18.556660948909887,E,15.049401193907322,-23.477390130374513,C,0
Non-binary,Christian,Single,India,56.403408684021414,E,22.61472731961758,-61.07286897881137,B,1
Other,Buddhist,Married,Germany,-54.198514286873646,A,-101.39162891154226,95.42213322197591,A,1
Female,None,Married,US,55.020741027299444,E,50.96255529238947,-148.18896272661388,B,1
Other,Christian,Married,Brazil,48.766491810601295,B,52.12627585532953,-3.1677229866869645,C,1
Female,Hindu,Divorced,China,83.55273892654324,D,192.1323815817379,128.3671391554607,C,0
Other,Muslim,Divorced,UK,74.4700847163648,D,54.35155751224112,-11.071431788574378,C,0
F,Other,Married,Germany,12.061458392614423,D,139.07382740173628,-77.79983985780432,C,1
Non-binary,Jewish,Married,China,34.329380319030705,E,-48.693558468911526,105.44444734859346,D,1
M,Buddhist,Single,Germany,-25.619584586159185,C,125.2209543431755,107.70985427853988,A,0
Other,Christian,Married,UK,32.883384704959425,B,-63.504374221362724,-2.123760614699726,A,0
Non-binary,Buddhist,Married,US,34.13732896617176,D,25.113403482548698,5.155982895289013,C,1
Non-binary,Christian,Single,India,-217.38935360569022,C,65.53280010275581,-169.3647483309822,C,1
Female,Christian,Single,US,-6.2770745013596265,B,40.28879974092299,107.62585100708164,E,1
Non-binary,None,Married,Brazil,-146.09200841361317,B,-13.20202969065107,151.88985869857524,C,0
Non-binary,Christian,Single,Mexico,49.05851510198051,B,-121.97086326698907,53.505342083881615,A,1
Non-binary,None,Married,Germany,-203.74429025448353,D,67.89551063882088,-131.06963119857096,B,0
M,Christian,Single,US,19.80188034935212,C,106.69238780272457,-11.088687622742102,E,0
F,Christian,Single,Mexico,22.37478437892281,E,-42.27794590152968,-120.97353914306099,D,1
Female,Other,Widowed,China,-38.44003180550967,B,-13.837371167857368,109.82939477198033,C,1
Female,Christian,Divorced,UK,18.034427549427313,D,-4.580143262618906,-99.51942604868073,E,0
Other,None,Widowed,Brazil,-106.59972331312603,D,33.45848205837393,-19.269033045674938,A,1
Male,Other,Married,China,-71.4442406418232,B,104.94277549962486,-64.17569757032601,E,0
M,Other,Single,Brazil,188.12545006413646,C,-55.9077744294759,13.385799946776286,B,1
Male,Muslim,Widowed,Other,128.45367647339418,E,-110.67214053672632,41.119199017994234,C,1
Non-binary,Jewish,Single,UK,130.07977847051487,C,-26.346486399604114,-74.79345952114447,B,1
Female,Jewish,Widowed,India,87.52197205806742,B,112.77829809305831,-47.16997118962878,E,0
Female,Other,Married,UK,-124.73200216097023,E,-19.606087298986736,-2.2492395011497837,D,1
Other,Christian,Widowed,US,-125.64921325977213,C,140.98640179084202,-15.584160093436235,D,0
Non-binary,None,Married,UK,14.00837618294074,E,63.09893770817608,79.17454729197766,B,0
Male,Christian,Married,US,-22.06727605473654,A,-154.38240568785858,-35.068376011829876,C,1
Male,Other,Single,Mexico,14.268184763480651,A,-94.6879557455071,163.4250723272231,E,0
Female,Hindu,Married,Mexico,46.111329222101986,B,108.0327922898324,58.574842847265174,C,0
Other,Buddhist,Single,China,-12.124005672744008,A,105.43673379885972,108.20903625837859,A,0
Female,Hindu,Divorced,Other,-97.64237444863791,B,-151.46684950094067,-75.88490964641323,A,1
F,Christian,Widowed,Other,162.75703772327603,E,-10.518992726967102,9.323481065571269,C,1
M,Jewish,Married,China,-147.4464059587814,D,-124.85453136456988,-132.56044671071464,D,1
F,Jewish,Single,Mexico,-178.67748505914673,C,-53.69687358987194,108.22115186585481,C,0
Male,None,Single,Germany,-2.664531753229525,C,138.35010929811304,62.56396901537289,B,0
Female,Muslim,Widowed,UK,-28.651466850033806,D,-105.34357612116732,-116.99304481894215,B,0
Male,None,Widowed,UK,63.20355454641857,D,-179.51279183606562,-98.23007591518555,C,0
Other,Other,Widowed,Mexico,27.966654100276273,C,-123.8508458036524,40.38043514638767,E,1
M,None,Widowed,Brazil,-72.49789895555423,A,-146.22556206569445,20.393520534713545,A,1
Male,Buddhist,Divorced,China,139.74741375681236,C,41.200495150703844,224.72408392394004,E,0
Other,Muslim,Single,US,-101.17951204523455,A,88.75356650918167,-45.58817889509345,E,0
F,Muslim,Single,UK,-24.313701038204385,D,50.2716960938817,35.59101118072416,C,0
Male,Muslim,Divorced,Mexico,65.958033126367,A,127.77843312705603,17.30725036604327,D,0
Other,Hindu,Single,US,124.07591158197513,A,-249.0714572407576,173.72566565107084,C,0
Other,None,Divorced,India,-98.7545782883484,A,-5.73211641585374,132.03866980912318,A,1
Other,Jewish,Divorced,India,-235.83359490012322,B,0.052184991652568166,-45.74424157084246,B,0
Female,Jewish,Single,Brazil,-28.574337175950028,A,148.7121820244297,165.02945506498833,D,0
Female,Buddhist,Married,China,-57.08304950697182,C,-30.397340857359605,-27.230897826715587,E,0
M,Other,Widowed,US,-32.44123212607088,D,-152.51645144059984,-41.406187790283816,A,1
Non-binary,Jewish,Single,Brazil,-51.514382650445455,E,52.230702817279315,77.23086681302483,A,0
Male,Muslim,Married,Germany,-254.48161013953077,A,-177.40284431737612,-103.41777866163359,E,0
Other,None,Married,China,10.147332145362697,E,260.6895851696051,-28.140431633119384,E,0
F,Hindu,Single,US,-51.06795596790935,B,8.999385020666859,-88.28416508824854,C,0
Male,None,Married,Mexico,113.48304811315441,D,30.927516315600172,38.277172770671335,E,1
F,Christian,Single,Brazil,47.32509320029939,C,72.0364996514613,-38.553462098066056,E,0
Female,Jewish,Widowed,India,11.433061478481646,A,30.26420134709223,51.83651673675358,D,1
Female,Christian,Married,Mexico,-25.431905034728526,E,42.0414403769931,175.57495713961717,C,0
Male,Hindu,Married,India,-139.7064823256441,C,35.18035824792705,9.837016549338125,C,0
Non-binary,Christian,Widowed,Brazil,-137.53385405574164,C,-41.32140344962268,-44.43189508234225,B,1
Other,Christian,Married,India,21.823915661492364,D,20.299848796382555,-24.673468876244723,B,1
M,Jewish,Married,India,-115.66875656762012,E,-142.11348616078382,147.6981120831084,E,1
F,Muslim,Married,Brazil,1.5555163146807454,C,-136.30386482440304,-80.22195583508271,C,1
Female,Muslim,Married,UK,-44.54684010727076,E,79.69092950373795,-154.56998420338277,D,1
Non-binary,Muslim,Single,UK,162.25820076670342,C,56.12209533357614,6.718693882506892,E,1
F,Other,Divorced,US,30.958742764564946,A,141.1322546544882,50.20994484984698,A,0
Male,Muslim,Divorced,China,86.58824211410074,C,142.3616088476377,117.50218223750555,E,0
Non-binary,Christian,Single,US,-114.75241330750157,D,-113.29414762506975,24.55436653760889,B,0
Other,Muslim,Married,UK,-28.373623902116286,C,34.68584536228607,-82.81310281088288,D,0
Female,Jewish,Single,US,87.49238678182584,E,12.898783949390596,92.73926515236984,E,0
Non-binary,Other,Married,China,47.999528860544274,B,-209.78065161212567,91.24162454251477,E,0
M,None,Divorced,UK,33.96446951399552,C,-247.56081229018193,-55.033159787016494,E,1
Other,Other,Single,China,-117.1375960483173,D,12.254319513942512,-63.450922148532285,E,0
Male,Other,Divorced,US,-19.164836120629154,C,-175.7330182520879,185.2787619081284,C,0
M,Muslim,Single,India,116.45149275809379,B,180.50471286121135,-27.954231166506844,B,0
Other,Christian,Married,Mexico,-124.69231427240778,B,-100.46607935742615,72.96525864985838,C,0
Other,None,Widowed,India,-143.31547378736002,C,15.75793618653555,-24.394389670773812,B,1
M,Christian,Widowed,US,85.62801233846146,E,95.32101063333852,3.2374533641067265,A,0
F,Hindu,Divorced,Germany,127.44263007119416,A,9.097321705115412,-22.818898240000657,B,1
F,None,Single,Other,-140.77501424676785,C,77.96543963188974,-118.51581351505996,E,0
M,Hindu,Married,Mexico,-55.21807399596953,C,40.040084752791294,15.397069849971166,E,1
M,Hindu,Married,US,52.02337444839923,C,-128.5063757626808,-8.64496807490173,D,1
Female,Buddhist,Married,Germany,6.1522970671547075,E,-66.52664352878432,-111.0669083988402,B,0
Non-binary,None,Married,Germany,-73.21292312090742,A,99.68912747833627,-85.5105165282261,A,1
Non-binary,Christian,Single,Germany,-12.852057657900238,B,279.4161894979378,25.65668820982604,C,1
Other,Hindu,Widowed,India,38.428875945621215,D,-90.25440993413427,149.7810416554618,B,0
Other,None,Married,UK,45.633113808211554,C,-133.92709045334033,78.35066712555881,B,1
Non-binary,Muslim,Widowed,UK,-11.864491450140605,C,164.52050619426467,26.389018900490456,C,1
M,Other,Married,Mexico,6.251899994928458,B,-135.0931472581813,-77.43507216870589,B,1
M,Buddhist,Married,China,-45.338763129626514,D,75.34275616654757,54.909149819116784,B,1
F,Jewish,Divorced,US,-171.45174907261128,E,-14.014314523942664,52.7715288563559,B,0
M,Hindu,Widowed,Germany,-130.78397338099128,D,-34.89869681155193,40.31214040646304,E,0
M,Christian,Single,UK,-155.22058208221404,C,-106.3746176529614,95.560615401745,D,1
Non-binary,None,Widowed,Mexico,-9.164989525680593,B,70.89086203101206,-2.8202555302607624,C,1
F,Buddhist,Single,Other,-73.7051666007709,A,57.11546290133466,-13.28476447537522,E,1
Female,None,Married,China,-59.359725860887316,A,-275.6015883360776,-38.66505260496873,C,1
Female,Muslim,Widowed,US,206.7021605383679,B,-26.146822421591764,27.443659431105523,D,1
F,Muslim,Married,India,-176.59059894032168,A,69.63858604653514,53.11917934911854,E,1
F,Jewish,Widowed,US,-169.4825813722031,D,62.34998664201734,46.16076148419917,D,1
Non-binary,Jewish,Married,UK,-86.17563461418672,B,23.1150898175421,11.027501559802811,D,1
F,None,Widowed,Germany,-9.210077424335587,C,19.384396185263274,83.46317804969881,D,0
F,Buddhist,Married,UK,-132.20727996979457,C,-10.974405908402945,122.5545417734234,B,1
Female,None,Single,US,41.35850525982783,A,-44.679203440921114,26.177017993697195,B,0
F,Buddhist,Divorced,Brazil,-23.215478608079543,E,27.85683300896621,-67.44748027485407,D,1
F,Buddhist,Married,Mexico,98.60171108132822,B,13.182693239582127,-5.316720197397118,B,0
Other,Other,Widowed,Brazil,127.19881615656656,E,-100.07605000004116,50.32252462901814,C,1
Non-binary,Jewish,Single,China,-38.52609618294045,E,3.8446420011892988,-179.28829940065313,D,0
Female,Buddhist,Divorced,China,-7.121561706531463,B,43.818176607263155,-2.4974353005060648,B,0
Female,None,Married,China,-99.5468293446841,A,103.42036449357985,-53.808724417284495,B,1
Non-binary,Other,Married,Brazil,-16.913160345058586,E,105.85692337721673,82.15475114773281,A,1
M,Buddhist,Married,China,21.67924413937974,A,42.45261047538341,-98.4121000042314,B,1
M,Muslim,Widowed,Other,113.66422961908678,D,80.47425570207928,-19.530843308115738,E,0
Male,Christian,Married,UK,-72.77143748157341,C,-234.30807710180582,58.67662176758176,C,1
Male,Hindu,Married,Brazil,-46.34520059406657,A,-101.12853004404853,51.414514983817895,C,1
F,Christian,Married,Other,-142.87632471431144,D,-42.056883930605515,98.65949158534538,E,1
M,None,Widowed,Mexico,55.433153855134684,A,93.60851873213666,-54.39697525057129,E,1
Non-binary,Other,Divorced,Germany,128.73898791476634,C,157.6894954079572,-71.67162669187398,A,0
Male,Christian,Single,Germany,-65.19666190549552,B,200.78483451895144,163.84513041665093,E,0
F,Other,Single,Mexico,-94.49390989366135,E,-106.83016977614155,-128.69941321354537,C,0
Female,Hindu,Widowed,India,-0.7632188806411284,E,-103.03531660050925,16.02663698588763,E,1
Non-binary,Buddhist,Married,Other,-180.62076837678637,B,101.77889926166559,-208.262323236714,B,1
M,Jewish,Married,China,-93.57106407174479,E,-50.833282588623874,-122.81877997434223,A,0
F,Jewish,Widowed,Other,-149.17691207399082,D,4.691939586865565,-44.577012766654484,A,0
F,Hindu,Divorced,India,75.03436876479854,D,-120.98790077596287,-122.51986297499833,C,0
Non-binary,Hindu,Single,India,-51.85800562158291,B,0.9795002404481328,-107.87356270854245,B,0
M,Hindu,Single,US,-41.07064640766862,A,-232.03399853265688,143.75640263496916,E,0
F,Other,Single,Mexico,-209.90532128579136,A,113.07430312037721,-45.167224582109604,E,0
M,Muslim,Divorced,US,-36.30166164860717,D,-145.96859097048502,-253.79092632909837,B,0
Female,None,Widowed,UK,37.20242390511855,D,-10.426724724637602,-152.11304906770278,E,1
Female,Buddhist,Widowed,UK,-4.617331786460654,C,-158.913619965236,-41.86215348189909,D,0
M,Christian,Single,Other,-27.150859654953173,D,-115.9490665260569,35.64335740397515,D,1
Female,Hindu,Single,Other,-23.872203004986183,B,52.31928159017145,-150.08053158291074,D,1
F,Buddhist,Married,China,-13.791078019015766,B,-20.19775986186284,16.486949834924445,B,0
M,Other,Widowed,UK,87.8919954693215,D,-229.43139445536977,-93.70842306289249,B,1
Non-binary,Buddhist,Married,UK,-54.741408087823004,C,-23.709673790053913,105.7662694411952,A,1
Non-binary,Other,Divorced,India,-188.98580901308986,C,107.05731272047012,-181.37651244069653,C,1
Female,None,Married,India,-112.3146280756351,C,162.0536037962285,22.641537402868668,B,0
Female,Jewish,Widowed,Mexico,-24.03839955779268,C,71.06886305785578,115.90891161799269,C,1
M,Muslim,Married,Other,182.16898587815095,D,34.01390519068933,-28.832143579594216,E,1
M,Christian,Single,Germany,-31.47277865255058,E,134.09540373760063,-89.0838882810426,E,0
Non-binary,Hindu,Married,UK,6.302908478570919,C,63.891178151950776,-24.938078510334876,A,0
Female,None,Widowed,US,-26.94280237610706,B,-115.95001057763312,-122.64269906999263,C,1
F,Other,Widowed,China,25.364586375865304,B,20.263209675146694,104.38358999498037,D,0
M,None,Married,UK,-218.6947876651778,B,-86.96993091675003,-41.08518073951787,B,1
Non-binary,Other,Divorced,UK,56.175967076063124,A,-56.609198173654775,110.10283918370239,B,1
