age_range,SEX,military,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
36-50,Non-binary,Veteran,UK,-64.16903076089298,-131.96689766569233,E,E,C,149.8639543481661,1
65+,Non-binary,Veteran,UK,-90.45341711357506,41.62397977563549,D,A,E,178.12879246002285,1
36-50,M,Non-Veteran,India,-79.65831523484985,-11.924404348097813,A,E,D,165.5355127765322,1
36-50,Male,No,India,291.6658526691853,-48.10348910378383,B,D,A,46.369667630218494,0
36-50,Non-binary,Veteran,China,29.451875006384633,-5.52589150187868,E,D,E,58.70456067710311,1
26-35,Male,Yes,India,54.18888000767031,56.29665980251642,A,E,C,-35.508374635623454,1
51-65,M,No,Mexico,-123.50351386528749,-138.64302309395117,A,E,C,8.51168195906218,0
51-65,F,No,Germany,-50.687306178432955,-30.564780791745516,E,A,D,-47.98587554574777,1
36-50,M,Veteran,Brazil,-119.9995792401594,-62.502947713330826,A,C,B,-46.796166996443525,0
36-50,Female,No,Brazil,67.74157469875183,-18.865616191173,A,C,B,110.9564393045137,1
65+,F,Yes,India,-198.0667228836446,-104.15419166684703,B,C,A,17.313444023357498,1
51-65,Non-binary,No,Mexico,-103.48807254877843,73.08232867003095,E,E,E,-44.48278278716564,1
36-50,Other,Non-Veteran,Other,36.01736539390393,6.985833492358018,C,B,B,-128.76477765809494,0
26-35,Other,Yes,China,33.34110589727205,1.5087550023626584,A,D,E,14.24148888844385,0
65+,Other,No,US,59.290624216328716,30.44295061867438,E,E,B,-35.19491541746332,1
36-50,Male,Veteran,Germany,-58.681411696202304,16.2429099919245,D,B,B,48.31752231032825,1
36-50,F,Yes,China,32.49770385510739,25.926089348738113,A,E,D,39.99041520106671,0
36-50,M,Veteran,China,81.61243486200472,148.88239328774236,C,B,B,-103.61679934927209,1
65+,Non-binary,No,Brazil,-86.50756932805062,-56.94237641925607,E,D,E,83.9764269051877,1
36-50,F,Non-Veteran,Other,-114.55637836331817,-50.25767849100331,D,C,E,17.790456578912455,1
18-25,Female,Veteran,Other,-84.90792106887012,174.20477978642765,A,B,E,-9.405866478962556,1
18-25,Non-binary,Yes,China,87.99853523635707,-40.34454061043865,B,B,E,11.303052733628,0
36-50,Male,No,Other,104.03147277652494,-8.801595104734607,D,D,E,-81.85589509907078,1
36-50,Other,Non-Veteran,US,-97.4244568278582,-88.50060560816985,A,A,E,-294.60804996146686,0
26-35,F,Yes,Germany,-72.35192529988447,20.678922627457528,A,A,D,-120.85417473208553,1
26-35,Non-binary,No,UK,-84.25716333493878,-53.35646474833884,A,C,C,230.35993862604806,1
51-65,Male,Non-Veteran,Mexico,-132.45467119389986,-22.157268705082895,D,C,C,45.52302282157147,0
36-50,Other,Veteran,US,-21.970254185369324,-4.472088330521715,B,C,D,-103.16900876031043,0
26-35,Non-binary,Yes,Brazil,-134.17094658930614,102.89031788070655,D,D,D,-26.388069809108828,1
26-35,Non-binary,No,UK,-62.10930733552124,169.04187477231966,B,A,E,-50.682350285351006,1
51-65,M,Veteran,Germany,80.26529498942259,83.44169589821317,A,E,A,128.4076942497304,1
65+,Male,Veteran,Other,-42.132137926069355,-12.158340103715332,D,E,D,73.50548235869385,1
51-65,Non-binary,Non-Veteran,Other,-83.3195327332767,-10.347326818665191,B,D,C,6.815692259561133,0
36-50,M,Veteran,India,-2.99146765125438,33.207131806315545,D,A,B,-166.81636846674547,1
36-50,Male,Yes,Brazil,72.93482610980612,-47.90178765876583,A,D,C,-41.591056106791406,0
51-65,M,Veteran,India,93.24191362055689,-44.18315016133016,D,A,E,117.197484477917,1
51-65,Female,Veteran,Brazil,-114.86907266801094,2.6663311843007147,C,E,B,-84.05146631199214,1
18-25,F,Non-Veteran,UK,48.718375787478166,-133.96809086116824,E,C,C,-118.54699072394959,1
36-50,Female,Non-Veteran,China,-62.856341397824714,92.72929023438321,E,C,A,-213.64401422689343,1
26-35,Female,Non-Veteran,Other,24.46086753720931,-92.801687143286,E,A,E,100.24489114203745,1
26-35,Male,Non-Veteran,China,243.7895995824058,28.126271826957165,B,D,B,42.005056539641885,1
36-50,F,Veteran,US,59.18341398640406,-36.68079753466039,D,D,E,120.64410808458214,1
18-25,Other,No,Brazil,37.005301081451606,4.889314758369831,E,D,D,-20.42185919406679,0
26-35,Other,No,Mexico,26.474719563760956,-27.240495548791856,E,A,B,-65.82084211229144,1
18-25,Male,Non-Veteran,China,-20.434948612411755,143.31697036088687,E,C,C,167.54349643225538,1
51-65,M,Yes,Other,-86.98268893921836,13.97606609219839,B,B,B,-80.85493260112257,0
18-25,M,Non-Veteran,Brazil,50.8413095998901,48.87457560192986,C,D,C,189.23217239003404,1
51-65,Other,No,Mexico,-145.52464280128518,-150.6188312377828,D,E,A,45.61687247852484,0
65+,Male,Non-Veteran,Brazil,-78.39384450477695,-26.549638199755464,C,E,C,-104.18995741311919,0
51-65,Male,Veteran,US,-22.80345419085274,-6.5381416420351846,A,E,A,-115.51371801031279,0
65+,F,Veteran,Brazil,-43.41806305271165,-36.17598464917325,D,B,C,85.94712620518482,0
51-65,Male,Non-Veteran,Germany,-50.033613670780205,25.520685465849553,E,B,A,-5.062464105144483,0
51-65,F,No,India,24.268602368702425,1.359074251079339,A,E,A,-167.29819861152396,0
36-50,Other,Veteran,China,113.92718073865551,34.49336681032174,C,C,E,72.7875866623229,0
36-50,M,No,Brazil,-72.62207626886901,180.53259435877246,E,A,D,-58.42804860380546,0
18-25,M,Yes,India,9.528075666278779,-41.869269498801856,A,B,A,-142.17944923496282,0
65+,M,Yes,US,-51.80470374863218,-32.36086002221114,C,D,A,198.29606969315324,0
65+,Female,Yes,China,13.988445524775361,-154.96757008347052,A,D,E,3.4641063015623286,0
18-25,Female,Non-Veteran,China,-6.633810495032884,-162.1928788120187,A,C,C,189.32470258101077,0
36-50,Non-binary,Veteran,Other,13.790587827063257,-44.18890423412385,A,C,B,51.87775328879408,0
26-35,F,Non-Veteran,Other,-19.921061950314893,-77.58757011029208,D,B,C,112.04497353565334,1
18-25,Non-binary,Veteran,UK,38.228270703202554,74.64101759784026,B,D,A,23.617375650930217,0
65+,Male,Yes,Mexico,-234.89400794295926,110.61247211585743,B,E,B,-33.80920784507527,1
26-35,M,Non-Veteran,Germany,-26.133146033466925,52.720530714388545,D,D,C,10.709713097711278,0
18-25,Other,Non-Veteran,UK,-93.54371480220088,-9.547680187770085,D,A,D,-145.07321682894047,1
65+,Male,No,Other,-137.9962247656164,-0.839718747777355,C,E,A,-99.16060781049389,0
26-35,M,Yes,Germany,81.7691644264014,82.10001398711648,B,B,B,11.803898007544843,0
26-35,Female,No,UK,7.8738899532216164,-282.22103030237366,D,A,A,-2.0606782287326175,1
51-65,F,No,Germany,190.18230353687008,37.607572256506785,E,A,B,33.58312765756376,1
65+,Female,Yes,Brazil,78.8656628047969,123.11268861290677,E,C,D,118.04946043034552,0
18-25,Female,No,Other,-18.93570813009868,33.35255862970535,A,C,B,53.05403416419284,0
26-35,Other,Veteran,UK,-177.06200172683663,155.19219949419332,A,A,D,-88.3983547925043,0
65+,Non-binary,Yes,Other,158.14950685717508,69.05616647121636,A,B,D,4.451789925825018,0
65+,Female,No,Brazil,-180.46926211268303,141.81927732412143,A,C,A,-40.72355102615397,1
18-25,Other,No,Mexico,207.6890165057127,17.981764243259306,B,C,D,-72.14866374796829,1
26-35,Male,No,Germany,-49.14047048130417,159.3861698268132,A,E,B,-110.82527835769116,1
18-25,M,Non-Veteran,Brazil,6.393548497610175,-21.730411420748553,E,A,E,12.917679698083088,0
51-65,Female,Veteran,US,134.19652899087328,-43.14209999411646,B,A,B,-77.91330170882522,0
18-25,Male,Yes,UK,77.99417556273053,-4.252150876894105,B,C,D,-104.03219248598121,1
26-35,Female,Veteran,China,-254.38628471596982,-91.97022656067394,E,C,E,-44.23948532877197,0
65+,M,No,India,-120.78476863462606,130.0538119536623,A,A,A,-212.61124828892673,1
51-65,Non-binary,Non-Veteran,Germany,82.03389590391525,-114.35897104357066,E,B,E,-8.453563315569292,1
36-50,F,Veteran,UK,-136.4400331962302,-8.120003224955688,E,E,B,57.17116315089814,0
26-35,Non-binary,Non-Veteran,Other,111.54402691907464,-101.00510451108569,A,C,A,-138.03319442537818,0
26-35,Female,Yes,US,57.69812274807089,-194.49157846045276,E,A,E,-24.565881160376716,0
51-65,Male,Veteran,Other,-38.91257761896879,95.5563329474639,B,D,E,60.94382094014885,1
18-25,Female,No,Germany,-67.82927230888492,-46.18738021337856,C,A,B,118.70049873665663,1
36-50,M,No,Other,-60.52002814780991,-60.208743312198095,D,C,D,-47.20718032237488,0
51-65,Non-binary,Veteran,Other,87.67219153985117,26.83168003841314,A,E,E,-40.11168682430468,0
36-50,Other,Veteran,Mexico,-57.06331181005855,125.09960334383872,A,A,B,-31.679376956985767,1
65+,Other,Veteran,Brazil,8.412810736113736,-30.867650662938505,B,A,C,105.34925084876663,1
18-25,Female,Yes,Germany,-71.71051756980984,-43.5885862254501,D,E,B,205.54939854512978,0
36-50,M,Non-Veteran,Other,-51.05906152450488,-89.22701606943086,C,B,A,-134.02848519609054,1
65+,Other,Veteran,Other,-10.260022137262133,89.10217656121443,A,D,C,41.793423887371915,1
51-65,M,Veteran,UK,-50.58840666109808,-160.42917561690956,C,A,B,-77.20995579448045,1
26-35,Male,Yes,Germany,9.293027526519108,29.959013319587633,D,A,E,166.75883088051415,1
36-50,Female,Veteran,Mexico,25.349084152008377,-119.86133156065593,B,E,D,-129.69780752895113,0
36-50,F,No,US,12.879432297332988,76.03000043954853,D,A,C,9.49138593791838,1
26-35,Non-binary,No,Other,39.126277190889105,12.443569148761224,C,B,C,304.04295435997375,1
51-65,Other,Veteran,Other,-7.69266146106144,195.28954490510083,C,E,D,-68.9995611956593,1
36-50,Male,Non-Veteran,China,-56.92290661921018,-63.493477771560514,A,C,A,-34.726490490468414,1
51-65,F,Veteran,Mexico,-22.894814577324553,-20.40760885926341,A,A,C,-155.40829688973565,1
26-35,M,Veteran,US,-103.46233702168959,71.06591809219208,D,B,B,44.42220812117482,1
18-25,Female,Non-Veteran,UK,142.4259085719641,-97.21470244254859,E,A,B,86.79093261700196,1
18-25,F,Yes,US,93.4680434483145,-129.74938910117467,A,E,C,32.0547777017458,0
51-65,Other,Non-Veteran,China,61.39173967646359,-89.39772553192225,A,B,B,-81.91057953467448,0
26-35,Female,Yes,Mexico,-82.84627522844522,131.85216866466774,C,C,A,15.569052865061492,0
65+,Non-binary,Non-Veteran,Mexico,-36.4716791407634,-59.39562520418383,B,D,C,61.08481484576437,1
36-50,Other,No,Germany,49.61139055299133,-151.98010530910796,C,D,D,74.5601158102339,0
26-35,Male,No,Mexico,271.1130350015505,-33.41800530932647,A,A,C,-125.09422069442881,0
36-50,Other,No,India,-202.90213578756183,-27.164297738579336,C,B,C,-132.56944738762195,1
18-25,Male,Non-Veteran,Germany,48.74341614565553,27.84983607872431,A,D,C,-132.5962786964443,1
65+,F,No,Mexico,41.42265766507298,-22.915780868214082,E,B,D,-142.07795905191034,1
51-65,Non-binary,Veteran,Mexico,-41.89709136109649,74.30340937444655,E,E,D,-34.291144743167514,0
18-25,Non-binary,Veteran,Brazil,26.890308046928062,-30.21509266538931,E,C,A,63.13156915797897,1
36-50,Male,Non-Veteran,Other,206.6899520313421,3.1542549096518138,C,C,D,158.8217149391162,0
26-35,Female,Veteran,Germany,81.41512399629306,68.64771462622649,D,B,C,-86.69386972400976,1
65+,M,Veteran,US,105.31962016403884,-38.32441330198759,E,B,A,6.0826801038892375,1
18-25,Male,Veteran,US,-167.6321498896378,33.70070033633938,A,B,B,109.24823661809661,0
36-50,Non-binary,Yes,India,-38.05366519296485,67.79579541428468,B,A,D,-89.86096030524101,1
65+,Female,Veteran,UK,18.694290088145728,168.69958497089675,D,D,A,142.12058069628037,0
18-25,Other,Non-Veteran,Mexico,-128.0662543152132,-35.6868481530476,D,C,B,-178.38863557509373,1
18-25,M,Veteran,Brazil,-83.8637156746261,-189.56830285481988,E,C,B,-102.84403463627744,1
65+,M,Yes,US,311.85769877789136,2.078958566815166,E,B,C,-199.2540051968835,1
18-25,Non-binary,Non-Veteran,UK,-103.75769497492165,93.26062497250747,A,C,E,-49.94915644368944,0
26-35,F,Non-Veteran,US,-50.00514271990083,35.75592717728188,A,E,E,199.85238863264908,1
65+,Other,No,UK,39.786438236623056,-76.10516080708753,B,C,D,25.446329892246915,1
51-65,M,Veteran,China,-42.137932749370044,68.8032678599889,C,A,E,2.962359972452817,0
18-25,Male,Non-Veteran,Other,-67.50152037743045,-6.174025145307529,E,D,B,152.90120969033308,1
65+,Non-binary,No,Other,-33.36140895793047,-79.02298476653068,B,B,D,-130.06300296030813,0
18-25,F,Non-Veteran,India,191.5657510454574,-131.39347367943896,A,D,C,98.58616684579286,0
36-50,M,Non-Veteran,UK,128.36244894104954,-2.418664821309645,A,A,E,24.69984811767416,1
36-50,Male,Veteran,Other,26.26492617042131,-175.65889216765063,E,C,C,61.941101595470485,1
26-35,Non-binary,Non-Veteran,India,93.84384583009196,157.78635108748773,B,D,D,51.37419865768415,1
26-35,Other,No,Brazil,-44.557617706207594,-5.109026311312039,E,C,B,-140.0812505074416,1
18-25,Other,Veteran,Germany,-104.64088460829326,116.92952271862589,E,A,D,-69.11058918683888,1
18-25,Male,No,Brazil,-118.73925878940143,-27.777385238916995,B,C,C,-176.20615070902645,1
26-35,M,Non-Veteran,US,102.2578373432752,180.95763391174583,A,D,D,42.76372488354507,1
51-65,F,Yes,Germany,-86.18243703178858,-68.50536346255925,C,A,A,-20.154993312653193,1
18-25,Female,Veteran,Mexico,70.2520108570926,75.4552946250306,C,C,D,166.42644596754582,1
65+,Male,Yes,Brazil,-198.29083272706586,-18.711061973010853,E,B,E,-66.09229372424963,0
26-35,Non-binary,Yes,Brazil,15.573759385394279,-120.84648719529696,B,D,A,46.08694130833187,1
51-65,Male,Non-Veteran,Other,-181.12226484444497,-38.5575270129665,B,E,A,52.03245409317026,1
36-50,F,Yes,China,-157.08829627460187,25.688317524701947,D,B,D,-145.16183320511158,0
65+,Non-binary,Veteran,US,-215.35668446806943,52.31580185825759,D,C,E,34.704935081871334,1
26-35,Other,Veteran,UK,12.305065752684234,-57.18631535388645,D,B,E,-71.32834017279035,1
36-50,Other,Veteran,US,39.306330669063016,-53.821350834265246,E,A,C,-30.87394909260217,1
65+,M,Non-Veteran,Mexico,61.551106358376565,-52.24021110068422,A,E,B,-12.318433119005483,0
26-35,Female,Yes,Brazil,77.96249888392192,50.76579118049342,B,B,C,-72.04981500019777,0
36-50,Non-binary,Veteran,Brazil,153.02672749630244,-3.8475190368059144,C,E,E,64.1513201215702,1
18-25,M,No,Mexico,84.48045397892908,25.416133078457804,B,C,C,5.417260072565638,1
36-50,Other,Veteran,Mexico,91.6860296009111,223.65834418452627,A,B,B,60.46334664820816,1
36-50,Female,Yes,Germany,53.052044497377395,97.90343390595713,A,B,C,-142.91841503196991,0
18-25,F,Non-Veteran,China,128.65203799744276,-65.42460279970899,E,A,B,29.55922809705732,1
18-25,Female,Yes,US,-67.04123771948761,130.965165166771,B,A,D,58.82653942093109,1
26-35,Male,No,Mexico,-73.51299964102358,-81.29939500151445,E,B,B,39.430227727693854,0
36-50,F,No,Mexico,-35.98962294410072,-128.09547192489472,B,E,A,-2.004667982945967,1
51-65,M,Veteran,Mexico,-83.32286842773696,-122.34553987192473,A,D,A,-12.579002040232004,0
51-65,Other,Non-Veteran,UK,-137.64894970312548,130.9793753239171,B,C,E,38.50564287230173,0
26-35,M,No,UK,-82.66084771171258,-236.6974775908525,E,B,A,-60.88228637868844,0
51-65,Male,Yes,Other,-22.650806618594718,-181.47453714923063,C,E,C,-57.37915535076714,0
18-25,Non-binary,Veteran,Mexico,36.098996164585394,-22.538598600951726,D,A,D,-123.64145366550692,0
36-50,F,Veteran,US,-14.341624178880485,-150.0338323313283,C,C,E,-5.668829971293559,0
65+,Female,Yes,India,-17.99145756550386,79.25403944899288,D,D,C,-171.53303838425694,1
65+,Non-binary,Non-Veteran,Germany,145.2129381551775,-80.86688967618034,D,E,E,-123.25390180339011,0
26-35,M,Non-Veteran,US,137.80646833193111,80.61214883397838,C,A,E,-5.884422539848646,0
65+,Non-binary,Non-Veteran,India,201.5713555717673,101.37291510652267,D,D,E,43.97403407601505,1
51-65,Male,Yes,US,-49.69760970871186,-129.37349998427118,E,E,C,-196.29435646992724,0
65+,F,Veteran,India,142.9903665886392,-22.903712505034697,A,C,A,101.39260363532077,0
51-65,Male,Veteran,China,-129.81365675957616,145.70995541867222,B,A,B,-27.11594535739192,0
36-50,Female,Veteran,India,-31.071360499959233,-68.42956666348532,A,E,E,-38.62178792720226,1
65+,Female,Veteran,Germany,68.71400078694788,-116.48567058529329,E,A,C,60.04263011828438,0
26-35,Other,Veteran,Mexico,30.584968883780938,-106.32066101037208,E,A,E,167.04460261686046,1
26-35,Non-binary,Yes,Other,-90.99373350622993,-125.73402837276413,E,D,D,92.39724580408522,1
36-50,Other,Veteran,Mexico,-115.7831301764735,5.596882441541767,B,C,A,13.3509168079642,0
51-65,Female,Non-Veteran,Other,222.49131680974648,141.79767027891057,A,B,E,-74.3310929490682,1
65+,Male,Yes,US,176.23679842573634,-46.015363436009956,A,E,A,53.65195903432143,0
26-35,F,Veteran,Other,75.63484310459215,-32.16370166405157,C,E,E,-72.67985258581689,0
51-65,Non-binary,Veteran,Brazil,-129.83454384817296,-15.60225066992774,E,A,A,-27.899177587029776,1
65+,Non-binary,No,UK,85.58239686924414,-107.86599598193017,D,C,B,-58.322791751464194,1
65+,M,No,China,85.08811794982918,-68.83716516757653,E,A,C,4.504166275564664,0
51-65,M,No,Mexico,-184.12356899555812,-29.278053864222354,C,E,C,105.7893528889276,0
36-50,Male,Yes,India,177.5050087764869,218.94922103860432,D,A,E,-153.21635855598618,1
65+,M,No,Brazil,69.33404869992845,83.49745946159814,E,A,A,-8.615788350647545,0
51-65,M,Yes,India,13.433191657311255,-128.36721948662654,B,E,E,146.09570084484602,1
36-50,Non-binary,Veteran,UK,-99.64518366865994,-59.24862114311361,B,E,A,14.615242341085544,1
51-65,F,Non-Veteran,Mexico,13.850193365707053,20.30388136652821,A,A,A,-70.56889742223468,0
18-25,Male,Non-Veteran,UK,-111.50258172865158,23.982431086380142,A,D,E,32.77120869386588,0
51-65,Female,Non-Veteran,China,-12.837115995536093,-24.844462572008634,A,C,B,104.04305030554173,0
26-35,F,Yes,UK,106.92991258508981,-116.47073740015486,C,E,A,-147.43673148036706,1
18-25,F,Veteran,Brazil,10.83191211716355,-80.84251974530268,C,B,A,39.54590553884112,0
26-35,Male,Non-Veteran,Other,-33.00693491552392,-244.5236145065905,A,E,A,63.9479463311907,0
65+,Male,Veteran,Other,-80.62749163118323,127.36699560578968,A,C,C,104.41562315350528,1
36-50,Other,Yes,China,181.81536819641835,-136.0310541611919,E,C,C,119.79636280254165,1
18-25,Other,Yes,Germany,-76.43386105248156,166.66217013843803,A,A,C,-22.28682400133259,1
26-35,M,Non-Veteran,Mexico,-97.37005513732095,18.52599151112088,E,A,A,118.80546492809032,0
36-50,Male,No,Mexico,49.7774052328518,134.2698552551859,B,B,C,21.05953809551196,1
51-65,F,No,India,51.8533514128126,48.97447525701858,A,D,B,7.8127174000443596,0
18-25,Male,Veteran,Germany,-41.02339825409798,-60.637632290691855,C,B,B,-99.6224517642052,1
18-25,Female,No,Mexico,-89.38242475124547,47.97142140412286,B,D,A,-178.168421437477,1
65+,Female,Non-Veteran,US,-37.07224770720004,39.43873660248279,A,D,B,51.371554987431054,1
36-50,Non-binary,Non-Veteran,Mexico,-70.70341509572626,-84.13700759280044,C,C,B,102.56273386987849,0
51-65,Male,Yes,US,94.16111701949644,-20.492395087458405,A,A,E,-2.351810794641569,0
36-50,Female,Non-Veteran,India,-9.858379675697158,29.853633929278132,E,D,A,-6.8798234562611205,0
65+,Male,Yes,Other,136.54171568016326,120.54834068595216,C,E,A,24.50825942997021,1
51-65,M,Non-Veteran,Other,-54.44672668086413,6.551130244063312,D,E,B,-98.48659063244192,0
26-35,Non-binary,No,Mexico,23.55099136938643,-60.510271221057145,A,D,A,-41.7901193103559,1
26-35,Male,No,Other,-107.67537893635684,-123.62151391240673,B,E,C,-60.009181420817995,0
65+,M,Non-Veteran,UK,-73.54797271175678,-67.21758052863159,B,B,A,42.197348477173854,0
18-25,Male,Non-Veteran,Brazil,112.22292130049216,29.424052277582618,E,B,D,90.15852663162931,1
65+,Female,Veteran,Mexico,-180.1125980748832,-70.76749724211798,E,E,C,45.03534480105944,0
65+,Male,Veteran,Mexico,-114.46261148121219,-56.47875904597467,E,D,C,86.54098913803018,0
18-25,Non-binary,No,UK,-29.891097738539717,14.357057202006237,D,E,E,74.23868461526973,1
36-50,Other,No,US,3.473178810259108,-67.32707683078324,D,C,B,151.62100899261932,1
51-65,F,Veteran,Mexico,-122.4674300458217,-52.26582698302524,A,C,A,-180.08389888644362,0
36-50,Female,Veteran,China,-177.66242736287975,-181.32478961304787,E,E,D,27.285093844320475,1
26-35,Non-binary,No,Other,-120.57841454896226,-62.19606081559503,A,A,E,110.63775307195468,0
36-50,Non-binary,No,US,-9.115115707157056,-143.93320454570343,A,D,B,-202.90340808174588,0
36-50,Male,Veteran,Other,-100.84955511177299,75.0074065426974,C,A,B,-46.865794644222284,1
36-50,Female,Non-Veteran,Other,314.78682153212304,78.7649300945055,D,D,C,-21.679909175610863,0
65+,F,Veteran,US,-77.12215438240062,20.53756365658301,C,A,E,107.39220004018004,0
