Nationality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Other,Yes,D,C,C,5.246377106920828,-155.0909297732355,A,A,A,-55.46296573415317,0
China,No,B,C,A,-120.94413017137423,83.70458231944707,A,D,C,-42.111821420308665,1
UK,Yes,B,B,C,-55.93822578545229,-136.47416209997107,E,B,C,140.0019004469939,1
Other,No,A,D,C,18.573995285487026,119.80084699809512,E,A,A,-16.138895286661207,1
China,Non-Veteran,E,D,E,75.15020099672292,69.83070480899252,D,C,A,-169.48836204963334,0
China,Yes,A,A,B,2.945394016177367,78.14951767995494,C,C,C,101.45043341017367,1
US,Veteran,D,D,D,-42.3811256610352,83.63959769064553,E,E,D,77.70168439032415,1
India,Yes,E,C,A,-115.74390710155595,5.026321591113518,D,C,C,-95.80810835836454,0
Other,Yes,E,A,A,137.460952017391,-19.37976087434238,E,B,E,119.97586089280603,1
Other,No,A,E,C,230.1631347719125,2.780684749612923,D,E,B,-41.753982144629916,1
India,Veteran,E,C,A,178.3231469292456,38.152005812047356,D,E,B,-45.731240646347096,0
Brazil,Veteran,D,D,D,-58.76023716847853,-120.65836273789698,A,D,C,98.22771928774723,1
UK,Yes,E,B,B,36.065352699389166,-29.424128807360976,C,E,E,-157.85113315273443,1
Mexico,No,B,E,D,-42.96045030235807,81.15432800810258,D,E,A,28.984647960847077,0
Mexico,Non-Veteran,D,B,B,43.99137916820489,186.40875887112125,C,C,A,-100.47902299817369,1
India,No,B,B,D,-48.027679323833674,-103.87603153464357,D,C,D,7.546305587100529,0
Germany,No,C,B,C,-61.91211001813647,48.50733913122223,A,D,E,147.6652829334073,0
US,Veteran,C,E,A,159.94274953268945,-138.2636170335937,E,D,C,-42.45583451091654,0
Brazil,No,D,A,B,72.67315885447044,-127.57295330877669,D,C,E,124.64894285742116,0
Brazil,Veteran,B,B,D,-26.843225229746608,26.95755052883192,E,C,E,331.2131800811506,1
US,Veteran,C,B,A,157.05370909563527,-74.24689221551724,C,E,E,-78.1048388642199,1
Mexico,Yes,A,A,A,-77.54475096183792,198.8506614347327,B,C,E,15.638404357267847,0
China,Non-Veteran,E,D,E,30.55693174879489,-149.34031043143975,A,B,E,-12.679855718952224,0
Other,Veteran,C,C,A,71.35915512781617,-4.362346568959236,D,A,C,6.2867208060545865,1
Brazil,Yes,D,C,D,-112.67139282640666,52.669591851593246,E,C,A,105.11998075544149,0
India,Non-Veteran,D,C,E,-157.3611827964162,57.576558032773036,B,E,C,12.380366115155152,0
Brazil,No,B,A,D,-20.235103824757246,-5.788732116184612,E,E,A,-91.65894336166097,1
UK,Veteran,C,A,B,-15.285537221740778,42.5477588706082,A,D,E,64.30231577193778,0
China,Veteran,A,C,D,-81.3553731575027,-68.11791292429223,D,A,E,-209.25040879038878,1
UK,No,A,D,E,33.067376872850524,165.58859466537174,A,C,D,-209.3954034366644,0
India,Non-Veteran,A,D,A,-35.326146834422815,55.01556763537043,B,D,D,-63.31820337813101,1
China,No,B,A,B,78.22417353443804,-21.21522329812599,D,C,E,-277.0587232545155,1
UK,No,D,E,D,-56.88811818605723,-11.059967493023493,E,A,E,124.87174456716463,0
India,Veteran,B,A,B,-15.603378471611892,-60.246764257986825,C,E,A,46.7986246485726,1
UK,Yes,A,E,A,-167.13587277989333,65.08184756558356,E,D,B,38.308340857630164,0
India,Yes,B,E,C,62.262290719651936,-47.78625950231986,C,A,B,140.09862908762355,1
Brazil,Veteran,B,A,B,44.529375628643,-32.48093731881557,B,D,E,-27.14556821535932,0
China,No,C,A,E,77.68155770134452,60.92511298323782,D,C,E,-106.35104295515494,1
India,Yes,A,C,E,-51.49459320322498,0.4552710799174157,C,D,D,-81.45643314792616,0
UK,Non-Veteran,D,C,B,-27.201344432657322,-60.359902178346495,D,A,D,-50.46933770936425,1
UK,Non-Veteran,B,C,C,-87.57079942236703,-20.769406362776984,A,B,C,-41.80758862485479,1
India,Non-Veteran,C,B,D,-25.74527443343219,104.59158497030346,C,D,B,-23.109868854653655,1
Brazil,Non-Veteran,A,D,B,-49.006920797378974,365.27174968378677,C,B,B,-5.402417931949099,0
Other,Non-Veteran,C,A,E,-104.6158735012535,-123.51599126109033,B,D,A,114.44864649654201,0
India,No,E,C,A,-8.307462551024978,-60.94309896041287,D,C,E,-151.10235891717036,0
India,Yes,D,C,E,139.97578722241545,-73.59874315667702,C,E,A,-3.5456248030642263,1
US,Yes,B,B,D,67.00159893584741,-70.14512668414882,E,D,E,-6.647258383474718,1
US,Yes,D,C,C,9.345909139948276,5.325406353620754,A,B,A,91.4965117208308,1
Mexico,Non-Veteran,E,A,A,-22.011849335658358,-30.615302450376568,A,D,D,155.8595130935725,0
China,Yes,E,D,A,113.56456972586626,63.94203650774525,C,E,C,11.40173995740825,0
Other,Yes,D,E,C,-4.984540371688453,46.37351445206101,A,D,C,-93.34439422448565,1
UK,Yes,B,A,E,28.510351148484265,1.7006996200562032,C,D,E,-9.49314089729437,1
Mexico,Yes,B,D,A,-83.1729812178801,121.71525332889665,C,A,C,-77.82185921998732,1
India,Veteran,E,E,D,0.9851961177831591,-37.93596805874529,C,E,D,20.137824038083625,0
Other,Yes,C,C,E,112.8756285906508,-26.94319117954039,D,C,B,74.71718920490244,0
UK,No,D,A,C,-62.7605695330864,-51.829385797737515,A,E,D,-44.71909981652908,1
India,Non-Veteran,E,A,B,58.47282923173711,-64.01535780107713,B,D,E,55.310720283454465,1
US,Veteran,A,C,B,-85.3995601465761,151.52650016879457,D,E,D,-53.30920923060253,1
China,Yes,A,C,B,-66.8840232527855,-110.2815887202582,B,E,E,-84.53437191094743,0
US,Non-Veteran,A,E,B,63.33955125349707,197.95114986954934,D,E,B,41.75318782045647,0
Germany,Veteran,D,E,A,53.81523752118076,16.99009283853236,A,D,B,107.48307648341626,0
US,No,E,A,B,-105.91849371358406,-153.67415802238114,E,E,C,110.21963028202128,1
UK,Veteran,E,D,E,81.28410748653681,-50.037334438246795,C,A,C,-16.52105130630685,0
China,Yes,B,E,D,-5.905128020146707,27.977819404012454,E,A,C,-189.16034297878488,1
China,Non-Veteran,B,A,D,-11.4637724156717,85.93203047369275,A,B,D,-73.13237649194771,1
India,Non-Veteran,A,C,B,-35.156739221116254,23.26726112087652,B,A,E,-155.2693862873406,1
India,Non-Veteran,B,D,B,-33.4544996078597,126.28271883631284,C,A,E,-12.726188060503738,0
China,Veteran,B,D,B,85.30054846040092,106.6405260338993,A,E,B,-0.8526211035526973,1
Germany,No,E,D,A,58.34609133958819,-47.357113723123554,C,C,C,163.34864101266052,1
UK,No,E,C,D,-88.18752539627293,-205.8410692755591,C,A,B,79.12284337854159,1
UK,No,E,E,E,30.122569583572062,-51.01829059725177,B,E,A,-2.7780570722385725,0
China,Non-Veteran,E,D,A,-122.20151267008576,-42.32550492945173,C,E,A,95.98019734004406,0
Brazil,Yes,E,E,E,-91.96454755153994,33.31991154258701,A,E,A,27.334605610906355,0
Germany,Yes,E,A,C,-85.1945558213818,34.72735737427026,A,E,E,-11.592606924507965,1
US,Yes,B,A,B,60.180040166907744,-58.990686353849085,C,C,B,-89.93716091382812,0
Germany,Veteran,D,E,C,-22.158490991871187,-160.78066560465936,A,C,D,-248.13461511707632,0
Other,Veteran,D,B,B,-114.174733332564,-187.2443150187109,D,D,E,79.01747007696254,1
US,Yes,D,B,C,67.11213170089917,-13.753233570627765,C,E,B,105.95861257778529,1
Mexico,Yes,B,E,B,-50.86974623687305,-64.5696283210522,E,C,E,-47.90644722750685,0
UK,Non-Veteran,A,B,C,129.7380084396845,-63.10555808776617,C,E,D,-12.569450149215362,0
US,Non-Veteran,E,D,E,-125.00941754370514,-139.26964326586597,C,E,B,13.147293929405404,0
Germany,No,D,B,D,-59.6761182625941,19.60144014657336,E,D,D,-189.58998142648687,1
US,Non-Veteran,A,E,B,25.0750011667755,-220.75552253582597,E,A,E,65.14972231323438,0
Germany,Yes,A,D,B,23.572852961848902,32.68443336702575,C,C,E,78.83354462295479,0
Brazil,Yes,E,B,C,127.22260878510059,219.1067400715496,E,C,D,68.30533626788464,1
US,Yes,B,D,B,-125.2358752405651,180.69684755343184,A,C,A,-53.68265045921164,0
China,Non-Veteran,C,B,D,-93.38950952206643,-172.1829301716006,E,C,B,115.5769489033645,1
Mexico,Veteran,B,D,D,185.80337146405859,130.98183022193282,B,D,A,190.80522443316357,0
Other,Yes,E,A,A,49.77392986716394,126.20350892867447,B,C,A,-149.54468399951628,1
Mexico,Non-Veteran,C,D,C,47.149174720533786,71.88058125172829,A,A,E,46.001960552752145,0
US,Non-Veteran,A,C,E,131.1264193863642,23.855371609453503,B,D,E,-89.1855090365853,1
Brazil,Non-Veteran,A,E,C,33.431363369674855,-209.65898306890946,E,C,C,14.338369574579158,0
Other,Non-Veteran,A,D,A,83.84538253448687,82.28334001242527,D,D,C,-57.305707273476195,0
India,Veteran,E,A,B,129.66001375719523,-83.03087398397456,D,B,B,6.483716351486701,0
India,Non-Veteran,C,B,C,55.57818959999078,80.68599104679635,C,A,E,-29.147066057040995,1
India,No,C,A,A,-12.020451726269133,107.56498684434995,A,D,A,-134.2867610674157,0
Germany,Veteran,E,E,D,73.18200384840185,-152.27713100227083,E,D,A,38.84565765423205,1
Other,Veteran,B,A,A,-135.7472867457813,57.7074017095918,E,D,A,96.25984173597394,1
India,Non-Veteran,E,A,E,10.120964870501213,167.25834500373168,D,A,B,92.62466312620099,1
Germany,No,D,B,C,106.7068386592663,-17.811572831249418,C,E,C,-181.01133571561772,0
Germany,Veteran,B,D,C,-100.13106599858781,81.39547862154926,E,E,A,-115.65628997917668,0
India,Non-Veteran,D,A,B,44.83030503467906,-124.39090365174359,C,D,C,61.418558192022985,1
Germany,No,D,A,A,-24.256795475192067,38.80897608742636,C,A,D,-52.40458140763765,0
Germany,Yes,D,B,D,73.02093031443465,54.59899028116606,A,E,E,15.716445031000017,1
Germany,Yes,C,C,E,-117.62684797718008,-175.3125003146612,D,B,A,-208.7681536223272,1
China,No,A,C,A,-151.8890129603667,-49.29521305105109,A,E,B,-94.25751211956178,0
Brazil,Non-Veteran,D,D,A,-61.584867581975786,39.8603042637048,C,C,B,4.846001161557003,0
Mexico,No,A,C,B,3.3391323281930876,95.87902476077453,C,B,D,41.03881519810114,0
India,No,D,E,E,-58.099763419558045,121.20863103570771,B,D,E,154.26756839514061,0
UK,Non-Veteran,E,E,E,-87.71948068718642,131.7332005222099,D,C,A,-78.17871517348395,0
Mexico,Non-Veteran,E,C,D,-18.890267957415688,38.68158964608846,B,B,B,-77.05366344557343,0
Other,No,D,A,E,57.54532982082124,-9.071044309177454,E,C,A,171.19748319666493,0
Germany,No,D,E,E,32.36394542267269,29.925397874344917,B,E,E,19.793471663806738,1
India,Yes,C,E,C,-116.22009494471781,-67.93899006835595,B,D,C,-90.55620829120276,1
Other,Veteran,E,A,B,201.24791844405036,-183.08952625920355,B,E,C,-110.24401174050655,1
Germany,Veteran,C,C,B,-78.08107300027277,-86.29236881423854,E,B,A,-92.29903340743883,1
UK,Non-Veteran,E,D,C,-71.17727001169804,-72.01118140322453,E,A,C,-2.1812440894482603,0
Germany,Non-Veteran,A,D,E,-72.45445406225144,43.37288429058501,A,C,A,52.12152015137392,0
Germany,No,E,B,C,35.864131322034126,-94.91221880759116,B,A,B,5.084764595603524,1
UK,Non-Veteran,D,B,B,-121.63014214522092,-5.683815208862618,B,B,B,-95.90148390820231,0
Germany,Non-Veteran,B,E,A,95.06771552534865,27.620788492354116,E,E,E,41.21446686348206,1
Mexico,Veteran,C,D,A,-145.51226038548094,-19.486435915137868,E,B,B,113.90041713429832,0
Brazil,Yes,C,C,D,39.85488292873304,71.23369563568028,C,B,E,97.25892118677002,0
US,Yes,B,D,E,-37.0145728051315,84.1225560746846,C,E,B,68.64968064382502,1
India,Yes,E,C,C,195.82467749831576,-113.2847828746444,D,D,D,-114.39265194593101,1
Other,Yes,C,B,E,-42.56714588203969,43.30934911834227,B,A,B,-6.394276154177152,0
Germany,Non-Veteran,A,E,D,-35.09355784662978,26.433247760105484,A,B,D,45.59886211418355,0
Mexico,Yes,C,C,B,-168.21283190264035,82.68468020208094,D,D,E,157.25665878179612,0
India,No,E,E,D,149.23151721473863,161.20761746203945,D,C,C,-85.16946473502458,0
China,Veteran,D,E,D,-30.739009915929792,-52.9926121860553,E,A,E,-153.16472159429128,0
Germany,Non-Veteran,D,C,D,-127.00290358048592,40.39439670025659,A,D,D,-134.15824315713,1
US,Veteran,D,E,C,20.182875788558214,66.83847107639842,D,B,C,-20.175368720642428,1
Brazil,No,E,A,A,82.68645788218501,-73.05907197179816,A,B,A,104.06339178618266,0
Germany,Veteran,E,A,A,-23.057392530165156,22.554525289675855,E,B,E,-3.0996886082976687,1
Mexico,Non-Veteran,E,E,C,-106.04019366155784,-92.4290268121198,A,A,C,10.795927102296952,1
US,Veteran,C,E,E,-275.0122319774942,-113.6122502829588,B,A,D,231.0732481397491,0
India,Veteran,A,C,C,89.84810943040117,22.136873893533192,C,E,E,16.59718054116304,0
Brazil,Non-Veteran,B,E,A,156.8769247783178,197.05846644432725,C,C,B,0.299377056518289,1
US,No,E,A,E,-114.94790488085191,107.94530515482433,D,D,C,106.51263375664475,1
US,Veteran,C,B,D,-3.408118157850089,10.410781079793795,E,E,E,129.01815452501137,1
Germany,Non-Veteran,E,C,C,-71.31166188232902,9.90247740207347,A,B,C,162.8809105239336,0
Mexico,Veteran,E,B,E,129.79472223711008,-79.75172959906787,B,C,C,-3.43150309187875,1
Other,No,C,E,D,143.87080842516252,-115.50281251620976,E,A,E,11.427665082538043,1
China,Veteran,C,B,D,77.6601059755832,-187.13204087930103,D,C,E,88.0997179095175,1
Brazil,No,E,A,C,-32.33570802360662,115.11627539649297,D,E,A,39.155011583710404,1
UK,Yes,A,C,B,134.46714618846926,6.70122239597817,B,B,E,-187.23603796169382,0
China,Non-Veteran,E,D,C,-46.9799034441532,93.04114510798257,E,A,D,-37.67959958335236,0
India,Yes,B,E,C,75.03024501998475,-124.60654964593003,C,D,D,-11.210973110595383,1
Germany,Yes,B,D,D,104.69613717601098,22.88034969379977,B,E,E,-167.08313247052885,0
Brazil,Non-Veteran,D,E,D,1.8659208282516337,61.1754461096338,A,D,A,-183.36375208935388,1
Germany,Non-Veteran,A,D,C,67.30506672315938,-49.72323645743011,E,D,D,-93.96603552875477,0
UK,Yes,B,A,B,38.79203650487505,67.91896631245898,E,E,E,15.718804297213437,0
UK,Non-Veteran,A,D,B,-38.09055403402091,147.5398944415168,C,C,B,-83.89375813197022,1
Brazil,No,D,C,D,-198.2699410782266,-145.28182767834434,D,C,B,-146.02399340477803,1
India,Veteran,E,C,D,13.984036672425889,83.82123004820346,D,B,E,50.751279375980815,1
China,Veteran,C,D,C,-104.77952695512636,95.77524456427636,E,A,C,227.91586931130158,1
Mexico,Veteran,A,D,D,-191.5057019513691,-6.47523221604141,C,C,D,5.5465638405930555,0
Other,Yes,A,A,B,-58.67729445074242,-52.399620300082496,C,C,E,-200.90689448442566,0
UK,Veteran,B,B,D,51.2648111816703,-190.09935233967317,E,C,D,197.37576787170278,0
Brazil,Yes,A,E,C,80.40659877728193,41.893269580588196,D,B,D,-38.952286408001314,0
China,Veteran,A,C,A,-90.8543875595495,-254.68977635663515,A,D,A,91.1048817244754,0
India,Non-Veteran,E,D,C,-50.70930086769715,-120.20080207303079,E,D,A,-46.43094323180827,0
US,Non-Veteran,B,D,D,154.04046729809025,251.3903754744589,B,E,C,41.53058276636211,1
US,Non-Veteran,A,C,A,-94.4172734895609,24.736254794461505,B,B,D,166.80815264629788,1
Other,Non-Veteran,A,B,C,-136.76545882238318,-41.72448994925428,D,A,C,-56.60598934992532,1
Mexico,Veteran,D,C,D,108.46556304463641,58.542050897505206,C,C,A,163.4263343210748,1
Brazil,Veteran,B,C,D,83.02698329465558,-179.38723040527668,E,C,B,-139.31067518163115,0
UK,No,D,E,E,57.420537078314524,-69.54010918939574,C,A,B,-100.91562332824458,1
Other,Non-Veteran,E,D,B,-97.02073078389438,-26.588390709207854,A,C,B,103.58365937300388,0
UK,Non-Veteran,C,D,E,-30.168646738324234,-79.31607114376705,B,B,B,-45.611531431958255,0
UK,No,A,B,B,-117.61867520958371,37.097628228807025,D,B,A,-0.02064954241318404,0
China,No,E,D,B,110.66353592936244,27.816789100407146,A,A,D,-109.9367701115119,1
India,Veteran,A,C,E,-4.283869454792034,-15.722409230306592,B,B,B,13.819198463430485,0
UK,No,D,D,D,-5.361412074869792,18.179084636567627,A,B,E,73.03744617678728,1
India,Yes,E,E,D,29.678428378090654,-65.92660032209521,C,E,D,33.94350920584138,0
Mexico,Non-Veteran,B,C,A,16.28838216987339,39.09560460917651,C,B,C,107.87172492935784,0
India,Non-Veteran,A,B,D,-100.88070442881644,-68.71341999861681,A,D,D,-29.60597413192996,0
Brazil,No,A,B,C,-103.47857364742754,167.89941607821896,D,B,B,-153.62843582984337,1
US,No,D,D,C,-131.44338781618293,-51.1821614185103,C,A,E,93.69692883343562,0
China,Veteran,D,E,B,76.55881325633581,92.98932847213356,D,A,C,-198.45621405254994,1
Other,Yes,C,D,C,-52.68940573961205,-27.36158243007969,A,B,E,82.12087249597005,1
Mexico,Non-Veteran,A,C,C,-120.83823195045935,11.367517727155448,C,E,C,-47.07029415731169,0
China,Veteran,C,D,B,66.77434687183143,126.21183365896806,B,B,A,-22.917004292574063,1
Germany,Veteran,C,A,D,-190.6381561886345,27.46930879343679,E,C,D,81.6639928197429,1
Other,Non-Veteran,A,C,C,-164.45005371196703,102.47363186873208,E,A,B,-53.64248886013174,1
India,Veteran,B,A,B,-19.544716447849087,-22.076533569405836,C,E,C,-71.62445535639635,0
Mexico,Veteran,E,B,E,17.451421400420752,-69.23929636333581,A,B,B,-147.37519781996812,1
US,Veteran,C,A,C,14.228570611563349,-21.799369323336876,B,E,C,-134.80374244606938,1
UK,Veteran,D,D,A,198.45090044749617,54.09827785373985,A,A,B,-213.03312938242112,1
Other,Non-Veteran,E,D,C,-72.81565423365988,0.03876232106099205,E,E,D,44.958819243822475,1
UK,Yes,D,A,C,46.73212223135957,-20.351388707169775,C,D,E,14.023081479538885,0
Brazil,Non-Veteran,A,A,C,8.529420031166898,-86.33604720183469,D,C,E,74.11820732081434,0
India,Veteran,B,E,A,-113.29522844450182,-58.61397873932154,E,D,B,-39.224030966383935,1
Germany,Veteran,B,B,E,-43.131258857322294,55.6450734045081,D,A,E,73.89765512781248,1
Other,Non-Veteran,E,A,A,112.09675071405935,14.545391826039989,D,A,D,-44.47636987300747,0
US,Yes,B,B,C,-93.15851527889836,-13.394449443210974,E,B,D,98.63303533381513,1
China,No,E,E,C,118.6672521411517,221.41979283680695,C,A,A,-130.87911793889774,1
UK,No,B,E,D,12.456442716486185,109.15861242073157,C,C,D,-45.178286348155936,0
US,Veteran,A,B,D,-107.47383161550796,-12.840605185205456,B,B,E,6.348720039567341,0
China,Non-Veteran,B,A,D,-85.28634504634198,59.91804735870328,B,C,C,125.37038414776613,0
UK,No,A,E,B,83.8658204146266,-44.83567032410812,A,B,B,59.82198548974821,1
Other,Veteran,C,A,C,74.81175454420085,60.204748807395816,B,C,A,-98.80385639307084,0
China,Yes,C,B,E,121.75847319202127,-79.28960852459048,E,A,D,-108.67460770019946,0
UK,Yes,B,E,B,-85.57180977412928,122.01334565112829,A,E,C,106.34766657821129,1
Germany,No,D,B,A,117.54006022980947,3.9040469678712895,B,D,C,-25.27248039023828,1
India,Non-Veteran,A,C,E,-4.264561994136288,-95.47642886442867,E,A,B,-23.9017630804744,1
Mexico,Veteran,C,A,C,-131.99721616089224,-162.22614200661133,E,A,B,41.26500320219658,1
US,Non-Veteran,A,A,D,-45.41461852594881,-20.986540987444503,D,D,A,3.9816361962963778,1
China,Yes,D,C,E,116.45945449461752,-5.2041262924269125,C,A,D,-87.1655555113169,1
India,No,E,E,E,172.90160689618622,55.715620917412345,C,B,E,-121.2544360350012,1
Brazil,Non-Veteran,C,C,B,-80.95526295546712,23.567288124348675,D,A,E,-2.4190675595493567,1
UK,Yes,A,D,A,-129.29993569692544,216.5940033101463,C,D,E,-110.97034847361911,1
Other,Non-Veteran,A,C,A,29.90774913676605,-200.24889271275893,D,E,A,-87.83700015145767,0
India,Non-Veteran,A,D,A,11.012357923900398,228.40030934727667,B,E,B,-102.4077791352614,0
China,No,E,B,E,-89.50322632342258,-36.228062343643515,E,E,B,-129.24825362289008,0
Brazil,Yes,A,D,D,108.1208316603556,77.98333799522236,B,C,B,-138.65601653880807,1
China,Yes,E,B,C,63.97485605429459,-59.49246644727425,C,A,A,193.31756111151412,0
Germany,Non-Veteran,A,C,A,21.428105311159072,63.37417732066694,C,E,D,219.02047650550745,0
Mexico,Yes,B,B,E,119.55904235755939,-6.848245317139526,A,A,B,198.83799018437347,1
Brazil,No,B,B,A,-33.24638592599502,71.52898567324893,D,C,B,165.29695229479233,0
India,Yes,A,D,C,-117.93893558222683,101.09859356313902,B,D,E,32.71275202233529,1
UK,Veteran,D,C,D,75.2199766576185,123.00797616950486,D,E,E,-103.83225861068706,1
Brazil,Veteran,A,C,C,-57.67616769911977,78.45552120508377,C,A,A,-102.18512769537172,1
UK,Yes,D,C,C,102.75312810819679,-15.344378455797436,E,E,D,60.45728569503191,1
Germany,Veteran,B,E,C,-61.85139006974168,-213.5162285882756,E,C,E,-58.0271050039995,1
Mexico,No,B,E,C,159.30416487282147,220.3342983138073,B,A,D,-91.98114172792464,0
Other,Yes,B,D,C,69.62057206067685,-58.249570532098105,C,D,B,154.79901095802043,0
UK,No,D,C,E,-96.5369060535242,153.20593613501615,B,D,A,-223.1301802994998,1
China,Veteran,B,D,D,-12.911156305152026,103.21060603307899,B,C,C,-90.59397672887643,0
Other,Yes,B,E,E,151.58956764978055,-36.16067462891285,E,B,D,-90.76930754488995,1
Other,Yes,B,A,C,117.0144804459138,89.27296189319797,D,D,B,-43.13432077282666,0
China,Veteran,A,C,A,133.45263390381257,-5.915419234313735,A,D,D,-112.7464217162946,1
US,Yes,D,D,B,139.58560202198876,-179.4929440696713,C,C,C,248.30518072229236,1
UK,No,D,D,A,81.66866420920562,21.12738832568181,A,B,E,-82.25974671839383,1
US,Non-Veteran,B,C,C,-7.244544318794427,-44.77118737396237,C,D,C,315.11410654947684,1
Mexico,Yes,D,C,E,-42.95508880232779,11.857404973478134,B,B,D,-181.38404105123752,1
US,Non-Veteran,E,D,D,-85.22023009317185,47.198307857960195,D,A,B,-14.551655238887745,1
Germany,Non-Veteran,A,A,D,-9.358859415615552,-43.69927133886939,D,C,C,-10.89104272011871,0
Germany,Veteran,C,D,E,-30.65510006199681,12.223254750608621,D,E,C,-105.86038362279906,0
US,Yes,D,B,C,-59.09533061859476,55.28028018858059,E,C,B,-178.9183663308389,0
India,No,E,E,B,62.151960073671376,100.30167591890358,B,E,D,-235.977895913742,1
India,No,C,D,A,-47.449443663246086,75.18966216473075,B,A,C,252.70764234695514,1
Brazil,No,A,E,C,43.48061436856071,-133.36441223223156,C,D,D,-147.2543524817839,0
US,Yes,D,E,C,-73.64366296395602,124.20094479871054,A,E,B,7.057777738905482,1
UK,Non-Veteran,A,B,D,18.641246525072507,-14.757659058436252,D,C,C,-12.166893934517308,1
US,No,D,D,B,16.298819519187706,93.1644475113364,D,E,C,137.3141820229827,1
US,Yes,B,C,E,3.8712906344173645,17.73603446888729,D,D,A,-47.204389881934574,0
Brazil,Veteran,E,B,B,130.2414177165369,75.28448812634144,D,C,C,-59.21270078936711,1
Mexico,No,E,D,C,57.6080780463118,-222.26458118139232,D,B,A,193.10990142194913,1
US,Veteran,C,A,E,-52.92328679337731,107.13997868678484,C,D,A,87.42406653501608,0
US,Non-Veteran,B,C,D,153.70483554370296,-122.33367910521822,E,A,E,111.6538561870461,0
Other,No,A,A,E,35.10021163919216,15.589171640279698,B,E,B,-87.07618399982152,1
UK,Veteran,A,C,E,140.4482748684246,-86.08503916984127,A,D,C,-12.288488078565653,0
Mexico,Non-Veteran,E,A,E,0.6040910896876286,-88.28510571305287,E,C,E,-26.617189999252634,0
Germany,Non-Veteran,D,A,A,133.87551690984225,-1.220847009991159,B,B,E,43.144853759942684,0
Mexico,Yes,D,E,B,91.61302727306507,81.58581778290092,E,D,C,2.8512008847472603,0
China,No,D,E,E,-197.8627577745076,-231.82881844945658,B,C,C,-55.84281025943254,1
US,Yes,D,E,C,17.326111958333875,-40.344337289850394,B,C,D,-24.09737680741667,1
Mexico,Veteran,B,C,B,58.295282653274135,36.45762070334757,D,E,A,77.86156469269642,1
Other,Veteran,A,C,D,39.92307881103951,-106.34195902410238,D,E,E,16.990986100391524,0
UK,No,D,A,E,-19.481771030484126,-112.55110994307158,A,A,B,-176.69619428789116,1
Other,Yes,A,B,A,68.63766127165553,4.019064255482613,E,B,B,24.730036474895062,1
UK,Non-Veteran,E,B,E,-39.82976878187295,4.083742666755799,C,C,D,-2.5184891760918737,0
Other,Veteran,C,D,C,-147.8588834726915,-137.3737581878529,C,A,E,-97.95460175622283,1
UK,Veteran,E,A,A,-60.039260509608496,-27.28438677901495,E,B,C,-19.314276541024277,1
India,Yes,B,B,B,85.28135726758858,-80.78946031637014,C,D,B,-170.99123708103235,0
Brazil,Veteran,B,D,C,269.2769336270241,165.89618373085702,D,A,E,48.568625365940335,1
Germany,Non-Veteran,D,E,A,13.232560056305731,74.1612226485199,D,A,A,-57.53514932186224,1
US,Veteran,C,A,D,-128.31453203272915,-86.62789831493492,E,E,E,-90.12009995398162,1
Germany,Non-Veteran,E,D,D,71.06993028003768,-20.282097589189686,D,B,D,-20.823882656348424,0
Germany,Yes,D,A,B,76.88475555655154,-105.95137315017114,E,E,D,-89.12573398536736,1
UK,Non-Veteran,B,C,B,-210.078806855538,-173.71562424321755,C,C,A,48.78080172860476,1
India,Veteran,C,B,A,26.67148458276965,-29.088964828983304,D,C,A,-4.003682473029095,0
US,Veteran,B,B,C,48.371044994018554,-126.22883208263325,B,A,A,-15.215162204553135,0
UK,No,E,C,E,-141.80647036891682,-17.664069979069584,D,C,B,-129.8374883415232,1
Other,Non-Veteran,C,D,D,-130.23966896182048,-94.51246107052695,D,C,D,-37.75878295239082,1
Germany,No,C,E,A,-180.5719519435908,34.15442105518745,A,C,A,-2.0490312597856044,1
US,Non-Veteran,E,A,C,85.95336642082202,104.18270141797281,A,A,B,164.50871284551957,1
US,Veteran,C,B,C,45.0960338664164,-137.065478566919,C,E,E,133.75180496279933,0
Other,No,C,E,C,-5.286440103102029,36.160288306099446,E,D,D,91.02090242007186,0
Germany,Veteran,E,B,C,43.94178041094586,-25.262944463650207,E,D,E,110.60753557763228,0
Brazil,Yes,B,A,E,-55.515534901242994,96.54606248750312,C,E,C,7.405572486593154,1
China,Yes,A,C,B,68.58121850138949,-127.60495621552013,A,A,B,-13.034217265868705,0
US,Yes,B,D,A,119.47014258997193,6.903507056743541,D,A,D,19.149586323521266,1
Brazil,No,C,C,D,32.77943473211275,-174.19225380346563,D,B,D,-60.281375260803635,1
India,Non-Veteran,A,C,E,-7.4440427262702595,18.089429353446242,A,B,C,44.348186827678795,1
US,Non-Veteran,E,B,A,17.87146685908517,89.24892523527483,D,C,E,-4.245455827259883,1
Brazil,Non-Veteran,B,C,C,-18.95057310141246,196.5946716954488,E,C,B,-8.627553849484608,0
US,No,E,B,A,-199.93344463424847,32.67726041656815,C,E,B,87.63619248829531,1
Germany,Yes,C,A,A,7.680804044618204,-116.35095102601683,C,C,A,9.971880542667908,0
US,Yes,B,D,B,-55.82639904084501,-140.4919104591472,B,B,D,-8.796062381607332,0
Brazil,Yes,B,A,B,-39.13484166065414,43.451970812079836,B,A,B,-132.32518230162563,1
