age_range,country,Race,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
36-50,Germany,Other,70,C,74.95659987603106,D,A,B,81.12772549507929,-64.68861484822334,E,-125.49075822605802,C,-35.49089434777671,1
26-35,Other,Asian,64,A,79.35060338835503,C,A,E,15.341696249038833,80.99721702018955,E,88.43783459461565,C,78.5681033008544,0
65+,UK,Hispanic,69,D,97.15777779577608,B,C,C,213.01428566550373,17.951646737962385,D,114.60788767653042,D,-35.3372479425405,1
65+,UK,African American,97,B,-103.63217387845269,A,B,D,-85.95397926347611,-29.573702160586247,D,62.874489025097006,E,86.77261289783394,0
18-25,UK,Other,39,B,-150.7551415999012,C,B,B,154.31986445335434,-18.337373821618353,C,-112.4922253199531,D,145.80784115320697,1
26-35,Mexico,White,71,E,91.67142153188453,A,B,A,-132.257334395215,16.7956589256688,E,-126.6399896212445,E,154.28037261443902,1
51-65,Germany,African American,28,A,-102.07495326202138,B,C,A,-107.21171059353176,201.8102520947452,B,-64.08813592206616,A,-78.37599461517347,1
36-50,China,African American,57,B,-14.408736293700366,E,C,A,37.14872704003225,110.70523012384244,D,118.671804228934,D,-25.948396545900554,1
18-25,India,Asian,88,D,187.72243696956673,B,A,B,134.02716192419223,164.84198621583215,D,-119.23433169975961,D,-56.53767752515913,1
26-35,US,Black,81,C,-66.49622638556711,D,B,D,-7.089830722953426,83.26486700395448,A,-11.244481008074608,E,87.96318403274877,1
18-25,US,Black,47,D,26.38524037094564,B,C,B,116.49730626984471,74.18133467859553,A,-133.60011046138618,E,70.74422351685405,0
65+,US,African American,63,D,-163.16387020507602,C,A,D,5.340681449720541,-157.38263158368295,D,103.85294469420796,B,53.62969590600789,0
65+,Other,African American,96,B,-178.23439295049718,D,E,E,107.77007056700347,-49.63091283659163,B,-29.081021258964213,E,4.637551242572593,1
36-50,Germany,African American,52,A,98.05848254422159,C,D,B,152.87612896388495,13.12429921119761,B,-87.73515435826265,D,3.9195663877382247,1
51-65,India,Other,60,E,-72.51294619801087,D,A,A,213.36550104097145,9.796415891088522,B,-25.12322245301962,E,-40.492153500273695,0
18-25,Brazil,Other,62,E,8.758504985469486,A,A,C,-67.98269236982486,47.7153735201158,D,-105.38697964210064,D,-93.003846354502,1
65+,UK,Black,54,A,95.63564013094935,A,C,B,40.829213291306964,-67.47204533961828,E,-166.48748580844344,D,74.11442888472808,0
65+,China,White,99,C,-47.26615075641558,D,C,C,85.43802967874934,15.327367475365735,E,-72.9468513372844,C,-130.34822147138433,1
26-35,Germany,African American,62,B,-125.98103869540283,D,C,B,-47.90620509550946,-256.9213762100829,A,-207.456487280075,B,61.507402377519924,1
36-50,China,Other,99,E,284.19238032343486,A,D,B,146.9080307337474,60.004207807699494,B,-152.4129977427259,E,-130.6623411362196,1
65+,Mexico,African American,60,E,33.978188427298285,B,A,E,11.347089535159165,-13.204426151604162,D,-63.59557853995417,B,57.959830949700034,0
18-25,China,White,61,D,-92.11873479301639,C,D,C,-82.41220227938645,-70.11683633976229,E,164.8511597352371,A,-37.671143872675884,0
51-65,US,Black,89,D,-261.84172082603936,B,A,C,-54.935789139819846,124.78963300926391,A,20.69200811746232,E,-10.093663620043191,0
36-50,Brazil,Black,41,A,-59.563809487247774,E,D,A,27.144458405213058,-18.601173123393167,D,90.24232645500288,B,-5.489655251309916,0
51-65,China,African American,19,B,-21.000332893280028,B,D,A,-81.08392097792714,-38.20552342452825,B,-47.88660501647833,B,-13.82300576300467,1
26-35,India,White,42,E,52.98317932526406,E,A,B,-137.6200394262268,-162.11311257972528,A,94.2041698201323,C,26.18451427164206,1
65+,Germany,Other,30,B,34.73093877586118,D,B,C,-46.33725900779477,154.34035951135203,A,-10.181933053580709,A,-23.18586168391447,1
26-35,Other,African American,30,D,47.46453936373508,B,B,D,80.31408792001183,42.68964034931654,C,-57.064615647406406,C,-10.629318733126107,0
18-25,UK,Other,62,D,131.8599427437056,B,C,C,-97.52890572439804,-4.316600065575739,D,82.6465421491384,C,41.52388835962738,0
18-25,US,African American,80,A,-41.86506270034528,E,C,A,-101.95228795174715,166.8058773946437,C,-93.17526591516103,E,4.264887055677279,0
36-50,Other,African American,46,C,124.9730238933854,C,C,D,34.80069738498589,78.53774690380797,B,-126.70567791584844,B,-96.40705610434142,1
65+,India,White,74,D,-14.461912299258989,E,A,C,115.55838581699265,-62.440738458244546,A,-83.53865203140441,B,153.78497980760855,1
18-25,India,Black,63,B,194.39001150855546,A,C,D,138.91934051137574,-40.60468674247465,B,130.41837324897347,B,73.83420842081246,0
18-25,Germany,Other,85,E,-91.22866883149058,B,B,E,-220.15642654271937,150.89770820517145,C,-153.2824668268683,A,-66.6603561578501,1
18-25,Germany,Black,80,D,32.922176492953156,A,D,C,69.80945691370543,50.96974278972354,B,-40.01917096122356,E,22.18875591315785,0
65+,Mexico,White,39,E,299.86347457027523,E,C,D,-26.668836442304027,175.2916402063508,B,-54.729418215746186,E,-112.58736055501947,1
36-50,India,African American,91,D,-91.12898974612956,C,D,E,-139.7001780410037,-263.3855441595893,E,90.63971256961429,C,154.40597469382632,0
51-65,Other,Other,18,E,-14.451194075437169,A,C,E,-10.390195030602271,113.98831250683055,C,88.70369171910538,A,77.2508904034245,1
18-25,India,Other,36,B,-83.34208623524992,D,D,C,122.97380176539441,38.43759948150469,A,82.75464292959505,A,-100.02362274617069,0
26-35,UK,Black,43,A,-91.82151031070384,E,A,E,-26.113270476525624,-26.827551034400678,A,30.86923763076625,D,20.32370094895336,0
65+,India,Hispanic,88,D,33.82074713134242,B,C,A,125.55311628691635,95.74826110240868,C,72.79376253407389,A,-103.9818852882296,1
18-25,Germany,Other,56,E,69.92767631319589,A,D,D,-18.143662109487504,20.568542885925236,B,8.975351989246036,B,-49.08603450364757,0
18-25,India,Asian,60,D,-134.5399845041689,A,C,A,140.34043852735445,-137.0000509889757,E,-35.51966493140504,B,-119.67820801382642,0
65+,India,African American,61,A,89.67111236708563,A,B,A,-46.913282331241824,-113.8054492013998,E,84.06340256770353,D,-87.90636130450302,1
51-65,Mexico,Black,42,C,-80.57902448026991,D,E,E,-84.52765059138872,3.5913250340154415,B,53.09152003542922,E,11.363034263233782,0
18-25,Other,Asian,62,B,-30.830372643045052,A,E,E,-16.162973759020165,-91.78066938892464,C,-251.51320770808653,E,93.25275919744594,1
36-50,Mexico,Other,64,A,-18.498325551807753,E,D,E,8.434117778208572,130.2751417083797,C,75.3307484188697,D,89.91451467444462,1
26-35,US,Other,19,E,195.7286321267279,A,B,E,-120.48727093823611,99.04805642293255,D,53.83436976063918,B,60.58459975722956,1
18-25,China,White,36,C,149.0272329041808,C,B,D,-168.4581333383177,-166.02059102415436,E,107.5163568060054,B,156.16900158323114,1
36-50,China,Other,61,D,-145.48924405487747,C,D,C,-13.14824808769863,-159.8048208329749,B,-107.63436440042493,B,-175.4295171189958,1
36-50,US,Asian,26,B,56.5085193310882,A,B,C,195.91116523000804,156.5498805666578,E,-129.71608030386824,D,63.5289463629343,0
65+,US,Asian,36,E,181.565556650445,B,A,A,20.810697591787672,-86.568446711763,D,-37.996295755670964,A,23.097138579415212,1
26-35,UK,White,94,B,22.505112493062963,D,B,D,-137.43727086850262,-123.13817627813073,C,79.98020302717823,D,167.32549987901882,1
51-65,Brazil,Hispanic,73,E,-17.886132400468522,E,E,B,4.834411174535728,-3.546697235483555,E,-197.26934596663716,B,172.02121281537302,0
18-25,India,Black,65,C,84.69148312362147,B,C,B,-25.805286964816034,-32.75415782717124,B,-105.05124146043651,A,-39.2660835530091,0
51-65,US,Black,86,C,-46.13832745409645,C,D,B,-23.859393672713743,29.789934642971765,D,-99.24511680628069,A,163.3153764532039,0
51-65,UK,African American,49,A,-47.95650953804756,A,C,E,-15.359869842684205,-133.86066499134418,B,36.14629689940105,B,90.58664200313413,0
18-25,Germany,White,37,D,-11.875345669429354,A,E,E,-10.341000697583663,106.94852973090757,B,-71.87358359107563,E,-104.70138063769798,0
36-50,US,Hispanic,53,D,-94.39305313689445,A,A,B,-55.59725219294924,-12.855802431411798,B,-22.764547535924525,C,195.59328348802825,0
36-50,Mexico,Hispanic,46,C,2.6388853768328877,C,A,D,-100.75787301468458,-3.191337013879937,A,160.25399422741626,D,146.54796572129203,0
18-25,Other,White,52,E,-63.45837920221303,E,A,A,130.14531772909567,51.98670906504417,D,34.428902234026246,E,33.132123330376196,0
36-50,India,Other,48,B,-31.110890217019318,E,A,E,-44.86335294834562,58.74767143832138,E,-169.3032049563967,B,-246.9126533149606,1
36-50,Germany,Other,60,D,-128.60745175019048,B,E,C,202.15816702903808,-38.98615924938697,C,96.58683828156627,B,245.62160527542582,1
36-50,UK,Hispanic,34,D,-135.96215590479807,C,E,A,19.656825232888227,-128.77133357873868,D,11.364815417189316,C,-48.47938523445347,0
65+,China,Hispanic,40,B,-5.2642374435626405,B,C,A,-134.1564578195304,-11.920130374068043,B,87.19338947102328,B,-83.44728888492531,0
18-25,Other,Other,33,C,-83.10501412143078,D,B,E,8.56928275317537,-117.20970783860325,C,-25.427186682720247,D,65.62376420493673,1
18-25,Other,Hispanic,79,B,116.41005714893107,A,B,C,-107.41219358621734,-11.723665671958718,A,18.26995576755986,C,-238.53132757426664,1
18-25,China,African American,53,E,63.33365733051865,E,A,A,-147.41954971041983,-36.36770433761245,A,-48.308277792118616,C,22.29475031902635,1
65+,India,Asian,62,E,-91.8550813605595,E,A,C,120.99715833664482,-56.36559131986283,E,92.11184159661727,C,14.25124877301623,0
51-65,Mexico,Hispanic,81,A,16.580415053606156,A,B,C,146.99212588504358,141.60588790444518,B,-59.1152958609918,C,102.5745187104983,1
26-35,India,White,63,E,112.96646337818078,B,B,E,248.0173880585297,-45.42603454867734,E,30.930545249229002,B,-65.59922618424872,0
36-50,Other,Asian,64,B,-19.74252320853137,A,D,E,-119.94267808618196,-64.66948127668762,A,23.8795059376549,C,-118.76618906303145,1
18-25,India,Other,61,C,-67.57937416939204,B,B,B,-146.20697705450655,-23.34884796219077,C,-0.5143442678050961,E,192.57126242840303,0
18-25,Other,Black,31,E,-42.56458837748468,E,C,E,-77.54119887361387,44.5520659857984,C,29.612651596844803,B,-47.52308876755549,0
18-25,India,Asian,21,E,-111.67913581499202,B,D,C,-30.57195066788533,21.12919682509707,B,105.77023746451881,E,27.311399311371197,1
36-50,UK,Hispanic,70,C,-91.2070284005544,B,E,B,171.50963928153186,0.872750048999526,D,-17.868495129429714,E,65.95058887668554,1
18-25,Germany,Asian,94,C,-130.36590392199793,A,E,A,82.87142385802947,92.57513240552503,C,-171.04121055221646,B,-31.35349335465621,1
26-35,Brazil,African American,19,B,8.985202113463252,B,C,E,186.59901472580708,10.011989828109385,A,-80.8901049421989,C,11.033747444345979,1
26-35,Germany,Asian,42,D,5.45919767532517,C,A,D,-46.700751345377036,-35.44232446722835,C,50.490925573679576,C,-24.384830995096948,1
51-65,China,Hispanic,98,D,-27.653000774130344,E,C,C,-143.00999368837236,6.012270816518542,C,18.733140897927576,D,84.03041150191373,0
36-50,UK,White,68,C,-116.4245618779927,E,C,C,36.40249593344324,36.9619093252176,A,-104.28903098032896,A,-189.31258158614983,1
18-25,India,White,75,C,44.465056959129505,A,A,E,-190.2445574372876,127.14074143012365,B,60.09472180791171,E,167.95588386669894,0
36-50,Germany,Black,68,A,75.92134180155159,C,B,C,165.01539782645762,-119.77586482157486,C,76.36435806327366,B,98.96802390451532,0
18-25,Other,African American,47,D,-167.87740949215674,D,E,C,-32.41945531608745,109.35110334449057,E,-35.14029484529736,A,-71.72818664956588,1
51-65,Mexico,Other,31,E,-97.25212819983071,A,B,C,97.10106661275402,-134.1057833708731,B,18.319349773740058,A,65.35637279303167,0
26-35,UK,Other,96,A,-57.174594944688664,D,C,A,1.140816370207628,-52.65567754092778,B,51.01017177584595,E,61.06591932159201,0
26-35,UK,Black,35,A,9.61831270412812,C,A,C,83.3585107076266,-68.83004753484302,C,103.48052767232845,B,-89.42677243938756,0
36-50,Other,Other,58,E,-28.79623341783596,B,A,C,61.720947665255764,19.613072289749624,B,22.21755920324943,E,62.89670453431134,0
65+,Germany,White,55,B,-119.83706962821641,B,E,D,-23.618416594914727,-51.57580540505374,A,18.96079184632353,A,215.8296866503369,0
51-65,Germany,White,85,E,-108.82733996641534,C,B,A,21.46810093209176,190.47973208270056,C,-7.124260626019805,C,143.1291594024191,0
18-25,Mexico,White,85,D,-75.25470801308028,A,B,C,31.952550648601203,91.06225851048097,C,17.043541272788637,C,189.8999203461671,1
18-25,Mexico,White,76,B,-108.4871999292164,A,E,A,7.937559668923018,77.33960044886197,D,103.16389362008971,C,-76.7986656092599,1
18-25,Mexico,African American,53,C,147.41435892338498,B,C,E,-100.36851492589614,-176.16823190597194,C,-167.4847838928073,B,223.96570518412838,1
18-25,India,White,42,B,74.18192013200465,D,A,E,28.7380765114357,-69.86737372559334,E,23.11976891575238,D,63.10325148109989,0
36-50,US,White,53,A,-82.41877300646986,E,D,C,93.07595535196464,286.25286911366953,E,-4.846652524246123,E,-102.94090270724536,1
36-50,Other,Other,72,D,-46.1440187100805,D,B,B,-170.19725012988854,11.15300691803903,C,-94.31295731838199,E,47.43643533248632,1
26-35,US,Black,53,A,-188.72826438675105,A,C,E,-83.96209708525161,-96.7959284020256,D,17.916728592796563,A,-15.534754723574947,0
18-25,Germany,White,20,B,100.23245199157247,C,D,C,-181.43036051845738,53.223025424850675,C,-27.915452047646717,A,122.76002805146837,0
65+,Mexico,Hispanic,59,A,53.083525344662505,C,B,C,88.22963391383372,-75.1917699182551,E,212.5140355282492,D,-30.906157586263056,0
18-25,Germany,White,59,C,105.27124186657146,C,D,B,299.23399143384717,47.02297935873388,A,-98.26525453366565,A,55.49864087273676,1
65+,UK,Asian,59,D,128.4942979844428,C,E,E,-76.22315431675358,-127.16790849756106,B,-39.58130140373022,E,-4.896007172432691,0
18-25,Other,White,87,A,58.621157897068656,A,C,E,13.344888720366683,0.20779512824942215,B,85.36485758558749,A,98.54372632388258,1
18-25,Brazil,White,85,D,-15.678063625813977,E,A,B,-4.819455847701399,15.9507072115673,B,-70.0889408131883,C,182.7329773212455,0
65+,Brazil,White,58,D,67.51560675600237,C,E,D,-82.55704217294296,-12.170647499118038,C,27.693725788854874,C,30.52085129143334,0
51-65,UK,Asian,91,B,-141.87560831702294,E,E,D,-131.0372168693509,119.63277211528494,A,-205.20425970295184,B,-13.46047576715445,1
65+,UK,White,32,D,-66.70422828020715,D,E,B,33.24760547034712,68.14383928527823,D,-81.81576144468528,D,218.13556680761076,1
65+,Germany,Other,82,B,160.43490785456942,E,C,A,-133.23933804888145,-97.14326901761329,A,26.072297094921826,B,-100.28798807537136,1
18-25,India,African American,75,C,-122.65402750920936,C,C,E,-146.31826977446144,-89.90758116526007,A,22.973067841755412,E,67.68949172093738,0
65+,Brazil,Hispanic,33,D,42.426506503232055,C,A,B,30.88203718561666,47.32735275807745,A,199.57319437366036,E,8.729096822015434,0
65+,Mexico,White,97,D,-22.638551852040813,D,E,B,145.83659006465146,-36.24253192664266,D,-147.17587076744584,E,143.4518029223127,0
26-35,Brazil,White,50,C,-18.27635195421662,C,C,A,46.77874774182859,-7.342154377799652,D,-172.76808588452238,E,-80.15274884641755,0
26-35,Other,White,32,B,48.61297709777161,B,B,E,48.52366550955453,40.26681343608327,E,188.53695177037602,B,72.62256256283608,0
18-25,Brazil,Hispanic,44,E,-39.55066690495334,E,A,C,66.4641128192816,12.896104830274297,D,139.4476467290143,A,49.94246723953255,0
18-25,Germany,White,21,D,-70.26602670658943,E,E,C,-119.59182812945596,-135.58267420519286,B,292.47239644690495,D,71.16581414503491,0
26-35,India,White,85,B,-27.36731546544694,C,A,E,-37.85498338038151,141.3313247824111,A,-201.0331719157394,D,20.57146351923925,1
26-35,China,Asian,92,A,-5.849861059365567,C,C,D,-110.91587518609774,-90.98640134906614,A,-158.79355301772057,C,28.42175696902094,0
18-25,China,Black,45,C,-50.809631324234495,C,B,E,24.03845707948594,36.985384482471034,E,-22.07351620971545,B,-7.406925717224457,1
65+,India,Black,56,B,76.1245210490969,A,B,C,-23.250824118764076,30.5500271077758,D,-178.87535524080567,C,-60.3278143845702,1
51-65,Other,Black,32,B,20.720321334922655,C,D,B,81.87074644561993,-30.166273509966196,E,-107.66545206151028,B,-65.83180886910311,0
65+,Mexico,White,48,D,58.60980420170006,E,C,C,37.74239399899702,60.5552331170684,C,120.22888619008694,D,37.75571469564184,1
36-50,China,African American,47,C,111.39398537852063,D,A,D,66.94796706498359,-103.5220611606369,E,224.33994493111052,D,32.54001358747575,0
51-65,Mexico,African American,91,A,-126.41076145083304,D,C,B,36.1891567643984,-30.19930198251966,D,-99.00656604200147,B,117.03770617484737,1
18-25,US,Asian,23,A,-112.15077576897963,D,E,A,-24.779901854477128,-13.467388817612813,C,15.226176788704285,E,-28.533847477874502,1
18-25,China,Other,42,C,-88.49918734066814,B,D,E,94.08877496272983,-149.20777783494995,A,-19.547639662670385,E,-96.33214520359522,1
18-25,India,Asian,40,B,179.3217309296788,D,E,D,25.09951286725044,32.1515395477694,E,0.7469164777665014,E,-76.8669526451625,0
65+,UK,Other,22,C,-63.714195197228165,B,D,A,-254.91110916475694,-63.07236835733773,D,232.60305889233433,A,-54.82475250400436,0
51-65,India,African American,24,C,165.1894780843496,A,C,E,114.93902862055437,-27.14565578376744,E,-119.33810156217233,E,-63.26666480111919,0
36-50,Other,Asian,76,D,18.741522570614862,B,A,A,-34.18789938673974,10.917702305245978,E,-53.98851594045389,A,291.4867200667814,1
18-25,US,White,98,E,-31.232815562119185,D,C,B,45.736323527336616,88.49658320932343,B,-121.69123263113084,A,164.00595886349657,1
51-65,Other,Hispanic,64,E,-232.5328620827524,B,E,C,120.67168600888054,-170.49921524857757,D,-201.49594708773847,B,-64.2075304152123,0
51-65,India,Black,27,E,-149.5138463936704,E,C,A,-2.2376005038617515,-16.349260076065935,A,-35.45977251444332,D,21.065714606760814,1
36-50,Mexico,Asian,94,E,-57.09862126327337,E,E,A,98.75670167934956,-125.4219140018497,A,-204.43187100063193,B,-17.495063515530582,1
26-35,UK,Black,75,A,-116.8499538422342,D,B,C,47.0815565956273,3.098295658394816,A,257.85408755212666,C,-55.91417128034576,1
36-50,Germany,Black,50,B,-14.276506994137957,C,D,E,-33.52413922834124,-64.71058584360523,E,-11.993482931888853,A,98.20354306427025,0
36-50,Brazil,Black,95,B,-311.66160061201225,A,C,B,-27.31611115306424,-30.950679673421135,D,129.6113137694687,A,12.06154823784511,1
36-50,UK,Black,52,E,-0.6090156472548425,D,D,A,-95.63966932404946,218.0487109405491,D,-117.33970708526695,B,128.70216831949887,0
18-25,Brazil,Asian,47,E,85.347523260494,B,B,B,-250.04365573867756,-106.35241872201757,D,-148.67372650596934,D,72.11389991653499,0
36-50,Mexico,African American,39,E,-145.57861215250188,C,D,A,40.472409414456884,19.161320102962414,D,-129.96219519459407,B,-13.576129797161645,0
26-35,UK,White,97,A,18.547673350604672,D,A,A,104.1815803633806,21.827652521950505,D,-43.14328493929306,E,176.58042790178465,0
26-35,UK,Asian,82,A,-140.7047142346825,D,A,E,63.8304129171128,56.43845257083593,D,107.78694496065091,B,-22.41384198515022,0
65+,Brazil,African American,35,D,-24.094698826705105,A,C,B,84.83167311796761,-186.97333053220484,D,80.93932111551592,A,-87.82658212117593,1
65+,China,Other,21,A,130.68306778703595,D,A,D,-215.9154575969251,40.78897363400055,C,-235.37417079613482,B,130.4488176979676,1
