age_range,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
26-35,No,76.20162851932211,-65.84972412647558,6.076328605020346,107.38632785734796,34.46071177170357,E,C,60.30831323108122,-12.78359535376291,A,-103.70397510181218,16.86724745805962,58.40936831954728,132.9052609918554,17.93018289936096,123.87813401331718,E,D,86.82825043616408,1
18-25,Non-Veteran,-105.43041627364698,80.75564572113346,-88.58040532377315,23.450142884150075,-34.31744507818906,C,A,-55.93593880950692,-56.96313438764301,A,216.53985682362585,62.28256524755975,11.246135490449467,50.924932480825845,50.066917049394334,-170.44696217359117,A,D,-27.507836209266074,1
26-35,Yes,16.024258994127166,-44.09850374061751,138.19528708649167,29.639918100991718,-19.844657900545574,D,E,24.452602672044957,-26.70186554754323,C,-96.01658606006013,35.119590034637646,-14.516881252949817,-151.45095735778636,-137.44219439572575,-19.28031872042705,A,C,-75.29627348263091,1
65+,Veteran,1.9207679685608183,187.89327563382724,73.65585233935474,-6.9638024013014945,184.3670197975167,D,C,88.92802004663179,33.76002128689081,D,-192.41354882405568,-158.17640310977993,8.42413895243823,-63.470089740843626,-81.8993942729357,9.167964064078419,A,C,-55.67708986650448,0
18-25,Non-Veteran,-111.2441483903231,-67.17528307923494,-54.92400104004488,-0.6179054130404692,157.38597713077837,B,E,-34.102218091732084,-100.68140215362045,D,35.54897230608539,-19.65130590031977,18.875325759380214,-69.21415727356788,25.786241809641897,217.65231599557916,E,B,-122.83679262636404,1
26-35,Yes,-8.05152575446519,-46.33596432522872,81.34315048397059,-63.56291330498877,-174.83231934379137,D,E,110.63772691125313,-17.800157534699736,A,-162.71809483042435,73.24005569008776,-84.54620109766412,-74.60579682179616,-29.567833506780854,17.784954551925054,D,D,2.8759137914718615,0
26-35,Yes,-168.84047824196782,-81.42130820939278,52.879935153517806,-139.12151597122218,131.52678721062185,E,C,147.08301755133166,-70.19977855141212,A,-26.335922804043317,-169.97050815189465,-152.98877590791992,-46.30110706556836,-74.7185304264019,17.626824582401493,D,E,-60.845829473159306,0
36-50,Yes,-78.49538596169941,34.98620420696042,-55.74338777413844,-87.93823636518776,93.62821487687776,C,B,3.988093024102552,-161.23145798280086,B,82.31768200853509,100.5493634844723,107.59170707387011,-91.50974669649186,-102.1652093065719,-68.94665645413659,E,D,-48.231611521154136,0
18-25,No,-51.13404802096966,96.76909110566334,66.0339613921389,88.13711560793816,6.550744690230862,C,C,33.770944679686835,125.00076754346372,E,-26.88181824321163,-70.86853665289676,85.21139437342092,-42.23589073452411,-5.786836867506013,-71.96634631153013,A,D,87.70843745960548,1
36-50,Yes,103.06396749180648,-116.67363322160827,-260.31853093662744,-158.41159356673202,-171.14857601482305,C,A,189.0544250609882,55.34324577557742,B,-60.98635996860939,41.92396960027144,136.81115872573108,-113.656489932461,-64.5984744458958,105.58156198233108,A,B,9.168392319860173,1
26-35,Yes,65.62515906571996,-22.98750230362492,81.73563602837454,68.59077762893281,91.1726935485078,A,C,68.91670815917,118.76999992341364,B,142.7766726185129,-153.39874695728807,33.35923613865827,80.99532005547081,59.1918134313626,133.71229196832354,E,E,-52.54578073513222,1
51-65,Yes,-19.687318688285714,-15.719941202349263,54.04978118139708,89.74489052542143,-144.8635871084598,D,A,-181.92444963323518,-70.02363057964548,E,-3.5880788114081756,63.70066034472713,-107.40085131205797,78.88149255868153,-100.91484649923656,8.710365795758932,B,E,220.40234471920846,0
36-50,Non-Veteran,-44.270761273781964,116.05800846603154,64.78440773592283,-114.73787777167468,16.478279395706526,A,D,46.03070652957666,-41.89788203055416,B,-48.39922770822744,-47.94714736772032,9.788117922215028,6.880369347725308,170.09763517968233,-147.40875442045018,A,E,61.53419614302248,1
18-25,Non-Veteran,-99.28822613650713,-121.53205917669136,-48.497629012932215,-66.77670134417085,65.80577523629607,C,C,-38.158063004925395,47.64016690268147,D,23.309180676039617,104.18389586965213,-17.819840197503893,163.4599229435597,-81.94647874948474,136.3867262791754,C,E,-70.39340827771638,0
51-65,Yes,-66.67887819177179,-20.65925154842379,13.424473275796695,-52.11745083762298,2.7728200238515877,C,B,-48.193236801429826,17.568821254203698,B,-259.9035057603398,31.598855328634457,-31.347013426604352,-16.67554877871576,74.5683563105104,31.074490090571604,C,E,100.20891483385003,0
51-65,No,113.49676836473365,-169.82389382607514,-53.429644407155976,-27.832568191002032,-29.04057492941547,C,E,-259.8075026346154,21.073347947842674,D,77.64875530299739,-135.03988245496157,107.52037046559344,-76.1411158768996,97.95172777461427,-10.804491056335323,A,C,-168.83055525499475,0
36-50,No,-76.88328424344704,-79.1373959350103,-32.59122416443914,81.68334838351291,60.40455433364967,C,E,-38.16393548575216,82.84369525467324,C,-61.322546638854035,152.28006613533185,-28.06661446537711,58.61745028843786,-137.62170791595702,16.178791818519038,C,C,49.1708360848381,1
26-35,Non-Veteran,86.79504115155707,9.602834719462422,54.04750258976757,-31.874014489635183,-104.14506902701135,C,A,-105.21900633802596,144.66215264932015,E,73.65122961607112,-197.51409804189078,54.74609474832859,-234.34984442115604,-9.518068885484922,105.53331385331629,E,A,-117.02353059642627,1
36-50,Yes,-70.25420845068253,112.73467342944706,133.6906222022721,70.44849151559005,-82.9005228023426,E,B,-14.470472375723975,-119.63218430742101,D,-153.15340715412938,-11.348502272678985,54.2885247607513,-53.77887664327965,-1.1272535747754795,-71.28738740167775,E,E,36.04061748596948,1
18-25,No,-33.338487959951635,-296.46952315891826,-25.251106104178145,126.67426652942497,-140.57526000553162,D,D,30.693081194806364,-118.9781340316683,B,37.36456308347269,-57.86052814318744,204.9424666736674,37.985148365976436,-120.83600940335677,30.499966659599554,A,A,75.71987561545978,1
18-25,Veteran,-47.34605169761746,-196.09418649845946,61.35699116881725,-31.22374241171091,-185.72789406465017,B,A,174.54998328490214,100.03048060018429,C,59.535062202248355,38.00081969781164,150.09820383995455,143.73899502777198,-80.28534370342018,0.5244697998233141,E,D,125.6411506402364,1
36-50,Yes,35.17345905644613,-36.70546378951003,66.73754226361808,-33.564471059182175,-85.0049753013311,C,D,173.54389291449678,37.85594751981364,E,-41.40737591251703,-52.68034256182285,30.280572893205104,-59.7616233399545,-244.56405431083166,84.74144178616528,A,A,103.14296564665977,1
26-35,Veteran,-12.16881341226519,-140.1909929847185,111.8094961955846,-146.20683821258407,25.17513334928826,B,C,128.6226273257127,84.49923446390058,D,207.8931819613327,-79.74610433400782,26.449568003763318,-43.26378894101067,-68.30224201518516,38.221986689863954,D,C,-132.55768624661013,0
18-25,Yes,7.902036847647999,134.29705560315696,-146.11130268174534,-45.91840948428071,-20.569722831383622,D,B,-110.5316679070413,-73.4241194143589,E,2.2721089089640434,-168.45248738844313,-192.41932049452944,-19.756203780086526,27.121850484843918,-40.43172953067804,B,B,-90.36750513605921,1
51-65,Veteran,-123.39933087407286,29.975381047502225,45.95996303534254,-60.18896536716899,54.65315852781494,A,E,-132.664369331419,-93.01859508252319,D,148.8751051193746,11.469192377364406,67.79540411146782,-27.07479546296465,-72.44853530920493,-3.2622191128254805,A,C,-144.1365964411394,0
65+,Veteran,46.537675043812435,219.97243879144798,86.52373558758732,33.39102331272713,-99.0679426559195,B,B,159.0363450448656,166.21132578184776,A,-37.53670475075389,-92.8902465289373,-0.6415320493389257,113.86614619671872,11.031088190067027,-257.2726032322168,B,C,-76.77530364331137,1
26-35,Veteran,110.92059934611483,112.85829732479327,55.45020264634021,-175.45955105856,-13.797533403843563,B,C,167.59035889393124,158.65856134923237,A,-27.326274033321056,25.325086706980738,-112.09858019284901,-13.756943256668203,-51.20991851968167,26.319375273397107,E,A,97.17480433096692,1
18-25,No,8.949738071904907,-2.391798720493908,-213.1767110804725,76.20583677954235,-44.92415038579842,D,B,38.822821591631914,-92.23084154191507,C,-133.64199910929432,2.0105826008372216,-131.34348611202304,195.2849646227878,-19.667735309843053,118.76524543511138,B,D,101.46687886957686,0
51-65,Yes,191.28426866707122,19.896292426572558,-130.3101043388561,-14.492082157282402,87.61615133564983,E,C,-41.49454403121346,-151.13706538308838,D,-30.854886778647423,9.544003673290662,-51.24495217721721,-1.2752506787008078,-38.96774269443049,-92.33748320535572,A,E,108.95105411831565,0
51-65,No,59.41546231872199,76.9871386988835,9.55177305384337,-4.277439495834036,104.28017697878246,A,E,39.82724852338451,81.81565348252974,C,-50.7917130108256,-89.8151367868769,39.637506349077775,58.836714754674006,55.365842309433155,-65.3122651053934,D,E,-11.003395043576415,1
18-25,Yes,133.1502754233801,7.142974302566254,53.243167989480575,-132.04987999187807,-134.7540811359873,E,C,-13.664942967593854,52.61272965500717,B,-97.21357947476616,3.2938442181134953,50.223096095447595,12.330114875693896,75.21355256903331,-50.94908937689745,A,C,104.79870929219561,0
51-65,No,-92.04181740233204,-4.343223136213696,61.94745302412682,-4.191145922735287,103.23190518893051,A,C,5.673922561020491,-58.93928612758047,C,83.99143040982806,-111.09573727629373,53.60368184081625,98.66844687452303,-40.64368791954044,68.75387862258347,B,E,-30.31984803180728,1
18-25,Non-Veteran,-16.453041093922625,35.13070336552624,65.24407408977397,-112.94523442684496,55.430884006491524,B,B,-89.44590159516146,157.53706921713862,B,122.82564631649953,-87.33112005541963,-118.07014714671202,-101.75889086045855,93.3734334968266,-67.86023177535267,C,A,53.98077910770659,1
18-25,No,105.51085191835539,17.3534140381613,37.10738985168472,-26.72500283621045,-86.85794113149356,D,C,130.5315510690513,111.85182115906251,C,-59.4375676865462,-84.11103457272033,-42.839964296694376,5.845029403104155,-44.80336131218432,-101.94652154381043,D,D,78.55677583933114,1
26-35,Veteran,-58.34981140122631,-86.28027030768226,-72.536800984626,122.24470226761603,74.62079153531337,B,A,38.95159326532586,21.66191663123706,A,-39.9692772626287,-16.239336714435506,-3.25257019553322,113.04022924957766,-132.5922521879925,-65.7805506059559,D,C,-38.65804481014105,0
65+,No,-104.58348364382555,-241.24662923578822,-2.8253488125311534,-53.8224049981214,55.091709099518724,B,B,-111.89440828624737,-14.405125704577115,E,86.08436539035313,-21.508309914408745,154.6941716171221,135.19456213615246,-3.221351447036138,-125.85737258341834,A,E,0.29711860290857584,1
51-65,Yes,121.83120862686924,-42.5003140553157,47.48886867114849,-113.54496306694382,-130.70566273990383,E,D,-35.71478538766338,-27.91553477082053,D,177.9021762960683,57.533074873923226,-3.7063341331192747,-57.50861763219611,-53.10907692226182,39.81220831008258,D,D,95.42311669214357,1
51-65,Yes,18.845933836846786,-28.48872252603865,146.54915229328748,-130.5363957866046,-9.976660011681085,C,B,-32.561367712837665,-144.68188728663324,E,171.45180126805656,-96.38681078938698,179.5379804696871,-39.91962476466709,-34.706628383709024,-80.52438608186128,A,D,38.61773622444703,0
51-65,Non-Veteran,149.64907708329517,11.362156250458376,-243.97014859310264,-101.16800610156301,-99.90318535640468,D,B,-88.27272684295056,-91.86163458370032,D,5.3490218469244875,72.43580913543856,76.21436739688957,-147.20623854578352,-134.0393619227246,-65.20743448340605,D,D,-8.34158203761444,1
36-50,Non-Veteran,167.81753306754626,-32.741568570065574,-137.5169898886379,-31.21794152117257,132.24161874905255,B,B,66.8302763619575,-103.8487422276624,E,-19.84397817136461,107.39540466766064,-59.15292058343085,95.36865431335193,106.64507785846884,-112.01400487990401,B,D,34.66105257921295,0
26-35,Veteran,-31.463154317602932,77.63914807715993,35.067386894604006,-122.02062595342984,21.95755271269266,C,D,-52.73141390960785,249.31305006167673,E,96.36669789194514,89.73965784486572,-122.63672588974082,-130.4246919462765,-36.260010297150764,-46.80596410208076,C,B,27.44418519978317,1
18-25,No,183.77546285281122,317.1272357273669,1.63424307928059,8.564410081694136,96.45428023910473,D,A,92.68145589884375,17.365960848021164,B,32.631013640163765,-5.18180565648777,-29.01294066950588,73.55753125148368,-41.78266625195124,-126.08026248428266,E,D,-49.89745828564286,1
18-25,Non-Veteran,-4.847348792615773,-56.173153992518564,127.00607507858376,-18.71334841193207,2.832351354335852,C,A,24.964368438704255,-26.666524506833326,D,55.067320925078654,134.0286215632007,3.6010169755980854,170.38331644070675,41.972172279759974,-57.22746976719784,C,A,2.487081438165854,1
65+,Yes,-50.485512483696695,19.540755806143103,-39.60126441492763,-47.77299120778749,131.56549369887003,D,B,-130.3295162639248,85.81406286965651,A,51.60835922013276,21.793764250895183,38.886317935659505,38.51692921302122,0.9702118773171873,-76.16028724684467,A,D,123.5089177099344,1
51-65,No,-62.426789382018185,69.28270980389168,-10.634611812959571,37.16551894547598,75.21133251417417,B,C,141.53682425525628,-138.56042949408777,E,-5.903092539293076,45.816988298128315,-98.38683357248303,-175.79425515842803,-12.872651944913796,-103.62822595302504,C,B,48.140636630783625,0
26-35,No,38.23531395159027,112.44688655682194,-66.73139252060466,-56.15698215768984,-45.43310829771809,C,A,-45.62062536844983,11.746213663899443,D,-205.29507687876665,-92.51898040767679,49.1087616148815,-2.690299818626351,9.331778917107004,29.245283294503434,A,D,-17.88223606661718,0
65+,No,96.73550505027492,-119.50148335576863,20.095078315775936,-68.31833315178794,-39.296580242575104,E,A,50.22151244908084,-227.93247708206727,E,154.2276870778195,7.640835396450737,10.95820243500437,-12.864512501892092,39.699828601581764,5.903232929955969,C,A,58.10590991613035,0
51-65,Non-Veteran,13.61975100309972,72.55304348125587,6.974274234538205,119.04545847625512,-119.32037532112949,A,A,75.70213176405161,30.789486705680396,B,75.4304643706635,20.59783590805972,-73.6492029098686,-105.13939988468553,-173.46557462242677,-91.52184727972809,B,B,-184.19893499438047,1
18-25,Veteran,13.580577607004606,19.189925937354595,28.628697231380496,-68.73275754607405,180.05257601638175,B,A,102.49104525243267,-157.08903509489613,A,-77.526477587692,-27.619391492292976,-39.98353881726586,90.33469368307559,-6.413419159330594,-98.14920861268929,D,A,135.0744143661289,1
65+,Yes,-4.717887740201176,67.13179393988612,53.41579302406833,13.749880096975065,-192.45816638438333,B,B,-71.17736567621436,6.304231725862238,C,-113.3614421852444,-96.7692161909205,139.89072596879518,74.55361222581436,7.944040968126501,-143.7482997963093,B,C,172.2076913254328,0
65+,No,98.54133820120843,22.111568162678964,-166.8688325666785,132.9059672477414,-54.42192959570663,C,A,-0.010193042772201153,124.41008325632194,D,-115.77502389326094,40.1358258668535,-96.64479794551261,55.65982140696937,89.49360288792244,-107.76557460918677,C,D,-230.84379530549438,1
65+,Yes,-23.836687243959386,-96.13961691042358,-20.103947216992488,57.06506295386467,-216.6418595120811,E,B,-25.132030896896417,6.089375937847363,B,-97.47711316391067,-106.04180942015998,59.39502390587178,-189.8751985569399,-282.5125731519618,40.30249023376878,C,A,93.93176125128491,0
51-65,Non-Veteran,65.87215075498509,-11.732249900351139,-133.96802116898425,23.47208346181396,-0.019740139571142852,A,C,-9.075222194903182,29.819278110155956,A,-35.1601629530019,-21.932367875301686,-31.510868189505715,128.85467420152804,76.55835962733009,-129.80011138625198,E,B,74.36672301509617,0
36-50,Non-Veteran,31.125478902014414,60.44703612095533,178.2224137250712,-112.05635966202026,-43.26574973375934,E,D,4.113262606848441,226.97181783223002,A,-21.961383361468233,38.20447315544653,117.79493231610077,43.541748620092164,-229.00927037801964,-50.818798935187296,A,A,-180.9665670188594,0
65+,Yes,-153.6640827230777,-74.02739229677383,80.60339126146042,-105.23997816189019,21.280408448608277,D,B,101.27323489856647,40.962479164729814,E,-47.98398453359926,58.98247582310384,148.1355707330605,-31.412980378603283,56.960118041469364,-21.065281088958212,E,E,44.44340204797664,1
18-25,Veteran,252.7960577698075,53.747458330567454,-1.981958310394379,35.71965727065889,-93.24425271382465,C,C,98.79569857487004,43.84382369643872,D,-3.2745135645532963,102.71550568423011,-61.75826498981417,-48.046322828686435,30.08978278495605,-79.36599973732285,D,C,-17.198014164501025,0
26-35,Non-Veteran,2.5552982710373646,-90.06097719293977,-89.89595401289093,-126.87963548554784,103.14466876887236,B,C,-12.175105925260839,-46.947755901802516,D,71.40118576291408,109.9688945720252,-96.9791601224934,-19.946468186795038,-57.63781566879127,5.965755361347134,A,A,-15.673451399950167,1
