religious_affiliation,genero,nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Jewish,F,India,Single,-104.23312446457031,81.88398778894656,21.245061455032676,18.078269384678368,-64.37435907996273,44.02565121273576,-132.8039218955064,C,A,E,E,1
Buddhist,F,Mexico,Widowed,219.60826337342567,-76.23307503029298,-225.85176114804804,11.581477458137968,102.22496689636118,7.174940903562785,41.93645651589219,B,C,E,A,1
Christian,Other,UK,Married,-0.06428661649442179,-58.656014451855434,235.19044836405803,137.7577771745062,22.291364563228587,-120.19502606371277,-22.921158546319777,C,B,C,D,1
Muslim,Male,US,Widowed,69.67955551071648,70.67040539594596,0.08214326068894873,69.85069490055635,-45.45138457469887,94.68717925037221,-70.92472795047065,A,D,A,C,0
Buddhist,F,US,Divorced,-46.66018526093533,-47.712052526061264,0.434761851579356,-22.779341334912885,32.726997070565645,59.60130817737388,137.16205481037858,D,C,E,D,1
Buddhist,Female,UK,Widowed,-6.536589199762455,-5.468407185289582,-41.88704678294448,270.7353165087305,23.89241792228698,-28.05464106301383,8.17224289522619,C,B,B,A,0
Buddhist,Female,Mexico,Widowed,-138.07952733024206,-5.331664720975407,45.461274072833376,35.36215917407438,98.82229796868506,124.06375081370793,-38.19361314059201,A,E,B,B,1
Jewish,M,Other,Single,-28.778976271692503,-186.9137720313804,-58.59054007286979,-37.408722273756965,-62.104335217176576,-79.06441323984896,-77.02360798111762,A,A,B,D,0
Muslim,F,China,Married,22.29774403748082,-26.079483823732634,5.967506613125603,-67.78086103556848,-81.62184578375344,21.530510150124826,4.15667197165771,E,E,A,C,1
Muslim,Female,Mexico,Widowed,149.96874925201644,-260.61462592435174,133.74480937943585,-50.55405328199184,107.41674496458495,108.02047298019504,104.82634229917758,E,C,A,C,0
Hindu,Non-binary,Brazil,Divorced,120.66401493711474,-113.12244724477685,10.69785037907899,176.49195253709436,28.244301366603914,96.39630699327284,-116.08618332897717,E,D,C,E,1
Other,F,Brazil,Widowed,-41.87724356285736,94.74575273203037,-29.617701592179447,-17.750169965167228,-158.98700302607116,-24.814715126071974,31.632858723415275,C,B,E,B,1
Other,Male,UK,Widowed,-178.46830751084306,14.415793907572036,127.58778758734124,-2.2168600026816776,-143.672746783462,-57.3121267245399,86.67816578203127,A,E,A,B,0
Jewish,Female,UK,Married,-72.9443575701298,-154.7904064882041,-28.43080185381387,36.07291367598289,26.11819742758252,-132.74558558295516,59.11396650338296,C,D,B,B,1
Buddhist,Non-binary,Germany,Divorced,-61.315601508244214,6.604514001469279,168.96116268096617,133.68127310416503,-178.98752868524096,-31.1747356552301,106.08451839434629,A,C,C,C,1
Hindu,F,US,Married,-43.82306889350544,-51.985269737791775,12.563984178867443,4.804078987815087,-227.91026275450884,-69.60498643620761,47.33684575711533,E,D,A,C,0
Christian,F,India,Married,70.65039346927331,34.45506256995251,-3.504196412801322,-25.148583744746766,130.36397585011616,-97.08049827997668,-49.966369804123,E,E,D,E,1
Christian,M,Brazil,Married,-59.00090686338463,-15.540418585662124,90.40803599798377,-212.80656950125865,147.2292294591937,-200.6094214556096,33.707200685772854,E,E,C,E,1
Hindu,F,Mexico,Widowed,-59.668302383138574,14.585134625114405,-57.68294167128091,73.0545760059074,-167.58764039706935,105.82769143861495,56.97676546323272,E,C,B,E,1
Buddhist,Non-binary,Brazil,Widowed,-72.04968917724185,86.89193214659588,18.649701316159252,-33.31411959467037,13.54068381543537,-104.3860082667069,-1.1103340227436864,B,A,A,C,1
Jewish,M,Brazil,Divorced,223.18382539076347,23.357634994198655,-260.7395967940866,-34.473194643527364,-75.7594108398511,-161.1808747961176,-106.22675738696866,C,A,B,B,1
Muslim,Male,UK,Single,38.318856828667016,33.35142615028347,-128.3975306483281,-26.556261164790097,139.9974492462207,-92.3274797639051,40.77899020917975,B,A,D,B,1
Muslim,M,Germany,Widowed,84.86351428039653,70.2183487997908,-155.88644063890322,-32.02438912201539,3.3605390356644804,-273.6576557320689,-5.457456542379662,B,D,B,B,0
None,F,UK,Single,-63.78046274651168,-65.74515919657719,137.05779672783638,94.90488860035025,-127.57172430560091,65.40388732702688,-277.6077386338638,D,A,B,D,1
Buddhist,Non-binary,UK,Divorced,57.24097440040757,-97.55848900718227,111.56549292025626,-127.42580522749971,-5.012079686874804,56.84855836521633,-74.27352143938056,A,D,B,D,1
Muslim,Non-binary,India,Single,24.51238081606497,70.90789582354407,58.08223126862352,40.775991392552854,36.4816843712905,94.38347776455238,-147.15201285644483,E,D,A,A,0
Muslim,M,India,Single,215.8555686346027,-20.62065689296722,-55.55852798298923,-46.734839868237124,91.54284047966344,89.34584248027234,30.08034769852702,B,E,E,E,1
Other,M,Other,Widowed,22.179034000607974,46.896463377819735,-116.25580338955174,19.24034399896456,-58.87138701722701,-34.327124701615986,3.605710487745834,D,A,A,B,1
None,Female,Germany,Divorced,49.88822293511035,82.50642936955724,240.41358436844774,-1.0025092060149647,5.828843015285275,-31.994494578849025,-2.631568553379619,B,A,B,C,0
Hindu,Other,India,Married,90.24660742000437,79.79079584556614,39.172739135754476,-185.2508884018413,81.63603448178358,-102.92217494300053,-56.42166750210966,D,A,D,A,0
None,Other,Other,Divorced,123.83926253885087,85.6459834176292,169.5919165555229,-172.00292450018003,34.95457859892753,42.64195209125788,66.85195082633956,E,A,A,D,1
Muslim,F,Other,Married,-74.4318506636839,-16.631551408509278,41.55574462272165,46.65103420222241,21.65201267156461,264.4834031572731,-68.5936827286411,B,E,D,D,1
Muslim,Female,US,Married,-20.72644288933305,-49.66800140857326,5.682652114898848,-45.924470022183584,-44.75944073314851,2.2152796846166205,47.650492949208555,B,E,B,E,1
Hindu,Non-binary,UK,Single,30.28117238326627,-119.65064144619791,-110.28493731370818,10.091449102195837,230.2164959724059,-7.514962503370956,10.459277163475974,D,E,E,A,0
Jewish,Non-binary,India,Divorced,83.83121803616788,102.57041945507281,-45.641949526072004,-73.1768297549008,-98.39312110324101,100.47242485314585,-141.02503051811868,C,C,D,D,1
Hindu,M,Germany,Widowed,-40.68948446550055,76.47852612460085,-11.089072391751413,-103.02125552510695,132.59297806900273,-77.74150614075194,-75.66116871987283,B,D,A,D,0
Muslim,Female,Mexico,Widowed,148.9845029596837,-143.65945867780724,-89.3505007540649,-157.3713079971625,8.299975450727853,-45.680341310038436,19.666259524724424,A,C,D,B,0
None,Other,Mexico,Divorced,-82.72154531398984,-37.937487804258545,7.1341977667527505,131.55160156416684,-30.7710523414196,-198.79321579429035,47.947361434488876,C,B,C,E,0
Jewish,Male,India,Single,149.6601895220508,61.41583500938582,-17.422456852223142,-126.91970761974214,20.12570054033574,125.67419375723831,61.17629836891262,B,A,B,D,0
Buddhist,Female,Mexico,Single,-56.6412841230413,-150.822894589446,81.07779811090833,-50.27416345598316,54.1768581138773,-25.214658389268973,89.62411625952163,E,D,E,E,1
Jewish,M,Brazil,Widowed,293.07218550925495,43.048836907898085,83.26418490154595,-117.8465882671995,-206.73945481587714,-17.78409039918577,-70.47168418003129,C,D,A,D,1
None,F,Brazil,Single,-162.70768006213453,75.47821911163156,-28.869455875009585,70.7111231713786,-56.94387568995894,124.59827538857296,-255.297286341181,D,C,E,A,0
Muslim,F,UK,Single,-268.1038442001057,39.293892285306384,-73.6793378130831,7.16363039197969,-75.96604539519217,2.5086371527844484,23.28603713148947,A,E,D,D,1
Buddhist,Male,UK,Widowed,-138.98227500954206,-62.9961456525965,78.17505104232481,-235.246108541151,100.97842765632832,-17.43403924450517,47.27531801280262,E,A,B,D,1
Buddhist,Female,Mexico,Single,-142.47331305598058,27.783265614659868,30.06103729561214,29.319238390980544,107.8760997613653,73.22783170712115,13.260867590410758,D,A,A,A,1
Christian,M,US,Single,66.07961736435671,118.76687072561477,24.071612866273824,-35.10637735740097,33.868055763266426,-81.47995324401022,-10.019094234558212,B,C,C,A,0
Christian,Female,US,Widowed,-121.66922914166855,34.16467954868663,19.954492711963372,-131.66198515381853,-87.67050441331396,-41.38194853174629,6.084428366094757,B,C,E,B,0
Muslim,Male,UK,Single,-16.332036023866983,-149.34700789266685,180.39069890474798,15.6932302119464,15.313506988915169,-162.34613147132632,3.5705161501859566,E,A,C,B,1
Muslim,Non-binary,Germany,Single,28.984492746011725,-62.62967982445403,60.037438520237295,-183.0491789106381,57.676653979982916,-152.61493096631676,-252.45472472624283,B,E,A,A,0
Buddhist,Male,Germany,Divorced,125.72948007730909,-203.82622856695346,126.91810166548301,-10.242320686395837,152.15721082687114,-27.99949688398589,-58.916733975898204,D,A,B,C,0
Buddhist,Female,Other,Widowed,-35.33043170410746,122.82314365344543,16.751744730813506,178.68461613580698,36.80964381400149,199.16601497759075,0.5077458825336665,C,C,C,E,0
Muslim,M,US,Divorced,-128.11269373868222,-167.09919132336773,-39.07172861826301,146.81417928095402,104.03118174993202,-17.13919821884132,-60.367641734396585,E,E,D,C,0
Hindu,Male,China,Married,-0.1849755881525427,71.74639325703043,-50.55057355863085,48.578152631182746,-6.946729245957804,-95.78036553170979,-79.97438581038351,D,D,E,B,0
Jewish,Female,UK,Divorced,-59.688207019511175,-27.436760066173193,85.12406056832307,74.1926467070384,-188.25064461771305,-27.749552328213035,94.19047382365873,A,D,E,E,1
Christian,F,Mexico,Divorced,-22.62556844318636,29.712287276344263,-105.7932716452872,12.046254653601208,-196.49440672950703,-54.01748426809251,-147.94428755607422,C,C,B,E,1
None,M,US,Married,159.32274900184942,-72.33382339365922,171.25868777014603,47.02096549233554,111.71922628491453,-104.64600850843378,-94.58269880414318,E,E,C,B,1
Hindu,Male,Germany,Single,52.95347431456722,-5.568007416497178,-80.47098637524901,-4.976580514035201,92.2518972611578,121.44110310133733,-59.40327139761041,D,A,A,E,0
Christian,Other,Germany,Widowed,98.16146793123531,216.75775701557365,198.36041444766036,-74.37568918201126,29.337460287250238,-74.5710349486524,20.802924060615602,E,A,A,E,1
Muslim,M,India,Single,211.866478010084,35.90133620002291,25.512853632695514,99.96616351419824,-73.20296018578227,-79.21482757477844,-103.63863629822825,C,B,A,C,1
Buddhist,Male,Germany,Divorced,-22.2730507802679,-33.21613526147049,-97.59105320903605,-155.43554993567645,-68.53140292187999,-12.628451008718534,93.65979169779966,E,C,A,A,0
Muslim,Male,Other,Widowed,31.82367610752766,47.42469827543878,-48.178053771387695,77.62205628407418,-65.73070276019028,-22.567774184488318,82.00008472307805,E,B,E,C,0
Muslim,F,Mexico,Divorced,21.49699614479672,-53.03894896744069,69.13726712071507,191.10705593305715,-37.96151020128743,4.581354319166006,-129.04480222960507,D,B,B,D,0
None,Non-binary,China,Married,113.88843171416654,-104.24615987265109,26.164610437420567,9.473550708519664,34.045158585723314,-4.222759030035701,29.466726134981553,B,A,B,D,0
Christian,Male,Mexico,Widowed,84.21671505768089,-66.41663662975166,192.44337754117015,248.3566122661253,60.32684048760394,180.72403157844616,-173.63560088067726,A,C,E,B,0
Jewish,Female,Germany,Divorced,41.7884311318022,25.63519440589725,-46.825344841226624,-101.40360572314127,87.09578148715059,95.7944591009554,-132.68120725337374,D,D,B,C,1
Other,M,Other,Married,-145.66262007429097,-112.41397183863788,-5.227925124108808,-88.71624877906325,88.96895426689817,-100.68209412183806,-62.619175909955736,D,E,A,D,1
None,M,Brazil,Widowed,-142.75130885384505,-99.94190609221305,-103.85602820427819,-191.23370892293863,-84.44804331760275,124.85961399279051,-22.686048537199767,C,E,D,B,1
Other,Other,Brazil,Married,106.85939786479133,84.1128511608639,-33.5525424047839,30.296361309952207,-152.4442638495718,-119.4853025028194,271.6980136460557,E,B,D,E,0
Hindu,Female,Other,Widowed,17.864408844436454,131.0076273876362,-124.96454237377692,146.00836877770732,-23.585048164994703,15.044544393715661,-40.122922804899886,D,A,A,E,0
Muslim,M,UK,Divorced,64.07669753281527,155.66066629017936,-99.51098015105758,89.02287047969989,105.00419476098921,139.28747511521223,-129.0551429797006,C,E,D,C,1
Hindu,Other,India,Single,-14.559230375647086,-50.12492621970897,64.71972671707367,-26.73474020175034,35.335987012782894,131.37987634313865,49.71367091317627,A,C,D,B,1
Christian,Male,UK,Single,-187.75949597849993,-27.40503939769912,-38.38420696641599,-101.40517807055605,-45.23787070951861,77.69728801077872,212.28424314007887,B,A,C,B,0
None,Other,India,Divorced,-131.31498875144604,-43.66715469966832,22.386653326890997,-115.52350211897755,-169.749826728977,-110.90127873047915,-1.2504249858483358,B,E,B,A,1
Muslim,F,India,Married,-10.457343969543857,-141.7240952005618,128.60010993843508,64.56316002102683,-26.931955421331782,-77.20166712438724,60.55259385656213,A,D,B,E,0
Jewish,Male,China,Single,-94.98073412339652,174.6215752350582,-98.89138022061891,-119.82579874824874,55.26446859204627,-99.93693848357144,-300.00336747635174,B,B,C,C,1
Hindu,Non-binary,China,Single,-98.22300743343145,12.803001440381015,-8.430628760219344,-53.00838157429399,33.44975018834483,187.45209293708578,86.19358048536108,A,C,C,D,0
Christian,Other,US,Married,-183.6439034196529,-57.11475763054583,5.907277106958156,26.769121026153854,-38.12377015842606,14.309643570692337,-156.7614474113104,B,E,C,C,1
None,Non-binary,Other,Single,-63.06101084538723,-85.64706653404048,-30.51830852150407,32.35778566991513,-186.80377779436736,-246.46492322844296,-78.65646343365378,B,E,C,A,0
Muslim,Male,UK,Single,-102.77538815048158,50.513715697227134,39.13192087486579,101.11364065484713,-1.593246164387962,36.64552846635399,22.119507729695478,B,E,A,A,0
Hindu,Non-binary,India,Single,126.3810616771631,18.724747622929517,-34.186837101097375,82.94902513381629,-301.3421798770348,71.41542253370457,44.077594719336496,C,E,A,C,0
Buddhist,M,Mexico,Divorced,93.89190438474188,17.524216244985986,-192.22570520982413,-98.79543364934032,-22.431796492327262,-127.01745954202872,54.06673074688465,B,B,C,B,0
Christian,Male,Brazil,Divorced,-151.82568828638924,-15.880387668018514,77.09181294103462,-146.71564045631325,59.88099613415044,-29.961987490469788,36.061311151253165,D,A,A,C,0
Muslim,F,UK,Single,32.74137489951172,-26.106676558454524,110.54240469647583,223.66937475361462,-58.94297142133148,-149.93891235383708,-117.46597436656552,B,B,D,E,0
Jewish,F,Mexico,Divorced,95.97571318618108,199.19716914538418,296.9164727437718,57.648739984885275,43.74815457885731,-77.68657448889348,22.701572269549022,A,C,B,A,0
Jewish,Non-binary,UK,Divorced,-19.71584814614544,-26.599811699549697,152.05074135911994,97.5859981014834,188.15961897833117,-99.18150340025166,-98.83635065575407,B,E,A,A,0
Buddhist,F,China,Divorced,146.26725322814266,58.35538694350706,-76.34308517686263,84.36893963329177,-30.831305623666587,-1.6465179089605948,95.20345321751611,A,C,B,D,0
Muslim,M,Mexico,Divorced,85.78462103040667,-101.75311136041307,102.83117999659972,-186.24769342850206,-45.548850362732445,-196.37620663990268,80.71034356656436,A,B,C,A,1
Christian,Non-binary,India,Widowed,15.628524833079274,3.894436524304643,-34.95938707228143,206.00629150049042,-86.48380120623442,-53.28571984673673,-66.33374200364499,C,E,B,C,0
Other,Non-binary,Brazil,Widowed,285.7693176693087,36.88840795697285,7.042008404704013,-11.550626460157398,32.650456107097924,21.702401731562603,63.64803778386238,C,B,B,B,0
Other,Other,UK,Married,-100.74197248460356,75.20093160752745,132.07864929680545,-10.959362501068137,14.422989948969771,19.269580096922788,-47.60957866318428,E,C,A,D,0
None,Female,Germany,Widowed,-37.08377341499322,-16.02856095434219,3.6189138721350904,29.659117719060717,-65.67001409011819,25.709471703960478,-95.0192944109824,E,A,A,A,0
Jewish,Other,Other,Widowed,12.623762065825195,-17.815819175059758,24.019716133198273,-64.04788383763828,54.17621091118967,77.37605886147509,259.3252479417565,E,E,E,E,1
Muslim,F,Germany,Divorced,94.68751088837499,-85.18558706584503,139.6441043310415,46.222384317154265,-5.6135242587502745,18.60982100281858,-189.59731660749966,D,E,C,A,1
Christian,Female,Mexico,Single,211.81324440983778,13.020621760724357,13.923507211846559,63.61407651368047,66.040195024461,1.5994083047957501,86.65624093775493,D,C,C,E,0
Hindu,Non-binary,Other,Married,-215.76751249070446,257.19592244337844,107.96297574908836,-8.022240350828708,-220.05168541484056,47.79660264173822,14.807121164984238,D,E,B,D,1
Buddhist,Non-binary,Germany,Married,-133.2999037790775,69.92301653542646,-37.52060596669296,39.803237793857015,8.437766871805636,25.696995664203826,-90.8448563843396,C,D,D,E,1
Buddhist,Female,US,Married,75.50470854764225,34.33800679583252,162.01835846300614,39.929954042476865,192.69618728067482,128.13703802797068,149.77885928600236,A,C,E,C,0
Christian,Non-binary,Germany,Widowed,-146.89984010317357,78.03865446660919,7.202752576869617,-148.32178745832582,-2.704139658225876,85.71085156864726,-62.55064918791854,A,C,E,C,0
Christian,Other,China,Married,55.78150422218629,-109.92277380815283,-6.039858549003009,184.04658896490258,-154.47151010507082,65.22935760658748,-60.68091846273145,E,B,C,D,0
None,Female,US,Divorced,-23.362536530656968,-8.205779257794102,-45.54988882856745,49.050203597348535,-201.12842136700556,88.09890436915929,28.283232430107226,A,B,C,A,1
Muslim,Female,UK,Widowed,-61.091700642431825,-30.41801075026975,-17.491480747943434,26.26075478982866,100.3218355434097,-129.16349145709898,60.62862269166385,B,D,A,A,0
None,Male,UK,Widowed,-80.7905353543983,20.187258890249986,70.27770736043595,204.15660725800763,86.6569539003544,18.837664058560854,-68.66497362137474,D,C,C,C,0
