race,disabled,nationality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Black,No,China,No,82.36625352452,29.12783974511475,A,B,D,-2.389077515888993,15.116132276119727,B,39.49993476879761,C,A,-36.85999784258805,-40.564937169491714,1
African American,Physical,US,Yes,-55.86034259968552,64.43323684477001,B,B,A,-149.30758720352412,131.49581825549643,C,37.43074602407785,E,D,56.19022935786708,153.37149432959703,0
African American,No,UK,Veteran,-1.5443682957828249,59.32946366016905,D,B,C,-157.28325061991814,183.94120611942833,D,133.10130458755407,A,E,-50.37036762914596,44.99464899479217,1
Hispanic,No,Germany,Non-Veteran,59.33667402540171,-101.20286246512518,B,C,D,40.59407881193336,-70.19559729937512,A,-1.6389038150578252,D,A,11.042521711678773,-130.66530738876241,1
Asian,Both,China,Yes,-143.79352241289047,9.375150456091108,C,E,E,-58.22093497962227,162.72097428034638,D,-55.596059081165905,C,C,61.90193704814775,60.34469420631865,0
African American,None,India,No,-138.69271804400051,-158.31121593430635,A,E,C,48.207136755197965,-2.74404903379215,B,165.56700415672174,C,C,-4.562549357025588,-53.50623684885707,1
Hispanic,Both,Mexico,Non-Veteran,-60.37494378651036,132.6938375968107,B,D,D,-59.45259552343997,43.32950807515427,B,-18.811980713922267,E,B,-41.77690241208251,168.19634864959573,1
Asian,Mental,India,Veteran,182.6703516307221,124.93682576533946,C,E,C,87.82397254752271,-27.811023959463217,E,55.409901741063116,C,D,-97.0035880142166,86.72881363427656,0
African American,Mental,India,Veteran,39.13149179404482,104.62551912314328,E,E,E,-22.812215707279332,43.79982263133567,E,195.5882073913185,D,E,-1.0999092697367403,-162.44755233126554,0
Other,None,Brazil,Yes,74.94475871464536,95.69847333666218,D,A,D,118.76977813680614,74.13124104264489,A,69.06956783365665,C,D,-74.11724352870385,46.04281136889297,0
African American,Yes,China,Yes,-35.23521270472564,-44.04628067193554,B,C,B,-141.899473050879,86.49432244569243,D,-156.90690980753337,C,B,18.251372671775567,171.32785096386758,0
Black,No,US,Veteran,-144.7914333154873,2.274793333076631,A,A,C,11.169955006951653,136.73518657306164,A,-19.265236131159025,E,E,93.35805040484387,-35.297028658609015,1
Asian,Physical,China,Veteran,-26.831295384065772,141.45676684246408,E,E,A,-45.24444004309262,-63.86258877737119,E,-22.425983228025885,A,D,74.8405607903231,-172.30049489459992,1
Asian,No,India,No,69.74578214689733,63.365209519950916,C,E,E,34.63979115484667,207.49251227456975,E,27.19055239336206,C,A,157.17357824158483,92.18005650838373,1
African American,Mental,Germany,Yes,22.488362652508382,28.844973109267396,A,A,C,-77.34131476780043,1.9419511689449176,C,46.18174608156628,D,B,-199.0205528743897,14.905928129498703,1
Other,Mental,UK,No,-119.71262896388339,27.77484265989822,C,B,C,-193.95746089912427,-81.29801105818458,C,3.1177873613258784,E,B,-75.37302506165179,-57.166630043858454,0
African American,None,US,Veteran,125.09176769264387,-2.3355699658705564,B,C,D,-61.348691909215404,40.96819995713255,E,-169.99694161203183,C,C,182.69946411775408,34.26577983747505,1
Black,Mental,Brazil,Yes,129.40843659161808,-135.91429769689353,C,A,A,-35.513826951993394,121.1736790910042,A,-94.502544301822,A,A,-56.07296600333488,-66.80026357518014,1
White,None,Germany,Veteran,-29.658117218961145,116.9722595788029,B,C,D,17.829713389085093,32.1080945684046,D,-103.96660875559802,E,A,-35.26856024469595,37.78256795984115,0
Asian,Both,US,No,-77.45629826038568,170.0178944940744,E,D,E,113.41838672947486,129.75758244816532,B,-111.59969060845285,B,D,179.68828510718527,-1.317855031702938,0
African American,Mental,Mexico,Yes,-147.0744954828861,93.10131914625879,A,C,B,-166.83773916001195,52.19251021019119,D,-153.72019908172115,D,D,143.29001690279662,-120.71833592287793,0
Black,Physical,China,Veteran,-46.564519694178564,-87.02733663688129,D,E,C,-46.98924051589707,-68.35144650382276,B,43.99852929533484,A,E,19.083376905626707,161.24777805241217,1
Hispanic,None,Germany,Veteran,29.91585291703553,-69.85432406275491,A,B,A,30.453919977119824,-27.720272100459287,D,88.87674015409812,B,C,-179.99088649236583,-54.402084205393706,0
White,No,Germany,Yes,119.8968742487085,-115.93949551694034,D,E,A,-74.77311159934715,-35.00013111807257,D,87.17034437871757,B,E,-49.05053236164997,190.25078078106773,0
Other,No,China,Veteran,-10.111692150188365,99.23108246078786,B,C,C,110.39430949776157,97.18852391288159,A,-122.61352078073924,B,A,77.06066754683535,166.35446019504153,1
African American,Yes,China,No,112.68018487664135,8.48014911541393,D,A,B,-30.60374497178643,119.8269401375072,B,-156.8316039221852,D,A,77.87646329936376,90.20697167406551,1
White,Physical,Other,Non-Veteran,-127.30689066655165,75.52644402560998,B,D,E,-84.94066407526363,-69.05916582065583,E,-85.2298306948256,E,C,124.87711365348729,-95.16114526282136,1
Hispanic,No,UK,No,19.881005252354115,-45.27663288412324,D,D,B,-15.356483473049524,85.72539653247229,B,-10.239787250843966,D,D,21.877452683924947,-41.37166083964342,0
White,Mental,Mexico,No,221.24784684059586,-171.28933057062767,C,A,E,38.76547341063718,75.6672507784206,E,205.13915260276235,C,E,-100.11650172534712,-44.49770716835321,0
Black,Yes,UK,No,-75.2309924012254,124.6802522572548,C,A,D,-59.83321809023434,-28.81318211422812,D,30.66634350818199,D,A,46.77557380003181,-150.7449072103659,1
Black,Yes,Brazil,No,-203.82936206922705,-6.733840078313389,D,C,A,8.112016522810771,-9.159180303056527,A,-261.4292270169533,D,E,-43.53738532474013,105.31182481953705,0
Hispanic,Physical,Brazil,Veteran,-64.54471453815725,-106.2061325246479,B,E,C,-71.91588460794776,7.185199419893906,D,87.64087149175828,A,A,-35.41309763998162,24.99937198438261,1
Hispanic,Physical,Germany,Non-Veteran,55.800713992787124,130.54187178282717,D,D,B,165.77641741578856,-133.01370403919864,B,-33.79184863628432,A,C,-62.73227135990318,213.59660488096566,1
African American,Both,Mexico,Yes,14.155010516638134,-33.30083162223102,E,C,A,163.96870342381976,190.5570924530948,C,-85.30262310257126,E,C,-76.75798618003651,132.63176241414695,1
Black,Mental,US,Non-Veteran,11.804694826681377,-37.04898007224924,B,C,D,149.11055075301255,-161.00517401205755,B,-29.151230387779936,B,C,-32.05219231208415,-96.256194795263,0
White,None,India,Veteran,178.4978485276727,-6.196636952973955,A,D,A,74.74376230980391,-21.64459197573843,C,-108.14038779503437,E,E,70.60936406823112,18.295824969525164,1
Other,No,Mexico,Non-Veteran,41.02032923081051,-141.68871948602262,A,E,D,-107.073004735864,43.509997267106634,E,139.41087684377462,A,B,156.58292350712375,123.51209325281742,0
Other,No,Other,Non-Veteran,31.514618497965184,-62.12993120746353,B,A,D,84.40355489518853,-85.72131063139645,E,52.40206389590178,C,B,152.48770802033619,-2.4554139687155203,1
Asian,Physical,Mexico,No,87.41750133622531,51.90830499276312,A,A,C,93.68098237952498,-178.24034933630045,D,-123.27119496678023,B,B,54.64252600052062,147.303100917694,1
Other,Yes,Brazil,Yes,-140.19453501162175,-182.35091851915342,B,A,E,209.8337085133201,-10.315616588607357,E,110.95758996381966,E,A,59.76169103631172,53.22089649174294,1
White,Mental,UK,No,-16.126295510873717,-98.49510356654503,A,B,C,-9.607310067518474,40.98406718131938,D,-52.218484002336496,A,C,-122.69010490721419,185.2449380463187,0
Black,Mental,Brazil,Veteran,-24.77024178086447,-87.83017421098234,C,B,B,-0.1674351224929774,139.53247843497476,A,90.26272331717249,D,E,-1.8957264989157407,115.02451023942655,1
Black,Yes,Mexico,Yes,-17.84709921471377,33.49127590185942,A,D,A,141.6532929769319,29.510233673104104,E,65.81780778583554,B,B,13.191401937713426,-13.001141974728538,1
African American,Yes,Other,No,8.86545367661079,-27.41062013698444,C,A,D,45.45267483073809,-70.24515853803737,E,-123.28808771498518,C,B,-69.07676657472908,30.73515814077953,1
White,Yes,Mexico,Veteran,30.895747420985654,-32.97188839945011,D,A,E,70.51576428167955,45.08000685209572,B,-40.99796861944617,E,B,27.16241077206259,-0.7729972539270786,0
Asian,Both,China,Veteran,98.40841825716684,-58.06522477293796,C,A,D,78.42968729605755,-63.319882010359095,D,10.209862682001546,A,A,-148.6410296921034,-48.22726631682665,0
Asian,None,Germany,Non-Veteran,-174.65606623806556,-19.421350869950153,C,B,D,-254.52612079621053,-155.12674801785252,E,-44.29703182324337,A,B,-94.67140346362855,-20.912758858096804,1
Other,No,Mexico,No,-2.8652605717395736,57.04562083182611,E,E,E,-93.72617425824757,-41.00381953867449,A,20.34700551504746,B,B,0.3101192715750079,-82.89231703425962,0
Asian,Both,Brazil,Non-Veteran,-25.82515260795913,68.29527631143696,E,C,A,31.965888128830887,-12.00597305611335,D,26.30600669879655,E,E,-112.84822467132165,-11.486169496888879,0
Hispanic,None,US,Veteran,-0.6061085064923427,86.42484491870998,E,B,E,46.153318753478814,53.82871526398445,A,-0.10511204357255138,C,C,10.83685303463074,-106.85908371592119,1
African American,None,Other,Yes,81.70507047685912,-198.40570938060839,D,D,A,-55.15259223245915,-43.65896530948856,E,-101.29765852961829,B,C,-85.0662842230768,-100.83568251624331,1
White,Mental,US,No,-103.48615750879051,-96.08293065344792,C,C,D,54.993228497212954,96.06406678445751,D,96.01819762077183,E,D,49.66781325023605,-22.695450034041446,1
White,Both,Brazil,Non-Veteran,131.38859064897807,28.86674973184516,C,C,A,-103.57091357361384,42.59844030512238,E,-227.11343200750576,A,A,18.532487691135458,-164.74967467513244,1
Other,No,Germany,Veteran,12.551080175825696,-7.9049968656361616,A,C,C,90.2272722661561,-9.13181075223665,C,-27.790314869799627,A,A,-68.20543441540255,116.80259424561059,1
Asian,No,Mexico,No,46.54200432203565,260.6572334741692,E,E,D,-43.1738945149396,-63.464319689627715,D,9.225063244475018,B,D,-57.99531430227645,11.048590527893264,0
Hispanic,Mental,Mexico,Non-Veteran,136.85732256077517,-172.81580923652427,C,A,D,-126.4558506145204,-145.42469941687148,E,-30.177561722209273,C,D,-44.91442945359679,-23.343301686237236,1
Black,None,UK,Non-Veteran,-46.93182871654033,43.357054421841404,D,E,B,115.89792089604065,69.63384650944715,A,-149.4030279186931,A,C,-53.429686432840164,-81.03596643079028,0
Hispanic,None,Brazil,Veteran,-64.29246101248845,-90.42656021814933,D,D,C,25.83897242333082,118.65990534570791,A,-33.14362170165296,A,B,-33.909901868893364,-52.88945244286929,1
White,No,Other,Veteran,-173.87923649899798,-166.17032651943774,B,D,C,81.24889747855045,-162.11404809567557,D,-0.9251385704226178,D,B,-136.65162857375185,254.23777482527132,0
African American,Mental,Germany,Non-Veteran,92.76555715023696,120.59378670826302,E,B,C,213.3444302915884,201.51100540859792,A,59.90437316302255,E,C,83.60004460361706,62.74941455158887,0
Black,Physical,Other,Non-Veteran,117.94786627476479,24.899126094989626,C,E,C,78.20859066570831,-169.78433657817644,D,250.626675348824,D,A,-116.89901197572313,-80.57353450697141,1
White,Mental,Germany,Veteran,-116.70911206484038,57.07222803053453,E,B,A,91.42199640463062,140.39450962055943,B,-219.89069167793508,E,C,-21.336361202032,33.80017536643717,0
Other,Physical,Other,Veteran,-25.413152226907105,17.668676299309833,D,B,E,-34.15163175541201,134.48637088151193,E,17.207076801895237,C,E,-115.86006824746593,106.88750738930936,0
African American,None,China,Veteran,29.639609397637546,-24.554930147015014,D,B,E,-8.090244260749714,25.382928407374735,C,-118.73184912033817,D,A,-40.948144455664014,37.596146452672755,1
Asian,Both,UK,Yes,-18.177759178090437,38.79852825215439,D,C,D,-122.94451956990729,217.81324900126805,A,-39.978987209131006,A,B,-99.5898027424241,73.03505633164244,1
White,None,Mexico,No,-78.58378142102323,76.6040710044953,B,B,B,-7.281569509376934,-90.04535142506586,B,91.02247693155009,E,B,111.36010635508404,169.44828381191567,0
White,No,UK,Non-Veteran,-2.6428534799502374,-34.61799675009189,A,B,A,-165.99774779221116,-24.694150789843906,D,-60.6968618173266,C,D,-32.51285125491382,-16.503955969118568,1
White,Yes,Brazil,Non-Veteran,50.22311029037911,-79.7512780349499,A,A,C,-61.82672878308995,-97.73665250292008,E,-223.4669259699678,E,A,-0.4421231231631209,80.69414448907047,0
Hispanic,No,Germany,Non-Veteran,82.85048229878882,134.60520783943392,C,B,A,10.09538403281849,205.19301938439742,C,-91.56695146296916,C,B,-106.89278174048404,-69.18798043098492,0
White,No,China,No,-235.86184480560632,177.94923110111824,E,B,C,161.90551231023784,-272.29028038030174,E,-13.145765314639284,A,C,54.35436007648319,-135.9654918249833,1
African American,Mental,Other,No,11.189628086259509,198.0157154695846,D,B,C,-27.906401459255097,-137.18937493964225,D,57.95544689269071,D,A,15.391865991202309,89.08803247063992,0
Asian,Physical,UK,No,-109.51071052950007,-25.783699930603106,E,A,E,7.087814089459565,228.6200600615072,C,64.14961511168067,E,A,-46.72309127168151,4.650908874239419,1
Black,None,Mexico,No,-43.863945760870315,-153.8718908353933,D,E,C,-23.884465032868807,77.08262283662948,C,-7.100341491120889,B,B,21.793062772651627,-13.3978265404055,0
Hispanic,Mental,China,Yes,9.814791171302067,34.183394830518424,A,B,B,31.70662020945957,10.759460535779946,C,-37.715624672460436,B,E,-98.84878930839243,-24.892910505047478,1
African American,Yes,US,Yes,146.7926404900225,-25.371339203182025,B,B,C,97.81284984645171,59.88302832566008,C,54.51920970060202,C,D,25.668550645706283,-13.111152819515256,1
Other,None,Mexico,No,-96.66036713251961,-65.71837323115332,C,E,A,34.20737698252306,92.38928795285631,E,-73.13012484829126,C,E,-188.62584576806384,-49.168679194662204,0
African American,Yes,India,Yes,33.07595507978253,-61.66688077518822,C,A,A,125.89831207279767,71.08541003960613,E,144.48605662855192,C,D,-49.875643571585826,-91.00539595057617,1
African American,Yes,Germany,No,-26.111736519414837,42.64442311254953,E,D,B,-54.32450141459356,-13.059094371407417,C,-26.35118671855076,B,A,-0.7375319529188308,53.44580958517545,0
White,None,Other,Yes,161.61004659145925,103.2818995557657,A,D,C,-86.4566736139491,-112.98314606856866,D,19.241531289545133,B,D,34.12034580130629,29.68450786629125,0
White,Both,UK,Non-Veteran,128.26829326002178,92.49241069136464,D,C,E,35.33994786410431,10.541433101506732,E,-70.60252054669523,C,D,-36.41247679382476,-131.60056436222592,1
Other,None,Germany,No,-225.8460546621941,53.630935604874495,A,B,E,-33.26449612707738,-137.9567824463823,C,55.45207810966222,A,B,-75.54587992539183,136.14283285051226,1
Black,No,China,Veteran,-105.08812193924587,219.1768133525954,E,B,E,4.065299770907646,54.16968153828292,A,13.495688764157462,A,D,144.68639486487737,-11.274938316910136,0
Black,Both,Mexico,Veteran,52.176919256420696,43.872775566755884,C,B,A,-11.445878991472833,138.5051060125993,C,101.27072819180924,E,E,76.87859707771955,-139.3960359521896,1
White,Physical,China,Veteran,-64.43326801789202,71.92920199711799,A,C,E,-16.982922249330677,-12.52771001578457,C,16.83233791617176,A,A,130.00684180216555,-24.624205202453574,0
White,Physical,Germany,Non-Veteran,-26.098160511468006,-180.24421964728268,C,D,C,116.35384151245016,154.77501824750271,E,-80.07942396865421,C,C,35.108179471807304,-9.100380941356738,1
African American,Mental,Germany,No,-37.25592540524956,77.31532439583862,B,C,A,-210.87163902250143,-71.13385350620591,A,-110.77867222025313,C,D,18.130090412208943,-32.1185945234086,0
Hispanic,Both,Brazil,Yes,53.39541660260158,-20.469541055113986,C,D,B,-118.38063343062935,-55.97784975812856,C,-50.459950181120746,E,D,89.95177412495963,161.06415381716423,0
African American,Yes,Mexico,No,137.91804534716096,150.55359798652174,B,E,A,-96.93309477422723,61.068712965425384,C,-143.75574103779766,C,B,95.06410051770794,66.6648201780983,1
Other,Yes,China,Yes,-45.453616743456486,102.84818634292796,B,E,C,73.43101972214077,290.9263925998637,D,44.1780735970369,B,C,-25.677447098841938,-88.92547961395209,1
Other,None,UK,Yes,42.22246613873604,67.28558598006988,A,D,D,-3.6645544715351,-40.04314986704298,E,36.31136702324408,E,A,7.467061850925777,3.1411254161439217,1
Black,No,India,Veteran,29.254477999771222,107.91404905273554,B,A,E,-63.68560161273219,15.000889205812703,A,-43.48704980938177,E,D,47.3694309474736,54.659025511213514,0
Hispanic,Both,India,Veteran,-91.13412719676751,-32.662677120547215,A,B,B,-0.1616215186595474,212.6315412309674,E,104.73999262363142,A,D,-23.168571440686918,-55.8387493215178,1
Black,Physical,China,Yes,159.60204258861143,-89.41130393191756,E,C,D,-5.09411344643294,20.04275133166127,D,25.319778936665816,E,C,-176.81191864334687,26.308255235011057,0
Asian,No,China,Yes,55.917575638338505,-193.06343127993478,D,C,B,-10.979289059925913,135.8118912072385,E,-63.37363722979627,D,A,-114.75927256490934,-19.316390317598387,1
Other,None,Germany,Non-Veteran,39.228571004031046,32.1442729571815,C,A,A,-8.311657570213585,77.26001312171795,C,-101.196166780353,B,E,-143.90583332210542,40.476037775565686,0
African American,Mental,Germany,Yes,-89.88378440093176,-82.58927028369115,B,E,D,18.17012104482089,81.91039582345132,B,9.249056424848836,C,E,122.31985874242514,81.75972577680241,1
Other,Physical,Germany,No,-221.76730409306896,18.15085970947331,E,D,A,17.09878509368583,31.19808978166192,C,229.7612962709098,E,B,29.75821391878953,87.27695147209323,1
Black,Physical,UK,No,48.21314585025781,-141.3898949670468,E,D,C,94.27592478009915,-127.9564145978396,A,37.220230153414654,D,B,-59.45394576285003,-60.69556984537938,0
White,No,UK,Yes,51.59989654306363,-52.125370108195426,E,A,B,65.03514615515718,203.55018870886735,B,22.670889603846124,E,A,78.66460105254323,-10.010952880809963,1
Hispanic,Physical,India,Non-Veteran,-136.57267795504313,-124.80218075198715,B,D,D,30.720875130198422,-23.96469131352737,C,-91.67466732874155,E,D,90.60262650167033,-185.93551857133966,1
Black,Physical,Brazil,Non-Veteran,131.03642528110754,72.08692728508515,B,E,A,173.52490018977102,-114.9362383929347,B,-40.71328375732122,E,B,27.340230339854827,153.45081527274732,1
Black,Both,UK,Veteran,-51.37096257981467,-10.522414863890505,D,D,C,-81.52464085493948,155.4568083426989,D,-34.6805076895276,D,D,27.5239531266103,-47.351897931176104,1
Other,Physical,UK,Veteran,11.056589611442691,-64.74126934461617,B,E,C,89.51899938034002,-5.455616929696502,D,-27.356125522893986,B,B,-96.24771000540686,-71.9813050292542,0
Hispanic,Physical,India,Yes,-56.9992182761905,65.65792163397171,E,E,B,-98.22173075795317,-116.94518620367352,B,8.94051232865902,E,A,-143.28795418347332,78.78459846060373,0
Asian,Both,Mexico,Yes,70.58529479557477,32.69669497203909,E,D,E,-170.6900244986605,3.9943450332774826,A,21.872471490979056,E,A,155.6201646589803,14.467291804166898,1
Hispanic,No,Germany,Non-Veteran,-202.5496426387522,-55.835483016365394,D,A,B,-66.2507193242021,-42.54893865622685,D,-23.473057913383226,D,C,-158.55731788059762,-108.88058894555795,0
African American,Mental,US,Non-Veteran,-49.51201383198087,60.485383537076295,C,C,C,-24.75685923290647,24.018755405654588,C,-51.3208808417588,E,C,38.718934351394765,-1.0563758361088926,1
Hispanic,Yes,Germany,Non-Veteran,32.52203262098675,111.91050176824098,D,D,E,32.44018631205419,89.52049682307492,A,-23.206537471728677,E,E,-33.90399120781421,-116.04533357809737,1
White,None,India,No,128.5942784017739,-30.503528602063053,D,E,B,-73.21358574574997,160.2413112846113,E,-22.64488592437775,A,D,-269.2892038935829,-151.4671151940832,0
African American,Both,Other,Yes,109.80612343441179,-42.13684705477967,B,D,D,-96.59516484898667,-40.962575713639744,C,-50.56139145224411,A,C,28.40136585369856,16.948194955837657,1
Other,Mental,India,No,-43.915035320367245,14.270901663395867,B,C,D,-34.26676270602386,25.85526551748488,B,-9.415136462258422,C,E,180.14289559265677,6.824292147951069,1
White,Mental,UK,Veteran,-77.62220967306061,-17.378092745551797,E,E,E,18.058496920765858,10.357538387688837,B,-19.46665958946281,D,D,79.26544996797682,-88.67671482288479,0
White,Physical,China,Yes,-92.60524251922473,-76.77391211990451,C,A,B,-174.45270526737295,-199.09735117740138,A,90.23321207421516,D,A,114.8416197542997,99.22193354257608,1
Other,Physical,UK,Veteran,-68.89951707118028,37.876366262938156,B,D,B,-110.8724115917902,-85.12859596208828,B,88.80704951691882,D,D,-15.336510870862002,-17.319093186702094,1
White,Mental,China,Veteran,206.70960107900044,-119.73111993214643,E,C,B,-89.06616520739698,-18.68455539102255,D,60.4451810097569,E,E,55.64210958877748,60.46750360679788,0
African American,Mental,Mexico,Non-Veteran,111.93357728630298,122.16283722604173,D,C,C,-1.7845382012040927,75.31791392140195,C,-132.35354566446298,D,E,-142.97290795527675,-108.8795887109403,0
Hispanic,Yes,India,Yes,-169.90081914919702,41.661748991994955,E,B,A,-234.07138127880933,-44.2114631688809,E,-1.5014130772512926,E,E,-143.72064164060518,96.2212011386549,1
Black,Physical,UK,No,10.381443560939394,36.272830641389824,A,B,A,-44.13678214054181,136.27384811176805,B,7.900599136140459,C,A,68.88265700700835,3.1135553689929067,1
African American,No,UK,Yes,-199.12988803988694,45.8584436699977,D,E,E,73.4474934248139,-98.46611805433395,A,11.592750094453345,A,B,93.83511439140506,116.1984863350515,0
African American,Both,Mexico,Veteran,112.36138070464993,128.5036500555339,E,E,B,49.88120129486751,-2.203081865941281,A,92.85646437919583,D,A,-70.99626502704113,64.80761729979298,1
Other,Mental,Other,Yes,-15.061111879268122,-109.33476745551599,E,B,E,-76.08632490913493,-80.03003053883806,E,-44.73496979258872,C,D,-66.52673841607223,-38.47153656714591,1
Asian,No,Other,No,-13.587646039895152,88.58478585849102,A,D,B,42.378235446902195,59.96444393095716,D,-71.9941605856933,A,B,-130.7705667271402,101.41077153690306,1
White,Physical,UK,No,18.605191659600933,81.79451874136306,B,A,D,-175.83981153888976,-171.2864612941691,E,131.6293788120228,D,E,87.9235601408793,21.440969614761737,0
Hispanic,No,US,Yes,17.39383600236749,-34.86597398060342,E,E,C,-156.7134467045227,-89.56701174248393,D,112.03718629598156,C,E,83.38778752250245,12.009824386819501,1
Other,Both,India,Non-Veteran,-123.66315188319548,-74.39662475260987,B,A,D,-43.05927374714811,31.8398319531791,D,-143.1274087755244,B,E,-32.769243539745254,-131.9727621017514,0
White,No,Germany,Veteran,-1.9329161292269137,-123.90154171937888,D,C,C,160.81828490322565,129.09218445277375,B,-85.82737843934034,E,B,3.9273604375343623,100.26495833779833,0
Other,Yes,Germany,Non-Veteran,-100.04659134973177,-74.46019209135447,D,E,E,6.133281984563476,103.13184382366529,E,-29.67674422963456,B,C,-21.44808406126261,127.20086307735635,0
Black,Mental,India,No,-134.63387736669637,50.766413460354656,E,A,E,-39.84365413987171,39.08876920147692,B,-62.01730366984797,E,C,-90.1299765781424,48.18840848700152,1
Asian,None,US,Non-Veteran,-32.69539156282558,-27.780776432232834,A,D,D,15.891922631248159,-9.261249726713567,E,85.59266343245116,A,B,14.444689732036839,-89.17035329218835,1
Other,No,UK,No,124.42914128811948,-202.02961992095564,E,B,E,-82.66285071076257,-153.03505985301422,E,121.5524021727441,B,E,-79.1633740195038,17.36306746919768,1
Asian,Mental,Brazil,Yes,-57.86936550388418,71.53170588596794,E,D,C,-28.324604920172288,27.507806036668853,D,63.085365146058045,D,B,-65.82543004944287,-22.900126773908557,1
Black,Both,Germany,No,-122.20070822491331,-123.41451506228171,C,D,B,175.29613743068617,122.15321683584399,B,-36.08426548374528,C,E,196.70398026301302,-60.03580082864515,1
Hispanic,Mental,China,Veteran,-60.95844546626841,48.814052514885674,B,E,C,-52.50014370654068,-5.37637621902575,C,34.90842682814997,D,A,118.07407193493711,-173.2480931692618,1
African American,Mental,Brazil,Veteran,242.09359991926286,73.40287558270757,C,C,A,-52.74664941970685,-39.485496746166284,D,67.82021511482141,A,A,8.694851235984249,34.76803381241702,0
Black,Both,Brazil,No,-168.15133106592657,-48.46997720976232,B,C,E,61.896697574181815,-70.0761999440716,B,-54.776355289759074,D,A,-72.20434323671732,-111.76054515975125,0
Asian,Physical,Germany,Veteran,40.19731617577195,6.254421488005383,B,C,C,-37.20185153919453,-44.10324813956406,A,-0.8795662296522538,A,D,34.856653665911644,81.79640143635851,0
African American,Yes,China,Veteran,2.852963854027974,-120.03310479170143,C,E,D,-202.59123073239195,-17.054995865719192,B,-88.4731541455085,C,D,-244.94630198069433,-29.755233528758428,1
Other,Physical,US,Non-Veteran,132.55243412606802,-40.729253422515036,E,E,C,169.55432805108788,-79.42635870062011,A,36.77034261396557,D,B,-117.77954048856003,-104.28142610193368,0
African American,Physical,UK,Veteran,10.262622460399545,-80.04093854866406,C,E,A,132.41661933310476,98.58879817095628,A,-38.89086626488984,A,A,-153.3463816202226,121.21299595649806,1
Black,No,US,Veteran,-58.25912717135201,190.80095410253688,D,A,D,133.91813793635816,143.05022520287153,C,55.82967594667606,E,D,116.16652209430656,-52.112663204908586,0
White,Physical,UK,Veteran,2.4656357470623713,-36.282872501915506,E,D,B,32.8442241368412,4.459794313973777,D,72.46991544506865,B,D,-222.54568270496088,91.1372943186255,1
Asian,Both,US,Non-Veteran,-26.25850872191412,78.85481948425797,B,E,D,-63.40286546109255,-44.03410557610264,A,-186.51235577043482,B,A,-129.83493987069897,124.16597005078131,1
Hispanic,Both,US,Veteran,-0.3671075355177145,92.51204867184605,E,A,E,15.575492753839498,43.318615737919934,D,83.51878521280834,B,E,29.10231154544431,-22.746533643752883,0
African American,None,Germany,Yes,195.41636227473197,-104.03540871192585,C,D,C,57.44999377334366,-45.99630089159991,A,-86.91145770468461,E,D,-34.51320926512806,28.160543343164225,0
African American,Mental,Mexico,No,169.90314921069205,21.358653179558807,D,A,D,71.44276362936598,6.775472609864888,B,-149.64530696530792,E,C,31.82593991195847,188.1940175192493,0
Hispanic,Yes,UK,No,162.06612079505842,73.52411514292972,C,E,B,32.3605251874627,-59.93062934073154,A,1.332131740728632,E,B,158.19124101891123,-48.700074559789144,0
White,Physical,Other,Non-Veteran,42.81957022947309,-85.42858507663763,E,D,A,-0.2858015293943701,-10.652271358568282,A,84.53151778729642,A,B,142.10701650011612,148.46407084980996,1
Other,Physical,Other,Yes,-22.807520497674332,-98.6523390873006,B,D,B,129.17702192661628,-41.67960947607941,C,61.957748685368095,D,A,-1.3526739628606383,16.927491706746782,0
Asian,Mental,Mexico,Veteran,57.305928684728904,-236.43742476959332,A,A,E,71.81620581395589,-55.68555441654958,C,292.5600414112615,D,A,120.0847982155928,126.7633146329854,1
Asian,Mental,Mexico,Non-Veteran,-128.31549576219908,93.65915788213992,D,D,D,-53.284775741963166,121.78042237163469,D,-52.372509729620134,D,E,77.3424326449467,13.734434880384185,1
Hispanic,Mental,India,No,49.846038523495075,49.728356659666986,C,D,E,183.45658023627436,-17.46126644525148,D,122.54375614567536,E,B,-83.48494030534796,-153.58540091238575,0
Black,None,UK,Yes,-18.20894191032761,26.453379634467726,D,B,B,-57.75294195476571,-63.30951784646075,D,-115.8992725216396,C,A,-80.69393976952422,17.51539174064589,0
Hispanic,Physical,Mexico,Veteran,-74.80043259444096,-25.344101117897765,C,D,D,32.611713288533394,74.93212138705793,E,-85.28631787021159,A,D,35.266208158392296,-72.91360869404328,0
Hispanic,No,China,No,-81.47884152531313,18.32685566669297,A,C,D,-112.772091550118,95.03239640932713,B,24.92639547804537,C,E,62.08726046811556,72.9705772230947,1
Other,No,India,Veteran,-77.81683387899712,141.06634881875638,C,A,D,-67.84690992323917,100.410189543116,B,91.4407731012004,A,C,-11.300971094238289,93.65177505690461,1
Black,Yes,India,No,-63.16477969093257,111.73983626956623,A,A,C,-27.690542417947494,5.773936158611418,E,77.63793592075315,B,B,-49.327000408945196,39.73833899276315,1
Asian,No,Mexico,Non-Veteran,107.50099537997893,9.444214437550388,E,C,B,214.64168076321087,68.86065995913711,D,155.62752004306614,D,B,-8.102127002864663,93.99876917994561,1
