sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
F,B,B,C,-37.44123964483633,A,D,A,E,53.79801511167336,23.001541228881422,72.31526612795372,E,29.787475468974367,58.74172596080768,C,123.4072457401882,B,-226.47712260743054,-41.65779254605979,1
Non-binary,D,B,E,38.90448131867744,D,E,B,C,-111.80857744936131,-294.3746378761927,-2.880072860694462,E,-85.2742411609092,-124.30269617347089,D,107.29364466157365,A,-95.54500633638531,-127.96113501327689,1
F,A,C,C,51.35370381433996,A,A,E,C,-13.017434816981702,-40.607677062792305,-124.9782594761088,A,14.079717528507924,-4.329180988662699,A,-21.944368121493255,D,-57.21631356095814,99.29489913395616,0
Male,E,A,A,-177.63383905143192,C,B,B,D,155.9281890287387,-25.35572088286799,-8.614017090935185,D,-32.713401478824146,-47.31704069508568,A,-25.105852229399815,D,-101.8358298731999,47.057396525260906,0
Other,A,E,D,36.44899241483139,C,C,D,B,128.61748254255087,97.03732024461506,55.84453087632328,D,94.66391031029288,-22.18839441140379,D,-141.09026157248584,D,39.85102022837858,-5.594325400659885,1
Male,D,B,C,-190.0664767422748,E,E,E,A,72.39431299057122,16.289372147710708,71.7578411811708,A,-65.26209549503513,43.84189516821184,E,-165.92200565598907,A,88.31817783292192,-191.4970395192335,1
Male,E,D,A,2.8484337406730487,E,E,D,A,86.40734823130852,14.162021987867835,-184.01772398455932,A,141.81040777974422,114.02133377770329,C,-63.664729994135214,C,65.36233196789246,205.41722672961106,0
F,E,A,B,96.99376176997082,A,B,D,D,24.551825405256235,-84.54422798170978,-124.43950584326133,C,144.20347453445075,-55.63618954867975,D,39.10343285786122,A,6.680801889956446,-103.33298076951874,1
F,B,A,E,-63.92344909841299,D,C,A,E,-2.7271944112891724,-41.12166281326418,61.257537776076276,A,88.25523245475497,97.06560340750998,D,52.0569841034339,E,-11.904082585100245,-25.73348112383383,1
F,B,B,D,244.0001950352405,B,E,C,C,27.481432627211927,49.95454234518999,79.72371582068328,B,8.466352698374028,154.92164438868812,E,133.36786516284113,D,74.77980674898068,11.182522760456035,0
M,A,E,E,-51.6849778479297,B,A,A,B,88.25165600505159,-123.65994372673705,62.68372284736263,E,-106.35263385129396,30.09033380378704,D,103.24881147349238,B,-42.30174156335987,58.59980229346381,1
M,A,B,C,-68.28075472453527,E,D,B,D,81.27720560810002,-29.108777726749025,5.48564263256554,B,-14.881763066390368,80.61966237053238,A,24.093886619205783,E,-147.81066745896948,-14.630797112431104,1
Female,B,C,A,1.6856485199411777,C,A,D,D,40.17297024609871,77.61074741413894,-4.17891271449049,E,-87.66618231134127,-18.74213521710205,C,-38.92917325362545,E,30.809773077797754,57.12799070603256,0
M,C,C,D,-80.75070733169203,A,B,A,C,-115.17858229348714,-197.93149728344184,-139.35202953970756,B,-93.58626776774153,55.246315279730794,D,-19.6720322627486,E,-203.94517328123126,-115.36121293615365,0
Male,A,B,A,175.81817944870284,E,C,D,D,-95.11658801767264,-126.43170363256884,-37.40751271575477,B,143.84966395833612,47.8770987344369,C,194.31738794541042,C,7.021611428017384,-140.10583510865652,1
Female,C,A,D,-80.01615338171504,A,D,C,B,149.67477091331492,-117.14376024707019,23.167673357272786,B,-22.639384603634365,21.146597394002097,A,-100.64747116837786,A,-68.91264835725607,-6.941140198761985,0
Non-binary,E,E,B,-156.4253565239375,C,D,D,B,-132.7363456498911,-145.67197512692496,-11.914603239584581,E,10.181937590090518,-143.1526932109296,C,122.14630080030821,C,39.01340732902528,208.39404688050092,0
Female,D,E,B,134.7973825812585,A,A,B,A,-19.378458286743722,-16.003686704891894,42.15272419265817,A,78.93669333476223,16.0439948359706,E,-69.42641267846099,A,-40.54313842746847,-80.8195138839256,1
Non-binary,D,B,C,-4.348073232090197,A,C,E,B,-203.92036281754628,-31.24266689240645,55.207573359012066,E,-237.39816908199433,-62.26152229890582,C,58.45422756522518,D,23.799705905167652,97.2899590718918,1
Non-binary,A,A,D,-47.39606124840009,B,B,A,A,87.94329513579692,-32.170604349114896,39.975065208878895,B,-13.68301988495593,45.80516466554565,E,-17.484366702688614,B,212.48369652437304,33.56153368522413,1
M,B,B,E,-83.22553912196186,B,D,C,D,133.93216325348467,144.08381817506506,79.69488933854663,D,-61.600967078947065,124.94416659610825,C,3.1649958496339634,B,-119.27464279210595,102.263138885112,1
Non-binary,A,A,B,138.47237135728142,E,D,E,D,55.26602028384856,-59.42781594150903,139.46033485694,D,86.7190282728583,-19.133111710251903,B,25.46255225333364,A,-32.26266997982443,98.74133334896175,0
Male,C,D,B,14.711451402811857,E,A,A,B,-59.982173686904986,-112.07412768613993,27.525696956208566,D,-68.78206379265184,-103.04610022046448,A,-81.70939701582458,C,29.656756973166132,-82.6899523939382,0
Male,D,D,B,126.66004026120189,A,D,B,B,223.5738224606804,44.90756646050654,-206.44523014028476,D,73.9113935212115,-57.4693413047478,D,148.0001004398585,D,59.01030294156683,-1.0440195119150724,0
F,D,E,C,51.54965972203014,B,B,E,B,-54.17938810738951,-67.25078603116158,-101.08254503151932,C,-232.83068912244528,-8.123862162904553,A,-175.0999916514083,E,-191.65497259807836,-161.11593794183742,1
Male,E,D,B,14.71971846736384,D,D,C,C,44.983601520465356,19.473964226942208,0.6583748730907604,A,-1.6430493267076118,18.369609496026488,D,-94.39780059892428,A,197.28757734809503,-5.873161679204228,0
M,B,B,E,104.9344791114942,A,E,D,E,-122.38572832775417,-38.498899186860356,4.653393450340737,A,199.55368544680908,-72.61629903733667,C,-86.91286702445873,E,105.67298369818646,-184.70036040561405,0
Other,C,D,A,-27.600001111808393,A,D,B,A,-2.812010204527966,-48.41009499601922,50.38732141789879,D,63.08648055254881,96.23572955315242,B,59.06401272515226,B,-154.28767323746015,108.58168602836872,0
M,A,A,D,144.87597712212522,C,D,E,B,-20.198391620877356,135.6964964377293,-20.927718877018776,E,-154.0755647062088,-108.14311542988555,E,-25.554442513987404,C,-54.711228265869714,-113.0950372159873,1
M,A,A,C,-84.75369249629281,E,E,B,E,162.95974031758976,-18.159518875307985,7.786656996251631,A,-191.68993241005649,12.447485095793459,B,-66.80832824946397,A,-28.196284950967865,-42.153367133026265,1
M,B,B,A,117.1979672654041,D,C,E,E,-40.43566074759452,127.91006336536523,-0.5052646629632783,D,-127.20933512249617,-6.53333564149339,D,-106.30691287914347,E,14.076246420992616,-70.40149137996359,1
Female,B,E,A,-110.4094569653082,D,A,C,E,54.72563762767092,-104.35593210975249,-63.839822859432175,B,133.4971459820197,-21.46170821497946,E,45.17148284518244,C,23.070959337619776,71.25558570683488,0
F,D,B,E,18.689536545867984,E,D,D,E,-169.80035234978882,-106.70001111914293,25.74306982519927,B,-41.98570834741243,54.40885516460615,C,-169.67698763684447,B,-56.08432525825082,-129.37667850380262,1
Male,E,C,B,93.68598410386387,E,C,B,D,129.45413140641153,38.14566003511107,127.84357150627001,E,22.05274572558355,-75.43682812981756,D,61.082859321890645,A,135.81280841790314,134.1095128062864,0
Other,B,A,D,-82.95542451265139,D,E,A,C,-169.5326870029017,72.43297232807798,-194.38149247628547,E,105.48994011993085,12.281647473508222,D,-193.67811912396598,C,19.004642339576097,140.8276157241638,0
F,E,D,C,115.87053088981956,B,E,A,A,22.532808314601798,282.8533224032959,180.06234888591325,C,-104.53008601138285,16.364524153756875,E,34.76205224471236,B,-119.8153938748165,70.5476534063747,0
M,A,B,B,21.39157458065954,B,D,A,B,-8.53869450199821,-180.38116186997772,-149.54595054538433,B,-39.60810159632037,-58.48264195122902,C,100.47025622032963,B,-43.582459008036636,29.20818285822559,0
F,C,E,C,53.354971038756595,C,C,B,E,-99.81875279640636,-33.53194340051819,72.60046987837643,D,-25.917863016550335,-32.38822877150304,A,110.08753955520123,A,207.27939570366155,39.69666538669813,0
F,D,B,C,202.44995941097156,A,B,A,C,-72.99322952299725,-37.79912085766593,51.73786186853756,D,-1.8306895704439423,-86.57943719280726,A,-194.19811532028015,C,80.50670232198071,-7.074728881371688,1
Female,B,E,A,-148.23137718105679,E,E,E,C,-77.28640644077642,141.3160924204974,-210.0349211559307,B,-41.65161255501583,-69.42079844197418,C,-82.73202081715897,E,68.52803667368038,18.701027628941212,1
F,E,B,A,-170.14095915173502,E,D,E,C,-92.79455112717625,95.52055272595439,11.567221771268,B,92.98705056048843,159.5415463510505,E,-151.8811082117941,C,-59.74540849719533,60.50668126655824,1
Female,D,E,B,70.47094301158154,A,C,C,A,-64.85520571304033,-84.2660979035141,12.03334950429183,B,26.27481137906051,-111.73779875298983,A,-51.5008473748566,E,20.293038995327265,-59.363610414472376,0
Non-binary,C,D,B,-23.660685761406558,A,D,C,B,-138.28734472047043,79.14702835993602,-13.844145203572673,D,36.34674409886348,95.69859261420523,A,59.098299790054696,C,-181.7533808332277,94.02479280724285,1
F,B,A,E,-165.04078448613316,B,B,E,E,14.268975403978896,-116.30551012425974,80.68355306162044,B,146.13825394169143,-5.040915052983112,A,71.13374999883277,B,-54.713967062598925,-195.72912043210454,0
Male,A,E,B,175.56761301815018,D,C,D,A,-44.44793887257414,29.456964462290326,-105.74888308466981,A,225.1658922202238,-104.38005895687874,E,83.45594741963164,E,-111.3873365412436,71.34207992644757,0
M,E,E,E,-12.55567020548573,B,D,E,B,141.26974742643046,-60.52881722331559,-73.94798034879312,A,81.93718025202136,-35.858217572483284,B,88.92783056539538,D,155.10344430654834,-13.561549715931573,0
Other,A,B,E,138.29325495708727,A,C,A,D,-64.56150801991343,51.65130866101292,-17.5682454537371,A,-151.41554045674778,-7.9905550575735385,B,45.794682311537876,D,-70.70380888011991,34.8728656891672,0
Male,E,A,D,-24.29635235515979,E,C,D,B,-10.284179555264386,-113.9033006788845,-7.596538395245054,B,-15.246128290361751,-77.47807594463151,B,-13.608007612198971,C,-34.662129676357225,31.43492340728395,0
F,A,E,E,-25.622435479459316,A,C,B,D,-55.09984784650131,50.03498195503791,1.7178804820455746,B,27.596579433370643,-69.49296225551446,E,33.490321134978586,A,160.68745343464226,-64.29675719960755,1
F,E,D,D,-55.72383508322465,E,C,C,E,-112.50752830338693,-72.53242687559995,-90.16048611988423,A,-14.2658998483909,60.62782110079063,C,-120.96559260318358,D,6.379314576948792,-54.47484360789111,1
F,E,B,B,-43.3965170984388,E,B,D,E,99.6651345178887,2.2923601113462575,9.65180271357947,B,19.034745223231905,-37.40683824533808,A,115.90083357460614,C,3.0390435187303977,-19.27651193592939,1
F,B,A,E,8.613886661479214,B,A,A,C,-13.577145221089218,-113.29326577195033,-138.65607562225486,B,60.43537856908397,171.9980272977685,A,-183.96244167033313,B,-7.569476777716662,159.97519846015803,1
Male,D,A,B,-123.0556275623569,C,D,E,D,-29.294756016349194,-185.27675597316335,-11.965619105320723,D,78.64333327377264,-4.533543002579742,C,-81.80418753781157,C,0.2537332925054536,-1.1182551341427023,0
M,C,C,C,-124.28967646163818,C,B,B,B,98.84293363379338,26.860276971124357,-123.11335180740106,C,73.78408617164418,180.9649628612412,C,128.78204679638256,E,8.953533644462585,236.34409653650366,1
Female,B,E,B,-46.990539784291904,D,E,D,A,-222.18159716344726,-29.3890673913591,-86.29948240245321,B,-191.47512511468776,-93.62867916925806,B,14.677727448381713,C,-19.512506805799692,67.89951225349307,0
Other,A,D,B,162.73585323822596,D,C,C,D,-197.32071966771133,-40.4719520096254,220.59034879762152,A,-5.200230453544686,-17.672872800492016,A,192.2652741309163,D,141.27960711036172,-33.72050750435135,1
Male,C,A,E,121.94049048855211,D,B,A,C,179.01929577604704,119.09753669398742,84.66317649865792,C,-15.608521030124734,-32.11325057637045,E,-82.00874506614733,C,-110.70911169260953,62.116237711150305,0
Female,E,C,C,135.99556075985595,A,E,E,A,-42.2585772233276,186.15791146494942,-16.87746770362346,D,-132.82937832111907,72.19002963470646,B,-57.664193690502906,A,59.68370403783215,38.79500747082425,0
Male,A,E,A,-176.99506774390747,B,E,E,C,-64.16252449227267,115.24622397778177,-37.843907645589056,A,106.74948077089444,58.58319512623371,A,-2.837993393104318,C,-61.644284372510164,-50.73326591099209,1
Non-binary,B,C,E,27.232917574098032,A,A,D,C,-2.3776920375375195,-17.112372670484007,84.40461252700159,C,40.8627987145088,39.13647580143802,B,-95.43035445891174,B,104.42838835451576,232.92342960311504,1
Male,D,D,B,-206.96146679508246,D,A,B,B,171.58231513998305,-158.82511396666877,-139.92037399279377,E,-9.374692627529578,17.762856481188045,A,68.36094470224837,C,-96.06593030786392,-86.60386710308639,1
M,A,A,A,-90.93503662738009,B,A,E,A,134.51196388635128,86.2749375973696,-59.554558237833874,B,89.36018120608715,113.54259835150783,B,-59.93917227429488,A,19.821945319952924,70.16824855310354,0
Male,A,C,B,-86.65264237519051,C,A,B,A,-24.156268741579847,-9.87895895702825,-55.867996384289086,E,46.049144879730804,-144.81545164044593,C,-43.19856244203538,A,-51.68657181150521,-70.45307082910534,0
F,E,B,B,109.95001489280362,A,C,C,C,-18.430152737647298,-15.860279273985755,191.993626204111,D,-163.7388934427283,-163.01688600527834,E,57.60484220563681,C,-180.19104165069297,-72.33837713177763,0
Female,A,A,C,-58.96129652224542,E,B,E,B,-52.912283103433246,-41.18119386781713,30.894302699272995,D,-76.02661210014223,69.04602521037216,A,9.948751686739273,E,9.486776551115993,-106.19077803481937,1
Other,A,E,C,-126.64318747864101,E,A,A,B,45.9595163275546,-99.48651032466385,37.81258680107828,D,-198.66345047759495,-78.66618641416117,B,-79.22891388365863,B,81.9090878797462,-41.20420174823481,0
Non-binary,B,A,E,104.96939296655421,E,B,A,A,-93.05186786059973,49.54035944078743,36.000734703051116,C,15.89001791254251,104.63559494886907,B,-142.1353039762016,D,196.69284161457387,123.71121776570759,0
Non-binary,D,E,C,-135.1273239465008,A,C,D,A,-11.99169452843465,-53.629734390145245,-79.7305753116334,D,-44.96160478592637,34.42851987078013,C,-48.539105999994895,D,-89.99923788631166,-49.67382285086837,0
Male,D,B,D,17.67419171058329,C,A,A,A,-154.01477743898496,60.992175577028796,-164.79118461414794,B,167.95755143581243,-21.62278571216939,D,84.34549855982067,D,-115.81424698950758,-121.24953634334852,0
Male,D,E,C,44.17284074991531,E,B,E,A,151.32689316298794,121.2644515168477,4.203651766710995,C,-6.7202854193142105,8.051997309904944,D,172.79548132246435,A,13.417337046178664,47.19268751012632,0
F,B,D,A,130.31440348829452,A,C,A,B,-29.053376862951996,-51.07587433368952,-85.5959032944316,A,-112.25435588160961,106.2937122703927,C,-61.511817332541185,D,-80.00722879051837,-32.66493274759869,0
Male,D,D,C,153.62398137693256,E,A,E,B,39.759363155141195,83.24118508362768,250.52810573723482,E,21.62423181644076,116.74144849349037,B,-187.25004665391157,A,195.23164859928312,-6.739758364862507,0
Male,E,A,B,31.7417767010138,B,C,D,D,37.41483285329645,-9.37438779177578,-26.482024643805772,E,59.51372051336157,77.68567060720574,E,-244.69553944922504,B,25.825984784564,4.019553707487436,1
F,A,A,C,-33.581675998528745,D,A,D,E,145.8819994012794,-19.72845779544638,-23.177832322051305,C,138.24693209011647,-70.99492813515197,B,-6.079584250416501,B,-74.86852868108708,54.194945888479126,1
Non-binary,B,C,A,-11.964871871850484,D,B,D,E,-183.92757690058676,182.3062288961053,46.743781328169106,B,125.88150843003136,90.5046904638897,B,38.40212986208073,D,-49.01049158098117,70.75527760824201,0
M,C,E,D,24.461766348706977,C,E,E,A,-13.887849879132046,36.58661454768732,-144.85457727790197,C,53.06724556752792,118.76858483066626,C,17.5626964326016,B,-68.81172447468471,-41.98096171989215,0
F,C,C,B,170.23389654661347,B,A,B,D,6.197586218353931,-30.422794144459964,-81.46911429742968,A,82.19117423805487,80.6686057302885,A,-131.98669236937585,A,-79.3124294777219,-58.10356612546903,0
Male,C,C,B,76.43013277726422,C,E,E,A,-251.29084852653367,67.74848936438569,-19.494059501579393,E,125.93878338246758,-20.808271926850843,D,-115.62751121119787,B,-267.6733446771056,-133.9103003549227,0
F,A,A,A,23.46312030140855,A,E,A,B,-2.701393798199155,93.62868461094362,60.60319192672024,A,222.50330106867975,-141.1562221125536,A,-47.885065158715804,A,-87.10778860302396,111.4621891044703,1
M,C,A,E,-50.27269985797825,C,D,B,D,-209.15436421526192,-169.08017534655423,115.00540042522154,B,-51.711639476789415,-86.50830721293683,B,39.40967239480076,E,164.2644426669553,-101.39150509402357,1
Male,E,D,E,-93.37522062174453,B,A,E,A,-97.71599738009067,-19.8430214412189,-71.21291269122634,C,-53.82137021621115,-198.90596813307866,E,-28.55105754756377,B,137.8507733320185,164.44953258040698,0
M,C,A,D,-13.759362176177786,C,B,A,D,-85.3970438103785,-19.422100182839657,-38.03768087129321,A,37.27831323656629,-39.833112483859225,E,68.08139726272535,C,-48.65953661053427,-88.75543760109302,1
Male,D,A,B,123.99008088665846,C,D,B,B,130.88541713548457,-49.346809862570986,113.98753279725685,A,-77.3882010920109,29.897048034693473,D,-43.57964010620886,A,-93.85076762356907,8.479170762163184,0
F,B,B,B,-137.25030671626982,D,D,A,C,49.333455543838014,58.555475941997024,8.66518302523363,C,-96.11827885922303,-25.622061637007548,E,-48.751584221710395,C,-77.6046978686862,61.37823002881706,1
Male,C,E,E,35.99247691562687,D,E,E,E,-45.90785599978746,18.254683004696805,-129.38612936506436,A,179.10811057419363,199.99129367880656,B,-148.90235800335202,E,120.21212484120984,85.33623369770906,0
Male,E,B,D,39.24165000221726,A,C,C,D,-46.4143636651617,-64.03616213981012,88.17969990544576,E,-42.72991697231175,100.27518117092285,A,38.556239022593424,B,-17.51964614715904,3.7438006566280815,1
Other,A,A,C,-65.84629619552332,B,C,D,B,37.204139625917215,-57.1625193881267,92.44032735629094,C,20.933212031806576,35.34945786888598,B,0.5054060598577336,E,-35.61847768478009,-134.8293245925535,1
F,D,A,D,-82.69628033110838,C,D,E,C,-132.43780642511,149.98966631364908,110.7666311133119,A,-105.91992122884999,-16.122047997442305,A,-208.18275018169126,E,78.62833691608833,117.90011255719254,1
F,B,C,A,-59.987085791494486,D,B,E,C,58.11946807039675,-0.20160399375525404,36.7953467231173,D,2.498753468489492,-87.81351074847503,E,94.5658936457531,D,-8.27998709512148,18.242628438948426,1
Male,D,A,A,113.99338498758269,B,D,D,A,191.37274448594874,16.81692243576782,-21.026782334195897,E,-52.40591769231595,-25.033443373394988,B,153.70568545130746,B,-182.68076737184234,46.228887524326,0
F,D,B,D,145.18466041927368,A,A,B,E,-87.83128119011869,44.233927310616146,-50.50590923958785,D,-26.226827084656534,64.09856845979535,A,-174.34412135752416,A,25.588053902690948,4.860881479036142,1
Other,D,C,E,-62.51057994804638,C,D,C,D,-6.751019243786582,81.72924724634257,62.89181525057796,D,-36.59010099235698,27.242244557742552,B,79.57654771727564,C,-101.52536842537336,-132.63228543974196,0
F,E,E,C,-6.469847331373541,E,C,C,C,-31.900355352514115,-79.18561598449642,-8.960164309819246,B,150.0041753701901,25.39212573717185,E,30.207459672179084,C,126.68644158495619,98.24815494849447,0
